N	2gram	Tiupa_Narr	Mirosoze
248	что было	1	4
249	в центре	4	4
250	человеческой жизни	3	4
251	в момент	1	4
252	к этой	1	4
253	и люди	1	4
254	еще более	1	4
255	потому не	2	4
256	нас в	2	4
257	в своих	2	4
258	и даже	4	4
259	в такой	1	4
260	было не	1	4
261	нельзя было	1	4
262	не всегда	4	4
263	в него	2	4
264	по отношению	5	4
265	его собственной	1	4
266	что они	1	4
267	ее и	1	4
268	что иное	1	4
269	к себе	11	4
270	народной жизни	1	4
271	и через	2	4
272	не от	1	4
273	не была	1	4
274	будто бы	2	4
275	была в	1	4
276	тому что	4	4
277	время как	1	4
278	он лишь	1	4
279	века в	1	4
280	себе и	2	4
281	в чем	3	4
282	а для	4	4
283	а с	2	4
284	он живет	1	4
285	человека как	2	4
286	отношение между	1	4
287	так что	1	4
288	и что	1	4
289	его личности	1	4
290	и по	3	4
291	не случайно	2	4
292	живет в	1	4
293	для них	2	4
294	ни в	1	4
295	и тот	1	4
296	но на	1	4
297	в начале	4	4
298	то время	1	4
299	как о	2	4
300	от его	2	4
301	никто не	1	4
302	подлинного бытия	1	4
303	к другому	2	4
304	по сравнению	1	4
305	и тогда	2	4
306	истории он	2	4
307	и до	1	4
308	к миру	2	4
309	только с	2	4
310	мы еще	1	4
311	как к	3	4
312	могут быть	1	4
313	может не	1	4
314	который так	1	4
315	мы не	5	4
316	одна и	1	4
317	сознания и	2	4
318	все равно	2	4
319	все эти	3	4
320	есть в	1	4
321	по своему	3	4
322	о бессмертии	1	4
323	особенно в	3	4
324	не все	2	4
325	это была	3	4
326	заключает в	2	4
327	стало быть	4	4
328	его отношение	1	4
329	отношению к	5	4
330	место в	3	4
331	и только	2	4
332	любви и	1	4
333	иное как	1	4
334	является в	1	3
335	в душе	3	3
336	и мира	4	3
337	личного начала	1	3
338	о чем	6	3
339	в виду	2	3
340	мысль о	1	3
341	принадлежат к	1	3
342	давно уже	2	3
343	все же	10	3
344	чем не	1	3
345	но у	1	3
346	мир и	2	3
347	его любовь	1	3
348	в динамике	1	3
349	в противоположность	1	3
350	входит в	2	3
351	в одном	5	3
352	и когда	3	3
353	превращается в	2	3
354	значительной степени	1	3
355	не вполне	3	3
356	можно ли	1	3
357	с другим	2	3
358	то чтобы	2	3
359	к этому	2	3
360	есть выражение	1	3
361	не принадлежит	1	3
362	и еще	2	3
363	на том	2	3
364	не ведет	1	3
365	хотя и	8	3
366	и сама	2	3
367	каждого человека	1	3
368	одним из	2	3
369	не остается	1	3
370	но ведь	1	3
371	же как	2	3
372	лишь для	1	3
373	он чувствовал	1	3
374	во всех	2	3
375	о себе	2	3
376	в уста	1	3
377	и быть	1	3
378	него есть	1	3
379	всю свою	2	3
380	между тем	5	3
381	остается на	1	3
382	и тем	9	3
383	и та	1	3
384	должны были	1	3
385	истории и	1	3
386	протяжении всего	1	3
387	с которым	1	3
388	ближе к	1	3
389	жизни а	4	3
390	для себя	3	3
391	но также	1	3
392	это уже	3	3
393	со всеми	3	3
394	все его	4	3
395	с таким	1	3
396	в пределах	2	3
397	как не	1	3
398	к его	5	3
399	приводит к	2	3
400	ли он	2	3
401	сравнению с	1	3
402	не до	1	3
403	почувствовал что	1	3
404	только одно	1	3
405	в значительной	1	3
406	роль в	4	3
407	это все	1	3
408	связано со	1	3
409	когда в	4	3
410	его нельзя	1	3
411	а лишь	1	3
412	она может	2	3
413	тому как	4	3
414	принадлежит к	1	3
415	всякий раз	2	3
416	на этот	2	3
417	он может	1	3
418	счастья и	1	3
419	всяком случае	2	3
420	и после	3	3
421	мира не	1	3
422	жизни не	1	3
423	обратиться к	2	3
424	и то	3	3
425	и всякий	1	3
426	это был	1	3
427	под собой	1	3
428	для нас	2	3
429	но с	1	3
430	а к	3	3
431	было для	1	3
432	бытия и	1	3
433	со своей	3	3
434	об этом	8	3
435	ему как	1	3
436	мы должны	1	3
437	но она	1	3
438	не с	1	3
439	в россию	1	3
440	человеческого сознания	2	3
441	и самого	3	3
442	не верит	1	3
443	и много	1	3
444	ничего подобного	1	3
445	и ничего	1	3
446	но для	5	3
447	к подлинному	1	2
448	с которой	1	2
449	мир не	1	2
450	с которыми	1	2
451	в единую	1	2
452	роковым образом	1	2
453	ко второй	1	2
454	и своего	1	2
455	жизнь свою	1	2
456	из всех	1	2
457	тем как	1	2
458	не столько	2	2
459	его от	1	2
460	то не	1	2
461	этом направлении	1	2
462	по себе	4	2
463	церковь и	1	2
464	их не	1	2
465	и сам	4	2
466	не менее	6	2
467	соединяется с	1	2
468	если в	2	2
469	не могли	1	2
470	в действительности	2	2
471	которой он	4	2
472	в пределе	2	2
473	и мысли	1	2
474	своей природе	1	2
475	в глаза	1	2
476	во многих	1	2
477	сознания в	3	2
478	между двумя	6	2
479	когда она	2	2
480	но они	4	2
481	за собой	1	2
482	е годы	2	2
483	делает его	1	2
484	с другой	6	2
485	ни одного	2	2
486	жизни как	2	2
487	друг для	2	2
488	ее как	1	2
489	быть в	2	2
490	оказывается что	1	2
491	выходя из	2	2
492	а мы	1	2
493	не будут	1	2
494	нет никаких	1	2
495	того же	2	2
496	то в	4	2
497	в церкви	2	2
498	по природе	1	2
499	возвращение к	1	2
500	такого рода	17	2
501	она в	3	2
502	начала и	5	2
503	бытия не	1	2
504	после этого	1	2
505	он идет	2	2
506	это верно	1	2
507	как можно	2	2
508	связи с	3	2
509	не о	2	2
510	а за	2	2
511	исходит от	1	2
512	между ними	3	2
513	такова что	3	2
514	также в	2	2
515	и характер	1	2
516	если я	1	2
517	смысл но	1	2
518	бытия но	1	2
519	был не	1	2
520	жизни то	2	2
521	на которую	1	2
522	могли бы	1	2
523	человек как	1	2
524	не означает	1	2
525	разных местах	1	2
526	природе своей	1	2
527	личного бытия	2	2
528	самому себе	1	2
529	и чтобы	1	2
530	никого не	1	2
531	что эта	1	2
532	кажется и	1	2
533	она была	2	2
534	себя за	1	2
535	не раз	1	2
536	лишь одно	1	2
537	и каждый	1	2
538	любви в	1	2
539	столь же	6	2
540	о своей	3	2
541	его к	1	2
542	он свободен	2	2
543	а как	2	2
544	оправдать и	1	2
545	к исчезновению	1	2
546	во время	2	2
547	и ее	3	2
548	себя но	2	2
549	эта любовь	1	2
550	а потому	2	2
551	во втором	6	2
552	христианской культуры	1	2
553	своих героев	2	2
554	другого человека	2	2
555	была бы	1	2
556	освободиться от	2	2
557	христа его	1	2
558	в сущности	2	2
559	сам по	1	2
560	он на	1	2
561	истории в	8	2
562	находятся в	1	2
563	ему принадлежат	1	2
564	подобно тому	4	2
565	и они	1	2
566	обращено к	2	2
567	для христианской	1	2
568	человеке в	2	2
569	он стоит	1	2
570	если не	4	2
571	самом деле	4	2
572	так называемый	1	2
573	их в	4	2
574	преступление и	1	2
575	ему в	2	2
576	же о	1	2
577	но никогда	1	2
578	оно всегда	1	2
579	том смысле	1	2
580	мир который	1	2
581	же мало	1	2
582	обращенный к	1	2
583	которая не	3	2
584	в каком	1	2
585	своей жизни	2	2
586	который и	1	2
587	к радости	1	2
588	для друга	2	2
589	бросается в	1	2
590	что мы	2	2
591	ни у	1	2
592	своей собственной	2	2
593	он понял	1	2
594	ней есть	1	2
595	на какой	1	2
596	относится к	1	2
597	быть не	3	2
598	и уже	4	2
599	целый ряд	1	2
600	а во	5	2
601	перед человеком	1	2
602	переход от	2	2
603	нем не	2	2
604	в сфере	2	2
605	еще вернемся	1	2
606	что я	4	2
607	под знаком	1	2
608	личности к	1	2
609	только потому	1	2
610	его как	2	2
611	бы его	1	2
612	обращена к	1	2
613	которым он	1	2
614	тот сам	1	2
615	различие между	1	2
616	и уж	1	2
617	всего мира	1	2
618	этом отношении	5	2
619	он и	2	2
620	о нем	5	2
621	ее в	1	2
622	со своим	2	2
623	на самом	1	2
624	смысла жизни	1	2
625	всегда бывает	2	2
626	в повести	2	2
627	не принимает	1	2
628	свет во	1	2
629	о жизни	2	2
630	но личное	1	2
631	мировой жизни	1	2
632	и без	1	2
633	к жизни	3	2
634	в какой	2	2
635	за которым	2	2
636	есть только	1	2
637	к своему	2	2
638	личности не	1	2
639	нисколько не	1	2
640	это было	3	2
641	бы ни	1	2
642	к одному	1	2
643	две стороны	1	2
644	ни один	1	2
645	не по	5	2
646	не находит	1	2
647	нужно было	1	2
648	люди с	1	2
649	этого не	2	2
650	кто не	1	2
651	у кого	1	2
652	жизнь есть	1	2
653	тем самым	9	2
654	у нее	8	2
655	как то	1	2
656	прежде чем	1	2
657	человеку если	1	2
658	это он	2	2
659	и о	4	2
660	что за	1	2
661	в плане	1	2
662	это означает	2	2
663	же можно	1	2
664	или иной	6	2
665	происходит в	1	2
666	им не	1	2
667	как для	2	2
668	мира в	4	2
669	в е	3	2
670	себе а	1	2
671	это на	1	1
672	новое и	2	1
673	радость в	1	1
674	для всех	1	1
675	которая была	1	1
676	и оказываются	1	1
677	только что	4	1
678	русской литературе	1	1
679	творчества в	1	1
680	бога это	1	1
681	мне то	1	1
682	есть знак	1	1
683	смысл который	1	1
684	другим я	1	1
685	и взаимодействие	1	1
686	даже в	1	1
687	внутреннее состояние	1	1
688	в финале	3	1
689	эта новая	1	1
690	этот момент	1	1
691	она уже	1	1
692	их жизни	1	1
693	боли в	1	1
694	это обычно	1	1
695	говорит о	3	1
696	сам автор	1	1
697	своей истории	2	1
698	которое может	2	1
699	себе ее	1	1
700	это нужно	1	1
701	за всех	1	1
702	верю в	1	1
703	этот жизненный	1	1
704	течение событий	1	1
705	от этих	3	1
706	другой стороны	2	1
707	не несет	2	1
708	но что	1	1
709	всей ее	1	1
710	основывается на	1	1
711	него с	1	1
712	мыслится как	2	1
713	связь с	1	1
714	этим объясняется	1	1
715	по пути	1	1
716	он имеет	1	1
717	обращением к	1	1
718	стороне от	1	1
719	нормы а	1	1
720	но все	1	1
721	чтобы за	1	1
722	людей а	1	1
723	у людей	1	1
724	основной для	1	1
725	мира это	1	1
726	разрыв с	1	1
727	случае если	1	1
728	сознанием и	1	1
729	ведь и	1	1
730	а именно	2	1
731	с еще	1	1
732	на эту	1	1
733	может существовать	1	1
734	живет не	1	1
735	по своим	2	1
736	речь идет	3	1
737	обращение к	1	1
738	истины о	1	1
739	для исследования	1	1
740	казалось бы	2	1
741	сам же	1	1
742	и того	5	1
743	человека так	1	1
744	от тех	1	1
745	в противовес	3	1
746	а стало	2	1
747	осуществляется в	1	1
748	выводит из	1	1
749	что этот	1	1
750	восходит к	2	1
751	раз и	2	1
752	трудно было	1	1
753	но даже	1	1
754	не должен	1	1
755	одной стороны	5	1
756	ничто не	1	1
757	центре внимания	2	1
758	мира на	2	1
759	бы из	1	1
760	но во	1	1
761	в другом	5	1
762	но эти	1	1
763	из жизни	1	1
764	и неизбежно	1	1
765	имея в	1	1
766	к своей	2	1
767	который она	1	1
768	уже было	1	1
769	этой связи	1	1
770	и показывает	1	1
771	повергает в	1	1
772	и будущее	1	1
773	встречи с	4	1
774	может служить	5	1
775	правда и	1	1
776	втором случае	1	1
777	эти старые	1	1
778	в строгом	3	1
779	он думает	1	1
780	внутренней его	1	1
781	на практике	1	1
782	гибели на	1	1
783	бытия это	1	1
784	друг на	2	1
785	ее я	1	1
786	к ним	2	1
787	как на	2	1
788	самом начале	1	1
789	еще нет	1	1
790	по которой	1	1
791	наряду с	2	1
792	ключ к	2	1
793	действительности о	1	1
794	такая же	1	1
795	же она	1	1
796	не иначе	1	1
797	в зависимости	3	1
798	не умеет	1	1
799	мир так	1	1
800	это прежде	1	1
801	не мыслится	1	1
802	обращенной к	1	1
803	многообразие человеческого	1	1
804	по поводу	3	1
805	не понять	1	1
806	и открывает	1	1
807	к ее	3	1
808	не представляется	1	1
809	чем это	2	1
810	не то	1	1
811	жизни с	1	1
812	начало и	3	1
813	свое собственное	1	1
814	о ней	5	1
815	как литература	1	1
816	себе самом	2	1
817	нашего времени	1	1
818	о влиянии	1	1
819	той мере	1	1
820	личности а	1	1
821	произведения и	1	1
822	этом все	1	1
823	период его	1	1
824	и всей	1	1
825	жить в	1	1
826	жизни так	3	1
827	это будет	1	1
828	указать на	1	1
829	не останется	1	1
830	собой в	1	1
831	с одной	5	1
832	а тот	1	1
833	знанием и	1	1
834	есть его	1	1
835	с точки	2	1
836	чувствовала себя	2	1
837	тот кому	1	1
838	этом втором	1	1
839	тайны и	1	1
840	природа в	1	1
841	видит в	3	1
842	в будущем	1	1
843	как же	1	1
844	это взгляд	1	1
845	или не	5	1
846	можно признать	1	1
847	страдает от	1	1
848	мировой литературы	1	1
849	об их	1	1
850	человеку а	1	1
851	екатерина ивановна	1	1
852	всех его	2	1
853	сознания не	1	1
854	в образ	1	1
855	и чисто	1	1
856	на себя	5	1
857	быть только	1	1
858	духовного кризиса	1	1
859	в таком	4	1
860	между этими	1	1
861	в последних	1	1
862	с одним	1	1
863	как говорит	1	1
864	отличие от	6	1
865	лишь на	1	1
866	звучит как	1	1
867	с отцом	1	1
868	как во	1	1
869	такой строй	1	1
870	уже давно	1	1
871	главную мысль	1	1
872	и мировой	1	1
873	в себя	3	1
874	точек зрения	2	1
875	личность в	1	1
876	в сторону	1	1
877	из одного	1	1
878	по характеру	1	1
879	теперь и	2	1
880	в других	2	1
881	и отдельные	1	1
882	и религиозной	1	1
883	и своей	1	1
884	той или	7	1
885	а потом	2	1
886	и большие	1	1
887	только от	2	1
888	в темной	1	1
889	не имея	1	1
890	критике он	1	1
891	совершается переход	1	1
892	и пустая	1	1
893	были заложены	1	1
894	чтобы в	1	1
895	перехода от	2	1
896	друг с	1	1
897	ли это	1	1
898	говорил о	2	1
899	отразилось в	1	1
900	мы уже	1	1
901	на человеческую	1	1
902	значение и	1	1
903	он ничего	1	1
904	люди как	1	1
905	зрения в	1	1
906	имеет смысл	2	1
907	состояния и	1	1
908	на самый	1	1
909	действующих лиц	8	1
910	для художника	1	1
911	в развитии	1	1
912	другом и	1	1
913	и смысла	1	1
914	бы но	1	1
915	в системе	1	1
916	из мира	1	1
917	если же	2	1
918	и человечества	1	1
919	при такой	3	1
920	в личности	1	1
921	в тех	1	1
922	не могла	2	1
923	путем не	1	1
924	точка зрения	5	1
925	также не	2	1
926	слов не	1	1
927	в современной	4	1
928	перед лицом	1	1
929	сомневаться в	2	1
930	из нас	3	1
931	этот вопрос	1	1
932	в нее	2	1
933	мира что	1	1
934	над ним	1	1
935	говорили что	1	1
936	в новое	1	1
937	у которого	1	1
938	могла бы	1	1
939	другой смысл	1	1
940	того кто	2	1
941	я в	7	1
942	т п	2	1
943	дома с	4	1
944	вот я	2	1
945	она определяется	1	1
946	человеческих отношений	2	1
947	природы и	1	1
948	что для	1	1
949	главным образом	1	1
950	или о	1	1
951	он интересен	1	1
952	это делает	1	1
953	о его	3	1
954	совершенно чужда	1	1
955	них не	1	1
956	он даже	1	1
957	этим вихрем	1	1
958	что может	2	1
959	опыта а	1	1
960	в силу	5	1
961	и направляет	1	1
962	пределы своего	1	1
963	ней в	2	1
964	не сразу	1	1
965	есть все	1	1
966	процесса и	1	1
967	слова как	1	1
968	на мир	1	1
969	и отсутствие	1	1
970	от ее	1	1
971	с ее	3	1
972	было понять	2	1
973	иначе не	1	1
974	в культуре	3	1
975	он его	1	1
976	я сам	2	1
977	и вопреки	1	1
978	эту тему	1	1
979	в пространстве	3	1
980	для личности	1	1
981	почему он	1	1
982	как отец	1	1
983	своего рода	17	1
984	только стать	1	1
985	как теперь	1	1
986	теперь я	1	1
987	увидеть своего	1	1
988	жизни героя	4	1
989	порядка и	1	1
990	это одна	1	1
991	но после	1	1
992	я уже	2	1
993	не верят	1	1
994	если за	1	1
995	как с	1	1
996	к одной	1	1
997	всякий может	1	1
998	верили в	1	1
999	сложное и	1	1
1000	говорит и	1	1
1001	чтобы стать	2	1
1002	смысла то	1	1
1003	никак не	5	1
1004	знает и	1	1
1005	этот не	1	1
1006	поэтому в	1	1
1007	ответ на	6	1
1008	все свое	1	1
1009	два явления	1	1
1010	с каждым	1	1
1011	лишь из	1	1
1012	слезами и	1	1
1013	когда его	1	1
1014	и делает	1	1
1015	я все	1	1
1016	отношение было	1	1
1017	за это	1	1
1018	не на	1	1
1019	за границей	3	1
1020	один человек	1	1
1021	в я	1	1
1022	сказать с	1	1
1023	прошел через	1	1
1024	вместо того	1	1
1025	не более	1	1
1026	у меня	2	1
1027	интересны не	1	1
1028	самим собой	3	1
1029	прошлое и	1	1
1030	строгом смысле	1	1
1031	это дух	1	1
1032	новая история	1	1
1033	к исследованию	1	1
1034	претендует на	1	1
1035	с анной	6	1
1036	в романе	3	1
1037	обращается к	3	1
1038	лишь к	1	1
1039	они вели	1	1
1040	можно назвать	2	1
1041	к которым	1	1
1042	отдельного человека	1	1
1043	свой собственный	1	1
1044	приблизиться к	1	1
1045	хотелось бы	1	1
1046	с ними	5	1
1047	ему казалось	1	1
1048	над смертью	1	1
1049	для каждого	1	1
1050	по разным	1	1
1051	в творческом	1	1
1052	в слове	4	1
1053	он осуществляет	1	1
1054	и т	3	1
1055	без которых	1	1
1056	за границу	1	1
1057	есть на	1	1
1058	мыслей и	1	1
1059	который не	2	1
1060	и красота	1	1
1061	зависимости от	3	1
1062	которого не	1	1
1063	всей своей	1	1
1064	весть о	1	1
1065	слова о	1	1
1066	такова природа	2	1
1067	все они	1	1
1068	о любви	1	1
1069	признать что	1	1
1070	что теперь	1	1
1071	не является	7	1
1072	в главе	1	1
1073	истории не	3	1
1074	и состоит	6	1
1075	первая и	1	1
1076	в греческой	1	1
1077	вернемся к	1	1
1078	ее пределы	1	1
1079	смерти и	1	1
1080	то и	3	1
1081	образом их	1	1
1082	не любил	1	1
1083	наконец в	1	1
1084	это внутренняя	2	1
1085	жизни который	1	1
1086	вызывает в	1	1
1087	в новой	1	1
1088	и теперь	1	1
1089	народов и	1	1
1090	и вся	1	1
1091	с большей	1	1
1092	не могло	3	1
1093	случае имеет	1	1
1094	у шекспира	1	1
1095	вступает в	2	1
1096	всего лишь	8	1
1097	этого как	1	1
1098	и ему	1	1
1099	впрочем и	1	1
1100	и наиболее	1	1
1101	вслед за	4	1
1102	и исчезает	1	1
1103	же время	7	1
1104	он есть	1	1
1105	тогда как	23	1
1106	в обоих	4	1
1107	человеческий и	1	1
1108	и наоборот	1	1
1109	еще слишком	1	1
1110	как будет	1	1
1111	несмотря на	1	1
1112	между людьми	1	1
1113	в отличие	6	1
1114	важное для	1	1
1115	на две	2	1
1116	впервые в	1	1
1117	тем же	3	1
1118	от которой	2	1
1119	своего я	2	1
1120	одной из	2	1
1121	тот самый	2	1
1122	с нею	2	1
1123	в глазах	7	1
1124	человечества и	1	1
1125	в сознании	6	1
1126	событие в	5	1
1127	и воскресение	1	1
1128	до известной	1	1
1129	возвышается над	1	1
1130	к новой	1	1
1131	в мировой	1	1
1132	отрешенный от	1	1
1133	как все	2	1
1134	не из	1	1
1135	если только	1	1
1136	только о	1	1
1137	прибегает к	1	1
1138	точку зрения	3	1
1139	не люблю	1	1
1140	и смерти	1	1
1141	в период	1	1
1142	более глубокий	1	1
1143	жизнь его	1	1
1144	жизни но	3	1
1145	сознание может	1	1
1146	душе и	1	1
1147	в свое	1	1
1148	смерть и	1	1
1149	как со	1	1
1150	то они	3	1
1151	имя которого	1	1
1152	значение в	1	1
1153	я верю	1	1
1154	мог быть	1	1
1155	нас нет	2	1
1156	сам себя	2	1
1157	и наказание	1	1
1158	хоть и	1	1
1159	все так	1	1
1160	то я	1	1
1161	он выступает	1	1
1162	новой жизни	1	1
1163	в первый	1	1
1164	словами о	1	1
1165	мы имеем	6	1
1166	и борьбы	1	1
1167	мира но	1	1
1168	личности как	2	1
1169	бы на	1	1
1170	для всего	1	1
1171	на кладбище	1	1
1172	своей не	1	1
1173	в жизнь	1	1
1174	и кажется	1	1
1175	что только	1	1
1176	со словами	3	1
1177	чем он	3	1
1178	а все	1	1
1179	несет в	1	1
1180	слова а	1	1
1181	участие в	2	1
1182	состояние как	1	1
1183	по словам	2	1
1184	и смысл	1	1
1185	в виде	2	1
1186	раз в	4	1
1187	в церковь	1	1
1188	а на	2	1
1189	что ни	1	1
1190	а о	2	1
1191	для других	3	1
1192	а также	11	1
1193	на нее	2	1
1194	это еще	1	1
1195	без этой	2	1
1196	он видел	1	1
1197	не со	1	1
1198	указывает на	1	1
1199	в стороне	1	1
1200	с той	2	1
1201	нас к	1	1
1202	случаях когда	1	1
1203	но по	1	1
1204	иной раз	1	1
1205	так в	4	1
1206	это происходит	1	1
1207	на одном	2	1
1208	сразу же	1	1
1209	в новом	1	1
1210	и оно	1	1
1211	с другом	1	1
1212	для которого	1	1
1213	они более	1	1
1214	говорит об	1	1
1215	вовсе не	2	1
1216	ничего нельзя	1	1
1217	это так	1	1
1218	тем более	2	1
1219	самое замечательное	1	1
1220	войны и	4	1
1221	мере в	1	1
1222	чтобы сделать	1	1
1223	этих двух	2	1
1224	на свете	1	1
1225	в иные	1	1
1226	останется для	1	1
1227	искать в	1	1
1228	может иметь	1	1
1229	том случае	1	1
1230	не бытовая	1	1
1231	окружающего мира	1	1
1232	а еще	1	1
1233	он говорит	1	1
1234	рода исследований	1	1
1235	правда о	1	1
1236	случайно в	1	1
1237	лишь под	1	1
1238	в бытовой	1	1
1239	для кого-то	1	1
1240	на небо	1	1
1241	характера в	1	1
1242	церкви и	2	1
1243	это за	2	1
1244	в течение	1	1
1245	ее жизни	1	1
1246	во вселенной	1	1
1247	друга как	1	1
1248	в искусстве	1	1
1249	во второй	2	1
1250	в частности	23	1
1251	сознания оно	1	1
1252	я вас	1	1
1253	нельзя понять	1	1
1254	свою жизнь	2	1
1255	тех же	1	1
1256	слове истина	1	1
1257	только у	1	1
1258	встреча с	1	1
1259	в нашей	1	1
1260	на друга	2	1
1261	в xix	1	1
1262	и нередко	1	1
1263	первые два	1	1
1264	это его	1	1
1265	все та	1	1
1266	идет о	3	1
1267	и гибель	1	1
1268	самой своей	1	1
1269	национальной и	1	1
1270	одного из	6	1
1271	человеческие отношения	1	1
1272	и борьба	1	1
1273	для такого	1	1
1274	может показаться	1	1
1275	слова в	4	1
1276	настаивать на	1	1
1277	иначе он	1	1
1278	в голову	1	1
1279	меня самого	1	1
1280	же в	6	1
1281	в области	4	1
1282	что легко	1	1
1283	нуждается в	1	1
1284	даже смерть	1	1
1285	ли в	2	1
1286	бы от	1	1
1287	в разговоре	1	1
1288	что вся	1	1
1289	бытия в	2	1
1290	его внутреннее	1	1
1291	лишь с	1	1
1292	в целом	5	1
1293	или точнее	1	1
1294	в лице	1	1
1295	внутреннюю жизнь	2	1
1296	и наконец	2	1
1297	что на	4	1
1298	вплоть до	5	1
1299	говорит не	1	1
1300	все было	2	1
1301	возможна только	1	1
1302	он существует	1	1
