N	2gram	Vygotskiy_	Sovremen
398	развития о	1	1
399	что каждый	1	1
400	совершенно так	1	1
401	можно было	11	1
402	и наиболее	2	1
403	ни в	1	1
404	но только	4	1
405	случае он	1	1
406	как всякая	2	1
407	резко расходятся	2	1
408	они относятся	1	1
409	а при	1	1
410	и от	2	1
411	в начале	2	1
412	нами в	4	1
413	факт что	1	1
414	этом направлении	1	1
415	по отношению	19	1
416	еще в	3	1
417	этого объяснения	1	1
418	отдельных элементов	1	1
419	почти совершенно	1	1
420	стороны и	3	1
421	переносятся на	1	1
422	и ничего	1	1
423	и тот	5	1
424	но что	6	1
425	и те	2	1
426	эта функция	1	1
427	только в	21	1
428	должны мы	2	1
429	в совершенно	2	1
430	которая не	1	1
431	раз он	3	1
432	этот вопрос	8	1
433	функции в	4	1
434	все равно	2	1
435	различия между	1	1
436	и может	4	1
437	в ином	3	1
438	так же	22	1
439	можем противопоставить	1	1
440	которых она	1	1
441	его в	6	1
442	собственно и	1	1
443	перед глазами	1	1
444	в обоих	2	1
445	с понятием	2	1
446	действительное значение	1	1
447	должен был	3	1
448	чем в	6	1
449	этой группы	1	1
450	в будущем	1	1
451	в своих	5	1
452	не представляет	1	1
453	не было	1	1
454	как например	1	1
455	без всяких	2	1
456	мы вправе	3	1
457	с его	3	1
458	позже чем	1	1
459	процессе развития	4	1
460	как будет	1	1
461	хода развития	2	1
462	один из	4	1
463	всегда и	1	1
464	в духе	1	1
465	чем при	1	1
466	готовом виде	5	1
467	не более	1	1
468	если бы	13	1
469	всех трех	1	1
470	не знает	6	1
471	или в	1	1
472	и научного	3	1
473	в различении	1	1
474	на которые	3	1
475	из одной	2	1
476	этого не	1	1
477	ни одного	2	1
478	в обратном	2	1
479	ничего общего	6	1
480	и навсегда	1	1
481	это означало	1	1
482	закономерностей и	1	1
483	равно как	1	1
484	к одному	4	1
485	их и	2	1
486	как их	1	1
487	что его	2	1
488	скрытом виде	2	1
489	как его	2	1
490	может ли	2	1
491	понятия и	11	1
492	развиваются в	1	1
493	общей проблемы	1	1
494	мы говорим	4	1
495	но эта	1	1
496	функций и	5	1
497	теперь мы	1	1
498	дело в	1	1
499	собой но	2	1
500	известном смысле	7	1
501	сами по	1	1
502	одного из	1	1
503	одинаково возможными	1	1
504	в данной	2	1
505	окружающих его	1	1
506	же как	9	1
507	научного знания	1	1
508	по существу	5	1
509	сказать что	18	1
510	в ту	1	1
511	допустим что	1	1
512	но для	3	1
513	как происходит	1	1
514	и благодаря	1	1
515	опыта и	1	1
516	именно в	8	1
517	развития только	2	1
518	уже на	3	1
519	такое же	2	1
520	представление о	2	1
521	это делает	1	1
522	мы это	2	1
523	при которой	2	1
524	его значения	1	1
525	виде и	1	1
526	благодаря этому	2	1
527	обратимся к	1	1
528	и ставит	2	1
529	другую сторону	1	1
530	где можно	1	1
531	этого развития	1	1
532	отношению к	19	1
533	в основу	1	1
534	одной из	5	1
535	бы все	2	1
536	же мере	5	1
537	при исследовании	2	1
538	более и	3	1
539	случае не	2	1
540	в своем	11	1
541	в корне	2	1
542	то чем	1	1
543	по аналогии	2	1
544	данного вида	1	1
545	как сравнение	1	1
546	что следовательно	4	1
547	этом смысле	5	1
548	может оказаться	2	1
549	в связи	6	1
550	в какой	8	1
551	означало бы	1	1
552	одни и	1	1
553	между ними	5	1
554	мы будем	4	1
555	эти три	2	1
556	во всей	3	1
557	части на	1	1
558	может стать	2	1
559	этот раз	1	1
560	частном случае	1	1
561	же в	2	1
562	том что	41	1
563	обоих случаях	2	1
564	рядом с	1	1
565	в одинаковой	2	1
566	и прежде	1	1
567	на эту	1	1
568	верно ли	1	1
569	мы спрашиваем	1	1
570	но не	13	1
571	нельзя сказать	1	1
572	различным предметам	1	1
573	но этим	1	1
574	но если	7	1
575	здесь и	1	1
576	они не	7	1
577	развития для	1	1
578	по себе	8	1
579	он сам	2	1
580	оперировать с	1	1
581	оно может	2	1
582	через все	1	1
583	не имеет	7	1
584	в природе	1	1
585	их на	1	1
586	к этому	7	1
587	в такой	5	1
588	все более	4	1
589	там где	2	1
590	и значит	1	1
591	вся эта	1	1
592	в то	5	1
593	то его	1	1
594	и только	4	1
595	функций в	1	1
596	один и	5	1
597	значит что	6	1
598	от старого	1	1
599	мы имели	4	1
600	ли он	1	1
601	в отдельных	1	1
602	всецело и	2	1
603	является только	1	1
604	этой области	3	1
605	именно эта	1	1
606	по самому	1	1
607	и следовательно	7	1
608	или нет	1	1
609	нет никаких	2	1
610	но это	4	1
611	для чего	1	1
612	независимо от	3	1
613	оно имеет	4	1
614	но уже	2	1
615	и для	3	1
616	нас на	1	1
617	вопрос и	1	1
618	с ее	1	1
619	может вызывать	1	1
620	не из	1	1
621	таким же	3	1
622	не что	2	1
623	и это	3	1
624	точка зрения	8	1
625	того же	13	1
626	такое объяснение	1	1
627	все время	3	1
628	и развития	21	1
629	должен быть	1	1
630	и его	6	1
631	в первых	1	1
632	и становится	1	1
633	развития на	4	1
634	вовсе не	2	1
635	нашей науки	1	1
636	целого и	1	1
637	мере в	5	1
638	во внутреннем	2	1
639	о том	13	1
640	сих пор	3	1
641	в заключение	1	1
642	есть не	3	1
643	системы если	1	1
644	мысли в	5	1
645	образом на	1	1
646	возможностей в	2	1
647	играть в	1	1
648	иное как	2	1
649	образом он	1	1
650	которая и	1	1
651	зрения и	1	1
652	к очень	1	1
653	к другому	3	1
654	своего развития	11	1
655	сказать так	1	1
656	как основное	1	1
657	к нему	4	1
658	практике в	1	1
659	никогда не	10	1
660	той или	1	1
661	исходным пунктом	1	1
662	свое время	2	1
663	а потом	1	1
