N	2gram	Tiupa_Vved	formyVre
216	с тем	1	6
217	на первый	3	6
218	о том	7	6
219	с помощью	1	6
220	между двумя	5	6
221	в различных	1	6
222	ни одного	1	6
223	сказать что	1	6
224	во всей	1	6
225	и временных	1	6
226	в качестве	18	6
227	в таком	2	6
228	и героини	2	6
229	здесь как	2	6
230	мы можем	2	6
231	одной стороны	9	6
232	а как	1	6
233	в сюжете	1	6
234	пространственных и	1	6
235	и ее	2	6
236	в сущности	3	6
237	в отношении	1	6
238	мы видим	1	6
239	не могут	1	6
240	в которых	2	6
241	друг от	2	6
242	своей жизни	3	6
243	не является	7	6
244	тех же	2	6
245	смерти и	1	6
246	автора и	1	6
247	слова и	3	6
248	в совершенно	1	6
249	одной из	1	6
250	все они	2	6
251	мы не	6	6
252	от друга	2	6
253	здесь все	1	6
254	в эпоху	1	6
255	особенно в	3	6
256	к смерти	1	6
257	в начале	3	6
258	могло быть	1	6
259	событий и	2	6
260	более того	1	6
261	новое и	1	5
262	мы и	2	5
263	вообще не	1	5
264	о чем	4	5
265	тем что	2	5
266	в своей	10	5
267	было и	2	5
268	хотя бы	2	5
269	только на	2	5
270	но они	3	5
271	эти моменты	1	5
272	главных героев	1	5
273	что все	1	5
274	точка зрения	3	5
275	на свет	1	5
276	и через	2	5
277	с другими	1	5
278	быть только	2	5
279	как его	2	5
280	человек в	4	5
281	той или	5	5
282	и пространства	1	5
283	так что	1	5
284	одно и	1	5
285	по своей	4	5
286	в этой	2	5
287	и от	3	5
288	чужого мира	1	5
289	там где	1	5
290	в него	2	5
291	мире и	1	5
292	мы встречаем	1	5
293	был бы	1	5
294	что они	2	5
295	не на	3	5
296	с ними	2	5
297	далеко не	5	5
298	они не	3	5
299	не имеет	3	5
300	да и	3	5
301	но здесь	1	5
302	и уже	1	5
303	той же	3	5
304	он может	1	5
305	в едином	3	5
306	мы имеем	8	5
307	но на	2	5
308	в движение	1	5
309	или в	3	5
310	чужой мир	1	5
311	об этом	5	5
312	и вообще	1	5
313	в ряду	2	5
314	нового времени	5	5
315	стороны и	4	5
316	числе и	1	5
317	бы он	1	5
318	и только	2	5
319	во всем	1	4
320	только что	1	4
321	по всему	1	4
322	даже в	3	4
323	его от	1	4
324	другой стороны	3	4
325	как если	1	4
326	по себе	2	4
327	в своих	5	4
328	в корне	1	4
329	его на	1	4
330	мир и	1	4
331	у достоевского	1	4
332	жизни на	2	4
333	и смерти	2	4
334	и со	1	4
335	при всей	3	4
336	в данном	22	4
337	раз и	2	4
338	он был	1	4
339	в другом	2	4
340	существенное значение	1	4
341	людей и	1	4
342	по отношению	11	4
343	в глаза	1	4
344	не становится	1	4
345	друг на	2	4
346	чтобы они	1	4
347	в нашем	9	4
348	момент в	1	4
349	жизни как	2	4
350	и становится	1	4
351	смерти с	1	4
352	жизни так	2	4
353	несмотря на	2	4
354	проявляется в	1	4
355	к жизни	2	4
356	что не	2	4
357	между этими	1	4
358	о которых	2	4
359	в чем	2	4
360	времени но	1	4
361	совсем не	1	4
362	за ними	1	4
363	природы и	1	4
364	образ смерти	1	4
365	их к	1	4
366	человеческую жизнь	1	4
367	любви и	2	4
368	и вот	3	4
369	случая и	1	4
370	этом ряду	2	4
371	которых мы	1	4
372	оно было	1	4
373	эту жизнь	1	4
374	из того	1	4
375	для них	3	4
376	что он	2	4
377	вследствие этого	5	4
378	перед нами	13	4
379	это и	1	4
380	и более	5	4
381	своей собственной	1	4
382	и т.д	6	4
383	на друга	2	4
384	чем они	1	4
385	времени на	1	4
386	же самое	2	4
387	принадлежит к	3	4
388	всяком случае	3	4
389	друг друга	1	4
390	во внутреннем	1	4
391	они были	1	4
392	этом случае	1	4
393	одних и	1	4
394	находятся в	1	4
395	первая встреча	1	4
396	и было	1	4
397	образ автора	2	4
398	не для	1	4
399	бы на	1	4
400	как у	3	4
401	у нас	4	4
402	все равно	2	4
403	раз в	1	4
404	всего романа	1	4
405	как она	1	4
406	так в	5	4
407	к концу	1	4
408	со своей	4	4
409	на его	2	4
410	в одной	2	4
411	тем более	3	4
412	связаны с	1	4
413	и тех	1	4
414	никаких существенных	1	4
415	мы должны	1	4
416	быть и	2	4
417	как он	2	4
418	всей его	2	4
419	в тексте	11	4
420	и о	4	4
421	и совершенно	1	4
422	существенную роль	1	3
423	в центре	4	3
424	различия в	1	3
425	тому что	2	3
426	из всех	1	3
427	строго говоря	2	3
428	для восприятия	1	3
429	время не	1	3
430	далее в	1	3
431	по мере	2	3
432	отношений в	1	3
433	пространства в	1	3
434	их не	1	3
435	в классическом	1	3
436	не обязательно	2	3
437	жизнь в	1	3
438	из нее	1	3
439	в соответствии	8	3
440	в более	1	3
441	культуры в	1	3
442	на материале	1	3
443	не могли	1	3
444	которой он	1	3
445	мы увидим	1	3
446	распадается на	1	3
447	ее по	1	3
448	самого начала	1	3
449	и еще	1	3
450	в зависимости	1	3
451	во франции	1	3
452	не мог	2	3
453	и совершается	1	3
454	на почве	1	3
455	внимание на	4	3
456	для которой	1	3
457	на разных	2	3
458	событие в	1	3
459	же как	1	3
460	на земле	1	3
461	одна из	5	3
462	до известной	1	3
463	того и	1	3
464	в двух	1	3
465	на границе	1	3
466	бы в	4	3
467	связь с	1	3
468	на этом	1	3
469	картины мира	12	3
470	сюда же	1	3
471	как это	2	3
472	но только	1	3
473	идиллический хронотоп	1	3
474	не могла	1	3
475	и есть	2	3
476	в человеческой	1	3
477	на ранних	1	3
478	его к	1	3
479	и здесь	2	3
480	жизни а	1	3
481	это уже	2	3
482	целостности и	1	3
483	сами по	1	3
484	все то	1	3
485	главный герой	1	3
486	и шире	1	3
487	и затем	2	3
488	в слове	4	3
489	и так	1	3
490	бы не	3	3
491	том как	4	3
492	сравнению с	1	3
493	зависимости от	1	3
494	в аспекте	3	3
495	не входит	2	3
496	но оно	1	3
497	еще и	2	3
498	ни к	3	3
499	его и	1	3
500	бы и	4	3
501	время оно	1	3
502	что мы	2	3
503	в течение	2	3
504	в свою	5	3
505	в значительной	2	3
506	наконец в	1	3
507	значение для	1	3
508	целый ряд	2	3
509	нормального хода	1	3
510	он весь	1	3
511	известной степени	1	3
512	что здесь	1	3
513	в данной	2	3
514	нем не	1	3
515	событий в	2	3
516	если мы	1	3
517	тем же	1	3
518	к новой	1	3
519	но это	4	3
520	жизни не	2	3
521	точку зрения	2	3
522	не входят	1	3
523	что есть	1	3
524	то они	1	3
525	ему в	2	3
526	ни с	2	3
527	он как	1	3
528	одна и	1	3
529	и соответствующие	1	3
530	совершенно не	2	3
531	однако не	2	3
532	а на	4	3
533	она же	1	3
534	дело в	1	3
535	в исторический	1	3
536	есть только	1	3
537	по своему	3	3
538	не столько	5	3
539	в новом	1	3
540	только к	1	3
541	преимущественно в	1	3
542	с самого	1	3
543	но при	7	3
544	как уже	1	3
545	но она	2	3
546	свое значение	1	3
547	при всем	1	3
548	по сравнению	1	3
549	и время	1	3
550	времени с	1	3
551	можно сказать	6	3
552	вплоть до	2	3
553	происходит в	1	3
554	природой и	1	3
555	особенно у	1	3
556	дело здесь	1	3
557	что на	4	3
558	не к	4	3
559	случае в	1	2
560	чего не	1	2
561	и мотивы	1	2
562	подходом к	1	2
563	без исключения	2	2
564	вышли из	1	2
565	частным и	1	2
566	представлений о	1	2
567	исторического процесса	1	2
568	ясно что	2	2
569	в строгом	2	2
570	исторического развития	1	2
571	с собой	1	2
572	в духе	1	2
573	его мире	1	2
574	начинается с	2	2
575	и сами	2	2
576	как таковой	1	2
577	становления в	1	2
578	ни для	1	2
579	определяется не	1	2
580	и нет	1	2
581	перестает быть	1	2
582	которые мы	1	2
583	было в	2	2
584	в пределе	1	2
585	своей природе	2	2
586	служит для	1	2
587	имеет в	1	2
588	домов и	1	2
589	из жизни	3	2
590	к своей	2	2
591	нашем случае	3	2
592	особое место	1	2
593	говорить о	5	2
594	встречи с	4	2
595	принадлежит не	1	2
596	как оно	2	2
597	романе с	1	2
598	из одного	1	2
599	здесь имеет	1	2
600	времени его	2	2
601	свою очередь	5	2
602	вовсе отсутствует	1	2
603	его переживания	1	2
604	жизни то	2	2
605	вернуться к	2	2
606	и оценки	1	2
607	как я	1	2
608	все без	1	2
609	они сами	1	2
610	он сам	1	2
611	от них	2	2
612	тут же	3	2
613	а мы	2	2
614	на котором	1	2
615	лишь один	1	2
616	встречи на	1	2
617	начало и	2	2
618	нет событий	1	2
619	к нему	2	2
620	то в	1	2
621	герой и	3	2
622	ее и	2	2
623	еще одну	1	2
624	что у	4	2
625	по природе	2	2
626	в разнообразных	1	2
627	глубокий и	1	2
628	указать на	1	2
629	подчеркнуть что	5	2
630	объединены в	1	2
631	и сама	1	2
632	картине мира	5	2
633	стремится к	1	2
634	тому же	6	2
635	и притом	3	2
636	столько же	1	2
637	в разные	1	2
638	в несколько	1	2
639	как по	2	2
640	на литературу	1	2
641	всех его	2	2
642	по аналогии	4	2
643	на себя	5	2
644	но для	1	2
645	события эти	1	2
646	мы это	1	2
647	человек и	1	2
648	также в	1	2
649	и она	1	2
650	между прочим	1	2
651	одном из	1	2
652	приобретает здесь	1	2
653	сохраняется и	3	2
654	а только	3	2
655	могло бы	4	2
656	о каждом	1	2
657	на другой	2	2
658	смысл и	1	2
659	но как	1	2
660	реальным и	1	2
661	его развития	1	2
662	бы она	1	2
663	в отдельных	1	2
664	которой и	1	2
665	разных местах	1	2
666	за обедом	2	2
667	личности и	1	2
668	если же	1	2
669	рассказывания в	7	2
670	основу его	1	2
671	и та	1	2
672	хотя в	2	2
673	самый момент	1	2
674	и тот	1	2
675	мира по	1	2
676	где в	3	2
677	даже не	1	2
678	выражается в	1	2
679	в смерти	1	2
680	и сам	2	2
681	должны были	3	2
682	природе своей	2	2
683	с людьми	1	2
684	бы его	1	2
685	которое мы	1	2
686	них не	1	2
687	и определяется	1	2
688	происходят в	1	2
689	события в	1	2
690	возникает в	2	2
691	и особенно	1	2
692	мы видели	3	2
693	от нее	1	2
694	но одновременно	2	2
695	во втором	4	2
696	образом и	1	2
697	в состав	5	2
698	опирается на	1	2
699	жизни без	1	2
700	как с	1	2
701	полноту и	2	2
702	сказано в	1	2
703	если в	3	2
704	в час	1	2
705	его с	2	2
706	живет в	1	2
707	должна быть	3	2
708	героя в	3	2
709	и пространстве	1	2
710	литературного произведения	1	2
711	и создает	1	2
712	к данному	2	2
713	себе не	1	2
714	него нет	1	2
715	разумеется не	1	2
716	и строго	1	2
717	от их	2	2
718	нам в	1	2
719	самом деле	6	2
720	приобретает в	2	2
721	самим собой	1	2
722	целого но	1	2
723	так называемый	1	2
724	пространство и	2	2
725	миром и	1	2
726	этот тип	1	2
727	как история	1	2
728	можно назвать	2	2
729	как для	3	2
730	которые могут	2	2
731	данном случае	15	2
732	о котором	5	2
733	говорить и	2	2
734	началом и	2	2
735	этот мотив	1	2
736	функцию в	1	2
737	приключения и	1	2
738	то он	2	2
739	иной степени	1	2
740	они неразрывно	2	2
741	то и	2	2
742	внутренняя жизнь	1	2
743	произведении и	1	2
744	это то	1	2
745	их жизнь	1	2
746	из которой	2	2
747	с которой	1	2
748	с большей	1	2
749	отношении к	1	2
750	в мир	1	2
751	каждый из	1	2
752	действия и	1	2
753	жизни что	1	2
754	и глубоко	1	2
755	не совсем	1	2
756	соответствии с	8	2
757	начиная с	3	2
758	за пределами	3	2
759	с нею	1	2
760	но если	1	2
761	единства и	1	2
762	появляется в	2	2
763	в мировой	1	2
764	и после	2	2
765	нее и	1	2
766	длительности и	1	2
767	высшей степени	2	2
768	имеет начало	1	2
769	основе своей	2	2
770	произведения как	1	2
771	не можем	2	2
772	на кухне	1	2
773	для нас	4	2
774	заключительные замечания	1	2
775	идет о	3	2
776	идиллического мирка	1	2
777	времен года	1	2
778	идиллического мира	1	2
779	в вечности	1	2
780	день и	2	2
781	себя в	4	2
782	картина мира	17	2
783	это именно	1	2
784	с их	2	2
785	не существует	3	2
786	этого рода	1	2
787	этого произведения	1	2
788	слова но	2	2
789	о жизни	2	2
790	мира а	2	2
791	и последующих	2	2
792	или даже	2	2
793	напротив они	1	2
794	к своему	2	2
795	не столь	1	2
796	должен быть	3	2
797	человека не	1	2
798	остается вне	1	2
799	характер этой	1	2
800	но сами	1	2
801	или не	3	2
802	вся жизнь	2	2
803	здесь совершенно	1	2
804	в искусстве	1	2
805	не о	2	2
806	всеми этими	1	2
807	нельзя понять	1	2
808	хода жизни	2	2
809	частности в	2	2
810	еще в	3	2
811	время они	1	2
812	как то	1	2
813	с человеком	2	2
814	и сюжета	1	2
815	не определяется	1	2
816	во многом	1	2
817	имени и	1	2
818	в чужом	1	2
819	существенные изменения	1	2
820	в браке	1	2
821	и иные	1	2
822	видим и	1	2
823	и конец	2	2
824	степени и	1	2
825	и брак	1	1
826	это на	1	1
827	души к	1	1
828	видели в	1	1
829	и составляет	3	1
830	культурного развития	1	1
831	и едва	2	1
832	более высокой	1	1
833	которая была	1	1
834	в настоящем	2	1
835	еще раз	1	1
836	диаметрально противоположен	2	1
837	и мира	5	1
838	подробности жизни	1	1
839	более не	2	1
840	этих событий	2	1
841	место слияние	1	1
842	жизни которая	1	1
843	как носитель	1	1
844	исходя из	4	1
845	в неразрывном	1	1
846	которая в	3	1
847	очень много	1	1
848	целого не	1	1
849	ведь эти	2	1
850	случае мы	1	1
851	дело с	4	1
852	в финале	4	1
853	речи и	1	1
854	пределах одного	1	1
855	глаза и	1	1
856	на второй	1	1
857	он видит	1	1
858	это точка	1	1
859	могут входить	1	1
860	она стала	1	1
861	его поступки	1	1
862	язык как	2	1
863	окружающей его	1	1
864	глубоко и	2	1
865	например с	1	1
866	чужом для	1	1
867	и форме	1	1
868	разность составляющих	1	1
869	рассказано в	2	1
870	случае он	1	1
871	с исторической	1	1
872	не бывает	1	1
873	и само	2	1
874	в кухне	1	1
875	как слушатели-читатели	1	1
876	осмысленном и	1	1
877	этим объясняется	1	1
878	более или	2	1
879	значение это	1	1
880	он имеет	1	1
881	в первом	3	1
882	второй план	1	1
883	относится и	1	1
884	людей а	1	1
885	и нераздельности	1	1
886	в рассказ	1	1
887	как об	1	1
888	противопоставляющего себя	1	1
889	конечном счете	2	1
890	но сложном	1	1
891	особенность художественного	1	1
892	ходит по	1	1
893	после него	1	1
894	материков на	1	1
895	мира это	2	1
896	и другим	1	1
897	и должен	1	1
898	как более	1	1
899	три главы	1	1
900	и внутренне	2	1
901	она появляется	1	1
902	на эту	1	1
903	смерть в	1	1
904	не вполне	4	1
905	не менее	4	1
906	жизнь лишенная	1	1
907	и тонко	1	1
908	и целостность	1	1
909	так например	2	1
910	только теперь	1	1
911	вполне применимы	1	1
912	обращение к	1	1
913	первый взгляд	3	1
914	нам не	1	1
915	только благодаря	1	1
916	собою не	1	1
917	за рамки	1	1
918	слияние пространственных	1	1
919	к этой	1	1
920	мире не	1	1
921	при условии	1	1
922	что этот	1	1
923	же времени	1	1
924	совершенно особое	1	1
925	не разделяет	1	1
926	и мысли	1	1
927	реальности как	1	1
928	раз не	1	1
929	начале и	1	1
930	один день	1	1
931	но ему	1	1
932	представления о	1	1
933	мира на	2	1
934	уже у	1	1
935	события как	1	1
936	сложности и	1	1
937	оно как	1	1
938	не всегда	2	1
939	осмысления и	1	1
940	к различным	3	1
941	и действия	2	1
942	и событие	3	1
943	одной и	1	1
944	не встречается	1	1
945	одновременно понимаем	1	1
946	не имеем	1	1
947	город с	1	1
948	точек зрения	2	1
949	превращается в	1	1
950	здесь прежде	1	1
951	в каждой	1	1
952	от своей	1	1
953	рассуждение о	2	1
954	себе в	1	1
955	него мире	1	1
956	видно что	2	1
957	сгущается уплотняется	1	1
958	право говорить	1	1
959	с другим	1	1
960	нераздельности но	1	1
961	в параллельных	1	1
962	же интенсифицируется	1	1
963	можем обозначить	1	1
964	в символический	1	1
965	самом начале	1	1
966	и конкретном	1	1
967	ключ к	2	1
968	как правило	6	1
969	и вместо	1	1
970	полноту в	1	1
971	гораздо существеннее	1	1
972	следующим образом	1	1
973	для разработки	1	1
974	на него	3	1
975	это отношение	1	1
976	ее только	1	1
977	в непосредственной	1	1
978	и вдруг	1	1
979	которые оказываются	1	1
980	обычных жизненных	1	1
981	который в	5	1
982	речь о	1	1
983	интенсифицируется втягивается	1	1
984	времени если	1	1
985	и глубину	1	1
986	совсем недавно	1	1
987	отчасти уже	1	1
988	детей в	2	1
989	целом время	1	1
990	к этим	1	1
991	не просто	2	1
992	стала в	1	1
993	случайностью но	1	1
994	едва ли	4	1
995	обновления и	1	1
996	вся эта	1	1
997	от ее	1	1
998	гораздо более	1	1
999	ближе к	3	1
1000	момент как	1	1
1001	и представляет	4	1
1002	при котором	1	1
1003	реально и	1	1
1004	говорит о	1	1
1005	к герою	1	1
1006	ранних этапах	1	1
1007	событий а	1	1
1008	ведь для	1	1
1009	поскольку в	1	1
1010	сюжет в	1	1
1011	героини в	1	1
1012	от его	1	1
1013	к человеку	1	1
1014	связанными в	1	1
1015	слушателей в	1	1
1016	это будет	1	1
1017	как средство	1	1
1018	изменить свою	1	1
1019	на том	1	1
1020	такого рода	23	1
1021	она в	2	1
1022	и той	1	1
1023	есть у	1	1
1024	о событии	2	1
1025	говоря это	2	1
1026	героини и	1	1
1027	начала и	2	1
1028	объясняется тем	1	1
1029	к истинному	1	1
1030	к которому	2	1
1031	тем не	3	1
1032	значительной степени	2	1
1033	аналогии с	2	1
1034	в тот	1	1
1035	они в	1	1
1036	доверия к	1	1
1037	ко мне	1	1
1038	в европейской	2	1
1039	бы что	1	1
1040	как своего	1	1
1041	построен не	1	1
1042	в конечном	2	1
1043	но такова	1	1
1044	является и	1	1
1045	а за	1	1
1046	ни от	2	1
1047	толстой например	1	1
1048	пути и	1	1
1049	символического характера	1	1
1050	уплотняется становится	1	1
1051	это мы	1	1
1052	одним из	5	1
1053	и чисто	1	1
1054	чтобы определить	1	1
1055	интереса для	1	1
1056	и всю	1	1
1057	раскрыться только	1	1
1058	этом последнем	1	1
1059	без него	1	1
1060	такова что	3	1
1061	со множеством	1	1
1062	смерти три	1	1
1063	также необходимо	1	1
1064	этом и	2	1
1065	в данное	1	1
1066	имеющего в	1	1
1067	как писатель	1	1
1068	пространство же	1	1
1069	в последовательности	1	1
1070	мира при	1	1
1071	его событийной	1	1
1072	и смертью	1	1
1073	что стало	1	1
1074	все подробности	1	1
1075	составляющих ее	1	1
1076	и сближение	1	1
1077	в эту	1	1
1078	по своим	3	1
1079	на себе	1	1
1080	типа в	1	1
1081	что как	1	1
1082	и понимание	1	1
1083	художественно-зримым пространство	1	1
1084	природный пейзаж	1	1
1085	процесса жизни	1	1
1086	жизни такой	1	1
1087	случаю ее	1	1
1088	чтобы понять	1	1
1089	по поводу	5	1
1090	авантюры в	1	1
1091	пространству в	1	1
1092	могли бы	3	1
1093	человек как	1	1
1094	вошел в	1	1
1095	опираясь на	1	1
1096	от себя	2	1
1097	для его	1	1
1098	и развязка	2	1
1099	сложном событии	1	1
1100	это были	2	1
1101	всю разность	1	1
1102	границы между	2	1
1103	чтобы в	1	1
1104	интриги с	1	1
1105	становится и	1	1
1106	в целях	1	1
1107	что происходит	1	1
1108	и жизненной	1	1
1109	действие в	1	1
1110	событие как	2	1
1111	от этих	2	1
1112	все остальные	1	1
1113	зрения в	1	1
1114	медицинских и	1	1
1115	мертвых душах	1	1
1116	между тем	3	1
1117	строится как	1	1
1118	мы всегда	1	1
1119	человека как	1	1
1120	только внешняя	1	1
1121	два события	1	1
1122	в рассказе	15	1
1123	на самый	1	1
1124	художественной литературе	1	1
1125	в случае	4	1
1126	но текст	1	1
1127	действующих лиц	2	1
1128	един и	1	1
1129	и тем	3	1
1130	к собственному	1	1
1131	и смысла	1	1
1132	оказывается в	3	1
1133	мире этот	1	1
1134	но зато	1	1
1135	них но	1	1
1136	не приходится	1	1
1137	из него	2	1
1138	и что	2	1
1139	главного героя	1	1
1140	к ее	3	1
1141	важно не	2	1
1142	границы как	2	1
1143	но отнюдь	1	1
1144	также не	1	1
1145	этом смысле	1	1
1146	проникнуть в	1	1
1147	аналогии со	1	1
1148	несколько иначе	1	1
1149	в нее	1	1
1150	ведет не	1	1
1151	сил и	1	1
1152	но тут	1	1
1153	в иных	1	1
1154	она была	2	1
1155	у которого	2	1
1156	мира если	1	1
1157	без соотнесения	1	1
1158	событийной полноте	1	1
1159	требует чтобы	1	1
1160	могла бы	3	1
1161	котором рассказано	1	1
1162	глубоко чем	1	1
1163	не сливаются	1	1
1164	не говорится	3	1
1165	двоякий характер	1	1
1166	вопрос в	1	1
1167	он в	1	1
1168	героев жизнь	1	1
1169	примет в	1	1
1170	человеческих отношений	2	1
1171	и ряд	1	1
1172	это вовсе	1	1
1173	однако в	9	1
1174	особенностей и	1	1
1175	к человеческому	1	1
1176	это делает	1	1
1177	свойства и	1	1
1178	совершенно чужда	1	1
1179	в доме	1	1
1180	что может	1	1
1181	видения жизни	1	1
1182	одновременно в	1	1
1183	того мира	1	1
1184	имя и	1	1
1185	ее целостности	1	1
1186	даже если	1	1
1187	в первой	1	1
1188	весь язык	1	1
1189	вовсе еще	1	1
1190	событий но	1	1
1191	бы быть	1	1
1192	себе образ	1	1
1193	бы эти	1	1
1194	ни казались	1	1
1195	неразрывном единстве	1	1
1196	здесь подлинным	1	1
1197	речевой практике	1	1
1198	и пребывает	1	1
1199	значения как	1	1
1200	человеке так	1	1
1201	и чужого	2	1
1202	он его	1	1
1203	каждого из	2	1
1204	до его	1	1
1205	мире как	1	1
1206	т.д здесь	1	1
1207	границе между	1	1
1208	что до	2	1
1209	это внутреннее	1	1
1210	своего рода	20	1
1211	люди в	1	1
1212	на жизнь	1	1
1213	в следующие	1	1
1214	в речи	3	1
1215	и стало	3	1
1216	является носителем	1	1
1217	положения и	1	1
1218	в последующих	1	1
1219	это свидетельствует	1	1
1220	рождение и	1	1
1221	вопросы о	1	1
1222	к другим	1	1
1223	становится художественно-зримым	1	1
1224	и питается	1	1
1225	характера а	1	1
1226	в событии	6	1
1227	известно что	1	1
1228	мира говоря	1	1
1229	в большем	1	1
1230	в случаях	2	1
1231	и солнце	1	1
1232	через посредство	2	1
1233	которое возникает	1	1
1234	время у	2	1
1235	ушел из	1	1
1236	и символы	1	1
1237	человеческого общения	1	1
1238	городе и	1	1
1239	что это	2	1
1240	понятийное мышление	1	1
1241	в наиболее	3	1
1242	побуждает их	1	1
1243	никак не	2	1
1244	и развертывания	1	1
1245	присущ и	1	1
1246	он на	1	1
1247	одном и	1	1
1248	в другой	1	1
1249	стороны в	1	1
1250	из которых	1	1
1251	первых двух	3	1
1252	о которой	4	1
1253	равным образом	1	1
1254	интерес к	1	1
1255	не обходится	1	1
1256	совершенно условная	1	1
1257	развернуть в	1	1
1258	сводится к	6	1
1259	же самой	1	1
1260	подобно тому	3	1
1261	он лишь	1	1
1262	романе вообще	1	1
1263	определенного смысла	1	1
1264	слова у	1	1
1265	связанная с	1	1
1266	событие о	2	1
1267	должен был	2	1
1268	здесь сгущается	1	1
1269	этого процесса	1	1
1270	о природе	1	1
1271	ориентировано на	1	1
1272	по длительности	2	1
1273	вместо того	2	1
1274	и принять	1	1
1275	мы понимаем	1	1
1276	он достаточно	1	1
1277	с ней	1	1
1278	могло не	1	1
1279	эти свойства	1	1
1280	сюжета истории	1	1
1281	и прочими	1	1
1282	втягивается в	1	1
1283	и особенности	1	1
1284	жизни его	1	1
1285	обозначить как	1	1
1286	она происходит	1	1
1287	имеет дело	1	1
1288	а само	1	1
