N	3gram	Bakhtin_sl	Istorich
95	можно утверждать что	1	3
96	каждый из этих	1	3
97	т д если	1	3
98	это не значит	2	2
99	но и по	1	2
100	по себе а	1	2
101	и т п	49	2
102	уже не в	1	2
103	до xix века	1	2
104	она не может	1	2
105	в частности в	1	2
106	в особенности в	1	2
107	том числе и	1	2
108	именно так как	1	2
109	между этими двумя	1	2
110	а в том	1	2
111	сама по себе	2	2
112	а не с	1	2
113	самом же деле	1	2
114	на самом же	1	2
115	все дело в	1	2
116	а не только	1	2
117	и вступает в	1	2
118	вместе со своим	1	2
119	на первый план	1	2
120	но все это	1	2
121	в них не	1	2
122	свою связь с	1	2
123	мы ничего не	1	2
124	у него нет	2	2
125	могли бы быть	1	2
126	и не могут	2	2
127	не могут быть	3	2
128	и в нем	1	2
129	не только как	1	2
130	и связанные с	2	2
131	может быть и	2	2
132	вне поля зрения	1	2
133	в меньшей степени	1	2
134	здесь перед нами	1	2
135	вовсе не в	1	2
136	но оно не	3	2
137	может быть только	3	2
138	как мы видим	1	2
139	в соединении с	1	2
140	и прежде всего	1	2
141	все же и	1	2
142	что они не	1	2
143	одна из форм	1	2
144	а не в	1	2
145	как только он	1	2
146	и в том	2	2
147	и те же	1	2
148	и не может	2	2
149	шире и глубже	1	2
150	в свою очередь	3	2
151	большей или меньшей	5	2
152	равно как и	1	2
153	можем здесь входить	1	2
154	он не только	1	2
155	мы не знаем	2	2
156	с одним из	1	2
157	не можем здесь	1	2
158	такая точка зрения	1	2
159	и той же	1	2
160	хотя и не	1	2
161	одно и то	2	2
162	одной и той	1	2
163	и ничего не	1	2
164	том что он	1	2
165	иначе обстоит дело	1	2
166	и сам он	1	2
167	это было бы	1	2
168	лежит в основе	1	2
169	очень велика в	1	1
170	общие для всех	1	1
171	но здесь оно	1	1
172	и там в	1	1
173	и заставляет их	1	1
174	даже в самых	1	1
175	ни одной из	1	1
176	его роль в	1	1
177	а не как	2	1
178	и в другом	2	1
179	своей книге о	1	1
180	с большей или	1	1
181	при каких условиях	1	1
182	еще на одной	1	1
183	одни и те	1	1
184	в первый раз	1	1
185	и др но	1	1
186	иная точка зрения	1	1
187	в сознании людей	1	1
188	таким образом на	2	1
189	благоприятную почву для	1	1
190	совершается не в	1	1
191	в какой степени	1	1
192	создает благоприятную почву	1	1
193	а не его	1	1
194	они не только	1	1
195	в них и	1	1
196	говорит о том	1	1
197	как мы уже	4	1
198	и некоторые другие	1	1
199	одно без другого	3	1
200	речь идет о	1	1
201	и др а	1	1
202	по аналогии с	1	1
203	каждого из этих	1	1
204	и наконец даже	1	1
205	не в качестве	1	1
206	связанные с этим	1	1
207	но в этом	2	1
208	ли он в	1	1
209	и как он	1	1
210	не входит в	1	1
211	не менее в	1	1
212	и в самых	1	1
213	в специфических формах	1	1
214	и с другой	2	1
215	все эти формы	4	1
216	и потому не	1	1
217	а также и	3	1
218	силы и что	1	1
219	лишь тогда когда	2	1
220	и могут быть	1	1
221	вместе с ним	1	1
222	прежде всего он	1	1
223	необходимо иметь в	1	1
224	если он остается	1	1
225	в узком смысле	13	1
226	дело не с	2	1
227	как и вся	1	1
228	в чем же	1	1
229	этих случаях обычно	1	1
230	вообще не знает	1	1
231	но и со	1	1
232	к людям и	1	1
233	в указанном смысле	1	1
234	несколько иначе обстоит	1	1
235	в виду не	1	1
236	в свое время	1	1
237	одной из них	1	1
238	себя и в	1	1
239	поэтического творчества а	1	1
240	и кроме того	2	1
241	не может сделать	1	1
242	в нем происходит	1	1
243	другой стороны способность	1	1
244	он может быть	1	1
245	таким образом может	1	1
246	и в частности	1	1
247	точки зрения традиционной	1	1
248	также в значительной	1	1
249	он знает что	1	1
250	у нас в	1	1
251	в пределах одного	8	1
252	и формы и	1	1
253	не знает такого	1	1
254	с ним и	1	1
255	на своем месте	1	1
256	языка не может	2	1
257	и в каждом	1	1
258	для всех этих	1	1
259	никогда не может	2	1
260	его к своей	1	1
261	в каком направлении	1	1
262	и на его	1	1
263	его но и	2	1
264	также и в	1	1
265	прежде всего в	1	1
266	самая постановка вопроса	1	1
267	одной стороны оно	1	1
268	средние века и	1	1
269	могут быть привлечены	1	1
270	в большей или	3	1
271	мы все же	1	1
272	время от времени	1	1
273	чем это кажется	1	1
274	на смерть и	1	1
275	своем месте и	1	1
276	и столь же	1	1
277	не входят в	1	1
278	и даже не	1	1
279	до известной степени	3	1
280	в которое он	1	1
281	только в условиях	1	1
282	же и в	1	1
283	здесь не только	1	1
284	в которой они	1	1
285	понимание того что	1	1
286	то или иное	1	1
287	быть отнесены к	1	1
288	если они не	1	1
289	от своего собственного	1	1
290	его души в	1	1
291	не с одним	1	1
292	перед нами в	1	1
293	есть только в	1	1
294	так что они	1	1
295	до некоторой степени	1	1
296	себя в нем	3	1
297	в этом отношении	2	1
298	не связано с	1	1
299	связанных с теми	1	1
300	именно потому что	1	1
301	хотя и в	1	1
302	может быть не	1	1
303	всегда остается в	1	1
304	мы можем сказать	1	1
305	то у нас	1	1
306	они могут быть	6	1
307	так и по	1	1
308	в нем самом	1	1
309	но прежде всего	1	1
310	и действует в	1	1
311	всяком случае этот	1	1
312	и от него	1	1
313	к тому или	1	1
314	тем или иным	1	1
315	тех или иных	1	1
316	и так сказать	1	1
317	каждое из них	1	1
318	в пределах одной	3	1
319	и как мы	1	1
320	и в пределах	1	1
321	заставляет их служить	1	1
322	из самых распространенных	1	1
323	при этом на	1	1
324	в стороне от	1	1
325	в своей книге	1	1
326	то же время	15	1
327	не было никакого	1	1
328	параллельно с этим	1	1
329	в значительной степени	6	1
330	в широком смысле	3	1
331	слова в этих	1	1
332	и в этом	2	1
333	точку зрения не	1	1
334	друг друга и	1	1
335	того или иного	2	1
336	при этом превращается	1	1
337	в какой мере	1	1
338	за пределами своего	1	1
339	одновременно и в	2	1
340	во всем его	1	1
341	и в более	1	1
342	этом случае в	1	1
343	и не в	1	1
344	конечно не в	1	1
345	здесь конечно не	1	1
346	в то же	15	1
347	на ту же	2	1
348	в противном случае	1	1
349	отличается от того	1	1
350	в первом случае	2	1
351	но в то	6	1
352	эти слова могут	1	1
353	и к нему	2	1
354	вследствие этого и	1	1
355	уже не только	2	1
356	он действительно был	1	1
357	в их основе	2	1
358	из них он	1	1
359	еще далеко не	1	1
360	для них и	1	1
361	не только своим	2	1
362	всяком случае не	1	1
363	того что говорят	1	1
364	здесь входить в	1	1
365	в них как	2	1
366	а в сущности	1	1
367	только с помощью	1	1
368	утверждать что в	1	1
369	до конца и	3	1
370	один из этих	1	1
371	но с другой	1	1
