N	3gram	Bakhtin_Pr	Analitik
258	перед собой не	1	1
259	одному из этих	1	1
260	по своей сущности	1	1
261	фамильярный контакт между	1	1
262	как один из	1	1
263	в себе самом	2	1
264	со всеми остальными	1	1
265	сказать что в	1	1
266	не одного только	1	1
267	и так сказать	2	1
268	произведение может быть	1	1
269	до некоторой степени	1	1
270	в большей или	5	1
271	жизни и смерти	2	1
272	то есть от	2	1
273	мы уже отмечали	2	1
274	он не есть	1	1
275	хотя и не	3	1
276	авторского замысла в	1	1
277	равно как и	1	1
278	а не его	1	1
279	таком случае это	1	1
280	я не могу	1	1
281	сохраняется и на	1	1
282	в мире в	1	1
283	одним и тем	1	1
284	и во всем	1	1
285	самим собою в	1	1
286	впервые в истории	1	1
287	широком смысле этого	1	1
288	и все его	1	1
289	и в сюжете	1	1
290	или меньшей степени	5	1
291	также и в	1	1
292	единственный раз во	1	1
293	pro et contra	1	1
294	мы имеем в	3	1
295	в слове рассказчика	1	1
296	то есть его	1	1
297	в пределах одного	6	1
298	в этом его	1	1
299	и в словах	2	1
300	веселую относительность всего	1	1
301	слово здесь двуголосое	1	1
302	в процессе его	1	1
303	в начале рассказа	1	1
304	в собственном смысле	3	1
305	в романе достоевского	1	1
306	же время оно	1	1
307	так и в	2	1
308	а вовсе не	1	1
309	из того же	1	1
310	или хотя бы	1	1
311	к себе самому	6	1
312	наиболее карнавализованных произведений	1	1
313	отношению ко всем	1	1
314	крайней мере не	1	1
315	как бы в	2	1
316	других людей в	1	1
317	другой стороны и	1	1
318	то что мы	1	1
319	мы уже говорили	3	1
320	всей мировой литературы	1	1
321	как бы уже	1	1
322	том числе и	13	1
323	своего развития но	1	1
324	после того как	1	1
325	и там и	1	1
326	и побуждает его	1	1
327	и не знает	1	1
328	органическое единство всех	1	1
329	явления то есть	1	1
