N	2gram	Bakhtin_Pr	Vvedenie
260	и есть	6	3
261	сливается с	6	3
262	что даже	1	3
263	на этом	1	3
264	свое выражение	1	3
265	стороны и	1	3
266	что же	5	3
267	в значительной	1	3
268	входит в	11	3
269	же как	5	3
270	так чтобы	3	3
271	в работе	1	3
272	в другом	1	3
273	совсем не	1	3
274	этой работы	2	3
275	в ней	8	3
276	вот почему	3	3
277	времени в	2	3
278	или же	2	3
279	и тогда	1	3
280	и уже	3	3
281	во второй	1	3
282	в слове	1	3
283	в частности	2	3
284	со всей	2	3
285	только на	1	3
286	или иных	1	3
287	не с	1	3
288	может служить	1	3
289	в этой	5	3
290	же самое	1	3
291	в начале	3	3
292	не следует	1	3
293	того же	1	3
294	от того	4	3
295	так же	10	3
296	при помощи	1	3
297	или как	5	3
298	и той	1	3
299	всего то	1	3
300	отношение к	4	3
301	вообще и	1	3
302	известном смысле	1	3
303	однако в	2	3
304	наряду с	1	3
305	на нее	1	3
306	что может	2	3
307	до конца	11	3
308	в своем	12	3
309	по этому	2	3
310	в зависимости	5	3
311	или иной	3	3
312	что она	6	3
313	отношении что	1	3
314	одна из	4	3
315	как будто	4	3
316	здесь не	2	3
317	он сам	9	3
318	к этому	6	3
319	тех или	1	3
320	для этого	4	3
321	смысле как	2	3
322	мы видели	3	3
323	гораздо более	1	3
324	к нему	13	3
325	никогда не	19	3
326	или иным	1	2
327	с которыми	2	2
328	во всем	1	2
329	нельзя признать	1	2
330	так и	13	2
331	должна была	4	2
332	и другие	4	2
333	что они	3	2
334	во втором	1	2
335	в содержании	1	2
336	на языке	2	2
337	что оно	2	2
338	нами не	1	2
339	в научной	1	2
340	на протяжении	3	2
341	ни с	1	2
342	определяет как	1	2
343	первом случае	1	2
344	познания и	1	2
345	должна быть	4	2
346	мы не	3	2
347	и должно	1	2
348	смысле в	1	2
349	ли быть	1	2
350	и далее	1	2
351	смысле и	1	2
352	несмотря на	7	2
353	из того	1	2
354	прийти к	1	2
355	о них	2	2
356	следует что	1	2
357	это уже	1	2
358	и был	3	2
359	он и	9	2
360	или нет	1	2
361	которой в	1	2
362	мысли и	5	2
363	какой бы	2	2
364	нашего времени	1	2
365	не исчерпывается	3	2
366	и сама	1	2
367	время не	3	2
368	него в	2	2
369	себя в	5	2
370	для них	3	2
371	не столько	3	2
372	когда говорил	1	2
373	у нас	2	2
374	целом ряде	3	2
375	все равно	3	2
376	лежит в	3	2
377	однако с	1	2
378	то она	1	2
379	говорит он	9	2
380	в своих	5	2
381	не было	5	2
382	стоит в	1	2
383	этой точки	3	2
384	ни одна	2	2
385	именно оно	1	2
386	и с	10	2
387	с ней	1	2
388	будто бы	1	2
389	значение в	1	2
390	по существу	5	2
391	гораздо ближе	1	2
392	как явление	1	2
393	романов достоевского	12	2
394	жизни и	21	2
395	обращенная к	1	2
396	например в	5	2
397	тому что	3	2
398	случае не	1	2
399	подобно тому	5	2
400	единого и	1	2
401	уже совсем	1	2
402	выражение в	6	2
403	рядом с	16	2
404	и так	1	2
405	нового типа	2	2
406	другом месте	1	2
407	есть только	5	2
408	том смысле	1	2
409	следовательно и	2	2
410	к своему	1	2
411	и при	1	2
412	и со	3	2
413	тем или	2	2
414	же касается	1	2
415	но уже	1	2
416	себе и	3	2
417	со словом	1	2
418	в каждой	3	2
419	как только	2	2
420	могло бы	1	2
421	целого и	1	2
422	казалось бы	1	2
423	которые были	3	2
424	в дальнейшем	2	2
425	во всех	8	2
426	и чем	1	2
427	которая как	1	2
428	действительности в	1	2
429	при всей	1	2
430	и потому	9	2
431	которые не	1	2
432	материалов и	1	2
433	но как	4	2
434	мы можем	3	2
435	а с	4	2
436	не существует	1	2
437	не могли	3	2
438	бы с	1	2
439	на задний	1	2
440	что мы	2	2
441	на свои	1	2
442	не считал	1	2
443	мы уже	4	2
444	ничего не	8	2
445	материалом и	1	2
446	к отдельным	3	2
447	традиции с	1	2
448	в свою	1	2
449	задний план	1	2
450	тому как	5	2
451	это заставляет	1	2
452	по самой	1	2
453	из его	4	2
454	в этот	2	2
455	у них	1	2
456	еще раз	3	2
457	мы должны	6	2
458	быть и	1	2
459	работа над	1	2
460	что если	4	2
461	из таких	1	2
462	именно на	2	2
463	но зато	1	2
464	в прошлом	1	2
465	если же	3	2
466	отношении к	3	2
467	хотя в	1	2
468	точно так	2	2
469	из него	1	2
470	в тех	1	2
471	от других	2	2
472	в форме	8	2
473	художественной литературы	1	2
474	и до	5	2
475	это однако	1	2
476	лишь как	6	2
477	свое значение	1	2
478	тогда как	1	2
479	каждый из	1	2
480	она была	1	2
481	не совпадает	2	2
482	одной и	1	2
483	искусства и	1	2
484	может ли	1	2
485	одно и	1	2
486	если это	1	2
487	самой своей	1	2
488	есть действительно	1	2
489	отсюда и	2	2
490	и др	1	2
491	значение и	1	2
492	должно быть	4	2
493	принуждены были	1	2
494	это делает	2	2
495	одного и	2	2
496	произведения и	2	2
497	опирающееся на	1	2
498	них не	2	2
499	а так	1	2
500	все время	4	2
501	тем более	2	2
502	иной раз	1	2
503	с помощью	1	2
504	что именно	2	2
505	в создании	1	2
506	его к	4	2
507	же это	2	2
508	это в	3	2
509	в идеале	1	2
510	на котором	3	2
511	этого слова	3	2
512	но это	7	2
513	конце концов	7	2
514	которого мы	1	2
515	его можно	1	2
516	бы в	7	2
517	жизни как	1	2
518	не к	1	2
519	как совокупность	1	2
520	можно только	1	2
521	понять и	3	1
522	материал в	1	1
523	что было	4	1
524	все в	7	1
525	к лицу	1	1
526	всего в	2	1
527	были бы	5	1
528	то в	1	1
529	она имеет	1	1
530	одном месте	1	1
531	не соглашаться	1	1
532	для второго	1	1
533	все что	6	1
534	взгляд на	1	1
535	этот термин	3	1
536	мы видим	5	1
537	и сказывается	1	1
538	в настоящем	4	1
539	находить и	1	1
540	он старается	1	1
541	себе самому	3	1
542	как одна	1	1
543	та же	1	1
544	за ним	2	1
545	достоевского в	21	1
546	явление действительности	1	1
547	она и	3	1
548	от его	1	1
549	они не	5	1
550	почва для	1	1
551	к человеку	3	1
552	в момент	4	1
553	бы то	3	1
554	о слове	2	1
555	также что	1	1
556	знает не	1	1
557	чтобы быть	2	1
558	на язык	1	1
559	уже само	1	1
560	о человеке	2	1
561	роль и	1	1
562	к одной	1	1
563	жизни а	2	1
564	которая в	1	1
565	время и	2	1
566	пока оно	1	1
567	писателя не	1	1
568	что каждый	1	1
569	как к	3	1
570	которые он	3	1
571	до него	1	1
572	том числе	1	1
573	человека можно	1	1
574	притом не	1	1
575	и имеет	1	1
576	для себя	5	1
577	сверх того	1	1
578	всем им	1	1
579	у каждого	1	1
580	для всякого	1	1
581	отношения к	4	1
582	из основных	1	1
583	кризиса и	1	1
584	его содержание	1	1
585	еще более	1	1
586	на те	1	1
587	академии наук	1	1
588	для него	23	1
589	эта идея	1	1
590	которых он	1	1
591	то для	1	1
592	ни было	4	1
593	нет такой	1	1
594	все зависит	1	1
595	в определенном	1	1
596	входят в	3	1
597	это отрицание	1	1
598	с ним	13	1
599	особенности этого	1	1
600	дан в	1	1
601	в пользу	1	1
602	кроме того	3	1
603	было не	1	1
604	что так	1	1
605	в некоторых	1	1
606	которого он	1	1
607	в литературе	7	1
608	отсюда следует	1	1
609	и художественно	3	1
610	к предмету	1	1
611	проникновения в	4	1
612	ее в	2	1
613	от этой	1	1
614	для нас	3	1
615	именно о	1	1
616	и за	1	1
617	и этим	2	1
618	видеть в	1	1
619	приходится иметь	1	1
620	и принципиально	1	1
621	новой жизнью	1	1
622	в каком-нибудь	1	1
623	с внешней	1	1
624	слова в	4	1
625	и о	5	1
626	ранее не	1	1
627	в-третьих наконец	1	1
628	а есть	3	1
629	на самом	5	1
630	здесь в	3	1
631	предисловии к	2	1
632	имел в	1	1
633	лицом к	1	1
634	можно выделить	1	1
635	разобраться в	2	1
636	на которой	2	1
637	из возможных	2	1
638	иного рода	1	1
639	не больше	1	1
640	возможно только	1	1
641	нет никакого	1	1
642	эти связи	1	1
643	себе не	1	1
644	и которые	1	1
645	века но	1	1
646	у него	9	1
647	многое и	1	1
648	не на	6	1
649	из чужих	1	1
650	под этим	2	1
651	отношения между	3	1
652	работы и	1	1
653	непосредственно в	2	1
654	что все	5	1
655	оно не	2	1
656	материалом но	1	1
657	как не	9	1
658	поэтому с	1	1
659	как же	5	1
660	чтобы в	2	1
661	и связаны	1	1
662	психологии и	1	1
663	есть нечто	2	1
664	если не	2	1
665	он определяет	1	1
666	более или	1	1
667	что ни	1	1
668	и конечная	1	1
669	в духе	3	1
670	но на	2	1
671	или не	2	1
672	все то	5	1
673	но он	3	1
674	нужно не	1	1
675	как писал	1	1
676	или в	2	1
677	не удалась	1	1
678	данного романа	1	1
679	их до	1	1
680	охарактеризована в	1	1
681	идеи а	1	1
682	относится и	2	1
683	чтобы эти	1	1
684	от своего	1	1
685	понимать все	1	1
686	только за	1	1
687	и можно	1	1
688	уже очень	1	1
689	жизнь в	2	1
690	всех его	1	1
691	слова но	2	1
692	в идее	2	1
693	становления и	1	1
694	что у	5	1
695	в россии	1	1
696	с другими	11	1
697	теперь мы	1	1
698	понимать не	1	1
699	сущность этой	1	1
700	и все	4	1
701	из самых	1	1
702	бытия и	1	1
703	еще в	1	1
704	принципа в	2	1
705	есть в	10	1
706	групп не	1	1
707	быть только	3	1
708	может и	1	1
709	и эта	3	1
710	но для	2	1
711	предметом его	2	1
712	в построении	5	1
713	прямо не	2	1
714	дело здесь	1	1
715	о жизни	1	1
716	непосредственно как	1	1
717	из всего	2	1
718	сторона его	2	1
719	бы оно	1	1
720	во множестве	1	1
721	слова а	3	1
722	времени была	1	1
723	в таком	2	1
724	именно идея	1	1
725	или иная	1	1
726	я и	2	1
727	судить о	1	1
728	в жизни	7	1
729	самому и	1	1
730	мысли но	1	1
731	заметить что	2	1
732	не остается	1	1
733	мы ее	1	1
734	литературе и	1	1
735	достоевский как	2	1
736	правда в	2	1
737	участие в	1	1
738	в изображении	2	1
739	типа и	3	1
740	лишь с	1	1
741	и дух	1	1
742	не вытекает	1	1
743	с ними	3	1
744	если принять	1	1
745	было до	1	1
746	не предполагает	1	1
747	самой действительности	2	1
748	человек в	2	1
749	что по	1	1
750	быть понято	1	1
751	духа в	1	1
752	если и	2	1
753	есть та	1	1
754	или даже	2	1
755	далеко не	3	1
756	в одно	1	1
757	времени как	1	1
758	на эту	1	1
759	человека на	1	1
760	всю эту	1	1
761	человеке и	1	1
762	нет нужды	1	1
763	и отдельных	1	1
764	с рядом	1	1
765	не от	2	1
766	как с	1	1
767	правда не	1	1
768	как ее	2	1
769	особенности в	1	1
770	словом как	1	1
771	и могут	2	1
772	отличается от	3	1
773	даже как	1	1
774	не создает	1	1
775	любви и	1	1
776	в новом	1	1
777	слово в	3	1
778	человека или	1	1
779	больше всего	1	1
780	в свете	4	1
781	исследования но	1	1
782	и художественного	1	1
783	материала на	1	1
784	ведь в	1	1
785	это было	3	1
786	этот образ	1	1
787	становится предметом	2	1
788	на его	7	1
789	он по	1	1
790	к мысли	1	1
791	в сторону	1	1
792	них в	2	1
793	природа и	1	1
794	которая не	2	1
795	достаточно чтобы	1	1
796	не его	3	1
797	в лучшем	3	1
798	к концу	1	1
799	к философскому	1	1
800	в эту	1	1
801	это тоже	1	1
802	говорит об	2	1
803	и понимания	3	1
804	или менее	1	1
805	и у	6	1
806	слова о	1	1
807	в одной	9	1
808	быть назван	1	1
809	мысли в	2	1
810	своем существе	1	1
811	всю ее	1	1
812	и другого	1	1
813	только слово	1	1
814	а для	1	1
815	по поводу	2	1
816	сразу и	1	1
817	ему не	2	1
818	на них	1	1
819	можно и	1	1
820	жизнь и	3	1
821	чтобы сделать	1	1
822	слова для	1	1
823	сознание но	1	1
824	не была	1	1
825	всегда и	1	1
826	одно время	1	1
827	перестает быть	4	1
828	нуждаются в	1	1
829	здесь как	1	1
830	ко всему	1	1
831	это и	10	1
832	его и	4	1
833	того или	1	1
834	не видит	1	1
835	своем предмете	1	1
836	совершенно не	2	1
837	человека в	8	1
838	целое в	1	1
839	но сами	1	1
840	в уста	3	1
841	и эти	1	1
842	находит свое	2	1
843	это конечно	1	1
844	чтобы его	2	1
845	в особые	1	1
846	в полной	1	1
847	она звучит	2	1
848	значение только	1	1
849	и более	2	1
850	объяснить в	1	1
851	художественного образа	1	1
852	опору в	1	1
853	мира эта	1	1
854	каждая из	1	1
855	с самого	3	1
856	образом мы	1	1
857	в действительности	1	1
858	видеть и	1	1
859	и социального	1	1
860	в статье	1	1
861	который был	1	1
862	или другим	1	1
863	и внутренне	3	1
864	в предисловии	1	1
865	определять как	1	1
866	такие же	1	1
867	объект этой	1	1
868	к слову	1	1
869	же автора	1	1
870	о чем-то	1	1
871	и глубины	1	1
872	время идет	1	1
873	ясно и	1	1
874	нельзя найти	1	1
875	каждом из	2	1
876	например у	2	1
877	важнее всего	1	1
878	ответом на	1	1
879	превращается в	4	1
880	опыт и	1	1
881	это как	2	1
882	случае и	1	1
883	его содержания	1	1
884	в высшем	2	1
885	он нам	1	1
886	еще на	1	1
887	не любил	1	1
888	другими словами	2	1
889	мы его	2	1
890	так сказать	8	1
891	и воспринимать	1	1
892	идея и	2	1
893	наконец в	2	1
894	автора и	7	1
895	не дает	4	1
896	этой идеи	1	1
897	во всей	2	1
898	заключено в	1	1
899	воплощенную в	1	1
900	в произведениях	5	1
901	одну из	1	1
902	служат предметом	1	1
903	но во	1	1
904	что входит	2	1
905	а от	1	1
906	о возможности	1	1
907	не по	3	1
908	в материал	1	1
909	с полным	1	1
910	быть не	1	1
911	к идеям	1	1
912	ни отдельной	1	1
913	этой форме	2	1
914	но здесь	2	1
915	конечно и	5	1
916	явления в	1	1
917	е и	1	1
918	ряде других	2	1
919	в себя	3	1
920	и т.п	8	1
921	не раз	3	1
922	в руках	1	1
923	лучшем случае	3	1
924	из самого	2	1
925	в которой	6	1
926	именно потому	3	1
927	лишь в	4	1
928	бы только	1	1
929	не будет	1	1
930	у автора	1	1
931	лишь на	3	1
932	как таковые	2	1
933	вследствие этого	2	1
934	только один	2	1
935	то все	1	1
936	есть то	4	1
937	наблюдения и	1	1
938	второго а	1	1
939	своего времени	3	1
940	не понятой	1	1
941	не могло	1	1
942	должны быть	1	1
943	народного духа	1	1
944	всего именно	1	1
945	между отдельными	2	1
946	уже у	1	1
947	нужно сказать	2	1
948	не приходится	1	1
949	и та	1	1
950	в науке	2	1
951	слова не	1	1
952	и является	1	1
953	интерес представляет	2	1
954	своей работе	1	1
955	нас с	1	1
956	к области	1	1
957	как если	1	1
958	его характер	2	1
959	о своем	2	1
960	за пределы	10	1
961	вмещается в	1	1
962	не потому	4	1
963	ее с	3	1
964	своему предмету	1	1
965	чтобы убедиться	1	1
966	человеческого духа	2	1
967	его содержании	1	1
968	самого понятия	1	1
969	значительной степени	1	1
970	также не	2	1
971	впечатление что	1	1
972	стоит на	1	1
973	только то	3	1
974	как одно	3	1
975	и затем	1	1
976	романа достоевского	14	1
977	глубине и	1	1
978	во-первых она	1	1
979	от той	1	1
980	теперь не	1	1
981	он есть	5	1
982	поэтому для	1	1
983	превращаем в	1	1
984	на практике	1	1
985	не вмещается	1	1
986	что из	3	1
987	и всегда	1	1
988	человека и	2	1
989	самого начала	4	1
990	и речи	1	1
991	быть это	1	1
992	как один	1	1
993	а лишь	3	1
994	иной степени	2	1
995	то ни	3	1
996	оправдано лишь	1	1
997	он представляет	1	1
998	знает что	1	1
999	он почувствовал	1	1
1000	автора с	1	1
1001	убедиться в	1	1
1002	всего что	2	1
1003	сохраняет свое	1	1
1004	в каких	1	1
1005	соприкасается с	1	1
1006	потому и	2	1
1007	того кто	1	1
1008	как обычно	1	1
1009	автора в	4	1
1010	но теперь	1	1
1011	с большой	1	1
1012	имеем в	2	1
1013	чем с	1	1
1014	ни одной	3	1
1015	отдельными сторонами	1	1
1016	именно такого	1	1
1017	показывает как	1	1
1018	содержания но	1	1
1019	так называемого	1	1
1020	единое и	1	1
1021	как их	3	1
1022	и цельное	1	1
1023	среди них	3	1
1024	ведь это	3	1
1025	он в	3	1
1026	вообще все	1	1
1027	стиля а	1	1
1028	нет и	4	1
1029	место в	2	1
1030	содержания как	1	1
1031	стороны содержания	1	1
1032	чужую мысль	1	1
1033	на две	1	1
1034	впервые в	1	1
1035	а и	2	1
1036	к ним	3	1
1037	содержанием и	1	1
1038	объединяются в	1	1
1039	общего с	1	1
1040	она может	1	1
1041	и никогда	1	1
1042	если мы	1	1
1043	без всякого	1	1
1044	принять участие	1	1
1045	для такого	2	1
1046	них нет	1	1
1047	но есть	2	1
1048	не входят	1	1
1049	подход к	2	1
1050	условия для	2	1
1051	или с	1	1
1052	у меня	4	1
1053	она неизбежно	1	1
1054	выражения в	1	1
1055	сознание а	1	1
1056	и ставит	1	1
1057	формы в	1	1
1058	точку зрения	9	1
1059	иногда это	1	1
1060	существенно новый	1	1
1061	в самое	1	1
1062	в высшей	2	1
1063	к которому	1	1
1064	к фактам	1	1
1065	этих трех	1	1
1066	не значит	4	1
1067	что тут	1	1
1068	зрения на	12	1
1069	только при	3	1
1070	известного внимания	1	1
1071	автор как	1	1
1072	действительно не	1	1
1073	в осуществлении	1	1
1074	понимаем и	2	1
1075	и от	3	1
1076	с идеями	1	1
1077	следует только	1	1
1078	бы сказать	1	1
1079	теми же	1	1
1080	образом в	2	1
1081	предметом и	1	1
1082	претендовать на	1	1
1083	же в	3	1
1084	мысли как	1	1
1085	сейчас нам	1	1
1086	бы никакого	1	1
1087	что без	1	1
1088	и прежде	2	1
1089	пути как	1	1
1090	иной идеи	1	1
1091	и дальше	1	1
1092	же мы	2	1
1093	речь о	1	1
1094	высшем смысле	2	1
1095	это прежде	1	1
1096	художественного стиля	1	1
1097	все кто	1	1
1098	попавшая в	1	1
1099	как момент	1	1
1100	вопросов и	2	1
1101	мира в	6	1
1102	как предмет	3	1
1103	науке а	1	1
1104	в рукописи	1	1
1105	и новые	1	1
1106	в европе	1	1
1107	каким был	1	1
1108	котором мы	2	1
1109	или иного	1	1
1110	к этим	2	1
1111	могут дать	1	1
1112	та или	1	1
1113	идей и	1	1
1114	сам для	1	1
1115	и входит	2	1
1116	соглашаться с	1	1
1117	бы уже	2	1
1118	и имел	1	1
1119	все возможные	5	1
1120	после смерти	1	1
1121	начале его	1	1
1122	в мировоззрении	3	1
1123	в самой	10	1
1124	ними в	1	1
1125	с идеей	4	1
1126	дело обстоит	1	1
1127	имеет значение	2	1
1128	могло служить	1	1
1129	понятия и	1	1
1130	и особенно	2	1
1131	и становится	2	1
1132	между разными	1	1
1133	тот же	4	1
1134	формальная и	1	1
1135	что на	1	1
1136	познания в	1	1
1137	почти не	1	1
1138	не то	1	1
1139	выражение и	1	1
1140	слова и	2	1
1141	действительно в	1	1
1142	в первой	3	1
1143	вся эта	1	1
1144	никак не	3	1
1145	степени так	1	1
1146	и самый	1	1
1147	заключенных в	1	1
1148	он действительно	1	1
1149	и ничего	1	1
1150	к автору	1	1
1151	он должен	1	1
1152	более того	5	1
1153	стороны действительности	1	1
1154	эту задачу	1	1
1155	изменения в	1	1
