N	2gram	Losev_Vlad	Istorich
257	в основном	5	12
258	ответ на	2	12
259	о нем	9	12
260	в их	2	12
261	к ней	7	12
262	к этой	4	12
263	одним из	3	12
264	что не	3	12
265	между прочим	18	12
266	ни один	1	12
267	за ним	1	12
268	в более	3	12
269	не знаю	2	12
270	у нее	1	12
271	только после	2	12
272	в этот	5	11
273	некоторое время	3	11
274	точки зрения	4	11
275	ясно что	2	11
276	я не	8	11
277	главным образом	5	11
278	никто не	1	11
279	иное как	2	11
280	в очень	5	11
281	у меня	3	11
282	только с	1	11
283	уже в	9	11
284	на нее	1	11
285	же в	3	11
286	если он	1	11
287	но уже	3	11
288	не что	2	11
289	хотя и	9	11
290	относится к	1	11
291	дает нам	1	11
292	и вот	5	11
293	на которой	1	11
294	и более	1	11
295	этого не	2	11
296	человека в	1	11
297	е в	7	11
298	лес и	1	11
299	далеко не	1	11
300	и к	10	10
301	не как	1	10
302	на земле	2	10
303	к ним	1	10
304	от них	1	10
305	в немецкой	1	10
306	не было	12	10
307	в которой	8	10
308	за собой	1	10
309	а с	5	10
310	и тот	2	10
311	почти всегда	1	10
312	его к	3	10
313	еще один	2	10
314	связанных с	1	10
315	что же	11	10
316	но если	1	10
317	ее на	3	10
318	он и	8	10
319	пока не	2	10
320	связаны с	1	10
321	и других	2	10
322	о чем	6	10
323	говорит о	1	10
324	там же	24	10
325	в это	6	10
326	в различных	1	10
327	приходит к	1	10
328	не мог	10	10
329	себя в	6	10
330	в состоянии	1	10
331	но как	6	10
332	известно что	2	10
333	ни в	4	10
334	если не	4	10
335	ли он	2	10
336	своего отца	2	10
337	в точности	1	10
338	а на	1	10
339	указывает на	2	10
340	есть только	1	10
341	что эти	1	10
342	то чего	1	10
343	три года	2	10
344	более или	5	9
345	и вместе	1	9
346	на первый	4	9
347	но эти	1	9
348	только на	3	9
349	том чтобы	4	9
350	она в	1	9
351	в чем	4	9
352	не будет	1	9
353	и хотя	3	9
354	тогда когда	1	9
355	и так	3	9
356	это и	2	9
357	в течение	13	9
358	в свою	3	9
359	целый ряд	1	9
360	на этот	9	9
361	тот же	7	9
362	бы мы	2	9
363	из этого	6	9
364	а по	3	9
365	ты не	1	9
366	которой он	7	9
367	вот почему	1	9
368	когда она	1	9
369	представлением о	1	9
370	мертвых и	1	9
371	что за	1	9
372	не могут	2	9
373	в себя	1	9
374	а как	1	9
375	если это	2	9
376	здесь нет	1	9
377	в истории	4	9
378	с его	15	9
379	из него	1	9
380	ему в	4	9
381	но по	2	9
382	или менее	5	9
383	таких случаях	1	9
384	что на	2	9
385	по этому	3	9
386	жизни и	8	9
387	только что	2	8
388	и сам	7	8
389	в некотором	1	8
390	именно в	4	8
391	меня в	2	8
392	дом и	2	8
393	во всяком	8	8
394	он был	20	8
395	из своего	3	8
396	конечно не	5	8
397	это тоже	1	8
398	с другими	1	8
399	есть еще	1	8
400	отсюда видно	1	8
401	на другой	1	8
402	приводят к	1	8
403	мы будем	4	8
404	не так	1	8
405	та же	1	8
406	на нем	1	8
407	также что	2	8
408	с целью	1	8
409	он же	2	8
410	из его	6	8
411	у них	2	8
412	независимо от	1	8
413	смысле этого	1	8
414	ту же	1	8
415	или даже	1	8
416	и потому	8	8
417	в приведенных	1	8
418	но она	4	8
419	не с	1	8
420	тем самым	2	8
421	но вместе	1	8
422	же самое	1	8
423	которые в	2	8
424	одно из	1	8
425	роль в	1	8
426	и стал	3	8
427	можно сказать	10	8
428	а он	2	8
429	тут же	7	8
430	он на	1	8
431	что его	8	8
432	с представлением	1	8
433	в современной	1	8
434	ни одной	1	8
435	не говорится	2	8
436	и из	5	8
437	за это	2	8
438	большей частью	1	8
439	во сне	2	8
440	кажется что	3	8
441	что такое	3	8
442	здесь в	2	8
443	но с	1	8
444	и эта	1	8
445	смерти в	1	8
446	видно по	1	8
447	не имеют	1	8
448	он говорит	2	8
449	в жизни	4	8
450	от того	2	8
451	на это	2	8
452	не столько	4	7
453	только через	1	7
454	этой стороны	1	7
455	приведем еще	2	7
456	и когда	1	7
457	уже и	4	7
458	этот момент	2	7
459	для объяснения	1	7
460	будто бы	2	7
461	тому что	1	7
462	не есть	4	7
463	о которых	1	7
464	под влиянием	6	7
465	над ним	1	7
466	если в	1	7
467	и при	2	7
468	большую роль	1	7
469	самом деле	1	7
470	к которым	1	7
471	то здесь	1	7
472	и и	8	7
473	где он	5	7
474	на самом	1	7
475	образом в	2	7
476	но эта	2	7
477	на них	1	7
478	не по	2	7
479	мы пока	2	7
480	в начале	7	7
481	еще в	5	7
482	в области	3	7
483	вплоть до	4	7
484	по всему	1	7
485	те же	2	7
486	всякого рода	3	7
487	в каких	2	7
488	во многих	2	7
489	связь между	1	7
490	как на	2	7
491	еще одна	1	7
492	о ней	1	7
493	указать на	2	7
494	это мы	5	7
495	в конце	22	7
496	также в	1	7
497	уже давно	3	7
498	себе и	2	7
499	того же	11	7
500	когда мы	2	7
501	не то	3	7
502	можно только	1	7
503	не знал	1	7
504	совершенно не	2	7
505	то он	7	7
506	тех же	3	7
507	того чтобы	4	7
508	им в	3	7
509	что я	5	7
510	этого слова	1	7
511	всяком случае	8	7
512	ко мне	1	7
513	для него	16	7
514	как у	3	7
515	со своим	5	7
516	а то	2	7
517	по его	3	7
518	с самого	1	7
519	в какой	1	7
520	только у	1	7
521	думать что	1	7
522	и часто	3	7
523	со своими	4	7
524	одного из	1	7
525	и о	6	7
526	об этой	2	7
527	есть не	1	7
528	же и	1	6
529	его от	2	6
530	между ними	2	6
531	но что	5	6
532	не потому	1	6
533	из всего	1	6
534	уже нет	1	6
535	на эту	3	6
536	вид что	1	6
537	дело с	2	6
538	именно так	2	6
539	характерно что	1	6
540	той же	6	6
541	как можно	1	6
542	если я	1	6
543	иногда не	1	6
544	что как	1	6
545	чтобы он	3	6
546	он стал	3	6
547	не могла	3	6
548	равно как	1	6
549	его как	2	6
550	оно может	1	6
551	на место	1	6
552	нам кажется	2	6
553	меня и	3	6
554	уже на	3	6
555	что по	1	6
556	нет ничего	1	6
557	сам он	2	6
558	это за	1	6
559	а через	2	6
560	довольно много	1	6
561	общественного развития	1	6
562	в русском	2	6
563	этого вопроса	1	6
564	этих двух	2	6
565	это конечно	4	6
566	ей в	1	6
567	также и	13	6
568	от отца	1	6
569	но дело	2	6
570	для того	4	6
571	сводится к	1	6
572	но тем	1	6
573	к небу	1	6
574	а после	1	6
575	говорит что	4	6
576	до того	1	6
577	так у	2	6
578	то в	6	6
579	с большим	1	6
580	отец и	1	6
581	от его	1	6
582	вопрос не	1	6
583	мы читаем	6	6
584	не соответствует	1	6
585	и за	3	6
586	можно привести	1	6
587	к жизни	2	6
588	что все	2	6
589	тому же	3	6
590	к чему	1	6
591	себе не	2	6
592	я его	3	6
593	даже не	3	6
594	иногда он	1	6
595	быть и	1	6
596	почти не	2	6
597	отношения к	4	6
598	не на	1	6
599	отправляется в	1	6
600	к которой	2	6
601	или как	1	6
602	и тогда	1	6
603	своей работе	1	6
604	он дает	2	6
605	заметить что	2	6
606	он все	2	6
607	же он	1	6
608	в другое	1	6
609	меня не	2	6
610	видеть в	1	6
611	на одной	3	6
612	с той	1	6
613	говорят о	1	6
614	для изучения	1	6
615	на ту	2	6
616	и уже	1	6
617	не хочет	1	5
618	смерти а	2	5
619	в своих	7	5
620	лет в	1	5
621	мы и	4	5
622	и очень	5	5
623	бы в	1	5
624	не имели	2	5
625	только как	1	5
626	к своей	2	5
627	его по	1	5
628	она всегда	2	5
629	этого мы	1	5
630	тот свет	1	5
631	и мы	6	5
632	или не	1	5
633	к отцу	1	5
634	но когда	1	5
635	в сторону	1	5
636	приведем несколько	2	5
637	по своей	4	5
638	для наших	1	5
639	это же	1	5
640	по другим	1	5
641	них не	2	5
642	до наших	1	5
643	для чего	1	5
644	с ее	1	5
645	очень рано	1	5
646	это он	1	5
647	ним и	1	5
648	для них	2	5
649	особого рода	2	5
650	от своего	2	5
651	их и	1	5
652	можно назвать	1	5
653	представляли себе	1	5
654	это время	7	5
655	да и	6	5
656	о котором	2	5
657	в каком	3	5
658	ясно и	1	5
659	что если	3	5
660	в которую	2	5
661	он как	4	5
662	и начал	2	5
663	и раньше	1	5
664	что во	2	5
665	подобного рода	1	5
666	уже с	1	5
667	в свое	6	5
668	со мной	1	5
669	другом месте	1	5
670	заметил что	1	5
671	по своему	5	5
672	на все	3	5
673	тоже не	2	5
674	в самых	2	5
675	д в	1	5
676	это можно	3	5
677	а когда	1	5
678	которые не	1	5
679	я знаю	1	5
680	еще более	3	5
681	со своей	5	5
682	этом мы	1	5
683	но даже	3	5
684	но этот	3	5
685	связи со	2	5
686	не видел	1	5
687	такого рода	4	5
688	несмотря на	7	5
689	его но	1	5
690	что между	1	5
691	своих детей	2	5
692	в таком	2	5
693	где уже	1	5
694	до этого	1	5
695	хотя в	2	5
696	и затем	2	5
697	очень мало	2	5
698	это делает	3	5
699	это уже	1	5
700	никак не	6	5
701	пути в	1	5
702	за что	2	5
703	как о	1	5
704	много но	1	5
705	попал в	1	5
706	с изучением	1	5
707	туда и	1	5
708	не могло	2	5
709	знает что	1	5
710	без всякого	2	5
711	том числе	1	5
712	мы сейчас	7	5
713	как нечто	2	5
714	или иначе	3	5
715	чтобы быть	1	5
716	мира и	1	5
717	к концу	7	5
718	это было	9	5
719	при изучении	1	5
720	тут и	1	5
721	это в	2	5
722	как уже	2	5
723	эта сторона	1	5
724	дать ему	2	5
725	можно утверждать	1	5
726	в лице	1	5
727	еще несколько	1	4
728	в самом	3	4
729	до него	1	4
730	в разных	1	4
731	в пользу	1	4
732	в результате	6	4
733	прибавить что	3	4
734	на свою	3	4
735	в мир	1	4
736	что весь	1	4
737	почему это	1	4
738	по своим	3	4
739	а что	3	4
740	каждый из	1	4
741	в действительности	1	4
742	на пути	1	4
743	и те	1	4
744	дней и	2	4
745	во всей	1	4
746	из трех	3	4
747	он сам	3	4
748	и во	3	4
749	нет никаких	2	4
750	к этим	1	4
751	он к	1	4
752	что уже	1	4
753	чем в	2	4
754	него есть	1	4
755	вера в	4	4
756	но вот	4	4
757	он увидел	1	4
758	что отец	1	4
759	семь лет	1	4
760	где же	2	4
761	не раз	5	4
762	несколько лет	1	4
763	не один	1	4
764	отнюдь не	3	4
765	в ответ	2	4
766	от нее	3	4
767	он уже	7	4
768	и сейчас	2	4
769	содержит в	1	4
770	она знает	1	4
771	то можно	1	4
772	ниже в	2	4
773	так или	3	4
774	на колени	1	4
775	так называемая	1	4
776	он мог	1	4
777	быть не	1	4
778	с которой	2	4
779	для нее	3	4
780	и больше	3	4
781	мне не	1	4
782	которых он	2	4
783	вместе со	1	4
784	но на	3	4
785	взял его	1	4
786	а это	3	4
787	в литературе	1	4
788	то самое	1	4
789	не содержит	1	4
790	нами выше	1	4
791	не существует	1	4
792	особенно в	2	4
793	тем более	4	4
794	но его	4	4
795	в свои	2	4
796	человека с	2	4
797	в большой	1	4
798	на своих	1	4
799	этот лес	1	4
800	не исключают	1	4
801	нас в	2	4
802	и которые	1	4
803	мысль о	1	4
804	правда в	3	4
805	прочим и	2	4
806	когда в	1	4
807	ответить на	1	4
808	он находит	1	4
809	нельзя было	1	4
810	в руках	1	4
811	перед ним	1	4
812	по которой	1	4
813	с этими	4	4
814	под названием	5	4
815	и вообще	12	4
816	который в	1	4
817	на почве	1	4
818	действительно ли	1	4
819	и всей	1	4
820	что тот	1	4
821	время в	4	4
822	как раз	7	4
823	когда его	1	4
824	что их	1	4
825	там он	1	4
826	куда ты	1	4
827	с большой	1	4
828	бы его	2	4
829	найти в	1	4
830	о его	7	4
831	столь же	1	4
832	каждый год	1	4
833	мы теперь	1	4
834	из анализа	1	4
835	до его	1	4
836	на месте	2	4
837	все в	1	4
838	что касается	6	4
839	и должно	1	4
840	связанное с	1	4
841	знаю что	2	4
842	такие представления	1	4
843	себя и	1	4
844	стороны с	1	4
845	еще и	10	4
846	ни к	2	4
847	жениться на	1	4
848	становится его	1	4
849	на столе	1	4
850	можно собрать	1	4
851	ни с	6	4
852	и через	3	4
853	почти никогда	1	4
854	в тот	3	4
855	без всяких	2	4
856	ее отец	1	4
857	входить в	1	4
858	дело в	7	4
859	этим самым	1	4
860	нисколько не	4	4
861	часто бывает	1	4
862	за то	2	4
863	не могу	2	4
864	с золотой	1	4
865	во второй	3	4
866	к тем	1	4
867	только то	1	4
868	еще на	3	4
869	в который	1	4
870	брак и	1	4
871	видели и	2	4
872	мы находим	2	3
873	заметим что	1	3
874	него в	4	3
875	раз он	1	3
876	все дело	1	3
877	зато в	1	3
878	найти много	1	3
879	видно из	2	3
880	власти над	1	3
881	он стоит	1	3
882	оказалось что	1	3
883	где оно	1	3
884	казалось бы	1	3
885	в религиозных	2	3
886	и ушел	1	3
887	не могли	2	3
888	раз и	4	3
889	в противоположность	1	3
890	и той	1	3
891	чего не	1	3
892	о них	1	3
893	бога и	3	3
894	затем в	1	3
895	когда человек	1	3
896	именно с	2	3
897	будет сказать	1	3
898	что даже	2	3
899	точка зрения	1	3
900	бы то	2	3
901	внимание на	1	3
902	этой же	1	3
903	которого он	2	3
904	с двумя	1	3
905	так сказать	2	3
906	больше и	1	3
907	стороны не	2	3
908	бы она	1	3
909	и та	1	3
910	уже потому	1	3
911	вот в	1	3
912	но тут	2	3
913	совсем не	7	3
914	достаточно указать	2	3
915	время он	3	3
916	есть следствие	1	3
917	который был	4	3
918	поэтому он	1	3
919	где мы	1	3
920	дальше что	1	3
921	эти мотивы	1	3
922	не единственная	1	3
923	связи и	1	3
924	его уже	1	3
925	которые он	2	3
926	была бы	1	3
927	поэтому в	1	3
928	нам в	2	3
929	своему отцу	1	3
930	одновременно с	2	3
931	к его	5	3
932	сейчас же	1	3
933	на другие	1	3
934	с места	1	3
935	религии но	1	3
936	этом доме	1	3
937	это все	1	3
938	и поэтому	1	3
939	мы хотели	3	3
940	тех пор	2	3
941	которые можно	1	3
942	на основании	3	3
943	у других	1	3
944	необходимо указать	1	3
945	что когда	1	3
946	например на	1	3
947	начиная с	3	3
948	в самую	1	3
949	много лет	1	3
950	только при	1	3
951	лучше всего	1	3
952	каждый день	1	3
953	и после	1	3
954	могли быть	1	3
955	как к	4	3
956	именно к	2	3
957	на языке	1	3
958	и многие	1	3
959	когда они	1	3
960	богом и	2	3
961	а все	1	3
962	все равно	1	3
963	материалы которые	1	3
964	нет мы	1	3
965	своего мужа	1	3
966	от всех	1	3
967	с теми	2	3
968	более позднего	1	3
969	сейчас увидим	2	3
970	его отец	1	3
971	и я	7	3
972	в такой	1	3
973	один и	2	3
974	та что	1	3
975	от огня	1	3
976	ему не	2	3
977	земле в	1	3
978	этот факт	2	3
979	он их	1	3
980	что можно	4	3
981	к изучению	2	3
982	ему при	1	3
983	никому не	1	3
984	ним но	1	3
985	он с	1	3
986	вопросом о	1	3
987	жизнью и	1	3
988	сторона дела	1	3
989	для всех	2	3
990	которая была	2	3
991	которая в	1	3
992	он всегда	2	3
993	она уже	1	3
994	имеем не	1	3
995	из нее	1	3
996	или у	1	3
997	если этот	1	3
998	сделать из	1	3
999	его из	1	3
1000	как существо	1	3
1001	больше чем	2	3
1002	из других	1	3
1003	можно считать	3	3
1004	и такие	2	3
1005	это несомненно	1	3
1006	даже и	12	3
1007	но то	1	3
1008	меня к	2	3
1009	а пока	1	3
1010	длинные волосы	1	3
1011	н я	4	3
1012	вследствие чего	1	3
1013	почему и	1	3
1014	духа и	1	3
1015	состояла в	1	3
1016	от нас	2	3
1017	а мы	3	3
1018	этом же	2	3
1019	едва ли	3	3
1020	ему все	2	3
1021	приступить к	1	3
1022	и весь	2	3
1023	собой и	1	3
1024	должно быть	1	3
1025	ни было	1	3
1026	обычно не	1	3
1027	имеем дело	1	3
1028	чтобы иметь	1	3
1029	этими двумя	1	3
1030	в несколько	1	3
1031	говорит в	2	3
1032	как видно	1	3
1033	как его	1	3
1034	здесь перед	1	3
1035	с некоторой	1	3
1036	того он	1	3
1037	его жены	1	3
1038	из другого	1	3
1039	в знак	1	3
1040	его развития	1	3
1041	ему на	1	3
1042	то ни	2	3
1043	но зато	2	3
1044	сравнительно с	3	3
1045	и русская	1	3
1046	с которым	4	3
1047	ней в	1	3
1048	во власти	1	3
1049	только не	2	3
1050	первых порах	1	3
1051	и вполне	4	3
1052	все то	1	3
1053	чтобы установить	1	3
1054	оказывается в	1	3
1055	он будет	2	3
1056	своей жизни	5	3
1057	замуж за	1	3
1058	как мне	1	3
1059	учитель и	1	3
1060	и до	4	3
1061	на первых	1	3
1062	нам и	1	3
1063	и увидел	1	3
1064	в свой	3	3
1065	как себя	1	3
1066	хотели бы	3	3
1067	из этой	1	3
1068	уже сейчас	1	3
1069	нет ни	1	3
1070	с начала	2	3
1071	части его	1	3
1072	бы на	2	3
1073	возвращается в	2	3
1074	что так	1	3
1075	в формах	1	3
1076	если сравнить	1	3
1077	в церковь	2	3
1078	самые разнообразные	1	3
1079	этому поводу	2	3
1080	здесь все	1	3
1081	в эпоху	1	3
1082	бы с	2	3
1083	язык и	1	3
1084	даже после	2	3
1085	заставить его	1	3
1086	с семьей	3	3
1087	о своих	2	3
1088	понятно почему	1	3
1089	может считаться	1	3
1090	отправился в	1	3
1091	в науке	3	3
1092	это то	1	3
1093	что такие	1	3
1094	на всю	2	3
1095	как из	1	3
1096	этого нет	1	3
1097	по двум	2	3
1098	никуда не	2	3
1099	важно отметить	1	3
1100	несколько дней	2	3
1101	в эти	14	3
1102	само по	1	3
1103	которое однако	1	2
1104	был и	3	2
1105	сам был	1	2
1106	с которыми	2	2
1107	что два	1	2
1108	вопросу о	1	2
1109	вошел туда	1	2
1110	для более	1	2
1111	у его	2	2
1112	перешел и	1	2
1113	своего сына	2	2
1114	к тебе	1	2
1115	по пути	1	2
1116	жизнь в	2	2
1117	еще встретимся	1	2
1118	к другим	1	2
1119	и другим	1	2
1120	и перед	1	2
1121	как процесс	1	2
1122	и сделал	1	2
1123	свою собственную	1	2
1124	всем его	1	2
1125	после его	1	2
1126	и иногда	1	2
1127	он сын	1	2
1128	котором можно	1	2
1129	и третий	1	2
1130	своим отцом	1	2
1131	незадолго до	1	2
1132	этом а	1	2
1133	он редко	1	2
1134	одной и	1	2
1135	впоследствии они	1	2
1136	на ногах	1	2
1137	уже есть	1	2
1138	свою очередь	2	2
1139	то его	2	2
1140	у своего	1	2
1141	в прошлом	1	2
1142	эти факты	1	2
1143	и еще	3	2
1144	нас на	1	2
1145	он так	2	2
1146	него не	4	2
1147	увидим в	1	2
1148	чего он	2	2
1149	выхода из	1	2
1150	человека а	1	2
1151	важно что	1	2
1152	то о	2	2
1153	мы привели	1	2
1154	лет он	1	2
1155	не зная	1	2
1156	его самого	1	2
1157	но из	1	2
1158	жизни так	1	2
1159	к обрядам	1	2
1160	это обстоятельство	1	2
1161	купались в	1	2
1162	отнести и	1	2
1163	этой не	1	2
1164	не путем	1	2
1165	куда он	2	2
1166	ли и	1	2
1167	этими представлениями	1	2
1168	а за	3	2
1169	этим и	1	2
1170	можно судить	8	2
1171	по сообщению	1	2
1172	человек и	1	2
1173	характер и	1	2
1174	обстоятельство что	2	2
1175	по одному	2	2
1176	ему во	1	2
1177	не нужно	1	2
1178	к детям	1	2
1179	кто из	1	2
1180	а для	1	2
1181	вопрос об	1	2
1182	мы приведем	3	2
1183	в каждом	1	2
1184	выступает в	1	2
1185	т п	1	2
1186	значение и	1	2
1187	он ничего	1	2
1188	которые и	2	2
1189	с какой	2	2
1190	для тех	2	2
1191	именно что	1	2
1192	довольно точно	1	2
1193	одно и	1	2
1194	не были	2	2
1195	лет и	4	2
1196	тем и	1	2
1197	и сказал	1	2
1198	он пишет	5	2
1199	она была	2	2
1200	он еще	1	2
1201	многих случаях	1	2
1202	природы и	2	2
1203	что для	5	2
1204	или о	2	2
1205	хлеб и	1	2
1206	в общих	1	2
1207	был в	5	2
1208	всю жизнь	4	2
1209	путь и	1	2
1210	сказать о	2	2
1211	и толстой	2	2
1212	это совершенно	1	2
1213	в глубину	1	2
1214	при жизни	4	2
1215	не мешает	2	2
1216	по всем	3	2
1217	себе представить	2	2
1218	с такой	1	2
1219	на первом	4	2
1220	и далее	1	2
1221	другого человека	1	2
1222	брак не	1	2
1223	очень интересно	1	2
1224	с некоторым	1	2
1225	сам по	1	2
1226	так просто	1	2
1227	с некоторыми	1	2
1228	начинал терять	1	2
1229	которым он	1	2
1230	за нами	1	2
1231	был связан	1	2
1232	вот и	3	2
1233	весь дом	1	2
1234	приведенных выше	1	2
1235	делать не	1	2
1236	который сам	1	2
1237	с такими	1	2
1238	образом я	1	2
1239	не соответствуют	1	2
1240	мы имели	1	2
1241	которого не	1	2
1242	было уже	1	2
1243	змею в	1	2
1244	к той	2	2
1245	показать как	1	2
1246	в известных	1	2
1247	общее заключение	1	2
1248	врагов и	1	2
1249	тогда я	1	2
1250	на семь	1	2
1251	такие люди	1	2
1252	наконец в	3	2
1253	он часто	1	2
1254	идти на	1	2
1255	со всей	1	2
1256	и вся	1	2
1257	в свет	2	2
1258	и об	1	2
1259	от других	1	2
1260	без другого	1	2
1261	верили что	1	2
1262	как например	1	2
1263	нет и	2	2
1264	мастер в	1	2
1265	от которой	1	2
1266	с мужем	1	2
1267	относиться к	2	2
1268	они еще	1	2
1269	не имел	1	2
1270	только потому	1	2
1271	оно имеет	1	2
1272	долго не	1	2
1273	не из	2	2
1274	у вас	2	2
1275	указанием на	1	2
1276	обратиться к	1	2
1277	примера мы	1	2
1278	все части	1	2
1279	на кладбище	1	2
1280	что с	3	2
1281	однако дело	1	2
1282	но одно	1	2
1283	очень долго	1	2
1284	а ныне	1	2
1285	знания и	3	2
1286	борьбу с	1	2
1287	этом не	3	2
1288	об этих	3	2
1289	которые как	1	2
1290	и совсем	1	2
1291	говорится но	1	2
1292	как историческая	1	2
1293	есть начало	1	2
1294	те кто	1	2
1295	еще другие	1	2
1296	было ни	1	2
1297	будем приводить	1	2
1298	эти же	1	2
1299	к одному	1	2
1300	и меня	1	2
1301	же из	1	2
1302	в полной	3	2
1303	этой цели	1	2
1304	и решил	1	2
1305	уже после	2	2
1306	то обстоятельство	2	2
1307	по одним	1	2
1308	не следует	1	2
1309	при всем	1	2
1310	случае это	1	2
1311	все больше	1	2
1312	и ясный	1	2
1313	место в	2	2
1314	же это	1	2
1315	человек не	1	2
1316	также о	1	2
1317	однако все	1	2
1318	которой мы	3	2
1319	к богу	2	2
1320	дело здесь	1	2
1321	человек может	1	2
1322	было ему	2	2
1323	особого исследования	1	2
1324	можно говорить	2	2
1325	вы будете	1	2
1326	в момент	2	2
1327	можно и	1	2
1328	самого себя	1	2
1329	академии наук	1	2
1330	что дело	2	2
1331	что человек	1	2
