N	3gram	Propp_Isto	Formalny
251	к его пониманию	1	1
252	не сам по	1	1
253	этого слова а	1	1
254	при помощи которой	2	1
255	в особенности в	2	1
256	но тем не	1	1
257	но так как	3	1
258	же как и	4	1
259	остановиться на одном	1	1
260	том что они	1	1
261	в связь с	1	1
262	тем что он	3	1
263	это время в	1	1
264	здесь не может	1	1
265	из этого вытекает	1	1
266	случае уже не	1	1
267	ведется от лица	1	1
268	ней таким образом	1	1
269	объясняется тем что	1	1
270	одна из них	1	1
271	мы уже говорили	1	1
272	вне связи с	1	1
273	вопрос о том	1	1
274	потому что с	1	1
275	мешает ему в	1	1
276	это и есть	1	1
277	с тем это	2	1
278	с этой теорией	1	1
279	не мешает ему	1	1
