N	2gram	Bakhtin_fo	NovoeSre
131	этот мир	2	2
132	но она	2	2
133	одной стороны	3	2
134	для чего	1	2
135	не могла	2	2
136	и должно	2	2
137	другой стороны	1	2
138	времени и	10	2
139	с их	2	2
140	в русском	1	2
141	у него	8	2
142	место в	4	2
143	к самой	1	2
144	и гуманизм	1	2
145	и общества	1	2
146	а в	6	2
147	в будущем	1	2
148	когда мы	2	2
149	и даже	5	2
150	века и	3	2
151	и формы	1	2
152	люди не	1	2
153	в свои	1	2
154	и с	10	2
155	мы говорим	1	2
156	вернуться к	2	2
157	связана с	1	2
158	по существу	17	2
159	жизни как	2	2
160	нет и	4	2
161	xviii века	3	2
162	равно как	4	2
163	могут быть	7	2
164	в себе	7	2
165	и на	13	2
166	уже не	5	2
167	мира а	1	2
168	я не	1	2
169	не знал	1	2
170	века но	1	2
171	что все	4	2
172	время как	5	2
173	времени в	14	2
174	все эти	12	2
175	есть в	3	2
176	же как	2	2
177	такой же	1	2
178	вместе с	9	2
179	общества и	1	2
180	одна из	3	2
181	нового типа	2	2
182	мира и	6	2
183	роль в	12	2
184	но не	9	2
185	в то	13	2
186	в новом	1	2
187	том что	7	2
188	в мировой	2	2
189	ведь и	1	2
190	бытия в	1	2
191	мир и	2	2
192	так же	7	2
193	для нового	2	2
194	и это	5	2
195	можно назвать	2	2
196	в смысле	5	2
197	но для	2	2
198	к созданию	1	2
199	себя в	2	2
200	но в	16	2
201	и т.п	6	2
202	формы и	4	2
203	средневековья и	1	2
204	не к	2	2
205	к более	1	2
206	связаны с	3	2
207	к содержанию	1	2
208	и власть	1	1
209	в той	5	1
210	формы к	1	1
211	вопрос об	2	1
212	жить только	1	1
213	еще достаточно	1	1
214	все в	3	1
215	своего рода	1	1
216	и мир	1	1
217	красота и	1	1
218	в самом	9	1
219	лишь там	1	1
220	ближе к	1	1
221	во всем	3	1
222	мир все	1	1
223	времени он	2	1
224	нет ничего	4	1
225	было так	1	1
226	всего они	1	1
227	для борьбы	1	1
228	ее на	1	1
229	и того	7	1
230	от нее	1	1
231	был и	1	1
232	типу в	2	1
233	философии и	1	1
234	государство не	1	1
235	может иметь	1	1
236	можно сказать	2	1
237	то он	1	1
238	все что	2	1
239	человек как	1	1
240	человека так	3	1
241	человека в	22	1
242	значение все	1	1
243	то они	2	1
244	во все	4	1
245	но такого	1	1
246	но оно	2	1
247	что единство	1	1
248	для всех	3	1
249	в философском	1	1
250	в более	2	1
251	до сих	4	1
252	в замкнутые	2	1
253	и человека	1	1
254	вступить в	1	1
255	как ни	1	1
256	и более	3	1
257	бы он	2	1
258	характерная для	1	1
259	в котором	8	1
260	внутреннего единства	1	1
261	по природе	2	1
262	по преимуществу	4	1
263	значение в	5	1
264	и всех	2	1
265	тоже не	1	1
266	этот конец	1	1
267	выходит за	1	1
268	ничем не	1	1
269	как другие	1	1
270	но наряду	1	1
271	что этот	1	1
272	отличие от	3	1
273	что будет	1	1
274	по всем	3	1
275	мир в	6	1
276	рода и	1	1
277	все ее	3	1
278	жизни без	1	1
279	возможно лишь	1	1
280	же и	2	1
281	они не	4	1
282	из них	8	1
283	сферах культуры	1	1
284	к ней	2	1
285	жизнь со	1	1
286	им даже	1	1
287	мы уже	17	1
288	нас и	1	1
289	жизни а	1	1
290	переходит в	1	1
291	своей природе	1	1
292	уже давно	1	1
293	этого она	1	1
294	уже в	5	1
295	на ее	1	1
296	кризис и	2	1
297	к себе	8	1
298	в свою	2	1
299	в значительной	3	1
300	от мира	1	1
301	есть прежде	1	1
302	и имеет	3	1
303	в состоянии	1	1
304	для себя	8	1
305	иного мира	1	1
306	из этих	5	1
307	во всяком	5	1
308	том числе	7	1
309	процесс в	2	1
310	всего мира	1	1
311	не должно	1	1
312	одну из	2	1
313	в человеческом	2	1
314	природе своей	2	1
315	для того	12	1
316	в глубину	1	1
317	в каких	1	1
318	он часто	1	1
319	вопросу о	3	1
320	не по	1	1
321	форм к	1	1
322	воспринимаются как	1	1
323	вся жизнь	1	1
324	как конец	2	1
325	не быть	3	1
326	не для	3	1
327	ее жизни	1	1
328	имеет более	1	1
329	это значит	3	1
330	а это	1	1
331	и жизненной	1	1
332	в этот	5	1
333	это уже	1	1
334	он и	1	1
335	времени которое	1	1
336	было бы	2	1
337	мы должны	2	1
338	в сущности	5	1
339	она совсем	1	1
340	в формах	1	1
341	проявляется уже	1	1
342	жизни совершенно	1	1
343	в его	19	1
344	особое место	2	1
345	значительной степени	1	1
346	мы в	1	1
347	значение для	3	1
348	должны быть	2	1
349	и через	1	1
350	и совсем	1	1
351	событиях и	1	1
352	бытия как	1	1
353	и их	11	1
354	говорить о	1	1
355	вступает в	2	1
356	и стремится	1	1
357	времени человек	1	1
358	бытия и	2	1
359	не были	4	1
360	есть и	4	1
361	вся энергия	1	1
362	у нас	2	1
363	время когда	1	1
364	для них	3	1
365	не столько	2	1
366	совершенно так	1	1
367	с другими	3	1
368	людей и	2	1
369	движение времени	1	1
370	разложения и	1	1
371	значение они	2	1
372	себя на	1	1
373	эпох и	1	1
374	в виду	5	1
375	само государство	1	1
376	не больше	1	1
377	сами эти	1	1
378	еще в	1	1
379	и до	7	1
380	нет никакого	1	1
381	с собой	2	1
382	весь мир	3	1
383	природу и	1	1
384	привела к	1	1
385	только в	12	1
386	трудового дня	2	1
387	в xix	1	1
388	магический характер	1	1
389	того исключительного	1	1
390	не на	4	1
391	не могут	4	1
392	по своей	1	1
393	него как	1	1
394	от других	1	1
395	есть еще	1	1
396	и явления	2	1
397	она становится	3	1
398	нужно отнести	2	1
399	в зависимости	1	1
400	с раскрытием	1	1
401	в большинстве	3	1
402	все от	1	1
403	было и	4	1
404	оно не	3	1
405	их не	2	1
406	ее роли	1	1
407	потребность в	1	1
408	была уже	2	1
409	в средневековой	2	1
410	силы ее	1	1
411	приходят в	1	1
412	общества от	1	1
413	а на	1	1
414	свобода человека	1	1
415	о природе	1	1
416	сами по	2	1
417	особого рода	1	1
418	говорим о	1	1
419	или не	2	1
420	xiv и	1	1
421	образ человека	7	1
422	но он	4	1
423	значение и	7	1
424	в которой	3	1
425	и ложь	1	1
426	этого мира	5	1
427	черты и	1	1
428	и вечное	2	1
429	в этой	3	1
430	жизни это	2	1
431	числе и	4	1
432	человеческой жизни	9	1
433	человек а	1	1
434	а также	5	1
435	и еще	3	1
436	жизнь в	2	1
437	новый мир	1	1
438	как на	2	1
439	человеческого общества	1	1
440	в отличие	3	1
441	так называемый	2	1
442	про себя	1	1
443	него и	1	1
444	и роста	1	1
445	во многом	2	1
446	всегда есть	1	1
447	в будущее	1	1
448	же так	1	1
449	нем не	3	1
450	себя а	1	1
451	из всех	1	1
452	менее всего	2	1
453	быть только	4	1
454	что не	3	1
455	но все	6	1
456	не осталось	2	1
457	оба они	1	1
458	он видел	1	1
459	тем что	4	1
460	вера в	2	1
461	жизни его	1	1
462	а само	1	1
463	но власть	1	1
464	и во	13	1
465	и культур	2	1
466	к этой	1	1
467	новые формы	1	1
468	но нет	1	1
469	то время	4	1
470	вступили в	2	1
471	мира но	1	1
472	это время	8	1
473	в конце	11	1
474	те формы	1	1
475	вообще не	4	1
476	или иная	1	1
477	чтобы быть	1	1
478	судьба и	1	1
479	в основу	3	1
480	так много	1	1
481	выход из	2	1
482	них не	2	1
483	так как	12	1
484	смысле и	1	1
485	приобретает характер	1	1
486	в образе	8	1
487	историческое время	2	1
488	в своем	8	1
489	процессы в	1	1
490	характер и	8	1
491	своей энергии	1	1
492	как я	1	1
493	день был	1	1
494	есть по	1	1
495	в событиях	2	1
496	лишь на	1	1
497	сих пор	4	1
498	что он	2	1
499	на себя	2	1
500	в исторический	2	1
501	типа не	1	1
502	их в	6	1
503	и очень	1	1
504	он может	1	1
505	большинстве случаев	2	1
506	оно должно	1	1
507	они сами	2	1
508	как часто	1	1
509	которые могут	1	1
510	что мы	2	1
511	и вместе	1	1
512	в атмосферу	1	1
513	и жизни	1	1
514	и которые	1	1
515	человека на	1	1
516	человеке и	1	1
517	в этих	6	1
518	и целостности	1	1
519	по себе	3	1
520	и объединения	1	1
521	от веры	1	1
522	приводит к	1	1
523	только для	2	1
524	на место	1	1
525	в области	1	1
526	времени а	2	1
527	того и	3	1
528	черной магии	1	1
529	все более	2	1
530	нуждается в	1	1
531	все другие	2	1
532	с ним	5	1
533	и только	3	1
534	образа человека	12	1
535	человек не	1	1
536	есть только	2	1
537	от всех	2	1
538	обращения к	1	1
539	всяком случае	1	1
540	речи о	1	1
541	и оно	1	1
542	зависимости от	1	1
543	во время	7	1
544	та или	1	1
545	друг друга	3	1
546	идей и	1	1
547	в эти	1	1
548	связанный с	1	1
549	к вопросу	2	1
550	распадается на	2	1
551	с большей	2	1
552	в это	5	1
553	того же	9	1
554	во времени	6	1
555	в чем	3	1
556	в каком	2	1
557	нет в	2	1
558	не был	2	1
559	он действует	2	1
560	и его	26	1
561	в эту	1	1
562	основе их	1	1
563	и у	8	1
564	одного и	6	1
565	страны в	2	1
566	себе и	4	1
567	проходит через	3	1
568	жизни с	2	1
569	огромную роль	1	1
570	человека не	1	1
571	и рождается	1	1
572	от этого	4	1
573	и нового	1	1
574	и нет	2	1
575	ко времени	1	1
576	себя и	6	1
577	чтобы понять	1	1
578	на них	2	1
