N	3gram	Bakhtin_Pr	KulturaY
172	содержание как бы	1	1
173	только в пределах	1	1
174	и тем самым	2	1
175	конечно не может	1	1
176	она не могла	1	1
177	таким образом есть	1	1
178	или в лучшем	1	1
179	есть contradictio in	1	1
180	за последние годы	2	1
181	совершенно независимо от	2	1
182	все это можно	1	1
183	то ни было	2	1
184	возможно лишь после	1	1
185	отходит в область	1	1
186	бы и в	1	1
187	то же самое	2	1
188	к которому он	1	1
189	не нуждается в	1	1
190	лицом к лицу	1	1
191	могут и должны	1	1
192	и в область	1	1
193	и в его	1	1
194	отнюдь не следует	1	1
195	не может возникнуть	1	1
196	и должны быть	2	1
197	в равной мере	1	1
198	в значительной степени	1	1
199	и не может	2	1
200	в этом последнем	1	1
201	а также и	1	1
202	то ни стало	1	1
203	может и не	2	1
204	том основании что	1	1
205	пределах в каких	1	1
206	том и в	1	1
207	тех же целях	1	1
208	мы можем говорить	2	1
209	но и в	2	1
210	только в его	1	1
211	по своему значению	1	1
212	позицию по отношению	4	1
213	и несмотря на	1	1
214	нам право говорить	1	1
215	в связи со	1	1
216	не может и	2	1
217	мы сказали бы	1	1
218	такое значение имеет	1	1
219	следует отметить что	1	1
220	как и в	1	1
221	к выводу что	1	1
222	активного отношения к	1	1
223	слова в их	1	1
224	и может быть	1	1
225	бы ни было	1	1
226	то время как	1	1
227	себе и не	1	1
228	или иного отдельного	1	1
229	не было бы	1	1
230	что бы то	1	1
231	и является как	1	1
232	в этом его	1	1
233	и в частности	2	1
234	всего то что	1	1
235	и с точки	1	1
236	независимо от их	1	1
237	далеко не все	1	1
238	дело в том	1	1
239	в искусстве все	1	1
240	молодая русская поэтика	1	1
241	и ничего не	1	1
242	в одном и	1	1
243	в той области	1	1
244	если бы все	1	1
245	contradictio in adjecto	3	1
246	но можно ли	1	1
247	которые могут быть	1	1
248	дело именно с	1	1
249	за пределы собственно	1	1
250	та или иная	1	1
251	кроме того и	1	1
252	слове как материале	1	1
253	они ни были	1	1
254	но она может	1	1
255	совершенно еще не	1	1
256	есть таким образом	2	1
257	не более как	1	1
258	не может обойтись	1	1
259	выходит за пределы	1	1
260	в которых мы	1	1
261	не лежит на	1	1
262	бы ничего не	2	1
263	никогда не может	2	1
264	притом не только	1	1
265	не должна быть	1	1
266	каково бы ни	1	1
267	в виду что	1	1
268	тех пределах в	1	1
269	далеко не всегда	3	1
270	в тех пределах	1	1
271	в другом случае	1	1
272	только в этих	1	1
273	целом и в	1	1
274	себя самого это	1	1
