N	2gram	Vygotskiy_	DiskursI
505	что она	34	2
506	как его	1	2
507	но для	1	2
508	о смерти	1	2
509	очевидно что	4	2
510	же как	3	2
511	себе и	1	2
512	а только	1	2
513	в чем	3	2
514	что как	4	2
515	кто из	2	2
516	не был	1	2
517	в пьесе	1	2
518	сюжета и	2	2
519	действующих лиц	6	2
520	рассказа является	2	2
521	в историческом	1	2
522	не совпадает	2	2
523	могла бы	6	2
524	оба они	1	2
525	бы его	2	2
526	что может	1	2
527	в первой	2	2
528	теми же	1	2
529	его к	2	2
530	а как	1	2
531	она оказывается	1	2
532	характера героя	1	2
533	бы я	1	2
534	мы видели	7	2
535	здесь это	1	2
536	утверждать что	2	2
537	на деле	4	2
538	один голос	1	2
539	рассказа не	1	2
540	в последнем	1	2
541	как с	2	2
542	как к	6	2
543	в языке	1	2
544	его с	1	2
545	на ее	2	2
546	и при	1	2
547	романа в	1	2
548	из которых	6	2
549	разного рода	1	2
550	в отношении	1	2
551	трагизма в	1	2
552	то с	1	2
553	том и	3	2
554	этом как	1	2
555	содержание рассказа	4	2
556	сами по	3	2
557	если бы	22	2
558	самом деле	33	2
559	от своего	2	2
560	ни о	1	2
561	с таким	4	2
562	стороны это	1	2
563	ни одно	2	2
564	одновременно с	1	2
565	о своей	1	2
566	героев и	1	2
567	в теории	1	2
568	от его	1	2
569	себя и	1	2
570	говорили о	1	2
571	если можно	1	2
572	в стихах	3	2
573	не имеют	4	2
574	в круг	2	2
575	заключать в	1	2
576	на основе	1	2
577	народа и	1	2
578	со всей	3	2
579	и вся	2	2
580	вступает в	1	2
581	отношении к	1	2
582	рассказе в	1	2
583	смысл в	1	2
584	вслед за	4	2
585	целый ряд	6	2
586	на их	3	2
587	каждый из	3	2
588	и той	4	2
589	автора в	2	2
590	есть его	1	2
591	событий в	3	2
592	не знаем	2	2
593	всякий раз	6	2
594	на этот	2	2
595	легко может	1	2
596	событие в	2	2
597	этого слова	5	2
598	друг друга	1	2
599	в самой	9	2
600	как некий	1	2
601	которому он	1	2
602	бывает в	1	2
603	в любви	1	2
604	ответ на	1	2
605	это делает	2	2
606	значение в	1	2
607	для художественного	3	2
608	может не	1	2
609	свидетельствует о	1	2
610	в первый	2	2
611	все это	12	2
612	он как	2	2
613	что так	2	2
614	что с	4	2
615	ее в	7	2
616	для трагедии	2	2
617	чем он	1	2
618	самого рассказа	1	2
619	отказаться от	2	2
620	что является	1	2
621	и глубокой	1	2
622	за этим	3	2
623	это еще	1	2
624	по существу	4	2
625	которое было	1	2
626	понимать как	1	2
627	свидетельствуют о	1	2
628	так в	1	2
629	перед собой	2	2
630	к концу	4	2
631	к своему	2	2
632	со своей	3	2
633	света и	1	2
634	по его	3	2
635	это было	4	2
636	вовсе не	11	2
637	как все	4	2
638	и вообще	1	2
639	тем более	2	2
640	и другого	1	2
641	противник и	1	2
642	которого и	1	2
643	с самого	10	2
644	же к	1	2
645	случае если	4	2
646	ни один	1	2
647	однако уже	3	2
648	не по	3	2
649	нельзя не	2	2
650	мы должны	3	2
651	быть и	1	2
652	и их	2	2
653	к области	1	2
654	целого в	1	2
655	заключает в	1	2
656	только то	3	2
657	чтобы не	2	2
658	и вне	1	2
659	такой же	2	2
660	на то	25	2
661	заявляет что	1	2
662	и только	8	2
663	стихами и	1	2
664	не могло	1	2
665	за счет	1	2
666	есть не	2	2
667	событие это	1	2
668	друг и	2	1
669	события о	1	1
670	с которыми	2	1
671	мы обратимся	1	1
672	произведение написанное	1	1
673	и другие	3	1
674	с которого	1	1
675	а другие	1	1
676	котором они	1	1
677	для нее	2	1
678	что если	6	1
679	рассказа она	1	1
680	не нужна	1	1
681	к словесному	1	1
682	всего на	1	1
683	как прямая	1	1
684	же и	1	1
685	когда она	4	1
686	этих событий	2	1
687	самого себя	1	1
688	творчества в	1	1
689	к этой	3	1
690	эти басни	1	1
691	они имеют	1	1
692	оно стоит	1	1
693	с детства	2	1
694	и имеет	1	1
695	случае мы	1	1
696	степени как	1	1
697	будто автор	2	1
698	и конца	1	1
699	это лишь	1	1
700	его при	1	1
701	в применении	1	1
702	по схеме	1	1
703	тому что	10	1
704	можем обозначить	2	1
705	через сеть	1	1
706	даже в	2	1
707	имеют никакого	1	1
708	а вот	1	1
709	которые лежат	1	1
710	тем как	1	1
711	кроме того	2	1
712	одно это	1	1
713	по общему	1	1
714	как говорит	2	1
715	к помощи	1	1
716	которые по	1	1
717	что человек	1	1
718	событиях и	1	1
719	на нас	5	1
720	например с	1	1
721	или иному	1	1
722	представлений о	1	1
723	его от	1	1
724	противоречие с	4	1
725	к рассмотрению	1	1
726	всей ее	2	1
727	как она	8	1
728	разговора с	3	1
729	она отличается	1	1
730	разбилась на	1	1
731	стоит в	2	1
732	вводится в	2	1
733	или положение	2	1
734	на которых	4	1
735	на свой	1	1
736	подробностей и	1	1
737	от одного	1	1
738	характера но	1	1
739	для поэтической	3	1
740	оно приобретает	1	1
741	из нее	3	1
742	по их	1	1
743	равно как	1	1
744	к синтезу	2	1
745	в рассказ	2	1
746	и там	2	1
747	образов в	1	1
748	значении и	1	1
749	а иногда	1	1
750	его смысл	1	1
751	в речи	3	1
752	событий так	1	1
753	исходить из	1	1
754	том или	1	1
755	и поведения	1	1
756	и другим	1	1
757	с тем	14	1
758	к самому	4	1
759	а именно	1	1
760	внимание к	2	1
761	может существовать	1	1
762	случайно и	1	1
763	при таком	4	1
764	или ином	1	1
765	в природе	1	1
766	правило в	1	1
767	пролить свет	1	1
768	и служило	1	1
769	целым рядом	4	1
770	в это	1	1
771	что оба	2	1
772	позволяет себе	2	1
773	при помощи	7	1
774	фразы как	1	1
775	в самый	1	1
776	поэзии о	2	1
777	лирики и	1	1
778	все их	2	1
779	на все	2	1
780	и смерти	3	1
781	как единичный	1	1
782	объединены в	1	1
783	представляла собой	1	1
784	тем в	3	1
785	стрекоза и	2	1
786	в такой	5	1
787	к трагедии	1	1
788	которые не	2	1
789	смысла по	1	1
790	для автора	2	1
791	мысли что	1	1
792	во все	1	1
793	ее к	1	1
794	повествования и	2	1
795	во-вторых что	1	1
796	его басни	1	1
797	с конца	2	1
798	то это	5	1
799	можно считать	1	1
800	следовало бы	2	1
801	о чем-то	1	1
802	применении к	1	1
803	однако его	1	1
804	дело только	1	1
805	он был	3	1
806	что всякое	2	1
807	начиная от	1	1
808	она могла	2	1
809	имеет в	2	1
810	и формулировать	2	1
811	оказывается и	1	1
812	для определенного	1	1
813	уже у	1	1
814	в каких	1	1
815	в действие	1	1
816	и своим	2	1
817	с другим	2	1
818	из их	1	1
819	в этот	1	1
820	что вся	1	1
821	одной фразы	1	1
822	этой связи	1	1
823	душе человека	1	1
824	с самой	2	1
825	должна была	1	1
826	идет об	1	1
827	таком взгляде	1	1
828	с теорией	1	1
829	и трагедии	1	1
830	быть названо	1	1
831	не об	1	1
832	на пути	1	1
833	которых она	2	1
834	предисловии к	2	1
835	прибегая к	1	1
836	превращается в	1	1
837	и сюжет	1	1
838	для своей	2	1
839	в смысле	1	1
840	и те	2	1
841	тому на	1	1
842	не что	1	1
843	от той	2	1
844	который призван	2	1
845	этой картины	1	1
846	от своей	1	1
847	так же	12	1
848	на практике	1	1
849	природы но	1	1
850	к эпической	1	1
851	в глаза	3	1
852	она означает	1	1
853	в пятом	1	1
854	его собственной	1	1
855	и остается	2	1
856	и еще	2	1
857	тенденцию к	2	1
858	если это	1	1
859	же так	1	1
860	ней и	2	1
861	с именем	4	1
862	наряду с	4	1
863	признания и	2	1
864	каждого произведения	1	1
865	на второй	1	1
866	романа как	1	1
867	как я	2	1
868	есть по	2	1
869	так не	1	1
870	его текста	1	1
871	в лоб	1	1
872	чтобы при	2	1
873	не одно	1	1
874	теории и	1	1
875	повести в	1	1
876	согласиться с	4	1
877	в противном	1	1
878	от себя	1	1
879	даже у	2	1
880	или нет	1	1
881	к этим	2	1
882	составляет неотъемлемую	1	1
883	даже сам	1	1
884	чем это	1	1
885	своего повествования	1	1
886	в заключение	1	1
887	действительно в	1	1
888	и муравей	3	1
889	герои басни	1	1
890	того о	1	1
891	говорит как	1	1
892	представить себе	2	1
893	в начало	1	1
894	только не	3	1
895	и мы	19	1
896	присоединиться к	1	1
897	она и	2	1
898	сюжет в	1	1
899	что иное	1	1
900	героев в	2	1
901	начале нашей	1	1
902	то будет	1	1
903	приписываемые эзопу	1	1
904	с прозаической	2	1
905	не принадлежит	1	1
906	в дневнике	3	1
907	жизненный материал	1	1
908	он к	1	1
909	но еще	1	1
910	явный перевес	2	1
911	в состоянии	1	1
912	и героями	1	1
913	в исторических	1	1
914	именно из	2	1
915	в совершенно	3	1
916	ним в	2	1
917	тогда и	1	1
918	своего смысла	1	1
919	что трагедия	1	1
920	сюжет не	1	1
921	второй план	6	1
922	могло бы	4	1
923	поэзии в	2	1
924	трудно не	1	1
925	не должна	2	1
926	этого рассказа?	1	1
927	не хочет	1	1
928	которого он	1	1
929	по мнению	2	1
930	параллельно с	3	1
931	и будет	1	1
932	смысла в	1	1
933	о ком	1	1
934	они будут	1	1
935	там и	1	1
936	свет и	1	1
937	в европейской	2	1
938	в поэтике	1	1
939	по содержанию	1	1
940	все прочие	2	1
941	лежит в	4	1
942	противоположную сторону	1	1
943	не была	1	1
944	не совпадают	1	1
945	является и	1	1
946	в художественном	1	1
947	все необходимые	1	1
948	том именно	1	1
949	исследователи в	1	1
950	одно а	1	1
951	был ее	1	1
952	которая состоит	1	1
953	такое понимание	2	1
954	не говорит	1	1
955	именно здесь	1	1
956	что его	3	1
957	получает возможность	1	1
958	но совершенно	4	1
959	евгении онегине	2	1
960	животных их	1	1
961	которое в	1	1
962	от света	1	1
963	здравого смысла	2	1
964	быть только	1	1
965	но автор	1	1
966	снизу вверх	1	1
967	разбираться в	1	1
968	и всю	2	1
969	в конце	5	1
970	в таком	6	1
971	рассказ от	1	1
972	между этими	1	1
973	не остается	1	1
974	у тургенева	1	1
975	человек и	2	1
976	в евгении	2	1
977	этом последнем	1	1
978	в связи	1	1
979	с жизнью	1	1
980	между ними	1	1
981	говоря теория	1	1
982	и именно	1	1
983	себя как	3	1
984	на который	2	1
985	он для	1	1
986	оказывается весьма	1	1
987	человеке и	2	1
988	в заключительных	1	1
989	они как	2	1
990	этого характера	1	1
991	от этого	4	1
992	уже давно	3	1
993	нормального течения	1	1
994	чрезвычайно важную	1	1
995	составляющих ее	1	1
996	в двух	11	1
997	благодаря тому	2	1
998	и следовательно	2	1
999	но исключительно	1	1
1000	в новый	1	1
1001	достигает своего	1	1
1002	из одного	3	1
1003	своей мысли	1	1
1004	с назидательной	1	1
1005	басни или	2	1
1006	в других	1	1
1007	сих пор	6	1
1008	человека а	1	1
1009	бы в	3	1
1010	что хотя	1	1
1011	всех видов	1	1
1012	на которую	2	1
1013	нас она	1	1
1014	в заключительном	1	1
1015	не имеющие	1	1
1016	должен был	4	1
1017	именно как	3	1
1018	от басни	2	1
1019	необходимое условие	1	1
1020	читателя к	1	1
1021	что такое	2	1
1022	подробностями и	1	1
1023	от героев	1	1
1024	риторической и	1	1
1025	жизни для	1	1
1026	согласии с	2	1
1027	играет роль	1	1
1028	говорил о	3	1
1029	есть мы	1	1
1030	очень часто	2	1
1031	имеют дело	2	1
1032	действие в	1	1
1033	в скрытом	1	1
1034	все остальные	1	1
1035	образ не	1	1
1036	другом и	2	1
1037	не один	2	1
1038	этих трех	1	1
1039	два события	1	1
1040	или же	2	1
1041	так называемые	1	1
1042	с героями	1	1
1043	не мог	4	1
1044	не будет	2	1
1045	и смысла	1	1
1046	всей этой	3	1
1047	все с	1	1
1048	всех других	1	1
1049	прозе и	1	1
1050	и является	1	1
1051	других людей	1	1
1052	к ее	1	1
1053	но только	10	1
1054	считать в	1	1
1055	его жизнь	1	1
1056	но об	1	1
1057	даже не	1	1
1058	аллегоричности басни	1	1
1059	событие с	1	1
1060	общая идея	1	1
1061	к рассказу	3	1
1062	уже одно	1	1
1063	как возможное	1	1
1064	то или	1	1
1065	должны были	2	1
1066	или иное	1	1
1067	была уже	1	1
1068	он представляет	1	1
1069	когда мы	5	1
1070	русской поэзии	2	1
1071	он еще	1	1
1072	как известно	2	1
1073	нами было	1	1
1074	здесь совершенно	4	1
1075	никакого отношения	1	1
1076	прозаической точки	1	1
1077	исключительно в	1	1
1078	и глубоко	1	1
1079	все дело	2	1
1080	человеческих отношений	1	1
1081	же самого	2	1
1082	природы и	1	1
1083	не живет	1	1
1084	трагедии шекспира	1	1
1085	гамлет это	2	1
1086	всего повествования	1	1
1087	это приводит	1	1
1088	в эпической	3	1
1089	и ты	1	1
1090	которое мы	4	1
1091	так что	10	1
1092	содержание и	1	1
1093	в общем	4	1
1094	басни мы	3	1
1095	часто на	1	1
1096	этой фразы	3	1
1097	до наших	1	1
1098	сведения о	1	1
1099	для построения	1	1
1100	есть все	2	1
1101	формы и	1	1
1102	как басня	1	1
1103	акте выбора	1	1
1104	из этого	10	1
1105	там где	7	1
1106	вводит в	2	1
1107	во время	4	1
1108	в сюжете	1	1
1109	и чем	3	1
1110	означает что	1	1
1111	ту самую	1	1
1112	где мы	1	1
1113	на эту	2	1
1114	искусства в	1	1
1115	что до	2	1
1116	пришел к	1	1
1117	на слово	1	1
1118	по причине	1	1
1119	в гамлете	4	1
1120	почему он	4	1
1121	были бы	5	1
1122	с содержанием	1	1
1123	однако он	2	1
1124	так ли	2	1
1125	связи и	1	1
1126	образом и	3	1
1127	писателя или	1	1
1128	до сих	7	1
1129	явно не	1	1
1130	ни малейшего	1	1
1131	и здесь	9	1
1132	он стремится	1	1
1133	мы назвали	1	1
1134	и сейчас	2	1
1135	к одной	1	1
1136	одно событие	1	1
1137	почти не	2	1
1138	представлял собой	1	1
1139	перед своими	1	1
1140	ним и	1	1
1141	если же	3	1
1142	о рассказе	1	1
1143	со своего	1	1
1144	рассказа и	12	1
1145	образа и	1	1
1146	применим к	1	1
1147	и дает	3	1
1148	содержания и	1	1
1149	свои особые	1	1
1150	своем составе	1	1
1151	что это	19	1
1152	кого-либо в	1	1
1153	события на	1	1
1154	достаточно убедительной	1	1
1155	своей сущности	1	1
1156	вот как	2	1
1157	конечно же	3	1
1158	никак не	12	1
1159	сам по	2	1
1160	одном и	1	1
1161	быть представлен	1	1
1162	переходит от	1	1
1163	и комическое	1	1
1164	не исчерпывается	1	1
1165	в область	1	1
1166	мы в	4	1
1167	сцене и	2	1
1168	утверждает что	3	1
1169	их как	1	1
1170	к выводу	1	1
1171	с каждым	2	1
1172	причислить к	1	1
1173	для них	1	1
1174	этот термин	1	1
1175	как небольшой	1	1
1176	к единичному	1	1
1177	целом ряде	1	1
1178	на читателя	1	1
1179	можно было	7	1
1180	под этим	2	1
1181	в более	1	1
1182	как о	1	1
1183	один человек	2	1
1184	со всеми	2	1
1185	разговора о	1	1
1186	поэтому и	1	1
1187	так или	1	1
1188	начинается с	1	1
1189	до этого	1	1
1190	со времен	1	1
1191	что у	7	1
1192	с целью	1	1
1193	все события	2	1
1194	обозначить как	1	1
1195	и действительно	2	1
1196	то время	4	1
1197	это время	1	1
1198	значения и	1	1
1199	речь обычно	1	1
1200	басни является	2	1
1201	заключительная фраза	1	1
1202	с целым	2	1
1203	и так	4	1
1204	в слове	1	1
1205	о двух	1	1
1206	мести и	1	1
1207	никто не	1	1
1208	дело идет	2	1
1209	в словах	2	1
1210	в восприятии	1	1
1211	бы не	5	1
1212	поэзии и	3	1
1213	своего предмета	1	1
1214	в противоположную	1	1
1215	собою в	1	1
1216	том как	5	1
1217	и формой	1	1
1218	сравнению с	1	1
1219	именно поэтому	1	1
1220	зависимости от	1	1
1221	а под	2	1
1222	в известном	1	1
1223	в каком	8	1
1224	для читателя	2	1
1225	эта возможность	1	1
1226	направляется на	1	1
1227	происшествий и	1	1
1228	своей жизни	2	1
1229	не трудно	1	1
1230	я говорю	4	1
1231	было у	1	1
1232	нет ничего	1	1
1233	его и	1	1
1234	к разного	1	1
1235	что эту	1	1
1236	бы и	2	1
1237	потому как	1	1
1238	акт в	1	1
1239	не перед	1	1
1240	имеет два	1	1
1241	это нечто	1	1
1242	она была	5	1
1243	совершенно иной	1	1
1244	ставит себя	1	1
1245	это явление	1	1
1246	всей серьезностью	1	1
1247	оба эти	4	1
1248	и заключается	1	1
1249	это событие	1	1
1250	то и	3	1
1251	и между	4	1
1252	событий или	1	1
1253	нет у	1	1
1254	связана с	1	1
1255	того чтобы	21	1
1256	и если	13	1
1257	это то	4	1
1258	по сравнению	1	1
1259	это только	4	1
1260	в отдельности	2	1
1261	рассказа о	2	1
1262	этой двойственности	1	1
1263	из его	1	1
1264	а через	1	1
1265	означает и	1	1
1266	единства действия	1	1
1267	развития и	2	1
1268	то все	1	1
1269	с большей	1	1
1270	письма и	1	1
1271	приводит в	1	1
1272	этого как	3	1
1273	литературных произведений	1	1
1274	слов и	2	1
1275	есть одновременно	1	1
1276	которую он	2	1
1277	тому или	1	1
1278	только тем	1	1
1279	и наоборот	1	1
1280	действия и	3	1
1281	им в	1	1
1282	быть охарактеризована	1	1
1283	он весь	2	1
1284	если их	1	1
1285	не единственным	1	1
1286	всех трех	1	1
1287	которому мы	1	1
1288	это сделал	1	1
1289	событие которое	1	1
1290	мне не	1	1
1291	произошло и	1	1
1292	что здесь	2	1
1293	нет и	1	1
1294	он в	3	1
1295	в споре	1	1
1296	автором как	1	1
1297	на две	3	1
1298	утверждаю что	1	1
1299	мог бы	1	1
1300	чем она	1	1
1301	он все	4	1
1302	не за	1	1
