N	2gram	Vygotskiy_	KFilosof
444	так как	28	1
445	тенденция в	1	1
446	одном случае	1	1
447	и очень	2	1
448	как таковой	1	1
449	же и	2	1
450	и музыка	1	1
451	и этими	1	1
452	и попытка	1	1
453	только что	3	1
454	и было	1	1
455	безотносительно к	1	1
456	то есть	44	1
457	исторический факт	1	1
458	и свою	1	1
459	но из	1	1
460	она остается	1	1
461	быть признаны	1	1
462	как действительный	1	1
463	как содержание	1	1
464	первом случае	1	1
465	факта что	2	1
466	переходит в	1	1
467	зависит от	2	1
468	и вследствие	1	1
469	даже к	1	1
470	эту мысль	2	1
471	все люди	1	1
472	на том	2	1
473	не за	1	1
474	живет в	2	1
475	она в	2	1
476	нас как	1	1
477	смысле слова	4	1
478	оно было	2	1
479	что уже	1	1
480	он как	1	1
481	и должно	1	1
482	есть общая	1	1
483	и другую	2	1
484	момента в	1	1
485	есть для	2	1
486	несмотря на	8	1
487	мысль в	1	1
488	людей но	1	1
489	была бы	2	1
490	является попытка	1	1
491	ним в	1	1
492	из всех	4	1
493	то для	1	1
494	и наконец	2	1
495	неба своды	1	1
496	всех остальных	3	1
497	художественного творчества	6	1
498	это значит	1	1
499	относятся к	1	1
500	хотя и	3	1
501	же мысль	3	1
502	в соответствующих	2	1
503	ни на	3	1
504	пытается построить	1	1
505	и из	7	1
506	быть распространено	1	1
507	теории а	1	1
508	это утверждение	2	1
509	как раз	4	1
510	что теория	1	1
511	действие и	1	1
512	в литературе	1	1
513	к такому	1	1
514	существенно для	1	1
515	данное и	1	1
516	а затем	1	1
517	и говорить	2	1
518	и тут	1	1
519	искусства который	4	1
520	поэтому в	1	1
521	можно сказать	2	1
522	имеет только	1	1
523	значит не	1	1
524	науки но	1	1
525	только при	4	1
526	моментов нет	1	1
527	не являются	1	1
528	к выводу	2	1
529	и новое	1	1
530	то прежде	1	1
531	науки и	1	1
532	а есть	2	1
533	объектов и	1	1
534	одно из	2	1
535	теряет свою	1	1
536	в отношении	3	1
537	закон и	1	1
538	это слово	1	1
539	однако он	1	1
540	же не	1	1
541	его от	2	1
542	в результате	4	1
543	или иную	1	1
544	здесь в	1	1
545	они будут	1	1
546	смысле этого	2	1
547	им с	2	1
548	да это	2	1
549	нет никакого	1	1
550	противоречие с	4	1
551	в движение	1	1
552	и выразить	1	1
553	бы что	2	1
554	это очень	1	1
555	с собой	1	1
556	и всякого	1	1
557	основана на	1	1
558	научного и	1	1
559	что между	1	1
560	падает в	1	1
561	другого как	2	1
562	все равно	1	1
563	лежит в	2	1
564	нас от	2	1
565	нашего исследования	4	1
566	есть еще	1	1
567	всеми другими	1	1
568	только он	1	1
569	не была	1	1
570	творчества и	3	1
571	в конечном	6	1
572	чем в	2	1
573	него в	2	1
574	в зависимости	6	1
575	бы только	1	1
576	и даже	11	1
577	что ему	1	1
578	в духе	1	1
579	поведения но	1	1
580	вместо того	1	1
581	утверждение что	2	1
582	но он	3	1
583	образом в	3	1
584	в разные	2	1
585	всю историю	2	1
586	в которой	6	1
587	или в	2	1
588	в первом	1	1
589	сознание не	1	1
590	когда оно	2	1
591	и с	5	1
592	от своего	1	1
593	остается и	1	1
594	всегда в	1	1
595	не любит	2	1
596	жизнь в	1	1
597	как таковая	1	1
598	отсюда ясно	1	1
599	все дело	3	1
600	будет тем	1	1
601	это положение	1	1
602	показать что	12	1
603	как жизнь	1	1
604	что форма	5	1
605	с исчерпывающей	4	1
606	отличен от	1	1
607	мысль о	1	1
608	и кажется	1	1
609	свой смысл	1	1
610	не противоречит	1	1
611	выражает и	1	1
612	при нашем	1	1
613	и законов	2	1
614	форму и	4	1
615	эстетики и	3	1
616	границу между	1	1
617	всем что	1	1
618	мы познаем	1	1
619	в понятии	1	1
620	она является	3	1
621	а то	1	1
622	быть определены	1	1
623	на месте	1	1
624	всю жизнь	2	1
625	быть ответственно	1	1
626	до степени	1	1
627	конечном счете	6	1
628	совершенно правильно	7	1
629	здесь же	1	1
630	к такой	1	1
631	исходить из	1	1
632	отчизны дальной	1	1
633	и понимает	1	1
634	в стороне	1	1
635	тем же	4	1
636	характер и	1	1
637	то все	2	1
638	к таким	1	1
639	отдельного человека	10	1
640	в какой	6	1
641	общий и	1	1
642	имеет место	2	1
643	как о	1	1
644	один момент	1	1
645	как не	2	1
646	недостаток всех	1	1
647	только через	1	1
648	может стать	3	1
649	имеет дело	2	1
650	их в	4	1
651	ведь и	1	1
652	для каждого	1	1
653	возможно и	1	1
654	выражения и	2	1
655	выйти из	2	1
656	мы никогда	5	1
657	которые могут	2	1
658	одновременно и	1	1
659	и так	7	1
660	вместе с	10	1
661	на этом	3	1
662	при таком	5	1
663	в этих	6	1
664	никто не	1	1
665	есть только	7	1
666	может ничего	1	1
667	как психолог	1	1
668	момент этого	1	1
669	для решения	1	1
670	живет не	1	1
671	они не	1	1
672	приводит к	3	1
673	на все	6	1
674	берегов отчизны	1	1
675	несправедливо думать	1	1
676	тем или	2	1
677	отличается от	4	1
678	вообще есть	1	1
679	между собой	1	1
680	больше и	2	1
681	который я	1	1
682	который не	2	1
683	для психолога	2	1
684	нужно еще	1	1
685	по самому	7	1
686	между ними	2	1
687	зависимости от	7	1
688	при всех	1	1
689	том смысле	1	1
690	моментов и	1	1
691	следовательно и	1	1
692	которая сама	1	1
693	мир и	1	1
694	на его	3	1
695	в известном	2	1
696	эта последняя	1	1
697	именно при	1	1
698	точек зрения	3	1
699	а только	4	1
700	остальных областях	1	1
701	для нашей	2	1
702	об этом	3	1
703	единство и	1	1
704	всего можно	1	1
705	она и	1	1
706	в эту	1	1
707	может сделаться	1	1
708	и таким	4	1
709	но к	3	1
710	к тому	8	1
711	в одной	3	1
712	сих пор	8	1
713	особенно в	1	1
714	мысли в	3	1
715	и всей	1	1
716	этот процесс	1	1
717	к той	1	1
718	бы ни	2	1
719	его еще	1	1
720	другом случае	1	1
721	с этим	7	1
722	только одно	1	1
723	что эти	3	1
724	сам же	1	1
725	нет ничего	1	1
726	должен был	1	1
727	во всяком	9	1
728	здесь как	1	1
729	к смыслу	1	1
730	только от	1	1
731	этого названия	1	1
732	в значимости	2	1
733	необходимое условие	1	1
734	действительного и	1	1
735	том случае	3	1
736	нуждается в	3	1
737	мысли что	1	1
738	мы можем	6	1
739	не является	5	1
740	одной в	1	1
741	не существует	4	1
742	но с	1	1
743	к объективизму	3	1
744	если оно	3	1
745	каждая мысль	1	1
746	а к	1	1
747	другим людям	1	1
748	в суждениях	1	1
749	не непосредственно	1	1
750	его сама	1	1
751	и познания	1	1
752	в действительности	4	1
753	приводит его	1	1
754	где эти	1	1
755	и такие	1	1
756	переживается как	1	1
757	и переживает	1	1
758	на задний	1	1
759	что мы	9	1
760	действия в	1	1
761	значит что	1	1
762	это понятие	1	1
763	такому же	1	1
764	на один	2	1
765	она должна	2	1
766	которую мы	1	1
767	не имеют	1	1
768	не содержится	1	1
769	не отменяет	1	1
770	каково бы	1	1
771	что мне	1	1
772	во все	2	1
773	в действительность	1	1
774	принципов и	1	1
775	совпадает с	4	1
776	оказалось бы	1	1
777	можно установить	1	1
778	но при	1	1
779	всяком случае	7	1
780	этой возможности	1	1
781	мы его	2	1
782	в только	1	1
783	области методологии	1	1
784	его не	3	1
785	не знаю	1	1
786	выходит из	1	1
787	где все	1	1
788	оказывается то	1	1
789	приводит и	2	1
790	все свои	1	1
791	так чтобы	1	1
792	также и	2	1
793	ту же	6	1
794	но эти	1	1
795	вся жизнь	1	1
796	другой в	2	1
797	близости к	1	1
798	и затем	1	1
799	а существенно	1	1
800	у меня	3	1
801	и другой	6	1
802	и оно	1	1
803	из их	2	1
804	и чтобы	1	1
805	будет совершенно	1	1
806	мы должны	4	1
807	по поводу	3	1
808	это сознание	1	1
809	как поэт	1	1
810	слова и	1	1
811	в искусстве	24	1
812	и уже	2	1
813	с которой	1	1
814	когда он	11	1
815	сознании и	2	1
816	на чем	1	1
817	есть всегда	1	1
818	только тогда	8	1
819	и теперь	2	1
820	можно сделать	1	1
821	от действительной	1	1
822	только на	7	1
823	должны быть	6	1
824	другим и	1	1
825	между отдельными	1	1
826	в эстетике	6	1
827	он должен	1	1
828	образом поскольку	1	1
829	таким путем	6	1
830	мне с	1	1
831	может служить	3	1
832	в противоречие	3	1
833	за собой	1	1
834	свою психологическую	1	1
835	к психологизму	1	1
836	при такой	2	1
837	в различных	1	1
838	самое что	2	1
839	связь между	1	1
840	всюду мы	1	1
841	всего что	1	1
842	и желания	1	1
843	него с	1	1
844	виду и	1	1
845	же самое	8	1
846	но только	6	1
847	этого факта	2	1
848	говоря о	2	1
849	главным образом	3	1
850	не об	1	1
851	разных точек	1	1
852	истины в	2	1
853	и до	2	1
854	ту или	2	1
855	содержанию как	1	1
856	линий и	1	1
857	уже и	2	1
858	мысли все	1	1
859	он есть	1	1
860	это может	2	1
861	цели и	1	1
862	смысла который	1	1
863	в большинстве	1	1
864	в какое-нибудь	1	1
865	нуждаются в	4	1
866	свою очередь	3	1
867	как таковую	1	1
868	признать что	1	1
869	содержания в	1	1
870	точке зрения	2	1
871	связанных с	1	1
872	их и	1	1
873	всякий другой	1	1
874	когда мы	4	1
875	быть признан	1	1
876	как из	1	1
877	в не	1	1
878	всякого другого	1	1
879	эти эстетические	1	1
880	не само	1	1
881	поскольку оно	1	1
882	нами и	1	1
883	задний план	1	1
884	для теоретической	1	1
885	же на	1	1
886	за этим	1	1
887	ценным и	1	1
888	но мы	3	1
889	которые пытаются	2	1
890	пока еще	1	1
891	дано только	2	1
892	вообще и	2	1
893	конца и	1	1
894	что подобные	1	1
895	известном смысле	1	1
896	мышления но	1	1
897	настоящее время	2	1
898	оно должно	1	1
899	хотя эта	1	1
900	содержанием и	1	1
901	следует что	1	1
902	экономических и	1	1
903	исчерпывающей ясностью	3	1
904	и никогда	1	1
905	и каждая	1	1
906	если мы	21	1
907	бы его	1	1
908	и во	3	1
909	той же	9	1
910	и др	1	1
911	человеческой жизни	1	1
912	между содержанием	1	1
913	все содержание	1	1
914	о его	2	1
915	но прежде	1	1
916	произведения не	1	1
917	даже для	2	1
918	одной из	1	1
919	такая же	1	1
920	совершенно иначе	1	1
921	что может	1	1
922	точки для	1	1
923	человека как	1	1
924	ее а	1	1
925	в нашем	1	1
926	находится в	1	1
927	ее можно	1	1
928	это отнюдь	1	1
929	согласиться с	2	1
930	противоречия и	1	1
931	в психологию	3	1
932	ли она	1	1
933	лучше всего	2	1
934	в первой	1	1
935	и от	4	1
936	общего положения	1	1
937	относится к	4	1
938	что все	10	1
939	мы будем	2	1
940	содержания на	1	1
941	и теоретическая	1	1
942	его действительной	1	1
943	столь же	6	1
944	том же	4	1
945	в непосредственной	1	1
946	же в	1	1
947	это что	1	1
948	что она	11	1
949	в данной	1	1
950	не систему	1	1
951	исходит из	5	1
952	есть познание	1	1
953	такой же	9	1
954	и о	4	1
955	в значительной	1	1
956	мысли но	2	1
957	говорить об	1	1
958	не дана	1	1
959	одна из	5	1
960	что именно	4	1
961	их теоретической	1	1
962	на то	17	1
963	как всякое	1	1
964	коренным образом	1	1
965	не найдем	2	1
966	оно может	1	1
967	и по	7	1
968	можно выразить	1	1
969	она будет	1	1
970	чувства в	1	1
971	это в	4	1
972	или не	2	1
973	к другим	2	1
974	приходится признать	1	1
975	является только	1	1
976	понятие о	2	1
977	к этим	1	1
978	в мышлении	2	1
979	к совершенно	1	1
980	этих индивидуальных	1	1
981	до абсурда	1	1
982	как если	1	1
983	и входит	1	1
984	в системе	1	1
985	того же	3	1
986	через эту	1	1
987	человека совершенно	2	1
988	быть дано	2	1
989	мы пытаемся	2	1
990	которой мы	2	1
991	бы я	1	1
992	в настоящее	2	1
993	само по	8	1
994	жизни не	1	1
995	случае когда	1	1
996	если это	2	1
997	не можем	3	1
998	психологического значения	1	1
999	подойти к	2	1
1000	как мы	2	1
1001	мысли и	2	1
1002	формы и	11	1
1003	как некоторый	1	1
1004	не к	2	1
1005	ее не	1	1
1006	не зависит	1	1
1007	можно только	1	1
