N	3gram	Tiupa_Vved	Vladivir
148	не могло быть	1	1
149	а за ними	1	1
150	может быть названа	1	1
151	здесь как и	1	1
152	как бы мы	1	1
153	которых он говорит	1	1
154	то же самое	2	1
155	однако тут же	1	1
156	жизни так что	1	1
157	в высшей степени	2	1
158	свою позицию в	1	1
159	той или другой	1	1
160	теперь же ему	1	1
161	в известном смысле	1	1
162	о том как	1	1
163	пока еще не	4	1
164	о которых он	1	1
165	со своей стороны	1	1
166	ни с сего	1	1
167	мы имеем дело	5	1
168	в этом последнем	1	1
169	и потому не	1	1
170	это то что	1	1
171	он как раз	1	1
172	он вместе с	1	1
173	внимание на то	1	1
174	кто из вас	1	1
175	мы не имеем	1	1
176	удач и неудач	1	1
177	на земле и	1	1
178	мысль о том	1	1
179	и не могло	1	1
180	и особенно в	1	1
181	не столько по	1	1
182	в каждой из	1	1
183	прежде всего на	2	1
184	и от своего	1	1
185	при всей своей	3	1
186	но и в	3	1
187	никак не можем	1	1
188	и притом весьма	1	1
189	как и для	3	1
190	в том смысле	1	1
191	всю ночь и	1	1
192	каждый из этих	1	1
193	не только от	1	1
194	строго говоря в	1	1
195	как об этом	1	1
196	что у нее	2	1
197	и едва ли	1	1
198	той же самой	1	1
199	что как раз	1	1
200	за три года	1	1
201	одна из них	1	1
202	то есть стать	1	1
203	того ни с	1	1
204	все что может	1	1
205	он мог бы	1	1
206	и если мы	1	1
207	в основе своей	2	1
208	и той же	1	1
209	именно то что	1	1
210	она в самом	1	1
211	на котором он	1	1
212	здесь мы имеем	1	1
213	в нашем сознании	2	1
214	состоит в том	2	1
215	все же не	1	1
216	начинается с того	2	1
217	но в конце	1	1
218	однако в данном	1	1
219	не было бы	1	1
220	не только со	1	1
221	в противном случае	2	1
222	вовсе еще не	1	1
223	отнюдь не с	1	1
224	если бы эти	1	1
225	на нее и	1	1
226	никогда не было	1	1
227	этом не в	2	1
228	одно без другого	1	1
229	одной и той	1	1
230	зависит не только	1	1
231	однако и в	1	1
232	только потому что	1	1
233	имеют для них	1	1
234	у него уже	1	1
235	но отнюдь не	1	1
236	как раз в	1	1
237	же как и	1	1
238	не менее не	1	1
239	у него нет	1	1
240	ответил он и	1	1
241	с того ни	1	1
242	что на вопрос	1	1
243	таком случае уже	1	1
244	на краткое время	1	1
245	состояла в том	1	1
246	в результате чего	1	1
247	мы не должны	1	1
248	и не может	1	1
249	должен был бы	1	1
250	в следующем году	1	1
251	не мог найти	1	1
252	не о чем	1	1
253	имеем дело с	4	1
254	мы не можем	1	1
255	в себе ее	1	1
256	к жизни и	1	1
257	если бы не	1	1
258	не говорится но	1	1
