N	3gram	Voloshinov	VeschiIm
87	во всяком случае	8	2
88	в этом отношении	4	2
89	что же касается	3	2
90	как раз и	2	2
91	в основе своей	1	2
92	ни о каком	2	2
93	быть не может	1	1
94	что он не	1	1
95	своем месте мы	1	1
96	д таким образом	1	1
97	и имен и	1	1
98	что необходимо для	1	1
99	и у нас	1	1
100	вещи и явления	1	1
101	между ними в	1	1
102	отождествление себя с	1	1
103	на себя и	1	1
104	от них и	1	1
105	ничего не было	1	1
106	как будто бы	1	1
107	– только одна	1	1
108	себя с ним	1	1
109	что она не	1	1
110	том что это	1	1
111	точка зрения на	2	1
112	и думаю что	1	1
113	и прежде всего	7	1
114	можем ли мы	1	1
115	прежде всего на	1	1
116	и только в	1	1
117	т д таким	1	1
118	только одна из	1	1
119	и может быть	2	1
120	но и в	1	1
121	одна из основных	1	1
122	как мы знаем	1	1
123	в данный момент	1	1
124	на все лады	2	1
125	то что как	1	1
126	только в свете	1	1
127	ничего не говорит	1	1
128	ними уже не	1	1
129	ровно ничего что	1	1
130	имеется в виду	1	1
131	для него не	1	1
132	и потому со	1	1
133	то или иное	2	1
134	ее – не	1	1
135	ни в какой	2	1
136	и вот это	1	1
137	однако и здесь	1	1
138	один и тот	3	1
139	сама с собою	1	1
140	и со стороны	1	1
141	и вот когда	1	1
142	с другой –	2	1
143	и мыслим и	1	1
144	– одна из	1	1
145	в себе и	1	1
146	в себе то	1	1
147	в общую систему	1	1
148	оставаясь на почве	1	1
149	оно и есть	1	1
150	в коем случае	1	1
151	и в нем	1	1
152	и не было	1	1
153	и пр но	1	1
154	даже не пытается	1	1
155	отличает его от	1	1
156	нам не дает	1	1
157	динамика и ее	1	1
158	но мы не	2	1
159	того что мы	1	1
160	и тот же	3	1
161	что и в	2	1
162	была бы совершенно	1	1
163	на вопрос о	1	1
164	ничего сказать не	1	1
165	не нуждается в	1	1
166	говорит о том	1	1
167	нам судить о	1	1
168	надо было бы	1	1
169	и пр и	2	1
170	личности а не	1	1
171	случае не может	1	1
172	и один из	1	1
173	же как он	1	1
174	не было бы	1	1
175	внутренней и внешней	3	1
176	видим таким образом	1	1
177	что бы то	1	1
178	точки зрения строгой	1	1
179	это – только	2	1
180	– не только	1	1
181	до сих пор	3	1
182	на основе этих	1	1
183	каких бы то	1	1
184	но и все	1	1
185	сказать не может	2	1
186	и быть не	1	1
187	для того что	1	1
188	таким образом и	1	1
189	другими словами –	1	1
190	смысле этого слова	1	1
191	ни в коем	1	1
192	прежде всего к	3	1
193	таким образом что	1	1
194	что все эти	3	1
195	не может в	1	1
196	по меньшей мере	2	1
197	мы не знаем	1	1
198	как мы видим	1	1
199	один из основных	1	1
200	в истории философии	1	1
201	между ними существует	1	1
202	только потому что	1	1
203	быть и речи	3	1
204	это уже не	1	1
205	не подозревает о	1	1
206	потому что оно	1	1
207	в этом случае	1	1
208	мы видим таким	1	1
209	он и не	1	1
210	что между ними	1	1
211	точки зрения этого	1	1
212	точки зрения его	1	1
213	но в то	3	1
214	может обойтись без	1	1
215	быть может наиболее	1	1
216	и следовательно вне	1	1
217	для него только	2	1
218	в зависимости от	4	1
219	нею как и	1	1
220	не может обойтись	1	1
221	во всех видах	1	1
222	в своем месте	1	1
223	то же самое	2	1
224	но как раз	1	1
225	и все же	1	1
226	и не подозревает	2	1
227	– в этом	1	1
228	самом же деле	2	1
229	что с точки	1	1
230	то обстоятельство что	2	1
231	это выражение и	1	1
232	и что он	1	1
233	– об этом	1	1
234	на самом же	2	1
235	это – не	1	1
236	свой смысл и	1	1
237	на первый план	4	1
238	современной философии и	1	1
239	оно все же	1	1
240	если это не	1	1
241	от всех других	1	1
242	тот же основной	1	1
243	относится и к	1	1
244	является одним из	1	1
245	не то что	1	1
246	оно может быть	1	1
247	между ними уже	1	1
248	но так как	1	1
249	при таких условиях	1	1
250	тот или иной	1	1
251	ничто нам не	1	1
252	это было бы	1	1
253	или хотя бы	1	1
254	с большим трудом	1	1
255	еще ничего не	1	1
256	и не может	3	1
257	коем случае не	1	1
258	мы уже сказали	1	1
259	вовсе не в	2	1
260	а также и	2	1
261	и пр –	2	1
262	может быть и	6	1
