N	3gram	Vygotskiy_	StatiiOP
307	к ней и	1	1
308	не то что	3	1
309	не потому чтобы	1	1
310	в сцене с	1	1
311	мнение о том	1	1
312	но так как	1	1
313	мы имеем дело	1	1
314	которого ничего не	1	1
315	того чтобы показать	1	1
316	быть не может	1	1
317	что в то	1	1
318	и в речи	1	1
319	который видит в	1	1
320	то что было	1	1
321	сих пор не	1	1
322	оно отличается от	1	1
323	он попал в	1	1
324	той точки зрения	1	1
325	потому что для	1	1
326	даже там где	1	1
327	шекспира но и	2	1
328	исключительно для того	2	1
329	то что она	2	1
330	идет речь о	1	1
331	друг к другу	5	1
332	вместе с ним	1	1
333	тем что мы	1	1
334	на одной из	1	1
335	мысль о том	1	1
336	в значительной мере	1	1
337	а на самом	1	1
338	в каждой из	1	1
339	жить в этом	1	1
340	и что от	1	1
341	и может быть	2	1
342	пути своего героя	1	1
343	от того что	1	1
344	трагедии в ней	1	1
345	и едва ли	1	1
346	и говорит я	1	1
347	и именно в	2	1
348	что в трагедии	2	1
349	в поэзии не	1	1
350	и вовсе не	1	1
351	нам известна только	1	1
352	этой точки зрения	3	1
353	если бы искусство	1	1
354	не больше чем	2	1
355	самом деле не	1	1
356	на нее так	1	1
357	но дело в	1	1
358	в последней сцене	2	1
359	и в тех	1	1
360	внимание именно на	1	1
361	и той же	4	1
362	во внимание что	1	1
363	то что оно	2	1
364	именно то что	5	1
365	или вернее сказать	3	1
366	и что следовательно	2	1
367	смотреть как на	1	1
368	что с самого	2	1
369	мы приходим к	1	1
370	в этом письме	1	1
371	и для нас	3	1
372	что рядом с	1	1
373	здесь вообще нет	1	1
374	он может быть	2	1
375	и прямо противоположное	1	1
376	в узком смысле	1	1
377	но не из	1	1
378	в сущности говоря	8	1
379	как это кажется	1	1
380	которая существует между	3	1
381	и в частности	2	1
382	он делает в	1	1
383	приводит к тому	1	1
384	именно в этом	2	1
385	на них как	1	1
386	одно и то	3	1
387	что отношения между	1	1
388	это не может	1	1
389	в основе трагедии	2	1
390	что он просто	1	1
391	ближе к истине	1	1
392	ответ на этот	2	1
393	одной и той	4	1
394	том что именно	1	1
395	том смысле в	1	1
396	мы имеем здесь	1	1
397	что в подлиннике	1	1
398	них как на	1	1
399	именно в том	3	1
400	как на его	1	1
401	что он имел	1	1
402	внимание на тот	1	1
403	и что в	5	1
404	же как и	1	1
405	у него нет	1	1
406	с ним и	1	1
407	ведь и в	1	1
408	не могут быть	1	1
409	время чумы и	1	1
410	и в некоторых	1	1
411	и когда пушкин	2	1
412	жизни и смерти	1	1
413	те или иные	1	1
414	и все же	1	1
415	по мнению автора	1	1
416	в котором все	1	1
417	по его мнению	4	1
418	то что ему	3	1
419	как все это	1	1
420	как это делает	3	1
421	в трагедии совершенно	1	1
422	все это было	2	1
423	в том виде	1	1
424	и не только	1	1
425	но и ни	1	1
426	должен был бы	3	1
427	на протяжении трагедии	1	1
428	если бы оно	1	1
429	одной стороны он	2	1
430	как правильно говорит	1	1
431	ни в чем	1	1
432	потому что они	3	1
433	нам кажется что	2	1
434	же самое и	2	1
435	в каждом данном	1	1
436	ясно указано что	1	1
