N	2gram	Bakhtin_Pr	TeoriaLi
599	иной жизни	1	1
600	по своим	2	1
601	жизни между	1	1
602	своей собственной	1	1
603	на чужое	2	1
604	соответствии со	1	1
605	литературы является	1	1
606	даже сказать	1	1
607	определенных языковых	1	1
608	и заключается	2	1
609	всех его	3	1
610	в центральной	1	1
611	что достоевский	2	1
612	высказывания а	1	1
613	связана с	3	1
614	наконец в	3	1
615	определяющее значение	1	1
616	и поэтому	2	1
617	из жизни	1	1
618	платона и	2	1
619	героем и	1	1
620	не хороши	1	1
621	во многих	2	1
622	эти стороны	1	1
623	оно является	1	1
624	а через	1	1
625	самого процесса	1	1
626	существенное значение	3	1
627	определенную позицию	1	1
628	время в	2	1
629	обычно в	3	1
630	слова и	5	1
631	свое одиночество	1	1
632	положений и	3	1
633	прямой речи	1	1
634	с помощью	4	1
635	и теперь	1	1
636	жизни и	13	1
637	и вся	4	1
638	значение для	5	1
639	с эпохи	1	1
640	художественной прозы	7	1
641	не об	1	1
642	и ему	1	1
643	если нет	1	1
644	оценки и	1	1
645	в различных	1	1
646	художественной литературы	2	1
647	а между	3	1
648	в эпосе	1	1
649	в мир	1	1
650	целый ряд	1	1
651	и до	6	1
652	она по	1	1
653	смех это	2	1
654	не что	1	1
655	и внутренней	2	1
656	в истории	4	1
657	например для	1	1
658	от своей	2	1
659	еще один	1	1
660	каждый из	1	1
661	над собой	2	1
662	было и	1	1
663	жизни он	1	1
664	относительность всего	1	1
665	между людьми	5	1
666	второй половины	2	1
667	и себя	1	1
668	автора в	2	1
669	и формы	2	1
670	как следствие	1	1
671	на одну	1	1
672	принадлежащих к	1	1
673	прозы в	2	1
674	я думаю	1	1
675	к третьему	1	1
676	к ним	5	1
677	не становится	1	1
678	своими корнями	1	1
679	в комнате	1	1
680	отношений и	1	1
681	с самим	7	1
682	впервые в	3	1
683	ее не	1	1
684	на могиле	1	1
685	в сфере	1	1
686	она может	1	1
687	него не	1	1
688	затем в	2	1
689	духа и	1	1
690	той же	6	1
691	наиболее существенным	1	1
692	смысле не	2	1
693	за него	2	1
694	но именно	4	1
695	до конца	3	1
696	противопоставлены в	1	1
697	с нею	1	1
698	нести в	1	1
699	с этими	1	1
700	ибо жизнь	1	1
701	только во	1	1
702	с подлинным	1	1
703	в одной	4	1
704	взаимоотношений человека	1	1
705	раз и	2	1
706	отношения в	1	1
707	что все	3	1
708	к миру	2	1
709	в сознании	2	1
710	ивана карамазова	4	1
711	одна из	9	1
712	языка а	2	1
713	своей полноте	1	1
714	смысла не	1	1
715	рассказчика здесь	1	1
716	со словом	1	1
717	но если	4	1
718	здесь и	7	1
719	каким диалогическим	1	1
720	что даже	1	1
721	в отдельных	1	1
722	новый модус	1	1
723	к этим	1	1
724	друг друга	7	1
725	они могут	3	1
726	крайней мере	2	1
727	предмет речи	1	1
728	из них	7	1
729	характерно что	3	1
730	тот же	2	1
731	конечно с	1	1
732	характерные для	1	1
733	внимание и	1	1
734	друг другу	1	1
735	жанра в	3	1
736	своего развития	3	1
737	не входят	2	1
738	могли быть	2	1
739	и возможности	1	1
740	другими людьми	1	1
741	этого термина	1	1
742	себе самом	2	1
743	представить себе	1	1
744	этих моментов	1	1
745	слова так	1	1
746	не возникает	1	1
747	этом случае	1	1
748	его личности	1	1
749	в свое	4	1
750	литературе нового	2	1
751	к различным	1	1
752	или к	2	1
753	мы видим	2	1
754	в более	5	1
755	известные нам	1	1
756	от автора	2	1
757	тоже не	2	1
758	так как	12	1
759	она и	1	1
760	от его	1	1
761	что иное	1	1
762	они не	5	1
763	произведения как	1	1
764	героев в	1	1
765	после того	1	1
766	до минимума	3	1
767	на язык	4	1
768	в драме	1	1
769	должно быть	4	1
770	время и	3	1
771	несколько иной	1	1
772	его характера	3	1
773	данного высказывания	1	1
774	явлений жизни	1	1
775	обе эти	3	1
776	у каждого	1	1
777	веселую относительность	4	1
778	напротив в	1	1
779	не для	1	1
780	осмеяние и	1	1
781	речи как	2	1
782	второй план	1	1
783	мире в	1	1
784	жизни поэтому	1	1
785	читатель всегда	1	1
786	подчеркнуть что	4	1
787	себя самого	3	1
788	мы конечно	2	1
789	жанровые и	3	1
790	вбирает в	1	1
791	души и	1	1
792	и историческом	1	1
793	xix веке	3	1
794	романе достоевского	2	1
795	чем у	1	1
796	как у	5	1
797	и сама	1	1
798	и через	5	1
799	но был	1	1
800	первый момент	1	1
801	одновременно и	5	1
802	фамильярный контакт	3	1
803	произведения мы	1	1
804	целостности она	1	1
805	том под	1	1
806	из своих	3	1
807	сознания и	1	1
808	жизнь мою	1	1
809	пусть пусть	1	1
810	в широком	2	1
811	существенно отличается	1	1
812	по типу	2	1
813	на которой	2	1
814	слово в	5	1
815	наше внимание	1	1
816	переживания и	1	1
817	тому же	3	1
818	раз в	2	1
819	от своих	2	1
820	не была	2	1
821	ведь это	2	1
822	но с	2	1
823	в таких	1	1
824	ко второму	2	1
825	не было	5	1
826	века и	6	1
827	от друга	2	1
828	просто как	1	1
829	отношения являются	1	1
830	а о	1	1
831	и более	3	1
832	утрачивает свою	2	1
833	для других	2	1
834	исторической поэтики	4	1
835	перед необходимостью	1	1
836	углом они	1	1
837	и где	1	1
838	проблем и	1	1
839	но эта	2	1
840	на нее	1	1
841	же по	1	1
842	это еще	2	1
843	художественным осмыслением	1	1
844	по существу	7	1
845	и четвертая	1	1
846	позицию по	1	1
847	что не	1	1
848	такое слово	1	1
849	высказывания мы	1	1
850	xviii века	3	1
851	этого я	2	1
852	характерное для	2	1
853	между этими	2	1
854	стихи и	1	1
855	индивидуальности и	1	1
856	бы быть	1	1
857	и трагического	2	1
858	с той	1	1
859	и без	4	1
860	же оно	1	1
861	фольклора и	1	1
862	этот глубоко	1	1
863	всякое высказывание	2	1
864	провозглашает веселую	1	1
865	не подлежит	1	1
866	повести в	1	1
867	человек в	2	1
868	других в	2	1
869	на земле	14	1
870	большинстве случаев	9	1
871	не есть	1	1
872	рядом с	2	1
873	позиции в	1	1
874	жизнью в	2	1
875	сознания как	1	1
876	свою внешнюю	1	1
877	перед собой	1	1
878	ли не	1	1
879	как ее	1	1
880	от этого	1	1
881	в авторском	1	1
882	и со	1	1
883	того и	3	1
884	должно стать	1	1
885	в такой	1	1
886	знаком и	1	1
887	остановимся на	5	1
888	писателя в	1	1
889	связь со	1	1
890	его жизни	2	1
891	по его	1	1
892	в двух	3	1
893	и художественного	1	1
894	также весьма	1	1
895	лишь для	1	1
896	в условиях	7	1
897	нечто смешное	1	1
898	к вопросу	1	1
899	на его	4	1
900	их внешней	2	1
901	себе и	2	1
902	точек зрения	1	1
903	в каждой	1	1
904	единство и	2	1
905	на себе	1	1
906	и строго	2	1
907	особенно в	7	1
908	действительности и	2	1
909	и другого	2	1
910	связаны с	3	1
911	бы в	2	1
912	на них	2	1
913	следующей главе	1	1
914	людей в	2	1
915	же как	1	1
916	контакт между	1	1
917	и мир	1	1
918	словом или	1	1
919	на которую	1	1
920	остается в	2	1
921	в каждом	5	1
922	нее нет	1	1
923	чужой речи	2	1
924	здесь как	3	1
925	ему известную	1	1
926	этого писателя	1	1
927	прежде но	1	1
928	может иметь	1	1
929	человек как	1	1
930	вошел в	1	1
931	перед тем	1	1
932	только к	1	1
933	сознания а	1	1
934	жизнь и	3	1
935	как себя	1	1
936	раскрывается во	1	1
937	в своих	4	1
938	он ни	1	1
939	жизни я	1	1
940	утверждение о	1	1
941	жанровой традицией	1	1
942	каждом из	3	1
943	свое место	1	1
944	до нас	3	1
945	очень часто	4	1
946	зрения как	1	1
947	она не	4	1
948	воспринимаются как	1	1
949	эти два	3	1
950	князя с	1	1
951	не дает	3	1
952	не тот	1	1
953	ту же	2	1
954	я к	1	1
955	самом наличии	1	1
956	но всегда	1	1
957	мир как	1	1
958	нельзя не	1	1
959	как человек	2	1
960	на всех	1	1
961	жизненное содержание	1	1
962	прямо как	1	1
963	к жизненному	1	1
964	втором эпизоде	1	1
965	человека как	1	1
966	отношение между	1	1
967	так что	1	1
968	логическое отношение	1	1
969	себя внимание	2	1
970	и помимо	1	1
971	отделен от	1	1
972	в развитии	5	1
973	например слова	1	1
974	к собственному	1	1
975	именно потому	1	1
976	и может	1	1
977	с высокой	1	1
978	европейской художественной	2	1
979	оно и	2	1
980	что касается	2	1
981	а по	1	1
982	образа в	1	1
983	и их	6	1
984	его смысла	1	1
985	существенное для	1	1
986	они сопоставлены	1	1
987	идей образов	1	1
988	в последние	1	1
989	главного героя	2	1
990	это была	2	1
991	можно было	2	1
992	отношений между	2	1
993	др в	3	1
994	но только	2	1
995	в европейском	1	1
996	карнавального смеха	2	1
997	является одним	2	1
998	рассказчиком в	1	1
999	но дело	1	1
1000	стороны и	1	1
1001	только люди	2	1
1002	в смерти	2	1
1003	свобода и	1	1
1004	лежат в	1	1
1005	и жизни	3	1
1006	в xix	3	1
1007	также и	5	1
1008	этих случаях	1	1
1009	у нее	1	1
1010	как один	1	1
1011	в новое	4	1
1012	не совпадает	1	1
1013	этом не	2	1
1014	над собою	2	1
1015	на это	1	1
1016	иного типа	1	1
1017	было бы	6	1
1018	дает ему	1	1
1019	под каким	1	1
1020	двуголосого слова	1	1
1021	но без	1	1
1022	же самое	1	1
1023	вступают в	3	1
1024	он в	2	1
1025	и быстрых	1	1
1026	так называемый	1	1
1027	как мы	12	1
1028	жизни не	2	1
1029	одного из	1	1
1030	в литературном	1	1
1031	указывает на	2	1
1032	что для	1	1
1033	его как	3	1
1034	в зависимости	3	1
1035	подход к	1	1
1036	великий мастер	1	1
1037	которые в	3	1
1038	когда они	1	1
1039	речевых характеристик	1	1
1040	но прежде	1	1
1041	этом и	1	1
1042	обратимся к	1	1
1043	особое отношение	1	1
1044	может показаться	1	1
1045	и от	4	1
1046	и есть	1	1
1047	наличии определенных	1	1
1048	самой природы	1	1
1049	здесь также	2	1
1050	бытия и	5	1
1051	как высшей	1	1
1052	всю жизнь	1	1
1053	ударом топора	1	1
1054	и поступки	1	1
1055	из его	1	1
1056	собственного сознания	1	1
1057	речи именно	1	1
1058	иной раз	1	1
1059	чаще всего	1	1
1060	для построения	2	1
1061	вольный фамильярный	2	1
1062	на то	2	1
1063	себе самому	7	1
1064	героя но	2	1
1065	нуждается в	1	1
1066	вот он	1	1
1067	образ его	1	1
1068	степени и	1	1
1069	и глубокий	1	1
1070	авторского замысла	1	1
1071	отрешиться от	1	1
1072	независимо от	1	1
1073	условность и	1	1
1074	в него	4	1
1075	для этого	2	1
1076	таким же	1	1
1077	другого сознания	1	1
1078	диалогической природы	2	1
1079	нет не	1	1
1080	суда над	2	1
1081	продуктивной для	1	1
1082	именно это	1	1
1083	и совершенно	3	1
1084	подходу к	1	1
1085	или точнее	2	1
1086	каждого из	2	1
1087	проблема взаимоотношений	1	1
1088	в известной	3	1
1089	есть не	1	1
1090	образов и	7	1
1091	кажется что	3	1
1092	иное как	1	1
1093	совершается в	2	1
1094	чем выше	1	1
1095	более того	9	1
1096	как другая	1	1
1097	котором он	2	1
