N	3gram	Vygotskiy_	FransuaR
300	и могут быть	1	1
301	в свете нового	1	1
302	и том же	3	1
303	в виду только	1	1
304	и во всяком	1	1
305	не раньше чем	1	1
306	и в силу	1	1
307	в силу того	6	1
308	эта тенденция к	1	1
309	мы видим в	3	1
310	одна из основных	1	1
311	ко всем его	1	1
312	как и для	1	1
313	он не может	1	1
314	непосредственной связи с	1	1
315	вообще не знает	1	1
316	его только в	1	1
317	в одном отношении	1	1
318	и во второй	1	1
319	но не просто	1	1
320	из основных особенностей	1	1
321	от друга в	1	1
322	где они будут	2	1
323	своей будущей жене	1	1
324	слова и мысли	1	1
325	один из важнейших	1	1
326	в неразрывной связи	1	1
327	основе ее лежит	1	1
328	у нас и	1	1
329	тем более что	1	1
330	нашем примере это	1	1
331	в одном случае	2	1
332	одном и том	3	1
333	не в меньшей	1	1
334	чем у нас	1	1
335	есть в этом	2	1
336	этого процесса мы	1	1
337	в свете этих	1	1
338	мы стремились показать	2	1
339	так же точно	6	1
340	всей нашей работы	1	1
341	в нашем же	1	1
342	в своем развитии	1	1
343	по самому своему	1	1
344	с которым мы	1	1
345	включающее в себя	1	1
346	в первую очередь	3	1
347	и что в	1	1
348	том что они	2	1
349	с тем что	1	1
350	и в устной	2	1
351	что вместе с	1	1
352	дистанция между ними	1	1
353	она не имеет	1	1
354	то что мы	3	1
355	себе и в	1	1
356	конечно не только	1	1
357	что у нее	3	1
358	из первых мест	1	1
359	что в этом	2	1
360	того чтобы показать	1	1
361	ведь то что	1	1
362	есть вовсе не	1	1
363	этого нет и	1	1
364	как и всей	1	1
365	что он не	1	1
366	они входят в	1	1
367	и в своей	1	1
368	он полагает что	1	1
369	устной речи и	1	1
370	если мы обратимся	1	1
371	на высшей ступени	1	1
372	нашего исследования является	1	1
373	он может и	1	1
374	он как и	1	1
375	неразрывной связи с	1	1
376	с другими предметами	1	1
377	бы он ни	1	1
378	связанное с ним	1	1
379	речи так как	1	1
380	первый план выдвигается	1	1
381	и в соответствии	1	1
382	и всех других	1	1
383	во всей их	1	1
384	тот момент когда	1	1
385	есть то что	1	1
386	к слову и	1	1
387	оно может быть	1	1
388	как таковое и	1	1
389	ту же самую	1	1
390	и в любой	1	1
391	таким образом не	1	1
392	и в меньшей	2	1
393	еще раз что	1	1
394	она должна была	1	1
395	обстоит дело с	1	1
396	с ним непосредственно	1	1
397	независимо от того	1	1
398	в котором он	1	1
399	стороны и с	1	1
400	из этих двух	1	1
401	тем не менее	4	1
402	в силу своей	1	1
403	точки зрения тех	1	1
404	выражение и в	1	1
405	свое особое отношение	1	1
406	все это черты	1	1
407	на вопрос о	1	1
408	содержат в себе	4	1
409	несет на себе	1	1
410	в чем дело	3	1
411	силу того что	6	1
412	в основе ее	1	1
413	то же слово	1	1
414	а и в	1	1
415	оказываются у него	1	1
416	не чем иным	2	1
417	значение в истории	1	1
418	остается вне поля	1	1
419	что все эти	1	1
420	и их сочетаний	1	1
421	в зависимости от	6	1
422	же в них	1	1
423	мы будем исходить	1	1
424	как и всякий	1	1
425	слова таким образом	1	1
426	само по себе	1	1
427	если бы мы	1	1
428	жизнь и жизнь	1	1
429	как бы он	1	1
430	а потому что	1	1
431	сказать что внутренняя	1	1
432	во всей своей	1	1
433	не может стать	1	1
434	не только о	1	1
435	это означает что	1	1
436	здесь мы видим	1	1
437	с величайшим трудом	1	1
438	состоит в том	3	1
439	по себе и	1	1
440	том что она	2	1
441	в высшей степени	1	1
442	поэтому мы и	2	1
443	для своего обозначения	1	1
444	тем что она	1	1
445	речью в этом	1	1
446	мы видим из	3	1
447	в свете этого	2	1
448	это в свою	1	1
449	том что оно	3	1
450	и в современной	1	1
451	и находит свое	1	1
452	тем что он	1	1
453	никакой роли в	1	1
454	того чтобы получить	1	1
455	неразрывно связана с	1	1
456	котором рассказывается как	1	1
457	который в свою	1	1
458	в том и	3	1
459	по аналогии с	1	1
460	упоминали выше и	1	1
461	момент во всяком	1	1
462	но не могли	1	1
463	и не видит	1	1
464	приводит к ряду	1	1
465	никак не мог	1	1
466	в какой мере	2	1
467	на то что	5	1
468	со словом и	1	1
469	мужского и женского	1	1
470	то новое и	1	1
471	от того что	2	1
472	было представление о	2	1
473	там где они	2	1
474	только к чисто	1	1
475	которые господствуют в	2	1
476	только после того	1	1
477	и в конце	2	1
478	мы обратимся к	1	1
479	уже говорили выше	1	1
480	один из моментов	1	1
481	его начала и	1	1
482	на некоторое время	1	1
483	одно из первых	1	1
484	на этой стадии	2	1
485	он мог бы	2	1
486	не в состоянии	1	1
487	при этом совершенно	1	1
488	по своему значению	3	1
489	таким образом является	1	1
490	так как оно	1	1
491	вопрос о том	1	1
492	форм только в	1	1
493	что ему нужно	2	1
494	которое мы встречаем	1	1
495	к объяснению этого	1	1
496	из них для	1	1
497	том что новая	1	1
498	одно из самых	1	1
499	в сущности за	1	1
500	а только в	1	1
501	что он это	1	1
502	их нельзя было	1	1
503	возможности объединения в	1	1
504	одно и то	3	1
505	в лучшем случае	3	1
506	отношение к объекту	2	1
507	и то же	3	1
508	и в развитии	1	1
509	и притом в	1	1
510	и ничего не	1	1
511	мы упоминали выше	1	1
512	только потому что	3	1
513	по нашему мнению	1	1
514	речь идет о	1	1
515	в этом примере	2	1
516	до конца и	1	1
517	иначе чем это	1	1
518	так что в	2	1
519	есть прежде всего	1	1
520	у нас на	1	1
521	не менее важным	1	1
522	и является в	2	1
523	в своем собственном	1	1
524	что он позволяет	1	1
525	к этим вопросам	1	1
526	того факта что	1	1
527	стороны и все	1	1
528	в этой сфере	1	1
529	но только не	1	1
530	в которой он	2	1
531	но не для	2	1
532	на этом же	1	1
533	в гораздо большей	1	1
534	что еще в	1	1
535	соединение в одном	1	1
536	себе представить чтобы	1	1
537	в этой области	2	1
538	сих пор мы	1	1
539	может быть никакой	1	1
540	то время как	7	1
541	и границы между	1	1
542	вещи и ее	1	1
