N	3gram	Losev_Dial	Formalny
112	в пределах одной	1	2
113	тем или другим	3	2
114	в последнее время	2	2
115	на первом плане	1	2
116	и пр в	2	2
117	что это не	3	2
118	в таком случае	11	2
119	из того что	2	2
120	даже и не	3	2
121	и в том	1	2
122	может быть только	1	2
123	может и не	1	2
124	то что именно	1	2
125	лишь тогда когда	1	2
126	к нему и	1	2
127	спрашивается что же	1	2
128	при всем этом	1	2
129	именно в этом	1	2
130	зависимости от характера	1	2
131	как это было	1	2
132	данной эпохи и	1	2
133	выйти за пределы	2	2
134	в это время	1	2
135	имеем в виду	1	2
136	не может и	1	2
137	этой точки зрения	4	2
138	как и в	3	2
139	от того что	4	2
140	можно говорить лишь	1	2
141	и тех же	2	2
142	мы приходим к	1	2
143	но что же	1	2
144	не говоря уже	6	2
145	со всех сторон	1	2
146	в других областях	1	2
147	вовсе не есть	5	2
148	не только в	1	2
149	так же как	2	2
150	мы имеем в	1	2
151	ни в каких	1	2
152	следовательно и в	1	2
153	в виду что	2	2
154	же как мы	1	2
155	что в нем	1	2
156	conditio sine qua	1	2
157	тем что оно	2	2
158	что же такое	3	2
159	дело не в	1	2
160	что и в	1	2
161	должна быть и	2	2
162	ни в чем	2	2
163	тот или иной	2	2
164	он был бы	1	2
165	то что так	1	1
166	тело и не	1	1
167	никак не могут	1	1
168	д таким образом	1	1
169	он может и	1	1
170	тем более не	2	1
171	время никогда не	1	1
172	и как бы	2	1
173	имели в виду	1	1
174	заключается именно в	1	1
175	в вещах и	1	1
176	во-первых с точки	1	1
177	о котором мы	1	1
178	событие как таковое	2	1
179	во все стороны	1	1
180	что в ней	1	1
181	ней и в	1	1
182	том отношении что	1	1
183	лежать в основе	1	1
184	потому она не	1	1
185	которые могут быть	1	1
186	по сравнению с	1	1
187	не в этом	1	1
188	она должна быть	1	1
189	не значит еще	1	1
190	что оно не	1	1
191	не дают себе	1	1
192	к своему месту	1	1
193	если же они	1	1
194	т е он	2	1
195	он и не	1	1
196	он не может	3	1
197	теперь мы можем	1	1
198	не значит что	2	1
199	в коем случае	4	1
200	в учении о	1	1
201	и во всех	1	1
202	мы еще не	1	1
203	т е от	1	1
204	и должен быть	1	1
205	жизни того или	1	1
206	таковой т е	1	1
207	то что они	1	1
208	вполне совпадает с	1	1
209	в этом его	1	1
210	имеет никакого отношения	3	1
211	его отличии от	1	1
212	но они не	2	1
213	не состоит из	1	1
214	т е таких	1	1
215	только при условии	1	1
216	и то же	2	1
217	в котором действительно	1	1
218	тем что его	1	1
219	и здесь в	1	1
220	а кроме того	1	1
221	друг на друга	1	1
222	ничего не говорят	3	1
223	это не значит	1	1
224	говорить как о	1	1
225	случае не может	1	1
226	на эти вопросы	1	1
227	в силу этого	3	1
228	быть во что	1	1
229	стороны и на	1	1
230	даже и на	1	1
231	с этой стороны	1	1
232	в общий процесс	1	1
233	жизни вовсе не	1	1
234	может и должен	1	1
235	это конечно не	1	1
236	это нисколько не	1	1
237	когда говорят о	1	1
238	это не просто	1	1
239	мир т е	1	1
240	и вместе с	1	1
241	т е это	1	1
242	в нем нет	2	1
243	в чем не	1	1
244	но если бы	1	1
245	а потому что	1	1
246	все это учение	1	1
247	и никогда не	1	1
248	по себе не	1	1
249	до тех пор	1	1
250	таким образом есть	1	1
251	если бы идея	1	1
252	и возможно что	1	1
253	есть не что	3	1
254	что мы мыслим	1	1
255	что в основе	1	1
256	чем иным как	1	1
257	прежде всего это	2	1
258	неизменным в течение	1	1
259	тогда было бы	1	1
260	прежде всего чисто	1	1
261	но в особенности	1	1
262	не может не	3	1
263	возникает вопрос о	1	1
264	если она есть	1	1
265	это даже не	1	1
266	оно не есть	1	1
267	все это не	2	1
268	это значит что	25	1
269	и пр это	2	1
270	той или другой	1	1
271	эти факты и	1	1
272	но тогда и	1	1
273	как раз от	1	1
274	а не только	2	1
275	мы указали что	1	1
276	мы видим что	2	1
277	в чистом виде	1	1
278	которые сами по	1	1
279	же сколько и	1	1
280	она еще не	2	1
281	то что было	1	1
282	т е о	3	1
283	и тем не	2	1
284	за то что	1	1
285	еще не значит	1	1
286	если так то	3	1
287	т е не	4	1
288	к этому понятию	1	1
289	той или иной	2	1
290	это может быть	1	1
291	и к ней	1	1
292	оценивается с точки	2	1
293	это и понятно	1	1
294	именно в ней	1	1
295	в этом заключается	1	1
296	т д таким	1	1
297	на то что	3	1
298	но и помимо	1	1
299	ни в каком	8	1
300	а вместе с	1	1
301	и может быть	1	1
302	его именно так	1	1
303	же как раз	1	1
304	в чем же	2	1
305	не имеет никакого	3	1
306	и в особенности	1	1
307	может быть даже	1	1
308	столько же сколько	1	1
309	то оно не	1	1
310	о том что	6	1
311	тогда когда ему	1	1
312	ясно что это	2	1
313	а иногда и	1	1
314	эта точка зрения	1	1
315	по крайней мере	10	1
316	ту или иную	1	1
317	тот факт что	1	1
318	т е что	8	1
319	а следовательно и	1	1
320	нельзя остановиться на	1	1
321	можно сказать что	1	1
322	и даже в	1	1
323	и той же	4	1
324	одной из них	1	1
325	но никак не	1	1
326	но и все	1	1
327	а все остальное	1	1
328	в то время	6	1
329	новых точек зрения	1	1
330	от чего не	5	1
331	зависит от того	1	1
332	что не есть	3	1
333	т е об	1	1
334	он не есть	1	1
335	это и случилось	1	1
336	хотя и не	2	1
337	вопреки всякой логике	1	1
338	как на общую	1	1
339	не было бы	1	1
340	за пределы этой	1	1
341	истории и не	1	1
342	не чем иным	1	1
343	вопрос в том	1	1
344	провести между ними	1	1
345	если оно не	1	1
346	в мифе и	1	1
347	другой стороны в	1	1
348	не что иное	6	1
349	с той или	1	1
350	что иное как	6	1
351	ни в коем	4	1
352	не обязательна но	1	1
353	что он есть	4	1
354	одно и то	2	1
355	не тем что	1	1
356	что он просто	1	1
357	sine qua non	1	1
358	одной и той	4	1
359	заключается в том	1	1
360	мы можем считать	1	1
361	в душе и	1	1
362	только потому что	1	1
363	как одна из	1	1
364	никакого отношения к	3	1
365	рассматривать с точки	1	1
366	во всей его	1	1
367	материальных вещах и	1	1
368	не менее в	1	1
369	что каждый из	1	1
370	е таких которые	1	1
371	но так как	1	1
372	и все в	1	1
373	и при этом	2	1
374	в том отношении	1	1
375	самом деле что	2	1
376	и случилось с	1	1
377	и что в	1	1
378	же как и	1	1
379	т е они	1	1
380	как особого рода	2	1
381	его все равно	1	1
382	к истории не	2	1
383	том что они	1	1
384	ничего не объясняет	1	1
385	в самостоятельный и	1	1
386	в таком виде	1	1
387	не меньше чем	1	1
388	то в нем	1	1
389	как таковая совершенно	1	1
390	все равно что	1	1
391	та или иная	3	1
392	воли и чувства	1	1
393	вовсе нет а	1	1
394	хотя бы только	2	1
395	сюда же относятся	1	1
396	не больше чем	2	1
397	вопрос о том	1	1
398	коем случае не	4	1
399	литература но и	1	1
400	это и есть	4	1
401	в основе их	1	1
402	очень много но	1	1
403	этот закон может	1	1
404	если представить себе	1	1
405	и как это	1	1
