N	2gram	Vinokur_St	Vvedenie
210	еще не	4	4
211	не имеет	5	4
212	времени и	4	4
213	в каждом	3	4
214	еще и	5	4
215	как о	2	4
216	от характера	1	4
217	даже и	2	4
218	одной стороны	2	4
219	эти науки	2	4
220	по сравнению	1	4
221	это только	1	4
222	не признать	1	4
223	е в	3	4
224	в чисто	2	4
225	по отношению	3	4
226	мы имеем	2	4
227	не вполне	1	4
228	отличие от	1	4
229	в и	143	4
230	истории и	2	4
231	в отличие	1	4
232	в тексте	12	4
233	крайней мере	2	4
234	можно сказать	2	4
235	той же	5	4
236	отношению к	3	4
237	одной из	4	4
238	в области	16	4
239	наук и	1	4
240	только с	4	4
241	и для	4	4
242	и обратно	1	4
243	из них	11	4
244	прямом смысле	2	4
245	своего рода	7	3
246	истории литературы	2	3
247	и к	5	3
248	в свое	3	3
249	с этим	6	3
250	история литературы	2	3
251	что с	4	3
252	можно говорить	1	3
253	и здесь	2	3
254	и на	7	3
255	например что	1	3
256	этой области	5	3
257	того как	8	3
258	и вот	1	3
259	на том	1	3
260	такого рода	2	3
261	именно как	1	3
262	при этом	4	3
263	что это	5	3
264	в сущности	2	3
265	говорит о	5	3
266	из которых	1	3
267	не как	2	3
268	что собственно	1	3
269	но что	2	3
270	в отношении	11	3
271	в этих	5	3
272	научной работы	4	3
273	чем в	3	3
274	связи с	3	3
275	текста и	1	3
276	материал для	6	3
277	если бы	11	3
278	и сам	4	3
279	а также	4	3
280	том отношении	4	3
281	в очень	4	3
282	мы говорим	1	3
283	во внимание	2	3
284	за собой	1	3
285	в конце	5	3
286	вообще не	5	3
287	вряд ли	8	3
288	одновременно и	1	3
289	как в	15	3
290	с историей	2	3
291	другое дело	3	3
292	нечто цельное	1	3
293	половины xix	1	3
294	и теми	1	3
295	нисколько не	3	3
296	между ними	1	3
297	зависимости от	2	3
298	в известном	3	3
299	в каком	4	3
300	есть еще	1	3
301	понимать в	1	3
302	той или	1	3
303	свое время	3	3
304	с русской	1	3
305	литературы в	1	3
306	на дело	1	3
307	науки но	1	3
308	чем же	1	3
309	бы и	4	3
310	от себя	1	3
311	и других	1	3
312	все эти	7	3
313	то это	3	3
314	и есть	1	3
315	язык и	1	3
316	на этом	1	3
317	свое выражение	2	3
318	до нас	1	3
319	стороны и	1	3
320	так называемой	2	3
321	что же	6	3
322	в значительной	2	3
323	входит в	1	3
324	же как	5	3
325	так чтобы	1	3
326	в работе	1	3
327	в другом	5	3
328	совсем не	3	3
329	второй половины	1	3
330	этой работы	2	3
331	в ней	9	3
332	вот почему	1	3
333	времени в	1	3
334	или же	3	3
335	и тогда	2	3
336	и уже	3	3
337	во второй	10	3
338	в слове	5	3
339	в частности	6	3
340	уже после	3	3
341	со всей	1	3
342	только на	1	3
343	не с	1	3
344	отношений между	3	3
345	в этой	13	3
346	в начале	5	3
347	но дело	1	3
348	не следует	1	3
349	того же	4	3
350	от того	1	3
351	так же	7	3
352	при помощи	4	3
353	и наоборот	1	3
354	этому поводу	4	3
355	читать и	1	3
356	отчет в	1	3
357	и той	1	3
358	же только	1	3
359	работы в	3	3
360	отношение к	3	3
361	известном смысле	1	3
362	однако в	1	3
363	ответа на	2	3
364	на нее	3	3
365	только по	1	3
366	до конца	4	3
367	в своем	8	3
368	в текстах	1	3
369	по этому	5	3
370	в зависимости	2	3
371	или иной	1	3
372	и вообще	5	3
373	что она	5	3
374	отношении что	2	3
375	одна из	1	3
376	как будто	5	3
377	здесь не	1	3
378	он сам	1	3
379	к этому	4	3
380	нуждается в	2	3
381	для которых	3	3
382	для этого	2	3
383	смысле как	1	3
384	раньше чем	4	3
385	гораздо более	5	3
386	к нему	2	3
387	никогда не	7	3
388	или иным	3	2
389	наукой и	1	2
390	при жизни	2	2
391	с которыми	3	2
392	ближе к	1	2
393	так и	15	2
394	должна была	6	2
395	и другие	3	2
396	что они	9	2
397	данном отношении	6	2
398	во втором	5	2
399	в содержании	1	2
400	что оно	4	2
401	говоря уже	2	2
402	на протяжении	1	2
403	после того	5	2
404	впечатление на	1	2
405	ни с	3	2
406	и сейчас	6	2
407	и методологии	1	2
408	второй половине	1	2
409	в печати	8	2
410	должна быть	3	2
411	мы не	3	2
412	это науки	1	2
413	с полной	2	2
414	время в	1	2
415	обратить внимание	4	2
416	и далее	1	2
417	несмотря на	4	2
418	из того	2	2
419	и историческими	1	2
420	ни к	1	2
421	о них	3	2
422	и ранее	1	2
423	он и	1	2
424	или нет	1	2
425	которой в	3	2
426	и из	1	2
427	сам по	1	2
428	какой бы	1	2
429	нашего времени	1	2
430	а затем	1	2
431	о которой	3	2
432	время не	1	2
433	иначе но	1	2
434	него в	1	2
435	себя в	1	2
436	для них	2	2
437	не столько	6	2
438	критики и	2	2
439	когда говорил	1	2
440	у нас	12	2
441	целом ряде	1	2
442	них и	2	2
443	однако с	1	2
444	к самой	1	2
445	к тексту	1	2
446	такого же	1	2
447	в таких	1	2
448	в своих	2	2
449	не было	7	2
450	что нет	2	2
451	а во-вторых	2	2
452	что к	1	2
453	и с	6	2
454	с ней	1	2
455	по их	1	2
456	каким образом	1	2
457	будто бы	4	2
458	изложения и	1	2
459	исторической действительности	1	2
460	которое в	1	2
461	это еще	1	2
462	значение в	1	2
463	виде в	2	2
464	меньшей мере	3	2
465	по существу	3	2
466	гораздо ближе	1	2
467	с теми	1	2
468	как увидим	1	2
469	и всего	1	2
470	жизни и	6	2
471	случае дело	1	2
472	например в	8	2
473	тому что	8	2
474	в ряде	1	2
475	случае не	3	2
476	в наиболее	1	2
477	эта традиция	1	2
478	чтобы можно	2	2
479	одно дело	2	2
480	и без	4	2
481	и творчества	2	2
482	следует понимать	1	2
483	в соответствии	1	2
484	е не	2	2
485	исторического исследования	1	2
486	выражение в	2	2
487	и так	3	2
488	другом месте	2	2
489	есть только	2	2
490	том смысле	4	2
491	в ряду	1	2
492	языка на	1	2
493	к своему	3	2
494	и при	1	2
495	языка но	1	2
496	к какому	1	2
497	тем или	3	2
498	по тем	1	2
499	по его	5	2
500	о которых	3	2
501	не до	2	2
502	же касается	3	2
503	но уже	1	2
504	он выражается	1	2
505	себе и	1	2
506	в каждой	1	2
507	разумеется с	1	2
508	могло бы	3	2
509	дело что	2	2
510	не иначе	1	2
511	если таким	1	2
512	и те	4	2
513	казалось бы	1	2
514	которые были	1	2
515	во всех	8	2
516	этих двух	4	2
517	сам же	1	2
518	не говоря	2	2
519	действительности в	1	2
520	и потому	3	2
521	которые не	3	2
522	но как	1	2
523	мы можем	1	2
524	а с	6	2
525	не существует	4	2
526	более широком	1	2
527	принять во	1	2
528	а если	2	2
529	не могли	1	2
530	можно считать	2	2
531	бы с	1	2
532	что мы	5	2
533	когда мы	1	2
534	что каждая	1	2
535	само собой	1	2
536	этой традиции	1	2
537	но которая	1	2
538	одно целое	1	2
539	в нечто	1	2
540	так называемая	3	2
541	ничего не	6	2
542	к отдельным	1	2
543	чтобы он	1	2
544	задний план	3	2
545	доказывать что	2	2
546	д в	1	2
547	художественных произведений	1	2
548	так называемую	1	2
549	в разной	1	2
550	только так	1	2
551	на такие	1	2
552	из его	3	2
553	у них	1	2
554	еще раз	1	2
555	будет в	1	2
556	быть и	2	2
557	не мог	3	2
558	из таких	2	2
559	именно на	1	2
560	но зато	1	2
561	в прошлом	1	2
562	от которых	1	2
563	разные и	1	2
564	отношении к	3	2
565	речь идет	6	2
566	хотя в	2	2
567	точно так	2	2
568	в тех	5	2
569	в форме	2	2
570	вообще в	1	2
571	а между	2	2
572	факт что	6	2
573	внимания к	1	2
574	начале xix	1	2
575	и до	2	2
576	этой стороны	1	2
577	не место	1	2
578	ее отношении	1	2
579	тогда как	1	2
580	это может	1	2
581	в обоих	2	2
582	каждый из	1	2
583	литературы и	3	2
584	до того	4	2
585	общей филологической	1	2
586	она была	2	2
587	нечто целое	1	2
588	таким путем	2	2
589	ко времени	2	2
590	искусства и	1	2
591	что здесь	2	2
592	одно и	1	2
593	языка не	2	2
594	соответствии с	1	2
595	если это	3	2
596	к числу	3	2
597	мы называем	1	2
598	отсюда и	1	2
599	рукописи и	2	2
600	мог бы	1	2
601	и др	1	2
602	из истории	3	2
603	это делает	1	2
604	с соответствующими	1	2
605	в основу	5	2
606	литературе не	1	2
607	на вещи	1	2
608	том же	3	2
609	этих наук	1	2
610	тем более	4	2
611	мы теперь	1	2
612	иной раз	1	2
613	языка а	1	2
614	всего к	1	2
615	что именно	2	2
616	на то	5	2
617	только после	1	2
618	по меньшей	3	2
619	же это	3	2
620	это в	4	2
621	в идеале	1	2
622	на котором	1	2
623	этого слова	2	2
624	но это	9	2
625	конце концов	2	2
626	на тему	2	2
627	бы в	2	2
628	и совершенно	1	2
629	по истории	2	2
630	только о	1	2
631	в число	1	2
632	на рубеже	1	2
633	не к	2	2
634	сомнений в	3	2
635	он написан	1	2
636	котором он	2	2
637	можно только	1	2
638	не выдерживает	1	1
639	литературного языка	1	1
640	в сумме	1	1
641	материальной организации	1	1
642	пунктом в	1	1
643	вырастать в	1	1
644	что было	3	1
645	все в	2	1
646	к рукописи	1	1
647	русской истории	3	1
648	были бы	2	1
649	иначе говоря	1	1
650	хотя сам	1	1
651	то в	3	1
652	от прежнего	1	1
653	для начала	1	1
654	новый и	1	1
655	чтобы выяснить	1	1
656	истории русского	1	1
657	действительно ли	1	1
658	все что	1	1
659	понимать что	1	1
660	их достоинства	1	1
661	этот термин	1	1
662	ответов на	1	1
663	которая должна	2	1
664	существует больше	1	1
665	то очевидно	2	1
666	вся разница	1	1
667	в настоящем	1	1
668	разной мере	1	1
669	все здесь	1	1
670	е с	3	1
671	известную долю	1	1
672	против этой	1	1
673	ясного и	1	1
674	которое с	1	1
675	знакомый с	2	1
676	смысле что	2	1
677	тему о	2	1
678	и очень	5	1
679	означает будто	1	1
680	ii но	3	1
681	народа в	1	1
682	от его	2	1
683	они не	2	1
684	может не	2	1
685	поворотным пунктом	1	1
686	различие между	1	1
687	для каждой	1	1
688	своим источником	1	1
689	по тому	1	1
690	в момент	1	1
691	бы то	2	1
692	известно что	2	1
693	на язык	1	1
694	до уровня	1	1
695	к одной	1	1
696	нужно было	2	1
697	которая в	1	1
698	время и	1	1
699	в примечаниях	1	1
700	с известным	1	1
701	большое впечатление	2	1
702	именно так	1	1
703	как к	3	1
704	за исключением	1	1
705	которые он	1	1
706	чем на	1	1
707	до него	3	1
708	том числе	3	1
709	текстов в	1	1
710	которых мы	1	1
711	с критикой	1	1
712	но еще	1	1
713	притом не	1	1
714	и имеет	1	1
715	для себя	3	1
716	сверх того	1	1
717	том каким	1	1
718	себе целью	4	1
719	в поисках	1	1
720	у каждого	1	1
721	отношения к	2	1
722	биография психология	1	1
723	еще более	5	1
724	однако и	2	1
725	объяснение в	1	1
726	неудивительно что	2	1
727	сомнений что	1	1
728	материала и	2	1
729	формы но	1	1
730	академии наук	3	1
731	новое и	1	1
732	для него	10	1
733	которых он	2	1
734	какими бы	1	1
735	ни было	1	1
736	находится у	1	1
737	нет такой	2	1
738	бы на	1	1
739	опираться на	1	1
740	а это	1	1
741	каким он	1	1
742	в пользу	5	1
743	кроме того	3	1
744	вникнуть в	1	1
745	имеем дело	2	1
746	что при	3	1
747	целого ряда	2	1
748	она стала	1	1
749	помимо всего	1	1
750	было не	3	1
751	в биографии	2	1
752	что так	3	1
753	в некоторых	3	1
754	которого он	1	1
755	по адресу	3	1
756	которая лежит	1	1
757	по праву	1	1
758	ее в	2	1
759	и говорить	1	1
760	и нужно	3	1
761	приступает к	1	1
762	для нас	7	1
763	критической обработки	1	1
764	и за	3	1
765	и этим	1	1
766	согласно которой	2	1
767	видеть в	1	1
768	разного рода	2	1
769	указание на	1	1
770	и принципиально	1	1
771	в культуре	1	1
772	заключается вовсе	1	1
773	многое в	1	1
774	при чем	6	1
775	слова в	1	1
776	и о	4	1
777	ранее не	1	1
778	примеров такого	1	1
779	а есть	1	1
780	на самом	8	1
781	на одной	1	1
782	или иную	1	1
783	здесь в	1	1
784	о пушкине	9	1
785	предисловии к	2	1
786	далее в	4	1
787	имел в	1	1
788	его от	1	1
789	имеют своим	1	1
790	на которой	2	1
791	точности соответствует	1	1
792	не больше	1	1
793	но одно	1	1
794	мог не	1	1
795	нет никакого	3	1
796	как своего	2	1
797	слова которыми	1	1
798	у него	3	1
799	но нужно	1	1
800	по словам	7	1
801	не на	3	1
802	российской академии	1	1
803	не выходя	1	1
804	мы находим	4	1
805	раз в	4	1
806	вполне естественно	1	1
807	его время	1	1
808	отношения между	1	1
809	письма к	2	1
810	работы и	1	1
811	что все	3	1
812	оно не	3	1
813	также в	2	1
814	как не	1	1
815	задач и	1	1
816	чтобы в	1	1
817	этого процесса	1	1
818	разнообразных сторон	1	1
819	если не	4	1
820	более или	2	1
821	что ни	2	1
822	в духе	2	1
823	но на	2	1
824	говорим о	1	1
825	но он	5	1
826	реальной действительности	1	1
827	нужно не	2	1
828	г и	3	1
829	о филологическом	1	1
830	на свой	2	1
831	или в	1	1
832	последовательной и	1	1
833	однако что	1	1
834	от своего	2	1
835	и можно	2	1
836	ставит себе	4	1
837	на которое	2	1
838	жизнь в	1	1
839	что его	1	1
840	самые разнообразные	1	1
841	всех его	1	1
842	что будет	1	1
843	но совершенно	1	1
844	от разнообразных	1	1
845	что у	8	1
846	который как	2	1
847	явным образом	1	1
848	в россии	7	1
849	проблем и	1	1
850	ближайшим образом	2	1
851	и последний	1	1
852	и все	3	1
853	все вместе	1	1
854	иными словами	1	1
855	естественно не	1	1
856	жизни своей	1	1
857	еще в	3	1
858	даже прямо	1	1
859	есть в	2	1
860	очень не	1	1
861	которую принято	1	1
862	и наука	1	1
863	в эпоху	3	1
864	но для	3	1
865	том-то и	2	1
866	в построении	1	1
867	но важно	1	1
868	представление о	5	1
869	бы оно	1	1
870	очевидно что	1	1
871	значения и	1	1
872	времени была	1	1
873	в таком	4	1
874	это выражение	1	1
875	говорить в	1	1
876	если он	1	1
877	судить о	1	1
878	очень много	1	1
879	в среде	1	1
880	в числе	4	1
881	самому и	1	1
882	текст по	1	1
883	можно назвать	3	1
884	видно из	1	1
885	заметить что	1	1
886	виде как	1	1
887	впрочем не	1	1
888	меня в	2	1
889	самостоятельных исторических	1	1
890	давно уже	3	1
891	на другую	1	1
892	не считать	1	1
893	в одних	1	1
894	на определенной	1	1
895	с той	3	1
896	случаях в	1	1
897	духовной атмосфере	1	1
898	правда в	1	1
899	них это	2	1
900	уже выше	2	1
901	нет вообще	1	1
902	и последующих	1	1
903	в изображении	1	1
904	в многочисленных	1	1
905	было вполне	1	1
906	состоит из	1	1
907	обстоятельство что	4	1
908	и язык	1	1
909	похож на	1	1
910	и такая	1	1
911	равно не	1	1
912	не вытекает	1	1
913	с ними	1	1
914	если принять	1	1
915	основных вопросов	1	1
916	вещей в	1	1
917	что по	1	1
918	из различных	1	1
919	если и	1	1
920	широкого и	1	1
921	нас нет	7	1
922	далеко не	1	1
923	говорят о	1	1
924	делом в	1	1
925	понятно почему	1	1
926	по внешности	1	1
927	сырых материалов	1	1
928	обоих случаях	2	1
929	между прочим	10	1
930	разная степень	1	1
931	чего-то целого	1	1
932	в одно	1	1
933	времени как	1	1
934	особенно сильно	1	1
935	на эту	5	1
936	наук этот	1	1
937	наука истории	1	1
938	с рядом	1	1
939	что таким	1	1
940	перед собой	2	1
941	возникает необходимость	1	1
942	области в	1	1
943	правда не	1	1
944	у историков	1	1
945	была и	1	1
946	исторического миросозерцания	1	1
947	второй части	2	1
948	историей и	1	1
949	свою славу	1	1
950	и могут	1	1
951	и я	5	1
952	в такой	2	1
953	наука а	1	1
954	научные дисциплины	1	1
955	отличается от	2	1
956	между собой	1	1
957	уже наперед	1	1
958	доходят до	1	1
959	литературных памятников	1	1
960	не создает	1	1
961	в новом	4	1
962	слово в	1	1
963	больше всего	2	1
964	в свете	1	1
965	стороне дела	1	1
966	основания до	1	1
967	том как	4	1
968	материала на	1	1
969	ведь в	1	1
970	это было	2	1
971	на его	2	1
972	он по	2	1
973	так а	2	1
974	в сторону	2	1
975	сделать его	1	1
976	них в	1	1
977	не знать	1	1
978	которая не	1	1
979	не его	1	1
980	тому же	2	1
981	в лучшем	1	1
982	к концу	3	1
983	собственно истории	1	1
984	в эту	3	1
985	это тоже	1	1
986	говорит об	4	1
987	и понимания	1	1
988	или менее	2	1
989	и у	2	1
990	что их	1	1
991	выражения которые	1	1
992	в одной	3	1
993	мысли в	1	1
994	действительности и	1	1
995	относиться к	1	1
996	и полностью	1	1
997	связано с	1	1
998	как произведение	2	1
999	по поводу	13	1
1000	вопроса о	3	1
1001	исторических сведений	1	1
1002	но разумеется	1	1
1003	чтобы лучше	1	1
1004	ему не	3	1
1005	на них	2	1
1006	такое написание	1	1
1007	свободен от	4	1
1008	была создана	1	1
1009	понять как	1	1
1010	чтобы сделать	2	1
1011	не была	2	1
1012	что эти	1	1
1013	тому кто	1	1
1014	всегда и	1	1
1015	той своеобразной	1	1
1016	говорится о	1	1
1017	одно время	1	1
1018	это и	5	1
1019	и тех	1	1
1020	времени вполне	1	1
1021	достаточно для	3	1
1022	речи об	1	1
1023	и дело	2	1
1024	его и	1	1
1025	того или	4	1
1026	разница между	3	1
1027	не видит	1	1
1028	совершенно не	7	1
1029	его словам	1	1
1030	материалом для	1	1
1031	ответить на	1	1
1032	целое в	1	1
1033	но сами	1	1
1034	в уста	3	1
1035	и эти	2	1
1036	образцом для	2	1
1037	а к	2	1
1038	в полной	1	1
1039	поводу того	1	1
1040	раз ко	1	1
1041	и более	4	1
1042	разумеется в	2	1
1043	комментария к	1	1
1044	это были	3	1
1045	вытекает из	2	1
1046	опору в	1	1
1047	каждая из	1	1
1048	с самого	4	1
1049	образом мы	1	1
1050	и такие	2	1
1051	и социального	1	1
1052	в статье	9	1
1053	что поэтому	2	1
1054	что этот	3	1
1055	переворот в	1	1
1056	который был	2	1
1057	отдельных случаях	1	1
1058	и внутренне	1	1
1059	в предисловии	3	1
1060	области изучения	2	1
1061	не означает	1	1
1062	очень старые	1	1
1063	которыми он	3	1
1064	значит что	3	1
1065	о чем-то	1	1
1066	которых в	3	1
1067	в исторической	1	1
1068	должно было	5	1
1069	тех же	1	1
1070	дошедшие до	1	1
1071	известным правом	1	1
1072	каждом из	1	1
1073	говорил о	1	1
1074	прочим и	1	1
1075	свободна от	1	1
1076	что искать	1	1
1077	нельзя было	1	1
1078	потребность в	1	1
1079	важнее всего	1	1
1080	ответом на	1	1
1081	конкретных исторических	1	1
1082	вся история	1	1
1083	имеет право	2	1
1084	превращается в	2	1
1085	был уже	1	1
1086	очень далеко	1	1
1087	текста это	1	1
1088	случае и	2	1
1089	еще на	1	1
1090	материала а	1	1
1091	могло оказаться	1	1
1092	в том-то	2	1
1093	на той	1	1
1094	д иными	1	1
1095	с традициями	1	1
1096	и чувства	1	1
1097	под заглавием	1	1
1098	его исторического	1	1
1099	наконец в	2	1
1100	не должен	2	1
1101	но тогда	1	1
1102	не дает	2	1
1103	во всей	1	1
1104	это то	1	1
1105	ту или	1	1
1106	истории но	1	1
1107	нашел в	1	1
1108	не должно	1	1
1109	о возможности	1	1
1110	не по	5	1
1111	в материал	1	1
1112	с какой	1	1
1113	быть не	2	1
1114	случае она	1	1
1115	не быть	1	1
1116	тот факт	5	1
1117	в подобных	1	1
1118	и другой	1	1
1119	работы но	1	1
1120	ряда других	1	1
1121	во многих	3	1
1122	лиц которые	1	1
1123	объясняется и	1	1
1124	не всегда	2	1
1125	дело история	1	1
1126	конечно и	5	1
1127	уже о	6	1
1128	вопроса об	1	1
1129	этот текст	2	1
1130	имея в	1	1
1131	просто не	1	1
1132	больше в	1	1
1133	разных формах	1	1
1134	сейчас мы	1	1
1135	не раз	2	1
1136	и общественного	1	1
1137	в руках	2	1
1138	г он	1	1
1139	истории а	1	1
1140	лучшем случае	1	1
1141	в которой	13	1
1142	путем сличения	1	1
1143	этих науках	1	1
1144	именно потому	1	1
1145	которая по	1	1
1146	лишь в	3	1
1147	бы только	2	1
1148	не будет	1	1
1149	нечего и	1	1
1150	области научной	1	1
1151	то обстоятельство	3	1
1152	у автора	1	1
1153	лишь на	1	1
1154	в значении	1	1
1155	место у	1	1
1156	вследствие этого	1	1
1157	отношении именно	1	1
1158	только один	1	1
1159	то все	1	1
1160	важный но	1	1
1161	в какой-то	1	1
1162	и сложном	1	1
1163	к вопросу	1	1
1164	надо сказать	2	1
1165	своего времени	4	1
1166	в свет	5	1
1167	не могло	4	1
1168	письма и	3	1
1169	вполне справедливо	1	1
1170	должны быть	4	1
1171	научного издания	1	1
1172	что также	1	1
1173	нужно сказать	6	1
1174	не приходится	5	1
1175	мы снова	1	1
1176	и та	1	1
1177	люди с	1	1
1178	в науке	1	1
1179	слова не	1	1
1180	и является	1	1
1181	и критика	2	1
1182	втором случае	2	1
1183	и об	7	1
1184	разницей что	1	1
1185	не могла	2	1
1186	его характер	1	1
1187	и тот	1	1
1188	за пределы	2	1
1189	не потому	3	1
1190	и была	2	1
1191	говорит что	4	1
1192	которых так	1	1
1193	чтобы эта	1	1
1194	этим не	1	1
1195	русского языка	2	1
1196	чтобы убедиться	1	1
1197	большей частью	1	1
1198	невозможно сомневаться	1	1
1199	только тем	2	1
1200	что чтение	1	1
1201	значительной степени	3	1
1202	искать ответа	1	1
1203	внимание только	1	1
1204	впечатление что	1	1
1205	только то	1	1
1206	что такая	1	1
1207	то как	1	1
1208	таких случаях	1	1
1209	сомневаться в	3	1
1210	от той	1	1
1211	теперь не	1	1
1212	хорошее знание	1	1
1213	необходимо теперь	1	1
1214	не наука	1	1
1215	себе отчет	1	1
1216	данного текста	1	1
1217	что из	1	1
1218	и всегда	2	1
1219	приняты во	1	1
1220	самого начала	3	1
1221	и речи	3	1
1222	должны были	1	1
1223	к народности	1	1
1224	или иное	3	1
1225	них непосредственно	1	1
1226	то ни	2	1
1227	входить в	1	1
1228	существенная разница	1	1
1229	стороной а	1	1
1230	убедиться в	2	1
1231	мере не	1	1
1232	всего что	2	1
1233	многих случаях	2	1
1234	в каких	1	1
1235	его собственной	3	1
1236	ее задач	1	1
1237	могло быть	3	1
1238	с большой	1	1
1239	но которые	1	1
1240	ни одной	2	1
1241	показывает как	1	1
1242	как чего-то	1	1
1243	так называемого	1	1
1244	острова в	1	1
1245	та деятельность	1	1
1246	как их	1	1
1247	ведь это	1	1
1248	в точности	1	1
1249	с отношениями	1	1
1250	он в	1	1
1251	стиля а	1	1
1252	нет и	1	1
1253	источников в	1	1
1254	место в	2	1
1255	на деле	1	1
1256	пор и	1	1
1257	тех пор	1	1
1258	на две	1	1
1259	к новым	1	1
1260	с именем	2	1
1261	к ним	1	1
1262	содержанием и	1	1
1263	общего с	3	1
1264	и своим	1	1
1265	и никогда	1	1
1266	если мы	1	1
1267	речи в	1	1
1268	выясняется из	1	1
1269	творчества пушкина	6	1
1270	без всякого	2	1
1271	для такого	1	1
1272	них нет	2	1
1273	назвать в	1	1
1274	в черновой	1	1
1275	и которая	1	1
1276	слово между	1	1
1277	что есть	1	1
1278	или с	2	1
1279	они должны	1	1
1280	первостепенное значение	1	1
1281	но нет	2	1
1282	у меня	3	1
1283	чем то	1	1
1284	тех данных	1	1
1285	того времени	8	1
1286	этом и	2	1
1287	точку зрения	3	1
1288	это можно	3	1
1289	для изучения	4	1
1290	языка к	1	1
1291	в самое	1	1
1292	думать будто	3	1
1293	начала xix	3	1
1294	в высшей	1	1
1295	к которому	4	1
1296	более глубокого	1	1
1297	истории русской	1	1
1298	не значит	3	1
1299	бы ему	1	1
