N	3gram	Vygotskiy_	Tvorches
182	равно как и	2	1
183	в его последней	1	1
184	соборе парижской богоматери	1	1
185	что они имеют	1	1
186	прежде всего на	1	1
187	и только в	1	1
188	сейчас же за	1	1
189	мы видим в	2	1
190	других людей и	1	1
191	как и для	1	1
192	в том смысле	1	1
193	с той же	1	1
194	же ясно что	1	1
195	но она не	1	1
196	же говорит о	1	1
197	мысль о смерти	4	1
198	не может и	2	1
199	в них же	1	1
200	в другом месте	1	1
201	и вовсе не	1	1
202	ясно как день	1	1
203	вместе с героем	1	1
204	в целом ряде	2	1
205	то что в	4	1
206	может быть в	1	1
207	и не в	1	1
208	как один из	1	1
209	с одной стороны	15	1
210	и смерти в	1	1
211	не был бы	1	1
212	в то время	4	1
213	себе что он	1	1
214	и мы знаем	1	1
215	таким образом в	2	1
216	оно основано на	1	1
217	что ему нужно	1	1
218	искусства как известно	1	1
219	его с женщиной	1	1
220	как и на	1	1
221	не что иное	2	1
222	и никогда не	1	1
223	у нас принято	1	1
224	всю жизнь и	1	1
225	художественное произведение не	1	1
226	ответ на этот	2	1
227	можно было бы	4	1
228	только потому что	1	1
229	и это не	2	1
230	мы имеем в	1	1
231	в этом случае	2	1
232	еще далеко не	1	1
233	у нас не	1	1
234	сознание как это	1	1
235	в москву в	2	1
236	в медицинском смысле	1	1
237	что в нем	3	1
238	же как и	1	1
239	один из самых	1	1
240	одного и того	2	1
241	на деле это	1	1
242	одна и та	2	1
243	тем что он	1	1
244	но и душу	1	1
245	но только не	1	1
246	только с этой	1	1
247	в котором все	1	1
248	такой силой как	2	1
249	что может быть	2	1
250	что иное как	2	1
251	самом деле как	1	1
252	вопрос о том	3	1
253	и не только	1	1
254	а нередко и	1	1
255	это и есть	1	1
256	до конца и	2	1
257	как бы видит	1	1
258	ни в чем	1	1
259	на эту тему	1	1
260	мы не можем	2	1
261	потому что они	3	1
262	нам кажется что	2	1
