N	2gram	Vinokur_St	Psycholo
586	и вместе	1	6
587	а только	1	6
588	ответом на	1	6
589	очень часто	3	6
590	не дает	2	6
591	или же	3	6
592	за пределы	2	6
593	уже не	1	6
594	значит что	3	6
595	или иного	4	6
596	независимо от	1	6
597	а потому	2	6
598	как не	1	6
599	и просто	1	6
600	только одно	1	6
601	тот кто	1	6
602	то и	1	6
603	не потому	3	6
604	без всякого	2	6
605	заметить что	1	6
606	что я	3	6
607	в плане	1	6
608	о ее	1	6
609	так в	1	6
610	нисколько не	3	6
611	что касается	4	6
612	отношение к	3	6
613	только после	1	6
614	а затем	1	5
615	между ними	1	5
616	имеет никакого	1	5
617	и сам	4	5
618	здесь дело	2	5
619	на эту	5	5
620	им в	2	5
621	сил в	1	5
622	можно ли	5	5
623	к которому	4	5
624	во всей	1	5
625	вернее сказать	2	5
626	бы то	2	5
627	и кажется	1	5
628	чем в	3	5
629	мы на	1	5
630	следует понимать	1	5
631	между собой	1	5
632	в эту	3	5
633	в лучшем	1	5
634	эти слова	1	5
635	чтобы он	1	5
636	и является	1	5
637	тем и	1	5
638	над ним	1	5
639	точку зрения	3	5
640	материала в	1	5
641	и насколько	2	5
642	в одну	1	5
643	той точки	1	5
644	и самый	2	5
645	если в	2	5
646	которые он	1	5
647	в другой	1	5
648	нет никакого	3	5
649	вместо того	1	5
650	отношения к	2	5
651	одновременно и	1	5
652	у читателя	1	5
653	нет ни	3	5
654	том смысле	4	5
655	на вопрос	7	5
656	и ясно	1	5
657	так чтобы	1	5
658	быть не	2	5
659	он является	1	5
660	и теперь	2	5
661	ни одной	2	5
662	и наоборот	1	5
663	нет и	1	5
664	у них	1	5
665	то или	3	5
666	нам только	1	5
667	что ему	2	5
668	нас не	3	5
669	и всегда	2	5
670	которых он	2	5
671	для трагедии	1	5
672	и смысл	1	5
673	своей трагедии	13	5
674	нас к	2	5
675	разницы между	1	5
676	в каждой	1	5
677	бы это	2	5
678	к одному	1	5
679	его словам	1	5
680	мысли в	1	5
681	не следует	1	5
682	бы по	1	5
683	для такого	1	5
684	это утверждение	1	5
685	по тому	1	5
686	что то	2	5
687	разговора с	1	5
688	связь с	1	5
689	но даже	1	5
690	но они	3	5
691	которые с	1	5
692	что тот	2	5
693	не мог	3	5
694	то в	3	5
695	и было	1	5
696	указать на	1	5
697	но еще	1	5
698	хотя и	4	5
699	и за	3	5
700	столько же	3	5
701	не знает	2	5
702	которое в	1	5
703	в других	2	5
704	именно как	1	5
705	для ее	1	5
706	это делает	1	5
707	не значит	3	5
708	материала который	1	5
709	в один	1	5
710	себя в	1	5
711	представляют собой	1	5
712	вот как	1	5
713	критики и	2	5
714	целом ряде	1	5
715	совершенно новый	1	5
716	в романе	4	5
717	евгения онегина	6	5
718	в известном	3	5
719	еще и	5	5
720	не имеют	2	5
721	разговор о	1	5
722	и тогда	2	5
723	в творчестве	1	5
724	том же	3	5
725	только о	1	5
726	из этой	2	5
727	этой области	5	5
728	мы находим	4	5
729	а то	3	5
730	это очень	5	5
731	в очень	4	5
732	он приводит	1	5
733	его не	3	5
734	дело не	4	5
735	конечно в	1	5
736	лучшем случае	1	5
737	а я	1	5
738	с которыми	3	4
739	является в	1	4
740	в применении	3	4
741	и говорить	1	4
742	его от	1	4
743	с собой	1	4
744	мне кажется	7	4
745	форму и	1	4
746	и другим	1	4
747	и смерти	1	4
748	применении к	3	4
749	мы очень	1	4
750	это же	1	4
751	должна была	6	4
752	а между	2	4
753	для своей	2	4
754	от той	1	4
755	вот эти	1	4
756	у каждого	1	4
757	потому не	1	4
758	для своего	2	4
759	но для	3	4
760	обстоятельство что	4	4
761	одном из	4	4
762	если оно	1	4
763	принять во	1	4
764	или иные	1	4
765	один раз	1	4
766	и хотя	1	4
767	должны были	1	4
768	или иное	3	4
769	такого же	1	4
770	с с	1	4
771	можно с	1	4
772	к сожалению	4	4
773	можно сделать	1	4
774	стиха и	1	4
775	в корне	1	4
776	к выводу	1	4
777	от своего	2	4
778	можно назвать	3	4
779	из нас	1	4
780	к другому	1	4
781	на два	1	4
782	то все	1	4
783	отношении к	3	4
784	в приложении	1	4
785	говорят что	2	4
786	которую он	3	4
787	что когда	1	4
788	как например	2	4
789	всех трех	2	4
790	отступает от	2	4
791	трагедии то	3	4
792	одной из	4	4
793	в глазах	1	4
794	бы как	1	4
795	это вовсе	2	4
796	здесь не	1	4
797	только потому	2	4
798	понять как	1	4
799	значение в	1	4
800	может не	2	4
801	где он	2	4
802	приложении к	1	4
803	лиц и	1	4
804	в первой	12	4
805	основана на	2	4
806	борьбу с	2	4
807	который как	2	4
808	но эта	1	4
809	это еще	1	4
810	вот это	1	4
811	этого вопроса	3	4
812	разница между	3	4
813	чтобы сделать	2	4
814	также и	10	4
815	не по	5	4
816	не с	1	4
817	именно эта	1	4
818	при всем	1	4
819	показывает как	1	4
820	идет не	1	4
821	больше не	1	4
822	само собой	1	4
823	если она	1	4
824	вплоть до	6	4
825	случае в	4	4
826	а когда	1	4
827	к числу	3	4
828	в некоторых	3	4
829	от этих	1	4
830	в первом	2	4
831	по отношению	3	4
832	в это	3	4
833	тем в	1	4
834	в каких	1	4
835	вот почему	1	4
836	всю жизнь	1	4
837	я думаю	11	4
838	так то	1	4
839	настоящее время	2	4
840	с этими	1	4
841	с именем	2	4
842	который в	1	4
843	свое собственное	1	4
844	после того	5	4
845	т е	21	4
846	нигде не	2	4
847	работы и	1	4
848	в несколько	1	4
849	сказал что	1	4
850	это что	1	4
851	с исчерпывающей	2	4
852	на один	1	4
853	его жизни	3	4
854	в свете	1	4
855	но к	2	4
856	развивается в	1	4
857	материалом для	1	4
858	в уста	3	4
859	взглянуть на	2	4
860	это может	1	4
861	литературы и	3	4
862	почему же	1	4
863	однако в	1	4
864	и никогда	1	4
865	которое имеет	1	4
866	что до	3	4
867	почти не	1	4
868	не на	3	4
869	если не	4	4
870	с ней	1	4
871	мы говорим	1	4
872	эстетики и	1	4
873	в настоящее	2	4
874	с ними	1	4
875	в слове	5	4
876	не до	2	4
877	хотел бы	2	4
878	ничего общего	3	4
879	который видит	1	4
880	вытекает из	2	4
881	зависимость от	1	4
882	те или	2	4
883	котором говорит	1	4
884	в стих	3	4
885	при совершенно	1	4
886	в истории	5	4
887	же время	5	4
888	мог бы	1	4
889	говорил что	1	4
890	то здесь	1	4
891	в поэме	3	4
892	высшей степени	1	4
893	на тех	1	4
894	малой степени	1	4
895	одним и	2	4
896	не для	3	4
897	бы на	1	4
898	как у	1	4
899	без всяких	2	4
900	в ту	1	4
901	же мнения	1	4
902	к концу	3	4
903	к своему	3	4
904	ли не	2	4
905	что от	2	4
906	за то	5	4
907	того материала	1	4
908	не могу	2	4
909	так называемой	2	4
910	степени не	1	4
911	к тем	1	4
912	которые конечно	1	4
913	в пределах	1	4
914	в понимании	1	4
915	считает что	1	4
916	зрения на	1	3
917	же и	4	3
918	себе целью	4	3
919	образа в	1	3
920	кроме того	3	3
921	какой бы	1	3
922	него в	1	3
923	а есть	1	3
924	не столько	6	3
925	ссылкой на	1	3
926	трагедии к	1	3
927	жизнь в	1	3
928	для поэтической	1	3
929	ряд таких	1	3
930	меня в	2	3
931	интересно что	1	3
932	всем его	1	3
933	связано с	1	3
934	было в	2	3
935	к своей	1	3
936	чего не	1	3
937	о них	3	3
938	близкое к	1	3
939	раз ту	1	3
940	о самой	1	3
941	уже и	1	3
942	на одну	1	3
943	во времена	4	3
944	в разных	1	3
945	он сам	1	3
946	и чувства	1	3
947	на котором	1	3
948	та и	1	3
949	все в	2	3
950	ближе к	1	3
951	как нам	1	3
952	не сумел	3	3
953	это обстоятельство	1	3
954	которого он	1	3
955	при чем	6	3
956	не больше	1	3
957	как можно	2	3
958	есть еще	1	3
959	была в	1	3
960	и всю	1	3
961	в последних	1	3
962	принципиальной разницы	1	3
963	если я	1	3
964	бы она	1	3
965	в наше	1	3
966	в ответ	1	3
967	на долю	1	3
968	потребность в	1	3
969	иметь в	2	3
970	и другая	1	3
971	с нашими	1	3
972	это действительно	1	3
973	пушкина мы	1	3
974	этом не	1	3
975	прямом смысле	2	3
976	героя в	1	3
977	целого ряда	2	3
978	в более	1	3
979	один человек	1	3
980	в форме	2	3
981	что нет	2	3
982	то на	1	3
983	о самом	1	3
984	обращается к	1	3
985	с такими	1	3
986	это время	3	3
987	словами и	1	3
988	не трудно	4	3
989	то я	1	3
990	в прозе	1	3
991	своем роде	1	3
992	на основе	1	3
993	не быть	1	3
994	чем все	1	3
995	в которую	2	3
996	и об	7	3
997	я хотел	1	3
998	что самый	1	3
999	и проч	1	3
1000	общего с	3	3
1001	утверждая что	1	3
1002	еще в	3	3
1003	впечатление и	1	3
1004	этом случае	3	3
1005	является то	1	3
1006	наших глазах	2	3
1007	он и	1	3
1008	и тут	1	3
1009	имел в	1	3
1010	том в	1	3
1011	сказал бы	1	3
1012	к самой	1	3
1013	всех прочих	1	3
1014	в таких	1	3
1015	этого произведения	2	3
1016	им с	1	3
1017	шекспира но	2	3
1018	стремление к	3	3
1019	он никогда	1	3
1020	и я	5	3
1021	но уже	1	3
1022	в сцене	7	3
1023	как результат	1	3
1024	тем более	4	3
1025	бы ни	3	3
1026	исключительно для	1	3
1027	мере в	3	3
1028	на них	2	3
1029	в малой	1	3
1030	в полной	1	3
1031	ни один	2	3
1032	одни и	1	3
1033	отвращение к	2	3
1034	против того	2	3
1035	смысл его	1	3
1036	рассматривать как	1	3
1037	могло быть	3	3
1038	не хотел	2	3
1039	пришел к	1	3
1040	эту сцену	1	3
1041	к работе	1	3
1042	с фактами	1	3
1043	в каком-то	2	3
1044	когда пушкин	1	3
1045	он с	1	3
1046	несомненно что	1	3
1047	выводу что	1	3
1048	нее в	1	3
1049	случае не	3	3
1050	что человек	1	3
1051	в социальной	1	3
1052	или во	1	3
1053	русской поэзии	2	3
1054	там же	1	3
1055	внимание что	1	3
1056	что оба	2	3
1057	перед собой	2	3
1058	время с	1	3
1059	и такие	2	3
1060	которой он	1	3
1061	сам не	1	3
1062	доказать что	2	3
1063	сюжет и	1	3
1064	действительно так	1	3
1065	связь между	1	3
1066	превращается в	2	3
1067	убедиться в	2	3
1068	сцены в	2	3
1069	быть в	2	3
1070	имеем дело	2	3
1071	как я	1	3
1072	никакого определенного	1	3
1073	какой степени	1	3
1074	же сколько	1	3
1075	на почве	2	3
1076	здесь нет	1	3
1077	на язык	1	3
1078	ни было	1	3
1079	значение которое	1	3
1080	эту борьбу	1	3
1081	чем у	2	3
1082	не была	2	3
1083	не о	2	3
1084	и можно	2	3
1085	одним из	2	3
1086	но ведь	8	3
1087	и характер	1	3
1088	точек зрения	1	3
1089	что их	1	3
1090	не иначе	1	3
1091	в знаменитой	1	3
1092	вопроса о	3	3
1093	на которую	1	3
1094	которая является	1	3
1095	говорил о	1	3
1096	то ни	2	3
1097	на нем	1	3
1098	хотя в	2	3
1099	ни одно	1	3
1100	даже не	5	3
1101	на стороне	1	3
1102	их и	2	3
1103	как известно	2	3
1104	в школе	1	3
1105	нельзя не	3	3
1106	на который	2	3
1107	мы называем	1	3
1108	найти в	1	3
1109	и др	1	3
1110	эпохи в	3	3
1111	бы быть	1	3
1112	наше время	1	3
1113	однако и	2	3
1114	героев и	1	3
1115	и который	3	3
1116	на ее	1	3
1117	для себя	3	3
1118	виде как	1	3
1119	справиться с	1	3
1120	романа в	1	3
1121	о которой	3	3
1122	во что	1	3
1123	ни о	1	3
1124	вместо этого	1	3
1125	состоит из	1	3
1126	которые могут	1	3
1127	справедливо указывает	2	3
1128	можно найти	3	3
1129	именно поэтому	2	3
1130	друг от	1	3
1131	которая не	1	3
1132	то обстоятельство	3	3
1133	ни к	1	3
1134	бы с	1	3
1135	на той	1	3
1136	чем то	1	3
1137	такого рода	2	3
1138	не могло	4	3
1139	значение для	2	3
1140	которые должны	1	3
1141	очень хорошо	2	3
1142	обратить внимание	4	3
1143	котором она	1	3
1144	против такого	1	3
1145	весь в	1	3
1146	их с	1	3
1147	а вовсе	1	3
1148	увидим ниже	1	3
1149	в прямом	2	3
1150	смысле что	2	3
1151	отношению к	3	3
1152	же мере	1	3
1153	что так	3	3
1154	трагедию в	4	3
1155	действительно не	3	3
1156	чем он	3	3
1157	как нечто	1	3
1158	слово в	1	3
1159	по словам	7	3
1160	но с	7	3
1161	от друга	1	3
1162	или иначе	3	3
1163	а также	4	3
1164	места в	3	3
1165	очень много	1	3
1166	приходим к	1	3
1167	естественно что	2	3
1168	последнее время	1	3
1169	отношения между	1	3
1170	без всякой	3	3
1171	а к	2	3
1172	узнает о	1	3
1173	в наши	2	3
1174	в руки	1	3
1175	к чему-то	1	3
1176	быть и	2	3
1177	всему тому	1	3
1178	повод для	2	3
1179	впечатление которое	1	3
1180	в высшей	1	3
1181	в узком	1	3
1182	никогда и	1	2
1183	что почти	1	2
1184	пушкин говорит	3	2
1185	критики как	1	2
1186	против него	1	2
1187	в пользу	5	2
1188	прежде и	1	2
1189	она стала	1	2
1190	в отдельном	1	2
1191	время не	1	2
1192	не хочет	2	2
1193	есть известная	1	2
1194	нет более	1	2
1195	о мире	2	2
1196	общего правила	1	2
1197	на свою	1	2
1198	он эту	1	2
1199	дают возможность	1	2
1200	в построении	1	2
1201	именно они	1	2
1202	уже на	1	2
1203	не составляют	1	2
1204	исходить из	1	2
1205	его романа	1	2
1206	читателя создается	1	2
1207	драмы в	1	2
1208	они ни	1	2
1209	почему это	1	2
1210	является для	1	2
1211	драмы и	1	2
1212	другое дело	3	2
1213	материала для	3	2
1214	если при	1	2
1215	говорится о	1	2
1216	некоторые из	1	2
1217	следовало бы	2	2
1218	существование и	1	2
1219	будто на	2	2
1220	дело только	1	2
1221	что мне	1	2
1222	число таких	1	2
1223	почти исключительно	1	2
1224	это его	1	2
1225	и своим	1	2
1226	времени в	1	2
1227	не всегда	2	2
1228	на пути	1	2
1229	предисловии к	2	2
1230	и была	2	2
1231	и другом	1	2
1232	в выражении	1	2
1233	отметить что	4	2
1234	всякого сомнения	2	2
1235	с другим	1	2
1236	казалось что	1	2
1237	во всякой	1	2
1238	в голове	1	2
1239	него не	1	2
1240	они должны	1	2
1241	почему и	1	2
1242	научного изучения	4	2
1243	так не	1	2
1244	и всякого	1	2
1245	от них	1	2
1246	крайней мере	2	2
1247	является прямым	1	2
1248	эпохи с	1	2
1249	или иным	3	2
1250	все его	1	2
1251	оно совершенно	1	2
1252	хотелось бы	2	2
1253	он к	1	2
1254	это слово	6	2
1255	ума и	1	2
1256	произведения не	1	2
1257	является и	1	2
1258	что сцена	1	2
1259	значении которое	1	2
1260	и некоторые	1	2
1261	как по	1	2
1262	на которое	2	2
1263	проблем и	1	2
1264	каком случае	1	2
1265	на другую	1	2
1266	в деле	3	2
1267	к шекспиру	2	2
1268	задач критики	1	2
1269	к вопросу	1	2
1270	исследователь который	1	2
1271	той или	1	2
1272	искать не	2	2
1273	точкой зрения	1	2
1274	о себе	1	2
1275	с несомненностью	1	2
1276	с какой	1	2
1277	не один	1	2
1278	на чем	2	2
1279	бы они	1	2
1280	от которых	1	2
1281	с общим	1	2
1282	сомневаться в	3	2
1283	по своей	2	2
1284	эту формулу	1	2
1285	как материал	1	2
1286	многих случаях	2	2
1287	не раз	2	2
1288	точно также	1	2
1289	то место	2	2
1290	себе как	1	2
1291	чтобы не	1	2
1292	в какой-то	1	2
1293	шекспира с	1	2
1294	доказывает что	1	2
1295	для самого	1	2
1296	против этого	1	2
1297	известную долю	1	2
1298	в городе	1	2
1299	мы встречаем	1	2
1300	мы приходим	1	2
1301	на совершенно	3	2
1302	себе представить	1	2
1303	лежащий в	2	2
1304	и далее	1	2
1305	романа и	1	2
1306	что нельзя	1	2
1307	он на	1	2
1308	для них	2	2
1309	и делает	1	2
1310	вне всякого	2	2
1311	этого процесса	1	2
1312	это положение	2	2
1313	с целью	1	2
1314	когда речь	2	2
1315	исключительно в	1	2
1316	к какому	1	2
1317	вследствие этого	1	2
