N	2gram	Vinokur_Vv	slovoVRo
322	но как	2	4
323	философии языка	1	4
324	как предмет	1	4
325	и разновидности	1	4
326	с языком	1	4
327	в частности	3	4
328	одно и	2	4
329	из него	2	4
330	или как	3	4
331	литературы и	2	4
332	и о	1	4
333	вообще не	3	4
334	в лучшем	1	4
335	образом в	1	4
336	не всегда	1	4
337	языка с	2	4
338	и дальше	1	4
339	очень трудно	1	4
340	лучшем случае	1	4
341	и исторические	1	4
342	и ее	4	4
343	мы видели	3	4
344	однако и	1	3
345	и другие	2	3
346	связи и	1	3
347	собственном смысле	3	3
348	все что	1	3
349	еще раз	2	3
350	смысле слова	7	3
351	из существенных	1	3
352	эта идея	1	3
353	в разных	7	3
354	не приходится	1	3
355	не исчерпывается	2	3
356	в форме	2	3
357	от этой	1	3
358	и то	7	3
359	интерес к	1	3
360	в связи	2	3
361	в более	4	3
362	этого процесса	1	3
363	в духе	1	3
364	в первом	5	3
365	ближайшим образом	1	3
366	тем что	6	3
367	в составе	1	3
368	этого типа	1	3
369	в собственном	3	3
370	языков а	1	3
371	в одно	1	3
372	языка на	2	3
373	правда не	1	3
374	человеке и	1	3
375	язык это	1	3
376	не его	1	3
377	широком смысле	8	3
378	этот процесс	4	3
379	от этого	5	3
380	действительности в	2	3
381	отличается от	1	3
382	было бы	7	3
383	связана с	4	3
384	как это	5	3
385	не должно	1	3
386	которых мы	1	3
387	из себя	1	3
388	не могло	1	3
389	или иных	3	3
390	на которые	1	3
391	в этой	3	3
392	и до	2	3
393	и те	2	3
394	как оно	3	3
395	а лишь	1	3
396	формах и	1	3
397	быть более	1	3
398	и вообще	3	3
399	в эту	1	3
400	без всякого	1	3
401	если мы	1	3
402	произведения и	2	3
403	входят в	1	3
404	этого слова	2	3
405	при каких	1	3
406	только с	4	3
407	на котором	2	3
408	как если	1	3
409	с каким	1	3
410	еще на	1	3
411	которого он	1	3
412	в свое	3	3
413	ни с	2	3
414	исторической жизни	1	3
415	должно быть	2	3
416	время и	1	3
417	на том	3	3
418	такого рода	3	3
419	у каждого	1	3
420	материала и	1	3
421	не предполагает	1	3
422	и художественно	1	3
423	от языка	2	3
424	между языком	2	3
425	здесь уже	1	3
426	в германии	3	3
427	них и	2	3
428	различия между	1	3
429	не была	1	3
430	чем в	3	3
431	в широком	7	3
432	его от	1	3
433	входить в	1	3
434	дело в	5	3
435	сама по	3	3
436	тому что	2	3
437	в стороне	1	3
438	и без	2	3
439	лишь на	1	3
440	данного языка	1	3
441	не есть	5	3
442	между собой	1	3
443	в новом	1	3
444	в свете	1	3
445	нисколько не	3	3
446	это было	1	3
447	но уже	2	3
448	и это	6	3
449	к слову	1	3
450	свое выражение	3	3
451	как язык	1	3
452	разной степени	1	3
453	может и	1	3
454	в такой	1	3
455	потому что	18	3
456	языке как	1	3
457	и тем	5	3
458	во второй	3	3
459	из этих	9	3
460	как таковые	1	3
461	лишь как	2	3
462	дальнейшего развития	1	3
463	подход к	1	3
464	условия для	1	3
465	к этому	3	3
466	данном случае	5	3
467	включает в	1	3
468	тех или	3	3
469	нуждается в	3	3
470	испытания в	1	3
471	или иного	1	3
472	ведь и	1	3
473	вещей и	1	3
474	того или	1	3
475	с идеей	1	3
476	языков но	1	3
477	науки о	9	2
478	с которыми	2	2
479	утверждать что	1	2
480	человеческой личности	1	2
481	можно говорить	3	2
482	та же	1	2
483	за ним	1	2
484	их из	1	2
485	как с	1	2
486	которая в	1	2
487	и глубины	1	2
488	к действительности	2	2
489	и этого	3	2
490	нашего времени	2	2
491	приходится иметь	1	2
492	требует от	1	2
493	как он	6	2
494	далее в	1	2
495	для них	2	2
496	и которые	1	2
497	особого рода	4	2
498	от материала	1	2
499	этой точки	2	2
500	все то	1	2
501	с ней	2	2
502	жизнь в	1	2
503	в особый	1	2
504	заключается в	4	2
505	из самых	1	2
506	например и	1	2
507	в жизни	1	2
508	как о	4	2
509	и внутренне	1	2
510	а именно	6	2
511	образцы этого	1	2
512	этим в	3	2
513	да и	4	2
514	не нужно	2	2
515	становится предметом	1	2
516	в известном	3	2
517	в дальнейшей	1	2
518	слова о	1	2
519	по своему	5	2
520	и могут	1	2
521	перестает быть	1	2
522	для друга	1	2
523	это и	1	2
524	ни к	2	2
525	то что	19	2
526	в котором	4	2
527	его отношение	1	2
528	на языке	2	2
529	известным правом	1	2
530	воплощен в	1	2
531	он был	1	2
532	нас и	1	2
533	и литературы	2	2
534	в течение	5	2
535	о которых	2	2
536	только как	7	2
537	но во	1	2
538	них как	1	2
539	из его	2	2
540	своим собственным	1	2
541	время в	2	2
542	и т.п	1	2
543	в руках	1	2
544	случае не	2	2
545	самого слова	1	2
546	а между	2	2
547	ее с	1	2
548	совершенно не	1	2
549	тот факт	1	2
550	он есть	1	2
551	самого начала	1	2
552	как например	6	2
553	это единство	1	2
554	автора с	1	2
555	сохраняет свое	1	2
556	всегда и	1	2
557	несмотря на	2	2
558	автора в	1	2
559	в прошлом	2	2
560	в средние	1	2
561	к ним	1	2
562	нет и	1	2
563	нем не	1	2
564	она может	1	2
565	друг для	1	2
566	и у	1	2
567	смысле не	1	2
568	в основу	2	2
569	что все	1	2
570	во всей	1	2
571	есть только	2	2
572	момент в	1	2
573	и лингвистика	1	2
574	каждое из	1	2
575	речь о	1	2
576	во франции	1	2
577	у них	2	2
578	не просто	5	2
579	то или	1	2
580	оно входит	1	2
581	в ее	11	2
582	и становится	1	2
583	свои собственные	1	2
584	быта и	3	2
585	чтобы понять	4	2
586	на них	1	2
587	смысле на	1	2
588	известном смысле	3	2
589	ближе к	2	2
590	одного из	1	2
591	слова для	1	2
592	речь в	4	2
593	мы видим	1	2
594	данного круга	1	2
595	себе самому	1	2
596	в прямом	4	2
597	с материалом	2	2
598	диалектов и	1	2
599	на язык	1	2
600	того как	3	2
601	с известным	1	2
602	от действительности	2	2
603	иметь дело	2	2
604	что уже	3	2
605	ни было	1	2
606	слова по	1	2
607	тем не	9	2
608	его нужно	1	2
609	и за	1	2
610	есть в	1	2
611	на самом	1	2
612	у нас	2	2
613	слова а	1	2
614	разрыва между	1	2
615	и есть	3	2
616	работы и	1	2
617	в таких	2	2
618	бы только	1	2
619	это расслоение	1	2
620	оно направлено	1	2
621	материал для	3	2
622	этого рода	9	2
623	этого не	2	2
624	ее от	2	2
625	или иначе	4	2
626	наших дней	2	2
627	из важнейших	1	2
628	этим и	1	2
629	что она	3	2
630	как увидим	2	2
631	и эта	1	2
632	что не	5	2
633	и языки	1	2
634	не остается	1	2
635	в какой	6	2
636	между ними	3	2
637	то в	1	2
638	из различных	1	2
639	в области	4	2
640	языка которая	1	2
641	словом как	1	2
642	и со	2	2
643	язык дан	1	2
644	жанровым и	1	2
645	в сторону	1	2
646	об этом	6	2
647	первостепенное значение	1	2
648	что они	2	2
649	ему не	1	2
650	однако не	4	2
651	поскольку она	1	2
652	материалом для	1	2
653	мы можем	2	2
654	и эти	1	2
655	а с	2	2
656	уже сказано	1	2
657	вообще в	2	2
658	материалом и	2	2
659	с самого	1	2
660	в своих	2	2
661	точности и	1	2
662	до нас	3	2
663	средние века	1	2
664	от характера	4	2
665	встречается с	1	2
666	это как	1	2
667	и затем	1	2
668	в самых	1	2
669	как уже	5	2
670	она во	1	2
671	так что	5	2
672	и стилистические	1	2
673	идет уже	1	2
674	слова но	1	2
675	своего времени	1	2
676	нужно сказать	1	2
677	языках и	1	2
678	и та	1	2
679	и что	6	2
680	не могла	1	2
681	можно было	8	2
682	в начале	3	2
683	факт что	2	2
684	в подлинном	2	2
685	в историческом	1	2
686	этих случаях	2	2
687	это может	2	2
688	и способы	1	2
689	или иное	1	2
690	ведь в	1	2
691	значение и	2	2
692	могло быть	1	2
693	только о	2	2
694	и той	3	2
695	ни одной	1	2
696	первом случае	2	2
697	и особенно	1	2
698	культуры и	1	2
699	главным образом	1	2
700	правом можно	1	2
701	не входят	1	2
702	даже как	1	2
703	анализа и	1	2
704	наоборот в	1	2
705	не значит	1	2
706	них не	2	2
707	действительно не	1	2
708	место в	1	2
709	же в	1	2
710	направленности на	1	2
711	д можно	1	2
712	на то	2	2
713	которые были	2	2
714	мира в	1	2
715	могут не	2	2
716	как одна	1	2
717	просто не	1	2
718	независимо от	5	2
719	чаще всего	2	2
720	и обратно	4	2
721	языки в	1	2
722	есть не	5	2
723	с языками	1	2
724	не к	2	2
725	и самый	1	2
726	к автору	1	2
727	видящая в	1	1
728	одном отношении	1	1
729	из самого	1	1
730	непосредственно как	1	1
731	в практической	4	1
732	не мешает	1	1
733	с полной	2	1
734	всех отношениях	1	1
735	сомнения в	1	1
736	расслоение может	1	1
737	самая идея	1	1
738	а потому	5	1
739	во втором	2	1
740	его использования	1	1
741	из возможных	1	1
742	таково одно	1	1
743	однако с	2	1
744	прошлого между	1	1
745	всего в	1	1
746	из сторон	1	1
747	таковы например	1	1
748	самих себя	1	1
749	его нельзя	1	1
750	смотреть на	5	1
751	представить себе	7	1
752	в конце	3	1
753	почва для	1	1
754	в вопросах	1	1
755	бы то	1	1
756	она с	1	1
757	можно и	1	1
758	которые не	2	1
759	его из	1	1
760	если он	1	1
761	науках в	1	1
762	трудно сказать	1	1
763	в специальном	1	1
764	своего собственного	1	1
765	объект исследования	1	1
766	из литературного	2	1
767	которые он	1	1
768	он только	1	1
769	филология с	1	1
770	до него	1	1
771	как особое	1	1
772	как один	1	1
773	и имеет	1	1
774	для себя	1	1
775	самый стиль	1	1
776	но которые	1	1
777	а два	1	1
778	и должно	2	1
779	его содержание	1	1
780	групп и	1	1
781	момента в	2	1
782	сложные взаимоотношения	1	1
783	источников в	1	1
784	в языковой	1	1
785	вещи и	1	1
786	опираться на	1	1
787	особенности этого	1	1
788	дан в	1	1
789	или нет	2	1
790	о чем	4	1
791	никак не	1	1
792	мысли и	2	1
793	в создании	2	1
794	действительность как	1	1
795	какой бы	2	1
796	говорит о	3	1
797	из которых	3	1
798	истории в	2	1
799	и говорить	1	1
800	находятся в	2	1
801	и чистые	1	1
802	не понимать	1	1
803	смысле которые	1	1
804	с каждым	1	1
805	но смысл	1	1
806	самом же	1	1
807	одно из	5	1
808	и об	1	1
809	правда в	1	1
810	языков так	1	1
811	необходимый для	1	1
812	самого по	1	1
813	целом ряде	2	1
814	но что	3	1
815	вопрос об	1	1
816	должен был	4	1
817	потребность в	1	1
818	в настоящем	1	1
819	как они	1	1
820	и соответствующими	1	1
821	так или	4	1
822	текста и	3	1
823	особой точки	1	1
824	все здесь	1	1
825	и соответствующего	1	1
826	которой оно	1	1
827	мастерства и	1	1
828	от своего	1	1
829	имеют первостепенное	1	1
830	моментов но	1	1
831	целого но	1	1
832	проблемы в	1	1
833	по их	2	1
834	говорят на	1	1
835	мы говорим	3	1
836	мы называем	2	1
837	идет об	2	1
838	в некотором	1	1
839	содержание и	1	1
840	и задачи	1	1
841	наоборот как	1	1
842	носа и	1	1
843	устная речь	1	1
844	систему и	1	1
845	явления как	1	1
846	самому и	1	1
847	на известную	1	1
848	относящиеся к	3	1
849	также не	1	1
850	двух разных	1	1
851	в одних	1	1
852	работы в	3	1
853	было вполне	1	1
854	в в	3	1
855	возможности и	1	1
856	котором идет	2	1
857	что по	1	1
858	слово но	1	1
859	имен вещей	1	1
860	что одним	1	1
861	специфическое содержание	1	1
862	здесь именно	1	1
863	и бытовым	1	1
864	и так	2	1
865	состоит из	1	1
866	произведение в	1	1
867	в которых	6	1
868	же культуры	1	1
869	и отдельных	1	1
870	языка по	1	1
871	это требует	1	1
872	и различного	1	1
873	выражается в	1	1
874	о котором	8	1
875	от того	3	1
876	превращалось в	1	1
877	не до	2	1
878	бесспорным и	1	1
879	вследствие этого	1	1
880	со стороны	16	1
881	речь идет	2	1
882	он по	1	1
883	через которую	1	1
884	такого исследования	1	1
885	по крайней	4	1
886	науки в	6	1
887	действительности а	1	1
888	дело со	1	1
889	словом чтобы	1	1
890	самое содержание	1	1
891	свое время	3	1
892	особенности в	1	1
893	было у	1	1
894	влечет за	2	1
895	каждый из	2	1
896	сам же	2	1
897	ли они	1	1
898	ее представители	1	1
899	одного и	2	1
900	с какой	1	1
901	чем же	3	1
902	на этой	3	1
903	не существует	2	1
904	котором можно	1	1
905	в действительности	1	1
906	этой почве	2	1
907	как та	1	1
908	что мы	2	1
909	направлено на	1	1
910	с изучением	2	1
911	самое же	2	1
912	в очень	3	1
913	словом а	1	1
914	применении к	6	1
915	дошедшие до	1	1
916	все меньше	1	1
917	этой традиции	2	1
918	как одно	1	1
919	заключены в	1	1
920	известных условиях	1	1
921	своей целью	2	1
922	задний план	2	1
923	исследования и	3	1
924	достигается и	1	1
925	сюда входит	1	1
926	двух лиц	1	1
927	как будет	2	1
928	заключено в	1	1
929	этой работы	3	1
930	сложности и	1	1
931	чем они	2	1
932	это только	4	1
933	и раскрытии	1	1
934	быть не	1	1
935	его собственной	1	1
936	которыми он	1	1
937	а через	1	1
938	в этот	2	1
939	произведений не	1	1
940	мало-помалу начали	1	1
941	одной и	2	1
942	для нее	2	1
943	между двумя	1	1
944	себя не	1	1
945	только один	1	1
946	то все	1	1
947	увидим что	2	1
948	письма и	1	1
949	слова своей	1	1
950	тем именно	2	1
951	всего именно	1	1
952	между отдельными	1	1
953	таким путем	2	1
954	проникновения в	1	1
955	может служить	3	1
956	за собой	3	1
957	также в	1	1
958	о своем	1	1
959	на основании	5	1
960	ближе всего	1	1
961	поколений в	1	1
962	и соответствующих	1	1
963	них более	1	1
964	этим не	1	1
965	и замкнутого	1	1
966	превращается в	1	1
967	времени и	4	1
968	а только	8	1
969	именно для	1	1
970	литературы в	3	1
971	нем есть	1	1
972	заложенный в	1	1
973	свой материал	4	1
974	знает что	1	1
975	в чистом	1	1
976	всего что	1	1
977	поставить в	2	1
978	их языком	1	1
979	имеем в	1	1
980	социально-политической и	1	1
981	о языке	6	1
982	как на	12	1
983	поэтического образа	1	1
984	на те	1	1
985	среди них	1	1
986	вообще и	3	1
987	вернуться к	1	1
988	изучение этих	2	1
989	эти разнородные	1	1
990	же язык	1	1
991	во-вторых и	1	1
992	только одна	1	1
993	ответа на	3	1
994	она неизбежно	1	1
995	жизни языка	1	1
996	исключает из	1	1
997	именно так	1	1
998	для изучения	1	1
999	которое он	1	1
1000	культурой в	1	1
1001	быть в	5	1
1002	в филологии	3	1
1003	в реальном	1	1
1004	частности в	1	1
1005	все зависит	1	1
1006	однако самая	1	1
1007	имеют не	1	1
1008	то она	2	1
1009	и возможна	1	1
1010	для которого	1	1
1011	язык во	1	1
1012	а это	1	1
1013	его прямой	2	1
1014	такие которые	1	1
1015	на этот	6	1
1016	действительности и	1	1
1017	не одно	1	1
1018	конкретное единство	1	1
1019	и современной	1	1
1020	их различных	1	1
1021	этот последний	1	1
1022	но если	6	1
1023	он сам	3	1
1024	и национальных	1	1
1025	и именно	13	1
1026	чужую мысль	1	1
1027	мог действительно	1	1
1028	наук и	4	1
1029	что даже	3	1
1030	какие бы	1	1
1031	русском языке	1	1
1032	слове язык	1	1
1033	возникает и	2	1
1034	и после	1	1
1035	и совершается	1	1
1036	для этой	1	1
1037	она звучит	1	1
1038	он отчетливо	1	1
1039	языка к	1	1
1040	в самой	1	1
1041	ними в	1	1
1042	изложения и	2	1
1043	крайней мере	4	1
1044	тот же	1	1
1045	истории языка	6	1
1046	мог бы	2	1
1047	в заключение	1	1
1048	его можно	2	1
1049	гораздо более	3	1
1050	того о	1	1
1051	смысле и	2	1
1052	между разными	1	1
1053	осуществляются в	1	1
1054	или иным	2	1
1055	как часто	1	1
1056	этого и	1	1
1057	она имеет	1	1
1058	труда и	2	1
1059	к общему	1	1
1060	сторон в	1	1
1061	лингвистикой и	1	1
1062	интересом к	1	1
1063	стоит на	1	1
1064	показывает как	1	1
1065	но на	1	1
1066	находить и	1	1
1067	том чтобы	6	1
1068	том числе	1	1
1069	для исторического	1	1
1070	нами не	2	1
1071	и представить	2	1
1072	выражения в	1	1
1073	как две	3	1
1074	рода и	1	1
1075	а наоборот	1	1
1076	различие между	1	1
1077	только по	3	1
1078	каких обстоятельствах	1	1
1079	здесь нет	4	1
1080	о человеке	1	1
1081	так называемые	2	1
1082	имеют в	1	1
1083	зависит от	3	1
1084	очень далеко	1	1
1085	собой в	2	1
1086	способы ее	1	1
1087	и вот	3	1
1088	притом не	1	1
1089	этого целого	1	1
1090	связи между	4	1
1091	для всякого	1	1
1092	слова хотя	1	1
1093	кризиса и	1	1
1094	мы имеем	4	1
1095	и ясной	1	1
1096	оттенков и	1	1
1097	прийти к	2	1
1098	ним в	1	1
1099	входит как	1	1
1100	которых он	1	1
1101	есть прямое	1	1
1102	или с	1	1
1103	замкнутое и	1	1
1104	противоречий и	1	1
1105	бы на	1	1
1106	в определенном	1	1
1107	ними и	2	1
1108	к истории	6	1
1109	проникая в	1	1
1110	он и	2	1
1111	связей и	1	1
1112	что при	1	1
1113	что так	1	1
1114	в формах	2	1
1115	приводят к	1	1
1116	которая лежит	1	1
1117	отсюда следует	1	1
1118	от времени	1	1
1119	был в	2	1
1120	с системой	2	1
1121	значит не	1	1
1122	то мы	1	1
1123	или иную	1	1
1124	попытки создания	1	1
1125	можно выделить	1	1
1126	на одной	1	1
1127	не от	1	1
1128	возможно только	1	1
1129	с пониманием	1	1
1130	возрождения и	2	1
1131	участие в	1	1
1132	находит свое	1	1
1133	нельзя считать	1	1
1134	в русском	1	1
1135	что между	1	1
1136	все равно	2	1
1137	язык явление	1	1
1138	мы находим	1	1
1139	знания и	3	1
1140	есть еще	3	1
1141	непосредственно в	1	1
1142	в конечном	3	1
1143	но с	5	1
1144	затем у	1	1
1145	а к	1	1
1146	ко второму	1	1
1147	у автора	1	1
1148	не получила	1	1
1149	в практике	1	1
1150	говорим о	1	1
1151	тема может	1	1
1152	sui generis	3	1
1153	что совершенно	1	1
1154	данного романа	1	1
1155	совсем иным	1	1
1156	что к	2	1
1157	без остатка	2	1
1158	что его	1	1
1159	и художественном	1	1
1160	его действий	1	1
1161	которое в	2	1
1162	с теми	2	1
1163	мира у	1	1
1164	из пределов	1	1
1165	культур в	1	1
1166	лишь к	1	1
1167	вопроса тем	1	1
1168	на тему	2	1
1169	здесь таким	1	1
1170	чтобы быть	1	1
1171	хотя все	1	1
1172	при известном	1	1
1173	в среде	1	1
1174	целое это	1	1
1175	не бывает	2	1
1176	в ряде	2	1
1177	неизбежно включает	1	1
1178	впрочем не	1	1
1179	мы ее	1	1
1180	литературе и	1	1
1181	бы оно	1	1
1182	с той	1	1
1183	или же	3	1
1184	мы теперь	2	1
1185	в изображении	1	1
1186	долгое время	1	1
1187	подобно тому	2	1
1188	лишь с	1	1
1189	и прежде	1	1
1190	как целое	3	1
1191	нам в	1	1
1192	и того	3	1
1193	всего он	1	1
1194	поэтому его	1	1
1195	говорят о	1	1
1196	между прочим	1	1
1197	как некоторого	1	1
1198	об особой	1	1
1199	что неизбежно	1	1
1200	но независимо	1	1
1201	сделать его	1	1
1202	к концу	1	1
1203	как ее	1	1
1204	лица которые	1	1
1205	второй части	1	1
1206	о всяком	1	1
1207	должно было	1	1
1208	как не	1	1
1209	об особом	2	1
1210	научной работы	3	1
1211	больше всего	1	1
1212	и теми	3	1
1213	и художественного	1	1
1214	материала на	1	1
1215	себе и	2	1
1216	и своими	1	1
1217	языке не	1	1
1218	и развития	2	1
1219	их историческом	1	1
1220	подлинного философского	1	1
1221	раз в	1	1
1222	работы над	6	1
1223	целого и	2	1
1224	и понимание	1	1
1225	бы в	2	1
1226	за этой	1	1
1227	чтобы увидеть	1	1
1228	это остается	1	1
1229	сделала бы	1	1
1230	сохранять свое	1	1
1231	поэтому при	1	1
1232	ни при	1	1
1233	ко всему	1	1
1234	в самое	1	1
1235	что такое	12	1
1236	на всем	1	1
1237	в разной	2	1
1238	жизнь и	1	1
1239	и далее	2	1
1240	таких случаях	1	1
1241	тем более	2	1
1242	к отдельным	2	1
1243	такие же	1	1
1244	на задний	2	1
1245	случае и	1	1
1246	и установлением	1	1
1247	каждая такая	1	1
1248	в высшем	1	1
1249	действительности иными	1	1
1250	в отдельных	1	1
1251	не влечет	2	1
1252	другими словами	1	1
1253	именно потому	1	1
1254	и истолкованием	1	1
1255	литературой и	1	1
1256	не дает	1	1
1257	этой идеи	1	1
1258	совсем не	3	1
1259	тому как	2	1
1260	от содержания	1	1
1261	к новым	1	1
1262	что всякий	1	1
1263	явления в	1	1
1264	мы должны	2	1
1265	языка для	1	1
1266	на свой	1	1
1267	его исторического	1	1
1268	но зато	2	1
1269	в известных	2	1
1270	если же	2	1
1271	от которых	2	1
1272	должны быть	1	1
1273	и античным	1	1
1274	в изучении	3	1
1275	и сведений	2	1
1276	есть и	5	1
1277	тех же	1	1
1278	и является	1	1
1279	совершенно невозможно	1	1
1280	в применении	7	1
1281	к данному	1	1
1282	и тот	1	1
1283	отношений между	3	1
1284	данности и	1	1
1285	когда оно	1	1
1286	еще в	1	1
1287	это то	1	1
1288	встречающихся и	1	1
1289	словом все	1	1
1290	критикой и	2	1
1291	как явление	2	1
1292	национальная культура	1	1
1293	филологии в	7	1
1294	глубине и	1	1
1295	в xix	1	1
1296	не касается	1	1
1297	поэтому для	1	1
1298	слово которое	1	1
1299	из общего	1	1
1300	должны были	1	1
1301	то ни	1	1
1302	тем или	2	1
