N	2gram	Bakhtin_Pr	Istorich
240	и для	5	13
241	в себе	10	13
242	в таких	1	13
243	все что	1	13
244	своего рода	7	13
245	не просто	1	13
246	и у	8	13
247	на этом	4	13
248	в форме	6	13
249	в нее	1	13
250	и от	4	13
251	с ними	2	13
252	не имеет	1	13
253	смерти и	4	13
254	к своему	4	13
255	и если	4	13
256	что иное	1	13
257	таким же	1	13
258	во всем	5	12
259	кроме того	6	12
260	на землю	4	12
261	хотя бы	6	12
262	к себе	8	12
263	в основном	1	12
264	и герой	1	12
265	о нем	2	12
266	в их	7	12
267	на более	1	12
268	к ней	3	12
269	к этой	3	12
270	как только	1	12
271	не знает	8	12
272	одним из	6	12
273	что не	1	12
274	чаще всего	1	12
275	дает ему	1	12
276	за ним	1	12
277	в более	5	12
278	и их	6	12
279	у нее	1	12
280	некоторое время	2	11
281	точки зрения	17	11
282	я не	6	11
283	от этого	1	11
284	должны быть	2	11
285	главным образом	3	11
286	связанные с	3	11
287	никто не	1	11
288	иное как	1	11
289	в очень	2	11
290	только с	3	11
291	уже в	3	11
292	на нее	1	11
293	здесь еще	3	11
294	по мере	3	11
295	восходит к	1	11
296	но уже	2	11
297	не что	1	11
298	хотя и	10	11
299	же мы	1	11
300	в большом	1	11
301	относится к	1	11
302	но оно	1	11
303	и вот	1	11
304	на которой	2	11
305	и более	3	11
306	этого не	1	11
307	такой же	1	11
308	человека в	6	11
309	далеко не	4	11
310	и к	13	10
311	он видит	1	10
312	не как	5	10
313	на земле	14	10
314	к ним	5	10
315	от них	2	10
316	не было	5	10
317	в которой	2	10
318	а с	1	10
319	и тот	4	10
320	почти всегда	6	10
321	на основе	4	10
322	вступает в	1	10
323	еще один	1	10
324	связанных с	2	10
325	но если	4	10
326	он и	2	10
327	исторической действительности	1	10
328	связаны с	3	10
329	и других	12	10
330	о чем	2	10
331	говорит о	2	10
332	на этой	2	10
333	не должен	1	10
334	в различных	1	10
335	как правило	1	10
336	друг с	6	10
337	себя в	1	10
338	в ее	3	10
339	но как	2	10
340	ни в	4	10
341	своего отца	1	10
342	не знаем	1	10
343	он может	2	10
344	а на	2	10
345	указывает на	2	10
346	царство и	1	10
347	что эта	1	10
348	под землей	1	10
349	не можем	1	10
350	более или	3	9
351	и вместе	1	9
352	но эти	3	9
353	только на	3	9
354	она в	1	9
355	является и	1	9
356	но для	2	9
357	в чем	1	9
358	героя и	3	9
359	на небе	1	9
360	тогда когда	1	9
361	в царстве	2	9
362	и так	4	9
363	зависимости от	3	9
364	это и	1	9
365	в свою	1	9
366	целый ряд	1	9
367	на этот	1	9
368	тот же	2	9
369	а по	1	9
370	вот почему	1	9
371	за него	2	9
372	что за	1	9
373	не могут	4	9
374	в себя	8	9
375	а как	4	9
376	здесь нет	2	9
377	в основе	6	9
378	в истории	4	9
379	с его	4	9
380	из него	1	9
381	ему в	1	9
382	же не	2	9
383	с другом	6	9
384	или менее	3	9
385	но здесь	2	9
386	стороны и	1	9
387	что на	2	9
388	жизни и	13	9
389	этот материал	1	8
390	и сам	1	8
391	в некотором	1	8
392	именно в	3	8
393	во всяком	2	8
394	он был	1	8
395	конечно не	11	8
396	они должны	3	8
397	превратился в	1	8
398	восходят к	1	8
399	с другими	6	8
400	мере того	1	8
401	большинстве случаев	9	8
402	на другой	1	8
403	мы будем	3	8
404	та же	1	8
405	на нем	1	8
406	обряд и	1	8
407	из его	1	8
408	именно на	2	8
409	смерть и	2	8
410	независимо от	1	8
411	смысле этого	3	8
412	ту же	2	8
413	или даже	1	8
414	что им	1	8
415	и потому	6	8
416	в преисподнюю	3	8
417	но она	3	8
418	не с	1	8
419	оказывается что	1	8
420	тем самым	2	8
421	могло быть	1	8
422	же самое	1	8
423	которые в	3	8
424	для этого	2	8
425	или по	3	8
426	роль в	1	8
427	и стал	2	8
428	можно сказать	12	8
429	входит в	1	8
430	а он	1	8
431	в зависимости	3	8
432	тут же	1	8
433	он на	1	8
434	она и	1	8
435	здесь же	1	8
436	встречается в	1	8
437	в целях	1	8
438	не дает	3	8
439	в современной	1	8
440	ни одной	1	8
441	это положение	2	8
442	образом и	3	8
443	его с	2	8
444	и из	3	8
445	во сне	7	8
446	кажется что	3	8
447	здесь в	11	8
448	но с	2	8
449	вообще не	1	8
450	он говорит	1	8
451	в жизни	14	8
452	на это	1	8
453	иногда даже	1	8
454	приведем еще	1	7
455	уже и	1	7
456	этот момент	1	7
457	землю и	1	7
458	и некоторые	2	7
459	тому что	1	7
460	не есть	1	7
461	между собой	1	7
462	о которых	2	7
463	здесь и	7	7
464	в эту	3	7
465	под влиянием	1	7
466	между тем	2	7
467	над ним	1	7
468	если в	2	7
469	и при	2	7
470	там в	1	7
471	к которым	1	7
472	состоит в	1	7
473	где он	1	7
474	на самом	2	7
475	что ни	1	7
476	образом в	2	7
477	но эта	2	7
478	на них	2	7
479	иногда и	3	7
480	в начале	2	7
481	еще в	1	7
482	в области	6	7
483	вплоть до	5	7
484	те же	1	7
485	всякого рода	3	7
486	во многих	2	7
487	и стали	1	7
488	как на	1	7
489	о ней	1	7
490	ее и	1	7
491	указать на	1	7
492	формы этого	1	7
493	в конце	5	7
494	уже давно	1	7
495	себе и	2	7
496	а только	2	7
497	ли это	1	7
498	того же	5	7
499	на голову	1	7
500	не то	3	7
501	можно только	1	7
502	совершенно не	4	7
503	им в	1	7
504	если мы	5	7
505	что я	2	7
506	этого слова	3	7
507	всяком случае	1	7
508	для него	1	7
509	как у	5	7
510	а то	1	7
511	как она	1	7
512	по его	1	7
513	с самого	4	7
514	земли и	1	7
515	в большинстве	9	7
516	одного из	1	7
517	и о	3	7
518	эти два	3	7
519	есть не	1	7
520	героя но	2	7
521	же и	1	6
522	с героем	1	6
523	будем здесь	1	6
524	между ними	14	6
525	уже нет	1	6
526	дело с	1	6
527	на могиле	1	6
528	характерно что	3	6
529	той же	6	6
530	в могиле	2	6
531	все его	3	6
532	как можно	1	6
533	что там	1	6
534	если я	1	6
535	вот несколько	1	6
536	здесь на	3	6
537	только о	1	6
538	равно как	1	6
539	его как	3	6
540	нам кажется	4	6
541	в одну	1	6
542	меня и	1	6
543	уже на	4	6
544	нет ничего	3	6
545	где нет	1	6
546	в роли	2	6
547	героем и	1	6
548	а через	1	6
549	она дает	1	6
550	довольно много	1	6
551	это еще	2	6
552	этих двух	5	6
553	это конечно	3	6
554	отличие от	1	6
555	также и	5	6
556	но дело	1	6
557	для того	1	6
558	но тем	1	6
559	он является	2	6
560	самого начала	5	6
561	до того	1	6
562	от себя	1	6
563	нам важно	1	6
564	то в	1	6
565	от его	1	6
566	загробном мире	1	6
567	имеется и	1	6
568	не соответствует	1	6
569	к жизни	2	6
570	что все	3	6
571	тому же	3	6
572	себе не	1	6
573	даже не	1	6
574	уходит в	1	6
575	имеет свою	1	6
576	быть и	2	6
577	были бы	1	6
578	они и	3	6
579	почти не	2	6
580	не на	1	6
581	или как	1	6
582	и тогда	1	6
583	а я	3	6
584	заметить что	1	6
585	мог бы	1	6
586	он все	1	6
587	же он	2	6
588	формы и	3	6
589	меня не	1	6
590	не знают	2	6
591	близок к	2	6
592	ничем не	3	6
593	у тебя	1	6
594	видеть в	1	6
595	в преисподней	8	6
596	из которого	1	6
597	с той	1	6
598	а иногда	1	6
599	вступают в	3	6
600	и уже	2	6
601	в виду	3	5
602	в своих	4	5
603	эти обряды	1	5
604	происходит не	1	5
605	мы и	4	5
606	и очень	1	5
607	бы в	2	5
608	во все	5	5
609	к своей	1	5
610	его по	2	5
611	этого мы	1	5
612	царства и	1	5
613	или наоборот	3	5
614	с образом	1	5
615	героя с	1	5
616	нами в	1	5
617	в сторону	1	5
618	проникнуть в	2	5
619	по своей	12	5
620	для наших	1	5
621	это же	1	5
622	по другим	1	5
623	обратимся к	1	5
624	до наших	3	5
625	ты меня	1	5
626	для чего	1	5
627	с ее	3	5
628	живет на	6	5
629	части тела	1	5
630	для них	2	5
631	их и	1	5
632	можно назвать	2	5
633	это время	1	5
634	есть на	1	5
635	да и	3	5
636	о котором	1	5
637	в главе	1	5
638	что если	1	5
639	в которую	1	5
640	он как	2	5
641	в отличие	1	5
642	она может	1	5
643	приема в	1	5
644	иногда в	2	5
645	в свое	4	5
646	другие формы	1	5
647	нас не	1	5
648	по своему	6	5
649	на все	4	5
650	однако не	1	5
651	тоже не	2	5
652	часто встречается	1	5
653	в самых	2	5
654	но при	2	5
655	и может	1	5
656	которые не	2	5
657	я знаю	1	5
658	еще более	6	5
659	в одно	1	5
660	со своей	2	5
661	античности и	5	5
662	этом мы	3	5
663	самый факт	1	5
664	но этот	2	5
665	материал в	1	5
666	связи со	1	5
667	ней и	1	5
668	мы в	2	5
669	несмотря на	3	5
670	его но	1	5
671	xix века	2	5
672	и один	1	5
673	в таком	3	5
674	до этого	1	5
675	и затем	1	5
676	нем и	1	5
677	друг другу	1	5
678	бы быть	1	5
679	если они	1	5
680	в один	3	5
681	вступить в	2	5
682	чтобы они	1	5
683	лежит в	1	5
684	это уже	2	5
685	в область	2	5
686	за что	1	5
687	показать что	1	5
688	наших целей	1	5
689	не могло	1	5
690	знает что	2	5
691	через него	1	5
692	без всякого	1	5
693	соответствии с	2	5
694	ее не	1	5
695	они были	1	5
696	том числе	15	5
697	отличается от	2	5
698	или иначе	1	5
699	наших дней	3	5
700	им и	1	5
701	мира и	3	5
702	это было	3	5
703	можно показать	1	5
704	обрядов и	1	5
705	при изучении	1	5
706	может иметь	1	5
707	это в	1	5
708	например у	3	5
709	и социальной	2	5
710	как уже	1	5
711	имеются и	1	5
712	что образ	1	5
713	еще несколько	1	4
714	в самом	7	4
715	мы найдем	4	4
716	впоследствии когда	1	4
717	в разных	4	4
718	живут в	2	4
719	в результате	2	4
720	относится и	1	4
721	некоторые другие	1	4
722	уходят в	1	4
723	в мир	1	4
724	по своим	2	4
725	каждый из	1	4
726	знаем о	1	4
727	уже у	3	4
728	людей и	6	4
729	и формы	2	4
730	на одну	1	4
731	могло бы	3	4
732	формы в	1	4
733	во всей	5	4
734	из трех	1	4
735	что именно	2	4
736	он сам	5	4
737	и во	6	4
738	к этим	1	4
739	для этой	2	4
740	герой и	3	4
741	к их	1	4
742	что уже	2	4
743	бы что	1	4
744	чем в	2	4
745	это один	2	4
746	одном из	1	4
747	связь со	1	4
748	из одного	2	4
749	достаточно чтобы	2	4
750	нами как	1	4
751	в наше	1	4
752	вера в	1	4
753	но вот	1	4
754	он находится	1	4
755	и знает	1	4
756	как один	1	4
757	не раз	1	4
758	что есть	1	4
759	не сразу	1	4
760	от нее	1	4
761	это одна	1	4
762	он уже	1	4
763	и сейчас	1	4
764	так или	1	4
765	сами по	1	4
766	с этого	1	4
767	он ее	1	4
768	так называемая	2	4
769	такую же	1	4
770	по сравнению	6	4
771	для нее	1	4
772	и больше	1	4
773	мне не	2	4
774	потом в	1	4
775	которых он	1	4
776	по ходу	1	4
777	но на	2	4
778	а это	2	4
779	в литературе	8	4
780	чем перейти	1	4
781	не существует	1	4
782	здесь имеется	1	4
783	есть в	7	4
784	перейти к	2	4
785	свою противоположность	1	4
786	особенно в	7	4
787	тем более	2	4
788	здесь только	2	4
789	важна не	1	4
790	выходит из	2	4
791	человека с	3	4
792	человека и	10	4
793	явление в	1	4
794	хотя он	1	4
795	что было	2	4
796	или нет	1	4
797	топор и	1	4
798	близки к	2	4
799	и которые	2	4
800	теперь мы	4	4
801	ведет к	3	4
802	другую сторону	2	4
803	правда в	5	4
804	перед собой	1	4
805	так чтобы	1	4
806	силы и	2	4
807	в руках	1	4
808	здесь имеет	1	4
809	по которой	1	4
810	с этими	1	4
811	все время	2	4
812	и вообще	3	4
813	на почве	1	4
814	время в	2	4
815	с точки	13	4
816	как раз	6	4
817	они в	1	4
818	там и	2	4
819	такое объяснение	1	4
820	они могут	3	4
821	что их	1	4
822	мы проследим	1	4
823	здесь как	3	4
824	как человек	2	4
825	можно сделать	1	4
826	если же	5	4
827	с большой	3	4
828	о его	1	4
829	столь же	1	4
830	здесь также	2	4
831	мы теперь	1	4
832	все в	3	4
833	что касается	2	4
834	в меньшей	1	4
835	знаю что	1	4
836	себя и	3	4
837	все они	2	4
838	еще и	4	4
839	и между	5	4
840	и под	4	4
841	с падением	1	4
842	принадлежит к	1	4
843	их с	1	4
844	ни с	1	4
845	на тех	1	4
846	и через	5	4
847	почти никогда	1	4
848	из форм	1	4
849	входить в	1	4
850	дело в	3	4
851	идет на	1	4
852	нисколько не	1	4
853	войти в	3	4
854	человеком и	1	4
855	но конечно	3	4
856	всем мире	2	4
857	гораздо шире	1	4
858	не могу	3	4
859	во второй	1	4
860	роль которую	1	4
861	слова в	3	4
862	быть только	2	4
863	было так	1	3
864	со всем	1	3
865	а у	2	3
866	на своей	1	3
867	мы находим	8	3
868	тем как	1	3
869	него в	1	3
870	ее то	1	3
871	в греческих	1	3
872	человек в	2	3
873	он у	1	3
874	по голове	1	3
875	к самому	5	3
876	в соответствии	3	3
877	находится на	2	3
878	не его	1	3
879	казалось бы	4	3
880	не могли	2	3
881	раз и	2	3
882	именно такое	1	3
883	и той	4	3
884	отметить что	3	3
885	бога и	2	3
886	из всех	1	3
887	в голове	1	3
888	затем в	2	3
889	и вступает	1	3
890	что даже	1	3
891	точка зрения	1	3
892	это своего	2	3
893	она имеет	1	3
894	поможет нам	1	3
895	не при	1	3
896	внимание на	1	3
897	форма его	1	3
898	ты мой	1	3
899	под его	1	3
900	между человеком	1	3
901	так сказать	8	3
902	роли которую	1	3
903	могли бы	2	3
904	о себе	2	3
905	средние века	12	3
906	оно и	2	3
907	здесь нас	1	3
908	и та	1	3
909	говорили что	2	3
910	но тут	1	3
911	в загробном	1	3
912	в обоих	1	3
913	показывает нам	1	3
914	что над	1	3
915	роль играют	1	3
916	которые он	1	3
917	эти разновидности	1	3
918	поэтому в	1	3
919	и делает	1	3
920	один человек	1	3
921	и одной	1	3
922	нам в	1	3
923	и пусть	2	3
924	подробнее мы	1	3
925	к его	2	3
926	вряд ли	2	3
927	бы не	1	3
928	каждого из	2	3
929	не превращается	2	3
930	такое положение	1	3
931	рассказ о	2	3
932	можно в	1	3
933	это все	2	3
934	и поэтому	2	3
935	только один	1	3
936	народов и	1	3
937	как если	1	3
938	необходимо указать	2	3
939	тем же	1	3
940	начиная с	4	3
941	в самую	1	3
942	небом и	2	3
943	нельзя сказать	2	3
944	в особом	2	3
945	могли быть	2	3
946	то они	1	3
947	когда они	1	3
948	этим можно	1	3
949	здесь есть	1	3
950	в последней	1	3
951	существа и	1	3
952	эта черта	1	3
953	в первобытном	1	3
954	кто он	1	3
955	у многих	1	3
956	особое значение	1	3
957	все равно	6	3
958	от всех	2	3
959	в другую	1	3
960	всегда есть	1	3
961	и могут	2	3
962	в такой	1	3
963	один и	1	3
964	живых и	1	3
965	людям и	2	3
966	др все	2	3
967	выше и	2	3
968	на один	1	3
969	остановимся только	1	3
970	земле в	1	3
971	и также	1	3
972	рассматривать как	1	3
973	что можно	1	3
974	не случайное	2	3
975	здесь довольно	1	3
976	в античной	3	3
977	он с	1	3
978	с соответствующими	1	3
979	мы обратимся	1	3
980	для всех	2	3
981	которая была	1	3
982	которая в	1	3
983	они уже	1	3
984	как они	1	3
985	в предыдущей	1	3
986	или во	1	3
987	но далеко	1	3
988	в многочисленных	1	3
989	обоих случаях	1	3
990	нам уже	3	3
991	при всей	3	3
992	его из	1	3
993	и такие	1	3
994	где-то в	1	3
995	даже и	3	3
996	нам по	3	3
997	еще одного	3	3
998	что еще	1	3
999	вследствие чего	1	3
1000	приходит на	2	3
1001	в средние	11	3
1002	они всегда	1	3
1003	духа и	1	3
1004	играют в	2	3
1005	же она	1	3
1006	причем в	2	3
1007	этот образ	2	3
1008	в системе	1	3
1009	на свет	1	3
1010	и весь	1	3
1011	то меня	1	3
1012	должно быть	4	3
1013	имеет своего	1	3
1014	несколько иной	1	3
1015	его у	1	3
1016	этого он	1	3
1017	есть у	1	3
1018	имеем дело	1	3
1019	два раза	1	3
1020	по некоторым	1	3
1021	в несколько	2	3
1022	говорит в	1	3
1023	и говорят	1	3
1024	как его	2	3
1025	над жизнью	1	3
1026	в бане	1	3
1027	здесь перед	3	3
1028	позволяют нам	1	3
1029	того он	1	3
1030	связанным с	1	3
1031	именно как	3	3
1032	мире и	2	3
1033	вошел в	1	3
1034	явление это	1	3
1035	его развития	1	3
1036	всех других	2	3
1037	неотделим от	1	3
1038	души в	1	3
1039	в землю	1	3
1040	или три	2	3
1041	которые были	1	3
1042	вот он	1	3
1043	всего в	1	3
1044	представить себе	1	3
1045	к одной	1	3
1046	в языке	1	3
1047	очень сложное	1	3
1048	из того	1	3
1049	все то	4	3
1050	он будет	1	3
1051	не делает	1	3
1052	относятся к	1	3
1053	к самым	1	3
1054	как нам	1	3
1055	своей жизни	3	3
1056	царстве мертвых	2	3
1057	сравнению с	6	3
1058	бы ему	1	3
1059	уже говорили	3	3
1060	и до	6	3
1061	при котором	1	3
1062	и увидел	1	3
1063	как себя	1	3
1064	только наиболее	1	3
1065	точку зрения	1	3
1066	из этой	1	3
1067	нет ни	2	3
1068	человека за	1	3
1069	бы на	1	3
1070	и соответствующие	2	3
1071	в формах	2	3
1072	просто как	1	3
1073	в эпоху	12	3
1074	строится на	1	3
1075	один момент	1	3
1076	бы дать	1	3
1077	в гробу	2	3
1078	и рассказ	1	3
1079	и власть	1	3
1080	без всякой	1	3
1081	они все	2	3
1082	обычно в	3	3
1083	она должна	1	3
1084	которую мы	1	3
1085	в рай	1	3
1086	в науке	1	3
1087	останавливаться на	1	3
1088	сквозь него	1	3
1089	на всю	1	3
1090	которых они	1	3
1091	знает и	1	3
1092	по всей	1	3
1093	бы он	1	3
1094	их можно	1	3
1095	примером этого	1	3
1096	и этого	1	2
1097	народов в	1	2
1098	с которыми	1	2
1099	быка и	1	2
1100	вопросу о	1	2
1101	для более	2	2
1102	в большей	5	2
1103	силой и	2	2
1104	в центре	4	2
1105	но некоторые	1	2
1106	к другу	1	2
1107	берет его	1	2
1108	жизнь в	4	2
1109	это те	1	2
1110	к другим	4	2
1111	выражено в	1	2
1112	и другим	1	2
1113	так это	1	2
1114	целое и	1	2
1115	и перед	2	2
1116	и земли	1	2
1117	здесь происходит	1	2
1118	смерть в	2	2
1119	большей или	6	2
1120	и сделал	1	2
1121	из героев	1	2
1122	мы считаем	2	2
1123	свою собственную	1	2
1124	свой смысл	1	2
1125	выражены в	1	2
1126	и иногда	2	2
1127	здесь конечно	5	2
1128	очень важное	3	2
1129	прямо на	2	2
1130	в риме	2	2
1131	одной и	1	2
1132	особое место	2	2
1133	как ее	1	2
1134	при некоторых	1	2
1135	с верой	1	2
1136	некоторые элементы	1	2
1137	свой материал	1	2
1138	здесь несколько	1	2
1139	мы ни	1	2
1140	и еще	2	2
1141	имеется одно	1	2
1142	него не	1	2
1143	в основу	1	2
1144	просто в	1	2
1145	и вдруг	1	2
1146	человека а	1	2
1147	и сильный	1	2
1148	жизни так	1	2
1149	других жанров	1	2
1150	близка к	1	2
1151	известные нам	1	2
1152	и мертвых	1	2
1153	все разновидности	1	2
1154	своему собственному	1	2
1155	а за	2	2
1156	чтобы заставить	1	2
1157	человек и	2	2
1158	характер и	1	2
1159	по одному	2	2
1160	земле и	2	2
1161	он знал	2	2
1162	и следовательно	1	2
1163	сохраняется и	2	2
1164	говорилось о	1	2
1165	к вопросу	1	2
1166	хотя оно	1	2
1167	а для	2	2
1168	в каждом	5	2
1169	превращаясь в	1	2
1170	свое место	1	2
1171	значение и	2	2
1172	он ничего	1	2
1173	все остальные	2	2
1174	не тот	1	2
1175	обычно бывает	1	2
1176	на свой	2	2
1177	в развитии	5	2
1178	от которых	2	2
1179	одно и	1	2
1180	др в	3	2
1181	есть герой	1	2
1182	он пишет	1	2
1183	на некоторых	5	2
1184	и несколько	3	2
1185	своего апогея	1	2
1186	что для	1	2
1187	из самых	3	2
1188	всю жизнь	1	2
1189	с живыми	1	2
1190	их здесь	1	2
1191	сказать о	1	2
1192	это совершенно	1	2
1193	в глубину	1	2
1194	и самый	6	2
1195	не мешает	1	2
1196	с полной	1	2
1197	и конечно	2	2
1198	мы встречаем	1	2
1199	по всем	1	2
1200	в последнем	1	2
1201	и должны	1	2
1202	что этим	1	2
1203	себе представить	1	2
1204	я видел	3	2
1205	на первом	1	2
1206	оно было	1	2
1207	и далее	1	2
1208	связей с	1	2
1209	другого человека	1	2
1210	действует в	1	2
1211	то с	1	2
1212	причем здесь	1	2
1213	сюжета и	2	2
1214	с некоторыми	1	2
1215	делают его	1	2
1216	мы остановимся	5	2
1217	был связан	1	2
1218	только одной	1	2
1219	эти явления	3	2
1220	стоят на	1	2
1221	было уже	1	2
1222	все как	1	2
1223	автор не	2	2
1224	не входит	1	2
1225	к той	1	2
1226	показать как	1	2
1227	и большой	1	2
1228	в центральной	1	2
1229	наконец в	3	2
1230	он часто	2	2
1231	всех случаях	1	2
1232	и вся	4	2
1233	и ему	1	2
1234	и об	1	2
1235	без другого	2	2
1236	связанной с	1	2
1237	и потом	1	2
1238	нет и	3	2
1239	это позволяет	2	2
1240	а уж	1	2
1241	они еще	1	2
1242	это сделать	1	2
1243	у вас	1	2
1244	всего является	1	2
1245	формы которые	1	2
1246	перестает быть	1	2
1247	в полном	1	2
1248	они входят	1	2
1249	на кладбище	3	2
1250	что с	1	2
1251	родство этих	2	2
1252	к месту	1	2
1253	таком случае	1	2
1254	от своих	2	2
1255	под тем	1	2
1256	ее нельзя	1	2
1257	этом не	2	2
1258	в ряде	1	2
1259	можно отнести	1	2
1260	стремление к	1	2
1261	и со	1	2
1262	и выходит	1	2
1263	приводило к	2	2
1264	показывает его	1	2
1265	с изображением	1	2
1266	друга но	2	2
1267	к одному	2	2
1268	и живой	2	2
1269	перед тем	1	2
1270	же из	1	2
1271	голова с	1	2
1272	этой цели	1	2
1273	на другое	1	2
1274	у того	1	2
1275	уже после	1	2
1276	несколько подробнее	2	2
1277	как то	1	2
1278	при всем	3	2
1279	числе и	13	2
1280	особенно ярко	3	2
1281	широко распространенного	1	2
1282	случае это	1	2
1283	лицо и	1	2
1284	все больше	1	2
1285	мы бы	1	2
1286	так но	1	2
1287	место в	3	2
1288	отметим еще	1	2
1289	я все	1	2
1290	человек не	1	2
1291	к совершенно	1	2
1292	которой мы	3	2
1293	им не	1	2
1294	за счет	1	2
1295	образов и	7	2
1296	и закричал	1	2
1297	строя и	1	2
1298	свое начало	1	2
1299	нет здесь	1	2
1300	их из	1	2
1301	они друг	1	2
1302	изнутри и	1	2
1303	форму но	1	2
1304	в момент	1	2
1305	все люди	1	2
1306	сама по	2	2
1307	отношения не	1	2
1308	души человеческой	1	2
1309	что дело	1	2
1310	которые по	1	2
1311	смерти или	1	2
1312	что человек	1	2
1313	одному из	2	2
1314	здесь под	1	2
1315	самом же	2	2
1316	не простой	2	2
1317	от этих	1	2
1318	свою связь	1	2
1319	входящий в	1	2
1320	могла быть	1	2
1321	только можно	2	2
1322	античности в	3	2
1323	весь этот	1	2
