N	2gram	Vygotskiy_	formyVre
203	этот процесс	4	7
204	этом отношении	9	7
205	ее в	2	7
206	для других	2	7
207	отличие от	8	7
208	во времени	1	7
209	место в	3	7
210	что было	1	6
211	все что	4	6
212	именно в	6	6
213	уже на	1	6
214	с тем	18	6
215	на первый	5	6
216	о том	6	6
217	на новой	1	6
218	с помощью	64	6
219	между двумя	3	6
220	в различных	1	6
221	ни одного	1	6
222	сказать что	10	6
223	в основу	5	6
224	первый тип	1	6
225	входят в	1	6
226	во всей	3	6
227	и временных	1	6
228	в качестве	25	6
229	в таком	4	6
230	здесь как	1	6
231	мы можем	13	6
232	ту же	2	6
233	и речи	27	6
234	за пределы	1	6
235	одной стороны	8	6
236	бы ни	2	6
237	а как	2	6
238	пространственных и	1	6
239	и ее	1	6
240	смысле слова	5	6
241	в сущности	3	6
242	в отношении	14	6
243	мы видим	13	6
244	не могут	5	6
245	в которых	3	6
246	друг от	2	6
247	своей жизни	1	6
248	не является	13	6
249	тех же	2	6
250	автора и	1	6
251	лежат в	1	6
252	слова и	8	6
253	в совершенно	5	6
254	нет и	1	6
255	одной из	1	6
256	все они	2	6
257	мы не	14	6
258	на развитие	1	6
259	мы находим	3	6
260	от друга	2	6
261	в присутствии	1	6
262	но эта	1	6
263	в эпоху	1	6
264	только и	2	6
265	особенно в	2	6
266	не оставляет	1	6
267	есть и	2	6
268	в начале	5	6
269	есть не	1	6
270	мы и	4	5
271	вообще не	3	5
272	с этой	6	5
273	одно из	2	5
274	тем что	12	5
275	в своей	9	5
276	в это	1	5
277	понятно что	3	5
278	хотя бы	2	5
279	только на	2	5
280	но они	4	5
281	всего этого	1	5
282	эти моменты	1	5
283	что все	2	5
284	точка зрения	1	5
285	по преимуществу	1	5
286	и через	1	5
287	с другими	3	5
288	эти образы	1	5
289	как его	1	5
290	от этого	6	5
291	в смысле	9	5
292	двумя моментами	1	5
293	той или	2	5
294	так что	3	5
295	все основные	1	5
296	одно и	7	5
297	не были	1	5
298	и является	2	5
299	по своей	12	5
300	в этой	7	5
301	и от	5	5
302	мы будем	4	5
303	там где	4	5
304	здесь же	1	5
305	в него	4	5
306	мире и	1	5
307	был бы	2	5
308	что они	23	5
309	не на	2	5
310	тела и	1	5
311	и они	1	5
312	с ними	3	5
313	далеко не	2	5
314	они не	4	5
315	не имеет	3	5
316	да и	1	5
317	не имеют	2	5
318	ни были	2	5
319	той же	8	5
320	он может	1	5
321	ничем не	2	5
322	мы имеем	6	5
323	но на	3	5
324	или в	4	5
325	об этом	2	5
326	и вообще	1	5
327	первый план	5	5
328	например у	1	5
329	в ряду	1	5
330	и почти	1	5
331	стороны и	1	5
332	или как	2	5
333	числе и	3	5
334	этих форм	1	5
335	и только	4	5
336	мы наблюдаем	3	4
337	во всем	7	4
338	от него	1	4
339	же и	2	4
340	только что	5	4
341	даже в	5	4
342	связи в	2	4
343	а затем	4	4
344	не являются	4	4
345	другой стороны	5	4
346	как если	2	4
347	по себе	11	4
348	в своих	3	4
349	или на	1	4
350	в корне	2	4
351	в данном	1	4
352	раз и	1	4
353	он был	1	4
354	в другом	3	4
355	по отношению	4	4
356	и те	3	4
357	в глаза	2	4
358	друг на	3	4
359	вопросу о	1	4
360	чтобы они	2	4
361	в нашем	2	4
362	а следовательно	1	4
363	и становится	1	4
364	жизни с	1	4
365	несмотря на	1	4
366	свет и	1	4
367	к жизни	2	4
368	чем в	4	4
369	что не	1	4
370	между этими	2	4
371	о которых	1	4
372	к вопросу	1	4
373	себе и	2	4
374	в чем	2	4
375	дана в	1	4
376	совсем не	1	4
377	и разновидности	1	4
378	в историческом	2	4
379	в новое	2	4
380	в один	4	4
381	даны в	3	4
382	в последнем	1	4
383	которых мы	2	4
384	оно было	1	4
385	и при	3	4
386	из того	4	4
387	для них	3	4
388	что он	13	4
389	дело идет	1	4
390	вследствие этого	1	4
391	перед нами	15	4
392	это и	1	4
393	наконец и	1	4
394	и более	4	4
395	языка и	1	4
396	сливается с	1	4
397	и т.д	8	4
398	стадии развития	4	4
399	на друга	3	4
400	же самое	9	4
401	принадлежит к	1	4
402	всяком случае	10	4
403	друг друга	7	4
404	формы и	3	4
405	они были	1	4
406	связан с	2	4
407	этом случае	4	4
408	одних и	1	4
409	находятся в	1	4
410	и было	1	4
411	не для	1	4
412	как у	2	4
413	у нас	1	4
414	все равно	4	4
415	последнем счете	1	4
416	как она	4	4
417	так в	1	4
418	на одном	2	4
419	войти в	1	4
420	на его	5	4
421	тем более	2	4
422	связаны с	4	4
423	и тех	2	4
424	мы должны	15	4
425	как он	8	4
426	же что	2	4
427	лишь как	1	4
428	каковы бы	1	4
429	которыми он	1	4
430	включает в	2	4
431	и совершенно	2	4
432	мы сказали	1	4
433	существенную роль	2	3
434	с которыми	4	3
435	к другу	1	3
436	тому что	3	3
437	из всех	2	3
438	говорили в	1	3
439	это значит	6	3
440	время не	1	3
441	нас в	4	3
442	важный момент	1	3
443	далее в	1	3
444	дается в	1	3
445	по мере	1	3
446	и которые	5	3
447	их не	1	3
448	элементы в	1	3
449	не обязательно	1	3
450	из нее	2	3
451	и вниз	1	3
452	другом месте	3	3
453	и исторического	1	3
454	но мы	1	3
455	не могли	3	3
456	вопрос о	2	3
457	которой он	2	3
458	мы увидим	4	3
459	между вещами	1	3
460	характер в	1	3
461	распадается на	4	3
462	ее по	1	3
463	самого начала	6	3
464	как на	2	3
465	один или	1	3
466	находится в	4	3
467	с этими	1	3
468	в зависимости	6	3
469	все время	6	3
470	этот образ	1	3
471	смысле но	2	3
472	не мог	4	3
473	нам важно	1	3
474	и весь	1	3
475	явления как	1	3
476	внимание на	4	3
477	как можно	1	3
478	и развития	3	3
479	же как	10	3
480	одна из	2	3
481	и характер	2	3
482	того и	2	3
483	бы в	5	3
484	вверх и	1	3
485	связь с	4	3
486	очень часто	4	3
487	выражение в	1	3
488	для развития	5	3
489	на этом	3	3
490	в абстрактном	1	3
491	как это	16	3
492	в тех	2	3
493	но только	3	3
494	и детей	1	3
495	не сливается	1	3
496	тот или	1	3
497	главным образом	3	3
498	нашей точки	2	3
499	теми же	1	3
500	здесь также	1	3
501	его к	6	3
502	и самый	1	3
503	и здесь	5	3
504	друг к	1	3
505	этой проблемы	2	3
506	эти особенности	1	3
507	мы в	3	3
508	она становится	1	3
509	сами по	4	3
510	если не	1	3
511	почти всегда	1	3
512	внутренне не	2	3
513	более глубокой	1	3
514	на различные	1	3
515	и затем	1	3
516	в слове	3	3
517	правда не	1	3
518	бы не	1	3
519	том как	1	3
520	сравнению с	4	3
521	зависимости от	7	3
522	к другому	2	3
523	не входит	1	3
524	еще и	2	3
525	бы и	2	3
526	что мы	18	3
527	и между	4	3
528	в течение	2	3
529	развития человеческого	1	3
530	в свою	4	3
531	в значительной	1	3
532	основе этого	4	3
533	значение для	4	3
534	вступает в	3	3
535	целый ряд	4	3
536	кризиса и	1	3
537	через него	1	3
538	известной степени	1	3
539	что здесь	2	3
540	без всякого	1	3
541	в данной	1	3
542	если мы	12	3
543	тем же	8	3
544	мы говорили	5	3
545	к новой	1	3
546	но это	7	3
547	жизни не	1	3
548	точку зрения	1	3
549	которые в	5	3
550	ему в	1	3
551	и также	1	3
552	все элементы	1	3
553	в первый	2	3
554	связи между	6	3
555	одна и	1	3
556	или с	1	3
557	этого нового	2	3
558	с нашей	4	3
559	совершенно не	1	3
560	на одной	2	3
561	силу и	1	3
562	поэтому оно	1	3
563	однако не	3	3
564	в таких	1	3
565	от всех	2	3
566	в другую	3	3
567	этими двумя	1	3
568	по своему	14	3
569	не столько	4	3
570	при виде	1	3
571	и внутреннее	1	3
572	и эти	2	3
573	только к	2	3
574	с самого	6	3
575	он ни	1	3
576	она не	1	3
577	но при	1	3
578	ни один	5	3
579	как уже	8	3
580	конечно в	2	3
581	свое значение	2	3
582	при всем	2	3
583	по сравнению	6	3
584	существенным и	1	3
585	вступают в	2	3
586	дальнейшем развитии	1	3
587	человеческого общества	1	3
588	к ней	2	3
589	можно сказать	2	3
590	это когда	1	3
591	всеми его	1	3
592	вплоть до	1	3
593	происходит в	1	3
594	менее всего	2	3
595	все более	2	3
596	которой мы	1	3
597	что на	2	3
598	в чисто	2	3
599	образов и	2	3
600	они имеют	3	2
601	случае в	2	2
602	и очень	1	2
603	со всем	1	2
604	и лишь	1	2
605	в разрешении	1	2
606	с необходимостью	3	2
607	этот момент	4	2
608	которой они	2	2
609	и рядом	2	2
610	остановиться на	3	2
611	исторического процесса	1	2
612	этого момента	2	2
613	ясно что	4	2
614	нами в	4	2
615	но отдельные	1	2
616	исторического развития	2	2
617	приходит к	7	2
618	всей ее	1	2
619	вопрос об	2	2
620	как они	5	2
621	ступенях развития	1	2
622	значения в	1	2
623	к основному	2	2
624	новой основе	1	2
625	к более	1	2
626	представление о	1	2
627	движется в	1	2
628	и сами	1	2
629	отличается от	5	2
630	ко второй	1	2
631	как только	1	2
632	этим мы	1	2
633	которые мы	3	2
634	переходит в	1	2
635	было в	1	2
636	в действительной	1	2
637	явлений но	1	2
638	своей природе	1	2
639	служит для	1	2
640	этом мы	1	2
641	имеет в	2	2
642	другом в	1	2
643	действии и	2	2
644	с трудом	1	2
645	только под	1	2
646	из себя	1	2
647	говорить о	1	2
648	связь между	7	2
649	как оно	5	2
650	отметить что	1	2
651	и существенного	1	2
652	до того	1	2
653	свою очередь	3	2
654	но этот	2	2
655	является существенным	1	2
656	вернуться к	1	2
657	он так	2	2
658	места для	1	2
659	основные формы	1	2
660	будем говорить	1	2
661	автора мы	1	2
662	причем в	1	2
663	в каждом	2	2
664	на котором	3	2
665	речи в	7	2
666	раньше и	1	2
667	этом же	2	2
668	начало и	1	2
669	что имеет	1	2
670	мы скажем	1	2
671	к нему	1	2
672	то в	3	2
673	еще одну	1	2
674	эти элементы	1	2
675	что у	3	2
676	по природе	1	2
677	и играет	1	2
678	как другие	1	2
679	эта особенность	1	2
680	указать на	2	2
681	собой в	1	2
682	решающее значение	1	2
683	что уже	3	2
684	которого еще	1	2
685	после этого	1	2
686	в буквальном	1	2
687	объединены в	1	2
688	эта форма	3	2
689	лежит в	3	2
690	тому же	6	2
691	видит в	2	2
692	и притом	1	2
693	всех его	1	2
694	по аналогии	1	2
695	не исчерпываются	1	2
696	на себя	2	2
697	дальнейшем мы	1	2
698	но для	2	2
699	и связи	1	2
700	я не	1	2
701	лишь на	2	2
702	также в	2	2
703	и вместе	2	2
704	в человеческом	2	2
705	больше и	1	2
706	связанный с	1	2
707	а только	1	2
708	могло бы	4	2
709	а потом	2	2
710	на другой	2	2
711	но как	4	2
712	слова то	3	2
713	ряду с	1	2
714	для создания	1	2
715	одну и	1	2
716	вообще в	2	2
717	его развития	3	2
718	где бы	1	2
719	след в	1	2
720	они становятся	1	2
721	бы она	1	2
722	него есть	1	2
723	когда я	1	2
724	наблюдаем и	1	2
725	личности и	1	2
726	процесса в	7	2
727	и та	1	2
728	никто не	1	2
729	и тот	6	2
730	совершенно так	2	2
731	эту черту	1	2
732	даже не	1	2
733	выражается в	2	2
734	и сам	4	2
735	этот вопрос	5	2
736	целом и	2	2
737	между людьми	1	2
738	на всех	1	2
739	его как	1	2
740	бы его	1	2
741	моментов в	3	2
742	в каком	3	2
743	когда они	2	2
744	которое мы	2	2
745	них не	1	2
746	с чем	1	2
747	человека мы	4	2
748	значит что	6	2
749	возникает в	2	2
750	и особенно	4	2
751	мы видели	8	2
752	сплошь и	1	2
753	от нее	4	2
754	образом и	1	2
755	в состав	1	2
756	произведение и	1	2
757	опирается на	3	2
758	как с	4	2
759	если в	3	2
760	он только	1	2
761	в языке	3	2
762	его с	1	2
763	на ее	1	2
764	тогда когда	10	2
765	в действии	8	2
766	в область	2	2
767	утверждает что	1	2
768	введен в	1	2
769	к данному	2	2
770	себе не	1	2
771	самом деле	4	2
772	они даны	2	2
773	приобретает в	1	2
774	в наших	2	2
775	подходим к	1	2
776	так называемый	1	2
777	мы говорим	1	2
778	и раскрыть	1	2
779	одновременно с	2	2
780	мы остановимся	2	2
781	этот тип	3	2
782	в одних	2	2
783	как для	1	2
784	которые могут	3	2
785	данном случае	1	2
786	о котором	2	2
787	для нового	1	2
788	жемчужины и	1	2
789	комплекса и	2	2
790	функцию в	1	2
791	которыми они	1	2
792	в очень	1	2
793	то и	5	2
794	это то	1	2
795	и поэтому	4	2
796	явления и	1	2
797	и тогда	2	2
798	может войти	1	2
799	только один	1	2
800	от других	2	2
801	в мир	1	2
802	он становится	1	2
803	более и	1	2
804	каждый из	2	2
805	действия и	2	2
806	значение она	1	2
807	образом не	2	2
808	на которые	3	2
809	на более	3	2
810	может послужить	1	2
811	своими корнями	1	2
812	ним но	1	2
813	начиная с	2	2
814	историческая действительность	1	2
815	за пределами	1	2
816	с нею	2	2
817	этого слова	13	2
818	но если	2	2
819	в плане	2	2
820	связей и	3	2
821	и после	1	2
822	контакта с	1	2
823	в другое	2	2
824	и том	3	2
825	высшей степени	11	2
826	самое слово	2	2
827	не можем	4	2
828	для нас	6	2
829	идет о	2	2
830	для всего	2	2
831	в соответствующих	1	2
832	другом мы	1	2
833	день и	1	2
834	и принципиально	1	2
835	участвуют в	3	2
836	с их	3	2
837	по этому	6	2
838	в русском	1	2
839	не существует	1	2
840	и непосредственно	1	2
841	образом в	1	2
842	по степени	1	2
843	и эта	4	2
844	животных и	5	2
845	и новых	1	2
846	что их	1	2
847	в стороне	2	2
848	словом и	3	2
849	еды в	1	2
850	но по	3	2
851	или даже	2	2
852	является не	6	2
853	этой стадии	6	2
854	и людей	1	2
855	дело и	1	2
856	должен быть	1	2
857	человека не	1	2
858	на место	2	2
859	буквальном смысле	1	2
860	может иметь	1	2
861	и снова	4	2
862	они стали	2	2
863	такие же	1	2
864	на один	5	2
865	чистом виде	1	2
866	или не	1	2
867	здесь совершенно	1	2
868	эти формы	2	2
869	и может	4	2
870	не о	1	2
871	характерно для	1	2
872	еще в	2	2
873	комплекса в	4	2
874	до неузнаваемости	1	2
875	со всею	1	2
876	время они	1	2
877	человека с	1	2
878	когда мы	2	2
879	как их	2	2
880	в положительном	1	2
881	зрения на	2	2
882	не поддаются	1	2
883	процессе его	1	2
884	все другие	2	2
885	важную роль	4	2
886	в так	2	2
887	мы также	2	2
888	и конец	1	2
889	форме и	2	2
890	степени и	1	2
891	связаны в	1	1
892	мы подходим	1	1
893	они являются	8	1
894	чрезвычайно важно	1	1
895	с точностью	2	1
896	является в	4	1
897	и составляет	1	1
898	культурного развития	1	1
899	во внутренних	1	1
900	разных направлениях	1	1
901	ребенка и	20	1
902	котором они	1	1
903	течение его	1	1
904	более высокой	1	1
905	в настоящем	2	1
906	мы найдем	1	1
907	новой форме	1	1
908	процесса он	1	1
909	именно на	1	1
910	историческом развитии	2	1
911	вещи в	1	1
912	некоторых особенностей	1	1
913	выводу что	4	1
914	и своего	1	1
915	реже и	1	1
916	чем оно	1	1
917	когда не	1	1
918	как носитель	1	1
919	самого себя	2	1
920	три типа	2	1
921	которая в	1	1
922	многообразны как	1	1
923	необходима для	1	1
924	и люди	1	1
925	не связан	1	1
926	до него	1	1
927	случае мы	1	1
928	снова и	1	1
929	реальных и	1	1
930	дело с	3	1
931	выступает на	1	1
932	момента в	2	1
933	связанных между	1	1
934	речи и	11	1
935	зрения все	1	1
936	глаза и	1	1
937	на второй	1	1
938	и истинным	1	1
939	выступают в	1	1
940	формы в	3	1
941	все высшие	1	1
942	он видит	1	1
943	же относится	1	1
944	тем как	4	1
945	в большей	1	1
946	в общую	1	1
947	отвлеченной форме	1	1
948	социальной и	1	1
949	с более	2	1
950	что дело	1	1
951	и высшей	1	1
952	окружающей его	1	1
953	него в	1	1
954	но наиболее	1	1
955	это противоречие	2	1
956	до последнего	1	1
957	не бывает	2	1
958	но что	3	1
959	каждой отдельной	1	1
960	ко всем	2	1
961	или во	1	1
962	это делают	2	1
963	более или	3	1
964	и новый	1	1
965	значение это	1	1
966	по пути	5	1
967	он имеет	3	1
968	раскрывает перед	1	1
969	в отсутствии	1	1
970	черты в	1	1
971	это тот	2	1
972	свое реальное	1	1
973	относится и	1	1
974	им и	1	1
975	и плотности	1	1
976	указывает в	1	1
977	один элемент	1	1
978	новой формы	2	1
979	где они	2	1
980	в построении	2	1
981	конечном счете	1	1
982	и связанные	1	1
983	этот общий	1	1
984	наблюдаем в	1	1
985	и другим	2	1
986	форме в	2	1
987	когда это	1	1
988	напротив оно	1	1
989	это глубоко	1	1
990	к самому	1	1
991	определяющим и	1	1
992	всегда в	1	1
993	что по	2	1
994	выражения и	1	1
995	одновременно и	1	1
996	понимания и	1	1
997	на эту	1	1
998	термин этот	1	1
999	проблемы но	1	1
1000	уже и	5	1
1001	не менее	8	1
1002	они ни	1	1
1003	выше примерах	1	1
1004	один ряд	2	1
1005	с последующим	1	1
1006	с третьим	1	1
1007	но связь	1	1
1008	и слово	3	1
1009	различные формы	2	1
1010	так например	1	1
1011	всем его	1	1
1012	действительности в	1	1
1013	нам не	1	1
1014	сказать как	1	1
1015	совершенно ином	1	1
1016	нами выше	3	1
1017	воспринимаются в	1	1
1018	уже давно	1	1
1019	и рода	1	1
1020	иную функцию	2	1
1021	мире не	1	1
1022	больше чем	2	1
1023	каковы же	1	1
1024	этого комплекса	4	1
1025	и существенном	1	1
1026	и история	1	1
1027	что этот	2	1
1028	но нам	1	1
1029	мышление эти	1	1
1030	человека вместе	1	1
1031	процесс выработки	1	1
1032	имеет очень	1	1
1033	эта связь	1	1
1034	два момента	1	1
1035	каждая вещь	2	1
1036	строился в	1	1
1037	один день	1	1
1038	представления о	2	1
1039	ее у	1	1
1040	в моменты	1	1
1041	природе по	2	1
1042	нам по	1	1
1043	уже у	2	1
1044	и дают	1	1
1045	не всегда	1	1
1046	с нашим	1	1
1047	того почему	1	1
1048	могут не	1	1
1049	в руках	1	1
1050	и действия	1	1
1051	поэтому мы	2	1
1052	это же	2	1
1053	одной и	6	1
1054	не встречается	2	1
1055	и находятся	1	1
1056	увидим что	5	1
1057	разные и	1	1
1058	же эта	1	1
1059	даны с	2	1
1060	для данного	1	1
1061	вне связи	1	1
1062	и значение	2	1
1063	точек зрения	1	1
1064	превращается в	1	1
1065	что еще	2	1
1066	в применении	1	1
1067	же его	1	1
1068	последнего времени	1	1
1069	так мы	2	1
1070	характерной для	1	1
1071	процессе развития	3	1
1072	с другим	1	1
1073	и формы	1	1
1074	и речевой	1	1
1075	связывает с	1	1
1076	самом начале	1	1
1077	является конечно	1	1
1078	этих последних	2	1
1079	для всей	1	1
1080	ключ к	5	1
1081	как правило	2	1
1082	не больше	2	1
1083	следующим образом	4	1
1084	в самое	1	1
1085	научного изучения	1	1
1086	на него	2	1
1087	отношениях и	1	1
1088	же слова	3	1
1089	в непосредственной	1	1
1090	связи со	2	1
1091	существенную черту	3	1
1092	корова и	1	1
1093	которая необходима	1	1
1094	который в	4	1
1095	все виды	2	1
1096	можем сказать	1	1
1097	тем это	1	1
1098	стадии в	3	1
1099	развитие и	1	1
1100	положений с	1	1
1101	совсем недавно	1	1
1102	глубоко различны	1	1
1103	детей в	1	1
1104	и живет	1	1
1105	к этим	2	1
1106	благодаря чему	2	1
1107	не представляется	1	1
1108	не просто	3	1
1109	вещи так	1	1
1110	по которым	2	1
1111	едва ли	6	1
1112	но сама	1	1
1113	смысле как	1	1
1114	видов и	2	1
1115	связей в	1	1
1116	гораздо более	1	1
1117	совершается это	1	1
1118	отдельные элементы	2	1
1119	и связей	1	1
1120	ближе к	1	1
1121	и которое	2	1
1122	бы то	1	1
1123	не происходит	2	1
1124	не возникает	1	1
1125	комплекс в	1	1
1126	всегда мыслит	1	1
1127	говорит о	1	1
1128	непосредственное отношение	1	1
1129	него как	1	1
1130	обо всем	1	1
1131	является определяющим	2	1
1132	не выходит	1	1
1133	и ясностью	1	1
1134	элемент в	1	1
1135	мы как	1	1
1136	школы в	1	1
1137	от его	2	1
1138	каждый предмет	2	1
1139	представлен в	2	1
1140	вокруг этого	1	1
1141	и функции	1	1
1142	самый характер	2	1
1143	как средство	1	1
1144	конкретное и	1	1
1145	он отличается	1	1
1146	началом для	1	1
1147	на том	3	1
1148	такого рода	7	1
1149	поднимаются выше	1	1
1150	и той	7	1
1151	нашей работы	1	1
1152	в состоянии	1	1
1153	мы знаем	10	1
1154	вверх а	1	1
1155	увидим дальше	2	1
1156	и основной	2	1
1157	его лежит	1	1
1158	мы прямо	1	1
1159	элементов и	1	1
1160	к истинному	1	1
1161	к которому	6	1
1162	между различными	3	1
1163	тем не	6	1
1164	значительной степени	1	1
1165	аналогии с	2	1
1166	в тот	1	1
1167	расчленения и	1	1
1168	это слово	1	1
1169	не обладает	2	1
1170	по типу	5	1
1171	противоречие между	1	1
1172	бы что	4	1
1173	одними и	1	1
1174	наше внимание	1	1
1175	на данной	4	1
1176	не путем	1	1
1177	вещей на	1	1
1178	есть еще	2	1
1179	приобрели бы	1	1
1180	формой на	1	1
1181	тем больше	1	1
1182	три различных	2	1
1183	говорит он	8	1
1184	в конечном	2	1
1185	эпоху в	2	1
1186	реальным значением	1	1
1187	звеном между	2	1
1188	в представлении	1	1
1189	прочие члены	1	1
1190	которых человек	1	1
1191	это мы	3	1
1192	одним из	6	1
1193	перечисленные нами	1	1
1194	и отношение	2	1
1195	но один	2	1
1196	чтобы определить	1	1
1197	своему составу	2	1
1198	существенные черты	1	1
1199	или иная	3	1
1200	так много	1	1
1201	в атмосфере	1	1
1202	но само	1	1
1203	смысле и	2	1
1204	или более	1	1
1205	целом ряде	1	1
1206	как говорит	7	1
1207	iii в	1	1
1208	эти три	2	1
1209	этом и	2	1
1210	он для	1	1
1211	имеющего в	1	1
1212	на свои	1	1
1213	степени развития	1	1
1214	процесс выделения	1	1
1215	а отнюдь	2	1
1216	возможности для	1	1
1217	но каждый	1	1
1218	в первые	1	1
1219	достаточно чтобы	1	1
1220	в эту	3	1
1221	по своим	1	1
1222	типа в	1	1
1223	в самих	1	1
1224	что как	3	1
1225	образом часто	1	1
1226	мышление может	1	1
1227	действительности и	1	1
1228	мы проследим	3	1
1229	человека а	1	1
1230	и крайне	1	1
1231	чтобы понять	1	1
1232	по поводу	1	1
1233	понятий и	10	1
1234	даже там	1	1
1235	истинный смысл	1	1
1236	не имеющие	2	1
1237	могли бы	16	1
1238	имеют никаких	1	1
1239	сообщения у	1	1
1240	естествознания и	1	1
1241	человек как	1	1
1242	отношение его	1	1
1243	вошел в	1	1
1244	отрицательным результатам	1	1
1245	опираясь на	1	1
1246	от себя	1	1
1247	не то	1	1
1248	здесь впервые	2	1
1249	для его	2	1
1250	своей части	1	1
1251	это были	1	1
1252	должно иметь	1	1
1253	они отражены	1	1
1254	здесь господствуют	1	1
1255	от конкретного	3	1
1256	может принять	1	1
1257	свое место	2	1
1258	собой это	1	1
1259	с двух	1	1
1260	от этих	2	1
1261	линии в	2	1
1262	все остальные	2	1
1263	зрения в	1	1
1264	взятая в	1	1
1265	не дает	2	1
1266	аналогия между	2	1
1267	между тем	10	1
1268	абстрактной и	1	1
1269	тот момент	1	1
1270	и созревания	1	1
1271	или источником	1	1
1272	в случае	3	1
1273	же типа	2	1
1274	и исторический	1	1
1275	основных форм	2	1
1276	из ряда	3	1
1277	и тем	8	1
1278	берем его	1	1
1279	бы они	2	1
1280	и связями	1	1
1281	не будет	2	1
1282	новых и	2	1
1283	год и	1	1
1284	и первую	1	1
1285	не приходится	1	1
1286	все те	1	1
1287	и что	15	1
1288	время еды	1	1
1289	к ее	1	1
1290	людьми в	2	1
1291	помощью которого	5	1
1292	включается в	3	1
1293	тем и	5	1
1294	содержание но	1	1
1295	бы уже	1	1
1296	доходит до	1	1
1297	также не	2	1
1298	этом смысле	7	1
1299	он связан	1	1
1300	проникнуть в	1	1
