N	2gram	Tiupa_Teor	Istorich
136	то и	1	17
137	по существу	1	17
138	дело не	2	17
139	и только	1	17
140	во всех	3	16
141	в котором	1	16
142	между двумя	3	16
143	не вполне	2	16
144	и действительно	1	16
145	со стороны	6	16
146	перед нами	3	16
147	связана с	1	16
148	даже в	3	15
149	в пределах	5	15
150	случаи когда	1	15
151	в особенности	1	15
152	и то	3	15
153	в своей	8	15
154	данном случае	5	15
155	в одной	1	15
156	как будто	2	15
157	и даже	2	15
158	на его	1	15
159	и тем	5	15
160	он в	1	15
161	друг друга	1	15
162	тот кто	2	15
163	в целом	4	15
164	с этой	3	14
165	от него	1	14
166	на смену	7	14
167	по отношению	10	14
168	можно было	1	14
169	в него	1	14
170	и ее	4	14
171	одной из	2	14
172	на вопрос	2	14
173	у нас	2	14
174	право на	2	14
175	и есть	1	14
176	из которых	2	14
177	с ней	1	14
178	такое же	1	14
179	должен был	1	14
180	а также	7	14
181	отношение к	7	14
182	отношению к	10	14
183	на себя	2	14
184	в своем	7	13
185	на котором	2	13
186	по себе	2	13
187	то время	1	13
188	тогда как	18	13
189	и для	3	13
190	в себе	14	13
191	в таких	1	13
192	все что	1	13
193	своего рода	11	13
194	не просто	2	13
195	на этом	2	13
196	в форме	4	13
197	и от	1	13
198	с ними	2	13
199	не имеет	1	13
200	к своему	2	13
201	что иное	1	13
202	таким же	1	13
203	в их	4	12
204	не знает	4	12
205	одним из	3	12
206	что не	1	12
207	между прочим	1	12
208	чаще всего	1	12
209	дает ему	1	12
210	за ним	1	12
211	с мотивом	1	12
212	в более	1	12
213	это происходит	1	12
214	и их	1	12
215	у нее	1	12
216	к которому	3	11
217	точки зрения	11	11
218	я не	2	11
219	от этого	1	11
220	никто не	3	11
221	иное как	1	11
222	на нее	1	11
223	же в	1	11
224	происходит в	1	11
225	если он	1	11
226	восходит к	2	11
227	не что	1	11
228	хотя и	4	11
229	и вот	3	11
230	на которой	1	11
231	и более	1	11
232	далеко не	4	11
233	и к	3	10
234	не как	1	10
235	на земле	1	10
236	к ним	1	10
237	не было	1	10
238	в которой	3	10
239	а с	3	10
240	на основе	2	10
241	вступает в	2	10
242	вслед за	3	10
243	еще один	1	10
244	но если	1	10
245	ее на	1	10
246	он и	2	10
247	однако это	1	10
248	связаны с	1	10
249	о чем	3	10
250	говорит о	1	10
251	их не	1	10
252	начинается с	1	10
253	в это	1	10
254	в различных	1	10
255	как правило	5	10
256	себя в	7	10
257	в состоянии	1	10
258	в ее	6	10
259	но как	2	10
260	ни в	5	10
261	если не	1	10
262	а на	3	10
263	указывает на	1	10
264	более или	6	9
265	на первый	1	9
266	не представляет	1	9
267	только на	2	9
268	в чем	2	9
269	героя и	6	9
270	не будет	3	9
271	герой не	3	9
272	зависимости от	1	9
273	это и	2	9
274	в свою	4	9
275	целый ряд	1	9
276	тот же	1	9
277	он должен	3	9
278	зависит от	1	9
279	из этого	1	9
280	а по	1	9
281	в первую	1	9
282	за него	1	9
283	не могут	2	9
284	в себя	5	9
285	пребывания в	1	9
286	или же	1	9
287	он показывает	1	9
288	означает что	1	9
289	в основе	6	9
290	в истории	1	9
291	с его	6	9
292	но по	1	9
293	или менее	6	9
294	стороны и	1	9
295	таких случаях	2	9
296	стоит в	1	9
297	приводит к	6	9
298	говорилось выше	1	9
299	по этому	1	9
300	жизни и	1	9
301	и сам	4	8
302	именно в	3	8
303	меня в	1	8
304	из своего	1	8
305	это тоже	2	8
306	с другими	6	8
307	большинстве случаев	1	8
308	чем это	2	8
309	приводят к	1	8
310	не так	1	8
311	см в	1	8
312	также что	1	8
313	подобно тому	3	8
314	он же	1	8
315	в отдельности	1	8
316	из его	1	8
317	и наоборот	2	8
318	независимо от	1	8
319	ту же	1	8
320	или даже	4	8
321	и потому	3	8
322	но она	2	8
323	не с	3	8
324	тем самым	6	8
325	могло быть	2	8
326	же самое	1	8
327	которые в	1	8
328	для этого	1	8
329	одно из	1	8
330	роль в	3	8
331	можно сказать	5	8
332	входит в	4	8
333	в зависимости	1	8
334	она и	1	8
335	что его	1	8
336	не дает	1	8
337	образом и	2	8
338	одном случае	1	8
339	его с	1	8
340	за это	1	8
341	кажется что	1	8
342	может оказаться	2	8
343	что такое	2	8
344	но с	1	8
345	должен быть	2	8
346	это явление	1	8
347	тому как	3	8
348	в жизни	3	8
349	на это	1	8
350	не столько	7	7
351	приходит в	1	7
352	первый взгляд	1	7
353	еще нет	1	7
354	ключ к	2	7
355	и некоторые	2	7
356	тому что	2	7
357	не есть	1	7
358	между собой	3	7
359	здесь и	1	7
360	между тем	5	7
361	если в	2	7
362	самом деле	2	7
363	обращается к	2	7
364	нет в	1	7
365	состоит в	22	7
366	но эта	1	7
367	можно предположить	1	7
368	на них	1	7
369	не по	1	7
370	в области	7	7
371	случае мы	1	7
372	те же	1	7
373	во многих	1	7
374	еще одна	1	7
375	о ней	3	7
376	в конце	2	7
377	также в	1	7
378	себе и	1	7
379	а только	4	7
380	того же	4	7
381	когда мы	1	7
382	однако в	7	7
383	однако что	1	7
384	совершенно не	1	7
385	тех же	1	7
386	того чтобы	5	7
387	если мы	2	7
388	этого слова	4	7
389	для него	5	7
390	как у	1	7
391	по его	1	7
392	в какой	2	7
393	в большинстве	2	7
394	одного из	1	7
395	и о	5	7
396	эти два	1	7
397	есть не	1	7
398	героя но	1	7
399	же и	1	6
400	с героем	1	6
401	между ними	6	6
402	из всего	1	6
403	дело с	1	6
404	на могиле	1	6
405	именно так	1	6
406	характерно что	1	6
407	той же	1	6
408	с одним	1	6
409	как говорит	3	6
410	не могла	1	6
411	только о	2	6
412	его как	1	6
413	что по	1	6
414	в роли	3	6
415	героем и	1	6
416	а через	1	6
417	в сказании	2	6
418	в русском	1	6
419	это еще	1	6
420	этих двух	2	6
421	отличие от	7	6
422	также и	1	6
423	одну из	2	6
424	но дело	1	6
425	не случайно	5	6
426	для того	5	6
427	сводится к	12	6
428	такая форма	1	6
429	его за	1	6
430	животного в	1	6
431	а после	1	6
432	говорит что	2	6
433	от себя	3	6
434	и становится	1	6
435	то в	2	6
436	от его	1	6
437	к жизни	2	6
438	что все	1	6
439	тому же	1	6
440	к чему	2	6
441	е у	1	6
442	это может	2	6
443	превратилась в	1	6
444	быть и	2	6
445	отношения к	4	6
446	не на	4	6
447	этой точки	2	6
448	со всех	1	6
449	видим в	2	6
450	мог бы	3	6
451	не знают	1	6
452	из которого	3	6
453	с той	1	6
454	говорят о	1	6
455	вступают в	1	6
456	в виду	5	5
457	в своих	1	5
458	бы в	1	5
459	ее как	1	5
460	мы легко	2	5
461	в сторону	3	5
462	по своей	8	5
463	или иное	1	5
464	могла бы	2	5
465	обратимся к	1	5
466	с ее	4	5
467	ним и	1	5
468	оно не	2	5
469	особого рода	7	5
470	от своего	2	5
471	можно назвать	1	5
472	да и	1	5
473	о котором	1	5
474	в каком	2	5
475	которых можно	1	5
476	перейдем к	1	5
477	в которую	1	5
478	в совершенно	1	5
479	в отличие	7	5
480	от героя	1	5
481	она может	1	5
482	д и	1	5
483	не означает	1	5
484	в свое	1	5
485	со мной	1	5
486	заметил что	1	5
487	по своему	4	5
488	тоже не	1	5
489	но этим	1	5
490	на задний	1	5
491	и может	1	5
492	в одно	2	5
493	со своей	4	5
494	всего что	1	5
495	художественного творчества	5	5
496	мы в	2	5
497	такого рода	13	5
498	несмотря на	2	5
499	в герое	1	5
500	xix века	2	5
501	что от	1	5
502	в таком	3	5
503	до этого	1	5
504	говорит ему	1	5
505	друг другу	1	5
506	это делает	2	5
507	всех сторон	1	5
508	бы быть	1	5
509	вступить в	1	5
510	это уже	1	5
511	никак не	1	5
512	в область	1	5
513	одним словом	1	5
514	вступление в	1	5
515	не могло	2	5
516	соответствии с	2	5
517	ее не	1	5
518	вокруг него	2	5
519	том числе	3	5
520	отличается от	2	5
521	или иначе	6	5
522	чтобы быть	1	5
523	мира и	4	5
524	это было	2	5
525	может иметь	1	5
526	задний план	1	5
527	как уже	2	5
528	имеются и	2	5
529	эта сторона	1	5
530	не говорит	1	5
531	что из	1	5
532	в самом	7	4
533	в результате	1	4
534	на свою	2	4
535	в мир	1	4
536	по своим	1	4
537	каждый из	1	4
538	в действительности	1	4
539	и те	1	4
540	и формы	1	4
541	на одну	1	4
542	во всей	3	4
543	нет никаких	1	4
544	к этим	1	4
545	случае в	1	4
546	связь со	1	4
547	иметь в	1	4
548	как один	1	4
549	не один	1	4
550	отнюдь не	3	4
551	он уже	1	4
552	и дает	1	4
553	содержит в	1	4
554	так или	5	4
555	на колени	1	4
556	он мог	1	4
557	себя за	1	4
558	с которой	1	4
559	и больше	2	4
560	нос в	1	4
561	но на	2	4
562	что одна	1	4
563	в литературе	4	4
564	не содержит	1	4
565	не существует	1	4
566	ее к	1	4
567	есть в	3	4
568	эта деталь	1	4
569	особенно в	1	4
570	тем более	2	4
571	могут служить	2	4
572	две стороны	1	4
573	человека с	3	4
574	человека и	2	4
575	в большой	1	4
576	привести к	1	4
577	мысль о	1	4
578	ведет к	2	4
579	дома и	2	4
580	перед собой	1	4
581	перед ним	2	4
582	в чистом	1	4
583	в глаза	2	4
584	с этими	1	4
585	исходит из	1	4
586	который в	2	4
587	на почве	5	4
588	время в	1	4
589	с точки	3	4
590	как раз	3	4
591	на стадии	1	4
592	не от	2	4
593	они могут	1	4
594	нарушение запрета	1	4
595	здесь как	1	4
596	чистом виде	1	4
597	с матерью	1	4
598	как человек	1	4
599	в наших	1	4
600	о его	2	4
601	столь же	3	4
602	здесь также	1	4
603	что касается	1	4
604	из видов	1	4
605	себя и	2	4
606	все они	1	4
607	еще и	2	4
608	ни к	3	4
609	вытекает из	2	4
610	становится его	1	4
611	действия и	1	4
612	принадлежит к	3	4
613	легко может	1	4
614	многих других	1	4
615	с материалом	1	4
616	и через	1	4
617	из дальнейшего	1	4
618	дело в	2	4
619	для героя	1	4
620	путь к	1	4
621	ты в	1	4
622	во второй	7	4
623	или его	1	4
624	только то	1	4
625	еще на	1	4
626	слова в	4	4
627	к пониманию	1	4
628	является в	1	3
629	а у	1	3
630	тем как	1	3
631	человек в	1	3
632	к каким	1	3
633	видно из	1	3
634	к самому	1	3
635	он стоит	1	3
636	в соответствии	3	3
637	казалось бы	2	3
638	не могли	2	3
639	раз и	1	3
640	смерти но	1	3
641	в противоположность	3	3
642	чего не	1	3
643	не обязательно	3	3
644	затем в	1	3
645	нигде не	1	3
646	что даже	1	3
647	это своего	2	3
648	бы то	2	3
649	которого он	1	3
650	всякий раз	2	3
651	больше и	1	3
652	воздействия на	2	3
653	встрече с	1	3
654	могли бы	2	3
655	о себе	2	3
656	стороны не	1	3
657	на поле	1	3
658	оно и	1	3
659	в иных	1	3
660	совсем не	1	3
661	даже если	1	3
662	чтобы не	2	3
663	и способность	1	3
664	была бы	3	3
665	говорит и	3	3
666	новая форма	1	3
667	и делает	1	3
668	и одной	2	3
669	одновременно с	1	3
670	и пусть	1	3
671	к его	3	3
672	бы не	1	3
673	каждого из	1	3
674	ему и	1	3
675	к другому	2	3
676	что явление	1	3
677	рассказ о	2	3
678	но их	3	3
679	можно в	1	3
680	разница в	1	3
681	только мы	1	3
682	и поэтому	1	3
683	которой герой	1	3
684	переходит к	1	3
685	на основании	1	3
686	а при	1	3
687	при анализе	1	3
688	тем же	2	3
689	только при	1	3
690	могли быть	1	3
691	как к	5	3
692	именно к	1	3
693	на языке	3	3
694	когда они	1	3
695	в последней	2	3
696	это всегда	1	3
697	от всех	2	3
698	кто бы	1	3
699	долгое время	1	3
700	он состоит	1	3
701	и я	1	3
702	в такой	1	3
703	или их	1	3
704	ему не	1	3
705	прослеживается в	1	3
706	что можно	3	3
707	в тексте	19	3
708	к изучению	1	3
709	жизнью и	1	3
710	для всех	2	3
711	исходя из	1	3
712	которая в	2	3
713	имеем не	1	3
714	противоречие с	1	3
715	из нее	1	3
716	и должен	1	3
717	стороны в	1	3
718	нам уже	1	3
719	при таком	1	3
720	речь идет	2	3
721	при всей	2	3
722	из других	1	3
723	и такие	1	3
724	не упоминается	1	3
725	имеет в	2	3
726	этого мира	1	3
727	сын и	1	3
728	духа и	1	3
729	в мировом	1	3
730	а впоследствии	1	3
731	момент в	1	3
732	в системе	2	3
733	едва ли	1	3
734	собой и	1	3
735	должно быть	1	3
736	несколько иной	1	3
737	собой в	1	3
738	ни было	2	3
739	имеем дело	2	3
740	не обладает	1	3
741	сколько бы	1	3
742	входят в	1	3
743	говорит в	2	3
744	как видно	1	3
745	все виды	1	3
746	подобных случаях	2	3
747	мире и	2	3
748	вошел в	1	3
749	ему на	1	3
750	то ни	2	3
751	которую в	1	3
752	имеющихся в	1	3
753	с которым	1	3
754	вот он	1	3
755	героя не	1	3
756	представить себе	1	3
757	такова же	1	3
758	в противоречие	1	3
759	только не	3	3
760	из того	1	3
761	и вполне	1	3
762	все то	1	3
763	оказывается в	3	3
764	своей жизни	2	3
765	сливается с	1	3
766	иных случаях	1	3
767	вследствие этого	2	3
768	и до	1	3
769	при котором	2	3
770	своей цели	1	3
771	как себя	1	3
772	в формах	2	3
773	нее как	1	3
774	не берет	1	3
775	просто как	1	3
776	самые разнообразные	1	3
777	является не	1	3
778	о своих	1	3
779	обычно в	1	3
780	оно в	1	3
781	означало бы	1	3
782	рода и	2	3
783	между этим	1	2
784	с которыми	1	2
785	вопросу о	1	2
786	свое имя	1	2
787	в центре	1	2
788	или для	1	2
789	по пути	4	2
790	от одного	1	2
791	героя как	2	2
792	жизнь в	1	2
793	и другим	1	2
794	черта ее	1	2
795	предмета и	1	2
796	у истоков	1	2
797	свою собственную	1	2
798	всем его	1	2
799	после его	1	2
800	если с	1	2
801	обращает на	1	2
802	что этому	1	2
803	наличие в	1	2
804	как ее	1	2
805	быть названо	2	2
806	трагедии софокла	1	2
807	образом что	1	2
808	свою очередь	3	2
809	в прошлом	1	2
810	нас на	1	2
811	него не	1	2
812	по которым	1	2
813	тот что	1	2
814	тем это	1	2
815	перед нею	1	2
816	мышления и	3	2
817	но из	1	2
818	и процесс	1	2
819	так он	1	2
820	и чрезвычайно	1	2
821	за пределами	5	2
822	известные нам	1	2
823	дает ключ	1	2
824	не путем	1	2
825	в конечном	6	2
826	своему собственному	1	2
827	пребыванию в	1	2
828	этим и	1	2
829	том-то и	1	2
830	не остается	1	2
831	особенности в	1	2
832	данного типа	1	2
833	к вопросу	1	2
834	вопрос что	2	2
835	а для	2	2
836	в каждом	1	2
837	приобщение к	1	2
838	свое место	1	2
839	в том-то	1	2
840	не тот	1	2
841	ногами и	2	2
842	говорится и	1	2
843	на свой	1	2
844	в развитии	1	2
845	одно и	2	2
846	соединении с	2	2
847	др в	1	2
848	тем и	1	2
849	не сами	2	2
850	то или	1	2
851	на свое	1	2
852	а тем	1	2
853	ту сторону	1	2
854	что для	1	2
855	материала в	2	2
856	всю жизнь	1	2
857	бы ни	1	2
858	и конечно	1	2
859	на первом	1	2
860	говорит а	1	2
861	связей с	1	2
862	так просто	1	2
863	то с	1	2
864	как такой	2	2
865	с некоторыми	1	2
866	случае совершенно	1	2
867	в особый	1	2
868	в бою	1	2
869	с такими	1	2
870	тому назад	1	2
871	быть назван	1	2
872	между ним	1	2
873	выступает как	1	2
874	не входит	2	2
875	к нашему	2	2
876	в центральной	1	2
877	наконец в	1	2
878	и вся	1	2
879	и ему	1	2
880	на примере	1	2
881	рассматриваем как	1	2
882	глубже чем	1	2
883	не поддается	1	2
884	способность к	2	2
885	и приходит	1	2
886	но одно	1	2
887	таком случае	2	2
888	от своих	1	2
889	бы для	1	2
890	этом не	1	2
891	за которым	1	2
892	которая при	1	2
893	этот круг	1	2
894	и со	1	2
895	и глубже	1	2
896	встречаются в	1	2
897	действующие лица	1	2
898	стоит и	1	2
899	к одному	2	2
900	перед тем	1	2
901	в малой	1	2
902	в полной	1	2
903	в поле	1	2
904	случае если	1	2
905	по одним	1	2
906	не следует	4	2
907	как явление	1	2
908	при всем	2	2
909	числе и	2	2
910	случае это	2	2
911	и ясный	1	2
912	в ходе	5	2
913	из условий	1	2
914	место в	7	2
915	идет не	1	2
916	может и	2	2
917	однако все	2	2
918	природой и	1	2
919	дело здесь	1	2
920	образов и	1	2
921	себе а	1	2
922	собой всю	1	2
923	строя и	1	2
924	за свою	1	2
925	можно говорить	1	2
926	разные формы	1	2
927	в момент	3	2
928	все люди	1	2
929	сама по	2	2
930	том чем	1	2
931	одному из	1	2
932	требует от	1	2
933	и другими	1	2
934	обращаясь к	1	2
935	мыслится как	5	2
936	а во-вторых	1	2
937	всегда остается	1	2
938	античности в	1	2
939	к более	2	2
940	однако между	1	2
941	одновременно и	1	2
942	себя не	1	2
943	жизни на	2	2
944	шире и	1	2
945	и наиболее	1	2
946	но кто	1	2
947	не узнает	1	2
948	с помощью	1	2
949	говорить о	4	2
950	и мотивов	1	2
951	или точнее	1	2
952	образа и	1	2
953	значения этого	1	2
954	у себя	1	2
955	в нашем	4	2
956	как я	1	2
957	говорит следующее	1	2
958	отношений которые	1	2
959	лес но	1	2
960	он от	1	2
961	а тот	1	2
962	того или	6	2
963	от друга	1	2
964	подчеркнуть что	1	2
965	окна и	1	2
966	наше внимание	1	2
967	здесь невозможно	1	2
968	уже говорилось	2	2
969	всех его	1	2
970	здесь обычно	1	2
971	между этими	1	2
972	из мифа	1	2
973	в мире	26	2
974	служит для	1	2
975	последней главе	1	2
976	на себе	1	2
977	остается в	1	2
978	на материал	1	2
979	именно потому	1	2
980	не более	1	2
981	также может	1	2
982	например не	1	2
983	общего с	1	2
984	этом они	1	2
985	до смерти	1	2
986	в состав	6	2
987	например если	1	2
988	на ее	1	2
989	же образом	1	2
990	в сущности	1	2
991	и приобретает	1	2
992	в самой	2	2
993	мы понимаем	1	2
994	которых и	1	2
995	и делают	1	2
996	так называемый	1	2
997	о хозяине	1	2
998	к нам	2	2
999	и жизни	1	2
1000	никем не	2	2
1001	у одного	2	2
1002	друг от	1	2
1003	всей своей	2	2
1004	только одно	1	2
1005	истории не	1	2
1006	совпадает с	4	2
1007	не должно	1	2
1008	или иных	3	2
1009	а о	1	2
1010	и находит	1	2
1011	быть это	1	2
1012	и исторически	1	2
1013	а и	5	2
1014	в композиции	1	2
1015	то она	1	2
1016	к миру	1	2
1017	в сознании	1	2
1018	живое существо	1	2
1019	оказывается хозяйкой	1	2
1020	все с	1	2
1021	на время	2	2
1022	проникает в	1	2
1023	обе стороны	1	2
1024	свидетельствует о	1	2
1025	который может	1	2
1026	от мира	1	2
1027	материала и	1	2
1028	не для	1	2
1029	мире в	1	2
1030	со смертью	1	2
1031	в рамках	13	2
1032	века и	1	2
1033	отказаться от	1	2
1034	и где	1	2
1035	чем состоит	1	2
1036	виду что	1	2
1037	на весьма	1	2
1038	случае не	2	2
1039	мира а	1	2
1040	является также	1	2
1041	но я	1	2
1042	обе эти	1	2
1043	может рассматриваться	1	2
1044	жизнь и	1	2
1045	более чем	1	2
1046	он это	1	2
1047	является к	1	2
1048	другого и	1	2
1049	нельзя не	1	2
1050	если она	1	2
1051	время они	1	2
1052	с человеком	2	2
1053	лишь в	10	2
1054	над его	1	2
1055	этом и	1	2
1056	и прежде	2	2
1057	и конец	1	2
1058	если на	1	2
1059	она могла	1	2
1060	тексты а	1	2
1061	именно это	1	2
1062	говорит не	1	2
1063	а сама	1	2
1064	совершается в	1	2
1065	тем оно	1	1
1066	приводящего к	1	1
1067	бы несколько	1	1
1068	свою первоначальную	1	1
1069	более не	2	1
1070	три слоя	1	1
1071	ту или	2	1
1072	случаях он	1	1
1073	жизнь но	1	1
1074	на второй	2	1
1075	мяса но	1	1
1076	какой бы	1	1
1077	его под	1	1
1078	типа так	1	1
1079	теми которые	1	1
1080	особенно если	1	1
1081	героя о	1	1
1082	отдельно от	1	1
1083	всегда имеются	1	1
1084	всеми людьми	1	1
1085	живые существа	1	1
1086	чтобы в	1	1
1087	предметов в	1	1
1088	о мире	1	1
1089	в новую	1	1
1090	на руках	1	1
1091	именно о	1	1
1092	воображаемого мира	2	1
1093	и мальчик	1	1
1094	мира это	1	1
1095	развития но	1	1
1096	является его	1	1
1097	с ума	1	1
1098	топором по	1	1
1099	я от	1	1
1100	в порядке	3	1
1101	ними а	1	1
1102	его личной	1	1
1103	в суть	1	1
1104	а а	5	1
1105	нам не	1	1
1106	над собой	1	1
1107	состоит не	1	1
1108	было и	1	1
1109	ними и	2	1
1110	непосредственно от	1	1
1111	она же	1	1
1112	очень точно	1	1
1113	вторичное и	1	1
1114	представляется не	1	1
1115	языка в	4	1
1116	она названа	1	1
1117	всегда может	1	1
1118	ничто не	1	1
1119	и иных	2	1
1120	другу и	1	1
1121	контрастирующая с	1	1
1122	времени в	2	1
1123	всегда так	1	1
1124	встречи с	1	1
1125	может служить	2	1
1126	куда же	1	1
1127	эта система	1	1
1128	для данного	1	1
1129	для своей	1	1
1130	в отсутствие	1	1
1131	от своей	1	1
1132	содержания в	1	1
1133	в иную	1	1
1134	в значительной	2	1
1135	я с	5	1
1136	отдельности и	1	1
1137	места для	2	1
1138	материале что	1	1
1139	противопоставлены в	1	1
1140	представляется более	1	1
1141	приобщения к	1	1
1142	ним на	1	1
1143	в следующих	1	1
1144	в противном	2	1
1145	не два	1	1
1146	когда для	1	1
1147	понятие о	3	1
1148	за полтора	1	1
1149	уже по	1	1
1150	этому я	1	1
1151	строго говоря	2	1
1152	или иным	4	1
1153	хотя по	1	1
1154	иначе говоря	5	1
1155	совершенно иными	1	1
1156	жизни ср	1	1
1157	при сохранении	1	1
1158	как такового	1	1
1159	ею как	1	1
1160	собой исторически	1	1
1161	по большей	2	1
1162	искусство в	1	1
1163	у каждого	1	1
1164	начале этой	1	1
1165	висит на	3	1
1166	основе которых	1	1
1167	в ситуации	1	1
1168	или иную	2	1
1169	данной ему	1	1
1170	иного рода	3	1
1171	например так	1	1
1172	духовной культуры	2	1
1173	по каким	1	1
1174	вокруг себя	1	1
1175	сторону его	1	1
1176	можно признать	1	1
1177	известным нам	1	1
1178	этом так	1	1
1179	с хозяином	1	1
1180	ни от	1	1
1181	перед необходимостью	1	1
1182	слова могут	1	1
1183	родного дома	1	1
1184	и способности	2	1
1185	от уз	1	1
1186	или иная	1	1
1187	простой и	1	1
1188	постоянных признаков	1	1
1189	рядом с	1	1
1190	того и	1	1
1191	в двух	1	1
1192	человек имеет	1	1
1193	не требует	1	1
1194	действительности и	1	1
1195	принадлежностью к	1	1
1196	что хотя	1	1
1197	я на	3	1
1198	которое существует	1	1
1199	так я	1	1
1200	случаях оказывается	1	1
1201	не составляет	1	1
1202	другом и	1	1
1203	однако герой	1	1
1204	нами не	1	1
1205	неотделимо от	1	1
1206	человека как	1	1
1207	речи и	4	1
1208	и весьма	2	1
1209	частности оттенки	1	1
1210	бы они	1	1
1211	к такой	2	1
1212	случаях обычно	1	1
1213	мире на	1	1
1214	такими же	1	1
1215	и является	2	1
1216	еще два	1	1
1217	перед лицом	2	1
1218	из нас	1	1
1219	в историческом	1	1
1220	герой из	1	1
1221	тот или	3	1
1222	знанием или	1	1
1223	в систему	1	1
1224	но прежде	1	1
1225	однако по	1	1
1226	так называемые	1	1
1227	и тычет	1	1
1228	и обычая	1	1
1229	внешних атрибутов	1	1
1230	как знак	1	1
1231	это по	1	1
1232	других типов	1	1
1233	чем выше	1	1
1234	героя тогда	1	1
1235	текст в	4	1
1236	жизни а	2	1
1237	своего собственного	1	1
1238	которой не	1	1
1239	исторического бытия	1	1
1240	теперь в	1	1
1241	речи кто	1	1
1242	и такой	1	1
1243	упала на	1	1
1244	по образцу	1	1
1245	в отношении	4	1
1246	или к	1	1
1247	не признает	2	1
1248	дай мне	1	1
1249	со всеми	1	1
1250	которому принадлежит	1	1
1251	не случайна	1	1
1252	руке и	1	1
1253	в малом	1	1
1254	и будет	1	1
1255	значения и	2	1
1256	героев и	1	1
1257	хранится в	1	1
1258	и соответственно	2	1
1259	у читателя	1	1
1260	ли не	1	1
1261	не приводит	1	1
1262	участвовать в	1	1
1263	говоря и	2	1
1264	до конца	1	1
1265	характерна для	1	1
1266	не формы	1	1
1267	первой главе	1	1
1268	ах как	1	1
1269	жизни является	1	1
1270	дело со	1	1
1271	облечена в	1	1
1272	же я	1	1
1273	и состоит	2	1
1274	своей собственной	1	1
1275	более сложные	1	1
1276	достигается при	1	1
1277	вся она	1	1
1278	этом пути	1	1
1279	каждой из	1	1
1280	вы говорите	1	1
1281	диаметрально противоположные	1	1
1282	последних двух	1	1
1283	внимание и	1	1
1284	же лежит	1	1
1285	жизни что	1	1
1286	на которые	1	1
1287	неотделима от	1	1
1288	без его	1	1
1289	на две	3	1
1290	впервые в	1	1
1291	русском языке	1	1
1292	телу или	1	1
1293	с я	1	1
1294	до известной	2	1
1295	языка но	1	1
1296	к явлениям	1	1
1297	иначе с	1	1
1298	сближение но	3	1
1299	в мировой	2	1
1300	по этой	1	1
1301	и обладает	1	1
1302	во времени	4	1
1303	предстает как	1	1
1304	быть наделен	1	1
1305	характерные для	1	1
1306	а своей	1	1
1307	как основной	1	1
1308	с первоначальным	1	1
1309	обращена к	1	1
1310	основе своей	2	1
