N	3gram	Vygotskiy_	formyVre
176	которое легло в	1	1
177	мы можем обозначить	1	1
178	могли бы назвать	1	1
179	дело идет о	2	1
180	то что можно	1	1
181	то что может	1	1
182	совершенно ясно что	10	1
183	каждый из них	3	1
184	мы можем сказать	1	1
185	время как бы	2	1
186	один из самых	1	1
187	с тем и	1	1
188	вместо того чтобы	3	1
189	по аналогии с	2	1
190	но только в	1	1
191	если мы проследим	1	1
192	которых мы говорили	2	1
193	надо сказать что	4	1
194	что до сих	2	1
195	в своем роде	2	1
196	и все же	1	1
197	и никогда не	2	1
198	эту борьбу с	1	1
199	каждой из них	1	1
200	до некоторой степени	1	1
201	мы уже знаем	2	1
202	его физическая природа	1	1
203	потому что не	1	1
204	в высшей степени	1	1
205	ко второй половине	1	1
206	в конечном счете	1	1
207	имел в виду	1	1
208	это вовсе не	1	1
209	существуют не только	1	1
210	в любви и	1	1
211	только то что	3	1
212	уже говорили о	1	1
213	или во всяком	2	1
214	на одну минуту	1	1
215	не то что	4	1
216	так же и	1	1
217	целого в котором	1	1
218	и в том	1	1
219	уже одно это	1	1
220	о котором я	3	1
221	или хотя бы	1	1
222	и не может	1	1
223	и до наших	1	1
224	ему что он	1	1
225	именно в тех	1	1
226	по преимуществу в	1	1
227	не считаясь с	1	1
228	сих пор не	1	1
229	или чаще всего	1	1
230	стороны мы будем	1	1
231	и вступает в	1	1
232	жизни и во	1	1
233	себе место в	1	1
234	т п то	1	1
235	которые до сих	1	1
236	если бы на	1	1
237	у них нет	1	1
238	прежде всего на	1	1
239	а в самой	1	1
240	но и это	1	1
241	и может быть	3	1
242	мы видим в	2	1
243	таким образом все	1	1
244	там где она	3	1
245	то есть такого	1	1
246	она ни в	1	1
247	на могиле и	1	1
248	в это время	1	1
249	не имеем в	1	1
250	на второй план	1	1
251	они даны нам	1	1
252	этой точки зрения	2	1
253	что то же	1	1
254	в этом сложном	1	1
255	как бы в	1	1
256	то что в	5	1
257	то есть как	1	1
258	но и не	1	1
259	и в заключение	1	1
260	тот факт что	3	1
261	к выводу что	1	1
262	и той же	3	1
263	и целый ряд	1	1
264	была бы совершенно	2	1
265	в этом и	1	1
266	это очень важно	1	1
267	мы встречаемся с	1	1
268	они как бы	1	1
269	в первой половине	1	1
270	к самой природе	1	1
271	но конечно не	1	1
272	животных и других	1	1
273	поэтому все эти	1	1
274	он сказал что	1	1
275	и в самой	1	1
276	на самом деле	3	1
277	если же мы	2	1
278	но в несколько	1	1
279	той же жизни	1	1
280	так как на	1	1
281	и с точки	1	1
282	как это обычно	1	1
283	смысле этого слова	5	1
284	толпы народа и	1	1
285	в лучшем случае	2	1
286	при этом мы	1	1
287	и в своем	1	1
288	подобно тому как	1	1
289	но это значит	1	1
290	объясняется тем что	1	1
291	того если мы	1	1
292	мы уже видели	1	1
293	к которому мы	1	1
294	так что в	1	1
295	именно в том	1	1
296	как мы видели	2	1
297	том что он	3	1
298	он не мог	2	1
299	хотя бы в	1	1
300	до наших времен	1	1
301	в свои права	1	1
302	по существу и	1	1
303	мы в дальнейшем	1	1
304	в таком виде	2	1
305	на первый взгляд	1	1
306	никогда не может	2	1
307	было бы совершенно	2	1
308	в романе или	1	1
309	только все это	1	1
310	но в час	1	1
311	уже говорили что	1	1
312	так как все	1	1
313	в тех случаях	1	1
314	что в нем	3	1
315	на то место	1	1
316	одной и той	3	1
317	все это в	1	1
318	и только для	1	1
319	все это было	1	1
320	его части и	1	1
321	во всем этом	1	1
322	все дано в	1	1
323	этих образов в	1	1
324	в своем рассказе	1	1
325	в характере и	1	1
326	один из его	1	1
327	в котором они	1	1
328	во всех предыдущих	2	1
329	есть в основе	1	1
330	но только все	1	1
331	сводится к тому	1	1
332	в жизни и	2	1
333	есть все то	1	1
