N	3gram	Trubetskoy	Dialekti
197	а следовательно и	1	1
198	здесь идет речь	1	1
199	в области отдельных	1	1
200	можно говорить лишь	1	1
201	то что эти	1	1
202	более и более	1	1
203	а между тем	1	1
204	мы уже говорили	1	1
205	все те же	1	1
206	но в конце	1	1
207	людей и богов	1	1
208	не похоже на	1	1
209	добра и зла	1	1
210	отдельных единиц в	1	1
211	том есть ли	1	1
212	то в силу	1	1
213	в чем именно	1	1
214	то не только	1	1
215	и ничто не	1	1
216	мы имеем в	1	1
217	который можно назвать	1	1
218	не указывает на	1	1
219	главным образом в	3	1
220	но тем не	1	1
221	а вместе с	1	1
222	с ней и	1	1
223	с тем чтобы	4	1
224	в первую очередь	1	1
225	только некоторые из	1	1
226	это уже давно	1	1
227	том что они	1	1
228	с тем что	1	1
229	и в сущности	1	1
230	как бы в	1	1
231	смотря по тому	1	1
232	и у них	1	1
233	и в смысле	1	1
234	из которых каждый	1	1
235	что в этом	1	1
236	ни на какие	1	1
237	после того как	1	1
238	до самого основания	1	1
239	тот факт что	1	1
