N	2gram	Propp_Isto	Hudozhes
192	из которых	3	2
193	не как	3	2
194	а затем	4	2
195	в году	1	2
196	одно из	2	2
197	но чтобы	1	2
198	по себе	4	2
199	в них	2	2
200	оно не	1	2
201	самом деле	2	2
202	на мир	1	2
203	все эти	6	2
204	именно в	5	2
205	значительной степени	1	2
206	из тех	1	2
207	с ними	2	2
208	в одно	1	2
209	как в	7	2
210	роль в	3	2
211	бы не	1	2
212	у одного	1	2
213	вследствие этого	2	2
214	всей своей	1	2
215	в каком	2	2
216	о том	12	2
217	при всем	1	2
218	при всей	1	2
219	это и	1	2
220	еще и	2	2
221	ни к	3	2
222	при наличии	1	2
223	и конец	2	2
224	вытекает из	1	2
225	не могли	1	2
226	между собой	4	2
227	совершенно иной	1	2
228	на основе	6	2
229	не всегда	9	2
230	не сама	1	2
231	могло быть	1	2
232	и больше	1	2
233	воздействия на	1	2
234	быть названо	1	2
235	или иных	1	2
236	вступает в	2	2
237	речь идет	1	2
238	говорит что	1	2
239	вслед за	7	2
240	и это	2	2
241	превращается в	4	2
242	времени и	1	2
243	для которого	1	2
244	не вполне	3	2
245	так же	18	2
246	еще один	3	2
247	и наоборот	1	2
248	было и	1	2
249	в глаза	2	2
250	об этом	11	2
251	должен быть	3	2
252	в сказании	2	2
253	видим в	1	2
254	если мы	4	2
255	в нашем	1	2
256	имеем дело	1	2
257	может оказаться	3	2
258	всякий раз	2	2
259	который в	2	2
260	одна из	4	2
261	этого слова	1	2
262	до известной	1	2
263	здесь не	5	2
264	не все	5	2
265	в противном	1	2
266	на котором	5	2
267	он и	3	2
268	не просто	5	2
269	в самой	1	2
270	только о	2	2
271	чем это	5	2
272	это своего	1	2
273	никогда не	25	2
274	и по	4	2
275	на время	1	2
276	бы то	2	2
277	то в	1	2
278	при котором	1	2
279	но на	1	2
280	мышления и	1	2
281	в последней	1	2
282	одной из	6	2
283	несмотря на	1	2
284	ни было	2	2
285	к нашему	1	2
286	в формах	1	2
287	которого он	1	2
288	что такое	3	2
289	ее в	7	2
290	все это	6	2
291	что и	9	2
292	xix века	2	2
293	духовной культуры	1	2
294	к жизни	2	2
295	у него	5	2
296	или в	6	2
297	говорит в	2	2
298	и некоторые	1	2
299	и более	3	2
300	одним из	2	2
301	что она	10	2
302	тому что	1	2
303	в какой	4	2
304	я не	5	2
305	противном случае	1	2
306	мира и	1	2
307	к своему	3	2
308	в сторону	1	2
309	это тоже	6	2
310	вовсе не	3	2
311	подобных случаях	1	2
312	встречаются в	1	2
313	а для	2	2
314	проявляет себя	1	2
315	и потому	3	2
316	но как	2	2
317	а с	4	2
318	на этом	3	2
319	могут служить	1	2
320	имеются и	1	2
321	то ни	2	2
322	дело не	8	2
323	в значительной	1	2
324	быть и	1	2
325	и может	1	2
326	но она	2	2
327	не с	3	2
328	ни одно	1	2
329	таких случаях	4	2
330	это может	2	2
331	не сами	2	2
332	всей его	1	2
333	собственно говоря	1	2
334	тем или	1	2
335	могла бы	3	2
336	в этой	9	2
337	тот кто	3	2
338	и др	11	2
339	о его	1	2
340	материала в	1	2
341	столь же	2	2
342	право на	5	2
343	из этого	3	2
344	тех или	1	2
345	отнюдь не	2	2
346	тексты а	2	2
347	чтобы не	3	2
348	в особенности	3	1
349	с которыми	1	1
350	собой всю	1	1
351	иной форме	1	1
352	том чем	1	1
353	от него	1	1
354	для всех	2	1
355	в центре	1	1
356	каждой из	1	1
357	можно говорить	2	1
358	и здесь	15	1
359	бы несколько	1	1
360	разные формы	1	1
361	за ним	1	1
362	одним словом	4	1
363	мы встречаем	1	1
364	одном случае	1	1
365	же и	3	1
366	как с	1	1
367	язык а	1	1
368	такая форма	1	1
369	собой некоторую	1	1
370	например если	1	1
371	которая в	1	1
372	живет в	3	1
373	не знают	5	1
374	героя в	6	1
375	слова эти	1	1
376	случае мы	1	1
377	и мотивов	1	1
378	дело с	2	1
379	можно назвать	3	1
380	и дает	2	1
381	его за	1	1
382	к числу	1	1
383	представляют собой	9	1
384	что это	12	1
385	содержит в	1	1
386	от нас	1	1
387	тем как	1	1
388	природе и	1	1
389	в сущности	2	1
390	какой бы	1	1
391	в другой	4	1
392	говорит о	2	1
393	привести к	3	1
394	те же	1	1
395	в область	4	1
396	представлений о	4	1
397	и другими	1	1
398	первых же	1	1
399	в результате	2	1
400	пальцы на	1	1
401	дает ключ	2	1
402	дай мне	1	1
403	и вполне	2	1
404	свое имя	1	1
405	за это	1	1
406	не могут	3	1
407	должен был	6	1
408	или для	1	1
409	начинается с	3	1
410	и даже	4	1
411	значение это	1	1
412	к какому-нибудь	1	1
413	не более	2	1
414	литература которую	1	1
415	которых и	1	1
416	животного в	1	1
417	и делают	1	1
418	а во-вторых	1	1
419	также может	1	1
420	жизнь в	1	1
421	так называемый	2	1
422	в особый	1	1
423	мысль о	2	1
424	в новую	1	1
425	о хозяине	2	1
426	к каким	1	1
427	тем что	7	1
428	из всего	1	1
429	и будет	1	1
430	то время	3	1
431	строя типа	1	1
432	если он	1	1
433	и мальчик	1	1
434	видно из	2	1
435	для своей	1	1
436	меня в	1	1
437	стороны в	1	1
438	необходимо для	1	1
439	к нам	1	1
440	в соответствии	1	1
441	с такими	2	1
442	что по	1	1
443	приходит в	1	1
444	у читателя	1	1
445	однако между	1	1
446	вместе с	13	1
447	все же	17	1
448	быть назван	2	1
449	только для	3	1
450	да и	3	1
451	более сложные	1	1
452	однако это	3	1
453	в историческом	1	1
454	ему и	1	1
455	о котором	1	1
456	с героем	2	1
457	зависимости от	3	1
458	в это	2	1
459	более как	1	1
460	друг от	1	1
461	не формы	1	1
462	свою собственную	1	1
463	нет в	2	1
464	но мы	2	1
465	на первый	2	1
466	и пусть	2	1
467	перед нами	5	1
468	всем его	1	1
469	имена в	1	1
470	после его	1	1
471	дело со	1	1
472	и ясный	1	1
473	первый взгляд	2	1
474	с этим	5	1
475	само же	1	1
476	все они	1	1
477	которых можно	1	1
478	исходя из	1	1
479	разница в	1	1
480	читатель не	1	1
481	он же	1	1
482	эту сторону	1	1
483	не существует	2	1
484	шире и	1	1
485	истории не	1	1
486	в котором	5	1
487	из других	1	1
488	зависит от	3	1
489	в действительности	2	1
490	и пр	11	1
491	восходит к	6	1
492	не упоминается	2	1
493	один на	1	1
494	принципиальная разница	1	1
495	случаи когда	3	1
496	то и	2	1
497	она названа	1	1
498	но кто	1	1
499	в лесу	21	1
500	имеет в	1	1
501	и иных	1	1
502	только мы	1	1
503	контрастирующая с	1	1
504	в отдельности	1	1
505	быть не	2	1
506	во многих	2	1
507	вступление в	2	1
508	которыми он	1	1
509	из его	1	1
510	с нашим	1	1
511	людей как	1	1
512	которой герой	2	1
513	время в	2	1
514	перейдем к	1	1
515	с которой	2	1
516	из своего	2	1
517	на многих	1	1
518	только на	2	1
519	в которую	3	1
520	точно так	8	1
521	нос в	4	1
522	эта система	1	1
523	лес не	1	1
524	переходит к	1	1
525	на основании	1	1
526	трагедии софокла	1	1
527	в мир	2	1
528	не так	2	1
529	иначе в	1	1
530	что речь	1	1
531	именно такого	1	1
532	не что	3	1
533	в совершенно	2	1
534	в истории	2	1
535	значения этого	2	1
536	каждый из	1	1
537	себе в	1	1
538	до того	1	1
539	действия и	3	1
540	в чистом	2	1
541	всего что	1	1
542	в прошлом	2	1
543	же автор	1	1
544	как явление	2	1
545	к ним	4	1
546	неотделима от	1	1
547	без его	1	1
548	соответствии с	2	1
549	у себя	2	1
550	еще нет	1	1
551	отдельности и	1	1
552	в реальной	1	1
553	событий в	1	1
554	она может	1	1
555	тем же	1	1
556	него не	1	1
557	ключ к	5	1
558	из проявлений	1	1
559	той же	1	1
560	ее как	1	1
561	на второй	1	1
562	ему или	1	1
563	именно так	2	1
564	за него	2	1
565	материале что	1	1
566	до конца	1	1
567	с этими	1	1
568	телу или	1	1
569	только при	1	1
570	нигде не	2	1
571	окна и	2	1
572	раз и	3	1
573	еще одна	3	1
574	входят в	1	1
575	к миру	1	1
576	легко может	2	1
577	тот что	1	1
578	исходит из	3	1
579	момент в	1	1
580	а со	1	1
581	и внутренняя	1	1
582	но если	4	1
583	действительности по	1	1
584	в композиции	2	1
585	к этим	1	1
586	уже по	1	1
587	друг друга	2	1
588	литературе в	1	1
589	все с	1	1
590	пришлось бы	1	1
591	из них	5	1
592	едва ли	2	1
593	характерно что	1	1
594	тот же	3	1
595	в лес	34	1
596	о ней	1	1
597	не входят	1	1
598	хотя по	1	1
599	всего в	2	1
600	не происходит	1	1
601	обращена к	1	1
602	в строгой	1	1
603	что они	13	1
604	хотят и	1	1
605	этом случае	3	1
606	только не	1	1
607	ответственность за	1	1
608	лес но	1	1
609	могут изучаться	1	1
610	мы видим	16	1
611	в более	2	1
612	вокруг него	1	1
613	нами не	1	1
614	со мной	2	1
615	тоже не	2	1
616	так как	20	1
617	с материалом	3	1
618	от его	2	1
619	что иное	3	1
620	они не	8	1
621	может не	1	1
622	после того	2	1
623	на вопрос	4	1
624	но из	1	1
625	не решает	1	1
626	свидетельствует о	1	1
627	должно быть	2	1
628	который может	1	1
629	несколько иной	1	1
630	это особенно	1	1
631	внимание на	1	1
632	иных случаях	1	1
633	в состоянии	2	1
634	объекта или	1	1
635	материала и	2	1
636	и чрезвычайно	1	1
637	подчеркнуть что	2	1
638	для нас	17	1
639	не содержит	2	1
640	в герое	1	1
641	из своих	1	1
642	у нас	1	1
643	глубже чем	1	1
644	на стадии	2	1
645	не обладает	3	1
646	на которой	2	1
647	и от	2	1
648	из дальнейшего	1	1
649	и есть	5	1
650	в русском	2	1
651	тому же	1	1
652	но с	3	1
653	в таких	4	1
654	не было	3	1
655	мы рассмотрим	3	1
656	это всегда	1	1
657	века и	2	1
658	пользуется ею	1	1
659	от друга	1	1
660	как значение	1	1
661	реальной действительности	1	1
662	просто как	2	1
663	как видно	1	1
664	несомненно имеет	1	1
665	к чему	4	1
666	перед необходимостью	1	1
667	слова могут	1	1
668	самые разнообразные	1	1
669	том отношении	1	1
670	на нее	3	1
671	дело в	3	1
672	это еще	1	1
673	что не	2	1
674	виду что	1	1
675	культуры чем	1	1
676	здесь обычно	1	1
677	из уст	1	1
678	такое же	1	1
679	за свою	1	1
680	на весьма	1	1
681	в конце	1	1
682	быть признано	1	1
683	не остается	1	1
684	простой и	1	1
685	с той	2	1
686	нас к	2	1
687	также в	2	1
688	не подлежит	1	1
689	же как	7	1
690	на земле	1	1
691	не есть	2	1
692	говорят о	3	1
693	все виды	1	1
694	между прочим	3	1
695	является не	2	1
696	общественных отношений	1	1
697	которая при	1	1
698	при таком	2	1
699	это происходит	3	1
700	перед собой	1	1
701	ли не	1	1
702	смерти в	1	1
703	от этого	2	1
704	зрения не	1	1
705	данного типа	1	1
706	и со	2	1
707	и я	1	1
708	в такой	2	1
709	может рассматриваться	1	1
710	и глубже	1	1
711	по его	3	1
712	это было	2	1
713	тех же	1	1
714	на его	2	1
715	и ситуации	1	1
716	куда же	1	1
717	страны мертвых	2	1
718	совершает свои	1	1
719	путь к	2	1
720	поэтому у	1	1
721	последней главе	1	1
722	смерти после	1	1
723	в одной	3	1
724	встрече с	1	1
725	о своих	1	1
726	связаны с	1	1
727	бы в	2	1
728	ему не	1	1
729	на них	2	1
730	отношений которые	1	1
731	о месте	1	1
732	здесь как	1	1
733	и приобретает	1	1
734	могли бы	3	1
735	может иметь	2	1
736	том случае	1	1
737	и обычая	1	1
738	вошел в	1	1
739	что от	2	1
740	в полной	1	1
741	он говорит	1	1
742	оно в	2	1
743	не означает	2	1
744	в поле	2	1
745	на материал	2	1
746	чистом виде	2	1
747	что этому	2	1
748	частности оттенки	1	1
749	именно потому	2	1
750	не дает	2	1
751	также и	3	1
752	ту же	1	1
753	одну из	1	1
754	здесь только	1	1
755	но всегда	1	1
756	как человек	1	1
757	известным нам	1	1
758	эта деталь	2	1
759	и одной	2	1
760	или же	1	1
761	в первом	1	1
762	героический эпос	1	1
763	а по	3	1
764	для этого	3	1
765	после чего	1	1
766	что мальчик	2	1
767	можно признать	1	1
768	не могла	2	1
769	существа в	1	1
770	иметь в	2	1
771	или его	1	1
772	эта сторона	1	1
773	стороны и	1	1
774	еще два	1	1
775	ничто не	1	1
776	лежат в	1	1
777	только то	1	1
778	и жизни	1	1
779	из видов	3	1
780	этих случаях	11	1
781	что из	1	1
782	у нее	4	1
783	как один	2	1
784	или иное	1	1
785	означает что	4	1
786	в иных	1	1
787	чем является	1	1
788	к понятию	1	1
789	когда мы	4	1
790	он еще	1	1
791	этом не	1	1
792	на это	3	1
793	было бы	11	1
794	а тем	1	1
795	дает ему	2	1
796	не по	2	1
797	становится его	1	1
798	герой из	1	1
799	превратилась в	1	1
800	же самое	3	1
801	вступают в	1	1
802	как мы	3	1
803	отношении что	1	1
804	что хотя	1	1
805	своей цели	1	1
806	родного дома	1	1
807	в понимании	1	1
808	что для	1	1
809	этом пути	1	1
810	это правило	1	1
811	его как	2	1
812	друг другу	1	1
813	которые в	3	1
814	в зависимости	3	1
815	это делает	2	1
816	в чужом	1	1
817	приводят к	1	1
818	обратимся к	3	1
819	также еще	1	1
820	или слова	1	1
821	по этому	2	1
822	так что	9	1
823	требует от	1	1
824	говорит ему	1	1
825	к пониманию	1	1
826	бы быть	4	1
827	происходит в	3	1
828	чаще всего	1	1
829	как будто	7	1
830	на то	6	1
831	когда герой	1	1
832	нуждается в	1	1
833	себе еще	1	1
834	а как	2	1
835	здесь мы	9	1
836	в него	2	1
837	природой и	1	1
838	именно это	2	1
839	она состоит	1	1
840	дело здесь	1	1
841	есть не	2	1
842	жизнью и	1	1
843	образов и	2	1
844	кажется что	1	1
845	иное как	3	1
846	а сама	1	1
847	совершается в	2	1
848	себе а	2	1
849	можно только	1	1
850	котором он	1	1
