N	2gram	Ircho_Kome	RusskieA
201	не было	6	5
202	в связи	4	5
203	земле и	1	5
204	мы уже	1	5
205	в тех	4	5
206	можно было	3	5
207	чаще всего	2	5
208	в то	14	5
209	прежде всего	7	5
210	нет никаких	2	5
211	его с	1	5
212	с ним	10	5
213	для них	1	5
214	что он	15	5
215	ничего общего	1	5
216	то и	1	5
217	в свою	12	5
218	к себе	9	5
219	но если	3	5
220	и для	7	5
221	тот же	11	5
222	в его	12	5
223	вывод что	2	5
224	это предположение	1	5
225	или даже	1	5
226	и потому	2	5
227	отнюдь не	5	5
228	на поле	1	5
229	не с	2	5
230	их на	1	5
231	в целом	4	5
232	вплоть до	2	5
233	во всем	2	4
234	кроме того	1	4
235	большое количество	1	4
236	не столько	3	4
237	в своих	4	4
238	но все	5	4
239	всякого рода	3	4
240	во всяком	3	4
241	в котором	6	4
242	девушки в	1	4
243	в глаза	3	4
244	в отличие	3	4
245	чтобы они	2	4
246	под названием	3	4
247	от них	2	4
248	не просто	1	4
249	и из	1	4
250	что у	2	4
251	несмотря на	7	4
252	некоторые исследователи	1	4
253	как можно	2	4
254	но он	3	4
255	так на	1	4
256	не был	2	4
257	под именем	1	4
258	в руки	2	4
259	здесь мы	1	4
260	себя внимание	3	4
261	этот вопрос	2	4
262	ко времени	1	4
263	что для	7	4
264	могут быть	3	4
265	в доме	17	4
266	и от	3	4
267	показывают что	1	4
268	и здесь	11	4
269	за ним	3	4
270	если в	4	4
271	в основном	1	4
272	и при	1	4
273	не на	3	4
274	то время	3	4
275	этому же	1	4
276	бросается в	1	4
277	в основе	3	4
278	что сила	1	4
279	в древней	1	4
280	в середине	1	4
281	совпадают с	4	4
282	и до	2	4
283	и потом	1	4
284	и там	3	4
285	и под	1	4
286	в образе	5	4
287	всяком случае	3	4
288	у них	1	4
289	и после	2	4
290	уже в	3	4
291	его и	3	4
292	такой же	2	4
293	по своему	3	4
294	в уже	2	4
295	а к	1	4
296	отличие от	5	4
297	в ней	7	4
298	дело не	2	4
299	к ней	9	4
300	которые в	1	4
301	и ее	3	4
302	других случаях	1	4
303	таким же	2	4
304	все что	6	3
305	же и	2	3
306	которые не	1	3
307	судить о	1	3
308	говорит о	2	3
309	в какой	4	3
310	в виду	3	3
311	комический эффект	3	3
312	более или	2	3
313	на которых	1	3
314	из самых	2	3
315	детей и	3	3
316	а именно	1	3
317	как только	2	3
318	на первый	1	3
319	от этого	1	3
320	и иногда	1	3
321	обращает на	3	3
322	сразу же	5	3
323	из других	1	3
324	и такие	1	3
325	восходит к	1	3
326	он был	6	3
327	пор пока	1	3
328	только как	2	3
329	в изучении	1	3
330	увидим что	1	3
331	по отношению	6	3
332	и те	1	3
333	до того	4	3
334	свою очередь	10	3
335	ii в	3	3
336	и еще	4	3
337	как на	1	3
338	на которой	1	3
339	к числу	2	3
340	находится в	1	3
341	что все	1	3
342	точки зрения	8	3
343	тут же	8	3
344	никогда не	5	3
345	на глазах	1	3
346	ее и	1	3
347	с одной	5	3
348	мы знаем	2	3
349	обычно не	1	3
350	на него	6	3
351	хотя и	6	3
352	в ее	3	3
353	по содержанию	3	3
354	в воде	1	3
355	тому же	11	3
356	или не	1	3
357	в которой	6	3
358	и некоторые	1	3
359	очевидно что	1	3
360	iii в	7	3
361	в области	3	3
362	и это	4	3
363	много и	1	3
364	в эту	1	3
365	сих пор	12	3
366	существенного значения	1	3
367	человека а	2	3
368	приведем несколько	1	3
369	того в	3	3
370	сюда же	1	3
371	можно сделать	1	3
372	с таким	1	3
373	на улицу	2	3
374	возможно что	4	3
375	ней в	2	3
376	его к	1	3
377	чтобы не	3	3
378	раньше чем	1	3
379	до сих	12	3
380	них в	1	3
381	также что	1	3
382	известно что	1	3
383	живет в	2	3
384	из таких	1	3
385	из которых	7	3
386	сводится к	1	3
387	независимо от	4	3
388	если бы	18	3
389	в своей	6	3
390	можно назвать	1	3
391	относятся к	1	3
392	жизни в	1	3
393	том как	5	3
394	на каждом	1	3
395	с точки	6	3
396	и поэтому	5	3
397	тех пор	5	3
398	с которой	2	3
399	каждый из	1	3
400	из наиболее	1	3
401	нет и	4	3
402	и во	3	3
403	при котором	1	3
404	на этот	6	3
405	здесь не	2	3
406	по происхождению	1	3
407	они были	2	3
408	ее на	2	3
409	по очереди	2	3
410	и этим	3	3
411	чтобы обеспечить	1	3
412	такое же	2	3
413	что с	4	3
414	своему происхождению	1	3
415	же не	3	3
416	с другими	2	3
417	этом не	1	3
418	которые как	1	3
419	с той	1	3
420	по его	2	3
421	или менее	2	3
422	в одной	2	3
423	руки и	1	3
424	жизнь и	1	3
425	до тех	5	3
426	мы рассмотрели	1	3
427	быть и	1	3
428	когда он	5	3
429	что касается	5	3
430	как он	5	3
431	но вместе	1	3
432	думать что	1	3
433	в большинстве	1	3
434	отношению к	4	3
435	место в	1	3
436	на то	3	3
437	и его	10	3
438	и игры	1	3
439	это в	2	3
440	не к	1	3
441	это на	1	2
442	от него	2	2
443	о будущем	2	2
444	исходя из	2	2
445	к этой	2	2
446	с этой	5	2
447	тем как	2	2
448	на ночь	1	2
449	с презрением	1	2
450	не как	2	2
451	нас в	1	2
452	его от	5	2
453	чтобы она	1	2
454	другой стороны	2	2
455	сходство между	2	2
456	по себе	1	2
457	на основании	3	2
458	на сцену	2	2
459	в духе	1	2
460	на свой	1	2
461	от одного	1	2
462	равно как	7	2
463	в ноги	1	2
464	если он	3	2
465	принадлежат к	2	2
466	в числе	1	2
467	случай не	1	2
468	взад и	1	2
469	его мнению	2	2
470	живого человека	1	2
471	собой не	1	2
472	девушку в	1	2
473	когда в	1	2
474	по тому	4	2
475	в момент	1	2
476	но мы	1	2
477	целый год	1	2
478	в дальнейшем	5	2
479	можно сказать	1	2
480	дают нам	1	2
481	можно считать	2	2
482	но даже	1	2
483	одной стороны	4	2
484	что молодые	1	2
485	этой связи	3	2
486	в риме	4	2
487	между двумя	2	2
488	на которые	3	2
489	говорить о	6	2
490	о них	1	2
491	образом из	1	2
492	и когда	2	2
493	людей и	2	2
494	несколько примеров	1	2
495	сближает его	1	2
496	как будут	1	2
497	себе в	6	2
498	так называемых	1	2
499	по всему	3	2
500	в прошлом	1	2
501	некоторое время	1	2
502	сказать что	4	2
503	он так	4	2
504	тех случаях	1	2
505	в нашем	1	2
506	только во	1	2
507	по-видимому в	1	2
508	который в	3	2
509	день в	1	2
510	своему они	1	2
511	в противном	1	2
512	друг с	3	2
513	вином и	2	2
514	к этим	1	2
515	с девушкой	1	2
516	эта же	1	2
517	но так	1	2
518	были известны	1	2
519	место на	1	2
520	мы видим	2	2
521	и он	5	2
522	к их	2	2
523	на которую	1	2
524	и свои	1	2
525	землю и	1	2
526	собой в	1	2
527	но еще	2	2
528	ii на	1	2
529	этой же	1	2
530	что при	1	2
531	сводились к	1	2
532	там и	3	2
533	у него	10	2
534	что между	2	2
535	чтобы у	2	2
536	но совершенно	1	2
537	одним из	2	2
538	заключить что	1	2
539	можно судить	1	2
540	быть только	1	2
541	как его	4	2
542	в конце	14	2
543	между ними	4	2
544	iv в	9	2
545	в двух	7	2
546	к вопросу	2	2
547	из одного	1	2
548	в чем	7	2
549	что их	4	2
550	под влиянием	2	2
551	в память	1	2
552	в каждом	3	2
553	о происхождении	1	2
554	мы можем	7	2
555	были у	1	2
556	они становятся	1	2
557	не составляет	1	2
558	и даже	6	2
559	только с	1	2
560	три раза	1	2
561	не дает	5	2
562	не отличаются	2	2
563	человека который	3	2
564	он не	11	2
565	и тем	4	2
566	в развитии	3	2
567	своих предшественников	1	2
568	что эта	2	2
569	себе на	1	2
570	не были	1	2
571	и является	1	2
572	ни одно	3	2
573	была не	1	2
574	следует признать	1	2
575	связывали с	1	2
576	участвующих в	1	2
577	примерно в	3	2
578	т п	5	2
579	общего с	2	2
580	друг другу	3	2
581	но нет	2	2
582	в себе	4	2
583	до смерти	2	2
584	был в	1	2
585	себе дело	1	2
586	образом в	2	2
587	в силу	2	2
588	из этого	2	2
589	в него	1	2
590	не случайно	3	2
591	уходит в	1	2
592	в один	1	2
593	и особенно	2	2
594	и сами	1	2
595	от нее	5	2
596	не так	4	2
597	игры эти	1	2
598	этому времени	2	2
599	над ними	1	2
600	своих близких	1	2
601	от людей	2	2
602	где-нибудь в	1	2
603	ироническое отношение	3	2
604	в жизни	1	2
605	а сами	2	2
606	сцены из	2	2
607	этого мало	1	2
608	в другой	5	2
609	о которой	2	2
610	интерес к	1	2
611	с греческим	1	2
612	не ясно	2	2
613	все то	1	2
614	не более	1	2
615	самом деле	13	2
616	отличаются от	1	2
617	и вперед	1	2
618	г где	1	2
619	вокруг него	1	2
620	о своей	1	2
621	если это	1	2
622	в семье	2	2
623	обращается к	4	2
624	и начало	1	2
625	и действительно	1	2
626	дела и	1	2
627	отправляется в	1	2
628	в одних	1	2
629	как не	2	2
630	и так	1	2
631	этим в	1	2
632	быть назван	1	2
633	себя и	2	2
634	из своей	1	2
635	нет в	1	2
636	перед нами	1	2
637	италии и	1	2
638	хотя есть	1	2
639	из деревни	1	2
640	совершенно не	2	2
641	всем этом	1	2
642	не является	5	2
643	такую же	3	2
644	и если	3	2
645	относится к	1	2
646	какие же	1	2
647	этой работы	1	2
648	быть не	1	2
649	не это	1	2
650	и теперь	2	2
651	не могло	1	2
652	ее с	1	2
653	целый ряд	5	2
654	к людям	1	2
655	лучшее что	1	2
656	к другому	2	2
657	этого времени	1	2
658	почти целиком	1	2
659	за пределами	3	2
660	который по	2	2
661	с его	6	2
662	моментов в	1	2
663	он должен	1	2
664	судя по	3	2
665	ответ на	7	2
666	что ему	4	2
667	значение в	1	2
668	они не	2	2
669	вероятно что	1	2
670	предположение что	2	2
671	и всегда	1	2
672	на что	2	2
673	для него	1	2
674	этом отношении	2	2
675	здесь в	2	2
676	участие в	1	2
677	однако не	1	2
678	дело в	1	2
679	здесь все	1	2
680	виду что	1	2
681	в стороне	1	2
682	и без	2	2
683	случаях когда	1	2
684	право на	1	2
685	с другом	3	2
686	должен быть	2	2
687	особенно в	1	2
688	тем более	9	2
689	чтобы сделать	1	2
690	что эти	1	2
691	еще до	1	2
692	ко всему	1	2
693	случаи когда	1	2
694	же из	1	2
695	а как	2	2
696	и притом	1	2
697	само собой	5	2
698	другой в	1	2
699	в частности	4	2
700	в начале	5	2
701	в пределах	3	2
702	отношение к	7	2
703	в дверь	1	2
704	для обозначения	2	2
705	о рождении	1	2
706	этом и	1	2
707	же можно	2	2
708	женщинами а	1	2
709	как игра	1	2
710	в новой	2	2
711	в ту	2	2
712	женского пола	1	2
713	если она	2	2
714	этому вопросу	2	2
715	за счет	1	2
716	и наконец	1	2
717	в е	1	2
718	в той	2	1
719	с которыми	1	1
720	в самом	17	1
721	выйти замуж	1	1
722	в три	1	1
723	можем судить	2	1
724	в центре	2	1
725	еще раз	1	1
726	еще более	4	1
727	указывает на	1	1
728	подробно на	1	1
729	только что	11	1
730	рассказ о	1	1
731	своему не	1	1
732	слова эти	1	1
733	союза с	1	1
734	и другую	1	1
735	дает основание	1	1
736	нечто подобное	1	1
737	другой пример	1	1
738	из всех	3	1
739	а совершенно	1	1
740	ссылаясь на	1	1
741	они уже	1	1
742	этот момент	1	1
743	в значение	1	1
744	и был	2	1
745	примыкает к	1	1
746	однако из	1	1
747	те же	1	1
748	с утра	1	1
749	в отдаленной	1	1
750	изображение его	1	1
751	и таких	1	1
752	него в	3	1
753	не являются	1	1
754	в с	2	1
755	ты не	1	1
756	уже была	1	1
757	ссылкой на	1	1
758	что наш	1	1
759	отдельно от	2	1
760	переходит к	1	1
761	хозяина и	5	1
762	на смену	1	1
763	типов в	1	1
764	в первом	2	1
765	вот что	1	1
766	и сам	11	1
767	жизнь в	1	1
768	каким образом	1	1
769	весь этот	1	1
770	что весь	1	1
771	одну руку	1	1
772	вся его	1	1
773	развития но	1	1
774	и должен	1	1
775	его на	5	1
776	нее можно	1	1
777	при различных	1	1
778	в собственном	1	1
779	первой половине	2	1
780	дома и	3	1
781	о близости	1	1
782	этом можно	1	1
783	как более	1	1
784	а нечто	1	1
785	первое место	1	1
786	которое не	1	1
787	за ней	2	1
788	себя не	1	1
789	к своим	2	1
790	другие исследователи	1	1
791	из не	1	1
792	он по	1	1
793	отца и	4	1
794	игра может	1	1
795	ней как	2	1
796	хорошо видно	1	1
797	начнем с	2	1
798	обращение к	1	1
799	не удается	1	1
800	таким способом	1	1
801	первый взгляд	1	1
802	он искал	1	1
803	и того	1	1
804	нам не	1	1
805	одного и	1	1
806	в первую	2	1
807	было в	2	1
808	рожает и	1	1
809	на руки	1	1
810	в объяснении	2	1
811	местом для	1	1
812	не казались	1	1
813	по тем	1	1
814	ст в	2	1
815	хотя бы	5	1
816	выходит из	3	1
817	деньги и	1	1
818	в другом	2	1
819	из жизни	2	1
820	сам или	1	1
821	являются не	1	1
822	чуть не	1	1
823	по традиции	1	1
824	а после	3	1
825	был уверен	1	1
826	стену по	1	1
827	здесь ее	1	1
828	следует остановиться	1	1
829	из себя	3	1
830	вид что	1	1
831	даже самых	1	1
832	однако нет	1	1
833	на середину	1	1
834	и зрители	1	1
835	чтобы придать	1	1
836	из своего	5	1
837	старика и	1	1
838	может служить	2	1
839	до вечера	1	1
840	точно так	1	1
841	на пути	2	1
842	приходит к	2	1
843	дошедшим до	1	1
844	не обязательно	1	1
845	нельзя отрицать	1	1
846	сохранился и	1	1
847	превращается в	1	1
848	сделать вывод	1	1
849	не позже	1	1
850	рассуждение о	1	1
851	вяжется с	1	1
852	же его	2	1
853	другие не	1	1
854	ним следует	1	1
855	в когда	1	1
856	всего этого	1	1
857	но этот	1	1
858	не приходится	5	1
859	слезами на	1	1
860	ни одного	1	1
861	которого они	2	1
862	шутки в	1	1
863	ней и	3	1
864	него не	1	1
865	затем в	1	1
866	по которым	1	1
867	них есть	1	1
868	наряду с	4	1
869	они должны	1	1
870	за него	1	1
871	такая же	2	1
872	с этими	1	1
873	же она	1	1
874	на которого	1	1
875	как от	1	1
876	все время	3	1
877	произойти в	1	1
878	на того	1	1
879	или из	1	1
880	узнает что	1	1
881	на интересующие	1	1
882	выходя из	2	1
883	и две	1	1
884	не мог	2	1
885	ее своей	2	1
886	того же	9	1
887	но там	1	1
888	не шел	1	1
889	они могут	1	1
890	этом же	1	1
891	едва ли	16	1
892	образом на	1	1
893	их вместе	1	1
894	с лишним	1	1
895	ближе к	3	1
896	представить себе	2	1
897	даже если	2	1
898	которую они	1	1
899	комедии и	5	1
900	еще одну	1	1
901	своей дочери	1	1
902	в н	1	1
903	и мы	5	1
904	в какую-нибудь	1	1
905	похожи на	3	1
906	смех и	1	1
907	характерен для	1	1
908	они состояли	1	1
909	признает что	1	1
910	в состоянии	1	1
911	в раннем	1	1
912	а тот	1	1
913	из того	3	1
914	как нет	1	1
915	почему в	2	1
916	это обстоятельство	3	1
917	№ на	1	1
918	обратил внимание	1	1
919	аналогии с	2	1
920	не думает	1	1
921	и сама	1	1
922	деньги не	1	1
923	придя в	2	1
924	выступает в	1	1
925	они будут	2	1
926	не от	1	1
927	от дома	1	1
928	перед которыми	1	1
929	подходит к	1	1
930	самое лучшее	1	1
931	тем больше	1	1
932	не была	1	1
933	бы к	2	1
934	в угол	1	1
935	в результате	2	1
936	не знает	7	1
937	не о	3	1
938	ли мы	1	1
939	не очень	1	1
940	как видно	2	1
941	состояли из	1	1
942	с двумя	1	1
943	прежде чем	4	1
944	что его	10	1
945	интересующие нас	2	1
946	что не	5	1
947	что попадется	1	1
948	вопрос почему	1	1
949	призыв к	1	1
950	в последние	2	1
951	к сожалению	2	1
952	с жизнью	1	1
953	время как	3	1
954	из чего	1	1
955	ним не	1	1
956	рядом с	1	1
957	даже не	5	1
958	одном из	1	1
959	в до	1	1
960	обнаружим что	1	1
961	и жизнь	2	1
962	части а	1	1
963	представляется нам	2	1
964	что хор	1	1
965	девушке и	3	1
966	на свободу	1	1
967	себе и	1	1
968	в сторону	1	1
969	за другой	2	1
970	по меньшей	1	1
971	вдали от	1	1
972	имеет ничего	1	1
973	а потом	1	1
974	остается в	3	1
975	вполне рациональный	1	1
976	у хозяина	1	1
977	вся семья	1	1
978	же все	1	1
979	выражение в	3	1
980	вошел в	1	1
981	ближе не	2	1
982	из последних	1	1
983	№ и	2	1
984	пор в	1	1
985	ему в	1	1
986	я тебе	1	1
987	до нас	7	1
988	сцену в	2	1
989	время стало	1	1
990	все остальные	2	1
991	близко к	1	1
992	эти слова	1	1
993	норм поведения	1	1
994	своим появлением	1	1
995	этой комедии	9	1
996	в случае	2	1
997	к любви	1	1
998	своим мужьям	1	1
999	на долю	4	1
1000	не будет	2	1
1001	мать она	1	1
1002	в детстве	2	1
1003	если же	2	1
1004	возвращаясь к	2	1
1005	пользуясь его	1	1
1006	и та	1	1
1007	чем больше	1	1
1008	один раз	2	1
1009	не могла	3	1
1010	и подчеркивает	1	1
1011	себя на	1	1
1012	и венки	2	1
1013	и хотя	3	1
1014	человек который	1	1
1015	по своей	2	1
1016	в нее	1	1
1017	не имеющей	2	1
1018	этой группы	2	1
1019	при первом	1	1
1020	хозяину на	1	1
1021	могла бы	1	1
1022	и объясняется	1	1
1023	выходят за	2	1
1024	к первому	1	1
1025	он в	2	1
1026	однако в	5	1
1027	отличалось от	1	1
1028	найти в	2	1
1029	этом почти	1	1
1030	о его	4	1
1031	звучит так	1	1
1032	над ней	3	1
1033	них не	1	1
1034	и почему	3	1
1035	удар по	1	1
1036	это ни	1	1
1037	в первой	3	1
1038	и есть	3	1
1039	их то	1	1
1040	с которым	3	1
1041	теми же	1	1
1042	ей не	1	1
1043	с того	1	1
1044	представление об	1	1
1045	бы ни	1	1
1046	дом за	1	1
1047	№ но	1	1
1048	он полагает	1	1
1049	в число	1	1
1050	каждого из	3	1
1051	еще одно	2	1
1052	которого она	1	1
1053	со слезами	1	1
1054	не отличается	1	1
1055	нечто совсем	1	1
1056	следовательно не	1	1
1057	в статье	1	1
1058	происхождение и	2	1
1059	трудно сказать	1	1
1060	чего они	1	1
1061	первую очередь	2	1
1062	но встречаются	1	1
1063	однако и	1	1
1064	особенно подробно	1	1
1065	и стало	1	1
1066	собственном смысле	1	1
1067	вызвать к	1	1
1068	вызывает у	1	1
1069	во втором	2	1
1070	закономерности в	1	1
1071	мужчины или	1	1
1072	образом и	2	1
1073	от до	1	1
1074	он уже	1	1
1075	хорошо знали	2	1
1076	в городе	2	1
1077	от жизни	1	1
1078	на сходство	2	1
1079	так с	1	1
1080	почти не	1	1
1081	представлял собой	1	1
1082	должна быть	2	1
1083	оно могло	1	1
1084	был бы	4	1
1085	для себя	1	1
1086	вина и	1	1
1087	никак не	2	1
1088	здесь он	1	1
1089	что большинство	1	1
1090	что сам	1	1
1091	что молодая	1	1
1092	того кого	1	1
1093	происходит с	1	1
1094	и все-таки	1	1
1095	рождение ребенка	1	1
1096	ни в	14	1
1097	что после	1	1
1098	из города	2	1
1099	и наш	1	1
1100	на известный	1	1
1101	совпадают но	1	1
1102	за это	1	1
1103	не могут	2	1
1104	нас от	1	1
1105	свою любовь	1	1
1106	и несмотря	1	1
1107	со всеми	2	1
1108	дать в	1	1
1109	от их	1	1
1110	теперь на	1	1
1111	если не	7	1
1112	а изображение	1	1
1113	до этого	3	1
1114	от своего	2	1
1115	ни о	1	1
1116	в огонь	1	1
1117	сходство в	3	1
1118	особый интерес	2	1
1119	ты меня	2	1
1120	мы остановимся	1	1
1121	на каждую	1	1
1122	женится на	1	1
1123	он объявляет	1	1
1124	наиболее часто	1	1
1125	на месте	3	1
1126	к будущему	1	1
1127	и ненависть	2	1
1128	все на	1	1
1129	возвращение к	2	1
1130	как о	3	1
1131	с такими	1	1
1132	для каждого	1	1
1133	меньшей мере	1	1
1134	что видел	1	1
1135	в современной	1	1
1136	правда не	1	1
1137	о любви	3	1
1138	ли он	1	1
1139	можно найти	1	1
1140	о котором	1	1
1141	зависимости от	1	1
1142	они говорят	1	1
1143	со стороны	16	1
1144	знает что	2	1
1145	всей своей	1	1
1146	во сне	1	1
1147	здесь нет	4	1
1148	мы однако	2	1
1149	в которые	2	1
1150	нам из	1	1
1151	жена и	1	1
1152	не входит	1	1
1153	в любой	1	1
1154	ожидать чтобы	2	1
1155	определенное сходство	1	1
1156	человека и	2	1
1157	дальнейшее развитие	1	1
1158	ли они	1	1
1159	вспоминать о	1	1
1160	тем у	1	1
1161	обстоятельства могут	1	1
1162	эротической окраски	1	1
1163	своем роде	1	1
1164	и кончается	1	1
1165	что мы	4	1
1166	в греческой	2	1
1167	тех же	3	1
1168	мало чем	1	1
1169	в слово	1	1
1170	и между	1	1
1171	нет даже	1	1
1172	наконец в	1	1
1173	и нравов	1	1
1174	в город	2	1
1175	это только	1	1
1176	общей форме	1	1
1177	не поддаваться	1	1
1178	можно усмотреть	1	1
1179	а может	1	1
1180	хотя это	2	1
1181	комедии с	2	1
1182	только один	2	1
1183	считать только	1	1
1184	и два	1	1
1185	советского союза	1	1
1186	отношении к	1	1
1187	в поисках	3	1
1188	ночи и	1	1
1189	и об	1	1
1190	которую он	3	1
1191	о своем	1	1
1192	у других	1	1
1193	вслед за	1	1
1194	слова с	1	1
1195	если человек	1	1
1196	только тем	1	1
1197	в истории	2	1
1198	не без	2	1
1199	без таких	1	1
1200	не выходят	1	1
1201	при помощи	1	1
1202	знаем что	1	1
1203	себя от	2	1
1204	в каком	1	1
1205	еще один	2	1
1206	в силе	1	1
1207	о таких	1	1
1208	таким путем	2	1
1209	может послужить	1	1
1210	в описании	1	1
1211	без всякого	2	1
1212	женский праздник	1	1
1213	указывают на	1	1
1214	ее не	1	1
1215	тем же	3	1
1216	мог бы	1	1
1217	принадлежит к	1	1
1218	толкует как	1	1
1219	одной из	4	1
1220	что я	5	1
1221	из первых	1	1
1222	нас важно	1	1
1223	и раньше	1	1
1224	что первое	1	1
1225	думая что	1	1
1226	ли можно	1	1
1227	в сознании	1	1
1228	изгнанного из	1	1
1229	держа в	1	1
1230	здесь и	3	1
1231	и приходят	1	1
1232	если первое	1	1
1233	же он	1	1
1234	мы еще	1	1
1235	в самой	1	1
1236	несомненное сходство	1	1
1237	свадьбу с	1	1
1238	точку зрения	1	1
1239	сомнения в	1	1
1240	с каким	1	1
1241	обратиться к	1	1
1242	засвидетельствованы в	1	1
1243	как раз	9	1
1244	на время	1	1
1245	если два	1	1
1246	были сделаны	1	1
1247	не знают	1	1
1248	сл в	4	1
1249	то второе	1	1
1250	то они	1	1
1251	или к	2	1
1252	существу не	1	1
1253	не носило	1	1
1254	из дома	8	1
1255	ничем не	4	1
1256	мог быть	1	1
1257	мир в	1	1
1258	пока что	2	1
1259	основе своей	2	1
1260	может не	1	1
1261	для нового	1	1
1262	приготовления к	2	1
1263	то лучше	1	1
1264	это был	1	1
1265	свидетельствует о	1	1
1266	сам он	3	1
1267	после ее	1	1
1268	уверен что	2	1
1269	второй половине	1	1
1270	заимствован из	1	1
1271	тем он	1	1
1272	обе эти	1	1
1273	без основания	1	1
1274	своим богатством	1	1
1275	бы на	2	1
1276	он называет	4	1
1277	беременность и	1	1
1278	он и	5	1
1279	о нем	1	1
1280	мало того	1	1
1281	видя в	1	1
1282	этих слов	2	1
1283	видеть в	2	1
1284	куда-нибудь в	1	1
1285	чтобы ее	1	1
1286	о ее	1	1
1287	когда же	1	1
1288	быть вполне	1	1
1289	как эти	1	1
1290	к девушке	1	1
1291	течение всей	1	1
1292	ii этот	1	1
1293	что к	4	1
1294	как этот	2	1
1295	и исследователи	1	1
1296	на несколько	1	1
1297	о причине	1	1
1298	и последний	1	1
1299	одну за	2	1
1300	некоторых случаях	1	1
1301	иногда без	1	1
1302	и эта	2	1
1303	отрицать что	2	1
1304	е из	1	1
1305	чтобы найти	1	1
1306	никаких следов	1	1
1307	когда все	1	1
1308	слово в	1	1
1309	и самих	1	1
