N	2gram	Potebnia_M	Freidism
821	которое тоже	1	1
822	там же	9	1
823	организм все	1	1
824	к самому	1	1
825	к нам	3	1
826	корней и	1	1
827	что по	3	1
828	это чувство	2	1
829	похожим на	1	1
830	необходимости в	2	1
831	рождается вместе	3	1
832	только те	1	1
833	в слове	21	1
834	не приводит	1	1
835	что иное	2	1
836	и т	10	1
837	всякому другому	1	1
838	не что	2	1
839	собою разумеется	1	1
840	нами при	1	1
841	бы не	11	1
842	не сопровождается	1	1
843	человека есть	1	1
844	понимания в	1	1
845	который не	1	1
846	сравнению с	1	1
847	сила в	1	1
848	вследствие этого	1	1
849	субъективное и	1	1
850	он вполне	1	1
851	для их	2	1
852	он по	1	1
853	слове и	1	1
854	в ряду	6	1
855	не его	1	1
856	в вопросах	1	1
857	дальше и	1	1
858	др и	1	1
859	представляется в	1	1
860	всякая деятельность	1	1
861	по крайней	6	1
862	следующее в	2	1
863	все члены	1	1
864	жизни мы	1	1
865	на одном	1	1
866	и нет	1	1
867	сразу и	1	1
868	чем заключается	1	1
869	которое делает	1	1
870	но оно	3	1
871	нет ничего	2	1
872	особенно для	1	1
873	и того	6	1
874	природы в	2	1
875	нам не	2	1
876	понятно что	1	1
877	и требуют	1	1
878	как часть	2	1
879	к нашему	1	1
880	в организме	5	1
881	остановимся на	3	1
882	во все	2	1
883	ничего в	1	1
884	ее к	1	1
885	не хотим	1	1
886	от удовлетворения	1	1
887	и действий	1	1
888	образования и	2	1
889	похож на	1	1
890	перейти в	1	1
891	из других	1	1
892	было в	1	1
893	на новые	1	1
894	уже из	1	1
895	где нет	1	1
896	то это	8	1
897	отношения которые	1	1
898	можно считать	2	1
899	он находит	1	1
900	не наоборот	1	1
901	что этот	1	1
902	чтобы вызвать	1	1
903	понятие всего	1	1
904	после того	3	1
905	тем труднее	1	1
906	не имеют	7	1
907	непрестанное движение	1	1
908	его образования	1	1
909	это последнее	6	1
910	оба эти	2	1
911	силы и	1	1
912	что всякое	1	1
913	и заставляет	1	1
914	даже и	4	1
915	имеют только	1	1
916	то и	15	1
917	предмет в	1	1
918	хотя с	1	1
919	новые пути	1	1
920	в противоположность	2	1
921	наконец в	1	1
922	но даже	2	1
923	на друга	2	1
924	истории но	1	1
925	по сравнению	1	1
926	это все	1	1
927	это его	1	1
928	в каких	1	1
929	тело и	1	1
930	явления и	1	1
931	быть не	7	1
932	отношения человека	1	1
933	к каждому	1	1
934	и другой	1	1
935	вызывает в	1	1
936	оно как	1	1
937	во многих	5	1
938	не должны	1	1
939	каждое по-своему	1	1
940	еще на	1	1
941	и тогда	2	1
942	имея в	3	1
943	в современном	1	1
944	окажется что	1	1
945	обойтись без	1	1
946	с которой	1	1
947	развития и	3	1
948	ее присутствие	1	1
949	которая по	1	1
950	но уже	2	1
951	знаем только	1	1
952	только один	3	1
953	об отношении	3	1
954	между отдельными	1	1
955	может служить	2	1
956	если вместо	1	1
957	слов и	5	1
958	теми которые	1	1
959	само себя	1	1
960	всего человеческого	2	1
961	бы видеть	1	1
962	значение чем	1	1
963	этим не	1	1
964	образом что	2	1
965	на чувство	2	1
966	человека что	1	1
967	весь процесс	1	1
968	мы считаем	1	1
969	времени и	3	1
970	они с	2	1
971	существует ли	1	1
972	уже и	2	1
973	психология как	1	1
974	как оно	2	1
975	например для	1	1
976	и психологии	1	1
977	что когда	1	1
978	м ы	1	1
979	даже с	2	1
980	только это	1	1
981	действия и	1	1
982	любви к	1	1
983	личной и	1	1
984	и называют	1	1
985	так называемых	1	1
986	не представляет	1	1
987	основанная на	1	1
988	точке зрения	4	1
989	делает невозможным	1	1
990	на ней	4	1
991	друг на	2	1
992	мы ни	1	1
993	и формы	1	1
994	имеем в	1	1
995	известной степени	1	1
996	некоторое время	1	1
997	из одной	1	1
998	из виду	2	1
999	чувства а	3	1
1000	человек должен	1	1
1001	но ни	1	1
1002	обратим внимание	1	1
1003	и там	1	1
1004	между людьми	2	1
1005	она вполне	1	1
1006	могут и	1	1
1007	тела в	2	1
1008	переход от	2	1
1009	без всякого	1	1
1010	взрослый человек	1	1
1011	о причинах	2	1
1012	и связанное	2	1
1013	мысль не	1	1
1014	по которой	1	1
1015	жизни как	1	1
1016	затем в	1	1
1017	этих последних	5	1
1018	а скорее	2	1
1019	пор говоря	1	1
1020	единство с	2	1
1021	если будем	2	1
1022	таким странным	1	1
1023	всех остальных	1	1
1024	ли нам	1	1
1025	страдания и	1	1
1026	которым мы	1	1
1027	следующим образом	1	1
1028	а между	5	1
1029	форма и	1	1
1030	от самонаблюдения	1	1
1031	определяющая его	1	1
1032	чувства воли	1	1
1033	сущности и	1	1
1034	производит на	1	1
1035	к которому	5	1
1036	с нею	6	1
1037	людьми но	1	1
1038	душевных явлений	5	1
1039	лучше всего	1	1
1040	основная ошибка	1	1
1041	от законов	1	1
1042	без того	1	1
1043	ему а	1	1
1044	том же	3	1
1045	все без	1	1
1046	он может	2	1
1047	из пределов	1	1
1048	чтобы все	1	1
1049	непосредственное наблюдение	1	1
1050	его силы	1	1
1051	бы никакого	1	1
1052	на ряд	1	1
1053	они служат	2	1
1054	в телесном	1	1
1055	этого слова	5	1
1056	этот последний	1	1
1057	убеждена что	1	1
1058	именно с	1	1
1059	однако в	4	1
1060	будет только	1	1
1061	но повторяем	1	1
1062	от них	2	1
1063	перед нами	1	1
1064	историю и	1	1
1065	и образования	1	1
1066	за внешние	1	1
1067	это впечатление	1	1
1068	что даже	2	1
1069	чувства в	5	1
1070	человеческой деятельности	1	1
1071	кроме этого	2	1
1072	на котором	1	1
1073	имели бы	1	1
1074	так называемое	1	1
1075	только потому	4	1
1076	не мог	3	1
1077	противоположных по	1	1
1078	она есть	3	1
1079	к ее	2	1
1080	действуют на	2	1
1081	стороны он	1	1
1082	крайней мере	6	1
1083	что конечно	1	1
1084	сомнения в	1	1
1085	общие для	1	1
1086	ли эта	1	1
1087	но есть	1	1
1088	органов и	2	1
1089	примыкает к	1	1
1090	своего развития	1	1
1091	единство в	1	1
1092	независимой от	1	1
1093	убеждение что	3	1
1094	может обойтись	2	1
1095	уже с	2	1
1096	все в	2	1
1097	и предмет	2	1
1098	выделить и	1	1
1099	им как	2	1
1100	несколько слов	1	1
1101	и весь	3	1
1102	нам известно	1	1
1103	что они	6	1
1104	которую они	1	1
1105	он ищет	1	1
1106	относилась к	1	1
1107	изменение в	2	1
1108	душевную жизнь	2	1
1109	к различным	1	1
1110	не зная	3	1
1111	ее и	1	1
1112	или наоборот	1	1
1113	так сильно	1	1
1114	но на	3	1
1115	жить и	1	1
1116	быть сведены	1	1
1117	и прямо	1	1
1118	оно совершенно	1	1
1119	только одно	1	1
1120	равно и	2	1
1121	ему в	1	1
1122	какие именно	1	1
1123	то оно	3	1
1124	связи между	2	1
1125	в ребенке	5	1
1126	под словом	1	1
1127	различие между	2	1
1128	что представляется	1	1
1129	похожи на	1	1
1130	на вопрос	3	1
1131	освободить от	1	1
1132	указать на	1	1
1133	нас не	1	1
1134	поэтому в	1	1
1135	фактов то	1	1
1136	и форма	1	1
1137	но еще	1	1
1138	внимание на	3	1
1139	делает возможным	2	1
1140	для всякого	3	1
1141	всякого человека	1	1
1142	целом а	1	1
1143	начала и	1	1
1144	не теряет	1	1
1145	творчества то	1	1
1146	проявляется в	2	1
1147	это часто	1	1
1148	части его	1	1
1149	этой мысли	1	1
1150	бы на	1	1
1151	хотя и	6	1
1152	не объясняют	1	1
1153	переход к	1	1
1154	а это	1	1
1155	как совершается	1	1
1156	между различными	1	1
1157	эту борьбу	1	1
1158	процессы в	1	1
1159	нам совершенно	1	1
1160	которое должно	1	1
1161	души и	9	1
1162	только во	1	1
1163	человеку этот	1	1
1164	нашей души	2	1
1165	свести все	1	1
1166	есть в	4	1
1167	имеет только	1	1
1168	к деятельности	3	1
1169	теперь переходим	1	1
1170	мы легко	2	1
1171	можем ли	1	1
1172	влиянием того	1	1
1173	из своих	2	1
1174	от сознания	1	1
1175	богатство и	1	1
1176	отказывается от	1	1
1177	и нравственные	1	1
1178	но что	2	1
1179	не ограничивается	3	1
1180	смысле этого	3	1
1181	души а	3	1
1182	свет и	5	1
1183	слово в	2	1
1184	не знаем	2	1
1185	в движение	2	1
1186	вытекает из	3	1
1187	в формах	3	1
1188	требованиям и	1	1
1189	бы предположить	1	1
1190	все прочие	1	1
1191	какие мы	1	1
1192	в виде	1	1
1193	и постоянно	1	1
1194	чем в	2	1
1195	именно что	2	1
1196	существует только	2	1
1197	на каком	1	1
1198	мы на	1	1
1199	без всяких	1	1
1200	организма в	1	1
1201	же не	2	1
1202	бы для	2	1
1203	с чисто	1	1
1204	больше в	1	1
1205	или в	4	1
1206	же значение	1	1
1207	когда оно	1	1
1208	что к	2	1
1209	которые так	1	1
1210	не говорит	1	1
1211	зрения но	1	1
1212	прежде чем	4	1
1213	на которое	2	1
1214	влияния на	1	1
1215	такой точки	1	1
1216	что его	2	1
1217	про себя	2	1
1218	во внимание	4	1
1219	но эта	1	1
1220	на нее	2	1
1221	было для	1	1
1222	всякого участия	1	1
1223	которые как	1	1
1224	с теми	2	1
1225	органической жизни	1	1
1226	чем состоит	1	1
1227	дано в	1	1
1228	рождаются в	2	1
1229	может в	1	1
1230	жизни организма	1	1
1231	решение этой	1	1
1232	человека она	1	1
1233	и совсем	1	1
1234	и без	4	1
1235	упомянуть только	1	1
1236	души уже	1	1
1237	развития к	1	1
1238	его душе	1	1
1239	следует понимать	1	1
1240	человек в	1	1
1241	прибавить что	2	1
1242	страха и	1	1
1243	язык и	6	1
1244	все виды	1	1
1245	и воля	4	1
1246	не дают	2	1
1247	основано на	1	1
1248	и которые	3	1
1249	душевные движения	1	1
1250	при таком	5	1
1251	души в	2	1
1252	бытия с	1	1
1253	случаев но	1	1
1254	перейти к	3	1
1255	понимание и	1	1
1256	он никогда	1	1
1257	начало человеческой	1	1
1258	за другим	1	1
1259	не на	3	1
1260	зрения и	7	1
1261	следовательно только	1	1
1262	существуют только	1	1
1263	здесь не	2	1
1264	нам до	2	1
1265	служит для	2	1
1266	принимается за	1	1
1267	в психологическом	1	1
1268	пока не	1	1
1269	состояние организма	1	1
1270	и это	3	1
1271	так а	2	1
1272	в сторону	1	1
1273	себя или	1	1
1274	в смысле	4	1
1275	в каждой	1	1
1276	сказать несколько	1	1
1277	из одного	3	1
1278	до того	2	1
1279	вообще при	1	1
1280	вследствие чего	1	1
1281	которые с	1	1
1282	делает его	1	1
1283	бы совершенно	1	1
1284	из простейших	1	1
1285	связанная с	1	1
1286	полагает что	3	1
1287	только сознание	1	1
1288	на себе	3	1
1289	при его	1	1
1290	человеческого рода	1	1
1291	это так	1	1
1292	на явление	1	1
1293	тем более	2	1
1294	всех народов	1	1
1295	не все	3	1
1296	все логические	1	1
1297	а из	1	1
1298	совершенно ясно	1	1
1299	время сна	1	1
1300	свои корни	1	1
1301	людей в	1	1
1302	все стороны	1	1
