N	2gram	Bakhtin_Fr	UchenyiS
154	не самый	1	1
155	сводить к	1	1
156	можно сказать	4	1
157	или меньшей	1	1
158	мы можем	5	1
159	их образы	1	1
160	в данном	4	1
161	и быть	1	1
162	все его	1	1
163	что под	1	1
164	что ему	1	1
165	больше чем	2	1
166	еще раз	1	1
167	нет и	4	1
168	как на	6	1
169	вообще в	1	1
170	и вы	1	1
171	никогда и	1	1
172	со своими	1	1
173	он в	4	1
174	и все	18	1
175	что этот	1	1
176	из самых	3	1
177	все элементы	1	1
178	состоит из	2	1
179	же как	4	1
180	другое произведение	1	1
181	направлено на	1	1
182	сказать что	12	1
183	и эта	2	1
184	в процессе	1	1
185	данном случае	4	1
186	его как	4	1
187	него не	2	1
188	то есть	49	1
189	и всей	1	1
190	этот процесс	3	1
191	и др	11	1
192	затем он	1	1
193	ее как	2	1
194	очень часто	4	1
195	того как	1	1
196	он знает	2	1
197	анализ его	1	1
198	переходит в	3	1
199	почти не	2	1
200	отсюда и	1	1
201	в таком	2	1
202	тех кто	2	1
203	исходить из	1	1
204	оно по	1	1
205	которое мы	1	1
206	этот и	1	1
207	краткий срок	4	1
208	в произведении	1	1
209	смысле и	1	1
210	в течение	3	1
211	но именно	2	1
212	до конца	2	1
213	в своем	13	1
214	тогда когда	3	1
215	с тем	3	1
216	в наиболее	3	1
217	в значительной	2	1
218	другую более	1	1
219	стороны в	3	1
220	его на	1	1
221	в последние	1	1
222	успехом и	2	1
223	одной стороны	2	1
224	шаг к	1	1
225	относится к	3	1
226	он становится	1	1
227	возвращается в	1	1
228	находит себе	1	1
229	на роль	1	1
230	начала и	1	1
231	этой же	2	1
232	искусства и	1	1
233	что по	3	1
234	их в	2	1
235	он может	2	1
236	в ней	10	1
237	из первых	1	1
238	из природы	1	1
239	своими собственными	1	1
240	всего только	1	1
241	и так	1	1
242	это для	1	1
243	и прежде	4	1
244	и независимо	1	1
245	место и	1	1
246	и сплошь	1	1
247	в этот	3	1
248	идет не	2	1
249	связанные с	7	1
250	значительной мере	1	1
251	в период	2	1
252	не вполне	1	1
253	дан в	2	1
254	на то	2	1
255	он и	6	1
256	которой и	1	1
257	происходит уже	1	1
258	но если	1	1
259	в большей	2	1
260	это же	1	1
261	только для	4	1
262	в которых	3	1
263	к этому	4	1
264	большей или	1	1
265	так и	14	1
266	это то	1	1
267	о нем	2	1
268	что с	1	1
269	сам автор	1	1
270	нельзя свести	1	1
271	где бы	1	1
272	друг с	2	1
273	это в	3	1
274	ее в	1	1
275	поэзии и	1	1
276	в современном	1	1
277	о которой	1	1
278	этих слов	2	1
279	и вся	2	1
280	месте в	1	1
281	в качестве	5	1
282	о котором	1	1
283	в нем	20	1
284	он не	9	1
285	недаром и	2	1
286	быть тем	1	1
287	независимо от	3	1
288	все что	3	1
289	и слово	3	1
290	на его	2	1
291	есть ли	1	1
292	и что	3	1
293	одно из	2	1
294	что для	1	1
295	признание что	1	1
296	и это	5	1
297	в различных	3	1
298	верно но	1	1
299	с одной	2	1
300	с другом	2	1
301	он был	8	1
302	на своем	2	1
303	за пределы	4	1
304	они в	1	1
305	вводится в	1	1
306	что при	1	1
307	словесном творчестве	1	1
308	об этом	5	1
309	себя на	1	1
310	точно и	1	1
311	является одним	2	1
312	правда не	1	1
313	самое что	1	1
314	в виду	2	1
315	и искусства	1	1
316	или менее	2	1
317	красок и	1	1
318	в пределах	2	1
319	тот же	4	1
320	уже не	1	1
321	о том	8	1
322	по его	1	1
323	далеко не	6	1
324	тем более	3	1
325	этого конечно	1	1
326	того что	4	1
327	обращение к	1	1
328	у него	4	1
329	в словах	1	1
330	эту книгу	1	1
331	друг другу	1	1
332	он пытается	1	1
333	нового в	1	1
334	в котором	3	1
335	не существует	1	1
336	бы в	5	1
337	в виде	1	1
338	той же	6	1
339	но использование	1	1
340	приводит к	1	1
341	никогда не	6	1
342	мировоззрения и	2	1
343	человека и	1	1
