N	2gram	Trubetskoy	Literetu
132	не было	2	6
133	во всех	2	6
134	было бы	1	6
135	с ее	1	6
136	то в	1	6
137	самом деле	1	6
138	как о	3	6
139	в слове	1	6
140	еще и	1	6
141	тем же	1	6
142	одного из	1	6
143	том числе	5	6
144	в ней	1	6
145	далеко не	4	6
146	и только	4	6
147	и наконец	2	6
148	и к	5	5
149	к этой	1	5
150	в связи	3	5
151	с собой	1	5
152	личности с	1	5
153	в соответствии	1	5
154	хотя бы	3	5
155	в нашем	1	5
156	он сам	1	5
157	должно быть	1	5
158	несмотря на	6	5
159	ни было	2	5
160	тем не	3	5
161	и за	1	5
162	к жизни	5	5
163	одном из	1	5
164	в себя	1	5
165	этой точки	2	5
166	между тем	2	5
167	так что	3	5
168	все более	1	5
169	эти слова	1	5
170	в силу	5	5
171	во втором	1	5
172	в сущности	1	5
173	в россии	2	5
174	не с	2	5
175	идет о	1	5
176	и если	3	5
177	вслед за	2	5
178	так как	9	5
179	мы не	1	5
180	что и	6	5
181	но с	3	5
182	этот путь	2	5
183	однако не	1	5
184	место в	1	5
185	или иной	2	5
186	в уме	1	5
187	не к	2	5
188	но тем	1	4
189	в них	2	4
190	с тем	18	4
191	только для	2	4
192	жизни на	1	4
193	и нет	3	4
194	во всяком	6	4
195	духовной жизни	1	4
196	входит в	1	4
197	для того	5	4
198	не всегда	2	4
199	только на	1	4
200	за собой	3	4
201	не вполне	3	4
202	во всей	1	4
203	к этому	3	4
204	бы то	2	4
205	что его	1	4
206	в сторону	1	4
207	могли бы	1	4
208	с образом	1	4
209	на этом	1	4
210	то ни	2	4
211	и что	4	4
212	общего с	2	4
213	могут быть	1	4
214	и есть	1	4
215	можно сказать	3	4
216	из этого	2	4
217	а потому	1	4
218	жизни а	1	4
219	со всеми	2	4
220	от своего	1	4
221	и все	2	4
222	отношения к	1	4
223	никем не	2	4
224	приводит к	2	4
225	все они	1	4
226	нет ничего	1	4
227	ни к	1	4
228	совершенно не	1	4
229	не является	1	4
230	в свою	2	4
231	одной из	5	4
232	но это	1	4
233	таким образом	22	4
234	как к	1	4
235	свидетельствует о	2	4
236	он один	2	4
237	и прежде	1	4
238	на его	1	4
239	в каждой	1	4
240	ко всему	2	4
241	но при	2	4
242	русской культуры	15	4
243	а по	1	4
244	такой же	1	4
245	на то	2	4
246	не надо	1	4
247	все что	2	3
248	в душе	1	3
249	мы и	1	3
250	о чем	1	3
251	всем и	2	3
252	в этих	4	3
253	по себе	1	3
254	в первом	1	3
255	мысль о	2	3
256	нет в	1	3
257	мира и	1	3
258	речь идет	1	3
259	и того	1	3
260	времени в	1	3
261	жизни по	2	3
262	превращается в	2	3
263	так же	5	3
264	себе в	1	3
265	свою очередь	1	3
266	а так	3	3
267	с ним	1	3
268	крайней мере	5	3
269	жизни с	1	3
270	к общему	1	3
271	она и	1	3
272	что такое	1	3
273	как от	2	3
274	духовной культуры	3	3
275	а с	7	3
276	не есть	1	3
277	и перед	2	3
278	во главе	1	3
279	в чем	1	3
280	той или	2	3
281	же как	3	3
282	и является	2	3
283	он в	2	3
284	и от	4	3
285	там где	1	3
286	не так	1	3
287	взгляд на	2	3
288	если в	3	3
289	во время	4	3
290	это уже	1	3
291	из которых	4	3
292	в отношении	6	3
293	то с	3	3
294	себе не	1	3
295	если не	2	3
296	если бы	3	3
297	с ней	3	3
298	они не	1	3
299	не имеет	5	3
300	да и	1	3
301	вследствие этого	1	3
302	всей своей	1	3
303	ничего общего	2	3
304	по крайней	5	3
305	бы и	1	3
306	и состоит	1	3
307	того чтобы	5	3
308	относится к	2	3
309	и тогда	4	3
310	тех пор	2	3
311	не могло	2	3
312	и до	1	3
313	в этот	1	3
314	под знаком	1	3
315	том же	1	3
316	в сознании	1	3
317	здесь не	1	3
318	всяком случае	6	3
319	тот же	2	3
320	ничего не	1	3
321	различие между	1	3
322	ни с	1	3
323	из своих	2	3
324	с их	1	3
325	без остатка	2	3
326	на нее	3	3
327	в ту	1	3
328	от слова	1	3
329	все эти	6	3
330	но по	3	3
331	путь к	3	3
332	сказать и	1	3
333	и потому	6	3
334	одну из	1	3
335	не по	1	3
336	бытия в	1	3
337	когда он	3	3
338	только то	1	3
339	еще на	2	3
340	числе и	4	3
341	же самое	2	3
342	отношение к	5	3
343	и о	3	3
344	есть не	1	3
345	в той	1	2
346	в свое	1	2
347	эта мысль	1	2
348	него в	1	2
349	в результате	3	2
350	их не	1	2
351	чтобы в	1	2
352	черты в	1	2
353	из двух	1	2
354	этой воли	1	2
355	и другим	1	2
356	начинается с	1	2
357	на эту	1	2
358	роль в	1	2
359	так например	2	2
360	творчества в	1	2
361	в котором	4	2
362	по тем	1	2
363	только как	1	2
364	но даже	1	2
365	при рассмотрении	1	2
366	по воле	1	2
367	к своей	1	2
368	так называемых	1	2
369	всего что	1	2
370	сила и	1	2
371	как общего	1	2
372	сказать что	2	2
373	и у	8	2
374	могло бы	1	2
375	быть в	1	2
376	тем более	1	2
377	под именем	1	2
378	к ее	1	2
379	к нему	7	2
380	только не	2	2
381	а и	1	2
382	культуры на	2	2
383	согласно которой	1	2
384	с другими	4	2
385	путь духовного	1	2
386	все прочие	1	2
387	к достижению	3	2
388	от тех	1	2
389	и некоторые	1	2
390	лишь на	1	2
391	себя как	1	2
392	и вместе	4	2
393	так сказать	1	2
394	людей в	1	2
395	это тоже	1	2
396	бы в	1	2
397	не был	1	2
398	бытия которая	1	2
399	не означает	1	2
400	чтобы он	1	2
401	но зато	1	2
402	всех других	2	2
403	из нас	1	2
404	от культуры	1	2
405	как известно	1	2
406	культуры и	3	2
407	человека и	1	2
408	в общем	8	2
409	бы быть	1	2
410	и по	4	2
411	чтобы не	1	2
412	с идеей	2	2
413	и ее	1	2
414	мире как	1	2
415	мире и	1	2
416	та же	1	2
417	о работе	1	2
418	как с	1	2
419	на почве	1	2
420	тогда когда	2	2
421	из таких	1	2
422	и при	3	2
423	что они	1	2
424	в миропорядке	1	2
425	и вновь	1	2
426	власти над	1	2
427	к смерти	1	2
428	с этого	1	2
429	не более	1	2
430	одновременно с	1	2
431	значение в	1	2
432	от бога	2	2
433	можно назвать	2	2
434	к его	2	2
435	с ними	1	2
436	это и	1	2
437	и более	1	2
438	к врагу	1	2
439	жизни мира	1	2
440	в значительной	3	2
441	из этих	10	2
442	так чтобы	2	2
443	к своим	4	2
444	и об	1	2
445	он как	1	2
446	он становится	1	2
447	не знающий	1	2
448	впервые в	1	2
449	то для	1	2
450	начиная с	2	2
451	из первых	1	2
452	друга а	1	2
453	с тех	2	2
454	у них	3	2
455	теперь уже	1	2
456	путь есть	1	2
457	чуть ли	1	2
458	ему в	2	2
459	богом и	2	2
460	на три	1	2
461	мы имеем	2	2
462	не для	1	2
463	ничего кроме	1	2
464	индивидуального существования	1	2
465	картина мира	1	2
466	в русском	2	2
467	что к	1	2
468	этом не	1	2
469	в сферу	1	2
470	в духовной	1	2
471	при таком	2	2
472	перед собой	1	2
473	к концу	3	2
474	в такой	1	2
475	ибо в	1	2
476	но такой	1	2
477	в будущем	1	2
478	в таком	3	2
479	а как	1	2
480	чистом виде	1	2
481	его не	2	2
482	с легкостью	1	2
483	под сенью	1	2
484	дело не	1	2
485	которые могли	1	2
486	что касается	1	2
487	нужно было	1	2
488	дает им	1	2
489	в нашей	1	2
490	на это	1	2
491	которое в	1	2
492	бытия и	1	2
493	может и	1	2
494	своей индивидуальности	3	2
495	не можем	1	2
496	совершается в	1	2
497	индивидуальности и	1	1
498	унаследованной от	1	1
499	создание новой	1	1
500	случае в	1	1
501	бога в	1	1
502	этого в	1	1
503	с момента	1	1
504	природы это	1	1
505	ничто в	1	1
506	со всем	1	1
507	по тому	2	1
508	в момент	1	1
509	только что	2	1
510	а ко	1	1
511	за исключением	1	1
512	случае мы	1	1
513	дело с	1	1
514	и другую	1	1
515	в особый	1	1
516	до самого	1	1
517	эта новая	1	1
518	она уже	1	1
519	в пользу	2	1
520	человек есть	1	1
521	что человек	1	1
522	явлениями в	1	1
523	требует от	2	1
524	в состав	1	1
525	людей и	2	1
526	существования и	1	1
527	мире при	1	1
528	более или	5	1
529	но все	7	1
530	а во-вторых	1	1
531	некоторые другие	1	1
532	людей а	1	1
533	слова с	1	1
534	в музыке	1	1
535	и требует	1	1
536	и конечно	1	1
537	в христианстве	1	1
538	том или	1	1
539	о полном	2	1
540	их в	1	1
541	притом в	1	1
542	в тело	2	1
543	или ином	1	1
544	целым рядом	1	1
545	на юг	1	1
546	как только	1	1
547	связано с	2	1
548	бы этому	1	1
549	уже был	1	1
550	с этим	1	1
551	в среду	1	1
552	любви к	1	1
553	на человека	1	1
554	некоторые из	2	1
555	на этой	1	1
556	было в	1	1
557	не могли	1	1
558	когда на	1	1
559	была еще	1	1
560	а после	3	1
561	всегда так	1	1
562	но они	1	1
563	с эпохи	1	1
564	все в	1	1
565	участвовали в	2	1
566	в строгом	1	1
567	уже как	1	1
568	конечно не	2	1
569	и те	3	1
570	особое положение	1	1
571	самого начала	2	1
572	и далее	1	1
573	соприкасается с	1	1
574	и остается	1	1
575	художественном творчестве	1	1
576	и взаимодействие	1	1
577	среди них	2	1
578	ней и	1	1
579	вернуться к	1	1
580	из всех	3	1
581	затем в	1	1
582	этих последних	1	1
583	качестве таких	1	1
584	языка как	1	1
585	к которому	2	1
586	традиции правда	1	1
587	от них	2	1
588	что даже	1	1
589	всего со	1	1
590	оказывается настолько	1	1
591	что жизнь	1	1
592	с первого	1	1
593	эпохи с	1	1
594	грань между	2	1
595	представить себе	1	1
596	могли быть	1	1
597	этой задачи	2	1
598	к их	1	1
599	нельзя сказать	1	1
600	землю и	1	1
601	после того	1	1
602	жить в	1	1
603	этой идее	1	1
604	несколько иной	1	1
605	теперь же	1	1
606	что уже	1	1
607	мы знаем	1	1
608	в образе	2	1
609	религиозного сознания	6	1
610	единственное что	1	1
611	души и	1	1
612	полное тождество	1	1
613	чтобы вновь	1	1
614	после исчезновения	1	1
615	и духовной	1	1
616	в корне	1	1
617	запада и	1	1
618	и развитие	1	1
619	богу не	1	1
620	чем в	1	1
621	в которой	3	1
622	живет и	1	1
623	борьбы с	1	1
624	пути и	1	1
625	как по	1	1
626	прежде чем	1	1
627	но совершенно	1	1
628	это мы	1	1
629	с самого	3	1
630	всем что	1	1
631	жизни после	1	1
632	но для	1	1
633	еще при	1	1
634	же для	1	1
635	и своего	1	1
636	в среде	2	1
637	между этими	2	1
638	на пути	2	1
639	призыв к	1	1
640	по мере	1	1
641	этом последнем	1	1
642	на земле	1	1
643	оказалась в	1	1
644	от этого	1	1
645	должно было	2	1
646	о которых	1	1
647	его души	1	1
648	к мысли	1	1
649	в смысле	4	1
650	в эту	2	1
651	на себе	1	1
652	в других	3	1
653	сих пор	5	1
654	и мир	2	1
655	видят в	1	1
656	только от	1	1
657	не имея	1	1
658	мы можем	2	1
659	весь мир	1	1
660	находит свое	1	1
661	людей только	1	1
662	не выше	1	1
663	это совершенно	1	1
664	творца и	2	1
665	виде эта	1	1
666	мы уже	1	1
667	когда душа	1	1
668	в наше	1	1
669	а мы	1	1
670	момента когда	1	1
671	именно потому	1	1
672	еще только	2	1
673	своем уединении	1	1
674	в народ	1	1
675	пути с	1	1
676	этой силой	1	1
677	является его	1	1
678	руками и	1	1
679	чувств ни	2	1
680	рамках определенной	1	1
681	себя что	1	1
682	необходимо было	1	1
683	не были	1	1
684	кто же	1	1
685	вспомним что	1	1
686	образом если	2	1
687	для обеих	1	1
688	из общего	1	1
689	о мире	1	1
690	когда мы	1	1
691	она была	1	1
692	которого в	1	1
693	отдельные личности	1	1
694	только с	1	1
695	или о	1	1
696	ролью в	1	1
697	о его	1	1
698	культуры мы	1	1
699	же пути	1	1
700	своей души	1	1
701	т.е как	1	1
702	нам все	1	1
703	возврат к	1	1
704	он немедленно	1	1
705	чаще всего	1	1
706	для людей	1	1
707	место чем	1	1
708	время он	2	1
709	собственное имя	1	1
710	на душу	1	1
711	радости и	1	1
712	всех этих	1	1
713	есть ли	1	1
714	согласно этой	1	1
715	в какой-то	1	1
716	в одну	1	1
717	и особенно	2	1
718	он должен	1	1
719	одного и	1	1
720	мы видели	2	1
721	лишь по	1	1
722	можно только	2	1
723	к сожалению	3	1
724	при жизни	4	1
725	ни чувств	2	1
726	первую очередь	1	1
727	социальной жизни	1	1
728	человек сам	1	1
729	до сих	5	1
730	и этот	1	1
731	и здесь	2	1
732	не позволяет	1	1
733	с душой	1	1
734	[] а	1	1
735	на самые	1	1
736	его уже	1	1
737	на неудачу	1	1
738	них в	1	1
739	есть образ	1	1
740	которой не	1	1
741	его с	1	1
742	лишь только	1	1
743	и менее	1	1
744	представляют собой	1	1
745	что это	3	1
746	чтобы стать	1	1
747	отличались от	1	1
748	не исчерпывается	2	1
749	от этой	1	1
750	русского народа	3	1
751	все те	1	1
752	сама жизнь	1	1
753	к сознанию	1	1
754	и делает	1	1
755	за это	1	1
756	не могут	2	1
757	должен был	4	1
758	смотреть на	2	1
759	нам в	1	1
760	к искусству	1	1
761	в безвыходное	1	1
762	собой и	1	1
763	иметь в	1	1
764	смысла и	1	1
765	именно не	1	1
766	встречаются и	1	1
767	и действительно	2	1
768	в иерархии	1	1
769	в процессе	2	1
770	принято называть	2	1
771	вышла из	1	1
772	в техническом	1	1
773	и так	1	1
774	состоит из	1	1
775	никто не	1	1
776	в которых	4	1
777	о котором	2	1
778	том как	1	1
779	в воздухе	1	1
780	миром но	1	1
781	и культуре	1	1
782	этого они	1	1
783	не нужен	1	1
784	отличается от	2	1
785	облик русской	1	1
786	что мы	2	1
787	совершенно иной	2	1
788	роли в	1	1
789	бог и	1	1
790	совпадает с	1	1
791	задний план	1	1
792	с нами	1	1
793	бы по	1	1
794	устранить его	1	1
795	не должно	1	1
796	героем и	1	1
797	поскольку с	1	1
798	бунта против	1	1
799	чтобы она	1	1
800	ее с	2	1
801	целый ряд	4	1
802	более и	1	1
803	лишь то	1	1
804	в каком	1	1
805	вся русская	1	1
806	в пустоту	1	1
807	такая система	1	1
808	без участия	1	1
809	что здесь	1	1
810	протеста против	1	1
811	первобытного человека	1	1
812	и во	1	1
813	в самую	1	1
814	тенденции к	2	1
815	эти категории	1	1
816	но именно	1	1
817	именно то	1	1
818	в ряд	1	1
819	разве я	1	1
820	на этот	4	1
821	не стоит	1	1
822	этого исторического	1	1
823	с того	2	1
824	в другое	2	1
825	для россии	1	1
826	бога с	2	1
827	к началу	1	1
828	именно к	1	1
829	смерть и	1	1
830	поэтому что	2	1
831	постольку поскольку	1	1
832	ничем не	4	1
833	многих других	1	1
834	иной характер	2	1
835	востока в	2	1
836	сам он	1	1
837	того как	1	1
838	жить по	1	1
839	новой жизни	1	1
840	по своим	2	1
841	всякий человек	1	1
842	между богом	2	1
843	которых он	1	1
844	неизмеримо более	1	1
845	ни на	1	1
846	может показаться	1	1
847	все это	6	1
848	то самое	1	1
849	самой этой	2	1
850	в первую	1	1
851	но одно	1	1
852	содержанием в	1	1
853	превратиться в	1	1
854	с разными	1	1
855	жизни людей	1	1
856	когда же	2	1
857	в виде	4	1
858	из смертных	2	1
859	это всегда	1	1
860	он усматривает	1	1
861	жизни это	1	1
862	который как	1	1
863	не иметь	1	1
864	но эта	1	1
865	в эпоху	7	1
866	положение в	2	1
867	случае не	3	1
868	что перед	1	1
869	среди прочих	1	1
870	которого уже	1	1
871	предшествующие ему	1	1
872	иной раз	2	1
873	основана на	1	1
874	культурных традиций	1	1
875	однако это	1	1
876	перейти к	1	1
877	на одном	1	1
878	на все	2	1
879	остается лишь	1	1
880	один и	1	1
881	в новом	2	1
882	камня на	1	1
883	это было	1	1
884	с другом	5	1
885	и потому-то	4	1
886	или менее	5	1
887	в одной	1	1
888	как средство	1	1
889	что эти	3	1
890	к одному	1	1
891	за свою	1	1
892	перед неизбежностью	1	1
893	что от	1	1
894	же от	1	1
895	воли к	1	1
896	на задний	1	1
897	а просто	1	1
898	этим сознанием	1	1
899	поскольку они	1	1
900	с новыми	1	1
901	чтобы такое	1	1
902	ни один	2	1
903	где я	1	1
904	человек всегда	1	1
905	обстоит дело	1	1
906	требуют от	1	1
907	быть и	2	1
908	растворяется в	1	1
909	к тем	1	1
910	с молоком	1	1
911	этому последнему	1	1
912	и их	1	1
913	сама в	1	1
914	оказывается что	3	1
915	не следует	1	1
916	воображение но	1	1
917	и всякая	1	1
918	все были	1	1
919	ставит себе	1	1
920	о жертвоприношении	1	1
921	знает и	1	1
922	нами и	2	1
923	уже тогда	1	1
924	по всей	1	1
925	на путь	1	1
926	характер не	1	1
927	он знает	1	1
928	есть сам	1	1
929	тем чтобы	5	1
930	себе задачей	1	1
931	в создании	2	1
932	этой силы	1	1
933	эти два	1	1
934	мира с	1	1
935	которое мы	1	1
936	конце концов	3	1
937	которой нет	1	1
938	технических средств	1	1
939	к богу	3	1
940	пути к	2	1
941	общем контексте	1	1
