N	2gram	Voloshinov	Vvedenie
149	с точки	5	4
150	этом отношении	2	4
151	о чем	2	4
152	как раз	1	4
153	в результате	1	4
154	по мере	1	4
155	в виде	1	4
156	в себе	10	4
157	должен был	1	4
158	в интересах	1	4
159	но все	5	4
160	из двух	2	4
161	в одном	4	4
162	в котором	3	4
163	но ведь	6	4
164	что могло	1	4
165	в своей	2	4
166	речь в	1	4
167	да и	4	4
168	сравнению с	1	4
169	в чем	1	4
170	должен быть	2	4
171	к тому	4	4
172	по крайней	1	4
173	еще не	3	4
174	однако не	1	4
175	времени и	2	4
176	в каждом	4	4
177	еще и	2	4
178	даже и	2	4
179	по сравнению	1	4
180	это только	1	4
181	по отношению	2	4
182	мы имеем	2	4
183	действительность в	1	4
184	так называемых	1	4
185	истории и	1	4
186	крайней мере	1	4
187	можно сказать	4	4
188	той же	7	4
189	отношению к	2	4
190	одной из	2	4
191	в области	6	4
192	и для	3	4
193	само по	1	4
194	из них	3	4
195	всего того	1	3
196	и к	4	3
197	с этим	2	3
198	собственном смысле	1	3
199	культурного развития	2	3
200	можно говорить	1	3
201	и здесь	3	3
202	и на	7	3
203	того как	1	3
204	зависит от	2	3
205	и вот	3	3
206	обе эти	1	3
207	понятно что	1	3
208	при этом	9	3
209	что это	4	3
210	в сущности	1	3
211	говорит о	1	3
212	из которых	3	3
213	не как	1	3
214	что собственно	1	3
215	но что	3	3
216	в отношении	2	3
217	в этих	2	3
218	связи с	3	3
219	материал для	2	3
220	если бы	4	3
221	себе что	1	3
222	и сам	2	3
223	человеческой культуры	1	3
224	в силу	1	3
225	во внимание	1	3
226	за собой	1	3
227	история и	1	3
228	в конце	6	3
229	вообще не	1	3
230	в собственном	1	3
231	вряд ли	3	3
232	как в	3	3
233	другое дело	1	3
234	нечто цельное	1	3
235	и теми	1	3
236	между ними	3	3
237	зависимости от	7	3
238	в каком	2	3
239	с понятием	1	3
240	той или	4	3
241	и того	1	3
242	в конечном	1	3
243	бы и	2	3
244	все эти	3	3
245	и есть	1	3
246	сливается с	1	3
247	язык и	9	3
248	на этом	1	3
249	свое выражение	3	3
250	так называемой	4	3
251	что же	8	3
252	в значительной	2	3
253	же как	1	3
254	так чтобы	1	3
255	в другом	1	3
256	в ней	8	3
257	что представляет	1	3
258	и тогда	2	3
259	и уже	3	3
260	во второй	3	3
261	в слове	4	3
262	в частности	3	3
263	только на	3	3
264	или иных	3	3
265	не с	3	3
266	в этой	6	3
267	же самое	5	3
268	в начале	3	3
269	того же	1	3
270	от того	3	3
271	так же	4	3
272	при помощи	1	3
273	или как	6	3
274	и той	7	3
275	отношение к	2	3
276	чем говорится	1	3
277	однако в	2	3
278	литературное произведение	2	3
279	наряду с	1	3
280	ответа на	1	3
281	быта и	1	3
282	что может	1	3
283	до конца	2	3
284	в своем	1	3
285	такое язык	1	3
286	в зависимости	7	3
287	или иной	6	3
288	и вообще	2	3
289	язык в	6	3
290	одна из	1	3
291	как будто	1	3
292	здесь не	2	3
293	к этому	2	3
294	тех или	4	3
295	нуждается в	3	3
296	для этого	2	3
297	понять что	1	3
298	смысле как	1	3
299	мы видели	5	3
300	гораздо более	2	3
301	к нему	2	3
302	никогда не	7	3
303	ближе к	1	2
304	и историк	1	2
305	так и	7	2
306	должна была	2	2
307	и другие	1	2
308	находятся в	2	2
309	на каком-нибудь	1	2
310	на языке	1	2
311	что оно	3	2
312	нами не	1	2
313	говоря уже	1	2
314	на протяжении	1	2
315	действительности к	1	2
316	от действительности	1	2
317	мы не	9	2
318	иметь дело	3	2
319	с полной	1	2
320	нам не	1	2
321	не нужно	2	2
322	ли быть	1	2
323	несмотря на	3	2
324	к действительности	1	2
325	обычно и	1	2
326	ни к	2	2
327	о них	2	2
328	это уже	1	2
329	мысли и	1	2
330	нашего времени	1	2
331	а затем	1	2
332	что несмотря	1	2
333	о которой	1	2
334	в работах	1	2
335	себя в	4	2
336	для них	2	2
337	у нас	4	2
338	между языком	1	2
339	в следующем	1	2
340	все равно	1	2
341	лежит в	1	2
342	и развития	3	2
343	к самой	1	2
344	говорит он	1	2
345	посредством которых	1	2
346	в таких	1	2
347	в своих	2	2
348	не было	2	2
349	истории не	1	2
350	и с	5	2
351	наших дней	1	2
352	с ней	2	2
353	то о	1	2
354	каким образом	1	2
355	будто бы	1	2
356	это еще	1	2
357	по существу	1	2
358	с теми	1	2
359	и всего	2	2
360	жизни и	3	2
361	например в	1	2
362	до наших	1	2
363	тому что	5	2
364	в наиболее	1	2
365	и без	4	2
366	к таким	1	2
367	в связи	2	2
368	существует между	1	2
369	в определенной	1	2
370	выражение в	3	2
371	и так	6	2
372	другом месте	1	2
373	следовательно и	1	2
374	к своему	4	2
375	и при	2	2
376	к какому	1	2
377	это понимание	1	2
378	идет об	1	2
379	но уже	1	2
380	себе и	2	2
381	в каждой	1	2
382	как только	4	2
383	могло бы	1	2
384	не иначе	1	2
385	и те	2	2
386	которые были	1	2
387	в дальнейшем	2	2
388	во всех	6	2
389	большей части	1	2
390	не говоря	2	2
391	действительности в	1	2
392	и потому	2	2
393	но как	2	2
394	мы можем	7	2
395	а с	5	2
396	не существует	4	2
397	что мы	11	2
398	когда мы	6	2
399	с изучением	1	2
400	само собой	4	2
401	но которая	1	2
402	мы уже	11	2
403	ничего не	8	2
404	материалом и	2	2
405	в языке	2	2
406	своего предмета	1	2
407	чтобы он	1	2
408	в свою	6	2
409	тому как	1	2
410	в разной	1	2
411	только так	1	2
412	по самой	1	2
413	уже знаем	1	2
414	у них	3	2
415	еще раз	1	2
416	мы должны	10	2
417	из которой	1	2
418	не мог	3	2
419	народов и	1	2
420	но зато	1	2
421	увидим что	2	2
422	если же	1	2
423	от которых	2	2
424	разные и	1	2
425	свое существование	1	2
426	чем больше	1	2
427	в тех	3	2
428	в форме	6	2
429	факт что	1	2
430	и до	1	2
431	или группы	2	2
432	нечто что	1	2
433	каждый из	2	2
434	до того	3	2
435	свою очередь	4	2
436	не совпадает	1	2
437	одной и	4	2
438	одно и	6	2
439	языка не	1	2
440	самой своей	1	2
441	природы и	2	2
442	мы называем	4	2
443	но вместе	1	2
444	дана нам	1	2
445	мог бы	1	2
446	значение и	2	2
447	должно быть	2	2
448	одного и	1	2
449	произведения и	1	2
450	в основу	1	2
451	языка как	1	2
452	все время	5	2
453	том же	2	2
454	тем более	1	2
455	языка с	1	2
456	мы теперь	1	2
457	своего содержания	1	2
458	с помощью	6	2
459	чаще всего	3	2
460	всего к	1	2
461	что именно	4	2
462	на то	1	2
463	историю и	1	2
464	слова как	4	2
465	бы ее	1	2
466	этого слова	3	2
467	но это	2	2
468	конце концов	3	2
469	так называемые	4	2
470	на тему	1	2
471	большей степени	1	2
472	бы в	6	2
473	жизни как	1	2
474	к языку	1	2
475	только о	1	2
476	деятельности и	3	2
477	т.д в	1	2
478	не к	4	2
479	понять и	1	1
480	что было	3	1
481	к лицу	1	1
482	всего в	4	1
483	были бы	4	1
484	себя всю	1	1
485	то в	1	1
486	не мешает	1	1
487	дает нам	1	1
488	только тогда	2	1
489	утверждать что	1	1
490	был и	2	1
491	связи и	1	1
492	все что	1	1
493	взгляд на	1	1
494	котором они	1	1
495	мы видим	4	1
496	нашего исследования	2	1
497	в гораздо	1	1
498	короче говоря	3	1
499	определить что	1	1
500	человека к	1	1
501	та же	3	1
502	время служит	1	1
503	общения в	4	1
504	за ним	1	1
505	которое с	1	1
506	речи правда	1	1
507	если его	1	1
508	уяснить себе	2	1
509	явление действительности	2	1
510	его нельзя	1	1
511	том насколько	1	1
512	тот смысл	2	1
513	который уже	1	1
514	человеческий язык	1	1
515	может не	1	1
516	словом если	1	1
517	человеческой истории	2	1
518	внешним образом	1	1
519	смысле не	1	1
520	также что	1	1
521	ли они	1	1
522	роль и	1	1
523	исторической жизни	1	1
524	к одной	1	1
525	нужно было	2	1
526	время и	1	1
527	писателя не	1	1
528	именно так	1	1
529	как к	1	1
530	которые он	1	1
531	красками и	1	1
532	в общих	1	1
533	до него	1	1
534	которых мы	1	1
535	но еще	1	1
536	различие в	2	1
537	в определенное	1	1
538	для всякого	2	1
539	отношения к	3	1
540	еще более	2	1
541	человеческого общения	1	1
542	материала и	1	1
543	на те	1	1
544	для него	3	1
545	которых он	1	1
546	то для	1	1
547	но от	1	1
548	с ростом	1	1
549	вещи и	1	1
550	слова по	1	1
551	бы на	1	1
552	на одно	1	1
553	опираться на	1	1
554	входят в	1	1
555	или иными	1	1
556	с ним	2	1
557	который можно	1	1
558	кроме того	2	1
559	что при	1	1
560	послужит нам	1	1
561	чтобы этот	1	1
562	что так	1	1
563	которого он	1	1
564	одном и	2	1
565	в литературе	1	1
566	и художественно	1	1
567	ее в	1	1
568	историю не	1	1
569	для нас	3	1
570	приходится иметь	2	1
571	в каком-нибудь	1	1
572	ее становления	1	1
573	слова в	6	1
574	и о	1	1
575	с каждым	1	1
576	то мы	3	1
577	на самом	3	1
578	или иную	4	1
579	здесь в	1	1
580	с исторической	1	1
581	здесь таким	1	1
582	превратиться в	1	1
583	общий смысл	3	1
584	нет никакого	1	1
585	приходит к	1	1
586	себе не	1	1
587	с различной	1	1
588	явления действительности	1	1
589	у него	1	1
590	качестве примера	1	1
591	существует и	2	1
592	непосредственно в	1	1
593	себе путь	1	1
594	всего сказанного	1	1
595	как не	2	1
596	та область	1	1
597	как они	1	1
598	как же	1	1
599	этого процесса	1	1
600	если не	3	1
601	более или	1	1
602	нам в	3	1
603	или не	1	1
604	все то	2	1
605	чем ближе	1	1
606	и соответствующего	1	1
607	или в	2	1
608	совсем иным	2	1
609	как видно	1	1
610	относится и	1	1
611	чтобы эти	1	1
612	от своего	1	1
613	разрыва между	1	1
614	помнить что	2	1
615	каждым новым	1	1
616	что его	1	1
617	осуществляется в	1	1
618	опыт с	1	1
619	всех его	2	1
620	слова но	3	1
621	из сторон	1	1
622	что у	3	1
623	которой как	1	1
624	с другими	2	1
625	теперь мы	1	1
626	и все	4	1
627	иными словами	2	1
628	естественно не	1	1
629	содержание и	3	1
630	жизни своей	2	1
631	сам собой	1	1
632	еще в	1	1
633	есть в	1	1
634	просто и	1	1
635	которой оно	1	1
636	было объяснить	1	1
637	может и	1	1
638	иначе как	1	1
639	и эта	3	1
640	обществе в	1	1
641	но для	3	1
642	исключительных случаях	1	1
643	представлять себе	1	1
644	не одно	1	1
645	из всего	2	1
646	и будет	1	1
647	очевидно что	2	1
648	точном смысле	2	1
649	слова а	1	1
650	в таком	1	1
651	или иная	1	1
652	это выражение	2	1
653	я и	2	1
654	говорить в	2	1
655	если он	3	1
656	теснейшим образом	1	1
657	так много	1	1
658	в жизни	2	1
659	понимать как	1	1
660	при исследовании	1	1
661	в числе	1	1
662	места и	1	1
663	заметить что	3	1
664	не остается	1	1
665	теми или	1	1
666	в одних	1	1
667	сказано с	1	1
668	с той	1	1
669	и последующих	1	1
670	долгое время	3	1
671	состоит из	1	1
672	лишь с	1	1
673	похож на	1	1
674	с ними	1	1
675	речь не	1	1
676	быть понято	2	1
677	самое и	1	1
678	если и	1	1
679	в цепи	1	1
680	широкого и	1	1
681	в точном	2	1
682	или даже	2	1
683	из чего	1	1
684	форме или	1	1
685	его исследования	1	1
686	даже просто	1	1
687	целое как	1	1
688	в одно	1	1
689	на эту	2	1
690	человека на	1	1
691	всю эту	1	1
692	создает и	1	1
693	исторических народов	1	1
694	как с	2	1
695	как ее	1	1
696	между собой	2	1
697	в новом	1	1
698	у древних	1	1
699	слово в	2	1
700	стиль его	1	1
701	и художественного	1	1
702	ведь в	3	1
703	в какой-нибудь	3	1
704	выходящее за	1	1
705	на его	6	1
706	так а	1	1
707	к мысли	1	1
708	в сторону	1	1
709	сделать его	2	1
710	них в	1	1
711	самом широком	1	1
712	достаточно чтобы	1	1
713	тому же	2	1
714	путь к	1	1
715	в дальнейшей	1	1
716	что вообще	1	1
717	и понимания	1	1
718	или менее	1	1
719	слова о	3	1
720	в одной	1	1
721	руки и	1	1
722	связано с	2	1
723	зависит как	1	1
724	вопроса о	4	1
725	самое содержание	1	1
726	слова для	1	1
727	что эти	3	1
728	общественной мысли	1	1
729	перестает быть	1	1
730	нуждаются в	2	1
731	здесь как	1	1
732	творческой фантазии	1	1
733	это и	1	1
734	и тех	1	1
735	усвоить себе	1	1
736	достаточно для	2	1
737	его и	3	1
738	того или	5	1
739	изучения а	1	1
740	к нашему	1	1
741	совершенно не	3	1
742	материалом для	1	1
743	человека в	2	1
744	ответить на	2	1
745	оно осуществляется	1	1
746	и эти	1	1
747	находит свое	2	1
748	это конечно	1	1
749	чтобы его	1	1
750	а к	3	1
751	с самого	4	1
752	образом мы	1	1
753	на нечто	1	1
754	в действительности	1	1
755	и такие	1	1
756	и социального	3	1
757	развитие языка	1	1
758	что этот	1	1
759	себе это	2	1
760	истории человечества	1	1
761	в исторической	1	1
762	должно было	3	1
763	ясно и	1	1
764	тех же	1	1
765	даже к	1	1
766	искусства а	1	1
767	нельзя было	1	1
768	однако чрезмерная	1	1
769	превращается в	1	1
770	это как	1	1
771	изобразить на	1	1
772	еще на	1	1
773	другими словами	7	1
774	связь и	3	1
775	так сказать	4	1
776	быть сказано	1	1
777	не должен	2	1
778	во всей	1	1
779	ту или	4	1
780	не должно	2	1
781	слово которое	1	1
782	служат предметом	1	1
783	жизни язык	1	1
784	с какой	1	1
785	тот факт	1	1
786	в подобных	1	1
787	и другой	1	1
788	не всегда	2	1
789	вопроса об	1	1
790	своим собственным	1	1
791	просто не	1	1
792	языком и	3	1
793	дело со	1	1
794	в себя	1	1
795	и т.п	25	1
796	истории а	1	1
797	в которой	7	1
798	именно потому	1	1
799	лишь в	4	1
800	бы только	1	1
801	не будет	3	1
802	между двумя	2	1
803	вследствие этого	3	1
804	только один	1	1
805	то все	1	1
806	в какой-то	2	1
807	бы например	1	1
808	должны быть	1	1
809	между отдельными	1	1
810	уже у	1	1
811	превратился в	1	1
812	только совокупность	1	1
813	них были	1	1
814	одна сторона	1	1
815	и та	1	1
816	общения и	4	1
817	слова не	2	1
818	и является	5	1
819	не могла	1	1
820	остается ничего	1	1
821	о своем	3	1
822	за пределы	1	1
823	ближе всего	1	1
824	есть такие	1	1
825	заключает в	4	1
826	ее с	2	1
827	действительность не	1	1
828	чтобы убедиться	1	1
829	других отношений	1	1
830	значительной степени	2	1
831	искать ответа	1	1
832	которые существуют	1	1
833	наконец с	1	1
834	только то	1	1
835	как одно	2	1
836	теперь не	1	1
837	и условий	1	1
838	общественной жизни	10	1
839	последовательные стадии	1	1
840	изучения других	1	1
841	и всегда	1	1
842	человека и	2	1
843	самого начала	4	1
844	ростом и	1	1
845	должны были	2	1
846	или иное	4	1
847	и часто	1	1
848	знает что	1	1
849	он почувствовал	1	1
850	автора с	1	1
851	есть продукт	1	1
852	убедиться в	1	1
853	речь он	1	1
854	в каких	1	1
855	соприкасается с	1	1
856	как обычно	2	1
857	и разнообразных	1	1
858	формой языка	1	1
859	имеем в	1	1
860	не забудем	4	1
861	он в	1	1
862	поэта и	1	1
863	нет и	3	1
864	место в	2	1
865	в ушах	1	1
866	одного из	1	1
867	на две	1	1
868	к ним	1	1
869	содержанием и	1	1
870	в реальной	2	1
871	ее не	1	1
872	культуры и	1	1
873	и своим	1	1
874	и никогда	1	1
875	главным образом	3	1
876	если мы	4	1
877	речи в	1	1
878	без всякого	1	1
879	же лице	1	1
880	гораздо большей	1	1
881	оттенков и	1	1
882	только одна	2	1
883	от нашего	2	1
884	уже непосредственно	1	1
885	первостепенное значение	1	1
886	но нет	1	1
887	установка на	1	1
888	того времени	4	1
889	техники и	1	1
890	формы в	1	1
891	точку зрения	6	1
892	форме не	1	1
893	так возникает	1	1
894	более широкого	1	1
895	в высшей	1	1
896	к которому	2	1
897	ее можно	1	1
898	этих трех	1	1
899	на отдельные	2	1
900	движение в	1	1
901	не значит	1	1
902	это дает	1	1
903	и материальная	1	1
904	зрения на	3	1
905	мало для	1	1
906	деятельности человека	2	1
907	и от	7	1
908	слове в	2	1
909	вопросы эти	1	1
910	образом в	1	1
911	культура не	1	1
912	же в	1	1
913	понятия о	1	1
914	как часто	1	1
915	что без	1	1
916	которыми мы	1	1
917	каждое из	1	1
918	мысль которая	1	1
919	во-вторых не	1	1
920	же мы	5	1
921	форме и	2	1
922	совсем другое	1	1
923	их форме	1	1
924	это прежде	1	1
925	социального общения	14	1
926	слово не	4	1
927	вопросов и	1	1
928	как предмет	3	1
929	т.д и	5	1
930	бы стоять	1	1
931	котором мы	1	1
932	или иного	5	1
933	во время	1	1
934	ведь и	2	1
935	остановиться на	1	1
936	та или	1	1
937	только потому	2	1
938	и после	1	1
939	в так	2	1
940	можно с	1	1
941	и искусство	1	1
942	все возможные	1	1
943	чтобы не	1	1
944	слишком мало	2	1
945	то или	4	1
946	о связи	1	1
947	в самой	1	1
948	среде в	1	1
949	с языком	1	1
950	тот же	2	1
951	истории на	1	1
952	эту тему	1	1
953	не то	1	1
954	в заключение	1	1
955	слова и	5	1
956	искусства в	1	1
957	в первой	2	1
958	никак не	1	1
959	без помощи	1	1
960	филолог и	1	1
961	и том	2	1
962	он должен	3	1
963	эту задачу	1	1
