N	3gram	Vygotskiy_	Problema
375	мы говорили уже	2	1
376	едва ли может	1	1
377	между значением или	1	1
378	мы будем говорить	1	1
379	но так как	2	1
380	никоим образом не	1	1
381	такой же мере	1	1
382	что уже в	2	1
383	все эти моменты	1	1
384	мы говорили в	1	1
385	который мог бы	1	1
386	нас в том	2	1
387	с тем же	1	1
388	и другое имеет	1	1
389	или понятие не	1	1
390	том основании что	1	1
391	сказать что она	1	1
392	на задний план	1	1
393	и речи но	1	1
394	зрения диалектической логики	2	1
395	они могут быть	1	1
396	и том же	2	1
397	вверх и вниз	1	1
398	не в его	1	1
399	оно во всяком	1	1
400	с латинским словом	1	1
401	развития человеческого общества	1	1
402	в качестве орудия	2	1
403	в силу того	2	1
404	и не является	1	1
405	время как в	1	1
406	к целому ряду	1	1
407	две основные тенденции	1	1
408	не есть простая	1	1
409	речи он не	1	1
410	точки зрения диалектической	2	1
411	которые могли бы	1	1
412	как и сам	1	1
413	не будет иметь	1	1
414	которого оно возникает	1	1
415	к тому чтобы	1	1
416	то же в	1	1
417	что они были	1	1
418	и что вся	1	1
419	в силу которого	1	1
420	со всеми другими	2	1
421	на один из	1	1
422	состоит в том	4	1
423	из того что	3	1
424	имеем дело не	1	1
425	мы называем его	1	1
426	решающую роль играет	1	1
427	вещи как ее	1	1
428	сказать что они	1	1
429	да и не	1	1
430	если оно не	1	1
431	одном и том	2	1
432	не обязательно в	1	1
433	выступает на первый	1	1
434	как и все	1	1
435	же самого но	1	1
436	предметов с полным	1	1
437	и все его	1	1
438	этом отношении не	1	1
439	которые лежат в	1	1
440	не является в	1	1
441	одной стороны он	1	1
442	уже и в	1	1
443	как бы ни	1	1
444	которые могут быть	1	1
445	реальных вещей с	1	1
446	между внешним и	1	1
447	всех этих случаях	1	1
448	слова для обозначения	1	1
449	том что они	2	1
450	который не является	1	1
451	исторического развития человеческого	1	1
452	том случае если	2	1
453	нашей обыденной жизни	1	1
454	том смысле как	1	1
455	уходит своими корнями	1	1
456	все это в	1	1
457	но как только	1	1
458	его в качестве	1	1
459	не может рассматриваться	1	1
460	и связанные с	1	1
461	они встречаются в	1	1
462	день и ночь	1	1
463	в человеческом обществе	1	1
464	предметов с которыми	1	1
465	благодаря тому что	1	1
466	в самом начале	1	1
467	и не имеют	1	1
468	в дальнейшем мы	1	1
469	во многих других	1	1
470	этого слова в	1	1
471	и тогда это	1	1
472	оно заключается в	1	1
473	то что всякий	1	1
474	является основой для	1	1
475	не подлежит никакому	2	1
476	не только потому	1	1
477	между тем и	1	1
478	того чтобы они	1	1
479	которой мы говорили	1	1
480	не содержит в	1	1
481	же и в	1	1
482	остановиться на том	1	1
483	это понятие еще	1	1
484	ясно что с	1	1
485	в его основе	4	1
486	что они указывают	2	1
487	которой можно было	1	1
488	и в результате	3	1
489	возможным только потому	1	1
490	в тех областях	1	1
491	нашей точки зрения	2	1
492	одна в другую	1	1
493	развитии и в	1	1
494	что и принцип	1	1
495	слова если мы	1	1
496	перед нами еще	1	1
497	иметь ничего общего	1	1
498	и во всех	1	1
499	художественное произведение и	1	1
500	но по своей	2	1
501	может быть так	1	1
502	в его состав	4	1
503	тот же самый	1	1
504	в другую как	1	1
505	виду не столько	1	1
506	в истинном смысле	1	1
507	бы к тому	1	1
508	одним и другим	1	1
509	является то что	4	1
510	и формы в	1	1
511	силу того что	2	1
512	все же в	2	1
513	мы и называем	1	1
514	но на этот	1	1
515	которое вместе с	1	1
516	может быть не	1	1
517	совершенно не соответствует	1	1
518	в такой же	2	1
519	не отличаются от	1	1
520	мы можем сказать	1	1
521	этом случае наше	1	1
522	того что слово	1	1
523	он говорит сам	1	1
524	своего исследования он	1	1
525	его к тому	2	1
526	том что мы	1	1
527	той и другой	2	1
528	первый план в	1	1
529	все необходимые для	1	1
530	к одной и	2	1
531	является то обстоятельство	3	1
532	в другое время	1	1
533	это нисколько не	1	1
534	нас не может	1	1
535	они являются слишком	1	1
536	сказали бы что	1	1
537	все же как	1	1
538	во всей своей	1	1
539	которые не только	1	1
540	и как мы	2	1
541	это означает что	2	1
542	не могут быть	1	1
543	на котором мы	1	1
544	отличается от понятия	1	1
545	по себе не	1	1
546	мы не станем	5	1
547	что каждое слово	1	1
548	как бы далеко	1	1
549	ни при каких	2	1
550	они продолжают быть	1	1
551	много общего с	1	1
552	тот же предмет	6	1
553	но и к	1	1
554	для нас важно	1	1
555	точки зрения на	2	1
556	было бы с	1	1
557	в таком виде	1	1
558	внешней и внутренней	3	1
559	виде как мы	1	1
560	теми или иными	2	1
561	раз и навсегда	1	1
562	все эти особенности	1	1
563	другими словами мы	1	1
564	и что именно	1	1
565	но едва ли	1	1
566	с нашей точки	2	1
567	если мы теперь	1	1
568	что мы должны	1	1
569	в большей степени	1	1
570	что в истории	1	1
571	смысле как мы	1	1
572	это не мешает	1	1
573	тем что мы	1	1
574	с этим мы	1	1
575	ним ни в	1	1
576	примеров того как	1	1
577	анализа и синтеза	1	1
578	между собой в	1	1
579	и в мышлении	4	1
580	в вещах но	1	1
581	в противоречие с	1	1
582	что значения слов	1	1
583	тем больше они	1	1
584	во всем его	1	1
585	сказать что и	1	1
586	частного к общему	2	1
587	что каждая вещь	2	1
588	только впоследствии в	1	1
589	внешним и внутренним	1	1
590	не в плане	1	1
591	другой стороны он	1	1
592	ни на один	1	1
593	и частного к	2	1
594	и в отношении	3	1
595	том что хотя	1	1
596	или иному предмету	2	1
597	понятия то значит	1	1
598	для них это	1	1
599	виде как его	1	1
600	мы конечно не	1	1
601	по своему значению	2	1
602	самом деле для	1	1
603	связанных между собой	1	1
604	и только после	2	1
605	во всем этом	1	1
606	с которыми он	1	1
607	человеческого общества но	1	1
608	которых мы не	2	1
609	до последнего времени	1	1
610	в настоящем смысле	1	1
611	говорит нам о	1	1
612	зависимости от тех	1	1
613	определения этого термина	1	1
614	в качестве основного	1	1
615	но что он	1	1
616	таким образом как	1	1
617	часто так и	1	1
618	тогда когда это	1	1
619	тем же словом	4	1
620	смысле слова такой	1	1
621	и это является	1	1
622	то что слово	1	1
623	к той же	1	1
624	входит в область	1	1
625	он не мог	1	1
626	обо всем этом	1	1
627	которые необходимы для	1	1
628	представление о том	1	1
629	мы ограничимся только	1	1
630	для нас уже	1	1
631	видит в этом	2	1
632	других предметов с	1	1
633	общего к частному	5	1
634	они указывают на	3	1
635	все эти предметы	1	1
636	в свое время	2	1
637	то здесь мы	1	1
638	связи с тем	1	1
639	в такой форме	1	1
640	обе эти функции	1	1
641	из которых каждая	2	1
642	не больше чем	2	1
643	не только что	1	1
644	то что этот	1	1
645	если бы оно	1	1
646	по нашему мнению	2	1
647	в совершенно разных	1	1
648	человека и что	1	1
649	но и они	1	1
650	в процессе своего	1	1
651	к истинному пониманию	1	1
652	лежащих в его	1	1
653	имеем дело с	1	1
654	только в своей	1	1
655	могут рассматриваться как	1	1
656	он был бы	1	1
