N	2gram	Potebnia_M	EvropaiE
313	в большинстве	2	2
314	его собственная	1	2
315	а тем	3	2
316	в этой	3	2
317	что же	3	2
318	и еще	1	2
319	заметить что	7	2
320	во многом	3	2
321	главным образом	1	2
322	с наиболее	1	2
323	мог бы	1	2
324	начиная с	1	2
325	могут быть	6	2
326	ее от	2	2
327	но именно	1	2
328	с а	2	2
329	определенном смысле	1	2
330	которое в	2	2
331	к природе	1	2
332	что все	5	2
333	в силу	7	2
334	на этот	1	2
335	же в	3	2
336	жизни и	3	2
337	происходит в	2	2
338	для понимания	5	2
339	с течением	3	2
340	можем сказать	1	2
341	как будто	1	2
342	он сам	2	2
343	можно утверждать	1	2
344	бы от	1	2
345	или поздно	2	2
346	бы в	3	2
347	и чем	3	2
348	меньшей степени	1	2
349	или точнее	1	2
350	не можем	8	2
351	и наконец	3	2
352	и совершенное	1	2
353	что на	3	2
354	есть не	9	2
355	не к	4	2
356	течением времени	2	2
357	к нему	7	2
358	меньше чем	1	2
359	как кажется	2	1
360	его мысль	1	1
361	в сочетании	1	1
362	представить себе	5	1
363	во всем	2	1
364	что прежде	3	1
365	близкие к	1	1
366	но тем	4	1
367	человек до	1	1
368	дает нам	3	1
369	видели в	1	1
370	душе и	1	1
371	не сделать	1	1
372	в свое	2	1
373	отличным от	1	1
374	находятся в	3	1
375	все что	4	1
376	видели что	1	1
377	или наоборот	2	1
378	поздно не	1	1
379	скоро и	1	1
380	в более	4	1
381	однако с	1	1
382	было связано	2	1
383	что оно	12	1
384	к другу	1	1
385	один из	7	1
386	но более	1	1
387	какова должна	1	1
388	человеческой жизни	3	1
389	та же	3	1
390	с но	3	1
391	фактом что	1	1
392	таковы например	1	1
393	при некотором	2	1
394	друг к	1	1
395	смысле что	2	1
396	она и	1	1
397	гораздо сложнее	1	1
398	мы принуждены	1	1
399	в свой	2	1
400	это значение	1	1
401	нельзя сказать	5	1
402	как с	1	1
403	может не	1	1
404	и было	1	1
405	но за	1	1
406	на вопрос	2	1
407	но из	1	1
408	вероятно что	2	1
409	также что	1	1
410	уже существует	1	1
411	должно быть	9	1
412	которая в	1	1
413	время с	1	1
414	от нее	2	1
415	до него	2	1
416	уже в	10	1
417	например в	9	1
418	был бы	2	1
419	в жизни	1	1
420	внимание на	2	1
421	с такой	1	1
422	в состоянии	5	1
423	для себя	3	1
424	том же	2	1
425	часть его	2	1
426	сказать чтобы	1	1
427	мы знаем	1	1
428	время не	1	1
429	и далее	1	1
430	при этом	6	1
431	заключают в	1	1
432	должно происходить	1	1
433	для него	14	1
434	эта идея	1	1
435	сильнее чем	1	1
436	а у	1	1
437	не находим	1	1
438	и философии	1	1
439	или меньшего	1	1
440	в разных	4	1
441	с ним	10	1
442	тем как	4	1
443	связанное с	3	1
444	и различие	1	1
445	что при	3	1
446	можно поставить	1	1
447	это обстоятельство	1	1
448	но сама	1	1
449	помощи этого	1	1
450	своей совокупности	1	1
451	значение его	2	1
452	понимать что	1	1
453	что с	2	1
454	не как	3	1
455	и лучше	1	1
456	времени можно	1	1
457	суждения не	2	1
458	такое толкование	1	1
459	движением и	1	1
460	нас в	3	1
461	со своим	2	1
462	занять место	1	1
463	к сознанию	4	1
464	к определению	1	1
465	у нас	2	1
466	если даже	1	1
467	когда его	1	1
468	это есть	1	1
469	смысле этого	9	1
470	как нечто	3	1
471	быть может	7	1
472	и художественное	1	1
473	с их	1	1
474	приходит к	1	1
475	что между	2	1
476	мы оставим	1	1
477	есть такая	3	1
478	слово на	1	1
479	в отрицании	1	1
480	и придавать	1	1
481	тому же	1	1
482	их связь	2	1
483	другие более	1	1
484	однако не	1	1
485	связь с	4	1
486	оно не	7	1
487	входящие в	1	1
488	не было	12	1
489	что нет	1	1
490	находятся и	1	1
491	уже отчасти	1	1
492	связи с	6	1
493	ко всем	5	1
494	думать не	1	1
495	если не	6	1
496	более или	6	1
497	мы поймем	1	1
498	отказаться от	2	1
499	не представляется	1	1
500	находим у	1	1
501	но все	2	1
502	такими же	1	1
503	имеет для	8	1
504	и сам	1	1
505	в столь	1	1
506	или иначе	1	1
507	как по	1	1
508	имеет значение	6	1
509	с таким	3	1
510	что его	3	1
511	его руках	1	1
512	но совершенно	1	1
513	pas raison	1	1
514	на такой	1	1
515	мысль о	12	1
516	пред лицом	1	1
517	выборе между	1	1
518	по отношению	12	1
519	с г	1	1
520	большего или	1	1
521	же нет	1	1
522	этого содержания	1	1
523	в силах	1	1
524	что не	12	1
525	как его	1	1
526	на существование	1	1
527	в ту	2	1
528	для развития	3	1
529	и другое	3	1
530	есть то	3	1
531	или на	2	1
532	же следует	2	1
533	из всего	1	1
534	то время	7	1
535	сводится к	1	1
536	какой именно	1	1
537	такое явление	1	1
538	может в	2	1
539	только путем	1	1
540	принадлежат к	1	1
541	рядом с	2	1
542	можно назвать	2	1
543	тому что	6	1
544	в ряде	1	1
545	мы получаем	1	1
546	развития но	1	1
547	в корне	1	1
548	на другую	1	1
549	конечно не	2	1
550	в связи	1	1
551	те же	6	1
552	или меньшее	1	1
553	в последнем	4	1
554	есть нечто	6	1
555	с ними	6	1
556	время как	3	1
557	многих других	2	1
558	с такими	1	1
559	е не	1	1
560	что по	4	1
561	если и	2	1
562	но нельзя	1	1
563	все эти	1	1
564	всем своем	1	1
565	все же	3	1
566	есть только	9	1
567	противном случае	1	1
568	том смысле	6	1
569	более близкие	1	1
570	силу этого	1	1
571	этого слова	14	1
572	и т	12	1
573	одно из	6	1
574	мысль можно	1	1
575	нас значение	1	1
576	в такой	2	1
577	света и	2	1
578	один и	2	1
579	его жизни	2	1
580	выше мы	4	1
581	поэзии и	8	1
582	целого круга	1	1
583	в новом	2	1
584	о котором	2	1
585	в двух	1	1
586	и следовательно	3	1
587	которое не	2	1
588	по самой	1	1
589	же касается	1	1
590	ко второй	1	1
591	заключающее в	1	1
592	эта последняя	4	1
593	и это	6	1
594	в каждой	4	1
595	суждений о	1	1
596	именно с	1	1
597	то можно	1	1
598	об этом	4	1
599	связанная с	3	1
600	со значением	2	1
601	на себе	3	1
602	или менее	6	1
603	сделать из	1	1
604	тогда как	8	1
605	что как	4	1
606	замечания об	1	1
607	уже не	11	1
608	указаниями на	1	1
609	в одной	1	1
610	и вообще	4	1
611	а для	1	1
612	последние в	1	1
613	что конечно	3	1
614	некоторым образом	4	1
615	с к	2	1
616	нет ничего	2	1
617	чем меньше	1	1
618	не менее	9	1
619	большей или	1	1
620	могли бы	3	1
621	которые не	1	1
622	наука в	1	1
623	признать что	2	1
624	нас вопроса	1	1
625	том случае	2	1
626	существовать в	1	1
627	человеческого развития	2	1
628	мы думаем	1	1
629	от себя	1	1
630	некоторые из	1	1
631	области и	1	1
632	а к	4	1
633	своему влиянию	1	1
634	это зависит	2	1
635	больше чем	1	1
636	действительности но	1	1
637	не перед	1	1
638	и сами	2	1
639	зависит от	7	1
640	а если	1	1
641	совершенно ошибочно	1	1
642	то это	9	1
643	бы с	1	1
644	отличие от	2	1
645	такие же	2	1
646	что мы	16	1
647	значит что	2	1
648	почти на	1	1
649	когда мы	4	1
650	существование и	1	1
651	бы только	1	1
652	представим себе	1	1
653	сам и	1	1
654	случае если	2	1
655	как одно	1	1
656	бы она	2	1
657	мы же	1	1
658	тех и	1	1
659	тот что	1	1
660	до настоящего	1	1
661	действительности как	1	1
662	то и	10	1
663	г д	1	1
664	все остальные	3	1
665	связь и	2	1
666	чем то	1	1
667	не повторяет	1	1
668	каждого из	2	1
669	говорить не	1	1
670	связана с	1	1
671	не переходит	1	1
672	и необходимость	1	1
673	относится к	6	1
674	в последних	1	1
675	здесь можно	1	1
676	не быть	1	1
677	сравнение не	1	1
678	оснований для	1	1
679	времени в	1	1
680	уже о	1	1
681	или же	8	1
682	а через	1	1
683	может произойти	1	1
684	когда в	2	1
685	ни была	1	1
686	в современном	1	1
687	из себя	3	1
688	было только	1	1
689	слова и	8	1
690	быть и	1	1
691	только тогда	13	1
692	если так	1	1
693	для нее	1	1
694	в изучении	1	1
695	к тем	4	1
696	в среде	1	1
697	увидим что	2	1
698	находящихся в	2	1
699	через b	1	1
700	не заключает	3	1
701	должны быть	3	1
702	но они	1	1
703	и их	4	1
704	в которую	1	1
705	говорить о	6	1
706	если ему	2	1
707	что эта	3	1
708	на его	4	1
709	тех же	1	1
710	при самом	1	1
711	на пути	2	1
712	есть звук	1	1
713	образом из	1	1
714	и когда	1	1
715	связь между	6	1
716	ли их	1	1
717	за пределы	2	1
718	в начале	3	1
719	мы хотим	1	1
720	это стремление	1	1
721	имеет свое	1	1
722	входит в	3	1
723	кажется не	1	1
724	и до	2	1
725	при меньшей	1	1
726	даже не	2	1
727	значительной степени	2	1
728	развития так	1	1
729	чтобы устранить	1	1
730	принадлежит не	1	1
731	и затем	3	1
732	в совершенно	1	1
733	теперь не	2	1
734	чтобы не	1	1
735	этих случаях	1	1
736	это может	1	1
737	не станем	1	1
738	это различие	1	1
739	она получила	1	1
740	только это	1	1
741	и наоборот	5	1
742	с то	1	1
743	любви к	1	1
744	всем другим	1	1
745	мы здесь	1	1
746	так называемых	3	1
747	и пред	1	1
748	в силе	1	1
749	со множеством	1	1
750	входить в	1	1
751	области где	1	1
752	многих случаях	1	1
753	на значении	1	1
754	но этот	2	1
755	связанной с	1	1
756	состоит в	1	1
757	потому и	1	1
758	сомнения что	1	1
759	имело бы	1	1
760	лишь в	2	1
761	на которые	1	1
762	но какой	1	1
763	некоторое время	3	1
764	или меньшей	1	1
765	к первому	2	1
766	что создание	1	1
767	заметно некоторое	1	1
768	так то	1	1
769	значение и	1	1
770	и позднее	1	1
771	он в	1	1
772	и связанное	1	1
773	через х	1	1
774	каждой из	3	1
775	к двум	1	1
776	это потому	2	1
777	одного из	1	1
778	и науке	1	1
779	что для	5	1
780	затем в	1	1
781	для такого	1	1
782	и тот	5	1
783	друг другу	2	1
784	что само	1	1
785	той же	6	1
786	которые в	1	1
787	мы бы	1	1
788	и ее	1	1
789	сам в	1	1
790	это можно	4	1
791	которое мы	2	1
792	такая же	2	1
793	быть в	1	1
794	что может	1	1
795	тот же	2	1
796	но возможно	1	1
797	относиться к	2	1
798	мы обозначаем	1	1
799	начинает смотреть	1	1
800	в нашем	1	1
801	к которому	1	1
802	в переводе	1	1
803	оставим в	1	1
804	переводе на	1	1
805	есть основание	1	1
806	эту мысль	1	1
807	по этому	2	1
808	котором мы	2	1
809	то она	1	1
810	с которым	3	1
811	не приписываем	1	1
812	указывать на	2	1
813	в сознании	36	1
814	его для	1	1
815	же будет	1	1
816	бытия и	1	1
817	и о	6	1
818	вообще довольно	1	1
819	и науки	2	1
820	себя с	1	1
821	который в	2	1
822	которую не	1	1
823	есть чем	1	1
824	значение как	1	1
825	которые мы	3	1
826	с его	1	1
827	и его	4	1
828	его к	2	1
829	чем та	1	1
830	в противном	1	1
831	т д	5	1
832	есть к	3	1
833	что даже	5	1
834	в собственных	1	1
835	явление которое	1	1
836	это в	2	1
837	и насколько	1	1
838	в отдельных	2	1
839	эти два	1	1
840	же язык	1	1
841	и силу	1	1
842	в нем	16	1
843	мы различаем	2	1
844	но это	9	1
845	от того	10	1
846	вместе или	1	1
847	если мы	2	1
848	других случаях	2	1
849	величин в	1	1
850	для этого	1	1
851	она есть	2	1
852	что такие	1	1
853	но так	3	1
854	выражении не	1	1
855	к какой	1	1
856	то или	2	1
857	в самой	1	1
858	они могут	2	1
859	притом с	1	1
860	или вовсе	3	1
861	настоящего времени	3	1
862	и искусства	1	1
863	случае когда	1	1
864	в большей	3	1
865	кажется нам	1	1
866	одного и	2	1
867	большее количество	1	1
868	нам представляется	1	1
869	на ту	1	1
870	человечества но	1	1
871	степени и	1	1
872	та и	2	1
873	его можно	1	1
874	своего развития	1	1
875	гораздо более	1	1
876	вне сознания	2	1
877	мы привели	1	1
