N	2gram	Tiupa_Disk	Marksizm
116	в каждом	2	10
117	в основном	1	10
118	в большинстве	3	10
119	в отличие	13	10
120	с его	9	10
121	здесь в	4	10
122	и потому	3	10
123	с самого	2	10
124	отличие от	13	10
125	бытия в	1	10
126	более того	2	10
127	быть и	2	9
128	к тому	6	9
129	одного и	5	9
130	только на	2	9
131	общения и	4	9
132	в нашем	2	9
133	точка зрения	3	9
134	в себе	22	9
135	лишь на	1	9
136	большинстве случаев	2	9
137	и следовательно	1	9
138	и это	3	9
139	а как	1	9
140	мы видели	1	9
141	что это	1	9
142	ни в	7	9
143	не имеет	1	9
144	и более	1	9
145	как целое	1	9
146	отношении к	1	9
147	это не	5	9
148	в истории	5	9
149	одной из	4	9
150	же самое	2	9
151	мысли и	2	8
152	не как	5	8
153	другой стороны	5	8
154	и даже	4	8
155	и с	2	8
156	в данной	3	8
157	что и	5	8
158	не было	9	8
159	что не	4	8
160	мы можем	1	8
161	или же	1	8
162	не будет	1	8
163	в форме	2	8
164	за пределы	2	8
165	столь же	6	8
166	сводится к	7	8
167	в каком	1	8
168	к другому	3	8
169	перед нами	4	8
170	в свою	3	8
171	этого слова	1	8
172	с этим	3	8
173	в их	5	8
174	и их	1	8
175	в науке	2	8
176	и т.д	5	8
177	и ее	5	8
178	или иной	8	8
179	на то	1	8
180	в этих	4	7
181	значения слова	1	7
182	не существует	1	7
183	в котором	7	7
184	и те	1	7
185	свою очередь	3	7
186	форм языка	1	7
187	он сам	2	7
188	те же	1	7
189	как раз	1	7
190	в качестве	45	7
191	в этой	5	7
192	могут быть	5	7
193	там где	1	7
194	речи как	2	7
195	с ними	1	7
196	может стать	1	7
197	до настоящего	1	7
198	по себе	3	7
199	той же	2	7
200	до конца	2	7
201	о том	12	7
202	того что	4	7
203	общения в	3	7
204	в формах	2	7
205	в начале	2	7
206	далеко не	10	7
207	место в	2	7
208	настоящего времени	2	7
209	в той	2	6
210	науки о	1	6
211	по мере	2	6
212	от одного	1	6
213	уже не	7	6
214	входит в	2	6
215	одной стороны	12	6
216	в другом	5	6
217	в различных	2	6
218	для понимания	2	6
219	как такое	1	6
220	с одной	12	6
221	данного высказывания	2	6
222	с другими	1	6
223	из важнейших	2	6
224	здесь же	1	6
225	между ними	1	6
226	не есть	3	6
227	из одного	1	6
228	всяком случае	2	6
229	должны быть	3	6
230	речевой акт	3	6
231	с ее	3	6
232	то есть	29	6
233	должна быть	2	6
234	говорящего и	3	6
235	не имеют	2	6
236	что же	4	6
237	тем же	1	6
238	для всего	1	6
239	этот процесс	1	6
240	все это	2	6
241	слово в	1	6
242	в какой	2	6
243	вопрос о	2	6
244	мы должны	1	6
245	из этих	3	6
246	же в	1	6
247	не к	3	6
248	о чем	4	5
249	в одном	5	5
250	в виду	2	5
251	в первом	4	5
252	понимания и	1	5
253	не менее	6	5
254	социальной ситуации	1	5
255	связано с	1	5
256	понятно что	1	5
257	на границе	1	5
258	как на	1	5
259	от того	1	5
260	себя в	8	5
261	и выражения	1	5
262	в лингвистике	3	5
263	по преимуществу	2	5
264	на язык	1	5
265	должно быть	2	5
266	необходимо чтобы	2	5
267	что такое	1	5
268	xix века	1	5
269	от этого	1	5
270	жизни в	4	5
271	той или	6	5
272	но как	2	5
273	и тем	2	5
274	этих форм	1	5
275	и является	1	5
276	в конце	1	5
277	то в	1	5
278	для себя	6	5
279	вместе с	3	5
280	да и	2	5
281	различие между	3	5
282	ее в	1	5
283	громадное значение	1	5
284	хотя и	3	5
285	формы и	1	5
286	этом случае	3	5
287	значение в	1	5
288	этом отношении	4	5
289	таком случае	1	5
290	целого высказывания	3	5
291	или в	2	5
292	и всякое	2	5
293	но не	17	5
294	в условиях	1	5
295	тем более	1	5
296	как слово	1	5
297	к одному	2	5
298	она не	1	5
299	одни и	1	5
300	в особенности	5	5
301	в языковом	1	5
302	и к	4	4
303	же и	1	4
304	в них	6	4
305	но все	2	4
306	тем что	4	4
307	нем нет	1	4
308	речью и	1	4
309	он был	1	4
310	и иных	1	4
311	перед ним	2	4
312	точке зрения	2	4
313	следующим образом	1	4
314	самого говорящего	2	4
315	как от	1	4
316	к языку	1	4
317	из них	6	4
318	едва ли	2	4
319	что они	1	4
320	и он	2	4
321	она и	1	4
322	оценки и	1	4
323	несмотря на	1	4
324	не знает	4	4
325	в которой	2	4
326	именно здесь	1	4
327	одним из	2	4
328	что она	1	4
329	но для	2	4
330	в других	1	4
331	разрыв между	1	4
332	стремится к	3	4
333	не дает	1	4
334	в работе	1	4
335	но при	3	4
336	между двумя	1	4
337	к этим	1	4
338	так что	1	4
339	если же	1	4
340	всех других	1	4
341	в тех	2	4
342	из этого	1	4
343	его к	1	4
344	независимо от	1	4
345	имеет свою	3	4
346	языка с	2	4
347	не могут	2	4
348	со всеми	1	4
349	социального взаимодействия	2	4
350	между внутренним	1	4
351	себя с	2	4
352	и действительно	1	4
353	значения и	1	4
354	можно назвать	2	4
355	может получить	1	4
356	к его	5	4
357	бы и	1	4
358	в становлении	3	4
359	автора и	1	4
360	речи не	1	4
361	слов и	1	4
362	целый ряд	2	4
363	и до	2	4
364	что здесь	1	4
365	переход от	2	4
366	нет и	1	4
367	мог бы	1	4
368	но именно	1	4
369	только при	1	4
370	и то	4	4
371	нас не	1	4
372	уже в	2	4
373	это и	2	4
374	в определенном	1	4
375	можно сказать	7	4
376	слова но	1	4
377	как она	1	4
378	или даже	2	4
379	к своему	2	4
380	войти в	1	4
381	в одной	4	4
382	он ни	2	4
383	и внешним	1	4
384	стороны и	3	4
385	в каких	1	4
386	как выражение	1	4
387	и вне	2	4
388	одного из	5	4
389	жизни и	2	4
390	и прежде	2	4
391	в области	3	4
392	что было	1	3
393	данном отношении	1	3
394	не могло	2	3
395	однако и	2	3
396	что делает	2	3
397	даже в	1	3
398	не сможет	2	3
399	в своих	6	3
400	свое наиболее	1	3
401	с тем	1	3
402	как процесс	1	3
403	роль в	10	3
404	является для	1	3
405	значение не	1	3
406	так в	1	3
407	на первый	1	3
408	определяется не	2	3
409	в действительности	3	3
410	контексте и	1	3
411	в этот	1	3
412	т.п в	1	3
413	но они	3	3
414	говорить о	3	3
415	синтаксиса и	1	3
416	значительной степени	3	3
417	сохраняя в	1	3
418	форм высказывания	1	3
419	не становится	1	3
420	места для	1	3
421	непосредственно из	1	3
422	момент в	3	3
423	науке о	2	3
424	в системе	1	3
425	ситуации и	2	3
426	на протяжении	2	3
427	от его	1	3
428	к себе	2	3
429	в году	3	3
430	тем не	1	3
431	там и	1	3
432	лежит в	1	3
433	высказывания не	2	3
434	правильного понимания	1	3
435	не о	2	3
436	этом последнем	1	3
437	между собой	2	3
438	этом как	1	3
439	стремясь к	1	3
440	высказывание не	1	3
441	в русской	4	3
442	более или	2	3
443	целое высказывание	1	3
444	как это	2	3
445	одно и	2	3
446	не приходится	2	3
447	неотделим от	2	3
448	по своей	15	3
449	могла бы	2	3
450	что во	1	3
451	и др	3	3
452	подход к	4	3
453	и есть	2	3
454	для первого	1	3
455	на слово	1	3
456	были бы	1	3
457	во втором	5	3
458	они и	3	3
459	речи но	1	3
460	его из	1	3
461	как к	2	3
462	и при	1	3
463	учение о	1	3
464	из которых	1	3
465	имеет место	4	3
466	не на	3	3
467	от их	1	3
468	поэтому и	1	3
469	все то	1	3
470	для каждого	1	3
471	одновременно с	2	3
472	еще в	6	3
473	и они	1	3
474	в которых	5	3
475	приводит к	4	3
476	со стороны	17	3
477	в следующей	1	3
478	еще и	1	3
479	ни к	11	3
480	его и	1	3
481	потому что	7	3
482	риторические вопросы	1	3
483	другого в	2	3
484	самого героя	1	3
485	на этот	1	3
486	взаимодействия с	1	3
487	здесь не	1	3
488	но если	1	3
489	ее содержание	1	3
490	у них	1	3
491	но это	3	3
492	ответ на	1	3
493	они не	2	3
494	свидетельствует о	2	3
495	высказывания к	1	3
496	том числе	3	3
497	экспрессивной интонации	1	3
498	бы на	1	3
499	себя самого	2	3
500	с их	3	3
501	однако не	1	3
502	данном конкретном	1	3
503	лежит на	2	3
504	а иногда	1	3
505	на все	1	3
506	по самой	1	3
507	в виде	1	3
508	должен быть	1	3
509	или менее	2	3
510	одним и	1	3
511	и вообще	2	3
512	мысли в	1	3
513	не все	1	3
514	бы это	2	3
515	связаны с	1	3
516	к жизни	1	3
517	на них	1	3
518	следующей главе	1	3
519	и по	2	3
520	этих двух	1	3
521	того или	3	3
522	человека в	6	3
523	и других	1	3
524	совпадает с	4	3
525	ту или	1	3
526	также и	6	3
527	с языком	1	3
528	в значительной	3	3
529	иногда и	1	3
530	когда он	3	3
531	а по	2	3
532	не с	4	3
533	в нашей	1	3
534	не следует	4	3
535	числе и	3	3
536	со своими	1	3
537	и о	4	3
538	и относительно	2	3
539	себе самому	1	3
540	и только	1	3
541	как целого	1	3
542	интонации и	3	3
543	в целом	5	3
544	или точнее	1	3
545	во всем	2	2
546	и другие	1	2
547	для всех	2	2
548	автором и	1	2
549	с этой	2	2
550	дело с	2	2
551	в разных	1	2
552	тем как	1	2
553	этом направлении	1	2
554	на смену	3	2
555	как вещь	1	2
556	но по	1	2
557	мы и	1	2
558	на формы	1	2
559	к более	1	2
560	превращается в	1	2
561	исходить из	1	2
562	том или	1	2
563	например в	4	2
564	в жизни	2	2
565	его на	1	2
566	на определенной	1	2
567	бы стать	1	2
568	к самому	1	2
569	в собственном	1	2
570	их в	2	2
571	а именно	1	2
572	может существовать	1	2
573	лица в	1	2
574	или ином	1	2
575	всех подобных	2	2
576	отличается от	3	2
577	пролить свет	1	2
578	теории высказывания	1	2
579	у достоевского	1	2
580	так например	2	2
581	не столь	2	2
582	действительности в	1	2
583	во внешнем	1	2
584	восприятия и	1	2
585	во все	1	2
586	было в	4	2
587	и взаимодействия	1	2
588	высказываний как	1	2
589	те моменты	1	2
590	отсюда и	1	2
591	первого лица	1	2
592	она могла	1	2
593	и другой	2	2
594	не средство	1	2
595	сознания в	2	2
596	же касается	4	2
597	мы все	2	2
598	не об	1	2
599	для данного	3	2
600	тем самым	6	2
601	не совпадает	1	2
602	не вполне	1	2
603	в прошлом	1	2
604	из виду	4	2
605	к ним	3	2
606	исторические корни	2	2
607	же так	1	2
608	установка на	1	2
609	такая же	1	2
610	на сцене	2	2
611	на него	2	2
612	слово не	2	2
613	всех областях	1	2
614	согласиться с	1	2
615	от них	1	2
616	в противном	1	2
617	не просто	1	2
618	крайней мере	3	2
619	своего развития	1	2
620	и во	2	2
621	всего в	2	2
622	собой и	1	2
623	мышления и	1	2
624	слова является	1	2
625	об одном	4	2
626	в состоянии	1	2
627	быть в	1	2
628	есть его	1	2
629	отношения к	2	2
630	и за	1	2
631	или иную	1	2
632	на стадии	1	2
633	иными словами	1	2
634	для них	1	2
635	тому же	5	2
636	и притом	1	2
637	сознания к	1	2
638	что его	1	2
639	высказывания который	1	2
640	по аналогии	2	2
641	проблема речевых	1	2
642	не остается	1	2
643	и именно	1	2
644	же как	1	2
645	быть ничего	1	2
646	должно было	2	2
647	себе и	1	2
648	а только	1	2
649	в чем	2	2
650	и речевой	1	2
651	что как	1	2
652	и мир	1	2
653	всей их	1	2
654	здесь как	1	2
655	точкой зрения	2	2
656	а с	8	2
657	если оно	1	2
658	говорения и	1	2
659	героя и	2	2
660	в философии	1	2
661	другом и	1	2
662	еще только	1	2
663	но только	1	2
664	даже не	1	2
665	также не	1	2
666	этом смысле	1	2
667	в современной	2	2
668	в новое	1	2
669	конкретном случае	1	2
670	когда мы	1	2
671	сведена к	1	2
672	тот или	2	2
673	исторической роли	1	2
674	его как	3	2
675	это делает	1	2
676	но прежде	1	2
677	речи которые	1	2
678	не то	2	2
679	образом в	1	2
680	исторической ситуации	1	2
681	или иного	2	2
682	во время	1	2
683	всех этих	1	2
684	высказывания это	1	2
685	в социальный	1	2
686	в частности	18	2
687	а потому	1	2
688	опирается на	2	2
689	как с	1	2
690	к одной	1	2
691	следует ли	1	2
692	чужому слову	1	2
693	стать объектом	1	2
694	поэтому в	2	2
695	к выводу	1	2
696	целом ряде	1	2
697	в плоскости	1	2
698	оно не	2	2
699	высказывания может	1	2
700	сами по	2	2
701	ориентировано на	1	2
702	оказывается в	2	2
703	между которыми	2	2
704	ни о	2	2
705	заключается в	3	2
706	содержание и	1	2
707	с целью	1	2
708	речевого потока	1	2
709	не делает	1	2
710	как о	1	2
711	при более	1	2
712	себя и	2	2
713	бы не	1	2
714	говорили о	2	2
715	по крайней	3	2
716	жизненных ситуаций	1	2
717	где нет	1	2
718	это явление	1	2
719	и реального	1	2
720	мы его	1	2
721	к чужой	1	2
722	и композиционно	2	2
723	и вся	1	2
724	к своим	3	2
725	высказывание и	1	2
726	его живой	1	2
727	которую он	1	2
728	друг от	1	2
729	каждый из	2	2
730	автора в	2	2
731	известной степени	3	2
732	мере двух	1	2
733	высказывания которые	2	2
734	и служит	1	2
735	принадлежит к	3	2
736	их с	1	2
737	до известной	2	2
738	исключительно в	1	2
739	он должен	1	2
740	жизни но	2	2
741	к лицу	2	2
742	их к	1	2
743	на языке	3	2
744	данном случае	6	2
745	эта ситуация	1	2
746	зависит от	2	2
747	всех основных	1	2
748	в литературе	2	2
749	о нем	3	2
750	что с	2	2
751	лицом к	2	2
752	возможно только	2	2
753	в г	2	2
754	но с	1	2
755	от друга	1	2
756	пределах одной	1	2
757	в эпоху	5	2
758	виду что	2	2
759	указывает на	2	2
760	с той	3	2
761	истины и	1	2
762	есть в	3	2
763	эти две	1	2
764	противном случае	1	2
765	мира и	3	2
766	ли не	3	2
767	остановимся на	1	2
768	это было	2	2
769	но уже	3	2
770	на его	4	2
771	высказывание может	1	2
772	искать в	1	2
773	значение так	2	2
774	его не	1	2
775	и оценкой	1	2
776	и ни	1	2
777	одну из	2	2
778	не по	1	2
779	другой в	1	2
780	но здесь	2	2
781	во второй	1	2
782	нашли свое	1	2
783	говорящего на	1	2
784	нового времени	2	2
785	к данному	3	2
786	как рассказ	2	2
787	и часто	1	2
788	идет о	2	2
789	речевых жанров	15	2
790	речи это	1	2
791	как их	2	2
792	в понимании	1	2
793	слово же	2	2
794	только по	1	2
795	этом и	1	2
796	вне контекста	1	2
797	как наиболее	1	2
798	и иные	2	2
799	для современного	1	2
800	определить как	2	2
801	самого автора	1	2
802	и наконец	2	2
803	форме и	1	2
804	фигурирует в	1	2
805	существенную роль	4	1
806	вот только	1	1
807	более не	1	1
808	своих индивидуальных	1	1
809	нельзя признать	1	1
810	формы художественного	1	1
811	случае такой	1	1
812	на границах	1	1
813	для речевой	1	1
814	и называет	1	1
815	можно говорить	2	1
816	к социальному	1	1
817	зрения на	3	1
818	говоря уже	2	1
819	как явления	1	1
820	русской литературе	2	1
821	исходя из	3	1
822	т.е в	1	1
823	и имеет	1	1
824	граница между	1	1
825	случае мы	1	1
826	звук в	1	1
827	одно единственное	1	1
828	формы целого	2	1
829	случае не	1	1
830	может служить	2	1
831	или нет	1	1
832	строго говоря	3	1
833	в большей	1	1
834	в некоторых	1	1
835	можно определить	2	1
836	поэтому они	1	1
837	говорит о	1	1
838	может так	1	1
839	не являются	1	1
840	не хочет	1	1
841	или иному	1	1
842	требует от	2	1
843	одно из	4	1
844	его от	1	1
845	эстетическая концепция	1	1
846	не несет	1	1
847	и само	2	1
848	к рассмотрению	1	1
849	у пушкина	1	1
850	выводу о	1	1
851	отметим что	1	1
852	этом качестве	1	1
853	в предыдущей	1	1
854	обладает не	1	1
855	рассеянной чужой	1	1
856	между автором	1	1
857	читателя и	1	1
858	эстетической деятельности	3	1
859	на которых	1	1
860	новое время	1	1
861	из двух	5	1
862	как непрерывный	1	1
863	и сам	2	1
864	равно как	1	1
865	уходят в	2	1
866	явления по	1	1
867	мысль о	3	1
868	значении и	1	1
869	речевой деятельности	2	1
870	именно о	1	1
871	или на	3	1
872	предмета речи	2	1
873	и требует	2	1
874	представление о	1	1
875	конечном счете	2	1
876	к другим	3	1
877	слова можно	1	1
878	места и	1	1
879	и должен	1	1
880	что всякая	1	1
881	предложение а	1	1
882	между историей	1	1
883	стороны бытия	1	1
884	в соответствии	4	1
885	только через	2	1
886	не получают	1	1
887	приходит в	2	1
888	обоих случаях	1	1
889	одновременно и	3	1
890	собой не	1	1
891	в письменных	1	1
892	большей или	2	1
893	говорящего это	1	1
894	тем или	1	1
895	же сам	1	1
896	речь идет	2	1
897	была понята	1	1
898	установку на	2	1
899	в гуманитарных	1	1
900	все их	1	1
901	и нет	1	1
902	своему герою	1	1
903	сведения о	1	1
904	при всей	9	1
905	различные эпохи	1	1
906	рассказ о	3	1
907	при наличии	1	1
908	в первую	3	1
909	со своей	2	1
910	в противовес	4	1
911	героя или	1	1
912	ее к	1	1
913	художественного образа	1	1
914	в исследование	1	1
915	не могли	1	1
916	формы речевого	1	1
917	принципиальное различие	1	1
918	которой он	1	1
919	вторая часть	1	1
920	раз и	1	1
921	речевого акта	2	1
922	мертвы как	1	1
923	чему не	1	1
924	в противоположность	6	1
925	словесного творчества	1	1
926	не всегда	2	1
927	уже о	2	1
928	что вся	1	1
929	как совокупность	1	1
930	данной сфере	2	1
931	характер в	1	1
932	уже было	2	1
933	этот тезис	1	1
934	должна была	1	1
935	о них	2	1
936	всего как	1	1
937	втором случае	1	1
938	или где	1	1
939	в строгом	5	1
940	приходит к	1	1
941	обращаясь к	2	1
942	и желания	1	1
943	двух точек	1	1
944	для своей	1	1
945	от той	1	1
946	углом зрения	1	1
947	от своей	1	1
948	оно существует	1	1
949	отметить что	1	1
950	но также	2	1
951	автора с	1	1
952	будучи в	1	1
953	его собственной	1	1
954	друг на	1	1
955	слов о	1	1
956	является формой	1	1
957	принадлежащих к	2	1
958	и еще	1	1
959	направленного на	1	1
960	задач в	1	1
961	жизни как	2	1
962	тех случаях	1	1
963	и оценки	1	1
964	к которому	2	1
965	от физиологических	1	1
966	входят в	1	1
967	акт его	1	1
968	приобщения к	1	1
969	он помещает	1	1
970	речь о	1	1
971	это прежде	3	1
972	может восприниматься	2	1
973	мере развития	1	1
974	у этих	1	1
975	героя то	1	1
976	к окказиональному	1	1
977	этом же	1	1
978	действительно в	1	1
979	первобытных людей	1	1
980	бытия а	2	1
981	или иным	1	1
982	система не	1	1
983	ближе к	2	1
984	новейшее время	1	1
985	в образовании	1	1
986	и мы	1	1
987	по природе	6	1
988	нами не	1	1
989	священное писание	1	1
990	форме определенной	1	1
991	репертуар речевых	1	1
992	он от	1	1
993	высказываний в	1	1
994	но из	1	1
995	которая как	1	1
996	сознания с	2	1
997	быть названа	1	1
998	не принадлежит	1	1
999	в дневнике	1	1
1000	что отчетливо	1	1
1001	для реализации	2	1
1002	человеческой речи	1	1
1003	но отнюдь	2	1
1004	высказывания можно	1	1
1005	на том	2	1
1006	гуманитарных науках	1	1
1007	слова эта	1	1
1008	такого рода	11	1
1009	внимание на	5	1
1010	следует сказать	1	1
1011	основных и	1	1
1012	теории в	1	1
1013	что превращает	1	1
1014	и устойчивый	1	1
1015	не стремится	1	1
1016	и экспрессивной	1	1
1017	а почему	1	1
1018	по двум	1	1
1019	на единой	1	1
1020	и герой	3	1
1021	не должна	1	1
1022	не соответствует	1	1
1023	два значения	1	1
1024	целое высказывания	1	1
1025	совершается на	1	1
1026	в буквальном	1	1
1027	ответного понимания	1	1
1028	они в	1	1
1029	это слово	1	1
1030	состояния в	1	1
1031	иного рода	1	1
1032	и развитие	1	1
1033	и один	1	1
1034	делает это	1	1
1035	свет и	1	1
1036	принадлежащий к	1	1
1037	ему приходит	1	1
1038	в третьем	1	1
1039	и развития	1	1
1040	отношения между	1	1
1041	особенно если	1	1
1042	в конечном	2	1
1043	первая часть	1	1
1044	или не	2	1
1045	в разные	2	1
1046	живет и	1	1
1047	не сделав	1	1
1048	утрачивает свою	1	1
1049	к чему	2	1
1050	и приводит	1	1
1051	в изложении	1	1
1052	преимущественно на	1	1
1053	на себя	2	1
1054	быть только	1	1
1055	назвали бы	1	1
1056	развития как	1	1
1057	пример из	1	1
1058	общения таковы	1	1
1059	человеком была	1	1
1060	я и	3	1
1061	имеют никакого	1	1
1062	свои специфические	1	1
1063	идеологии из	1	1
1064	как говорит	1	1
1065	характер и	3	1
1066	я не	1	1
1067	лишь наиболее	1	1
1068	встречается в	1	1
1069	человек в	1	1
1070	отношения говорящего	3	1
1071	на я	1	1
1072	в мире	9	1
1073	он для	1	1
1074	герой в	1	1
1075	стиль высказывания	1	1
1076	а его	1	1
1077	дистанцию по	1	1
1078	однако при	2	1
1079	о которых	1	1
1080	возможности для	1	1
1081	в себя	7	1
1082	точек зрения	1	1
1083	проблема в	1	1
1084	а понимание	1	1
1085	это тоже	1	1
1086	могло бы	1	1
1087	и понимание	2	1
1088	вводит в	1	1
1089	до нас	2	1
1090	она уводит	1	1
1091	вопроса о	1	1
1092	для правильного	1	1
1093	повести тогда	1	1
1094	автор с	1	1
1095	что вот	1	1
1096	и быть	1	1
1097	высказыванием и	1	1
1098	не сводится	7	1
1099	на этом	3	1
1100	к предмету	1	1
1101	они же	1	1
1102	этим путем	1	1
1103	в исторической	2	1
1104	себя столь	1	1
1105	в наше	4	1
1106	он ничего	2	1
1107	или во	1	1
1108	в структуре	1	1
1109	близко к	1	1
1110	и передачи	1	1
1111	не индивидуальный	1	1
1112	природе своей	6	1
1113	быть осуществлено	1	1
1114	это по	1	1
1115	и существенно	1	1
1116	однако эта	1	1
1117	на нем	1	1
1118	но зато	2	1
1119	в новых	1	1
1120	содержания и	1	1
1121	этого является	1	1
1122	для человека	1	1
1123	главного героя	1	1
1124	включается в	1	1
1125	не способна	1	1
1126	к рассказу	1	1
1127	первого и	2	1
1128	в едином	2	1
1129	не оставляют	1	1
1130	должны были	1	1
1131	равной степени	2	1
1132	в иных	1	1
1133	как известно	1	1
1134	лежащему на	1	1
1135	или меньшей	2	1
1136	никакого отношения	1	1
1137	но без	1	1
1138	и глубоко	1	1
1139	он в	1	1
1140	одного сознания	1	1
1141	на который	1	1
1142	однако в	3	1
1143	события общения	2	1
1144	но есть	1	1
1145	звучит в	1	1
1146	это приводит	1	1
1147	о его	1	1
1148	и ты	1	1
1149	ситуацией высказывания	3	1
1150	будто человек	1	1
1151	это ощущение	1	1
1152	форм в	1	1
1153	и письма	1	1
1154	он обращается	1	1
1155	теми же	1	1
1156	и определяется	1	1
1157	именно ему	1	1
1158	в силу	5	1
1159	своего героя	1	1
1160	его границами	1	1
1161	ней в	1	1
1162	до наших	1	1
1163	бы быть	3	1
1164	пушкина и	1	1
1165	для построения	1	1
1166	кругозор героя	1	1
1167	процесса и	1	1
1168	формах косвенной	1	1
1169	его восприятия	1	1
1170	интерес к	2	1
1171	и чем	1	1
1172	чтобы не	2	1
1173	уходит в	1	1
1174	сидели в	1	1
1175	как индивидуальное	1	1
1176	еще одно	1	1
1177	познания в	1	1
1178	наше время	4	1
1179	пришел к	1	1
1180	в составе	5	1
1181	здесь это	2	1
1182	для многих	1	1
1183	индивид не	1	1
1184	однако без	1	1
1185	мире и	2	1
1186	нет а	1	1
1187	первую очередь	3	1
1188	также различать	1	1
1189	не единственная	1	1
1190	образом и	1	1
1191	автор и	3	1
1192	от сознания	1	1
1193	всем своим	1	1
1194	кто говорит	1	1
1195	за ним	1	1
1196	свидетельствуя о	1	1
1197	индивидуальностью и	1	1
1198	как таковой	1	1
1199	для русской	1	1
1200	них в	2	1
1201	если в	2	1
1202	в случаях	1	1
1203	наше понимание	1	1
1204	его с	2	1
1205	своих задач	1	1
1206	на ее	2	1
1207	и должно	2	1
1208	говорит и	2	1
1209	художественного творчества	1	1
1210	становление и	1	1
1211	человек с	1	1
1212	чтобы стать	1	1
1213	романа в	1	1
1214	сам по	1	1
1215	нашего времени	2	1
1216	в глубинах	1	1
1217	истории в	2	1
1218	человека не	1	1
1219	из того	1	1
1220	более глубокое	1	1
1221	различных сторон	1	1
1222	принципиальные различия	1	1
1223	и делает	1	1
1224	связывается с	1	1
1225	то с	2	1
1226	подобно тому	4	1
1227	себе не	4	1
1228	в переходе	1	1
1229	обращено к	1	1
1230	особого рода	3	1
1231	прямо к	1	1
1232	которое как	1	1
1233	самим собой	1	1
1234	строгом смысле	1	1
1235	сил и	1	1
1236	общения всякое	1	1
1237	с ней	3	1
1238	с таким	1	1
1239	стороны это	2	1
1240	произведения в	1	1
1241	в россии	1	1
1242	и столь	1	1
1243	ведь для	1	1
1244	в различные	1	1
1245	восприниматься и	1	1
1246	в саду	1	1
1247	чужих высказываний	1	1
1248	выходит за	1	1
1249	мог быть	3	1
1250	общения это	1	1
1251	основе своей	4	1
1252	в определенной	1	1
1253	только то	2	1
1254	возникает как	1	1
1255	отграничивается от	1	1
1256	произведение в	2	1
1257	влияния на	2	1
1258	отчасти и	1	1
1259	работе над	1	1
1260	он ее	1	1
1261	речевом общении	1	1
1262	о некоторых	1	1
1263	ключом к	2	1
1264	в родном	1	1
1265	при всех	1	1
1266	вследствие этого	4	1
1267	в известном	1	1
1268	которая не	1	1
1269	на каждом	1	1
1270	на своем	1	1
1271	и было	3	1
1272	определенный и	1	1
1273	к созданию	1	1
1274	общения а	1	1
1275	он мог	3	1
1276	в любой	2	1
1277	ориентация на	1	1
1278	принадлежит ему	1	1
1279	вырастает из	1	1
1280	но оно	1	1
1281	эта особенность	1	1
1282	в прозе	2	1
1283	совершенно иной	1	1
1284	в круг	1	1
1285	которыми не	1	1
1286	и заключается	1	1
1287	высказывания однако	1	1
1288	в роли	1	1
1289	каким бы	1	1
