N	3gram	Bakhtin_Fr	Problemy
300	слышать и понимать	1	1
301	со столом и	1	1
302	так и их	1	1
303	более и более	1	1
304	в сущности все	1	1
305	таким образом в	1	1
306	материал и для	1	1
307	но именно этот	1	1
308	со всех сторон	1	1
309	но он понимает	1	1
310	в самой жизни	1	1
311	остановимся прежде всего	1	1
312	вообще во всех	1	1
313	в эти рамки	1	1
314	не вошел в	1	1
315	всяком случае в	1	1
316	что на самом	1	1
317	и до сих	2	1
318	он остается в	2	1
319	в нашу задачу	2	1
320	вследствие чего она	1	1
321	и в частности	1	1
322	и даже несколько	1	1
323	в чем же	1	1
324	тому как в	1	1
325	ее отношение к	1	1
326	в виду прежде	2	1
327	характер и не	1	1
328	как мы видим	2	1
329	этого нельзя понять	1	1
330	обычном смысле слова	1	1
331	мы не знаем	1	1
332	не видит и	1	1
333	имеем в виду	2	1
334	в каждой детали	1	1
335	входит в нашу	1	1
336	в основе этого	3	1
337	мы имеем в	2	1
338	говорит об этом	2	1
339	если бы вы	1	1
340	что каждый из	1	1
341	один и тот	3	1
342	мы даем здесь	1	1
343	лишь в этом	1	1
344	и так сказать	2	1
345	как бы к	1	1
346	сих пор остается	1	1
347	и то что	1	1
348	он не мог	1	1
349	и все его	1	1
350	и не удалось	1	1
351	в свете этого	1	1
352	в нем есть	1	1
353	но не для	1	1
354	других так и	1	1
355	мы не найдем	1	1
356	притом не только	1	1
357	все и так	1	1
358	с одной стороны	4	1
359	в общем не	1	1
360	но для этого	1	1
361	это и есть	2	1
362	также и в	1	1
363	это прежде всего	1	1
364	его смысла и	1	1
365	и следовательно в	1	1
366	конце концов он	2	1
367	также и жизнь	1	1
368	во всех сферах	1	1
369	но и для	1	1
370	после того как	1	1
371	ведь то что	1	1
