N	2gram	Vinokur_Ku	Vvedenie
290	в основании	2	3
291	в сущности	11	3
292	говорит о	1	3
293	из которых	3	3
294	не как	2	3
295	в принципе	1	3
296	что собственно	1	3
297	но что	3	3
298	в отношении	2	3
299	в этих	5	3
300	чем в	3	3
301	связи с	8	3
302	материал для	1	3
303	если бы	21	3
304	и сам	1	3
305	спросить себя	1	3
306	строгом смысле	1	3
307	а также	3	3
308	в силу	16	3
309	в очень	1	3
310	мы говорим	4	3
311	во внимание	1	3
312	том виде	1	3
313	за собой	2	3
314	науку и	1	3
315	в конце	5	3
316	вообще не	2	3
317	и науки	1	3
318	как история	2	3
319	в собственном	2	3
320	вряд ли	5	3
321	по содержанию	1	3
322	как в	6	3
323	с историей	2	3
324	большей или	2	3
325	другое дело	2	3
326	нисколько не	6	3
327	между ними	2	3
328	зависимости от	9	3
329	в известном	2	3
330	в каком	6	3
331	культурной истории	2	3
332	с понятием	1	3
333	той или	1	3
334	свое время	4	3
335	русский язык	9	3
336	и того	2	3
337	с русской	1	3
338	литературы в	1	3
339	в конечном	3	3
340	на дело	1	3
341	бы и	6	3
342	от себя	3	3
343	на этой	4	3
344	филологию и	1	3
345	и других	1	3
346	все эти	17	3
347	то это	3	3
348	отдельного народа	1	3
349	как целое	1	3
350	и есть	3	3
351	что даже	2	3
352	язык и	1	3
353	на этом	4	3
354	свое выражение	2	3
355	так называемой	2	3
356	что же	11	3
357	же как	3	3
358	так чтобы	1	3
359	в другом	2	3
360	в строгом	1	3
361	совсем не	1	3
362	этой работы	1	3
363	в ней	6	3
364	вот почему	1	3
365	времени в	1	3
366	или же	3	3
367	и тогда	4	3
368	и уже	2	3
369	во второй	1	3
370	в слове	3	3
371	в частности	6	3
372	об отношении	1	3
373	со всей	1	3
374	только на	1	3
375	или иных	1	3
376	не с	4	3
377	может служить	4	3
378	в этой	8	3
379	в начале	1	3
380	но дело	2	3
381	не следует	6	3
382	того же	6	3
383	от того	5	3
384	так же	8	3
385	языков в	1	3
386	идет речь	3	3
387	читать и	1	3
388	разумеется и	2	3
389	отчет в	1	3
390	от другой	1	3
391	и той	1	3
392	всего то	1	3
393	sui generis	2	3
394	же только	1	3
395	или меньшей	2	3
396	отношение к	2	3
397	вообще и	2	3
398	конечном итоге	2	3
399	однако в	2	3
400	наряду с	2	3
401	ответа на	1	3
402	до конца	3	3
403	в своем	4	3
404	в зависимости	7	3
405	или иной	3	3
406	и вообще	1	3
407	что она	5	3
408	в германии	1	3
409	язык в	7	3
410	одна из	1	3
411	как будто	2	3
412	здесь не	5	3
413	к этому	4	3
414	тех или	1	3
415	нуждается в	5	3
416	для которых	2	3
417	для этого	6	3
418	в известной	1	3
419	понять что	1	3
420	смысле как	1	3
421	что сказано	1	3
422	мы видели	3	3
423	гораздо более	6	3
424	к нему	1	3
425	никогда не	2	3
426	или иным	1	2
427	с которыми	1	2
428	во всем	1	2
429	государства и	1	2
430	так и	10	2
431	д все	1	2
432	и другие	1	2
433	что они	5	2
434	данном отношении	4	2
435	находятся в	1	2
436	во втором	2	2
437	что оно	6	2
438	в научной	1	2
439	говоря уже	2	2
440	на протяжении	1	2
441	после того	3	2
442	и сейчас	3	2
443	определяет как	1	2
444	первом случае	1	2
445	должна быть	6	2
446	мы не	1	2
447	иметь дело	1	2
448	с полной	1	2
449	время в	2	2
450	обратить внимание	4	2
451	нам не	5	2
452	и должно	2	2
453	смысле в	1	2
454	не нужно	1	2
455	ли быть	1	2
456	момента в	1	2
457	и далее	3	2
458	есть язык	4	2
459	смысле и	2	2
460	несмотря на	6	2
461	из того	1	2
462	вопросу о	4	2
463	учение о	4	2
464	следует что	6	2
465	в соответствующих	1	2
466	это уже	1	2
467	он и	1	2
468	или нет	1	2
469	которой в	1	2
470	мысли и	1	2
471	сам по	1	2
472	сообщение и	1	2
473	труда и	2	2
474	какой бы	1	2
475	истории в	1	2
476	не исчерпывается	1	2
477	что несмотря	1	2
478	сопоставлении с	1	2
479	иначе но	1	2
480	с русским	1	2
481	народа или	1	2
482	себя в	1	2
483	для них	2	2
484	не столько	2	2
485	у нас	19	2
486	в следующем	2	2
487	все равно	4	2
488	лежит в	1	2
489	однако с	1	2
490	то она	2	2
491	говорит он	1	2
492	в таких	7	2
493	в своих	2	2
494	филологии а	1	2
495	не было	6	2
496	что нет	2	2
497	в сопоставлении	1	2
498	стоит в	5	2
499	этой точки	4	2
500	этого не	5	2
501	а во-вторых	2	2
502	есть лишь	3	2
503	ее от	1	2
504	что к	1	2
505	и с	11	2
506	наших дней	1	2
507	каким образом	1	2
508	будто бы	3	2
509	содержании и	1	2
510	знание языка	3	2
511	которое в	2	2
512	это еще	1	2
513	значение в	1	2
514	языков и	1	2
515	это есть	2	2
516	по существу	9	2
517	как увидим	1	2
518	жизни и	1	2
519	том или	1	2
520	например в	5	2
521	до наших	1	2
522	тому что	3	2
523	в ряде	2	2
524	чтобы можно	1	2
525	одно дело	1	2
526	и без	2	2
527	в связи	4	2
528	уже совсем	1	2
529	следует понимать	1	2
530	в соответствии	6	2
531	е не	2	2
532	существует между	1	2
533	первый из	1	2
534	выражение в	4	2
535	рядом с	7	2
536	и так	1	2
537	есть только	1	2
538	том смысле	2	2
539	следовательно и	2	2
540	языка на	2	2
541	к своему	2	2
542	и при	3	2
543	или ином	1	2
544	и со	1	2
545	языка но	3	2
546	как наука	1	2
547	тем или	1	2
548	по его	1	2
549	об особом	1	2
550	о которых	2	2
551	каждом данном	1	2
552	не до	1	2
553	же касается	4	2
554	но уже	6	2
555	себе и	3	2
556	со словом	3	2
557	в каждой	1	2
558	этих случаях	2	2
559	как только	2	2
560	могло бы	1	2
561	дело что	2	2
562	понятно не	1	2
563	если таким	1	2
564	и те	1	2
565	казалось бы	5	2
566	которые были	1	2
567	как сказано	1	2
568	в дальнейшем	1	2
569	влечет за	1	2
570	во всех	1	2
571	большей части	2	2
572	не говоря	3	2
573	и потому	6	2
574	ними и	2	2
575	которые не	1	2
576	но как	2	2
577	мы можем	2	2
578	а с	3	2
579	принять во	1	2
580	а если	5	2
581	как следует	1	2
582	можно считать	2	2
583	этой почве	2	2
584	что мы	6	2
585	когда мы	3	2
586	это понятие	1	2
587	убеждаемся что	1	2
588	этой традиции	1	2
589	так называемая	2	2
590	мы уже	1	2
591	ничего не	6	2
592	в языке	16	2
593	английский язык	1	2
594	в свою	4	2
595	доказывать что	1	2
596	iv в	1	2
597	так называемую	1	2
598	на такие	2	2
599	из его	1	2
600	и представить	1	2
601	у них	1	2
602	история языка	7	2
603	еще раз	2	2
604	мы должны	2	2
605	быть и	1	2
606	не мог	2	2
607	что если	4	2
608	из таких	1	2
609	именно на	1	2
610	на почву	1	2
611	народов и	1	2
612	но зато	2	2
613	увидим что	2	2
614	если же	1	2
615	от которых	1	2
616	отношении к	1	2
617	речь идет	4	2
618	точно так	4	2
619	из него	1	2
620	литературного явления	1	2
621	в тех	4	2
622	в языковедении	1	2
623	в форме	3	2
624	художественной литературы	1	2
625	языка так	2	2
626	языка или	1	2
627	начале xix	1	2
628	котором идет	3	2
629	лишь как	3	2
630	свое значение	1	2
631	тогда как	2	2
632	каждый из	1	2
633	до того	2	2
634	свою очередь	4	2
635	она была	1	2
636	своего материала	1	2
637	состоит в	4	2
638	письменного слова	1	2
639	таким путем	1	2
640	одной и	1	2
641	известной мере	1	2
642	ко времени	1	2
643	что можно	4	2
644	что здесь	1	2
645	одно и	1	2
646	языка не	5	2
647	соответствии с	5	2
648	если это	1	2
649	мы называем	1	2
650	одна от	1	2
651	отсюда и	1	2
652	мог бы	1	2
653	и др	1	2
654	с прочими	2	2
655	из истории	1	2
656	значение и	2	2
657	должно быть	6	2
658	одного и	2	2
659	к проблемам	1	2
660	них не	1	2
661	языка как	7	2
662	литературе не	1	2
663	в известных	3	2
664	был в	2	2
665	а так	1	2
666	все время	1	2
667	том же	3	2
668	который по	2	2
669	тем более	2	2
670	языка с	1	2
671	иной раз	2	2
672	с помощью	12	2
673	чаще всего	2	2
674	что именно	2	2
675	на то	6	2
676	только после	1	2
677	его к	5	2
678	слова как	5	2
679	к книге	1	2
680	культурной жизни	1	2
681	же это	2	2
682	это в	1	2
683	языковедения и	1	2
684	этого слова	8	2
685	но это	4	2
686	конце концов	3	2
687	которого мы	1	2
688	так называемое	1	2
689	так называемые	5	2
690	на тему	1	2
691	бы в	8	2
692	к языку	6	2
693	только о	3	2
694	д а	1	2
695	в подлинном	1	2
696	можно только	1	2
697	не выдерживает	1	1
698	в правление	1	1
699	что было	2	1
700	к лицу	1	1
701	старой филологической	1	1
702	всего в	2	1
703	здесь идет	1	1
704	были бы	2	1
705	звуков речи	1	1
706	иначе говоря	2	1
707	которую можно	2	1
708	греческого и	1	1
709	не мешает	1	1
710	имеет своим	1	1
711	она имеет	1	1
712	дает нам	1	1
713	четырех частей	1	1
714	только тогда	4	1
715	такие явления	1	1
716	утверждать что	2	1
717	отношении всегда	1	1
718	и стало	1	1
719	чтобы выяснить	1	1
720	и составляет	1	1
721	истории русского	1	1
722	язык может	1	1
723	на данные	1	1
724	без особых	1	1
725	действительно ли	2	1
726	все что	1	1
727	понимать что	1	1
728	взгляд на	1	1
729	этот термин	2	1
730	нужно однако	2	1
731	в возможности	3	1
732	порою даже	1	1
733	знать что	1	1
734	явно не	1	1
735	для нашего	1	1
736	е с	1	1
737	та же	1	1
738	народов не	1	1
739	есть наука	2	1
740	должно составить	2	1
741	речь всегда	2	1
742	таковы например	1	1
743	обратно в	2	1
744	себе содержание	1	1
745	если его	2	1
746	явления как	1	1
747	достоевского в	1	1
748	смысле что	2	1
749	уяснить себе	1	1
750	она и	1	1
751	отдельных глав	1	1
752	хорошо знаем	1	1
753	который уже	2	1
754	они не	4	1
755	история искусств	1	1
756	и философских	2	1
757	различие между	2	1
758	устную речь	1	1
759	для каждой	2	1
760	содержание общей	1	1
761	бы то	1	1
762	похожи на	1	1
763	поскольку мы	1	1
764	о слове	2	1
765	слушателей в	1	1
766	в дальнейших	1	1
767	центр своего	1	1
768	также что	2	1
769	ли они	1	1
770	известно что	1	1
771	чтобы быть	2	1
772	на язык	4	1
773	уже само	1	1
774	своему содержанию	1	1
775	исторической жизни	2	1
776	как культура	1	1
777	нужно было	3	1
778	которая в	1	1
779	в примечаниях	1	1
780	именно так	2	1
781	в русский	1	1
782	как к	2	1
783	становится для	1	1
784	такую которая	1	1
785	и прочих	2	1
786	которых мы	2	1
787	что этого	3	1
788	но еще	4	1
789	притом не	1	1
790	для себя	1	1
791	самое понятие	1	1
792	в фактах	1	1
793	всего разумеется	1	1
794	для всякого	1	1
795	мы знаем	3	1
796	отношения к	2	1
797	еще более	1	1
798	не теряет	1	1
799	однако и	2	1
800	объяснение в	2	1
801	е все	1	1
802	на те	3	1
803	остается тот	1	1
804	академии наук	1	1
805	для него	2	1
806	должна в	1	1
807	эта идея	1	1
808	в разрез	1	1
809	есть прямое	1	1
810	то для	2	1
811	важный вопрос	1	1
812	ни было	1	1
813	бы на	4	1
814	это значит	1	1
815	он называет	1	1
816	а это	5	1
817	именно она	1	1
818	с ним	5	1
819	особенности этого	1	1
820	кроме того	2	1
821	особый оттенок	2	1
822	относительно которых	1	1
823	целого ряда	1	1
824	она стала	2	1
825	помимо всего	1	1
826	и словарем	1	1
827	совершающееся в	1	1
828	поколений с	1	1
829	что так	3	1
830	чего складывается	1	1
831	в некоторых	1	1
832	по адресу	1	1
833	одном и	1	1
834	в литературе	1	1
835	отсюда следует	2	1
836	не содержит	1	1
837	различного рода	1	1
838	проникновения в	1	1
839	лингвистике как	1	1
840	ее в	2	1
841	и говорить	1	1
842	в область	2	1
843	для нас	6	1
844	стал настолько	1	1
845	но смысл	1	1
846	за ее	1	1
847	интерес к	1	1
848	приходится иметь	1	1
849	разного рода	1	1
850	указание на	1	1
851	с внешней	1	1
852	здесь следовательно	1	1
853	было породить	1	1
854	представить в	1	1
855	при чем	1	1
856	слова в	7	1
857	и о	3	1
858	то мы	4	1
859	вопрос должен	1	1
860	содержанию своему	1	1
861	по образцу	1	1
862	на самом	3	1
863	здесь в	1	1
864	которые хотя	1	1
865	что языковая	1	1
866	предисловии к	1	1
867	далее в	1	1
868	языках и	1	1
869	его грамматическую	1	1
870	лицом к	2	1
871	что система	1	1
872	его от	1	1
873	случае гораздо	1	1
874	что русский	1	1
875	почву культурной	1	1
876	языка т	1	1
877	с пониманием	1	1
878	и сообразно	1	1
879	все той	1	1
880	основной вопрос	1	1
881	здесь уже	1	1
882	то только	3	1
883	понятий в	1	1
884	принадлежности его	1	1
885	приходит к	1	1
886	нет еще	1	1
887	себе не	1	1
888	в русском	14	1
889	у него	3	1
890	но нужно	1	1
891	по словам	1	1
892	что между	2	1
893	не на	4	1
894	под этим	2	1
895	мы находим	2	1
896	прямое следствие	1	1
897	разумеется не	5	1
898	совершенно ясно	2	1
899	вопрос об	1	1
900	д словом	1	1
901	что все	6	1
902	иными средствами	1	1
903	оно не	5	1
904	также в	1	1
905	как не	4	1
906	вообще с	1	1
907	языка поэтому	2	1
908	как они	2	1
909	к собственно	1	1
910	как же	1	1
911	чтобы в	2	1
912	научного знания	3	1
913	этого процесса	2	1
914	язык можно	1	1
915	есть нечто	2	1
916	если не	4	1
917	более или	3	1
918	навыки и	1	1
919	нам в	1	1
920	в духе	3	1
921	но на	1	1
922	говорим о	3	1
923	или не	1	1
924	все то	1	1
925	но он	2	1
926	есть проблема	1	1
927	но были	1	1
928	надобность в	2	1
929	историческая судьба	1	1
930	г и	1	1
931	прямо к	1	1
932	для лингвиста	4	1
933	вместе взятое	1	1
934	или в	5	1
935	чем собственно	1	1
936	е то	3	1
937	или очень	1	1
938	когда оно	2	1
939	однако что	1	1
940	чтобы эти	1	1
941	помнить что	1	1
942	ставит себе	2	1
943	их по	1	1
944	жизнь в	2	1
945	что его	2	1
946	проблемы в	1	1
947	могло не	1	1
948	слова но	3	1
949	разрез с	1	1
950	духовного развития	1	1
951	самого по	1	1
952	что у	3	1
953	заключается не	1	1
954	в россии	1	1
955	лингвисту во	1	1
956	начинается так	1	1
957	этот факт	1	1
958	языку как	4	1
959	и последний	1	1
960	сущность этой	1	1
961	и все	4	1
962	все вместе	1	1
963	иными словами	10	1
964	историю литературы	1	1
965	естественно не	1	1
966	в некотором	1	1
967	содержание и	5	1
968	из самых	1	1
969	английского языка	2	1
970	есть в	6	1
971	нужно только	1	1
972	превращается уже	1	1
973	в выше	1	1
974	из моих	1	1
975	быть только	3	1
976	пока это	1	1
977	может и	2	1
978	иначе как	2	1
979	в эпоху	1	1
980	культур в	1	1
981	нет он	1	1
982	но для	4	1
983	этого выражения	1	1
984	мере две	1	1
985	чтобы определить	1	1
986	однако самое	1	1
987	том-то и	1	1
988	литературы история	1	1
989	представлять себе	1	1
990	меньшей степенью	1	1
991	вещей и	1	1
992	лишь к	2	1
993	представление о	3	1
994	очевидно что	4	1
995	систему и	1	1
996	значения и	1	1
997	обозначить в	1	1
998	в таком	3	1
999	или иная	1	1
1000	это выражение	1	1
1001	я и	1	1
1002	очень много	3	1
1003	подлинном смысле	1	1
1004	в жизни	1	1
1005	понимать как	2	1
1006	применения в	1	1
1007	тему об	1	1
1008	в числе	2	1
1009	заметить что	1	1
1010	в стороне	2	1
1011	давно уже	2	1
1012	и методов	1	1
1013	литературе и	2	1
1014	не считать	1	1
1015	с той	2	1
1016	правда в	1	1
1017	не ограничивается	1	1
1018	долгое время	1	1
1019	о задачах	1	1
1020	обстоятельство что	15	1
1021	лишь с	3	1
1022	данного языка	1	1
1023	равно не	1	1
1024	с ними	6	1
1025	человек в	1	1
1026	по очень	1	1
1027	нас нет	1	1
1028	или даже	2	1
1029	педагогическое значение	1	1
1030	есть непременно	1	1
1031	из чего	1	1
1032	далеко не	2	1
1033	говорят о	1	1
1034	знанием языка	1	1
1035	германа пауля	1	1
1036	даже просто	1	1
1037	между прочим	4	1
1038	как иногда	1	1
1039	сказывается и	1	1
1040	конкретном историческом	1	1
1041	вообще выражение	1	1
1042	значит не	1	1
1043	им именно	1	1
1044	в одно	2	1
1045	на эту	2	1
1046	имеется в	1	1
1047	языка по	1	1
1048	подлинный смысл	1	1
1049	из четырех	1	1
1050	и надо	1	1
1051	пример дает	1	1
1052	возникает необходимость	1	1
1053	как с	2	1
1054	народа и	1	1
1055	свою науку	1	1
1056	это у	1	1
1057	и современной	1	1
1058	дело лишь	2	1
1059	второй части	1	1
1060	особенности в	1	1
1061	словом как	1	1
1062	в такой	2	1
1063	качестве обозначения	1	1
1064	вот эта-то	1	1
1065	силу которых	1	1
1066	наука а	1	1
1067	самым лучшим	1	1
1068	а действительно	2	1
1069	отличается от	2	1
1070	какой смысл	4	1
1071	и филологии	1	1
1072	организации этих	1	1
1073	поэта или	1	1
1074	литературных памятников	1	1
1075	любви и	1	1
1076	в новом	1	1
1077	слово в	2	1
1078	больше всего	3	1
1079	в свете	1	1
1080	е на	1	1
1081	науки история	1	1
1082	том как	3	1
1083	образом для	1	1
1084	это было	2	1
1085	язык это	4	1
1086	и филология	1	1
1087	языка то	3	1
1088	речи например	1	1
1089	которого не	2	1
1090	на его	3	1
1091	к мысли	1	1
1092	в сторону	2	1
1093	славянских языках	1	1
1094	которая не	1	1
1095	какой они	2	1
1096	самом широком	2	1
1097	ли это	4	1
1098	общем смысле	1	1
1099	знания как	1	1
1100	тому же	2	1
1101	в лучшем	1	1
1102	как именно	2	1
1103	фортунатов и	1	1
1104	что вообще	1	1
1105	общем понятии	1	1
1106	за другой	1	1
1107	теперь и	1	1
1108	говорит об	1	1
1109	и понимания	1	1
1110	или менее	3	1
1111	и у	3	1
1112	что их	2	1
1113	оставляя в	1	1
1114	выражения которые	1	1
1115	в одной	1	1
1116	и понимание	1	1
1117	мысли в	1	1
1118	действительности и	1	1
1119	относиться к	1	1
1120	связано с	3	1
1121	по поводу	2	1
1122	вопроса о	7	1
1123	прочими областями	1	1
1124	с первого	2	1
1125	на них	1	1
1126	была создана	2	1
1127	можно и	1	1
1128	чтобы сделать	1	1
1129	и основные	1	1
1130	в природе	1	1
1131	что эти	4	1
1132	необходимость в	1	1
1133	то вряд	1	1
1134	одно время	2	1
1135	поскольку она	1	1
1136	перестает быть	1	1
1137	здесь как	3	1
1138	это и	6	1
1139	и тех	1	1
1140	достаточно для	1	1
1141	и дело	2	1
1142	его и	1	1
1143	того или	6	1
1144	все чаще	2	1
1145	разница между	1	1
1146	не самый	1	1
1147	совершенно не	4	1
1148	материалом для	2	1
1149	ответить на	1	1
1150	целое в	1	1
1151	в уста	1	1
1152	и эти	3	1
1153	сущности уже	1	1
1154	находит свое	1	1
1155	в противовес	3	1
1156	в индивидуальной	1	1
1157	это конечно	2	1
1158	в центр	1	1
1159	чтобы его	1	1
1160	санскрита в	1	1
1161	виду их	1	1
1162	факта что	1	1
1163	настолько тесно	1	1
1164	темы и	1	1
1165	и более	3	1
1166	как через	1	1
1167	языка вообще	1	1
1168	боппа и	1	1
1169	жизни для	1	1
1170	сплошь да	3	1
1171	уже из	2	1
1172	нет уже	1	1
1173	в действительности	2	1
1174	как явлению	1	1
1175	и такие	1	1
1176	и социального	1	1
1177	развитие языка	1	1
1178	в статье	3	1
1179	что этот	2	1
1180	который был	1	1
1181	в предисловии	1	1
1182	области изучения	1	1
1183	такие же	2	1
1184	о духе	1	1
1185	к слову	2	1
1186	значит что	1	1
1187	какие бы	1	1
1188	что действительно	1	1
1189	должно было	1	1
1190	по запискам	1	1
1191	тех же	2	1
1192	каждом из	2	1
1193	исчерпывающего знания	1	1
1194	философии языка	1	1
1195	научного языковедения	1	1
1196	нельзя было	2	1
1197	потребность в	3	1
1198	специфические признаки	1	1
1199	в круг	1	1
1200	имеет право	1	1
1201	превращается в	4	1
1202	действительно как	1	1
1203	это как	2	1
1204	не целое	1	1
1205	известных условиях	1	1
1206	в самых	1	1
1207	как язык	1	1
1208	явлению природы	1	1
1209	в том-то	2	1
1210	на той	1	1
1211	первая половина	1	1
1212	пор пока	1	1
1213	а через	1	1
1214	что стоит	2	1
1215	сводится лишь	1	1
1216	установить специфические	1	1
1217	так сказать	5	1
1218	которые нам	1	1
1219	внешних форм	2	1
1220	не должен	1	1
1221	но тогда	1	1
1222	развития с	1	1
1223	бы понять	1	1
1224	двух лиц	1	1
1225	не дает	1	1
1226	заключено в	1	1
1227	не должно	2	1
1228	жизни данного	1	1
1229	слово которое	1	1
1230	но во	1	1
1231	русской культуры	1	1
1232	е о	2	1
1233	о возможности	2	1
1234	примером может	2	1
1235	с полным	2	1
1236	с какой	1	1
1237	быть не	2	1
1238	и критики	1	1
1239	бы назвать	1	1
1240	для данной	3	1
1241	этом пути	1	1
1242	искусство которое	1	1
1243	самое существенное	1	1
1244	языку и	1	1
1245	но здесь	2	1
1246	в необходимости	1	1
1247	в подобных	1	1
1248	всего есть	1	1
1249	ряда других	1	1
1250	во многих	3	1
1251	лиц которые	2	1
1252	не всегда	4	1
1253	конечно и	3	1
1254	уже о	2	1
1255	явления в	1	1
1256	когда язык	1	1
1257	не сам	1	1
1258	в себя	2	1
1259	языка для	1	1
1260	данного рода	2	1
1261	сейчас мы	1	1
1262	не раз	3	1
1263	случае язык	1	1
1264	лингвистика есть	1	1
1265	лучшем случае	1	1
1266	в которой	7	1
1267	имеет целью	1	1
1268	этого слишком	1	1
1269	лишь в	6	1
1270	бы только	1	1
1271	не будет	1	1
1272	соответствующее содержание	1	1
1273	то обстоятельство	15	1
1274	у автора	1	1
1275	лишь на	1	1
1276	в значении	2	1
1277	то все	1	1
1278	случае все	1	1
1279	своего внимания	1	1
1280	к вопросу	4	1
1281	бы например	2	1
1282	своего времени	2	1
1283	не могло	1	1
1284	представлением о	1	1
1285	должны быть	4	1
1286	того с	1	1
1287	между отдельными	1	1
1288	содержания и	2	1
1289	собственной природе	1	1
1290	указать что	1	1
1291	не приходится	2	1
1292	общения и	2	1
