N	2gram	Bakhtin_Pr	KFilosof
239	а лишь	3	3
240	мы здесь	2	3
241	нем и	1	3
242	из его	3	3
243	нет и	1	3
244	только с	1	3
245	могут быть	9	3
246	до конца	10	3
247	нигде не	1	3
248	действительно и	1	3
249	котором мы	1	3
250	о том	5	3
251	тем как	5	3
252	и единство	3	3
253	в то	15	3
254	а следовательно	2	3
255	или иного	1	3
256	независимо от	1	3
257	всех этих	2	3
258	и совершенно	1	3
259	тот же	2	3
260	и тем	1	3
261	ничего не	8	3
262	в единство	9	3
263	меня и	1	3
264	или иным	1	2
265	были бы	5	2
266	бы то	3	2
267	как к	3	2
268	и эти	1	2
269	один из	3	2
270	вступить в	1	2
271	необходимый момент	1	2
272	бы он	4	2
273	и мы	2	2
274	и отсюда	1	2
275	мышления и	1	2
276	конечно этот	1	2
277	может не	1	2
278	мысль как	2	2
279	чтобы быть	1	2
280	его с	1	2
281	единство бытия	2	2
282	оценки и	1	2
283	еще более	2	2
284	конечно в	2	2
285	тому что	3	2
286	есть его	1	2
287	герой и	3	2
288	мысль не	4	2
289	нее в	1	2
290	как содержательное	1	2
291	в теоретическом	1	2
292	и единый	1	2
293	тем не	2	2
294	так и	8	2
295	отсюда следует	1	2
296	из которых	3	2
297	этот мир	3	2
298	и за	1	2
299	в качестве	1	2
300	и свой	2	2
301	смысл лишь	1	2
302	нами в	3	2
303	это есть	1	2
304	и когда	1	2
305	и само	2	2
306	бытии и	1	2
307	по себе	16	2
308	все остальное	2	2
309	со всеми	2	2
310	оно не	3	2
311	могут стать	1	2
312	не потому	2	2
313	если не	1	2
314	он может	4	2
315	не о	3	2
316	ее от	1	2
317	ни одна	1	2
318	и навсегда	1	2
319	однако что	1	2
320	даны в	3	2
321	из нее	1	2
322	всех его	1	2
323	сознания не	4	2
324	в сознании	3	2
325	что за	1	2
326	дело в	2	2
327	подхода к	2	2
328	в мир	4	2
329	и себе	1	2
330	и эта	2	2
331	дело здесь	2	2
332	не следует	1	2
333	предмет как	1	2
334	в процессе	6	2
335	в жизни	5	2
336	и должен	1	2
337	человек и	2	2
338	его на	2	2
339	и как	9	2
340	лишь с	1	2
341	весь мир	1	2
342	что он	15	2
343	и она	1	2
344	и именно	1	2
345	предмет и	1	2
346	себя как	3	2
347	место и	1	2
348	как в	7	2
349	на первом	1	2
350	сознания как	2	2
351	где она	1	2
352	от этого	2	2
353	в событие	1	2
354	смысла и	1	2
355	это было	1	2
356	вследствие этого	2	2
357	в это	1	2
358	и смысловой	2	2
359	этом его	1	2
360	своих границах	1	2
361	не нужно	2	2
362	ничего общего	1	2
363	жизни является	1	2
364	не способна	2	2
365	другого это	1	2
366	для выражения	1	2
367	жизнь и	1	2
368	или как	8	2
369	сознание но	1	2
370	все они	2	2
371	я живу	1	2
372	и мир	1	2
373	этого слова	3	2
374	действительности в	1	2
375	к этому	1	2
376	и потому	7	2
377	я его	1	2
378	его и	3	2
379	может иметь	1	2
380	видения и	11	2
381	ведь это	4	2
382	а с	2	2
383	в данном	2	2
384	и других	1	2
385	он ни	2	2
386	вопрос о	3	2
387	раз и	6	2
388	как предмета	1	2
389	она не	10	2
390	существенно что	1	2
391	потому что	8	2
392	видит и	1	2
393	единства в	1	2
394	того чтобы	2	2
395	то ни	3	2
396	этом мире	1	2
397	быть не	1	2
398	котором я	1	2
399	к себе	6	2
400	общего не	1	2
401	кажется что	4	2
402	активности в	1	2
403	из самого	2	2
404	не будет	1	2
405	в него	6	2
406	именно на	3	2
407	знает и	1	2
408	для этого	3	2
409	отношении к	5	2
410	не из	3	2
411	же время	13	2
412	к которой	1	2
413	ее до	1	2
414	изнутри в	1	2
415	только это	1	2
416	всей его	2	2
417	и всех	1	2
418	себя за	1	2
419	но этот	1	2
420	это только	1	2
421	контекста в	1	2
422	имеем в	1	2
423	в этой	5	2
424	он и	8	2
425	нем не	1	2
426	него и	1	2
427	героя это	1	2
428	есть действительно	1	2
429	но есть	2	2
430	ибо нет	1	2
431	что есть	1	2
432	ее как	4	2
433	при условии	2	2
434	смысле не	1	2
435	было дано	1	2
436	слова в	12	2
437	абстрактный момент	1	2
438	или иной	1	2
439	бы оно	2	2
440	с его	11	2
441	значимость и	2	2
442	автора как	5	2
443	в области	1	2
444	его к	4	2
445	как предмет	4	2
446	а как	11	2
447	человек не	1	2
448	дан в	2	2
449	ни был	2	2
450	себе как	2	2
451	с ее	1	2
452	к содержанию	1	2
453	чтобы не	1	2
454	смысловое единство	1	2
455	сознания в	1	2
456	и ее	5	2
457	едва ли	1	2
458	одного и	1	2
459	другого и	1	2
460	вся эта	1	2
461	себе а	3	2
462	для самого	2	1
463	все в	3	1
464	мир не	1	1
465	всего в	2	1
466	в самом	17	1
467	уже во	1	1
468	и к	5	1
469	на почве	5	1
470	именно к	2	1
471	целом это	1	1
472	сознаний из	1	1
473	только не	2	1
474	во втором	1	1
475	все что	4	1
476	в содержании	1	1
477	как это	1	1
478	единство его	1	1
479	образом и	4	1
480	над всяким	1	1
481	мы видим	3	1
482	него как	3	1
483	до сих	9	1
484	и он	5	1
485	и всякий	1	1
486	различны в	1	1
487	как необходимый	1	1
488	всем своим	1	1
489	чисто теоретическим	1	1
490	и мира	1	1
491	сказать в	1	1
492	вне себя	1	1
493	ничем не	1	1
494	так как	9	1
495	как сплошное	1	1
496	в чужой	1	1
497	мы абстрактно	1	1
498	в последнем	1	1
499	и ценностно	1	1
500	и очень	1	1
501	как таковой	2	1
502	менее в	1	1
503	же и	5	1
504	слова я	1	1
505	как с	1	1
506	единство же	2	1
507	он стремится	3	1
508	изнутри и	1	1
509	только что	1	1
510	то есть	3	1
511	но из	1	1
512	всякая мысль	1	1
513	первом случае	1	1
514	системное единство	1	1
515	переходит в	1	1
516	зависит от	1	1
517	его построения	1	1
518	на том	2	1
519	не за	3	1
520	живет в	1	1
521	как содержательно	1	1
522	на ее	1	1
523	она в	1	1
524	значение для	3	1
525	мог бы	1	1
526	сознание в	3	1
527	нашей работы	2	1
528	смысле слова	2	1
529	оно было	1	1
530	он как	1	1
531	учитывает и	1	1
532	отношения к	5	1
533	всякого человека	1	1
534	это лишь	1	1
535	он становится	1	1
536	значит однако	1	1
537	найти и	1	1
538	и менее	1	1
539	несмотря на	7	1
540	людей но	1	1
541	дана как	3	1
542	другого человека	7	1
543	была бы	5	1
544	что мир	1	1
545	освободиться от	1	1
546	со всех	1	1
547	которых он	1	1
548	из всех	1	1
549	объективен и	1	1
550	то для	1	1
551	и наконец	7	1
552	этой мысли	1	1
553	художественного творчества	5	1
554	для всего	1	1
555	него самого	2	1
556	хотя и	5	1
557	его но	1	1
558	ни на	3	1
559	имеет с	1	1
560	как раз	9	1
561	его он	1	1
562	в напряженном	1	1
563	в литературе	4	1
564	этих миров	1	1
565	ее в	3	1
566	а затем	1	1
567	и говорить	2	1
568	поэтому в	3	1
569	и сама	2	1
570	и одна	1	1
571	видеть в	2	1
572	его контекст	1	1
573	можно сказать	2	1
574	в человеке	6	1
575	значит не	1	1
576	только при	1	1
577	сознания это	1	1
578	одно из	2	1
579	не способны	2	1
580	притом не	1	1
581	в отношении	5	1
582	в единый	1	1
583	нет это	1	1
584	это слово	6	1
585	однако он	1	1
586	же не	4	1
587	в результате	7	1
588	здесь в	2	1
589	не от	1	1
590	уже нет	1	1
591	бытия неизбежно	1	1
592	этот термин	1	1
593	смысле этого	1	1
594	мыслится и	2	1
595	в движение	1	1
596	это очень	2	1
597	с собой	3	1
598	события для	1	1
599	иной чем	1	1
600	него нет	3	1
601	функции в	2	1
602	к предмету	1	1
603	все равно	2	1
604	как таковым	1	1
605	различия между	1	1
606	не путем	1	1
607	лежит в	2	1
608	связанная с	1	1
609	зрения его	1	1
610	она становится	1	1
611	слова мы	2	1
612	его действительности	1	1
613	только он	2	1
614	есть а	2	1
615	не была	4	1
616	и самая	2	1
617	чем в	3	1
618	него в	5	1
619	поэтому и	4	1
620	не мир	2	1
621	в зависимости	5	1
622	не вытекает	1	1
623	и даже	5	1
624	к его	1	1
625	что ему	1	1
626	имеет смысл	1	1
627	в духе	4	1
628	вместо того	1	1
629	но он	4	1
630	ничем меня	1	1
631	образом в	1	1
632	конечно и	3	1
633	в которой	2	1
634	или в	7	1
635	они даны	2	1
636	другие а	1	1
637	в первом	2	1
638	оно ни	2	1
639	отношения являются	1	1
640	сознание не	1	1
641	а за	3	1
642	именно оно	1	1
643	и с	9	1
644	как этот	1	1
645	от своего	2	1
646	с ней	1	1
647	его собственном	1	1
648	жизнь в	2	1
649	проблемы в	1	1
650	и всякое	3	1
651	это положение	1	1
652	становления и	1	1
653	героя весь	1	1
654	сознания его	1	1
655	и чисто	1	1
656	его конкретного	1	1
657	месте и	2	1
658	отчетливо и	2	1
659	наличное в	1	1
660	его мире	2	1
661	форму и	1	1
662	границу между	1	1
663	слово может	4	1
664	вложена в	1	1
665	итак ни	1	1
666	в ткань	2	1
667	она является	2	1
668	а то	3	1
669	ней в	1	1
670	не делает	1	1
671	превращается в	5	1
672	дано в	3	1
673	здесь же	1	1
674	философия в	1	1
675	но эту	1	1
676	укоренен в	1	1
677	в стороне	1	1
678	есть что	1	1
679	всеми своими	3	1
680	мысль чувство	1	1
681	его объективный	1	1
682	тем же	3	1
683	ведь только	2	1
684	этом последнем	1	1
685	характер и	1	1
686	в живом	1	1
687	то все	1	1
688	из другого	1	1
689	есть поступок	1	1
690	в какой	2	1
691	личная жизнь	1	1
692	как не	9	1
693	к пределу	1	1
694	может стать	5	1
695	им и	1	1
696	их в	8	1
697	ведь и	4	1
698	быть понято	1	1
699	если и	1	1
700	возникает лишь	1	1
701	а именно	2	1
702	большинстве случаев	10	1
703	эту особенность	3	1
704	как другого	1	1
705	но мир	1	1
706	которые могут	1	1
707	и так	2	1
708	не теряя	1	1
709	вместе с	1	1
710	не существенно	2	1
711	на этом	2	1
712	от бытия	1	1
713	в этих	5	1
714	предмет видения	1	1
715	противном случае	1	1
716	единство сознания	2	1
717	связи между	3	1
718	движение по	1	1
719	они не	5	1
720	мы только	1	1
721	приводит к	8	1
722	контекст в	1	1
723	землю и	1	1
724	только себя	1	1
725	тем или	2	1
726	и переживания	1	1
727	отличается от	5	1
728	мышлению он	1	1
729	между собой	2	1
730	который не	2	1
731	представляется нам	2	1
732	против друга	2	1
733	породить не	1	1
734	самого как	1	1
735	в интонации	1	1
736	между ними	6	1
737	мира нет	1	1
738	героя для	1	1
739	зависимости от	5	1
740	при всех	2	1
741	и лежат	1	1
742	одном кругозоре	1	1
743	но уже	1	1
744	следовательно и	3	1
745	мир и	5	1
746	свою значимость	1	1
747	может непосредственно	1	1
748	на его	2	1
749	в известном	1	1
750	для героя	1	1
751	литературе о	3	1
752	эта последняя	1	1
753	точек зрения	7	1
754	а только	1	1
755	не принцип	1	1
756	вследствие чего	1	1
757	бы действительно	1	1
758	делает его	1	1
759	бы совершенно	1	1
760	об этом	3	1
761	единство и	1	1
762	всего можно	1	1
763	она и	1	1
764	к своеобразному	1	1
765	единый контекст	1	1
766	целого и	1	1
767	но к	1	1
768	к тому	4	1
769	в одной	8	1
770	сих пор	9	1
771	особенно в	2	1
772	акта и	1	1
773	мысли в	2	1
774	она только	2	1
775	к той	1	1
776	бы ни	3	1
777	центра и	1	1
778	не был	2	1
779	другом случае	2	1
780	друг против	2	1
781	с этим	3	1
782	но оно	1	1
783	мир дан	1	1
784	свой мир	1	1
785	остается в	2	1
786	перестает быть	4	1
787	можно в	1	1
788	даже там	2	1
789	должен был	1	1
790	во всяком	7	1
791	здесь как	1	1
792	именно как	2	1
793	каком плане	1	1
794	существенный момент	1	1
795	в формальной	1	1
796	категории а	1	1
797	но может	1	1
798	мы можем	1	1
799	не существует	1	1
800	но с	4	1
801	только к	1	1
802	если оно	3	1
803	каждая мысль	2	1
804	а к	1	1
805	жизни а	3	1
806	в содержание	1	1
807	не непосредственно	1	1
808	в действительности	1	1
809	аналогию с	1	1
810	приводит его	2	1
811	не он	1	1
812	и пространства	1	1
813	как целое	3	1
814	каких бы	1	1
815	как факт	1	1
816	что мы	1	1
817	героя герой	1	1
818	представитель своей	1	1
819	совершенно иной	2	1
820	нет ибо	1	1
821	в философии	1	1
822	он его	1	1
823	действительностью становится	1	1
824	как одно	1	1
825	этой своей	1	1
826	каково бы	1	1
827	в лучшем	2	1
828	мы уже	4	1
829	где есть	2	1
830	истинное суждение	1	1
831	признать его	1	1
832	во все	2	1
833	истины не	1	1
834	чего нет	1	1
835	помимо его	1	1
836	предмет в	2	1
837	совпадает с	2	1
838	нет мир	1	1
839	оказалось бы	1	1
840	другими словами	1	1
841	такова концепция	1	1
842	конечно что	2	1
843	ибо ее	1	1
844	но при	4	1
845	всяком случае	4	1
846	и оценок	2	1
847	остается чисто	1	1
848	я ее	1	1
849	замкнутость и	1	1
850	мы его	2	1
851	этот учет	1	1
852	он принимает	1	1
853	его момент	1	1
854	его не	1	1
855	ни один	3	1
856	нем в	3	1
857	выходит из	1	1
858	ему и	1	1
859	сознания о	2	1
860	так чтобы	7	1
861	вмещается в	1	1
862	есть правда	1	1
863	нет но	2	1
864	задает себе	1	1
865	мира на	1	1
866	и иных	1	1
867	также и	3	1
868	ту же	2	1
869	но со	1	1
870	о возможности	1	1
871	но эти	4	1
872	вся жизнь	1	1
873	ли будет	1	1
874	состав и	1	1
875	у меня	6	1
876	только так	2	1
877	к каждому	2	1
878	и теоретически	1	1
879	и оно	1	1
880	здесь нам	1	1
881	мир мир	2	1
882	человека все	1	1
883	мы должны	3	1
884	по поводу	1	1
885	не нарушается	1	1
886	слова и	8	1
887	поэтому мы	1	1
888	в искусстве	1	1
889	остается только	1	1
890	в конкретное	1	1
891	и имеет	2	1
892	как свой	2	1
893	и уже	3	1
894	как содержательную	1	1
895	с которой	2	1
896	когда он	2	1
897	содержания а	1	1
898	сознании и	4	1
899	ибо действительно	1	1
900	можно сделать	1	1
901	не могло	2	1
902	только на	3	1
903	должны быть	3	1
904	между отдельными	2	1
905	он должен	2	1
906	не с	1	1
907	мир поэтому	1	1
908	может служить	3	1
909	я для	2	1
910	за собой	1	1
911	все значимое	2	1
912	его целей	1	1
913	тот мир	1	1
914	с соответствующим	1	1
915	пор не	1	1
916	нет она	1	1
917	и миром	1	1
918	в различных	3	1
919	нового времени	3	1
920	в форме	8	1
921	ним как	3	1
922	же самое	1	1
923	где же	1	1
924	но только	1	1
925	ориентирована на	1	1
926	по соображениям	1	1
927	стремится быть	1	1
928	не об	2	1
929	истины в	1	1
930	и до	6	1
931	бы иной	1	1
932	его ибо	1	1
933	эти миры	3	1
934	уже и	2	1
935	в истории	2	1
936	он есть	6	1
937	последней инстанции	2	1
938	этих случаях	2	1
939	в каких	1	1
940	связать и	1	1
941	суждение не	1	1
942	над ним	1	1
943	над всеми	1	1
944	себе в	1	1
945	в большинстве	11	1
946	до того	1	1
947	нуждаются в	2	1
948	свою очередь	1	1
949	видения мира	1	1
950	а во	1	1
951	признать что	1	1
952	возникает ряд	1	1
953	будет и	2	1
954	вне его	4	1
955	не совпадает	1	1
956	точке зрения	3	1
957	связанных с	1	1
958	их и	2	1
959	всего этого	2	1
960	другой и	1	1
961	не раз	2	1
962	как из	1	1
963	я в	2	1
964	не становится	6	1
965	даны здесь	2	1
966	вообще и	1	1
967	известном смысле	1	1
968	не для	1	1
969	настоящее время	3	1
970	с собою	4	1
971	оно должно	2	1
972	к событию	1	1
973	следует что	1	1
974	она может	2	1
975	к следующему	1	1
976	и никогда	1	1
977	в индивидуальном	1	1
978	своей жизни	2	1
979	не укоренен	1	1
980	если мы	3	1
981	бы его	1	1
982	их а	1	1
983	а скорее	1	1
984	и во	3	1
985	той же	8	1
986	и каждый	1	1
987	и др	7	1
988	но прежде	1	1
989	произведения не	2	1
990	и полной	1	1
991	одной из	1	1
992	как представитель	1	1
993	ведь если	1	1
994	что может	4	1
995	человека как	1	1
996	взаимоотношение двух	1	1
997	в нашем	2	1
998	нет этого	1	1
999	случайна и	1	1
1000	значительной степени	1	1
1001	находится в	2	1
1002	согласиться с	2	1
1003	от времени	1	1
1004	противоречия и	2	1
1005	будем говорить	1	1
1006	в психологию	1	1
1007	лишь путем	1	1
1008	в первой	3	1
1009	возможных точек	1	1
1010	теряя своей	1	1
1011	и от	3	1
1012	относится к	1	1
1013	что все	2	1
1014	мы будем	2	1
1015	от содержательной	1	1
1016	том же	4	1
1017	к миру	3	1
1018	же в	2	1
1019	мысли как	1	1
1020	что она	7	1
1021	данте и	2	1
1022	в данной	1	1
1023	исходит из	1	1
1024	слово и	9	1
1025	такой же	4	1
1026	и о	7	1
1027	в значительной	1	1
1028	мысли но	1	1
1029	или более	1	1
1030	говорить об	1	1
1031	миг не	1	1
1032	одна из	5	1
1033	где под	1	1
1034	что именно	1	1
1035	его чистоте	1	1
1036	на то	5	1
1037	она принципиально	1	1
1038	в конкретном	3	1
1039	не стоит	1	1
1040	себе самому	6	1
1041	я работаю	1	1
1042	от них	3	1
1043	оно может	2	1
1044	и по	1	1
1045	в противном	1	1
1046	нем эта	2	1
1047	факт наличности	1	1
1048	определения как	2	1
1049	он живет	2	1
1050	зрения автора	1	1
1051	и последняя	1	1
1052	утверждение и	1	1
1053	это в	2	1
1054	его целом?	1	1
1055	мы дадим	1	1
1056	к другим	1	1
1057	приходится признать	1	1
1058	является только	1	1
1059	оценок так	1	1
1060	в точке	2	1
1061	все для	1	1
1062	к этим	2	1
1063	его есть	1	1
1064	которых слагается	1	1
1065	котором оно	1	1
1066	друг друга	4	1
1067	один миг	1	1
1068	в мышлении	1	1
1069	не мог	1	1
1070	лучшем случае	2	1
1071	как если	3	1
1072	и входит	2	1
1073	извне как	1	1
1074	того же	3	1
1075	на объективное	1	1
1076	человека но	2	1
1077	был не	1	1
1078	в настоящее	3	1
1079	определение и	2	1
1080	который и	1	1
1081	в один	2	1
1082	в трагедии	1	1
1083	час и	1	1
1084	само по	4	1
1085	жизни не	2	1
1086	поэтому он	2	1
1087	и единого	2	1
1088	мира его	1	1
1089	если это	1	1
1090	но сама	1	1
1091	может развить	2	1
1092	подойти к	1	1
1093	и т.п	1	1
1094	в чисто	3	1
1095	действительно в	1	1
1096	как мы	13	1
1097	мысли и	6	1
1098	которому и	1	1
1099	распадется на	1	1
1100	лишь по	1	1
1101	не к	1	1
1102	он действительно	1	1
1103	а я	1	1
1104	здесь этот	1	1
1105	моментом которого	1	1
1106	я то	1	1
1107	во второй	2	1
