N	2gram	Tiupa_Lite	Mirosoze
600	направленной на	3	2
601	но сам	1	2
602	россии в	1	2
603	целый ряд	1	2
604	в новых	1	2
605	а во	2	2
606	к собственной	1	2
607	другого в	4	2
608	вот уже	1	2
609	потому и	1	2
610	переход от	1	2
611	в сфере	7	2
612	что я	4	2
613	жизнь как	1	2
614	под знаком	1	2
615	личности к	1	2
616	говорил что	1	2
617	нам его	1	2
618	не видит	2	2
619	только потому	1	2
620	и искусства	1	2
621	вокруг которого	2	2
622	для россии	1	2
623	различие между	3	2
624	в последней	1	2
625	тому чтобы	1	2
626	ни к	1	2
627	этом отношении	5	2
628	он и	5	2
629	в основании	1	2
630	о нем	1	2
631	ее в	1	2
632	и п	2	2
633	со своим	2	2
634	на самом	1	2
635	имел в	2	2
636	смысла жизни	1	2
637	этого пути	1	2
638	с их	3	2
639	основана на	1	2
640	о жизни	1	2
641	он один	3	2
642	и тайну	1	2
643	и без	1	2
644	к жизни	2	2
645	в какой	2	2
646	в уме	4	2
647	перед собой	1	2
648	к своему	2	2
649	человека чем	1	2
650	к личности	1	2
651	это было	1	2
652	бы ни	1	2
653	бы это	1	2
654	к одному	1	2
655	ко всему	4	2
656	бытия как	1	2
657	и других	4	2
658	он легко	1	2
659	это совершенно	1	2
660	с новыми	1	2
661	ни один	1	2
662	не по	2	2
663	народа как	1	2
664	не оставляет	3	2
665	к тем	1	2
666	нужно было	1	2
667	люди с	1	2
668	отказ от	7	2
669	этого не	2	2
670	кто не	1	2
671	у кого	2	2
672	жизнь есть	2	2
673	тем самым	8	2
674	человека с	1	2
675	на всю	1	2
676	как то	1	2
677	карамазова и	1	2
678	культуры но	1	2
679	это он	1	2
680	и о	1	2
681	не иметь	1	2
682	в понимании	1	2
683	в плане	1	2
684	или иной	3	2
685	все более	3	2
686	и новые	1	2
687	душевной жизни	1	2
688	как для	1	2
689	не надо	2	2
690	мира в	4	2
691	в е	3	2
692	для многих	3	2
693	содержания жизни	1	1
694	души к	1	1
695	жизненному пути	1	1
696	источники жизни	1	1
697	срывает все	1	1
698	для всех	5	1
699	пути не	1	1
700	сходятся на	1	1
701	уж если	1	1
702	никогда и	1	1
703	со всем	1	1
704	искусства от	2	1
705	только что	1	1
706	русской литературе	7	1
707	счастливым но	1	1
708	мира к	1	1
709	боролся с	1	1
710	любви между	1	1
711	и взаимодействие	1	1
712	собственной личности	1	1
713	даже в	6	1
714	в финале	2	1
715	эта новая	1	1
716	великой и	1	1
717	она лишь	1	1
718	она уже	1	1
719	литература и	1	1
720	говорит о	1	1
721	сам автор	1	1
722	и двух	1	1
723	окружающей его	2	1
724	но наиболее	1	1
725	с тобою	1	1
726	требует от	1	1
727	другой стороны	5	1
728	бытие человека	1	1
729	страны как	1	1
730	не несет	1	1
731	понимается как	1	1
732	у пушкина	1	1
733	с действительностью	2	1
734	с противоположных	1	1
735	основывается на	1	1
736	мыслится как	5	1
737	быть названа	2	1
738	в борьбе	1	1
739	а напротив	1	1
740	это должно	1	1
741	ведь я	2	1
742	но все	1	1
743	о революции	1	1
744	русской поэзии	5	1
745	ну и	1	1
746	он переходит	1	1
747	веков но	1	1
748	уже об	1	1
749	мира это	1	1
750	места и	1	1
751	и другим	1	1
752	на определенный	1	1
753	всегда почти	1	1
754	начинается с	1	1
755	а именно	1	1
756	стремления к	1	1
757	на эту	1	1
758	от своеволия	1	1
759	в тело	1	1
760	дороги как	1	1
761	в это	1	1
762	речь идет	3	1
763	искусство и	1	1
764	обращение к	1	1
765	не таков	1	1
766	истины о	1	1
767	казалось бы	6	1
768	сам же	2	1
769	перестает быть	5	1
770	и того	2	1
771	его эмпирической	1	1
772	человека так	1	1
773	но может	1	1
774	от тех	2	1
775	в противовес	2	1
776	и политического	1	1
777	что этот	1	1
778	знал что	1	1
779	свобода к	1	1
780	восходит к	2	1
781	раз и	2	1
782	эти идеи	1	1
783	на таких	1	1
784	новый завет	1	1
785	теснее и	1	1
786	но даже	2	1
787	не должен	3	1
788	одной стороны	8	1
789	в другом	3	1
790	но эти	1	1
791	и неизбежно	1	1
792	сила и	1	1
793	а после	1	1
794	слез и	1	1
795	которых не	1	1
796	к своей	2	1
797	уже было	1	1
798	и трудно	1	1
799	этой связи	1	1
800	мне что	1	1
801	из наших	1	1
802	над которым	1	1
803	оно было	1	1
804	средних веков	1	1
805	как понять	1	1
806	говорить о	1	1
807	и мыслителей	1	1
808	может служить	1	1
809	в строгом	1	1
810	был по	1	1
811	ценности и	1	1
812	своем но	1	1
813	принадлежит не	1	1
814	необходимое для	1	1
815	уже и	1	1
816	самоутверждения с	1	1
817	я буду	1	1
818	для творческого	2	1
819	и начинает	1	1
820	было сказано	1	1
821	означает не	1	1
822	человек лишь	1	1
823	в иную	1	1
824	художественном творчестве	1	1
825	дело и	1	1
826	на самое	1	1
827	как на	3	1
828	самом начале	1	1
829	убежден что	1	1
830	во всякой	1	1
831	по которой	1	1
832	наряду с	1	1
833	ключ к	1	1
834	и говорил	1	1
835	постановка проблемы	2	1
836	или нет?	3	1
837	путь блужданий	1	1
838	как от	1	1
839	устремлена к	1	1
840	культура же	1	1
841	в зависимости	1	1
842	и вдруг	1	1
843	не умеет	1	1
844	традиций и	1	1
845	для понимания	2	1
846	это прежде	1	1
847	что окончательно	1	1
848	по поводу	2	1
849	к ее	1	1
850	и духовного	1	1
851	жизни с	2	1
852	скажет я	1	1
853	свое собственное	3	1
854	не имеющим	1	1
855	как угодно	1	1
856	и чужих	1	1
857	все мы	1	1
858	как океан	1	1
859	лишь тогда	1	1
860	нашего времени	2	1
861	слияния с	1	1
862	той мере	1	1
863	этой задачи	1	1
864	из величайших	1	1
865	не выходит	1	1
866	не противоречит	1	1
867	мышления и	3	1
868	как другие	1	1
869	она и	1	1
870	личности а	1	1
871	поскольку в	3	1
872	князя мышкина	1	1
873	толстого и	1	1
874	произведения и	1	1
875	сознания с	1	1
876	а внутри	1	1
877	из середины	1	1
878	свобода или	1	1
879	собой в	1	1
880	земли в	1	1
881	с одной	9	1
882	сознание в	3	1
883	человеке он	1	1
884	мира во	1	1
885	к творчеству	1	1
886	с точки	4	1
887	религиозного сознания	1	1
888	из моментов	1	1
889	своего другого	6	1
890	путь есть	2	1
891	в недрах	1	1
892	тот кому	1	1
893	я во	1	1
894	в тот	1	1
895	для своего	2	1
896	многих отношениях	1	1
897	стороны он	1	1
898	запада и	1	1
899	чем свобода	1	1
900	духовной культуры	1	1
901	и всякой	1	1
902	вокруг себя	2	1
903	не путем	1	1
904	существует только	1	1
905	придавал исключительное	1	1
906	их но	1	1
907	или не	1	1
908	можно признать	1	1
909	знал и	1	1
910	сознания не	2	1
911	слово он	1	1
912	на себя	4	1
913	мне в	2	1
914	говорит другой	1	1
915	мы это	1	1
916	в таком	1	1
917	всякой иной	1	1
918	между этими	1	1
919	личности с	2	1
920	и подобия	1	1
921	отличие от	6	1
922	чего бы	2	1
923	себя как	2	1
924	рядом с	1	1
925	одном из	3	1
926	во главе	2	1
927	был загадкой	1	1
928	путь в	1	1
929	в ряду	1	1
930	это путь	1	1
931	должно было	1	1
932	в себя	5	1
933	человек то	1	1
934	связанным с	1	1
935	в сторону	1	1
936	на себе	1	1
937	жизнь не	1	1
938	той или	1	1
939	всех своих	3	1
940	только от	1	1
941	жалость к	1	1
942	с образом	2	1
943	ума но	1	1
944	не имея	1	1
945	что вот	1	1
946	почва и	1	1
947	находит свое	1	1
948	если оно	2	1
949	как глубоко	1	1
950	культурной жизни	1	1
951	чтобы в	1	1
952	такой связи	1	1
953	и остаться	1	1
954	жизнь то	1	1
955	дисциплины и	1	1
956	он преодолевается	1	1
957	других произведениях	1	1
958	всех к	1	1
959	воссоединяется с	1	1
960	исключительное значение	1	1
961	с какой	1	1
962	если и	1	1
963	процесса в	2	1
964	точно в	1	1
965	для художника	1	1
966	кажется что	1	1
967	в развитии	1	1
968	бы но	1	1
969	в системе	1	1
970	из мира	1	1
971	о собственной	1	1
972	также не	1	1
973	перед лицом	2	1
974	из нас	2	1
975	решение вопроса	1	1
976	вот в	1	1
977	в историческом	1	1
978	героев свобода	1	1
979	народ свой	1	1
980	у которого	1	1
981	ведь как	1	1
982	имя самого	1	1
983	того кто	2	1
984	я в	12	1
985	так называемого	2	1
986	т п	2	1
987	дома с	1	1
988	ту сторону	1	1
989	показать что	1	1
990	культуры которые	1	1
991	что для	2	1
992	эту силу	1	1
993	и др	4	1
994	подход к	1	1
995	это приводит	1	1
996	индивидуальные черты	1	1
997	это делает	1	1
998	когда они	1	1
999	о его	1	1
1000	путь он	1	1
1001	эпохи в	1	1
1002	что может	1	1
1003	по ним	1	1
1004	это ни	1	1
1005	проходит через	1	1
1006	с чем	3	1
1007	я но	2	1
1008	нам все	1	1
1009	в силу	4	1
1010	говорит ему	1	1
1011	другой не	1	1
1012	например о	1	1
1013	писателя в	2	1
1014	которым это	1	1
1015	из этого	2	1
1016	время он	1	1
1017	которые были	1	1
1018	земли а	1	1
1019	оригинального и	1	1
1020	столкновения и	1	1
1021	так любит	1	1
1022	от ее	1	1
1023	с ее	3	1
1024	всех этих	1	1
1025	определяется в	1	1
1026	в культуре	5	1
1027	с идеей	2	1
1028	какого он	1	1
1029	я только	1	1
1030	эту тему	1	1
1031	живет на	1	1
1032	искусства в	2	1
1033	к более	1	1
1034	жизни для	1	1
1035	быть он	1	1
1036	своего рода	22	1
1037	как теперь	2	1
1038	нет конца	1	1
1039	глубине как	1	1
1040	в столь	3	1
1041	что открывается	2	1
1042	за ним	1	1
1043	как с	1	1
1044	от самой	1	1
1045	вся сложность	1	1
1046	такова же	1	1
1047	и свою	1	1
1048	не поглощает	1	1
1049	своего собственного	1	1
1050	отличное от	1	1
1051	оказался не	1	1
1052	с миром	5	1
1053	дороги и	1	1
1054	говорит и	1	1
1055	эти и	2	1
1056	мы чувствуем	2	1
1057	дар в	1	1
1058	свою судьбу	1	1
1059	и души	1	1
1060	смертью и	1	1
1061	никак не	2	1
1062	из тех	2	1
1063	в глубинах	1	1
1064	знает и	1	1
1065	этот не	1	1
1066	поэтому в	1	1
1067	человеческих душ	1	1
1068	ответ на	1	1
1069	с тобой	6	1
1070	борьбы с	1	1
1071	я все	3	1
1072	его собственный	1	1
1073	за это	1	1
1074	не на	2	1
1075	такова логика	1	1
1076	творчества и	1	1
1077	особого рода	3	1
1078	все то	2	1
1079	не более	2	1
1080	и вся-то	1	1
1081	самим собой	2	1
1082	все существует	1	1
1083	мы говорим	1	1
1084	в различные	1	1
1085	от слияния	1	1
1086	жизни его	1	1
1087	в романе	1	1
1088	обращается к	5	1
1089	льва толстого	1	1
1090	русской и	1	1
1091	можно назвать	1	1
1092	и самой	1	1
1093	отдельного человека	1	1
1094	многих других	1	1
1095	подхода к	1	1
1096	что такой	1	1
1097	пушкин уже	1	1
1098	в творческом	2	1
1099	в слове	3	1
1100	не приводит	1	1
1101	и т	2	1
1102	который не	1	1
1103	соборности и	1	1
1104	зависимости от	1	1
1105	иной в	1	1
1106	а под	1	1
1107	знает что	1	1
1108	эта духовная	1	1
1109	всей своей	2	1
1110	это теперь	1	1
1111	человек со	1	1
1112	ничего общего	2	1
1113	весть о	1	1
1114	летит в	1	1
1115	в словах	2	1
1116	своей свободе	1	1
1117	было у	2	1
1118	все они	2	1
1119	о любви	1	1
1120	личной судьбы	1	1
1121	в горниле	1	1
1122	ни на	1	1
1123	у тютчева	4	1
1124	не является	3	1
1125	отсутствие у	1	1
1126	и состоит	2	1
1127	европы но	1	1
1128	уверен что	1	1
1129	то и	5	1
1130	не любил	2	1
1131	действительности это	1	1
1132	энергии но	1	1
1133	она исповедует	1	1
1134	наконец в	2	1
1135	частности может	1	1
1136	не должно	1	1
1137	путь которым	1	1
1138	нашей родины	1	1
1139	гибнет от	1	1
1140	за ней	1	1
1141	тайна в	1	1
1142	их жизнь	1	1
1143	и неизбежен	1	1
1144	тех пор	2	1
1145	в новой	1	1
1146	остается только	1	1
1147	место у	1	1
1148	и вся	1	1
1149	не могло	3	1
1150	всего лишь	7	1
1151	и ему	1	1
1152	бунта против	1	1
1153	впрочем и	1	1
1154	скажи мне	2	1
1155	к делу	1	1
1156	вслед за	1	1
1157	идет не	1	1
1158	он по	1	1
1159	в решении	2	1
1160	себя вне	1	1
1161	соборности в	1	1
1162	же время	12	1
1163	тогда как	20	1
1164	себя от	1	1
1165	уже был	1	1
1166	в обществе	1	1
1167	как например	1	1
1168	но без	2	1
1169	как будет	1	1
1170	возражение против	1	1
1171	несмотря на	3	1
1172	преодолевается как	1	1
1173	между людьми	1	1
1174	первого дня	1	1
1175	в отличие	6	1
1176	на две	1	1
1177	впервые в	2	1
1178	тем же	5	1
1179	свет с	1	1
1180	при котором	2	1
1181	другому чтобы	1	1
1182	своего я	2	1
1183	одной из	2	1
1184	из первых	1	1
1185	в глазах	4	1
1186	я я	2	1
1187	друга а	1	1
1188	человечества и	1	1
1189	показал как	1	1
1190	сознанию но	1	1
1191	в существовании	1	1
1192	пути своего	1	1
1193	в сознании	3	1
1194	свободы прежде	1	1
1195	к прошлому	1	1
1196	будь то	2	1
1197	с познанием	1	1
1198	культуры как	1	1
1199	смысл этот	1	1
1200	как все	2	1
1201	движения и	1	1
1202	во внутреннем	1	1
1203	могли быть	1	1
1204	более глубокий	1	1
1205	жизни но	1	1
1206	записки из	1	1
1207	другой для	1	1
1208	в свое	1	1
1209	смерть и	1	1
1210	что ему	4	1
1211	значение в	1	1
1212	хоть и	1	1
1213	с начала	1	1
1214	на вопрос	1	1
1215	бесконечное и	1	1
1216	востока в	1	1
1217	ее на	1	1
1218	новой жизни	1	1
1219	в первый	2	1
1220	же пути	1	1
1221	только своей	1	1
1222	он становится	2	1
1223	мы имеем	2	1
1224	существе своем	1	1
1225	бы на	2	1
1226	в жизнь	2	1
1227	xix веке	1	1
1228	эти границы	1	1
1229	чем он	1	1
1230	кто бы	1	1
1231	а все	1	1
1232	несет в	2	1
1233	исторического пути	1	1
1234	и продолжает	1	1
1235	по ту	1	1
1236	слова а	1	1
1237	к победе	1	1
1238	по словам	1	1
1239	мы находим	1	1
1240	в виде	1	1
1241	к построению	1	1
1242	а на	1	1
1243	может наиболее	1	1
1244	что ни	1	1
1245	личности по	1	1
1246	а также	5	1
1247	на нее	2	1
1248	это еще	1	1
1249	по существу	4	1
1250	в ту	1	1
1251	между собою	1	1
1252	сознание уже	1	1
1253	этой темы	1	1
1254	в сферу	2	1
1255	органической связи	1	1
1256	с той	1	1
1257	нет не	2	1
1258	лежит на	1	1
1259	которого нет	1	1
1260	но по	2	1
1261	иной раз	1	1
1262	так в	6	1
1263	на одном	1	1
1264	должно стать	2	1
1265	в новом	1	1
1266	человека или	1	1
1267	с другом	1	1
1268	для которого	1	1
1269	через весь	1	1
1270	вовсе не	3	1
1271	в одной	1	1
1272	тем более	2	1
1273	во тьму	1	1
1274	вживания в	1	1
1275	быть от	1	1
1276	с первого	1	1
1277	закон а	1	1
1278	на свете	2	1
1279	и первые	1	1
1280	этого он	1	1
1281	в плену	1	1
1282	свобода которую	1	1
1283	быть наиболее	1	1
1284	за то	2	1
1285	до тех	2	1
1286	человека осуществляется	1	1
1287	он говорит	2	1
1288	и народа	1	1
1289	которые могли	1	1
1290	же от	1	1
1291	борьбы за	1	1
1292	особый мир	3	1
1293	случайно в	1	1
1294	интеллигенции и	1	1
1295	культуре и	2	1
1296	чистом виде	1	1
1297	произведения искусства	4	1
1298	владимира соловьева	1	1
1299	душа сама	1	1
1300	русской культуры	3	1
1301	человек всегда	1	1
1302	один в	1	1
1303	в новый	1	1
