N	3gram	Bakhtin_Fr	Dialekti
166	прежде всего с	1	1
167	никто не может	2	1
168	о природе в	1	1
169	стороны и с	1	1
170	включают в себя	1	1
171	что все это	2	1
172	вещей домашнего обихода	1	1
173	в новом свете	1	1
174	с ним в	1	1
175	и все это	2	1
176	не отвлеченная мысль	1	1
177	и есть закон	1	1
178	время как бы	1	1
179	так и к	1	1
180	же нужно сказать	1	1
181	и не имеет	1	1
182	до некоторой степени	1	1
183	я могу сказать	1	1
184	что у него	2	1
185	все новые и	2	1
186	тела как бы	1	1
187	можно судить о	1	1
188	то что было	1	1
189	из них в	1	1
190	наконец все эти	1	1
191	бытие но не	1	1
192	заметить что в	1	1
193	пространство и время	1	1
194	в первом случае	1	1
195	в особенности же	1	1
196	те и другие	2	1
197	о том какую	1	1
198	тела и его	1	1
199	все эти факты	1	1
200	не имеет определенного	1	1
201	но только в	1	1
202	в этом мире	1	1
203	мир и все	1	1
204	этот акт в	1	1
205	не он сам	1	1
206	в последней главе	4	1
207	в этом ничего	1	1
208	как бы нечто	1	1
209	как мы уже	4	1
210	божества и что	1	1
211	нужно сказать что	3	1
212	он сам а	1	1
213	в природе и	1	1
214	и в каждой	2	1
215	имел в виду	1	1
216	а с другой	1	1
217	нет никаких оснований	1	1
218	то он должен	1	1
219	чем в других	1	1
220	а в особенности	1	1
221	прямо сказать что	1	1
222	мы не в	1	1
223	то обстоятельство что	1	1
224	таким образом и	2	1
225	рождение и смерть	1	1
226	не имели в	1	1
227	всего того что	1	1
228	в ней то	1	1
229	который должен быть	1	1
230	и в этой	2	1
231	это вообще не	1	1
232	не знаем но	1	1
233	о себе самом	1	1
234	в том и	1	1
235	к нему и	1	1
236	в одном из	2	1
237	за то что	4	1
238	а в конце	1	1
239	пространства в котором	1	1
240	и во всяком	1	1
241	том и в	1	1
242	в гл ix	1	1
243	оно ни в	1	1
244	большей или меньшей	2	1
245	в обычных условиях	1	1
246	но и в	2	1
247	также и о	1	1
248	заключается в том	1	1
249	на первом плане	1	1
250	и что он	1	1
251	вещи в их	1	1
252	в чем его	1	1
253	со всеми его	3	1
254	и до сих	1	1
255	имеем в виду	2	1
256	они только и	1	1
257	страшный суд и	1	1
258	каждый из них	2	1
259	человек как бы	1	1
260	том или ином	2	1
261	в свое время	2	1
262	в особенности с	1	1
263	что же касается	1	1
264	в правой руке	1	1
265	а следовательно и	2	1
266	того же самого	1	1
267	и что это	1	1
268	несколько слов об	2	1
269	отвлеченная мысль о	1	1
270	о бессмертии души	1	1
271	именно то что	1	1
272	различные явления природы	1	1
273	нем как и	1	1
274	мы уже говорили	12	1
275	нет ничего удивительного	1	1
276	со всех сторон	2	1
277	страшного суда и	1	1
278	с этим есть	1	1
279	на этом моменте	1	1
280	реальном пространстве и	2	1
281	того как он	2	1
282	от этого у	1	1
283	стоит вам только	1	1
284	имеет под собою	1	1
285	как раз в	1	1
286	пространстве и о	1	1
287	жизни и смерти	3	1
288	ничего удивительного в	1	1
289	мы не знаем	1	1
290	своего тела и	1	1
291	мы имеем в	2	1
292	во всех этих	1	1
293	находим в этом	1	1
294	в таком же	1	1
295	с тем чтобы	1	1
296	том что он	1	1
297	точки зрения совершенно	1	1
298	том что они	1	1
299	с тем что	1	1
300	в новое время	1	1
301	как мы увидим	2	1
302	и в сущности	1	1
303	мысли в нем	1	1
304	в историческом процессе	1	1
305	и в литературе	2	1
306	она не имеет	1	1
307	как бы в	1	1
308	в узком и	1	1
309	друг в друга	1	1
310	в другой раз	1	1
311	так и об	1	1
312	все эти бесконечные	1	1
313	в той же	5	1
314	что в этом	1	1
315	прежде всего в	4	1
316	но от этого	1	1
317	в литературе как	1	1
318	после того как	6	1
319	все эти вещи	1	1
320	в этот день	1	1
321	в другом случае	1	1
322	в основе своей	1	1
323	новые и новые	2	1
