N	2gram	Propp_Isto	Vvedenie
221	если бы	3	3
222	и сам	3	3
223	а также	2	3
224	в силу	2	3
225	в очень	3	3
226	за собой	2	3
227	в конце	4	3
228	вообще не	4	3
229	сама по	1	3
230	относящиеся к	1	3
231	здесь все	1	3
232	вряд ли	1	3
233	по содержанию	2	3
234	как в	17	3
235	направление в	1	3
236	этим в	1	3
237	между ними	1	3
238	зависимости от	4	3
239	в известном	1	3
240	есть еще	4	3
241	он мог	1	3
242	свое время	1	3
243	от себя	1	3
244	на этой	1	3
245	и других	2	3
246	все эти	8	3
247	то это	7	3
248	и есть	2	3
249	язык и	1	3
250	стороны и	4	3
251	что же	2	3
252	входит в	1	3
253	же как	6	3
254	в работе	1	3
255	в другом	2	3
256	совсем не	1	3
257	в ней	4	3
258	вот почему	1	3
259	и тогда	1	3
260	и уже	1	3
261	во второй	1	3
262	в частности	3	3
263	только на	2	3
264	не с	2	3
265	может служить	1	3
266	в этой	2	3
267	же самое	1	3
268	в начале	2	3
269	но дело	1	3
270	того же	3	3
271	от того	4	3
272	так же	6	3
273	при помощи	6	3
274	или как	1	3
275	и наоборот	2	3
276	и той	1	3
277	отношение к	6	3
278	однако в	2	3
279	наряду с	2	3
280	на нее	1	3
281	только по	1	3
282	в своем	3	3
283	может оказаться	1	3
284	по этому	3	3
285	в зависимости	3	3
286	что она	6	3
287	одна из	7	3
288	как будто	4	3
289	здесь не	4	3
290	к этому	5	3
291	для этого	1	3
292	что уже	1	3
293	раньше чем	4	3
294	мы видели	17	3
295	к нему	8	3
296	никогда не	16	3
297	во всем	2	2
298	так и	8	2
299	и другие	10	2
300	что они	5	2
301	этой книги	1	2
302	находятся в	1	2
303	на языке	1	2
304	что оно	1	2
305	на протяжении	1	2
306	после того	6	2
307	ни с	2	2
308	второй половине	1	2
309	собой в	1	2
310	должна быть	3	2
311	мы не	10	2
312	нам не	1	2
313	народов но	1	2
314	другого рода	1	2
315	и далее	1	2
316	вопросу о	1	2
317	прийти к	1	2
318	памятник но	1	2
319	учение о	1	2
320	он и	3	2
321	и из	2	2
322	мы условились	1	2
323	после этого	8	2
324	а затем	1	2
325	время не	1	2
326	него в	1	2
327	народа или	1	2
328	для объяснения	3	2
329	не столько	4	2
330	у нас	4	2
331	них и	1	2
332	лежит в	2	2
333	говорит он	1	2
334	в таких	3	2
335	не было	3	2
336	стоит в	3	2
337	этой точки	3	2
338	народа как	1	2
339	этого не	2	2
340	ее от	1	2
341	что к	1	2
342	и с	4	2
343	наших дней	1	2
344	с ней	4	2
345	исторической действительности	1	2
346	это есть	1	2
347	по существу	5	2
348	жизни и	3	2
349	и требует	1	2
350	например в	6	2
351	до наших	1	2
352	тому что	2	2
353	в ряде	1	2
354	случае не	1	2
355	и без	1	2
356	в связи	3	2
357	существует между	1	2
358	рядом с	1	2
359	и так	2	2
360	и вопрос	1	2
361	оказалось что	1	2
362	другом месте	2	2
363	есть только	1	2
364	следовательно и	1	2
365	к своему	4	2
366	и при	2	2
367	языка но	1	2
368	по тем	1	2
369	по его	2	2
370	о которых	1	2
371	не до	1	2
372	но уже	1	2
373	он выражается	1	2
374	пока не	1	2
375	себе и	3	2
376	те кто	1	2
377	этих случаях	18	2
378	как только	5	2
379	дело что	1	2
380	искусство и	1	2
381	вопрос что	1	2
382	и те	2	2
383	казалось бы	1	2
384	которые были	1	2
385	в дальнейшем	3	2
386	влечет за	1	2
387	во всех	8	2
388	этих двух	1	2
389	при всей	1	2
390	и потому	1	2
391	которые не	2	2
392	но как	4	2
393	мы можем	11	2
394	а с	3	2
395	не существует	1	2
396	а если	3	2
397	не могли	1	2
398	можно считать	1	2
399	бы с	2	2
400	на задний	1	2
401	что мы	3	2
402	когда мы	2	2
403	в нечто	1	2
404	мы уже	10	2
405	ничего не	7	2
406	в свою	1	2
407	задний план	1	2
408	д в	3	2
409	и собственно	1	2
410	это очевидно	2	2
411	из его	2	2
412	в этот	1	2
413	уже знаем	5	2
414	у них	3	2
415	еще раз	1	2
416	мы должны	7	2
417	уже было	1	2
418	будет в	1	2
419	быть и	1	2
420	не мог	1	2
421	для нее	2	2
422	что если	2	2
423	именно на	2	2
424	но зато	1	2
425	увидим что	2	2
426	если же	1	2
427	собой одно	1	2
428	объяснить его	1	2
429	свое существование	1	2
430	точно так	2	2
431	из него	3	2
432	в тех	8	2
433	в форме	4	2
434	языка так	1	2
435	и до	2	2
436	этой стороны	4	2
437	тогда как	4	2
438	это может	1	2
439	в обоих	1	2
440	до того	1	2
441	состоит в	1	2
442	что можно	1	2
443	что здесь	10	2
444	соответствии с	1	2
445	если это	2	2
446	природы и	1	2
447	но вместе	2	2
448	отсюда и	1	2
449	мог бы	1	2
450	не похожи	1	2
451	и др	4	2
452	в достаточной	2	2
453	должно быть	1	2
454	это делает	1	2
455	с соответствующими	2	2
456	них не	1	2
457	был в	2	2
458	а так	1	2
459	все время	2	2
460	тем более	2	2
461	чаще всего	8	2
462	что именно	2	2
463	на то	5	2
464	только после	3	2
465	письменности и	1	2
466	его к	2	2
467	это в	3	2
468	на котором	3	2
469	этого слова	1	2
470	но это	5	2
471	бы в	1	2
472	только о	2	2
473	можно только	1	2
474	на время	1	1
475	все в	2	1
476	к лицу	1	1
477	всего в	1	1
478	здесь идет	1	1
479	были бы	1	1
480	было у	1	1
481	было на	1	1
482	то в	1	1
483	трудно сказать	1	1
484	дает нам	3	1
485	новый и	1	1
486	только тогда	1	1
487	такие явления	1	1
488	утверждать что	3	1
489	был и	1	1
490	что наряду	1	1
491	действительно ли	2	1
492	все что	4	1
493	взгляд на	1	1
494	мы видим	14	1
495	историческая действительность	2	1
496	в возможности	1	1
497	сравнении с	1	1
498	е с	1	1
499	та же	5	1
500	народов не	2	1
501	за ним	3	1
502	мышления и	1	1
503	разнородного материала	1	1
504	она и	3	1
505	и очень	1	1
506	который уже	1	1
507	народа в	1	1
508	от его	2	1
509	подробное обсуждение	1	1
510	они не	4	1
511	почва для	1	1
512	которое он	1	1
513	по тому	1	1
514	задачах и	1	1
515	бы то	1	1
516	похожи на	1	1
517	жить в	3	1
518	также что	1	1
519	известно что	3	1
520	чтобы быть	1	1
521	прямо говорит	1	1
522	о человеке	1	1
523	роль и	1	1
524	имеет своего	3	1
525	в примечаниях	1	1
526	именно так	1	1
527	своего собственного	1	1
528	также часто	1	1
529	в горячей	1	1
530	за исключением	1	1
531	именно он	2	1
532	которые он	1	1
533	он только	1	1
534	чем на	1	1
535	в общих	1	1
536	искусство в	1	1
537	что этого	1	1
538	но еще	1	1
539	для себя	1	1
540	могли не	1	1
541	своим искусством	1	1
542	в поисках	1	1
543	мы знаем	4	1
544	отношения к	2	1
545	или по	1	1
546	условий в	1	1
547	еще более	1	1
548	однако и	1	1
549	объяснение в	1	1
550	должна в	1	1
551	которых он	2	1
552	ни было	1	1
553	и чрезвычайно	1	1
554	бы на	1	1
555	этой стороне	1	1
556	которых как	1	1
557	это значит	3	1
558	по двум	1	1
559	а это	1	1
560	именно она	1	1
561	многих лет	1	1
562	с ним	9	1
563	в пользу	1	1
564	кроме того	6	1
565	почему в	1	1
566	имеем дело	1	1
567	что при	3	1
568	это обычно	1	1
569	необходимо несколько	1	1
570	в некоторых	2	1
571	которого он	1	1
572	по адресу	1	1
573	в литературе	2	1
574	не содержит	2	1
575	между этим	1	1
576	ее в	3	1
577	от этой	1	1
578	для нас	8	1
579	и за	1	1
580	и этим	7	1
581	видеть в	3	1
582	все свое	1	1
583	указание на	1	1
584	и о	2	1
585	содержанию своему	1	1
586	требует от	1	1
587	на одной	1	1
588	или иную	1	1
589	здесь в	1	1
590	лицом к	1	1
591	его от	1	1
592	на которой	1	1
593	точности соответствует	1	1
594	иного рода	1	1
595	но одно	1	1
596	точный ответ	1	1
597	здесь уже	2	1
598	означает совсем	1	1
599	приходит к	4	1
600	себе не	2	1
601	примеров совершенно	1	1
602	и которые	1	1
603	у него	16	1
604	что между	4	1
605	качестве примера	1	1
606	под этим	2	1
607	мы находим	1	1
608	раз в	1	1
609	идет от	1	1
610	совершенно ясно	8	1
611	вопрос об	1	1
612	др в	1	1
613	что все	1	1
614	только одни	1	1
615	оно не	2	1
616	также в	1	1
617	этим объясняется	2	1
618	как не	1	1
619	задач и	2	1
620	вообще с	1	1
621	задач не	1	1
622	как они	1	1
623	чтобы в	1	1
624	если не	4	1
625	более или	3	1
626	некоторое единство	1	1
627	что ни	2	1
628	нам в	1	1
629	но на	1	1
630	или не	1	1
631	но он	4	1
632	просто как	1	1
633	или в	11	1
634	чем собственно	1	1
635	как видно	1	1
636	основывается и	1	1
637	относится и	1	1
638	однако что	1	1
639	от своего	2	1
640	помнить что	1	1
641	верований и	1	1
642	и можно	1	1
643	уже очень	1	1
644	что его	2	1
645	очень древние	1	1
646	самые разнообразные	1	1
647	всех его	2	1
648	но совершенно	1	1
649	что у	6	1
650	заключается не	1	1
651	теперь мы	1	1
652	и все	6	1
653	в некотором	1	1
654	из самых	2	1
655	еще в	3	1
656	есть в	1	1
657	античности в	1	1
658	из моих	1	1
659	быть только	2	1
660	может и	1	1
661	и эта	5	1
662	но для	3	1
663	достаточно сослаться	1	1
664	том-то и	2	1
665	прямо не	2	1
666	древним но	1	1
667	из всего	3	1
668	представление о	9	1
669	очевидно что	1	1
670	для исследователя	1	1
671	в таком	1	1
672	если он	5	1
673	очень много	2	1
674	в жизни	2	1
675	этого можно	1	1
676	можно назвать	1	1
677	заметить что	1	1
678	не остается	1	1
679	развития но	1	1
680	и по-видимому	2	1
681	меня в	2	1
682	на другую	2	1
683	представляли себе	1	1
684	на определенной	1	1
685	с той	1	1
686	признаки и	1	1
687	правда в	1	1
688	участие в	2	1
689	уже выше	7	1
690	в многочисленных	3	1
691	долгое время	1	1
692	на связь	2	1
693	и язык	1	1
694	похож на	1	1
695	не вытекает	1	1
696	с ними	2	1
697	человек в	1	1
698	что по	2	1
699	при более	1	1
700	духа в	2	1
701	самое и	1	1
702	если и	1	1
703	есть та	2	1
704	прямо а	1	1
705	или даже	3	1
706	далеко не	3	1
707	понятно почему	1	1
708	обоих случаях	1	1
709	общих чертах	1	1
710	между прочим	3	1
711	в одно	2	1
712	имеют ли	1	1
713	на эту	1	1
714	имеется в	4	1
715	не от	3	1
716	перед собой	1	1
717	как ее	1	1
718	весь круг	1	1
719	в сравнении	1	1
720	не прямо	1	1
721	здесь говорится	1	1
722	отличается от	4	1
723	между собой	1	1
724	у древних	1	1
725	в свете	4	1
726	том как	3	1
727	достаточной степени	2	1
728	этот образ	2	1
729	которого не	1	1
730	на его	6	1
731	них в	1	1
732	в греческом	2	1
733	ли это	1	1
734	достаточно чтобы	1	1
735	не его	2	1
736	тому же	1	1
737	бывает так	1	1
738	к концу	3	1
739	в эту	3	1
740	это тоже	1	1
741	или менее	3	1
742	и у	3	1
743	что их	1	1
744	д эти	1	1
745	через которую	1	1
746	подобных случаях	2	1
747	в одной	3	1
748	связано с	7	1
749	в египте	13	1
750	и другого	1	1
751	но разумеется	1	1
752	чтобы лучше	1	1
753	ему не	1	1
754	на них	1	1
755	высокой ступени	1	1
756	по вопросу	1	1
757	можно и	1	1
758	жизнь и	1	1
759	и основные	1	1
760	что эти	4	1
761	тому кто	2	1
762	себя не	1	1
763	и тех	1	1
764	и дело	2	1
765	его и	1	1
766	к нашему	1	1
767	человека в	1	1
768	ответить на	2	1
769	в уста	1	1
770	и эти	5	1
771	находит свое	1	1
772	это конечно	2	1
773	с двумя	1	1
774	в полной	1	1
775	имеют в	1	1
776	и более	2	1
777	котором можно	1	1
778	вытекает из	2	1
779	образом мы	4	1
780	помощи которых	1	1
781	в действительности	2	1
782	и такие	3	1
783	и социального	1	1
784	что этот	4	1
785	который был	1	1
786	еще как	1	1
787	не означает	1	1
788	значит что	3	1
789	которых в	1	1
790	удаляется от	1	1
791	в исторической	1	1
792	должно было	2	1
793	ясно и	1	1
794	тех же	2	1
795	эта связь	7	1
796	например у	1	1
797	прочим и	2	1
798	нельзя было	1	1
799	до бесконечности	1	1
800	имеет право	1	1
801	превращается в	10	1
802	исторического бытия	1	1
803	это как	2	1
804	очень далеко	1	1
805	полагали что	1	1
806	чистом виде	1	1
807	каждого народа	1	1
808	в том-то	2	1
809	другими словами	3	1
810	на той	2	1
811	связь и	2	1
812	а через	1	1
813	греки по-видимому	1	1
814	его у	2	1
815	наконец в	1	1
816	не должен	1	1
817	но тогда	1	1
818	автора и	1	1
819	не дает	1	1
820	во всей	1	1
821	ту или	1	1
822	не должно	1	1
823	а от	1	1
824	нам по	3	1
825	которые имеют	1	1
826	и раскрытии	1	1
827	не по	2	1
828	с полным	1	1
829	и должна	1	1
830	которые стоят	1	1
831	она могла	1	1
832	но здесь	5	1
833	в подобных	1	1
834	образом связана	1	1
835	всего есть	1	1
836	во многих	2	1
837	ее задачи	1	1
838	не всегда	6	1
839	из их	1	1
840	своим собственным	1	1
841	имея в	1	1
842	более древних	2	1
843	не сам	1	1
844	из себя	1	1
845	у того	2	1
846	не раз	1	1
847	и общественного	1	1
848	в руках	2	1
849	руки но	1	1
850	в которой	2	1
851	не будет	6	1
852	нечего и	1	1
853	начале этой	1	1
854	между двумя	2	1
855	которая сама	1	1
856	в какой-то	1	1
857	надо сказать	2	1
858	не могло	2	1
859	представлением о	2	1
860	должны быть	4	1
861	уже у	1	1
862	превратился в	4	1
863	одна сторона	1	1
864	указать что	2	1
865	не приходится	1	1
866	и та	1	1
867	есть ли	1	1
868	сюда относятся	1	1
869	в науке	1	1
870	интерес представляет	1	1
871	разницей что	1	1
872	есть одновременно	1	1
873	своей работе	2	1
874	к области	1	1
875	не могла	1	1
876	как если	1	1
877	и тот	3	1
878	о своем	1	1
879	но действительно	1	1
880	не потому	1	1
881	идут от	2	1
882	и была	1	1
883	этим не	2	1
884	задачи и	3	1
885	ее с	2	1
886	своему предмету	1	1
887	большей частью	2	1
888	также не	3	1
889	дать ему	2	1
890	стоит на	3	1
891	только то	1	1
892	таких случаях	1	1
893	явление и	2	1
894	он есть	1	1
895	сослаться на	1	1
896	существование в	1	1
897	что из	4	1
898	быть это	1	1
899	в обстановке	1	1
900	как вообще	1	1
901	должны были	4	1
902	или иное	1	1
903	мы здесь	3	1
904	и часто	2	1
905	то ни	1	1
906	он представляет	1	1
907	знает что	2	1
908	народов на	1	1
909	он почувствовал	1	1
910	в чистом	1	1
911	всего что	1	1
912	в каких	2	1
913	настолько что	1	1
914	того кто	3	1
915	основываясь на	1	1
916	как эта	1	1
917	могло быть	2	1
918	дает ему	2	1
919	имеем в	8	1
920	на которые	1	1
921	ни одной	2	1
922	которые и	1	1
923	показывает как	3	1
924	потом в	1	1
925	не забудем	1	1
926	же а	1	1
927	и начал	2	1
928	совершенно то	2	1
929	невозможно отличить	1	1
930	в точности	2	1
931	он в	4	1
932	корни и	1	1
933	исторические корни	2	1
934	совершенно иного	1	1
935	также как	2	1
936	стороны содержания	1	1
937	тех пор	1	1
938	впервые в	1	1
939	еще нет	4	1
940	к ним	3	1
941	ее не	1	1
942	и никогда	1	1
943	главным образом	3	1
944	если мы	1	1
945	оно имеет	1	1
946	без всякого	2	1
947	принять участие	1	1
948	для такого	1	1
949	но есть	5	1
950	и которая	1	1
951	только одна	2	1
952	по другим	1	1
953	что есть	1	1
954	или с	2	1
955	они должны	3	1
956	у меня	1	1
957	что изучение	1	1
958	приводят к	2	1
959	этом и	2	1
960	формы в	1	1
961	имеет еще	1	1
962	иногда это	4	1
963	которое мы	1	1
964	так возникает	1	1
965	отличается тем	1	1
966	смотрят на	1	1
967	эта черта	1	1
968	что иной	1	1
969	с особой	1	1
970	этих трех	1	1
971	наоборот в	1	1
972	не значит	1	1
973	это дает	1	1
974	бы ему	1	1
975	мало для	1	1
976	только при	1	1
977	русском языке	1	1
978	место для	1	1
979	действительно не	1	1
980	и от	5	1
981	их можно	1	1
982	же в	1	1
983	не представляют	1	1
984	момент в	1	1
985	эта работа	1	1
986	же мы	6	1
987	совсем другое	2	1
988	по одной	1	1
989	это прежде	1	1
990	из анализа	2	1
991	и задачи	1	1
992	он был	2	1
993	чем к	1	1
994	других народов	1	1
995	письменный памятник	1	1
996	д и	1	1
997	во франции	1	1
998	и новые	2	1
999	выходя из	1	1
1000	показывает что	12	1
1001	месте в	1	1
1002	враждебное отношение	1	1
1003	во время	7	1
1004	могут дать	1	1
1005	только потому	1	1
1006	и после	2	1
1007	этого становится	1	1
1008	в так	1	1
1009	для этой	2	1
1010	в картине	2	1
1011	можно с	1	1
1012	после смерти	7	1
1013	о связи	2	1
1014	в самой	1	1
1015	традиции как	1	1
1016	говорится что	1	1
1017	сведения о	1	1
1018	нас и	1	1
1019	он встречается	1	1
1020	и становится	4	1
1021	без применения	1	1
1022	тот же	2	1
1023	что на	1	1
1024	в заключение	1	1
1025	не получается	1	1
1026	можно указать	4	1
1027	их исторического	1	1
1028	никак не	2	1
1029	о ней	2	1
1030	и самый	1	1
1031	в риме	1	1
1032	эту задачу	3	1
