N	2gram	Propp_Morf	Dialekti
374	или на	3	5
375	если он	2	5
376	например в	2	5
377	их в	2	5
378	даже просто	1	5
379	в это	1	5
380	но мы	3	5
381	или другим	1	5
382	е о	1	5
383	может ли	1	5
384	к этому	4	5
385	уже по	1	5
386	и становится	1	5
387	то оно	1	5
388	в качестве	8	5
389	и другое	1	5
390	что его	4	5
391	что под	1	5
392	и она	1	5
393	и у	3	5
394	сих пор	1	5
395	имеет ничего	1	5
396	на нем	3	5
397	также не	1	5
398	но так	2	5
399	она хочет	1	5
400	чаще всего	11	5
401	независимо от	4	5
402	в него	1	5
403	были бы	1	5
404	даны в	1	5
405	если в	7	5
406	от отца	2	5
407	или другого	1	5
408	если это	3	5
409	состоит из	3	5
410	которая не	1	5
411	сразу и	2	5
412	не является	4	5
413	где есть	1	5
414	в течение	1	5
415	явления и	1	5
416	тех пор	1	5
417	только один	1	5
418	для нее	1	5
419	он может	2	5
420	же он	1	5
421	мы еще	1	5
422	точку зрения	1	5
423	что одна	2	5
424	что с	1	5
425	же не	1	5
426	как целое	1	5
427	живой и	2	5
428	из этого	1	5
429	в области	1	5
430	надо было	1	5
431	или как	1	5
432	к ней	3	5
433	и объект	1	5
434	и наконец	1	5
435	вплоть до	1	5
436	можно говорить	1	4
437	и очень	1	4
438	живое существо	2	4
439	д но	4	4
440	как они	2	4
441	из нее	1	4
442	равно как	1	4
443	из самых	1	4
444	в собственном	3	4
445	только для	2	4
446	свою собственную	1	4
447	говорить не	1	4
448	в этот	1	4
449	всегда так	1	4
450	видно что	5	4
451	с другим	1	4
452	эти вопросы	1	4
453	уже знаем	1	4
454	что даже	1	4
455	бы то	3	4
456	д все	2	4
457	не зная	1	4
458	чтобы это	1	4
459	его самого	4	4
460	время и	1	4
461	в состоянии	1	4
462	с тех	1	4
463	у него	2	4
464	к чему	3	4
465	и отношение	1	4
466	но ведь	1	4
467	точек зрения	1	4
468	не нужно	1	4
469	в каждом	1	4
470	о себе	1	4
471	дана в	1	4
472	если не	1	4
473	или же	7	4
474	из двух	3	4
475	что бы	1	4
476	требует чтобы	3	4
477	не по	2	4
478	главным образом	5	4
479	мы будем	3	4
480	а потому	2	4
481	это время	1	4
482	и здесь	7	4
483	как с	1	4
484	это уже	3	4
485	это или	1	4
486	со всеми	1	4
487	почти всегда	1	4
488	можно назвать	3	4
489	связанные с	1	4
490	явлений и	1	4
491	мы имели	1	4
492	том как	2	4
493	чем же	1	4
494	видим что	12	4
495	у которого	1	4
496	быть не	1	4
497	как например	2	4
498	заметить что	11	4
499	друг друга	3	4
500	у вас	1	4
501	в другое	1	4
502	вот мы	2	4
503	данном случае	2	4
504	и этим	7	4
505	этом отношении	2	4
506	есть но	1	4
507	что ни	2	4
508	помнить что	1	4
509	говорят о	1	4
510	на все	1	4
511	сразу же	2	4
512	логической и	1	4
513	бы мы	1	4
514	как результат	1	4
515	что эти	3	4
516	и эти	1	4
517	как ни	1	4
518	по воздуху	3	4
519	что касается	1	4
520	и всякая	1	4
521	в каких	2	4
522	же самое	1	4
523	может содержать	1	4
524	но эта	1	4
525	же можно	3	4
526	же в	3	4
527	такой же	1	4
528	а он	1	4
529	ведь и	1	4
530	не можем	1	4
531	нами выше	1	3
532	для всех	1	3
533	к этой	1	3
534	полная и	1	3
535	другой пример	2	3
536	этот момент	5	3
537	в некоторых	4	3
538	как таковых	3	3
539	нас к	1	3
540	в первом	5	3
541	от одного	1	3
542	именно и	1	3
543	ни было	2	3
544	обоих случаях	2	3
545	всего и	1	3
546	больше чем	1	3
547	д в	2	3
548	но то	1	3
549	говорит что	1	3
550	самого начала	1	3
551	всего этого	1	3
552	же они	2	3
553	в основу	2	3
554	на него	4	3
555	же она	3	3
556	во всей	1	3
557	момент в	2	3
558	действительно в	1	3
559	всего в	1	3
560	или наоборот	2	3
561	содержится в	1	3
562	или нет?	1	3
563	указать на	1	3
564	такая же	1	3
565	будем говорить	1	3
566	с другими	2	3
567	не от	2	3
568	стремится к	1	3
569	то она	1	3
570	совершенно ясно	1	3
571	одно а	1	3
572	уже давно	1	3
573	о которых	1	3
574	куда же	1	3
575	но к	1	3
576	я был	1	3
577	здесь как	1	3
578	а с	2	3
579	данный момент	1	3
580	сюда же	5	3
581	и необходимость	1	3
582	не дает	1	3
583	совсем не	3	3
584	между тем	5	3
585	не так	2	3
586	не более	1	3
587	не приходится	1	3
588	кто же	1	3
589	чем она	1	3
590	возможно что	1	3
591	но есть	3	3
592	сказать о	2	3
593	для чего	1	3
594	понятия и	1	3
595	образом и	1	3
596	и этот	2	3
597	и делает	1	3
598	от другого	3	3
599	нельзя ли	1	3
600	в некое	1	3
601	чувства и	1	3
602	мы понимаем	1	3
603	однако что	1	3
604	следовательно в	1	3
605	же самый	1	3
606	в которых	2	3
607	к другому	2	3
608	два или	1	3
609	все они	1	3
610	как один	1	3
611	бы не	1	3
612	в очень	2	3
613	тех же	4	3
614	в отдельности	1	3
615	хотя это	1	3
616	или иных	1	3
617	мы получим	2	3
618	вслед за	5	3
619	целый ряд	3	3
620	входить в	2	3
621	тем же	2	3
622	одной из	2	3
623	здесь не	3	3
624	сама она	1	3
625	тот же	1	3
626	в свое	2	3
627	или просто	2	3
628	форм и	1	3
629	но на	1	3
630	или оно	1	3
631	итак в	1	3
632	и которая	1	3
633	а объект	1	3
634	такое же	1	3
635	мало того	1	3
636	для нас	2	3
637	чтобы получить	1	3
638	без всяких	1	3
639	этого не	2	3
640	и показать	1	3
641	а то	3	3
642	в какой	3	3
643	и возможно	1	3
644	не дают	1	3
645	так в	1	3
646	по его	1	3
647	ко всему	1	3
648	с самого	1	3
649	отличие от	1	3
650	и религия	1	3
651	до бесконечности	1	3
652	если наконец	1	3
653	но всегда	1	3
654	во время	6	3
655	в свою	1	3
656	далеко не	5	3
657	как то	2	3
658	этого нет	2	3
659	и вне	3	3
660	в который	1	3
661	это можно	2	3
662	это дает	1	3
663	действительно не	1	3
664	в голову	1	3
665	же может	2	3
666	или точнее	1	3
667	они имеют	1	2
668	всего это	3	2
669	это утверждение	1	2
670	нужно однако	1	2
671	к другу	2	2
672	еще раз	1	2
673	здесь же	3	2
674	не нужна	1	2
675	он входит	1	2
676	сама собой	1	2
677	которые не	1	2
678	понятие как	1	2
679	не вызывает	1	2
680	те же	1	2
681	остановиться на	1	2
682	a и	1	2
683	встречается в	4	2
684	он имеет	1	2
685	собственном смысле	3	2
686	небо и	1	2
687	мысль о	1	2
688	она является	1	2
689	друг к	2	2
690	том или	1	2
691	роль в	2	2
692	с третьим	1	2
693	может дать	2	2
694	он является	1	2
695	когда в	2	2
696	более как	1	2
697	является то	1	2
698	первый взгляд	3	2
699	ответить на	2	2
700	во все	1	2
701	которые мы	1	2
702	на части	1	2
703	он был	1	2
704	мы увидим	10	2
705	чему не	2	2
706	это его	1	2
707	во многих	1	2
708	уже было	1	2
709	смысле слова	4	2
710	другой ее	1	2
711	пока не	1	2
712	указать что	1	2
713	в различных	2	2
714	указано что	1	2
715	вызывает никаких	1	2
716	не вполне	1	2
717	свою очередь	1	2
718	так мы	1	2
719	и начинает	1	2
720	в глаза	2	2
721	по характеру	1	2
722	наряду с	7	2
723	они должны	1	2
724	в нашем	6	2
725	находится в	1	2
726	с этими	1	2
727	она может	1	2
728	друг с	1	2
729	того есть	1	2
730	на котором	4	2
731	ни стало	1	2
732	общий принцип	1	2
733	на словах	1	2
734	дает возможность	1	2
735	с своим	1	2
736	и конкретно	1	2
737	он только	1	2
738	как такового	2	2
739	или они	1	2
740	потому не	2	2
741	то для	1	2
742	а ведь	1	2
743	ее можно	1	2
744	не думает	1	2
745	чем в	2	2
746	наконец мы	1	2
747	как объяснить	1	2
748	на этот	2	2
749	что там	2	2
750	от тех	1	2
751	прежде чем	5	2
752	и говорит	1	2
753	это нисколько	1	2
754	которое в	1	2
755	как его	1	2
756	и хорошо	1	2
757	в третий	1	2
758	на тот	1	2
759	теми или	1	2
760	между ними	1	2
761	основано на	1	2
762	больше всего	1	2
763	в других	5	2
764	а для	1	2
765	вопроса о	3	2
766	существовать без	2	2
767	бы к	1	2
768	имеет целью	1	2
769	в тех	8	2
770	сомневаться в	1	2
771	этот вопрос	4	2
772	как эта	1	2
773	ни одной	2	2
774	нет если	1	2
775	целом и	1	2
776	вопрос в	2	2
777	функций и	1	2
778	принципов и	1	2
779	однако в	2	2
780	в систему	1	2
781	образы которые	1	2
782	и др	12	2
783	оно по	1	2
784	многое не	1	2
785	его можно	1	2
786	е он	1	2
787	формулы с	1	2
788	следует за	3	2
789	и живого	1	2
790	во втором	7	2
791	они и	5	2
792	этот закон	1	2
793	ли его	1	2
794	убедиться что	1	2
795	этого и	1	2
796	с такой	1	2
797	и далее	1	2
798	в гл	1	2
799	связанное с	1	2
800	вот как	2	2
801	не требует	1	2
802	в другой	1	2
803	равным образом	1	2
804	то с	3	2
805	постольку поскольку	1	2
806	за это	1	2
807	такое положение	1	2
808	но об	1	2
809	она становится	1	2
810	конечно и	1	2
811	их и	1	2
812	показать что	4	2
813	в точном	1	2
814	быть последовательными	1	2
815	или другими	2	2
816	доходит до	1	2
817	она имеет	1	2
818	которые могут	1	2
819	и просто	1	2
820	видим как	1	2
821	ли он	1	2
822	характерна для	1	2
823	возникает вопрос	3	2
824	всей своей	1	2
825	только он	1	2
826	на своем	1	2
827	в которые	1	2
828	показать как	2	2
829	но оно	2	2
830	три основные	1	2
831	так уже	1	2
832	и многое	1	2
833	по этим	2	2
834	мы переходим	1	2
835	связана с	3	2
836	это то	1	2
837	не должно	1	2
838	могла бы	4	2
839	какие же	1	2
840	самых разнообразных	2	2
841	именно на	1	2
842	на землю	1	2
843	и до	1	2
844	более и	1	2
845	что существуют	1	2
846	в обоих	2	2
847	нет в	1	2
848	имеем в	8	2
849	ее не	1	2
850	или с	3	2
851	и одинаково	1	2
852	в образе	6	2
853	есть категория	1	2
854	к истории	1	2
855	мы берем	1	2
856	где нет	1	2
857	тогда мы	1	2
858	об их	1	2
859	как к	1	2
860	дает нам	1	2
861	же просто	1	2
862	что ему	1	2
863	быть действительно	1	2
864	и уж	1	2
865	не подходит	1	2
866	вывод что	2	2
867	он как	1	2
868	бы на	1	2
869	его и	2	2
870	мы нашли	1	2
871	можно на	1	2
872	и новое	1	2
873	в полном	1	2
874	нет это	1	2
875	силу и	1	2
876	некоторые из	3	2
877	быть или	1	2
878	качестве примера	1	2
879	что например	1	2
880	от своих	1	2
881	на каком	1	2
882	ко второму	1	2
883	о характере	2	2
884	дело в	1	2
885	это еще	2	2
886	с теми	4	2
887	исходят из	2	2
888	ни одна	4	2
889	бы быть	1	2
890	с логической	2	2
891	далее мы	2	2
892	так если	3	2
893	не стоит	1	2
894	на одном	1	2
895	эти формулы	1	2
896	на его	5	2
897	с другом	1	2
898	это так	2	2
899	можно утверждать	1	2
900	эти же	1	2
901	этих двух	1	2
902	быть во	1	2
903	разница между	1	2
904	там где	5	2
905	что каждая	1	2
906	тут и	1	2
907	то чего	1	2
908	зависеть от	1	2
909	как особого	2	2
910	это делается	2	2
911	для каждой	3	2
912	как таковые	4	2
913	исходит от	2	2
914	пор не	1	2
915	форма есть	1	2
916	мы находимся	1	2
917	что данный	1	2
918	в нашей	1	2
919	еще в	1	2
920	пр и	3	2
921	у нее	2	2
922	было указано	1	2
923	скажем что	1	2
924	на это	1	2
925	всем ее	1	2
926	которые в	1	2
927	и начинается	1	2
928	еще одно	1	2
929	все еще	3	2
930	по законам	1	2
931	является ли	1	2
932	однако все	2	2
933	природой и	1	2
934	в целом	5	2
935	его составные	1	2
936	можно указать	3	2
937	нечто иное	1	2
938	это на	1	1
939	было так	1	1
940	и другие	6	1
941	видели в	1	1
942	заметим что	3	1
943	которой все	2	1
944	идет по	2	1
945	между двумя	1	1
946	состава и	1	1
947	это приведет	1	1
948	на эти	1	1
949	материю можно	1	1
950	зрения совершенно	1	1
951	самого себя	2	1
952	более ярко	1	1
953	в применении	1	1
954	момента в	1	1
955	каков характер	1	1
956	формы в	1	1
957	каждой категории	1	1
958	и отдельно	1	1
959	которым они	1	1
960	думается что	1	1
961	можно заметить	2	1
962	о формах	3	1
963	должны теперь	1	1
964	которые по	1	1
965	которое может	2	1
966	так например	3	1
967	быть заменено	1	1
968	собственно не	1	1
969	одна за	1	1
970	одному из	3	1
971	но эти	3	1
972	случае он	2	1
973	не меняет	2	1
974	другое сопоставление	1	1
975	церковь и	1	1
976	этом основании	1	1
977	надо однако	1	1
978	свет а	1	1
979	чтобы в	1	1
980	быть названа	1	1
981	стоит в	1	1
982	приходим к	3	1
983	на свой	1	1
984	законы и	1	1
985	по их	5	1
986	каким образом	1	1
987	пр предметы	1	1
988	за ним	1	1
989	только можно	1	1
990	как действуют	1	1
991	кончается то	1	1
992	ведет к	1	1
993	еще недостаточно	1	1
994	как там	1	1
995	исходить из	1	1
996	между прочим	1	1
997	и другим	3	1
998	функций конечно	1	1
999	начинается с	5	1
1000	духа в	1	1
1001	отца а	1	1
1002	одновременно и	1	1
1003	кем и	1	1
1004	является данная	1	1
1005	через все	1	1
1006	к земле	1	1
1007	иногда играет	1	1
1008	е на	1	1
1009	выводятся из	1	1
1010	это определение	1	1
1011	за ней	2	1
1012	не думал	1	1
1013	поставить вопрос	2	1
1014	этих случаях	15	1
1015	еще придется	1	1
1016	и обозначает	1	1
1017	г в	1	1
1018	во лбу	1	1
1019	боя и	1	1
1020	бы по	1	1
1021	этим мы	1	1
1022	свою форму	1	1
1023	к другой	2	1
1024	имеется два	1	1
1025	гл vii	1	1
1026	вопрос чем	1	1
1027	можно считать	1	1
1028	или вернее	1	1
1029	как та	1	1
1030	чрезвычайно мало	1	1
1031	что земля	1	1
1032	применении к	1	1
1033	совершенно особое	1	1
1034	она их	1	1
1035	в лесу	2	1
1036	входит в	4	1
1037	имеет в	1	1
1038	о похищении	2	1
1039	тогда перед	1	1
1040	есть учение	1	1
1041	совершенно очевидно	1	1
1042	в самых	2	1
1043	к своей	1	1
1044	и разве	1	1
1045	из таких	2	1
1046	оно так	1	1
1047	втором случае	1	1
1048	приходит к	1	1
1049	случаях нет	2	1
1050	в брак	1	1
1051	образом что	1	1
1052	не содержат	1	1
1053	очень большой	1	1
1054	что ее	1	1
1055	существовать и	1	1
1056	особый смысл	1	1
1057	перед ним	1	1
1058	и создают	1	1
1059	возможность или	1	1
1060	оно также	1	1
1061	друг на	2	1
1062	наши общие	1	1
1063	и три	1	1
1064	рук и	1	1
1065	на те	1	1
1066	могут и	2	1
1067	и ног	1	1
1068	убежден что	1	1
1069	или если	1	1
1070	по ней	1	1
1071	они есть	1	1
1072	этих типов	1	1
1073	него специфична	1	1
1074	следующим образом	4	1
1075	образом как	1	1
1076	получить в	1	1
1077	и вдруг	1	1
1078	убит в	1	1
1079	совершенно особой	1	1
1080	ли кто-нибудь	1	1
1081	всех людей	1	1
1082	быть поставлено	1	1
1083	две и	1	1
1084	также является	1	1
1085	не получает	2	1
1086	и две	1	1
1087	но там	1	1
1088	как необходимая	1	1
1089	однако же	1	1
1090	эту же	1	1
1091	мы скажем	1	1
1092	в подобных	1	1
1093	не происходит	3	1
1094	последнем случае	3	1
1095	этого может	1	1
1096	в научной	2	1
1097	после того	1	1
1098	вопрос не	2	1
1099	один пример	1	1
1100	отсюда для	1	1
1101	собой в	2	1
1102	тело к	1	1
1103	всматриваясь в	1	1
1104	к себе	2	1
1105	нашей работы	2	1
1106	не стремится	1	1
1107	сравнить с	1	1
1108	но такой	1	1
1109	него самого	1	1
1110	форма не	1	1
1111	который можно	1	1
1112	должен решаться	1	1
1113	каких же	1	1
1114	же мне	1	1
1115	и за	2	1
1116	и определение	1	1
1117	многих отношениях	1	1
1118	относятся такие	1	1
1119	видим каков	1	1
1120	видит в	1	1
1121	тем больше	1	1
1122	утверждение что	1	1
1123	борьбы с	1	1
1124	д это	1	1
1125	как нарушение	1	1
1126	что за	1	1
1127	этим и	1	1
1128	дало бы	1	1
1129	говорить лишь	1	1
1130	может трактоваться	1	1
1131	смысла но	1	1
1132	сознаем что	1	1
1133	это сказка	3	1
1134	и всю	1	1
1135	формы для	1	1
1136	и по-видимому	1	1
1137	когда говорят	1	1
1138	будет зависеть	1	1
1139	же оно	2	1
1140	лишь на	2	1
1141	от одной	1	1
1142	от правильности	1	1
1143	ее поэтому	1	1
1144	целое то	1	1
1145	наконец есть	1	1
1146	какая разница	1	1
1147	или иные	2	1
1148	выше мы	1	1
1149	и вызывает	3	1
1150	мы пока	2	1
1151	же касается	1	1
1152	вне связи	3	1
1153	из одного	1	1
1154	большого объема	1	1
1155	в эту	1	1
1156	за другой	1	1
1157	подобных случаях	4	1
1158	и отдельные	1	1
1159	вопрос что	3	1
1160	чтобы его	2	1
1161	большой интерес	1	1
1162	воды и	1	1
1163	совершенно другой	2	1
1164	не знаешь	2	1
1165	и самая	1	1
1166	могли бы	2	1
1167	но можно	1	1
1168	о происхождении	2	1
1169	бы показать	1	1
1170	земле и	1	1
1171	то второй	1	1
1172	иногда на	1	1
1173	играет роль	1	1
1174	иногда же	2	1
1175	положения в	1	1
1176	очень часто	6	1
1177	д с	1	1
1178	специальное исследование	1	1
1179	сына в	2	1
1180	или во	1	1
1181	сама природа	1	1
1182	и условно	1	1
1183	все остальные	1	1
1184	д таким	1	1
1185	две формы	1	1
1186	а разве	1	1
1187	уже дается	1	1
1188	на другой	1	1
1189	ту же	2	1
1190	только об	1	1
1191	говорится и	1	1
1192	всякого изменения	1	1
1193	остается на	1	1
1194	решить вопрос	2	1
1195	кажется что	1	1
1196	бы они	2	1
1197	можно сделать	2	1
1198	надо сказать	1	1
1199	реакции на	1	1
1200	ли считать	1	1
1201	вспомним что	1	1
1202	тем и	2	1
1203	самого он	1	1
1204	сколько можно	2	1
1205	может считаться	6	1
1206	в нее	2	1
1207	которых один	2	1
1208	обращаться в	1	1
1209	на свое	1	1
1210	меняется и	1	1
1211	борьба в	1	1
1212	значение и	3	1
1213	пример если	1	1
1214	и целые	1	1
1215	и никогда	1	1
1216	оно имеет	1	1
1217	следующее если	1	1
1218	но прежде	1	1
1219	них не	1	1
1220	примеров это	1	1
1221	ее а	1	1
1222	элементы а	1	1
1223	сразу есть	1	1
1224	при случае	1	1
1225	же с	1	1
1226	теми же	1	1
1227	и была	1	1
1228	на изготовление	1	1
1229	другой не	2	1
1230	например о	1	1
1231	форма может	1	1
1232	если они	2	1
1233	ее нужно	1	1
1234	его к	1	1
1235	это совершенно	1	1
1236	случае это	1	1
1237	меня не	1	1
1238	который для	1	1
1239	имеет свою	1	1
1240	эти процессы	1	1
1241	то всякая	1	1
1242	покажет что	1	1
1243	другой более	1	1
1244	жизненных явлений	1	1
1245	достигает своей	1	1
1246	нет а	1	1
1247	однако и	1	1
1248	одном месте	1	1
1249	положения и	1	1
1250	никак нельзя	1	1
1251	в сказках	3	1
1252	эти ученые	1	1
1253	раз он	3	1
1254	такого описания	1	1
1255	религии в	1	1
1256	облик и	1	1
1257	в последнем	3	1
1258	и должны	1	1
1259	только те	1	1
1260	мы приходим	3	1
1261	к тем	1	1
1262	такую форму	1	1
1263	д он	2	1
1264	на анализе	1	1
1265	процессов и	1	1
1266	а дальнейшее	1	1
1267	на дороге	2	1
1268	которые он	1	1
1269	составные части	10	1
1270	на первом	1	1
1271	и менее	1	1
1272	не говорится	1	1
1273	и дает	2	1
1274	если о	1	1
1275	своей конкретности	1	1
1276	также совершенно	1	1
1277	непонятно почему	1	1
1278	можно сомневаться	1	1
1279	с применением	1	1
1280	другой что	1	1
1281	такое сопоставление	1	1
1282	в живых	3	1
1283	но этого	1	1
1284	если этого	1	1
1285	становится на	1	1
1286	и тот	2	1
1287	под этим	1	1
1288	в плоскости	3	1
1289	другое что	1	1
1290	приобретают совершенно	1	1
1291	знать что	2	1
1292	с религией	1	1
1293	с этого	2	1
1294	здесь мы	3	1
1295	до этого	1	1
1296	они даны	2	1
1297	коня и	2	1
1298	все тем	1	1
1299	обходится без	1	1
1300	одновременно с	1	1
1301	как при	1	1
1302	все события	1	1
1303	домой с	1	1
1304	из пяти	1	1
1305	превращаются в	1	1
1306	от вашего	1	1
1307	и действительно	1	1
1308	д они	2	1
1309	эти явления	1	1
1310	к самым	1	1
1311	нам возможность	1	1
1312	уже говорить	1	1
1313	на эту	1	1
1314	этим в	1	1
1315	влияния на	1	1
1316	приводит к	3	1
1317	связаны между	1	1
