N	2gram	Potebnia_M	Vvedenie
370	не исчерпывается	2	2
371	что несмотря	1	2
372	о которой	2	2
373	время не	1	2
374	себя в	1	2
375	как говорят	1	2
376	для них	2	2
377	не столько	3	2
378	у нас	3	2
379	от языка	5	2
380	стороны языка	1	2
381	в формах	3	2
382	по времени	5	2
383	в следующем	1	2
384	все равно	1	2
385	лежит в	1	2
386	и развития	2	2
387	то она	3	2
388	такого же	2	2
389	говорит он	4	2
390	в таких	2	2
391	в своих	4	2
392	не было	7	2
393	что нет	2	2
394	этой точки	2	2
395	этого не	2	2
396	а во-вторых	1	2
397	ее от	1	2
398	ни одна	2	2
399	что к	2	2
400	и с	3	2
401	по их	1	2
402	каким образом	3	2
403	будто бы	1	2
404	которое в	1	2
405	виде в	1	2
406	языков и	1	2
407	с теми	2	2
408	как увидим	4	2
409	как явление	1	2
410	жизни и	3	2
411	например в	4	2
412	значении этого	1	2
413	тому что	4	2
414	случае не	1	2
415	и без	4	2
416	к таким	2	2
417	в связи	2	2
418	подобно тому	7	2
419	следует понимать	1	2
420	рядом с	3	2
421	и так	1	2
422	и вопрос	3	2
423	есть только	16	2
424	том смысле	7	2
425	следовательно и	2	2
426	в ряду	6	2
427	и при	6	2
428	языка но	3	2
429	по его	7	2
430	ее частей	1	2
431	о которых	5	2
432	же касается	1	2
433	но уже	2	2
434	пока не	1	2
435	себе и	2	2
436	со словом	4	2
437	в каждой	1	2
438	разумеется с	1	2
439	как только	1	2
440	могло бы	4	2
441	не иначе	4	2
442	вопрос что	1	2
443	понятно не	1	2
444	которые были	1	2
445	как сказано	1	2
446	во всех	12	2
447	этих двух	1	2
448	и чем	1	2
449	которая как	1	2
450	не говоря	1	2
451	и потому	7	2
452	которые не	5	2
453	но как	4	2
454	нужно знать	1	2
455	мы можем	10	2
456	не существует	2	2
457	не могли	2	2
458	можно считать	2	2
459	бы с	2	2
460	на задний	1	2
461	что мы	11	2
462	когда мы	4	2
463	на свои	2	2
464	что каждая	1	2
465	одно целое	3	2
466	мы уже	1	2
467	ничего не	2	2
468	к отдельным	1	2
469	в языке	36	2
470	в свою	8	2
471	задний план	1	2
472	д в	1	2
473	тому как	8	2
474	так называемую	1	2
475	это заставляет	1	2
476	на такие	2	2
477	в отношениях	2	2
478	из его	1	2
479	в этот	1	2
480	могут не	3	2
481	история языка	3	2
482	мы должны	4	2
483	самом своем	1	2
484	не мог	3	2
485	для нее	4	2
486	что если	7	2
487	своему значению	1	2
488	народов и	1	2
489	увидим что	4	2
490	в прошлом	1	2
491	если же	5	2
492	объяснить его	1	2
493	отношении к	1	2
494	хотя в	3	2
495	точно так	18	2
496	из него	3	2
497	чем больше	1	2
498	в тех	1	2
499	вообще в	1	2
500	а между	5	2
501	языка так	1	2
502	языка или	2	2
503	факт что	1	2
504	и до	1	2
505	этой стороны	1	2
506	отдать себе	1	2
507	свое значение	1	2
508	тогда как	10	2
509	каждый из	1	2
510	до того	2	2
511	свою очередь	8	2
512	обратим внимание	1	2
513	не совпадает	1	2
514	наука не	1	2
515	состоит в	1	2
516	таким путем	4	2
517	одной и	4	2
518	в этимологии	1	2
519	ко времени	1	2
520	что можно	3	2
521	что здесь	1	2
522	одно и	1	2
523	языка не	5	2
524	известного времени	1	2
525	если это	2	2
526	природы и	1	2
527	есть действительно	1	2
528	мы называем	4	2
529	но вместе	4	2
530	мог бы	5	2
531	в практическом	1	2
532	и др	1	2
533	язык но	3	2
534	значение и	4	2
535	должно быть	9	2
536	одного и	6	2
537	здесь разумеется	1	2
538	произведения и	1	2
539	них не	3	2
540	языка как	6	2
541	в известных	1	2
542	с чем	1	2
543	а так	4	2
544	том же	3	2
545	этих наук	1	2
546	тем более	2	2
547	языка с	6	2
548	языка а	3	2
549	всего к	1	2
550	что именно	2	2
551	на то	5	2
552	только после	2	2
553	письменности и	1	2
554	в создании	6	2
555	историю и	1	2
556	его к	3	2
557	слова как	1	2
558	на котором	1	2
559	быть названы	3	2
560	этого слова	5	2
561	но это	7	2
562	так называемое	1	2
563	бы в	6	2
564	жизни как	1	2
565	имеет свою	1	2
566	и совершенно	2	2
567	к языку	6	2
568	только о	2	2
569	каким она	1	2
570	деятельности и	5	2
571	на рубеже	1	2
572	находящееся в	1	2
573	не к	1	2
574	к общим	1	1
575	литературного языка	1	1
576	исходную точку	1	1
577	характера как	1	1
578	все в	2	1
579	к лицу	1	1
580	были бы	4	1
581	известное время	1	1
582	то в	6	1
583	считать не	1	1
584	имеет своим	1	1
585	всех отношениях	1	1
586	мысли по	2	1
587	дает нам	2	1
588	только тогда	7	1
589	к общему	4	1
590	связи и	1	1
591	и стало	1	1
592	язык может	2	1
593	на других	1	1
594	все что	5	1
595	изменение в	2	1
596	преимущество что	1	1
597	языков так	1	1
598	взгляд на	2	1
599	становится возможным	1	1
600	его предметом	1	1
601	вложен в	1	1
602	мы видим	5	1
603	в возможности	1	1
604	то очевидно	1	1
605	сравнении с	4	1
606	и прямо	1	1
607	знать что	2	1
608	и многие	1	1
609	он старается	2	1
610	для нашего	1	1
611	народов в	1	1
612	человека к	1	1
613	как одна	1	1
614	та же	1	1
615	народов не	1	1
616	есть наука	4	1
617	за ним	2	1
618	нужные для	2	1
619	таковы например	1	1
620	себе содержание	1	1
621	мышления и	1	1
622	смысле что	2	1
623	его нельзя	1	1
624	здесь именно	1	1
625	этого направления	1	1
626	они не	5	1
627	почва для	1	1
628	до своего	2	1
629	в вопросах	1	1
630	которое он	2	1
631	различие между	2	1
632	к человеку	1	1
633	по тому	1	1
634	и составляют	1	1
635	бы то	2	1
636	похожи на	1	1
637	также что	2	1
638	известно что	3	1
639	на язык	7	1
640	освободить от	1	1
641	роль и	1	1
642	его из	1	1
643	исторической жизни	1	1
644	к одной	3	1
645	жизни а	1	1
646	им как	2	1
647	нужно было	3	1
648	время и	2	1
649	с известным	2	1
650	именно так	2	1
651	что каждый	1	1
652	первой по	1	1
653	до времени	1	1
654	как к	1	1
655	становится для	2	1
656	взгляду на	1	1
657	именно он	1	1
658	которые он	1	1
659	может еще	2	1
660	в общих	1	1
661	до него	1	1
662	и прочих	1	1
663	которых мы	3	1
664	что этого	1	1
665	но еще	1	1
666	б и	2	1
667	общие свойства	1	1
668	притом не	5	1
669	различными по	1	1
670	и имеет	1	1
671	для себя	4	1
672	содействует этому	1	1
673	самое понятие	2	1
674	том каким	1	1
675	в определенное	1	1
676	для всякого	3	1
677	мы знаем	2	1
678	отношения к	2	1
679	или по	2	1
680	из основных	2	1
681	его содержание	2	1
682	еще более	2	1
683	не теряет	1	1
684	объяснение в	1	1
685	возрастает по	1	1
686	на те	2	1
687	для него	13	1
688	самостоятельное существование	1	1
689	ни было	4	1
690	бы на	1	1
691	на одно	1	1
692	это значит	1	1
693	предмет это	1	1
694	ко вторым	1	1
695	а это	1	1
696	целого к	1	1
697	с ним	7	1
698	особенности этого	1	1
699	почему в	1	1
700	что при	6	1
701	одних только	2	1
702	что так	2	1
703	в некоторых	4	1
704	которого он	1	1
705	одном и	3	1
706	какие именно	1	1
707	положение что	1	1
708	общего содержания	1	1
709	§ но	3	1
710	самого содержания	1	1
711	ее в	1	1
712	всегда заключает	1	1
713	это изменение	1	1
714	от этой	1	1
715	для нас	29	1
716	и за	1	1
717	видеть в	3	1
718	при известном	1	1
719	указание на	2	1
720	слова в	7	1
721	и о	3	1
722	то мы	4	1
723	а есть	1	1
724	основании она	1	1
725	на самом	2	1
726	на одной	1	1
727	лицом к	1	1
728	своих собственных	1	1
729	его от	2	1
730	на которой	1	1
731	случае словом	1	1
732	ее предмет	1	1
733	но одно	1	1
734	возможно только	6	1
735	с пониманием	1	1
736	нет никакого	1	1
737	понятий в	3	1
738	таком случае	4	1
739	себе не	3	1
740	существует потому	1	1
741	все прочие	1	1
742	и которые	3	1
743	нельзя считать	1	1
744	у него	3	1
745	по словам	1	1
746	не на	3	1
747	из чужих	1	1
748	существует и	1	1
749	не выходя	1	1
750	мы находим	3	1
751	законы развития	1	1
752	он обладал	1	1
753	совершенно ясно	1	1
754	вопрос об	3	1
755	что все	4	1
756	оно не	4	1
757	животных так	1	1
758	как не	4	1
759	языка поэтому	1	1
760	как они	1	1
761	как же	1	1
762	чтобы в	1	1
763	как эти	2	1
764	психологии и	1	1
765	быть названа	1	1
766	внутреннее единство	2	1
767	есть нечто	7	1
768	если не	5	1
769	характер но	1	1
770	более или	6	1
771	что ни	2	1
772	человеческой природы	4	1
773	в духе	1	1
774	но на	3	1
775	говорим о	1	1
776	или не	3	1
777	все то	2	1
778	но он	3	1
779	ним должно	1	1
780	или в	4	1
781	которых и	2	1
782	когда оно	1	1
783	однако что	1	1
784	от своего	2	1
785	помнить что	6	1
786	или без	2	1
787	только за	1	1
788	на которое	2	1
789	такой точки	1	1
790	что его	2	1
791	существует как	1	1
792	опыт с	1	1
793	и внутри	1	1
794	слова но	4	1
795	что будет	1	1
796	но совершенно	2	1
797	существуют и	1	1
798	что у	2	1
799	которой как	1	1
800	неизбежности и	1	1
801	с другими	3	1
802	и возбуждает	1	1
803	нужно обратить	1	1
804	и все	6	1
805	будет отвечать	1	1
806	в некотором	2	1
807	содержание и	1	1
808	бытия и	3	1
809	еще в	1	1
810	общие признаки	1	1
811	есть в	4	1
812	только такой	1	1
813	групп не	1	1
814	в языках	4	1
815	быть только	7	1
816	наоборот как	1	1
817	может и	1	1
818	иначе как	2	1
819	свойствам их	1	1
820	частного и	1	1
821	ведущие к	1	1
822	но для	1	1
823	в малом	1	1
824	в построении	1	1
825	представлять себе	1	1
826	существующие в	3	1
827	непосредственно как	1	1
828	степени силы	2	1
829	из всего	2	1
830	сторона его	1	1
831	очевидно что	5	1
832	слова а	3	1
833	значения и	1	1
834	в таком	7	1
835	и скорее	1	1
836	я и	1	1
837	если он	1	1
838	судить о	3	1
839	в жизни	5	1
840	при исследовании	2	1
841	можно назвать	1	1
842	видно из	3	1
843	мысли но	2	1
844	заметить что	7	1
845	в стороне	5	1
846	развития но	1	1
847	давно уже	2	1
848	на другую	1	1
849	в одних	2	1
850	и совсем	1	1
851	них это	1	1
852	свой собственный	1	1
853	не ограничивается	3	1
854	состоит из	1	1
855	и дух	4	1
856	выражается в	2	1
857	одном случае	1	1
858	и язык	12	1
859	похож на	1	1
860	не вытекает	1	1
861	с ними	2	1
862	не предполагает	1	1
863	человек в	1	1
864	что по	3	1
865	при более	1	1
866	если и	3	1
867	есть та	1	1
868	прямо а	1	1
869	поэтому его	1	1
870	или даже	3	1
871	из чего	1	1
872	далеко не	4	1
873	понятно почему	1	1
874	общих чертах	1	1
875	между прочим	5	1
876	значит не	1	1
877	в одно	5	1
878	язык представляется	1	1
879	человека на	1	1
880	языка по	2	1
881	человеке и	2	1
882	себя к	1	1
883	не от	4	1
884	как с	1	1
885	народа и	2	1
886	как ее	1	1
887	о единстве	1	1
888	без этого	1	1
889	к характеру	1	1
890	и могут	1	1
891	в сравнении	5	1
892	не прямо	1	1
893	в такой	2	1
894	самые сложные	1	1
895	а действительно	1	1
896	отличается от	1	1
897	доходят до	2	1
898	не создает	2	1
899	языка во	1	1
900	любви и	1	1
901	что предметы	1	1
902	слово в	2	1
903	человека или	1	1
904	том как	6	1
905	это было	3	1
906	язык это	1	1
907	стороне все	1	1
908	языка то	4	1
909	он вполне	1	1
910	которого не	1	1
911	на его	1	1
912	данными по	1	1
913	он по	1	1
914	так а	2	1
915	к мысли	3	1
916	в сторону	1	1
917	сделать его	2	1
918	славянских языках	1	1
919	в греческом	1	1
920	природа и	2	1
921	которая не	1	1
922	не его	1	1
923	для нашей	1	1
924	тому же	1	1
925	который находит	1	1
926	как именно	3	1
927	в эту	2	1
928	что вообще	2	1
929	и понимания	10	1
930	или менее	6	1
931	и у	3	1
932	оставляя в	1	1
933	в одной	2	1
934	и понимание	3	1
935	быть назван	1	1
936	мысли в	11	1
937	развития а	1	1
938	эстетическое впечатление	1	1
939	в законах	1	1
940	как произведение	1	1
941	по поводу	7	1
942	вопроса о	2	1
943	сразу и	1	1
944	но разумеется	1	1
945	свои корни	1	1
946	смотреть как	1	1
947	с первого	1	1
948	на них	1	1
949	из общего	1	1
950	мы по	1	1
951	можно и	1	1
952	чтобы сделать	1	1
953	и народов	2	1
954	слова для	5	1
955	не была	2	1
956	и основные	1	1
957	в природе	11	1
958	язык имеет	2	1
959	что эти	1	1
960	одно время	3	1
961	перестает быть	3	1
962	здесь как	1	1
963	ко всему	1	1
964	его и	1	1
965	того или	1	1
966	разница между	5	1
967	изучением языка	1	1
968	к нашему	1	1
969	он вовсе	1	1
970	не видит	1	1
971	высокой степени	1	1
972	совершенно не	1	1
973	его словам	2	1
974	человека в	3	1
975	если признать	1	1
976	и эти	1	1
977	находит свое	1	1
978	с двумя	1	1
979	и многое	1	1
980	а к	1	1
981	утверждении что	1	1
982	в полной	1	1
983	может выражаться	1	1
984	разница лишь	1	1
985	значение только	1	1
986	что отношения	2	1
987	имеют в	2	1
988	и более	3	1
989	разумеется в	1	1
990	при полной	1	1
991	сложившиеся в	2	1
992	и изменениями	1	1
993	языка вообще	1	1
994	вытекает из	3	1
995	сплошь да	1	1
996	каждая из	1	1
997	с самого	5	1
998	образом мы	3	1
999	уже из	1	1
1000	и самые	1	1
1001	в действительности	6	1
1002	и такие	1	1
1003	этот взгляд	2	1
1004	что этот	1	1
1005	как та	1	1
1006	к слову	1	1
1007	значит что	1	1
1008	какие бы	1	1
1009	не исключительно	1	1
1010	должно было	1	1
1011	к сказанному	1	1
1012	ясно и	2	1
1013	тех же	1	1
1014	каждом из	1	1
1015	и законности	1	1
1016	к лингвистике	1	1
1017	что искать	1	1
1018	в круг	1	1
1019	превращается в	2	1
1020	был уже	1	1
1021	это как	1	1
1022	или меньшую	1	1
1023	известных условиях	2	1
1024	в самых	2	1
1025	случае и	1	1
1026	как язык	1	1
1027	представления в	1	1
1028	еще на	1	1
1029	их стремление	1	1
1030	а одним	1	1
1031	невозможны без	1	1
1032	так сказать	5	1
1033	и чувства	3	1
1034	то эти	1	1
1035	общими и	1	1
1036	которые нам	1	1
1037	наконец в	1	1
1038	из совокупности	1	1
1039	не должен	1	1
1040	но тогда	3	1
1041	не дает	2	1
1042	во всей	1	1
1043	истории но	1	1
1044	выше но	1	1
1045	не должно	2	1
1046	но во	3	1
1047	что входит	1	1
1048	а от	2	1
1049	нам по	3	1
1050	сверх этого	1	1
1051	следует представлять	1	1
1052	е о	1	1
1053	времени становится	1	1
1054	не по	4	1
1055	с какой	1	1
1056	быть не	7	1
1057	бы назвать	1	1
1058	можно различить	1	1
1059	и должна	1	1
1060	она могла	2	1
1061	языку и	2	1
1062	и другой	1	1
1063	во многих	5	1
1064	объясняется и	1	1
1065	не всегда	2	1
1066	уже о	1	1
1067	имея в	3	1
1068	он оставил	1	1
1069	просто не	1	1
1070	явления в	2	1
1071	когда язык	2	1
1072	в себя	2	1
1073	нужна для	1	1
1074	больше в	1	1
1075	из себя	6	1
1076	этих чувственных	1	1
1077	из самого	3	1
1078	в которой	5	1
1079	обстоятельствах при	1	1
1080	степень силы	1	1
1081	которая по	1	1
1082	лишь в	2	1
1083	бы только	2	1
1084	не будет	2	1
1085	между двумя	1	1
1086	в значении	1	1
1087	вследствие этого	1	1
1088	только один	3	1
1089	то все	6	1
1090	не могло	3	1
1091	воплощается в	1	1
1092	должны быть	11	1
1093	народного духа	2	1
1094	того с	1	1
1095	между отдельными	1	1
1096	только совокупность	1	1
1097	и языки	1	1
1098	и та	1	1
1099	в науке	1	1
1100	слова не	2	1
1101	втором случае	1	1
1102	и об	1	1
1103	к области	1	1
1104	не могла	2	1
1105	как если	1	1
1106	и тот	1	1
1107	язык есть	17	1
1108	за пределы	4	1
1109	ближе всего	1	1
1110	не потому	2	1
1111	уже потому	1	1
1112	заключает в	6	1
1113	говорит что	1	1
1114	при известных	3	1
1115	этим не	1	1
1116	задачи и	1	1
1117	ее с	2	1
1118	с собственно	1	1
1119	и объясняется	1	1
1120	чтобы убедиться	2	1
1121	человеческого духа	6	1
1122	обширном смысле	2	1
1123	например и	1	1
1124	предмет грамматики	1	1
1125	других отношений	1	1
1126	только тем	2	1
1127	литература имеет	1	1
1128	значительной степени	3	1
1129	существует ли	1	1
1130	да рядом	1	1
1131	только то	3	1
1132	как одно	1	1
1133	и затем	1	1
1134	что такая	2	1
1135	то как	1	1
1136	к первым	1	1
1137	он есть	3	1
1138	существование в	1	1
1139	та которая	1	1
1140	историческое исследование	1	1
1141	что из	2	1
1142	и всегда	3	1
1143	когда говорим	1	1
1144	человека и	2	1
1145	самого начала	5	1
1146	как вообще	3	1
1147	должны были	2	1
1148	достигает того	1	1
1149	большую или	1	1
1150	и называют	1	1
1151	то ни	3	1
1152	нем есть	2	1
1153	в чистом	1	1
1154	есть продукт	1	1
1155	убедиться в	1	1
1156	многих случаях	2	1
1157	в каких	1	1
1158	и вопросы	1	1
1159	и какое	2	1
1160	его собственной	1	1
1161	другом значении	1	1
1162	соприкасается с	1	1
1163	того кто	2	1
1164	как эта	1	1
1165	но теперь	1	1
1166	могло быть	1	1
1167	но которые	1	1
1168	имеем в	1	1
1169	на которые	1	1
1170	чем с	1	1
1171	в сложных	1	1
1172	показывает как	1	1
1173	содержания но	1	1
1174	известного рода	1	1
1175	литературы или	1	1
1176	заставляет нас	2	1
1177	он в	1	1
1178	своим содержанием	1	1
1179	вообще все	1	1
1180	целью усилий	1	1
1181	место в	3	1
1182	на деле	6	1
1183	относительно поздно	1	1
1184	языка будет	1	1
1185	тех пор	2	1
1186	одного из	3	1
1187	на две	2	1
1188	к новым	2	1
1189	а и	5	1
1190	к ним	3	1
1191	содержанием и	1	1
1192	ее не	1	1
1193	есть содержание	1	1
1194	общего с	3	1
1195	она может	3	1
1196	главным образом	4	1
1197	же язык	2	1
1198	если мы	5	1
1199	оно имеет	2	1
1200	эти чувственные	1	1
1201	без всякого	1	1
1202	во-вторых и	1	1
1203	то именно	1	1
1204	в ходе	1	1
1205	но есть	1	1
1206	быть получено	1	1
1207	имеют не	1	1
1208	что есть	3	1
1209	же всего	1	1
1210	от нашего	3	1
1211	деле есть	2	1
1212	языке может	1	1
1213	что изучение	1	1
1214	образом язык	1	1
1215	возможности так	1	1
1216	чем то	1	1
1217	выражения в	1	1
1218	жизни языка	1	1
1219	того времени	2	1
1220	этом и	1	1
1221	скорее как	1	1
1222	формы в	1	1
1223	себе общий	1	1
1224	которое мы	5	1
1225	языка к	2	1
1226	смотрят на	1	1
1227	сообразить что	1	1
1228	к которому	5	1
1229	наоборот в	1	1
1230	движение в	1	1
1231	связь в	1	1
1232	это дает	1	1
1233	зрения на	1	1
1234	быть определено	1	1
1235	только при	3	1
1236	он служит	1	1
1237	и от	5	1
1238	без того	1	1
1239	для которого	1	1
1240	к чтению	1	1
1241	бы сказать	1	1
1242	теми же	1	1
1243	язык во	2	1
1244	образом в	5	1
1245	был дан	1	1
1246	такие которые	2	1
1247	же в	7	1
1248	мысли как	1	1
1249	другой не	2	1
1250	которых теперь	1	1
1251	из пределов	1	1
1252	нем то	1	1
1253	том только	1	1
1254	хотя все	1	1
1255	бы никакого	1	1
1256	что без	2	1
1257	как деятельность	2	1
1258	из необходимых	2	1
1259	слово но	1	1
1260	и прежде	1	1
1261	каком он	1	1
1262	во-первых не	1	1
1263	во-вторых не	1	1
1264	жизни человечества	2	1
1265	совсем другое	1	1
1266	что содержание	1	1
1267	по одной	3	1
1268	до тех	1	1
1269	к возможно	1	1
1270	этот последний	1	1
1271	необходимых условий	1	1
1272	язык или	1	1
1273	эти процессы	1	1
1274	при каких	1	1
1275	как предмет	3	1
1276	были в	1	1
1277	науке а	1	1
1278	ее член	1	1
1279	в значительном	1	1
1280	отношении его	1	1
1281	д и	2	1
1282	живым и	1	1
1283	§ ii	1	1
1284	выходя из	1	1
1285	показывает что	3	1
1286	или при	1	1
1287	того совершенства	1	1
1288	к этим	2	1
1289	во время	5	1
1290	остановиться на	1	1
1291	только потому	4	1
1292	в так	1	1
1293	и совершается	1	1
1294	есть система	1	1
1295	в картине	1	1
1296	и искусство	1	1
1297	других языках	1	1
1298	чтобы не	3	1
1299	в самой	5	1
1300	чем богаче	1	1
1301	значении слова	1	1
1302	имеет цели	1	1
1303	с языком	2	1
1304	понятия и	3	1
1305	он встречается	1	1
