N	3gram	Losev_Vlad	KulturaY
120	как мы знаем	3	2
121	так и не	3	2
122	один и тот	2	2
123	можно сказать что	3	2
124	и той же	1	2
125	до некоторой степени	2	2
126	и в особенности	1	2
127	не что иное	2	2
128	пушкина и его	1	2
129	одной и той	1	2
130	с первого же	2	2
131	большую роль в	1	2
132	на первых порах	1	2
133	что иное как	2	2
134	и с этой	1	2
135	а вот и	1	2
136	также и в	2	2
137	несколько слов о	1	2
138	может быть и	1	2
139	слов которые в	1	1
140	этот раз из	2	1
141	с представлением о	1	1
142	всей исторической жизни	1	1
143	народного просвещения и	1	1
144	в письме к	12	1
145	от того чтобы	1	1
146	точка зрения с	1	1
147	не то в	1	1
148	и с его	1	1
149	является как бы	1	1
150	то что он	6	1
151	в лондоне и	1	1
152	в эти годы	7	1
153	же это за	1	1
154	он уже не	2	1
155	что он говорит	1	1
156	такого воспитания у	1	1
157	связи с вопросом	1	1
158	но и у	1	1
159	не в этом	1	1
160	сказать что для	1	1
161	на том же	1	1
162	эта сторона дела	1	1
163	не дошел до	1	1
164	с помощью более	1	1
165	в первый раз	1	1
166	не в результате	1	1
167	за собой и	1	1
168	с ударением на	2	1
169	так что здесь	1	1
170	все равно не	1	1
171	пушкина с его	1	1
172	а именно что	1	1
173	целом и вот	1	1
174	не говоря о	1	1
175	они не могут	1	1
176	и все это	1	1
177	себе и представить	2	1
178	при этом в	2	1
179	во что бы	1	1
180	в подлинном смысле	1	1
181	в статье посвященной	1	1
182	свидетельствует о том	1	1
183	тогда когда мы	1	1
184	это часто бывает	1	1
185	я говорю о	1	1
186	от августа года	1	1
187	еще и о	1	1
188	а кроме того	1	1
189	в чем дело	1	1
190	скажем несколько слов	1	1
191	т д в	1	1
192	может быть также	1	1
193	а также в	1	1
194	есть не что	1	1
195	он в своем	1	1
196	как он будет	1	1
197	это конечно не	2	1
198	за что не	1	1
199	разве только в	1	1
200	мне кажется что	1	1
201	за это время	2	1
202	но только в	1	1
203	как будто и	1	1
204	бы обратить внимание	2	1
205	и тем самым	1	1
206	во многих случаях	1	1
207	том что в	3	1
208	и никогда не	1	1
209	еще и теперь	1	1
210	стороны а с	1	1
211	не только не	1	1
212	и я не	1	1
213	мы должны сказать	1	1
214	письмо вл соловьева	3	1
215	в последнее время	2	1
216	что в этом	1	1
217	то ни было	1	1
218	также и то	3	1
219	а по существу	1	1
220	несмотря на все	1	1
221	по существу то	1	1
222	в своем месте	1	1
223	на этот раз	7	1
224	по этому поводу	2	1
225	но все это	1	1
226	лицом к лицу	1	1
227	и не знаю	1	1
228	до конца он	2	1
229	и в его	2	1
230	на минуту не	1	1
231	и в первый	1	1
232	все это конечно	2	1
233	французском языке в	2	1
234	по существу это	1	1
235	но это не	2	1
236	и о том	1	1
237	что для нас	1	1
238	не знаю кто	1	1
239	здесь мы хотели	1	1
240	получает для нас	1	1
241	речь шла о	1	1
242	и не может	1	1
243	а также и	2	1
244	то ни стало	1	1
245	того что он	1	1
246	он так и	2	1
247	само собой разумеется	2	1
248	или иначе но	2	1
249	время его жизни	1	1
250	вообще и в	1	1
251	что я хочу	1	1
252	вместе с ним	1	1
253	одной стороны а	1	1
254	то что его	2	1
255	заключается не в	1	1
256	как это часто	1	1
257	жизни когда он	1	1
258	не мог в	1	1
259	который как мы	1	1
260	прежде всего на	1	1
261	из той же	1	1
262	но и здесь	1	1
263	для своего времени	2	1
264	я не видел	1	1
265	каждый из этих	1	1
266	в связи со	2	1
267	в это время	5	1
268	мы сталкиваемся на	1	1
269	есть но он	1	1
270	и притом не	1	1
271	свидетельствуют о том	2	1
272	между прочим следующее	1	1
273	только в более	1	1
274	к одному из	1	1
275	к выводу что	1	1
276	это не только	1	1
277	не только у	1	1
278	нет никаких оснований	1	1
279	должны сказать что	1	1
280	внутреннюю связь между	1	1
281	ответ на это	2	1
282	то немногое что	1	1
283	об этом и	2	1
284	это конечно объясняется	1	1
285	один от другого	1	1
286	ничего не могло	1	1
287	в своем учении	1	1
288	в те же	1	1
289	можно сказать только	1	1
290	то время как	2	1
291	не имеет никакого	2	1
292	ни за что	1	1
293	в некотором отношении	1	1
294	с а а	2	1
295	хотя бы письмо	1	1
296	уже и потому	1	1
297	вопрос об отношении	1	1
298	вывод который нам	1	1
299	не было бы	1	1
300	вовсе не есть	1	1
301	то что сам	1	1
302	что бы то	1	1
303	они ничего не	1	1
304	то же с	1	1
305	и в частности	3	1
306	т п с	1	1
307	ты видишь что	1	1
308	еще и то	1	1
309	дело в том	7	1
310	чем у нас	1	1
311	одно и то	1	1
312	как и следовало	1	1
313	в году и	2	1
314	том что и	1	1
315	того чтобы стать	1	1
316	и ничего не	1	1
317	потому что если	1	1
318	на французском языке	3	1
319	да и то	1	1
320	по одному тому	1	1
321	его жизни когда	1	1
322	дать общую характеристику	1	1
323	свое время в	1	1
324	бы в этой	1	1
325	вл соловьева к	17	1
326	главным образом в	2	1
327	кроме того и	2	1
328	так что в	2	1
329	было бы и	1	1
330	он во всяком	1	1
331	но во всяком	1	1
332	с ними и	1	1
333	и то что	7	1
334	в котором можно	1	1
335	потому что когда	1	1
336	и в серьезных	1	1
337	что касается до	1	1
338	в году но	2	1
339	вовсе не был	2	1
340	в этой же	1	1
341	как мне кажется	1	1
342	но и для	1	1
343	и все же	2	1
344	как мы сказали	2	1
345	которая как раз	1	1
346	еще и потому	2	1
347	на то как	1	1
348	и до конца	2	1
349	притом не только	1	1
350	что как раз	1	1
351	то что я	1	1
352	между прочим и	2	1
353	в том виде	1	1
354	как уже сказано	1	1
355	несмотря на весь	1	1
356	до конца и	1	1
357	только в тех	1	1
358	в году в	3	1
359	не менее по	1	1
360	что несмотря на	1	1
