N	2gram	Vinokur_Ku	Hudozhes
143	и составляет	1	3
144	человеческой жизни	1	3
145	и на	8	3
146	с этой	4	3
147	искусства это	1	3
148	литературы как	1	3
149	даже в	4	3
150	была бы	5	3
151	говорит и	1	3
152	о чем	2	3
153	если бы	21	3
154	и сам	1	3
155	есть в	6	3
156	а именно	4	3
157	одно слово	1	3
158	в жизни	1	3
159	как и	3	3
160	к его	1	3
161	их в	1	3
162	себя и	1	3
163	тем не	10	3
164	культуры в	1	3
165	но их	1	3
166	и того	2	3
167	виду не	2	3
168	в роли	1	3
169	к нему	1	3
170	потому что	40	3
171	одной стороны	2	3
172	отношении к	1	3
173	в одном	4	3
174	имеем в	1	3
175	мог бы	1	3
176	как правило	2	3
177	за пределами	1	3
178	от себя	3	3
179	в структуре	3	3
180	из этих	5	3
181	и для	3	3
182	в системе	3	3
183	он должен	2	3
184	таким образом	17	3
185	по преимуществу	3	3
186	с одной	3	3
187	с точки	16	3
188	как раз	10	3
189	и притом	1	3
190	связи с	8	3
191	но он	2	3
192	и позволяет	2	3
193	объекта и	1	3
194	в таком	3	3
195	в контексте	2	3
196	как говорит	1	3
197	в связи	4	3
198	или даже	2	3
199	по своему	1	3
200	во всех	1	3
201	в акте	1	3
202	субъекта и	1	3
203	в свою	4	3
204	с языком	2	3
205	в которой	7	3
206	не будет	1	3
207	одно и	1	3
208	говоря о	1	3
209	в пределах	8	3
210	этом смысле	8	3
211	того же	6	3
212	что можно	4	3
213	тот или	1	3
214	одного и	2	3
215	слова в	7	3
216	в узком	3	3
217	не случайно	7	3
218	в целом	5	3
219	поскольку не	1	2
220	ведет к	1	2
221	более не	1	2
222	и другие	1	2
223	однако с	1	2
224	один из	8	2
225	таковы например	1	2
226	легкой руки	1	2
227	с ним	5	2
228	из которых	3	2
229	не как	2	2
230	в году	3	2
231	одно из	3	2
232	том и	3	2
233	по себе	10	2
234	в них	10	2
235	оно не	5	2
236	этой точки	4	2
237	самом деле	17	2
238	заключается в	3	2
239	все эти	17	2
240	имеет дело	1	2
241	к более	1	2
242	именно в	7	2
243	значения и	1	2
244	с ними	6	2
245	в одно	2	2
246	как в	6	2
247	роль в	6	2
248	языка на	2	2
249	бы не	1	2
250	жизни в	1	2
251	отличается от	2	2
252	собою в	1	2
253	в известном	2	2
254	которая не	1	2
255	в каком	6	2
256	своей жизни	1	2
257	о том	10	2
258	при всем	1	2
259	свою очередь	4	2
260	это и	6	2
261	еще и	7	2
262	ними и	2	2
263	к собственной	1	2
264	совпадает с	1	2
265	на основе	2	2
266	но во	1	2
267	времени в	1	2
268	не всегда	4	2
269	слова и	8	2
270	могло быть	1	2
271	и больше	1	2
272	для меня	1	2
273	не могло	1	2
274	или иных	1	2
275	может служить	4	2
276	речь идет	4	2
277	втором случае	2	2
278	художественной литературы	1	2
279	говорит что	1	2
280	вслед за	1	2
281	и это	3	2
282	превращается в	4	2
283	так же	8	2
284	еще один	3	2
285	было и	1	2
286	об этом	4	2
287	должен быть	8	2
288	я думаю	1	2
289	на наших	1	2
290	если мы	5	2
291	в нашем	8	2
292	всякий раз	1	2
293	знания о	2	2
294	который в	1	2
295	одна из	1	2
296	этого слова	8	2
297	здесь не	5	2
298	не все	4	2
299	в противном	2	2
300	он и	1	2
301	в стилистическом	1	2
302	не просто	7	2
303	в самой	6	2
304	только о	3	2
305	это своего	1	2
306	начало и	1	2
307	речи а	3	2
308	никогда не	2	2
309	и по	4	2
310	этого термина	4	2
311	бы то	1	2
312	при котором	1	2
313	но на	1	2
314	в последней	1	2
315	одной из	1	2
316	наших глазах	1	2
317	несмотря на	6	2
318	ни было	1	2
319	в основании	2	2
320	в литературе	1	2
321	что такое	8	2
322	ее в	2	2
323	все это	10	2
324	что и	5	2
325	xix века	5	2
326	духовной культуры	2	2
327	с их	3	2
328	к жизни	2	2
329	слова не	2	2
330	у него	3	2
331	или в	5	2
332	и некоторые	1	2
333	и более	3	2
334	в организации	1	2
335	одним из	2	2
336	что она	5	2
337	тому что	3	2
338	в какой	7	2
339	я не	5	2
340	противном случае	2	2
341	большей части	2	2
342	к своему	2	2
343	первой части	1	2
344	только и	3	2
345	в сторону	2	2
346	в чем	2	2
347	вовсе не	18	2
348	такова например	2	2
349	к какому-либо	2	2
350	тем более	2	2
351	как система	1	2
352	и потому	6	2
353	по большей	2	2
354	но как	2	2
355	а с	3	2
356	при чтении	1	2
357	на этом	4	2
358	данный момент	3	2
359	с легкой	1	2
360	то ни	2	2
361	дело не	4	2
362	в случае	2	2
363	и весьма	1	2
364	быть и	1	2
365	и может	3	2
366	не с	4	2
367	свою жизнь	1	2
368	соединении с	1	2
369	нового времени	1	2
370	но только	5	2
371	стилистическом отношении	1	2
372	таких случаях	3	2
373	собственно говоря	1	2
374	тем или	1	2
375	идет о	3	2
376	могла бы	2	2
377	в этой	8	2
378	для обозначения	2	2
379	и др	1	2
380	о его	1	2
381	в имени	1	2
382	столь же	2	2
383	в словаре	1	2
384	в данный	2	2
385	тех или	1	2
386	отнюдь не	5	2
387	события в	1	2
388	чтобы не	1	2
389	в особенности	6	1
390	с которыми	1	1
391	почву для	1	1
392	это на	1	1
393	субъекта в	1	1
394	к такому	2	1
395	однако и	2	1
396	данном отношении	4	1
397	все что	1	1
398	речи может	1	1
399	и против	2	1
400	каждой из	1	1
401	я уже	2	1
402	можно говорить	4	1
403	и здесь	8	1
404	мы встречаем	1	1
405	достоевского в	1	1
406	как прямая	1	1
407	же и	4	1
408	как с	2	1
409	язык а	1	1
410	этот закон	1	1
411	такова же	1	1
412	если в	2	1
413	как содержание	1	1
414	в случаях	1	1
415	которая в	1	1
416	совершенно иными	1	1
417	через посредство	3	1
418	сообщения о	1	1
419	тех кто	2	1
420	не знают	2	1
421	слова так	1	1
422	таком понимании	1	1
423	в литературной	1	1
424	слова эти	4	1
425	случае мы	1	1
426	первую очередь	3	1
427	теперь в	1	1
428	дело с	2	1
429	вопросу о	4	1
430	думаю что	4	1
431	что это	11	1
432	тем как	1	1
433	которой в	1	1
434	в сущности	11	1
435	какой бы	1	1
436	одном и	1	1
437	говорит о	1	1
438	привести к	1	1
439	те же	1	1
440	проникновения в	1	1
441	в область	2	1
442	языка лишь	1	1
443	из того	1	1
444	разного рода	1	1
445	речевых жанрах	2	1
446	речи как	1	1
447	одному из	1	1
448	содержанию своему	1	1
449	по образцу	1	1
450	впрочем и	1	1
451	и делает	1	1
452	в результате	8	1
453	быть может	1	1
454	языковых стилей	2	1
455	в научном	1	1
456	литературной речи	1	1
457	не могут	5	1
458	для данного	2	1
459	должен был	1	1
460	чтобы в	2	1
461	языка этот	1	1
462	и даже	5	1
463	если не	4	1
464	он уже	1	1
465	значение это	1	1
466	смысла так	1	1
467	делает знак	1	1
468	все то	1	1
469	с некоторыми	1	1
470	не более	1	1
471	в собственном	2	1
472	а во-вторых	2	1
473	жизнь в	2	1
474	смысла и	2	1
475	мы говорим	4	1
476	русского языка	13	1
477	как об	2	1
478	значение в	1	1
479	тем что	9	1
480	обращается к	1	1
481	функцией в	1	1
482	том или	1	1
483	языковом сознании	3	1
484	мы встречаемся	1	1
485	необходимо для	1	1
486	к нам	1	1
487	в соответствии	6	1
488	с такими	2	1
489	у читателя	1	1
490	тому назад	1	1
491	вместе с	8	1
492	все же	17	1
493	слов а	1	1
494	только для	3	1
495	или ином	1	1
496	не имеет	6	1
497	речь в	7	1
498	и вкус	1	1
499	но у	1	1
500	да и	5	1
501	однако это	1	1
502	в историческом	1	1
503	о котором	4	1
504	зависимости от	9	1
505	поскольку он	1	1
506	и слово	1	1
507	в это	3	1
508	себе чтобы	1	1
509	нимало не	1	1
510	у достоевского	2	1
511	на их	1	1
512	друг от	1	1
513	нет в	2	1
514	эта возможность	1	1
515	собственно и	1	1
516	они ни	1	1
517	на первый	1	1
518	по крайней	11	1
519	они создают	1	1
520	об основной	2	1
521	перед нами	4	1
522	случае как	1	1
523	языка мы	1	1
524	свое время	4	1
525	наиболее элементарным	1	1
526	с этим	6	1
527	все они	1	1
528	если с	1	1
529	лишь одну	1	1
530	образования какими	1	1
531	нам не	5	1
532	состоит не	2	1
533	в первую	5	1
534	бы и	6	1
535	эту сторону	1	1
536	лица по	1	1
537	в центр	1	1
538	шире и	1	1
539	ему принадлежит	1	1
540	в котором	4	1
541	из других	1	1
542	говорение в	1	1
543	зависит от	1	1
544	в действительности	2	1
545	и такие	1	1
546	когда на	1	1
547	и пр	23	1
548	уже до	1	1
549	языка и	16	1
550	по своим	2	1
551	своей собственной	3	1
552	более чем	1	1
553	случаи когда	3	1
554	некоторого рода	1	1
555	то и	4	1
556	субъектов и	1	1
557	только такие	1	1
558	не должно	2	1
559	и иных	1	1
560	только мы	1	1
561	быть не	2	1
562	самое существенное	1	1
563	во многих	3	1
564	из его	1	1
565	а через	1	1
566	эти могут	1	1
567	всегда так	1	1
568	время в	2	1
569	точно и	1	1
570	писатель как	1	1
571	и теперь	1	1
572	жизни и	1	1
573	у автора	1	1
574	из своего	1	1
575	к вопросу	4	1
576	значение для	1	1
577	только на	1	1
578	в которую	1	1
579	сочетании с	1	1
580	время что	1	1
581	точно так	4	1
582	к одному	2	1
583	этим словом	1	1
584	в различных	1	1
585	в строгом	1	1
586	обращаясь к	1	1
587	о своем	1	1
588	чем с	1	1
589	не так	2	1
590	ни были	3	1
591	что речь	1	1
592	и те	1	1
593	не что	2	1
594	в совершенно	2	1
595	в истории	3	1
596	это необходимо	1	1
597	минуя их	1	1
598	является как	1	1
599	и общества	1	1
600	каждый из	1	1
601	быть это	1	1
602	себе в	3	1
603	непосредственно к	1	1
604	до того	2	1
605	и исторически	1	1
606	действия и	2	1
607	перед ним	1	1
608	его значением	1	1
609	с отвращением	1	1
610	всего что	2	1
611	отчет в	1	1
612	жизни по	1	1
613	на которые	1	1
614	времени его	1	1
615	к ним	2	1
616	из наиболее	1	1
617	языка не	5	1
618	отношений и	1	1
619	соответствии с	5	1
620	и конкретном	2	1
621	не для	2	1
622	нашем языковом	1	1
623	настоящее время	2	1
624	болезни например	1	1
625	ее не	1	1
626	в сфере	3	1
627	она может	1	1
628	звука и	1	1
629	нас на	1	1
630	тем же	2	1
631	него не	1	1
632	той же	5	1
633	русском языке	14	1
634	на второй	1	1
635	именно таковы	1	1
636	кино и	1	1
637	над этим	1	1
638	именно так	2	1
639	становится для	1	1
640	за него	1	1
641	до конца	3	1
642	только во	1	1
643	как я	2	1
644	могут приобретать	1	1
645	в каждый	1	1
646	раз и	1	1
647	что все	6	1
648	то она	2	1
649	автором в	1	1
650	том же	3	1
651	в сознании	1	1
652	к простому	1	1
653	исходит из	2	1
654	характерное для	1	1
655	жизни за	1	1
656	момент в	1	1
657	к явлениям	1	1
658	речь о	1	1
659	тем это	1	1
660	но если	2	1
661	по поводу	2	1
662	что говоря	1	1
663	сомневаться не	1	1
664	действительности по	1	1
665	что даже	2	1
666	ее содержание	1	1
667	казалось бы	5	1
668	нет никаких	1	1
669	то или	3	1
670	в систему	1	1
671	в настоящее	2	1
672	к языку	6	1
673	не будучи	1	1
674	пришлось бы	2	1
675	крайней мере	11	1
676	и становится	3	1
677	из них	4	1
678	едва ли	1	1
679	рассчитан на	1	1
680	тот же	7	1
681	в лес	1	1
682	внимание и	2	1
683	как традиция	1	1
684	революции в	1	1
685	которой каждая	1	1
686	человека но	1	1
687	не входят	1	1
688	лишает их	2	1
689	в сочетании	1	1
690	всего в	2	1
691	представить себе	1	1
692	все мы	1	1
693	что автор	1	1
694	говорилось выше	1	1
695	именно к	1	1
696	не проходит	1	1
697	что они	5	1
698	этом случае	4	1
699	в свое	4	1
700	и идет	1	1
701	только не	1	1
702	которой я	1	1
703	той мере	6	1
704	или к	1	1
705	в более	2	1
706	есть процесс	1	1
707	языка нашей	1	1
708	так как	16	1
709	различного рода	1	1
710	как такового	2	1
711	многих других	1	1
712	последние десятилетия	1	1
713	что иное	2	1
714	они не	4	1
715	после того	3	1
716	первого из	1	1
717	на язык	4	1
718	не решает	1	1
719	свидетельствует о	3	1
720	делает их	1	1
721	в поэзии	1	1
722	должно быть	6	1
723	это особенно	2	1
724	о разных	2	1
725	внимание на	5	1
726	иных случаях	3	1
727	в состоянии	2	1
728	обе эти	4	1
729	целого а	1	1
730	себя самого	2	1
731	ее можно	1	1
732	кто его	1	1
733	что несмотря	1	1
734	как у	2	1
735	для нас	6	1
736	областями духовной	1	1
737	части романа	1	1
738	не содержит	1	1
739	из своих	1	1
740	у нас	19	1
741	сознания и	1	1
742	в широком	2	1
743	вместо него	1	1
744	по типу	1	1
745	и от	2	1
746	иными словами	10	1
747	политике и	1	1
748	слово в	2	1
749	этом в	2	1
750	и есть	3	1
751	этой фразе	1	1
752	в русском	14	1
753	мы находим	2	1
754	тому же	2	1
755	существенно разнится	1	1
756	ведь это	1	1
757	но с	2	1
758	в таких	7	1
759	не было	6	1
760	это всегда	1	1
761	говорим о	3	1
762	термина не	1	1
763	от друга	1	1
764	как значение	1	1
765	к чему	1	1
766	что его	2	1
767	и где	2	1
768	дело в	2	1
769	которое в	2	1
770	это еще	1	1
771	нейтральное к	1	1
772	о каком	1	1
773	не ограничивается	1	1
774	позицию по	1	1
775	что не	10	1
776	его мысли	1	1
777	как впрочем	2	1
778	такое слово	1	1
779	но для	4	1
780	этом что	1	1
781	из уст	1	1
782	xviii века	1	1
783	в конце	5	1
784	или иная	1	1
785	простой и	1	1
786	в последние	1	1
787	с той	2	1
788	и без	2	1
789	все христианство	1	1
790	за которым	1	1
791	лишь на	1	1
792	язык поэзии	1	1
793	также в	1	1
794	не подлежит	1	1
795	человек в	1	1
796	вследствие того	2	1
797	же как	3	1
798	по содержанию	1	1
799	не есть	4	1
800	от одной	1	1
801	говорят о	1	1
802	между прочим	4	1
803	рядом с	7	1
804	позволило бы	1	1
805	является не	1	1
806	нового для	1	1
807	жизнью в	1	1
808	которому было	1	1
809	на фоне	3	1
810	то под	2	1
811	ли не	4	1
812	от этого	4	1
813	особенности в	1	1
814	и со	1	1
815	языка но	3	1
816	в такой	2	1
817	может рассматриваться	1	1
818	языков в	1	1
819	по его	1	1
820	обращаемые к	1	1
821	в условиях	1	1
822	это было	2	1
823	а всего	1	1
824	тех же	2	1
825	на его	3	1
826	себе и	3	1
827	в каждой	1	1
828	отсутствии в	1	1
829	и строго	1	1
830	ничего нельзя	1	1
831	в одной	1	1
832	действительности и	1	1
833	становится не	1	1
834	как сказано	1	1
835	бы в	8	1
836	войны и	1	1
837	мере в	7	1
838	на них	1	1
839	в каждом	3	1
840	чужой речи	1	1
841	здесь как	3	1
842	и приобретает	1	1
843	могли бы	4	1
844	к настоящему	2	1
845	читатель в	1	1
846	может иметь	3	1
847	том случае	3	1
848	в уста	1	1
849	что от	1	1
850	только к	2	1
851	сознания а	1	1
852	он говорит	1	1
853	в своих	2	1
854	каждом из	2	1
855	речи с	2	1
856	свое место	2	1
857	случае если	3	1
858	не составляет	2	1
859	этой своей	1	1
860	области языка	4	1
861	что этому	1	1
862	зрения в	2	1
863	не дает	1	1
864	не тот	1	1
865	также и	7	1
866	ту же	6	1
867	рассуждения как	1	1
868	здесь только	2	1
869	собою как	1	1
870	нельзя не	1	1
871	ибо всякое	1	1
872	с совершенно	1	1
873	отношение между	1	1
874	структура его	1	1
875	она здесь	1	1
876	или же	3	1
877	так называемые	5	1
878	является его	1	1
879	в развитии	1	1
880	что касается	4	1
881	субъекты и	1	1
882	в первом	3	1
883	чем собственно	1	1
884	а по	1	1
885	для этого	6	1
886	перевод с	1	1
887	после чего	2	1
888	и является	4	1
889	не могла	1	1
890	тем и	1	1
891	смысл слова	1	1
892	иметь в	1	1
893	или его	1	1
894	эта сторона	1	1
895	даже при	1	1
896	еще два	1	1
897	только то	2	1
898	из нас	1	1
899	этих случаях	2	1
900	и живые	1	1
901	до которой	1	1
902	у нее	1	1
903	или иное	2	1
904	в иных	3	1
905	когда мы	3	1
906	и характерное	1	1
907	и возникает	1	1
908	на это	3	1
909	уст в	1	1
910	единицы и	1	1
911	было бы	28	1
912	например не	2	1
913	поскольку оно	2	1
914	своего значения	1	1
915	бы послужить	1	1
916	это разумеется	2	1
917	превратилась в	1	1
918	где слово	1	1
919	так называемого	1	1
920	но без	1	1
921	данный род	1	1
922	как мы	2	1
923	в литературном	1	1
924	общего с	2	1
925	фраза в	2	1
926	что для	3	1
927	этом пути	1	1
928	та или	1	1
929	его как	1	1
930	действующего лица	1	1
931	друг другу	1	1
932	которые в	2	1
933	в зависимости	7	1
934	когда они	1	1
935	в чужом	1	1
936	приводят к	1	1
937	этом и	1	1
938	в лучшем	1	1
939	узнает в	1	1
940	связи между	1	1
941	может показаться	1	1
942	так что	5	1
943	с которым	1	1
944	самой природы	1	1
945	же в	5	1
946	внимание не	2	1
947	бы быть	1	1
948	присутствуют в	1	1
949	говорить об	1	1
950	иной раз	2	1
951	чаще всего	2	1
952	как будто	2	1
953	на то	6	1
954	свою речь	3	1
955	нуждается в	5	1
956	а как	1	1
957	ученый и	1	1
958	здесь мы	2	1
959	этого объекта	1	1
960	узком и	1	1
961	может и	2	1
962	всей духовной	1	1
963	лучшем случае	1	1
964	которое позволило	1	1
965	в него	1	1
966	охарактеризовать как	1	1
967	нет не	1	1
968	именно это	2	1
969	дело обстоит	1	1
970	и том	1	1
971	разнится от	1	1
972	ее полные	1	1
973	в известной	1	1
974	являются наиболее	1	1
975	есть не	2	1
976	кажется что	1	1
977	и иные	1	1
978	иное как	3	1
979	совершается в	1	1
980	возможна только	1	1
981	чеховым в	1	1
982	формы поэтому	1	1
983	можно только	1	1
984	более того	2	1
985	в статье	3	1
