N	2gram	Losev_Dial	Problema
176	для того	4	20
177	но как	3	20
178	и потому	6	20
179	о чем	2	20
180	тем что	5	20
181	мифа о	1	20
182	несмотря на	2	20
183	как о	6	20
184	или в	4	20
185	это значит	29	19
186	кроме того	8	19
187	в них	6	19
188	тоже есть	1	19
189	с ним	3	19
190	самом деле	7	19
191	в каком	9	19
192	но если	11	19
193	того или	6	19
194	художественного образа	1	19
195	то это	9	19
196	то в	5	19
197	в отношении	1	19
198	но только	7	19
199	этом смысле	1	19
200	он не	8	19
201	это есть	19	19
202	если не	3	19
203	если бы	10	19
204	как в	2	19
205	как нечто	2	19
206	жизни и	8	19
207	в этих	3	18
208	не было	6	18
209	не будет	5	18
210	и ни	3	18
211	мы и	4	18
212	не существует	10	18
213	в ее	5	18
214	того чтобы	1	18
215	в ней	4	18
216	без всякого	2	17
217	что они	2	17
218	во всех	2	17
219	значение и	1	17
220	бесконечное количество	1	17
221	и здесь	3	17
222	гораздо более	1	17
223	есть именно	6	17
224	мы уже	6	17
225	совсем не	1	17
226	ни о	8	17
227	что здесь	3	17
228	это и	12	17
229	совершенно не	6	17
230	тех или	6	17
231	точно так	3	16
232	что она	13	16
233	будто бы	1	16
234	как это	8	16
235	он и	3	16
236	же в	2	16
237	для этого	3	16
238	но все	1	16
239	к тому	4	16
240	но даже	4	16
241	между собою	3	16
242	случае не	4	16
243	далеко не	1	16
244	и сам	1	15
245	казалось бы	1	15
246	с этим	4	15
247	в чем	11	15
248	всякого рода	1	15
249	у него	2	15
250	что не	8	15
251	общего с	1	15
252	и более	1	15
253	здесь в	1	15
254	на нечто	1	15
255	в частности	3	15
256	об его	3	14
257	искусства и	1	14
258	людей и	2	14
259	уже и	3	14
260	что все	16	14
261	с другими	1	14
262	сих пор	1	14
263	символ как	1	14
264	только о	4	14
265	не так	1	14
266	нас не	1	14
267	определенного рода	2	14
268	а это	2	14
269	все равно	5	14
270	в котором	2	14
271	говорит о	5	14
272	нас в	3	14
273	до сих	1	14
274	не что	6	14
275	то ни	4	14
276	за пределы	3	14
277	что иное	6	14
278	нет никакой	7	14
279	этого термина	1	14
280	иное как	6	14
281	же и	2	13
282	есть ни	14	13
283	из них	4	13
284	тому что	5	13
285	действительности и	1	13
286	из этого	3	13
287	сами по	3	13
288	ни на	5	13
289	бы и	2	13
290	только при	1	13
291	или другой	1	13
292	мы имеем	3	13
293	в их	2	13
294	всегда есть	5	13
295	уже давно	1	13
296	в других	1	13
297	в целях	4	13
298	иной раз	3	13
299	или иного	3	13
300	учение о	11	13
301	при условии	5	12
302	он сам	1	12
303	с одной	4	12
304	в которой	1	12
305	каком случае	2	12
306	время как	6	12
307	в самой	1	12
308	и можно	5	12
309	так или	2	12
310	то время	6	12
311	на первый	4	12
312	и очень	1	12
313	или по	4	12
314	что этот	3	12
315	в смысле	4	12
316	что это	20	12
317	но именно	1	12
318	или иначе	2	12
319	нисколько не	4	12
320	не говоря	6	12
321	или иных	2	11
322	бы то	3	11
323	о которых	1	11
324	и следовательно	2	11
325	нет никакого	10	11
326	жизни в	1	11
327	тот же	1	11
328	как именно	2	11
329	и другое	2	11
330	одной стороны	3	11
331	оказывается что	5	11
332	никак нельзя	1	11
333	к нему	4	11
334	только не	10	11
335	не о	6	11
336	что его	5	11
337	не могут	6	11
338	и у	3	11
339	имеет значение	1	11
340	мы говорим	4	11
341	заключается в	3	11
342	в истории	7	11
343	и во	3	11
344	и самого	1	11
345	указание на	1	11
346	вообще не	3	11
347	в искусстве	1	11
348	и их	1	11
349	в нашей	1	11
350	и тогда	6	11
351	более или	1	10
352	есть то	9	10
353	что у	2	10
354	на том	1	10
355	но он	3	10
356	что для	5	10
357	даже если	3	10
358	со всеми	2	10
359	художественное произведение	1	10
360	то или	4	10
361	что оно	9	10
362	и всякий	4	10
363	есть обязательно	1	10
364	однако это	2	10
365	все еще	2	10
366	очень много	3	10
367	бы даже	1	10
368	в одном	3	10
369	и которые	1	10
370	представление о	3	10
371	отличается от	9	10
372	все время	4	10
373	не то	3	10
374	это будет	6	10
375	и сама	6	10
376	быть только	2	10
377	он в	1	10
378	однако в	1	10
379	из которых	4	10
380	состоит из	2	10
381	не имеют	2	10
382	внимание на	1	10
383	ни с	4	10
384	или менее	1	10
385	быть и	7	10
386	только то	2	10
387	собственно говоря	5	10
388	слова и	1	10
389	что если	5	9
390	говоря уже	6	9
391	в своих	3	9
392	их в	2	9
393	вопрос о	9	9
394	миф о	4	9
395	нет и	5	9
396	что даже	2	9
397	представить себе	1	9
398	здесь как	1	9
399	именно как	3	9
400	не нужно	2	9
401	не мешает	3	9
402	тогда когда	9	9
403	в которых	1	9
404	о котором	4	9
405	то он	1	9
406	только тогда	7	9
407	это вовсе	1	9
408	и искусства	1	9
409	д и	8	9
410	того как	2	9
411	и уж	2	9
412	однако не	2	9
413	имеется в	5	9
414	а его	1	9
415	она не	10	9
416	или как	3	9
417	само собой	1	9
418	находим в	1	9
419	в жизни	4	9
420	не вполне	2	9
421	вообще и	1	9
422	сравнении с	5	9
423	то с	1	9
424	это тоже	2	9
425	на себе	4	9
426	бы в	5	9
427	был бы	2	9
428	сколько угодно	1	9
429	в сравнении	6	9
430	чем же	3	9
431	а может	1	9
432	что тут	8	9
433	совсем другое	1	9
434	на небо	2	9
435	в условиях	2	9
436	это было	5	9
437	жизнь и	9	9
438	как же	9	9
439	идет речь	4	9
440	и наконец	2	9
441	во всем	5	8
442	только что	7	8
443	с этой	7	8
444	и образ	1	8
445	он был	1	8
446	трактуется как	1	8
447	конечно не	6	8
448	во всей	1	8
449	а наоборот	1	8
450	но для	3	8
451	от этого	5	8
452	но тогда	11	8
453	иметь в	3	8
454	тот или	2	8
455	и по	2	8
456	с ее	10	8
457	и при	4	8
458	никто не	4	8
459	уж тем	1	8
460	из этих	5	8
461	и больше	5	8
462	только потому	4	8
463	и тут	5	8
464	мы будем	1	8
465	если и	1	8
466	бы мы	1	8
467	на его	1	8
468	идея и	5	8
469	вплоть до	2	8
470	для всех	1	8
471	были бы	2	8
472	самом же	1	8
473	как они	1	8
474	от всего	6	8
475	как только	5	8
476	и нет	9	8
477	в чистом	1	8
478	мере не	1	8
479	и он	3	8
480	ни было	1	8
481	но ведь	2	8
482	себе и	1	8
483	чистом виде	1	8
484	если же	8	8
485	не значит	5	8
486	в силу	5	8
487	и этот	1	8
488	является здесь	1	8
489	это уже	2	8
490	том как	2	8
491	а если	5	8
492	это то	1	8
493	он есть	7	8
494	для него	4	8
495	же такое	3	8
496	а то	2	8
497	же деле	1	8
498	с самого	1	8
499	как он	4	8
500	или других	4	7
501	некоторой степени	1	7
502	даже в	1	7
503	с самим	1	7
504	его от	2	7
505	но что	11	7
506	вещи или	2	7
507	уж во	1	7
508	во все	1	7
509	из себя	3	7
510	мы все	1	7
511	мы ни	1	7
512	что их	2	7
513	но никак	1	7
514	иным как	1	7
515	она есть	17	7
516	мы скажем	1	7
517	все в	3	7
518	ни от	6	7
519	в понятии	2	7
520	и всего	1	7
521	но вот	3	7
522	или иное	4	7
523	его как	6	7
524	уже с	1	7
525	своего собственного	2	7
526	оно не	7	7
527	быть даже	1	7
528	эта последняя	1	7
529	к другому	2	7
530	и поэтому	1	7
531	это только	1	7
532	что понятие	1	7
533	чем не	1	7
534	нечто целое	1	7
535	одной из	3	7
536	на этот	1	7
537	находятся в	1	7
538	мы могли	1	7
539	была бы	5	7
540	в такой	1	7
541	мере в	3	7
542	же это	4	7
543	не можем	3	7
544	что на	3	7
545	он является	1	7
546	в это	4	7
547	уже о	7	7
548	не чем	1	7
549	самого начала	1	7
550	есть по	2	7
551	никакой возможности	1	7
552	и все-таки	1	7
553	по преимуществу	2	7
554	тому же	2	7
555	же как	4	7
556	чем иным	1	7
557	даже не	8	7
558	образы и	1	7
559	однако и	1	7
560	нашего исследования	1	7
561	и который	1	7
562	в науке	3	7
563	не на	7	7
564	учения о	2	7
565	и так	2	7
566	все они	1	7
567	в основе	6	7
568	о своем	1	7
569	или вообще	3	7
570	друг друга	3	7
571	человека но	1	7
572	не указывает	1	7
573	ее в	3	7
574	сознания и	5	7
575	понимать как	4	7
576	говорят о	2	7
577	мира и	3	7
578	с понятием	1	7
579	философии и	1	6
580	не как	1	6
581	а есть	1	6
582	в мифе	18	6
583	именно он	1	6
584	уже на	1	6
585	в порядке	1	6
586	предмета и	1	6
587	тем или	3	6
588	только как	7	6
589	не всегда	3	6
590	имеем в	1	6
591	ли сказать	1	6
592	видно что	1	6
593	от всякого	5	6
594	на него	1	6
595	что именно	10	6
596	уже по	3	6
597	нами не	1	6
598	есть просто	7	6
599	а ведь	1	6
600	после этого	2	6
601	или не	10	6
602	и чисто	6	6
603	но когда	2	6
604	то уже	2	6
605	по своей	1	6
606	мы еще	2	6
607	жизнь в	2	6
608	в общем	1	6
609	сказать о	1	6
610	в него	2	6
611	чтобы не	4	6
612	понятия и	2	6
613	и делает	2	6
614	есть тоже	1	6
615	отношения к	4	6
616	том смысле	1	6
617	этот вопрос	1	6
618	зависимости от	4	6
619	но оно	2	6
620	и уже	5	6
621	с которой	2	6
622	именно на	1	6
623	и об	2	6
624	имеет никакого	3	6
625	никакого отношения	5	6
626	но который	1	6
627	природы и	4	6
628	и после	1	6
629	могут быть	5	6
630	образ и	1	6
631	то мы	3	6
632	необходимо чтобы	1	6
633	идеи и	2	6
634	независимо от	3	6
635	просто как	3	6
636	и может	2	6
637	но она	4	6
638	есть и	14	6
639	скажет что	1	6
640	взятая сама	1	6
641	к ней	1	6
642	ведь и	3	6
643	себе а	2	6
644	самого себя	1	6
645	ровно ничего	9	6
646	есть прежде	4	6
647	если угодно	4	6
648	она является	1	6
649	если он	2	6
650	одновременно и	1	6
651	гораздо больше	1	6
652	г в	1	6
653	перестает быть	2	6
654	на первом	1	6
655	как оно	1	6
656	как на	6	6
657	в зависимости	3	6
658	ли кто-нибудь	1	6
659	не мог	3	6
660	есть также	3	6
661	вся эта	1	6
662	содержится в	3	6
663	нельзя сказать	1	6
664	не знает	4	6
665	прежде чем	2	6
666	что под	1	6
667	вещи не	2	6
668	содержания и	1	6
669	бы быть	2	6
670	же мы	5	6
671	во время	1	6
672	и ничего	5	6
673	можно только	5	6
674	как таковой	6	6
675	в слове	3	6
676	в известном	1	6
677	ни к	3	6
678	для меня	2	6
679	и той	4	6
680	с его	7	6
681	самой вещи	1	6
682	этом отношении	2	6
683	есть уже	2	6
684	но с	1	6
685	без всяких	1	6
686	входить в	1	6
687	по существу	2	6
688	с той	1	6
689	к своему	1	6
690	не столь	1	6
691	на свете	8	6
692	часто бывает	1	6
693	только к	3	6
694	первый план	4	6
695	дело не	2	6
696	когда он	3	6
697	нового времени	2	6
698	факт что	1	6
699	стороны и	1	6
700	и самой	2	6
701	та или	4	6
702	в вечном	2	6
703	само по	8	6
704	не к	1	6
705	если его	2	5
706	сама собой	1	5
707	есть результат	2	5
708	от одного	2	5
709	вот что	1	5
710	из самых	3	5
711	у людей	1	5
712	или на	2	5
713	самой же	2	5
714	требует для	1	5
715	или другим	3	5
716	в противоположность	3	5
717	в этот	3	5
718	это же	3	5
719	и когда	4	5
720	на одну	1	5
721	и еще	1	5
722	о создании	1	5
723	к этому	3	5
724	как такового	1	5
725	не больше	4	5
726	тут тоже	2	5
727	на себя	3	5
728	или иная	3	5
729	я не	11	5
730	обстоятельство что	1	5
731	по одному	3	5
732	отдельно от	1	5
733	о себе	2	5
734	если оно	4	5
735	или может	1	5
736	и чтобы	2	5
737	оно и	1	5
738	еще только	1	5
739	одно и	6	5
740	вовсе еще	1	5
741	утверждать что	6	5
742	не что-нибудь	2	5
743	но зато	2	5
744	iii в	1	5
745	его на	3	5
746	подобно тому	5	5
747	о самом	1	5
748	мы начинаем	3	5
749	и будет	1	5
750	ничем не	7	5
751	солнца и	2	5
752	своей собственной	1	5
753	да еще	1	5
754	тех пор	3	5
755	только один	1	5
756	и вся	1	5
757	если только	5	5
758	миф есть	14	5
759	часто и	1	5
760	он должен	3	5
761	из отдельных	1	5
762	для всякого	1	5
763	о нем	6	5
764	что с	2	5
765	ведь это	2	5
766	что ни	1	5
767	ни об	1	5
768	о каком	1	5
769	чем мы	1	5
770	по его	2	5
771	себе что	2	5
772	или другого	3	5
773	человека и	2	5
774	как то	1	5
775	и понятия	1	5
776	мира в	1	5
777	все что	3	5
778	вещи в	3	5
779	в собственном	3	5
780	нужно считать	1	5
781	себя не	1	5
782	у достоевского	1	5
783	сам же	1	5
784	и прочие	1	5
785	больше чем	2	5
786	находит в	1	5
787	к понятию	1	5
788	которой он	1	5
789	в каких	2	5
790	во многих	1	5
791	а мы	3	5
792	себя в	3	5
793	менее в	1	5
794	от его	2	5
795	должно быть	7	5
796	но еще	2	5
797	сама же	2	5
798	космоса и	1	5
799	все прочие	1	5
800	за то	1	5
801	мы действительно	1	5
802	от тех	1	5
803	во внимание	5	5
804	себе не	3	5
805	одна из	4	5
806	в свете	3	5
807	что эта	2	5
808	этот предмет	1	5
809	бы его	2	5
810	там где	1	5
811	собственном смысле	1	5
812	до некоторой	1	5
813	не требует	1	5
814	и этого	2	5
815	в область	2	5
816	науки и	2	5
817	за что	1	5
818	же о	1	5
819	существует и	1	5
820	без которых	2	5
821	ли он	1	5
822	знает что	2	5
823	которая не	2	5
824	не должны	1	5
825	не знаем	1	5
826	или к	2	5
827	смысле что	1	5
828	нет ни	5	5
829	они не	3	5
830	не для	1	5
831	без этого	1	5
832	же именно	3	5
833	говорить об	2	5
834	или что	1	5
835	сказать и	1	5
836	тотчас же	3	5
837	его не	3	5
838	ту или	1	5
839	тому как	5	5
840	художественном образе	1	5
841	в пределах	1	5
842	от того	9	5
843	чего же	1	5
844	отношение к	1	5
845	тот кто	1	5
846	в разные	2	5
847	и прежде	6	5
848	об этой	1	5
849	живое существо	2	4
850	думается что	1	4
851	на нас	1	4
852	и само	3	4
853	в духе	1	4
854	ни одна	1	4
855	на свою	1	4
856	именно о	3	4
857	мы получаем	1	4
858	абстрактного понятия	1	4
859	меня в	2	4
860	я могу	2	4
861	даже просто	1	4
862	может существовать	4	4
863	является то	1	4
864	свой смысл	1	4
865	а вместе	1	4
866	этим мы	1	4
867	не могли	1	4
868	говорим что	1	4
869	ничто не	2	4
870	своим собственным	3	4
871	вообще как	1	4
872	просто о	2	4
873	о них	1	4
874	если нет	6	4
875	если иметь	2	4
876	же тут	4	4
877	к ним	1	4
878	в контексте	1	4
879	именно так	2	4
880	на котором	2	4
881	красное знамя	1	4
882	она в	3	4
883	именно для	1	4
884	для своего	1	4
885	или иную	1	4
886	одно из	8	4
887	существует только	1	4
888	бы только	3	4
889	пока только	1	4
890	ничего и	2	4
891	мы это	1	4
892	человек и	1	4
893	больше и	1	4
894	символа которое	1	4
895	смысл и	2	4
896	было только	1	4
897	где же	4	4
898	что же?	1	4
899	или о	1	4
900	что только	1	4
901	от нее	3	4
902	и должны	1	4
903	этот миф	3	4
904	он только	1	4
905	и свое	1	4
906	с такой	1	4
907	целое и	2	4
908	же самой	1	4
909	особого рода	3	4
910	смысла и	3	4
911	с целью	1	4
912	уже тем	1	4
913	совершенно правильно	1	4
914	можно назвать	3	4
915	и они	3	4
916	это время	1	4
917	не знали	1	4
918	нет в	1	4
919	и пр	16	4
920	это все	1	4
921	не быть	1	4
922	и независимо	1	4
923	для нее	1	4
924	у человека	2	4
925	той же	6	4
926	именно то	1	4
927	и значит	3	4
928	у них	1	4
929	указанием на	1	4
930	но на	2	4
931	он как	1	4
932	на что	2	4
933	ничего кроме	1	4
934	только его	2	4
935	то тем	2	4
936	себя самого	4	4
937	это именно	1	4
938	с их	4	4
939	первом плане	1	4
940	от своих	2	4
941	что является	1	4
942	откуда и	3	4
943	и совсем	1	4
944	нас к	2	4
945	на одном	1	4
946	сразу же	2	4
947	отличие от	2	4
948	вполне можно	1	4
949	но всегда	1	4
950	можно но	1	4
951	то обстоятельство	1	4
952	а главное	2	4
953	ни просто	3	4
954	веры в	2	4
955	и времени	2	4
956	при всем	5	4
957	ну так	1	4
958	не делать	1	4
959	он вообще	1	4
960	или другими	2	4
961	очень трудно	1	4
962	в каком-то	1	4
963	мы сказали	1	4
964	он с	1	4
965	от него	2	4
966	можно говорить	2	4
967	к этой	2	4
968	он всегда	3	4
969	сам собою	4	4
970	ни стало	1	4
971	во втором	1	4
972	остановиться на	1	4
973	вещей или	1	4
974	то не	2	4
975	и просто	1	4
976	равно как	2	4
977	за ним	1	4
978	например в	3	4
979	в корне	1	4
980	мы только	3	4
981	этого понятия	1	4
982	в глаза	1	4
983	начиная от	1	4
984	всегда и	4	4
985	конечно и	2	4
986	но они	3	4
987	его именно	1	4
988	должен быть	1	4
989	наряду с	1	4
990	духа и	2	4
991	имеем дело	2	4
992	момент в	1	4
993	если эта	1	4
994	не выходит	1	4
995	она и	3	4
996	и всей	1	4
997	то для	1	4
998	этот мир	1	4
999	верит в	2	4
1000	свободы и	4	4
1001	что вы	1	4
1002	это мы	1	4
1003	теми или	2	4
1004	и она	4	4
1005	от одной	1	4
1006	без которого	1	4
1007	и вместе	1	4
1008	следовательно и	2	4
1009	и всякого	2	4
1010	но к	1	4
1011	вопроса о	1	4
1012	бы к	2	4
1013	коем случае	4	4
1014	не содержится	2	4
1015	очень часто	1	4
1016	во что	5	4
1017	что бы	2	4
1018	у которого	1	4
1019	на который	1	4
1020	и никогда	1	4
1021	но ее	1	4
1022	совершенно нет	2	4
1023	действительно есть	3	4
1024	а как	2	4
1025	которого мы	1	4
1026	не отличается	5	4
1027	больше ничего	6	4
1028	в сущности	10	4
1029	от другого	2	4
1030	другое что	1	4
1031	этой точки	4	4
1032	или его	1	4
1033	он будет	3	4
1034	если это	2	4
1035	все на	5	4
1036	случае нельзя	1	4
1037	или попросту	1	4
1038	себя и	3	4
1039	могут сказать	2	4
1040	друг от	1	4
1041	сразу и	1	4
1042	это понятие	3	4
1043	думал что	1	4
1044	ее изображение	1	4
1045	сознании и	1	4
1046	но о	4	4
1047	не потому	2	4
1048	новое время	1	4
1049	из него	1	4
1050	самого же	1	4
1051	мог бы	2	4
1052	с нею	1	4
1053	даже вообще	1	4
1054	в коем	4	4
1055	и за	1	4
1056	который бы	1	4
1057	бы на	1	4
1058	тут не	4	4
1059	других областях	1	4
1060	от друга	1	4
1061	что к	1	4
1062	и которая	1	4
1063	при таком	2	4
1064	что эти	1	4
1065	до тех	1	4
1066	в разных	2	4
1067	всю свою	1	4
1068	от всяких	1	4
1069	столько же	1	4
1070	тут перед	1	4
1071	так чтобы	4	4
1072	если она	4	4
1073	что из	1	4
1074	всей его	2	4
1075	и часто	3	4
1076	скажем что	2	4
1077	о каких	1	4
1078	эти два	3	4
1079	или точнее	1	4
1080	более не	2	3
1081	они являются	1	3
1082	разные другие	1	3
1083	на родину	1	3
1084	надо уметь	1	3
1085	в душе	1	3
1086	что всякая	1	3
1087	он видит	1	3
1088	и говорить	3	3
1089	время не	1	3
1090	представлений о	1	3
1091	есть идея	1	3
1092	чтобы в	1	3
1093	и именно	1	3
1094	как об	1	3
1095	в некотором	1	3
1096	есть та	1	3
1097	существует ли	1	3
1098	когда это	1	3
1099	вещей с	1	3
1100	оказалось что	2	3
1101	мы сразу	1	3
1102	нечто другое	1	3
1103	мир и	6	3
1104	свою собственную	2	3
1105	и смерти	2	3
1106	а что	6	3
1107	значение только	1	3
1108	вовсе ничего	1	3
1109	что всякое	1	3
1110	всем этим	1	3
1111	поэтому если	1	3
1112	тот предмет	1	3
1113	что вся	1	3
1114	одной и	4	3
1115	образом что	1	3
1116	может ли	4	3
1117	форме но	1	3
1118	во всякой	2	3
1119	что существует	6	3
1120	они должны	1	3
1121	образом как	1	3
1122	находится в	2	3
1123	именно с	1	3
1124	от них	1	3
1125	но так	2	3
1126	ни даже	1	3
1127	всякая вещь	1	3
1128	является наиболее	1	3
1129	но тем	1	3
1130	мы видим	4	3
1131	и мы	6	3
1132	на которую	1	3
1133	не говорят	3	3
1134	что уже	3	3
1135	вещь есть	2	3
1136	этом понятии	1	3
1137	есть с	1	3
1138	есть еще	4	3
1139	совершенно ясно	2	3
1140	чем в	2	3
1141	ряд и	1	3
1142	как таковое	5	3
1143	о смерти	1	3
1144	и хорошо	2	3
1145	вещей и	6	3
1146	я и	2	3
1147	подлинном смысле	1	3
1148	сама вещь	1	3
1149	если я	2	3
1150	того и	2	3
1151	бесконечную даль	1	3
1152	есть своя	1	3
1153	а для	2	3
1154	только от	2	3
1155	тогда получится	2	3
1156	сами не	1	3
1157	нами как	1	3
1158	тело или	2	3
1159	только одним	1	3
1160	и знает	1	3
1161	все дело	1	3
1162	и никакого	4	3
1163	образом в	1	3
1164	не ее	1	3
1165	но например	1	3
1166	мы вовсе	1	3
1167	существует но	2	3
1168	на небе	1	3
1169	на нем	3	3
1170	из таких	1	3
1171	и далее	1	3
1172	не тем	1	3
1173	есть сама	6	3
1174	пустое и	1	3
1175	и та	4	3
1176	отвлеченная идея	3	3
1177	предмета с	2	3
1178	пусть даже	2	3
1179	что нет	5	3
1180	от своего	2	3
1181	на месте	1	3
1182	для познания	1	3
1183	но почти	1	3
1184	от чего	7	3
1185	который не	2	3
1186	сравнению с	1	3
1187	при всех	1	3
1188	далек от	1	3
1189	и явление	1	3
1190	сейчас же	1	3
1191	в природе	5	3
1192	но тут	2	3
1193	отличается и	1	3
1194	всем этом	2	3
1195	вещь или	2	3
1196	предмет в	2	3
1197	учении о	1	3
1198	по сравнению	1	3
1199	всего прочего	5	3
1200	со всей	1	3
1201	речь идет	1	3
1202	материи и	1	3
1203	на основании	3	3
1204	тот факт	1	3
1205	в совершенно	1	3
1206	знаем что	1	3
1207	каждый из	1	3
1208	будет уже	1	3
1209	в отличие	1	3
1210	основан на	1	3
1211	предмета в	1	3
1212	его только	1	3
1213	котором мы	1	3
1214	это одно	1	3
1215	но есть	1	3
1216	может не	4	3
1217	не во	1	3
1218	сущность и	4	3
1219	не всякая	1	3
1220	что значит	1	3
1221	мы совершенно	2	3
1222	не содержит	3	3
1223	а все	1	3
1224	основана на	1	3
1225	ни тем	1	3
1226	в свои	1	3
1227	мифа и	9	3
1228	что будет	1	3
1229	этот акт	1	3
1230	она-то и	1	3
1231	здесь имеется	1	3
1232	в силах	2	3
1233	опять-таки не	1	3
1234	для науки	3	3
1235	возможно и	1	3
1236	мы никогда	1	3
1237	уже самое	1	3
1238	то ясно	3	3
1239	в каждой	1	3
1240	в одной	4	3
1241	только он	2	3
1242	этих двух	1	3
1243	и свои	1	3
1244	не обязательна	1	3
1245	это конечно	2	3
1246	но при	1	3
1247	ни один	2	3
1248	образа в	1	3
1249	себе вовсе	1	3
1250	кто не	1	3
1251	и жизни	8	3
1252	человеческого сознания	1	3
1253	дело вовсе	1	3
1254	угодно можно	2	3
1255	для такого	2	3
1256	одного и	1	3
1257	место в	2	3
1258	в голову	1	3
1259	мифа в	3	3
1260	происходит в	1	3
1261	но я	2	3
1262	можно будет	1	3
1263	является предметом	1	3
1264	может и	3	3
1265	что-нибудь иное	1	3
1266	и сами	2	3
1267	от соседних	1	3
1268	абстрактная метафизика	3	3
1269	что было	2	3
1270	здесь именно	2	3
1271	которая в	1	3
1272	говорят что	3	3
1273	случае он	1	3
1274	от этих	2	3
1275	говорить что	4	3
1276	в первом	2	3
1277	из нее	2	3
1278	и требует	1	3
1279	принцип который	1	3
1280	вещей в	1	3
1281	есть какая-нибудь	1	3
1282	не обладают	1	3
1283	каком-то смысле	1	3
1284	и смерть	3	3
1285	остается только	1	3
1286	это опять	1	3
1287	как принцип	2	3
1288	вот почему	3	3
1289	не сама	3	3
1290	одному тому	3	3
1291	поэтому мы	1	3
1292	когда она	4	3
1293	превращается в	6	3
1294	то как	5	3
1295	предмета который	1	3
1296	всего этого	2	3
1297	всего что	1	3
1298	можно понимать	3	3
1299	поэтического образа	1	3
1300	так то	5	3
1301	чтобы они	1	3
1302	смысле не	4	3
1303	быть в	4	3
1304	миф и	5	3
1305	с реальными	1	3
1306	в голове	1	3
1307	а следовательно	1	3
1308	здесь идет	1	3
1309	о ней	3	3
1310	от ее	1	3
1311	представим себе	1	3
1312	ее и	2	3
1313	указать на	1	3
1314	т е	72	3
1315	и нужно	2	3
1316	весь мир	3	3
1317	видит в	1	3
