N	2gram	Bakhtin_Pr	KulturaY
349	время в	2	5
350	чем в	2	5
351	живет и	1	5
352	в конце	5	5
353	я и	2	5
354	в двух	3	5
355	и у	8	5
356	у него	5	5
357	здесь как	3	5
358	но как	2	5
359	и является	1	5
360	в форме	6	5
361	бы уже	1	5
362	в современной	1	5
363	так что	1	5
364	всех этих	2	5
365	в кругу	1	5
366	смысле слова	2	5
367	и при	2	5
368	в область	2	5
369	мы в	2	5
370	из того	1	5
371	речи как	2	5
372	в отношении	3	5
373	конечно и	7	5
374	к его	2	5
375	о котором	1	5
376	широком смысле	3	5
377	относится к	1	5
378	и тогда	1	5
379	но если	4	5
380	только о	1	5
381	не будем	4	5
382	бы на	1	5
383	а это	2	5
384	о нем	2	5
385	и от	4	5
386	мы находим	8	5
387	а на	2	5
388	но с	2	5
389	слово в	5	5
390	так в	1	5
391	по своему	6	5
392	для нашей	1	5
393	или менее	3	5
394	и их	6	5
395	мы должны	4	5
396	или иначе	1	5
397	лишь как	1	5
398	что можно	1	5
399	отношение к	14	5
400	не надо	1	5
401	есть не	1	5
402	еще раз	6	4
403	мы и	4	4
404	или иных	2	4
405	о чем	2	4
406	как они	1	4
407	зрения на	1	4
408	представление о	3	4
409	так например	2	4
410	как только	1	4
411	связано с	1	4
412	и где	1	4
413	к этой	3	4
414	не сделал	2	4
415	мы увидим	1	4
416	вот почему	1	4
417	увидим что	1	4
418	в различных	1	4
419	уже и	1	4
420	до того	1	4
421	и далее	1	4
422	всего этого	4	4
423	что даже	1	4
424	и иной	1	4
425	из них	7	4
426	к нему	3	4
427	всего в	1	4
428	несколько слов	3	4
429	в году	2	4
430	подчеркнуть что	4	4
431	как можно	1	4
432	в письменной	1	4
433	его в	4	4
434	но он	3	4
435	не о	2	4
436	что за	1	4
437	характер и	1	4
438	но ведь	3	4
439	между ними	14	4
440	же как	1	4
441	о которых	2	4
442	себе и	2	4
443	и это	3	4
444	в смысле	2	4
445	остается в	2	4
446	в каждом	5	4
447	выражение в	1	4
448	мы можем	9	4
449	ли это	1	4
450	не дает	3	4
451	если б	7	4
452	если же	5	4
453	стилистика в	1	4
454	почти всегда	6	4
455	что для	1	4
456	и все	14	4
457	же мы	1	4
458	и по	5	4
459	а главное	3	4
460	наше время	1	4
461	во втором	1	4
462	уже на	4	4
463	себе представить	1	4
464	то в	1	4
465	это уже	2	4
466	из которых	2	4
467	так или	1	4
468	нам в	1	4
469	здесь мы	3	4
470	пор еще	2	4
471	связанные с	3	4
472	я хочу	1	4
473	бы не	1	4
474	который не	2	4
475	именно поэтому	2	4
476	языка так	1	4
477	из области	1	4
478	все они	2	4
479	ни на	1	4
480	по сравнению	6	4
481	именно на	2	4
482	обе эти	3	4
483	а лишь	2	4
484	на более	1	4
485	мог бы	1	4
486	именно этот	1	4
487	языка а	2	4
488	точку зрения	1	4
489	формы и	3	4
490	этого термина	1	4
491	но на	2	4
492	этой области	2	4
493	указание на	1	4
494	что ничего	1	4
495	и без	4	4
496	на все	4	4
497	в такой	1	4
498	широкое распространение	1	4
499	в условиях	7	4
500	к одному	2	4
501	нельзя не	1	4
502	нужно было	1	4
503	в науке	1	4
504	но дело	1	4
505	на это	1	4
506	одного из	1	4
507	в узком	1	4
508	такой же	1	4
509	это в	1	4
510	не к	3	4
511	а то	1	4
512	это на	1	3
513	мы наблюдаем	4	3
514	и другие	14	3
515	особенности и	1	3
516	все что	1	3
517	со всем	1	3
518	тем как	1	3
519	мысли и	2	3
520	в некоторых	7	3
521	что дело	1	3
522	до крайности	1	3
523	по мере	3	3
524	жизнь в	4	3
525	это те	1	3
526	из самых	3	3
527	не сказано	1	3
528	в последнем	1	3
529	в собственном	3	3
530	в одно	1	3
531	большей или	6	3
532	по своим	2	3
533	знаем что	1	3
534	но мы	1	3
535	на материале	1	3
536	в дальнейшем	8	3
537	еще один	1	3
538	и такие	1	3
539	этой почве	2	3
540	раз и	2	3
541	этого языка	1	3
542	во многих	2	3
543	в свете	1	3
544	убедиться в	1	3
545	к ним	5	3
546	наряду с	6	3
547	на него	2	3
548	их сознания	1	3
549	все время	2	3
550	от них	2	3
551	для этой	2	3
552	в системе	1	3
553	или иным	1	3
554	представить себе	1	3
555	он все	1	3
556	в большинстве	9	3
557	от языка	1	3
558	к жизни	2	3
559	одним из	6	3
560	быть только	2	3
561	мере того	1	3
562	литературе и	1	3
563	большинстве случаев	9	3
564	и вместе	1	3
565	и следовательно	1	3
566	в сторону	1	3
567	из одного	2	3
568	под влиянием	1	3
569	в других	2	3
570	именно как	3	3
571	от себя	1	3
572	к слову	3	3
573	в целях	1	3
574	в наше	1	3
575	себя внимание	2	3
576	на нем	1	3
577	который мы	1	3
578	даже не	1	3
579	не раз	1	3
580	именно потому	1	3
581	смысла и	1	3
582	значение и	2	3
583	или меньшей	6	3
584	целом и	1	3
585	только с	3	3
586	что есть	1	3
587	о его	1	3
588	убедимся что	1	3
589	эпохи в	1	3
590	речь а	1	3
591	мы будем	3	3
592	образом в	2	3
593	чаще всего	1	3
594	показывает что	1	3
595	во время	1	3
596	в него	4	3
597	меньшей степени	6	3
598	в одну	1	3
599	и сами	1	3
600	меня и	1	3
601	собственном смысле	3	3
602	та же	1	3
603	если в	2	3
604	и сейчас	1	3
605	содержания и	1	3
606	лишь тогда	1	3
607	их как	1	3
608	и делает	1	3
609	если эти	1	3
610	в россии	1	3
611	показать что	1	3
612	в романе	9	3
613	и действительно	3	3
614	не находится	1	3
615	не знать	1	3
616	так называемая	2	3
617	в стихах	1	3
618	оттенки в	1	3
619	же есть	1	3
620	традиции в	1	3
621	вернемся к	1	3
622	своей собственной	1	3
623	на некоторых	5	3
624	но здесь	2	3
625	так чтобы	1	3
626	и уже	2	3
627	с большой	3	3
628	не могло	1	3
629	значение для	5	3
630	например для	1	3
631	каждый из	1	3
632	знает что	2	3
633	и идеи	7	3
634	мне не	2	3
635	без всякого	1	3
636	заметить что	1	3
637	нет и	3	3
638	он в	2	3
639	и под	4	3
640	она может	1	3
641	при котором	1	3
642	со словом	1	3
643	это просто	1	3
644	в более	5	3
645	значение в	4	3
646	выходит за	1	3
647	следовательно и	2	3
648	для него	1	3
649	не для	1	3
650	как у	5	3
651	из своих	3	3
652	все той	1	3
653	с их	3	3
654	таком случае	1	3
655	слова не	2	3
656	есть уже	1	3
657	и непосредственно	1	3
658	слова но	3	3
659	о характере	1	3
660	это еще	2	3
661	менее всего	4	3
662	которое было	1	3
663	в обычном	1	3
664	между собою	2	3
665	сама по	2	3
666	с той	1	3
667	этой цели	1	3
668	или даже	1	3
669	и со	1	3
670	со своей	2	3
671	на его	4	3
672	на них	2	3
673	и тех	1	3
674	в прямой	1	3
675	а как	4	3
676	так называемой	1	3
677	которую можно	4	3
678	конце концов	1	3
679	и может	1	3
680	но она	3	3
681	в начале	2	3
682	формулы и	1	3
683	и самой	1	3
684	а скорее	1	3
685	тех или	2	3
686	стиля но	1	3
687	таким же	1	3
688	устной речи	2	3
689	иное как	1	3
690	более того	9	3
691	что было	2	2
692	с которыми	1	2
693	во всем	5	2
694	от него	3	2
695	которая была	1	2
696	мы найдем	4	2
697	себе внимание	1	2
698	уж не	1	2
699	которые не	2	2
700	которая в	1	2
701	ровно ничего	2	2
702	дело с	1	2
703	в применении	1	2
704	любовь к	4	2
705	смысле и	3	2
706	из всех	1	2
707	свою мысль	1	2
708	в разных	4	2
709	воспоминания о	1	2
710	или нет	1	2
711	пользуется в	1	2
712	одному из	2	2
713	но сам	1	2
714	и об	1	2
715	далее в	1	2
716	касается до	1	2
717	роман в	1	2
718	нами в	1	2
719	в живом	1	2
720	языковых стилей	2	2
721	у пушкина	1	2
722	истории культуры	1	2
723	время как	1	2
724	язык живет	1	2
725	вот что	2	2
726	ведет к	3	2
727	в жизни	14	2
728	наблюдаем в	1	2
729	правда в	5	2
730	к самому	5	2
731	всю эту	1	2
732	укладывается в	1	2
733	тем или	1	2
734	достоевского и	8	2
735	почти все	1	2
736	он является	2	2
737	и слово	2	2
738	у достоевского	30	2
739	культуры в	1	2
740	свой смысл	1	2
741	следует подчеркнуть	1	2
742	моменты в	1	2
743	а вместе	1	2
744	не язык	1	2
745	можем говорить	2	2
746	понятно что	1	2
747	ними и	1	2
748	не выполняет	1	2
749	во все	5	2
750	темы и	4	2
751	в основном	1	2
752	язык этот	2	2
753	по его	1	2
754	применении к	1	2
755	не должен	1	2
756	бы из	1	2
757	но эти	3	2
758	одной и	1	2
759	но они	5	2
760	в строгом	3	2
761	самый факт	1	2
762	совокупность приемов	1	2
763	что еще	1	2
764	чтобы показать	1	2
765	литературного жанра	1	2
766	мере не	1	2
767	и остается	1	2
768	пиковой дамы	3	2
769	слов о	3	2
770	он тоже	1	2
771	о тех	2	2
772	к числу	1	2
773	находится в	1	2
774	с этими	1	2
775	есть конечно	1	2
776	в атмосфере	4	2
777	одна из	9	2
778	узком смысле	1	2
779	а следовательно	2	2
780	раз на	1	2
781	некоторой степени	1	2
782	действительно в	1	2
783	на почве	1	2
784	мысль а	1	2
785	в научной	1	2
786	явления как	1	2
787	что иное	1	2
788	что сама	1	2
789	то у	1	2
790	целого а	1	2
791	на этих	1	2
792	особый оттенок	1	2
793	не соответствует	1	2
794	и нужно	2	2
795	и через	5	2
796	ее целом	1	2
797	с другими	6	2
798	и один	1	2
799	бы что	1	2
800	наше внимание	1	2
801	лежит в	1	2
802	первая часть	1	2
803	является и	1	2
804	в несколько	2	2
805	связи со	1	2
806	и позволяет	1	2
807	традиции и	2	2
808	который по	1	2
809	он говорит	1	2
810	себе не	1	2
811	человек в	2	2
812	одном из	1	2
813	покончить с	1	2
814	его жизни	2	2
815	письме к	1	2
816	в себя	8	2
817	точек зрения	1	2
818	много и	3	2
819	что их	1	2
820	типа в	3	2
821	такова например	2	2
822	слово как	1	2
823	не был	3	2
824	нами как	1	2
825	материалом для	1	2
826	слова то	2	2
827	предполагает что	1	2
828	свое место	1	2
829	очень часто	4	2
830	действие в	3	2
831	с традициями	2	2
832	отношение между	1	2
833	и существенно	1	2
834	свой предмет	3	2
835	теперь несколько	1	2
836	что эта	1	2
837	и тот	4	2
838	где в	2	2
839	большое значение	1	2
840	здесь только	2	2
841	литературы и	4	2
842	он пишет	1	2
843	это же	1	2
844	равно как	1	2
845	это вовсе	1	2
846	его как	3	2
847	внимание и	1	2
848	и др	18	2
849	когда они	1	2
850	часто и	1	2
851	мы теперь	1	2
852	пушкина мы	1	2
853	но кроме	1	2
854	для которых	1	2
855	для чего	1	2
856	и самый	6	2
857	он уже	1	2
858	и должны	1	2
859	как с	1	2
860	и философских	1	2
861	которого оно	2	2
862	до некоторой	1	2
863	этой эпохи	1	2
864	поэтому в	1	2
865	здесь следовательно	3	2
866	смысле можно	1	2
867	для них	2	2
868	я все	1	2
869	только они	2	2
870	связанная с	2	2
871	и строго	2	2
872	слова мы	1	2
873	творчества и	1	2
874	за что	1	2
875	должен был	1	2
876	поэтому и	4	2
877	сами по	1	2
878	с этого	1	2
879	с некоторыми	1	2
880	и одновременно	6	2
881	строгом смысле	2	2
882	всегда в	1	2
883	это положение	2	2
884	идет именно	1	2
885	он будет	1	2
886	есть нечто	1	2
887	художественной прозы	7	2
888	подхода к	1	2
889	это время	1	2
890	и так	4	2
891	никто не	1	2
892	сравнению с	6	2
893	этих случаях	1	2
894	ничего общего	1	2
895	зрения как	1	2
896	смысле это	1	2
897	в словах	2	2
898	самое это	1	2
899	который и	1	2
900	у нее	1	2
901	но оно	1	2
902	но тут	1	2
903	помощью этого	1	2
904	чем же	1	2
905	не является	1	2
906	только слово	1	2
907	где нет	1	2
908	к отдельным	1	2
909	и социальной	2	2
910	убеждение в	1	2
911	не хочу	1	2
912	лежат в	1	2
913	это все	2	2
914	рассматривать как	1	2
915	и теперь	1	2
916	для нее	1	2
917	отношении к	2	2
918	или еще	1	2
919	и до	6	2
920	друг от	2	2
921	внутренними и	1	2
922	потому и	1	2
923	и тон	2	2
924	и той	4	2
925	имеем в	3	2
926	и а	1	2
927	и там	1	2
928	все в	3	2
929	начиная с	4	2
930	одной из	6	2
931	в глазах	1	2
932	на улице	1	2
933	не знаем	1	2
934	нашего анализа	1	2
935	характерное для	2	2
936	без особой	1	2
937	а вовсе	1	2
938	известной мере	3	2
939	друг другу	1	2
940	строится на	1	2
941	от всякого	1	2
942	не знают	2	2
943	слова так	1	2
944	связан с	2	2
945	можно себе	1	2
946	этот термин	1	2
947	с известными	2	2
948	данной эпохи	1	2
949	ничем не	3	2
950	на тех	1	2
951	это был	2	2
952	том числе	15	2
953	одним и	1	2
954	конечно в	2	2
955	в определенных	1	2
956	по заданию	1	2
957	он и	2	2
958	себя самого	3	2
959	в литературе	8	2
960	ее в	4	2
961	где он	1	2
962	ему приходится	1	2
963	здесь в	11	2
964	на которой	2	2
965	сознания и	1	2
966	лицом к	1	2
967	в широком	2	2
968	же не	2	2
969	речь но	1	2
970	и литературной	1	2
971	от друга	2	2
972	о возможности	1	2
973	дело в	3	2
974	в словаре	1	2
975	вот это	1	2
976	вообще не	1	2
977	вовсе еще	1	2
978	в ряде	1	2
979	слова на	2	2
980	и хочу	1	2
981	иной раз	1	2
982	и понимания	1	2
983	к своему	4	2
984	перейти к	2	2
985	словом как	1	2
986	не столь	1	2
987	один и	1	2
988	все слова	1	2
989	это было	3	2
990	не что	1	2
991	более широкое	2	2
992	в одной	4	2
993	и вообще	3	2
994	как слово	3	2
995	которая как	1	2
996	принципиальное значение	1	2
997	пушкина не	1	2
998	показать в	2	2
999	и мысли	4	2
1000	и живой	2	2
1001	только к	1	2
1002	же из	1	2
1003	то убедимся	1	2
1004	связанных с	2	2
1005	она должна	1	2
1006	каждом из	3	2
1007	свое выражение	1	2
1008	в самых	2	2
1009	все должно	1	2
1010	быть и	2	2
1011	а по	1	2
1012	есть и	4	2
1013	отношений между	2	2
1014	каждый раз	1	2
1015	оказывается что	1	2
1016	это также	2	2
1017	например и	1	2
1018	европе и	1	2
1019	наших дней	3	2
1020	как то	1	2
1021	которой мы	3	2
1022	лингвистики и	2	2
1023	как правило	1	2
1024	связана с	3	2
1025	во многом	3	2
1026	который как	1	2
1027	указывает на	2	2
1028	самый термин	1	2
1029	с современными	1	2
1030	за счет	1	2
1031	речь и	1	2
1032	а может	1	2
1033	самой природы	1	2
1034	всей нашей	1	2
1035	жизни и	13	2
1036	для своих	2	2
1037	и прежде	6	2
1038	в период	1	2
1039	эти темы	2	2
1040	все более	2	2
1041	языка если	1	2
1042	эти два	3	2
1043	именно это	1	2
1044	здесь следует	1	2
1045	мы сказали	4	2
1046	не можем	1	2
1047	в известной	3	2
1048	форме и	2	2
1049	можно только	1	2
1050	бы абсолютно	1	1
1051	очень широкое	1	1
1052	находим в	3	1
1053	этого я	2	1
1054	иной форме	1	1
1055	ведь уже	1	1
1056	к проблеме	1	1
1057	он дан	2	1
1058	к другу	1	1
1059	обычного и	1	1
1060	это тот	1	1
1061	человеческой жизни	3	1
1062	устную речь	3	1
1063	никаких сомнений	1	1
1064	какие-то новые	1	1
1065	слову в	1	1
1066	им для	1	1
1067	отношения не	1	1
1068	как отца	1	1
1069	например он	1	1
1070	свое дело	1	1
1071	в светской	2	1
1072	что люди	1	1
1073	до самого	1	1
1074	в равной	1	1
1075	а у	2	1
1076	чужую речь	3	1
1077	не об	1	1
1078	но тем	1	1
1079	говорит о	2	1
1080	что нас	1	1
1081	типа с	1	1
1082	проникновения в	1	1
1083	и простой	1	1
1084	интересуют не	1	1
1085	в последние	1	1
1086	всем и	1	1
1087	например с	1	1
1088	форма его	1	1
1089	в общей	1	1
1090	и категории	1	1
1091	не достигается	1	1
1092	пример такой	1	1
1093	беседу с	1	1
1094	была эпоха	1	1
1095	от этих	1	1
1096	но автор	2	1
1097	с собой	1	1
1098	в глубь	1	1
1099	и которые	2	1
1100	историка литературы	1	1
1101	предисловии к	1	1
1102	и самое	2	1
1103	предмет лингвистики	1	1
1104	среди других	2	1
1105	характере этого	1	1
1106	связь с	4	1
1107	установки на	2	1
1108	или во	1	1
1109	наглядно раскрывается	1	1
1110	это должно	1	1
1111	обязывает нас	1	1
1112	и сам	1	1
1113	некоторые другие	1	1
1114	теперь мы	4	1
1115	в некотором	1	1
1116	за ним	1	1
1117	весь этот	1	1
1118	ее элементов	1	1
1119	и законов	1	1
1120	стиля как	1	1
1121	к более	1	1
1122	прямо сказать	1	1
1123	к другим	4	1
1124	главное внимание	1	1
1125	земля и	1	1
1126	отношением к	1	1
1127	но самое	1	1
1128	и сюжетная	1	1
1129	и оценить	2	1
1130	из этой	1	1
1131	двух разных	2	1
1132	с особым	1	1
1133	от стилистического	1	1
1134	бы стать	1	1
1135	и внутренне	1	1
1136	их в	3	1
1137	оказываются в	1	1
1138	получают значение	1	1
1139	литературных жанров	1	1
1140	мысли о	3	1
1141	одновременно и	5	1
1142	подлинный смысл	1	1
1143	и сделал	1	1
1144	вот беда	2	1
1145	но у	1	1
1146	жизнью в	2	1
1147	сознания как	1	1
1148	чувствовал себя	1	1
1149	ними как	1	1
1150	резко отличны	1	1
1151	она продолжала	1	1
1152	к своим	1	1
1153	в письме	1	1
1154	но лингвистика	1	1
1155	смысла слово	1	1
1156	даже с	1	1
1157	диалектическую позицию	1	1
1158	его эпохи	1	1
1159	самого начала	5	1
1160	прекрасный знаток	1	1
1161	сделать в	1	1
1162	перестает быть	1	1
1163	нуждаются в	1	1
1164	только между	1	1
1165	самым простым	1	1
1166	дают нам	1	1
1167	ней на	1	1
1168	его ученики	1	1
1169	которые мы	3	1
1170	конечно далеко	1	1
1171	где-то в	1	1
1172	то этот	1	1
1173	тут надо	1	1
1174	соответствии со	1	1
1175	это последнее	2	1
1176	их отношений	1	1
1177	особо нужно	1	1
1178	эти проблемы	1	1
1179	значение то	1	1
1180	не мертвая	1	1
1181	люди на	3	1
1182	значение рядом	1	1
1183	но во	2	1
1184	всем этим	2	1
1185	языка например	1	1
1186	отношения эти	1	1
1187	у самого	1	1
1188	и другой	4	1
1189	и начнем	1	1
1190	существенное значение	3	1
1191	он оставил	1	1
1192	к своей	1	1
1193	но вся	2	1
1194	есть прежде	1	1
1195	положений и	3	1
1196	из наших	1	1
1197	между двумя	4	1
1198	были и	1	1
1199	мы все	2	1
1200	и формы	2	1
1201	только на	3	1
1202	вот его	1	1
1203	служить как	1	1
1204	здесь та	1	1
1205	этого жанра	17	1
1206	правильно понять	1	1
1207	при некоторых	1	1
1208	достоевский в	3	1
1209	укладываются в	1	1
1210	его по	2	1
1211	от своей	2	1
1212	имеют для	1	1
1213	целей и	1	1
1214	характерной для	1	1
1215	я выше	1	1
1216	нем есть	1	1
1217	свой материал	1	1
1218	разумеется никакой	1	1
1219	синтаксические и	1	1
1220	но этот	2	1
1221	собою и	2	1
1222	дескать не	1	1
1223	более интересна	1	1
1224	я думаю	1	1
1225	не становится	1	1
1226	среди них	1	1
1227	оно с	1	1
1228	отношений и	1	1
1229	поэтому все	2	1
1230	вернуться к	1	1
1231	они всегда	1	1
1232	ее но	1	1
1233	чтобы они	1	1
1234	него не	1	1
1235	и притом	2	1
1236	это два	1	1
1237	словом для	1	1
1238	смысле не	2	1
1239	в основу	1	1
1240	сохраняется в	1	1
1241	за него	2	1
1242	просто в	1	1
1243	слове а	1	1
1244	есть это	1	1
1245	их принадлежность	1	1
1246	только во	1	1
1247	это а	1	1
1248	как от	1	1
1249	своих письмах	1	1
1250	отношения в	1	1
1251	во всей	5	1
1252	материал в	1	1
1253	они уже	1	1
1254	это что	1	1
1255	ним как	1	1
1256	из трех	1	1
1257	теории и	1	1
1258	задачу доказать	1	1
1259	дама это	1	1
1260	он сам	5	1
1261	их словом	1	1
1262	можно без	1	1
1263	особенности этого	5	1
1264	здесь эта	2	1
1265	беседа с	2	1
1266	теперь а	1	1
1267	к этим	1	1
1268	слова без	1	1
1269	но там	2	1
1270	они могут	3	1
1271	кладбища и	1	1
1272	основное и	1	1
1273	затем в	2	1
1274	пределах данного	1	1
1275	себя в	1	1
1276	ни даже	1	1
1277	сюжетная ситуация	1	1
1278	характерно что	3	1
1279	это своего	2	1
1280	которая обладает	1	1
1281	или три	2	1
1282	с разных	1	1
1283	не найдем	1	1
1284	о ней	1	1
1285	жанра в	3	1
1286	предназначенный для	1	1
1287	особенности его	2	1
1288	нам важно	1	1
1289	может обойтись	1	1
1290	поможет нам	1	1
1291	значение все	1	1
1292	к различным	1	1
1293	во всех	15	1
1294	сущность его	1	1
1295	влияние на	14	1
1296	следует отметить	2	1
1297	мы видим	2	1
1298	все его	3	1
1299	мы как	1	1
1300	приведу еще	1	1
1301	к их	1	1
1302	она и	1	1
1303	сюжета так	1	1
1304	так можно	2	1
1305	от его	1	1
1306	века так	1	1
