N	2gram	Tiupa_Teor	Tvorches
163	тот же	1	5
164	в литературе	4	5
165	как у	1	5
166	бы не	1	5
167	но с	1	5
168	но эта	1	5
169	и по	3	5
170	отношению к	10	5
171	в известной	1	5
172	с этой	3	4
173	в финале	3	4
174	а у	1	4
175	говорит о	1	4
176	с собой	1	4
177	на земле	1	4
178	тем что	1	4
179	роль в	3	4
180	так в	4	4
181	а а	5	4
182	для автора	2	4
183	восходит к	2	4
184	представляет собой	13	4
185	только на	2	4
186	говорить о	4	4
187	говорит что	2	4
188	превращается в	2	4
189	не вполне	2	4
190	что все	1	4
191	точки зрения	11	4
192	крайней мере	1	4
193	к нему	2	4
194	мы видим	1	4
195	по преимуществу	5	4
196	и потому	3	4
197	с точки	3	4
198	и через	1	4
199	стремится к	1	4
200	не знает	4	4
201	что его	1	4
202	который в	2	4
203	же как	1	4
204	в такой	1	4
205	в каждом	1	4
206	не означает	1	4
207	личности и	4	4
208	как это	10	4
209	князя с	1	4
210	главного героя	1	4
211	но только	1	4
212	и я	1	4
213	ту же	1	4
214	но без	1	4
215	себя в	7	4
216	однако в	7	4
217	могут быть	5	4
218	о его	2	4
219	и есть	1	4
220	ведет к	2	4
221	в область	1	4
222	с ними	2	4
223	и одновременно	5	4
224	героев и	1	4
225	у читателя	1	4
226	свое я	1	4
227	по крайней	1	4
228	перед нами	3	4
229	это и	2	4
230	в основе	6	4
231	и более	1	4
232	сливается с	1	4
233	связана с	1	4
234	времени и	2	4
235	между людьми	1	4
236	в отличие	7	4
237	той же	1	4
238	в произведениях	2	4
239	того что	5	4
240	зависит от	1	4
241	xix веке	1	4
242	он же	1	4
243	отказаться от	1	4
244	дело в	2	4
245	о жизни	2	4
246	к жизни	2	4
247	что ж	1	4
248	особенно в	1	4
249	личности в	4	4
250	творческий процесс	1	4
251	он ни	1	4
252	отличие от	7	4
253	но он	4	4
254	в частности	23	4
255	далеко не	4	4
256	в xix	1	4
257	у нее	1	4
258	из жизни	1	4
259	действительной жизни	1	4
260	и к	3	3
261	от него	1	3
262	в виду	5	3
263	другой стороны	6	3
264	по себе	2	3
265	в первом	2	3
266	мысль о	1	3
267	в мир	1	3
268	в жизни	3	3
269	к самому	1	3
270	жизнь на	2	3
271	отличается от	2	3
272	к тому	4	3
273	можно сказать	5	3
274	может служить	2	3
275	точно так	1	3
276	в одном	3	3
277	перед ним	2	3
278	сказать что	4	3
279	человеческих отношений	2	3
280	едва ли	1	3
281	то в	2	3
282	собой в	1	3
283	время в	1	3
284	несмотря на	2	3
285	к которому	3	3
286	иными словами	1	3
287	тому же	1	3
288	для того	5	3
289	на себя	2	3
290	я и	2	3
291	воздействие на	1	3
292	не есть	1	3
293	в себя	5	3
294	действительности и	1	3
295	со всеми	1	3
296	и мир	1	3
297	человек как	1	3
298	опираясь на	1	3
299	на этом	2	3
300	говорил о	1	3
301	совсем не	1	3
302	и тем	5	3
303	и что	4	3
304	является одним	1	3
305	как уже	2	3
306	что для	1	3
307	его как	1	3
308	и др	3	3
309	человека как	1	3
310	писателя в	1	3
311	от ее	1	3
312	и особенно	2	3
313	в искусстве	9	3
314	в статье	1	3
315	во второй	7	3
316	образом и	2	3
317	если в	2	3
318	его с	1	3
319	живет в	1	3
320	для себя	3	3
321	сводится к	12	3
322	до этого	1	3
323	заключается в	2	3
324	может не	1	3
325	никто не	3	3
326	да и	1	3
327	о котором	1	3
328	со стороны	6	3
329	в стихах	1	3
330	не является	5	3
331	не умел	1	3
332	автора и	2	3
333	во мне	2	3
334	самого автора	1	3
335	в которую	1	3
336	и до	1	3
337	действия и	1	3
338	автора в	1	3
339	как мы	1	3
340	второй план	1	3
341	стремился к	1	3
342	друг друга	1	3
343	во времени	4	3
344	жизни не	1	3
345	жизни но	2	3
346	как к	5	3
347	но на	2	3
348	свидетельствует о	1	3
349	и вот	3	3
350	авторской позиции	3	3
351	он и	2	3
352	ее в	2	3
353	части романа	1	3
354	у нас	2	3
355	таком случае	2	3
356	в русском	1	3
357	не существует	1	3
358	или в	3	3
359	иного рода	3	3
360	за свою	1	3
361	для которого	1	3
362	при виде	1	3
363	не все	3	3
364	человека к	3	3
365	не по	1	3
366	нельзя не	1	3
367	просто не	1	3
368	по этому	1	3
369	из этих	3	3
370	в него	1	3
371	а по	1	3
372	и их	1	3
373	не с	3	3
374	с ее	4	3
375	в другом	4	3
376	лишь в	10	3
377	дает ему	1	3
378	отношение к	7	3
379	одного из	1	3
380	в ходе	5	3
381	во многих	1	3
382	жизни и	1	3
383	в области	7	3
384	и только	1	3
385	более того	1	3
386	является в	1	2
387	все что	1	2
388	трагизма и	1	2
389	же и	1	2
390	которая в	2	2
391	с самим	1	2
392	по выражению	1	2
393	представлений о	1	2
394	в результате	1	2
395	как было	1	2
396	на смену	7	2
397	вслед за	3	2
398	проникает в	1	2
399	героя как	2	2
400	жизнь в	1	2
401	из нее	1	2
402	человек в	1	2
403	его произведений	1	2
404	меня в	1	2
405	с тем	1	2
406	я от	1	2
407	начинается с	1	2
408	приходит в	1	2
409	их в	3	2
410	в бою	1	2
411	одновременно и	1	2
412	в одно	2	2
413	в художественном	5	2
414	его личной	1	2
415	с героем	1	2
416	художественное произведение	3	2
417	сам же	2	2
418	и того	4	2
419	в первую	1	2
420	в данном	9	2
421	жизнь для	1	2
422	из других	1	2
423	не могли	2	2
424	в действительности	1	2
425	очень точно	1	2
426	духовной жизни	2	2
427	между вещами	1	2
428	но кто	1	2
429	входит в	4	2
430	имеет в	2	2
431	е годы	1	2
432	а между	1	2
433	свободу от	1	2
434	свою очередь	3	2
435	жизни он	1	2
436	в глаза	2	2
437	настоящее время	1	2
438	в пространстве	2	2
439	нас на	1	2
440	ключ к	2	2
441	это отношение	3	2
442	у а	1	2
443	содержит в	1	2
444	по поводу	1	2
445	восстает против	1	2
446	уже по	1	2
447	о чем	3	2
448	не просто	2	2
449	того же	4	2
450	каждом человеке	1	2
451	жизнь и	1	2
452	во всех	3	2
453	мышления и	3	2
454	героев в	1	2
455	своего я	1	2
456	с одной	3	2
457	в произведении	3	2
458	так он	1	2
459	начала и	1	2
460	как раз	3	2
461	души и	1	2
462	тем не	3	2
463	которого он	1	2
464	чем у	1	2
465	в качестве	33	2
466	с другими	6	2
467	уже говорилось	2	2
468	вокруг себя	1	2
469	входят в	1	2
470	свободы и	1	2
471	и притом	3	2
472	связи с	3	2
473	не говорит	1	2
474	xviii века	1	2
475	тому что	2	2
476	в связи	3	2
477	и достоевского	1	2
478	от одной	1	2
479	между прочим	1	2
480	рядом с	1	2
481	между собой	3	2
482	глаза ее	1	2
483	в двух	1	2
484	войне и	2	2
485	читатель в	1	2
486	но как	2	2
487	еще одним	1	2
488	не сводится	9	2
489	когда я	1	2
490	не дает	1	2
491	действующих лиц	1	2
492	кажется что	1	2
493	не будет	3	2
494	одним словом	1	2
495	и является	2	2
496	в комедии	1	2
497	из нас	1	2
498	по своей	8	2
499	на мир	2	2
500	было бы	1	2
501	я в	18	2
502	культуры и	1	2
503	но прежде	1	2
504	даже если	1	2
505	с которым	1	2
506	в силу	4	2
507	чаще всего	1	2
508	из этого	1	2
509	бы ни	1	2
510	его можно	1	2
511	нет не	1	2
512	означает что	1	2
513	анны карениной	2	2
514	первую очередь	1	2
515	и против	1	2
516	и здесь	2	2
517	о своих	1	2
518	такова же	1	2
519	и свою	1	2
520	жизни а	2	2
521	своего собственного	1	2
522	в литературной	2	2
523	на первом	1	2
524	была бы	3	2
525	и детально	1	2
526	представляют собой	1	2
527	в сущности	1	2
528	и соответственно	2	2
529	сама жизнь	1	2
530	в отношении	4	2
531	ни в	5	2
532	и делает	1	2
533	целом ряде	1	2
534	не могут	2	2
535	должен был	1	2
536	знал и	1	2
537	здесь мы	2	2
538	мы понимаем	1	2
539	заключает в	1	2
540	от автора	1	2
541	произведения в	1	2
542	одновременно с	1	2
543	столь же	3	2
544	тоже не	1	2
545	это первый	1	2
546	и будет	1	2
547	к его	3	2
548	известном смысле	2	2
549	быть назван	1	2
550	не имеет	1	2
551	у одного	2	2
552	в известном	2	2
553	не во	1	2
554	будущее в	1	2
555	ни к	3	2
556	в диалоге	2	2
557	со смертью	1	2
558	в прозе	2	2
559	своей собственной	1	2
560	наконец в	1	2
561	того чтобы	5	2
562	и поэтому	1	2
563	героем и	1	2
564	в стихотворении	4	2
565	а через	1	2
566	самого процесса	1	2
567	и теперь	1	2
568	отношении к	4	2
569	о своем	2	2
570	с автором	1	2
571	числе и	2	2
572	неотделима от	1	2
573	он в	1	2
574	видим в	2	2
575	в сфере	1	2
576	мог бы	3	2
577	не первым	1	2
578	за пределами	5	2
579	и авторской	1	2
580	всякий раз	2	2
581	к миру	1	2
582	с лизой	1	2
583	рассчитан на	1	2
584	д и	1	2
585	каждой человеческой	1	2
586	значение в	1	2
587	данном случае	5	2
588	том числе	3	2
589	в формах	2	2
590	с их	2	2
591	слова не	2	2
592	когда же	1	2
593	в таких	1	2
594	не от	2	2
595	и где	1	2
596	всю жизнь	1	2
597	указывает на	1	2
598	мира а	1	2
599	или даже	4	2
600	при таком	1	2
601	и высшей	1	2
602	и со	1	2
603	и без	1	2
604	путь к	1	2
605	должен быть	2	2
606	художников в	1	2
607	людей в	1	2
608	к одному	2	2
609	нуждается в	1	2
610	перед тем	1	2
611	ведь это	1	2
612	героя к	1	2
613	она не	1	2
614	от всех	2	2
615	по бахтину	2	2
616	но она	2	2
617	отношений между	1	2
618	только то	1	2
619	человека с	3	2
620	не сами	2	2
621	быть определен	1	2
622	что можно	3	2
623	в большой	1	2
624	и мире	2	2
625	понимаем что	1	2
626	в литературном	1	2
627	и о	5	2
628	роман и	2	2
629	говорилось выше	1	2
630	это еще	1	2
631	же в	1	2
632	включает в	2	2
633	в е	1	2
634	эти два	1	2
635	может и	2	2
636	однако все	2	2
637	есть не	1	2
638	мира в	3	2
639	принципиально новой	1	1
640	к действительности	3	1
641	по-разному в	1	1
642	и составляет	3	1
643	и возможностей	1	1
644	для всех	2	1
645	пределами текста	1	1
646	это тот	1	1
647	бы несколько	1	1
648	художественном мире	1	1
649	и мира	2	1
650	этого в	1	1
651	он обнаруживает	1	1
652	чего не	1	1
653	рассматриваться в	3	1
654	рассказ о	2	1
655	от имени	2	1
656	и читателем	2	1
657	однако оно	1	1
658	вопросу о	1	1
659	на второй	2	1
660	выступать как	2	1
661	она лишь	1	1
662	тем как	1	1
663	человеком который	1	1
664	жить и	2	1
665	разрыв в	1	1
666	внутренней форме	1	1
667	губы так	1	1
668	требует от	1	1
669	одно из	1	1
670	и другими	1	1
671	дается в	1	1
672	имеем не	1	1
673	было положено	1	1
674	не бывает	1	1
675	и само	1	1
676	отдельно от	1	1
677	не сможет	1	1
678	мыслится как	5	1
679	их не	1	1
680	сознаний в	1	1
681	а напротив	2	1
682	между автором	2	1
683	можно говорить	1	1
684	о мире	1	1
685	его природы	1	1
686	автором и	2	1
687	по мысли	3	1
688	говорят о	1	1
689	из всего	1	1
690	его личности	1	1
691	том или	1	1
692	мира это	1	1
693	с ума	1	1
694	имеет место	3	1
695	в собственном	1	1
696	что по	1	1
697	художественный мир	1	1
698	позиция автора	2	1
699	к преступлению	1	1
700	дома и	2	1
701	гоголя даже	1	1
702	действительную жизнь	1	1
703	поскольку он	1	1
704	авторская позиция	1	1
705	и генерализации	1	1
706	себя не	1	1
707	речь идет	2	1
708	их внутреннюю	1	1
709	свою собственную	1	1
710	жизни на	2	1
711	комизм и	1	1
712	искусство и	1	1
713	после его	1	1
714	первый взгляд	1	1
715	его поступки	1	1
716	от внешней	1	1
717	свою душу	1	1
718	эстетической ценности	1	1
719	при всей	2	1
720	между сознаниями	1	1
721	ли я	1	1
722	читатель не	1	1
723	европейского романа	1	1
724	в центр	1	1
725	ее к	1	1
726	реальностью обладает	1	1
727	и такие	1	1
728	вопрос о	1	1
729	раз и	1	1
730	себя если	1	1
731	восприятие мира	1	1
732	некоторого рода	1	1
733	в противоположность	3	1
734	собой как	1	1
735	бахтин с	1	1
736	одной стороны	3	1
737	ее восприятия	1	1
738	сознания в	2	1
739	таким же	1	1
740	с помощью	1	1
741	между двумя	3	1
742	встречи с	1	1
743	если нет	1	1
744	в различных	1	1
745	эта система	1	1
746	мне бог	1	1
747	добро и	1	1
748	и те	1	1
749	не что	1	1
750	значения этого	1	1
751	о литературе	3	1
752	является как	1	1
753	трагический герой	1	1
754	отношение слушателя	1	1
755	автора с	1	1
756	художественного произведения	5	1
757	всего что	1	1
758	смысл на	1	1
759	в прошлом	1	1
760	этого мира	1	1
761	и эстетического	1	1
762	к ним	1	1
763	с трагизмом	1	1
764	в комнате	1	1
765	в сотворении	1	1
766	оказывается не	1	1
767	я с	5	1
768	еще нет	1	1
769	на могиле	1	1
770	жизни как	5	1
771	него не	1	1
772	мир глазами	1	1
773	мы говорим	1	1
774	ее как	1	1
775	над этим	1	1
776	а только	4	1
777	на сцене	1	1
778	в нашем	4	1
779	у себя	1	1
780	с этими	1	1
781	как я	1	1
782	нигде не	1	1
783	окна и	1	1
784	убийцы в	1	1
785	те и	1	1
786	все без	1	1
787	исходит из	1	1
788	не состоится	1	1
789	ним на	1	1
790	проникновение в	1	1
791	под именем	1	1
792	и ад	1	1
793	современное литературоведение	1	1
794	за полтора	1	1
795	с собственной	1	1
796	нет никаких	1	1
797	к этим	1	1
798	и открывает	1	1
799	лишь один	2	1
800	в позицию	1	1
801	видения мира	2	1
802	к языку	1	1
803	чем это	2	1
804	писал в	1	1
805	это своего	2	1
806	своего развития	1	1
807	себе самом	1	1
808	внутренней жизни	1	1
809	героя не	1	1
810	время для	1	1
811	все мы	1	1
812	бы то	2	1
813	глядя на	1	1
814	только не	3	1
815	к различным	1	1
816	к герою	2	1
817	каждое человеческое	1	1
818	и автора	3	1
819	личности а	1	1
820	от его	1	1
821	что иное	1	1
822	до минимума	1	1
823	в драме	1	1
824	моя жизнь	2	1
825	такого рода	13	1
826	оценки и	1	1
827	что сама	2	1
828	не лишено	1	1
829	напротив в	1	1
830	а и	5	1
831	ни было	2	1
832	народной жизни	1	1
833	же самую	1	1
834	он решительно	1	1
835	что такое	2	1
836	в герое	1	1
837	или иную	2	1
838	говоря словами	4	1
839	на стадии	1	1
840	о ком	1	1
841	в подобном	1	1
842	в европейской	2	1
843	сколько бы	1	1
844	в одиночку	1	1
845	замысла и	1	1
846	лев толстой	1	1
847	и некоторые	2	1
848	как видно	1	1
849	при анализе	1	1
850	всех его	1	1
851	можно строить	1	1
852	позиции в	1	1
853	эта позиция	1	1
854	из уст	1	1
855	всех и	2	1
856	и исторической	1	1
857	жизненной позиции	1	1
858	как говорит	3	1
859	во внутренней	2	1
860	между ними	6	1
861	личности с	1	1
862	художественном произведении	1	1
863	большинстве случаев	1	1
864	взором читателя	1	1
865	вдохновения в	3	1
866	именно эту	1	1
867	зрения и	2	1
868	к вопросу	1	1
869	куда же	1	1
870	себе и	1	1
871	персонаж не	1	1
872	и кому	1	1
873	делает его	2	1
874	это тоже	2	1
875	жизни то	2	1
876	на себе	1	1
877	встрече с	1	1
878	той или	3	1
879	на которую	1	1
880	мастерства в	1	1
881	остается в	1	1
882	читательское восприятие	1	1
883	так я	1	1
884	и литературные	1	1
885	вошел в	1	1
886	весь мир	1	1
887	от себя	3	1
888	толпы так	1	1
889	сознания а	1	1
890	лишь ее	1	1
891	анекдота не	1	1
892	с матерью	1	1
893	пошлости и	1	1
894	не составляет	1	1
895	подробностями и	1	1
896	читателя и	1	1
897	в структуре	2	1
898	именно потому	1	1
899	всего лишь	8	1
900	то ни	2	1
901	закономерно приводит	1	1
902	или же	1	1
903	речи и	4	1
904	в случае	2	1
905	в развитии	1	1
906	в образы	1	1
907	на чем	1	1
908	и право	1	1
909	мы обнаруживаем	1	1
910	однако эта	2	1
911	мире на	1	1
912	и роман	1	1
913	можно было	1	1
914	в форме	4	1
915	перед лицом	2	1
916	от своего	2	1
917	то во	1	1
918	также и	1	1
919	мы по	2	1
920	как один	1	1
921	следует признать	2	1
922	или иное	1	1
923	в иных	1	1
924	на свое	1	1
925	порой и	1	1
926	а тем	1	1
927	я это	1	1
928	общего с	1	1
929	трагедии шекспира	1	1
930	каждый человек	1	1
931	ролью в	1	1
932	искусства но	4	1
933	стихотворении лермонтова	1	1
934	это делает	2	1
935	обратимся к	1	1
936	всех сторон	1	1
937	что может	2	1
938	он показывает	1	1
939	однако по	1	1
940	говорит ему	1	1
941	ударом топора	1	1
942	автора как	2	1
943	этом у	1	1
944	это имеет	1	1
945	является его	1	1
946	или иного	6	1
947	сознания однако	1	1
948	основе всех	1	1
949	случае это	2	1
950	чем и	2	1
951	чтобы не	2	1
952	от свободы	2	1
953	каждого из	1	1
954	не остается	1	1
955	одного и	4	1
956	что вид	1	1
957	к автору	1	1
958	для личности	1	1
959	из окна	1	1
960	в особенности	1	1
961	мире и	2	1
962	однако и	1	1
963	нет на	1	1
964	то время	1	1
965	художественный эффект	1	1
966	с первоначальным	1	1
967	другие в	1	1
968	на первой	1	1
969	которой не	1	1
970	и мотивов	1	1
971	говорит а	1	1
972	теперь в	1	1
973	можно назвать	1	1
974	литературы как	3	1
975	я никогда	1	1
976	художественного творчества	5	1
977	природе и	1	1
978	что свобода	1	1
979	никак не	1	1
980	ты и	1	1
981	самой жизни	1	1
982	собой например	1	1
983	разного рода	1	1
984	пространственно-временное единство	1	1
985	не признает	2	1
986	и вполне	1	1
987	том и	1	1
988	смысла в	1	1
989	за это	1	1
990	не на	4	1
991	в единстве	1	1
992	весьма существенный	1	1
993	и первый	1	1
994	оно не	2	1
995	текста и	1	1
996	с некоторыми	1	1
997	превращая его	1	1
998	художественно значимой	2	1
999	литературы но	1	1
1000	собой и	1	1
1001	и делают	1	1
1002	с ней	1	1
1003	в наших	1	1
1004	двух сыновей	1	1
1005	так называемый	1	1
1006	в различные	1	1
1007	обращается к	2	1
1008	но само	1	1
1009	жизненная позиция	1	1
1010	и действительно	1	1
1011	читательского восприятия	2	1
1012	в эстетическую	1	1
1013	присутствующим в	1	1
1014	из тех	2	1
1015	к нам	2	1
1016	полтора столетия	1	1
1017	внешне не	1	1
1018	в словах	1	1
1019	себя и	2	1
1020	в историческом	1	1
1021	в падении	1	1
1022	вследствие этого	2	1
1023	нимало не	1	1
1024	нет в	1	1
1025	первой главе	1	1
1026	выступает как	1	1
1027	все они	1	1
1028	своего достоинства	1	1
1029	можно в	1	1
1030	которых можно	1	1
1031	художественный образ	1	1
1032	еще и	2	1
1033	владимир соловьев	1	1
1034	со временем	2	1
1035	возможно в	1	1
1036	означает его	1	1
1037	истории не	1	1
1038	художественного целого	4	1
1039	языка и	1	1
1040	когда мы	1	1
1041	несколько счастливых	1	1
1042	тех же	1	1
1043	это явление	1	1
1044	согласен с	1	1
1045	более чем	1	1
1046	со всех	1	1
1047	то и	1	1
1048	на основе	2	1
1049	эту целостность	1	1
1050	не быть	1	1
1051	момент для	1	1
1052	поле зрения	1	1
1053	из его	1	1
1054	автора так	1	1
1055	слова и	1	1
1056	для меня	2	1
1057	не носит	1	1
1058	и читателей	2	1
1059	сочетании с	2	1
1060	вступает в	2	1
1061	и ему	1	1
1062	как субъекта	1	1
1063	становится самим	2	1
1064	целый ряд	1	1
1065	других произведений	2	1
1066	незаметно для	1	1
1067	к объекту	1	1
1068	существования в	2	1
1069	еще один	1	1
1070	года на	1	1
1071	было и	1	1
1072	состоит в	22	1
1073	для читателя	4	1
1074	жизни по	1	1
1075	имеем в	3	1
1076	на которые	1	1
1077	и а	4	1
1078	человеческого поведения	1	1
1079	времени его	1	1
1080	я как	2	1
1081	человек должен	1	1
1082	следит за	1	1
1083	отождествляемая с	1	1
1084	анекдот но	1	1
1085	ее не	1	1
1086	в композиции	1	1
1087	если мы	2	1
1088	и многих	1	1
1089	принадлежит к	3	1
1090	при котором	2	1
1091	оно стало	1	1
1092	ее что-то	1	1
1093	комизма в	1	1
1094	на первый	1	1
1095	в концепции	1	1
1096	этического и	1	1
1097	может оказаться	2	1
1098	вышел в	1	1
1099	в сознании	1	1
1100	их смысла	1	1
1101	ответ был	1	1
1102	этого слова	4	1
1103	впечатлений в	1	1
1104	к предмету	1	1
1105	критерий художественности	1	1
1106	нередко называют	1	1
1107	в мировой	2	1
1108	текста как	4	1
1109	и для	3	1
1110	литературе в	1	1
1111	все с	1	1
1112	то или	1	1
1113	в самой	2	1
1114	предстает как	1	1
1115	в настоящее	1	1
1116	характерные для	1	1
1117	быть без	1	1
1118	от своей	1	1
1119	может как	1	1
1120	а своей	1	1
1121	на время	2	1
1122	подход к	1	1
1123	в сочетании	2	1
1124	что автор	1	1
1125	такое же	1	1
1126	этом случае	1	1
1127	литературе нового	1	1
1128	небытию в	1	1
1129	в более	1	1
1130	поэтического вдохновения	1	1
1131	менее чем	2	1
1132	вокруг него	2	1
1133	они не	1	1
1134	произведения как	1	1
1135	на вопрос	2	1
1136	художественной системе	1	1
1137	он выступает	1	1
1138	в поэзии	2	1
1139	в последней	2	1
1140	который может	1	1
1141	своей сути	1	1
1142	который бы	1	1
1143	в художественной	3	1
1144	опыта к	2	1
1145	хома брут	1	1
1146	автора этой	1	1
1147	мы имеем	7	1
1148	и зло	1	1
1149	мире в	1	1
1150	тайны и	1	1
1151	в основании	2	1
1152	себя самого	1	1
1153	повести гоголя	2	1
1154	для искусства	2	1
1155	совершенно не	1	1
1156	нее как	1	1
1157	для нас	1	1
1158	не принять	1	1
1159	о юморе	1	1
1160	не содержит	1	1
1161	своей судьбы	1	1
1162	слова говорящий	1	1
1163	на которой	1	1
1164	вытекающее из	1	1
1165	означало бы	1	1
1166	смысл этой	1	1
1167	кто бы	1	1
1168	что каждый	2	1
1169	без этого	1	1
1170	к эстетическому	1	1
1171	а на	3	1
1172	века и	1	1
1173	перед читателем	1	1
1174	зрения у	1	1
1175	ложью не	1	1
1176	реальной действительности	1	1
1177	не обладает	1	1
1178	в войне	2	1
1179	а также	7	1
1180	этом не	1	1
1181	объекта и	3	1
1182	и иронии	1	1
1183	места в	1	1
1184	шекспира или	1	1
1185	и усиливается	1	1
1186	виду что	1	1
1187	искусства как	2	1
1188	и читателя	1	1
1189	такого понимания	1	1
1190	с той	1	1
1191	в какой	2	1
1192	когда герой	1	1
1193	не подлежит	1	1
1194	есть в	3	1
1195	но по	1	1
1196	и абсолютная	1	1
1197	является не	1	1
1198	над тем	1	1
1199	заметил что	1	1
1200	на фоне	2	1
1201	и религии	1	1
1202	это происходит	1	1
1203	перед собой	1	1
1204	весьма существенным	1	1
1205	по своему	4	1
1206	должно стать	1	1
1207	со своей	4	1
1208	от горя	1	1
1209	это было	2	1
1210	своей свободы	1	1
1211	мире без	1	1
1212	зависим от	1	1
1213	единство и	1	1
1214	тем более	2	1
1215	эксцесса по	1	1
1216	войны и	1	1
1217	ему не	1	1
1218	писал он	1	1
1219	и бессознательно	1	1
1220	свобода и	1	1
1221	не была	1	1
1222	впечатление от	1	1
1223	стоит и	1	1
1224	мы более	1	1
1225	того или	6	1
1226	стечение обстоятельств	1	1
1227	что от	1	1
1228	только к	1	1
1229	в полной	1	1
1230	как ни	1	1
1231	вырождается в	1	1
1232	должен слиться	1	1
1233	очередь по	1	1
1234	гоголевской повести	1	1
1235	в поле	1	1
1236	карамазова в	1	1
1237	каждом из	1	1
1238	с патетикой	1	1
1239	должно быть	1	1
1240	свой опыт	1	1
1241	жизни человека	1	1
1242	центр художественного	1	1
1243	пойдет о	1	1
1244	ту или	2	1
1245	одну из	2	1
1246	говорим о	1	1
1247	у зеркала	1	1
1248	эта деталь	1	1
1249	всего только	1	1
1250	из древнейших	1	1
1251	себя человек	1	1
1252	с высокой	1	1
1253	и внутренних	1	1
1254	это переживание	2	1
1255	свою жизнь	2	1
1256	а о	1	1
1257	это была	1	1
1258	сознание как	1	1
1259	карнавального смеха	1	1
1260	или его	1	1
1261	но дело	1	1
1262	к чему	2	1
1263	в пределах	5	1
1264	стороны и	1	1
1265	время они	1	1
1266	личность как	1	1
1267	при всем	2	1
1268	и выступает	1	1
1269	вследствие его	1	1
1270	в большинстве	2	1
1271	с человеком	2	1
1272	художественного мира	4	1
1273	относится как	2	1
1274	еще на	1	1
1275	на это	1	1
1276	в рамках	13	1
1277	же самое	1	1
1278	в тексте	19	1
1279	которые в	1	1
1280	собой лишь	1	1
1281	над его	1	1
1282	сказать в	1	1
1283	из условий	1	1
1284	связи между	1	1
1285	основания для	1	1
1286	от гоголевской	1	1
1287	за минуту	1	1
1288	или иной	7	1
1289	образов и	1	1
1290	бытия и	1	1
1291	частности с	1	1
