N	2gram	Propp_Morf	TeoriaLi
610	за это	1	1
611	и со	1	1
612	остановимся на	1	1
613	может рассматриваться	1	1
614	по его	1	1
615	служит для	1	1
616	лишь для	1	1
617	к вопросу	2	1
618	на его	5	1
619	куда же	1	1
620	для героя	3	1
621	форма в	3	1
622	точек зрения	1	1
623	из этого	1	1
624	путь к	2	1
625	бы в	2	1
626	людей в	1	1
627	обычно это	1	1
628	существа так	1	1
629	в каждом	1	1
630	нарушение запрета	2	1
631	здесь как	1	1
632	может иметь	1	1
633	том случае	3	1
634	вошел в	1	1
635	как таковыми	1	1
636	что от	1	1
637	как ни	1	1
638	в своих	2	1
639	не означает	2	1
640	героя к	2	1
641	в поле	5	1
642	с первых	1	1
643	свое место	1	1
644	если на	1	1
645	случае если	2	1
646	очень часто	6	1
647	и описаны	1	1
648	имен и	1	1
649	что несмотря	1	1
650	если не	1	1
651	она не	2	1
652	не дает	1	1
653	д как	4	1
654	ту же	2	1
655	совсем не	3	1
656	но всегда	1	1
657	говорится и	1	1
658	чувства и	1	1
659	отношение между	1	1
660	так что	1	1
661	не более	1	1
662	форма может	1	1
663	или же	7	1
664	мы понимаем	1	1
665	является его	1	1
666	это по	1	1
667	и может	1	1
668	бы они	2	1
669	что касается	1	1
670	природой и	1	1
671	а по	3	1
672	встречаться в	1	1
673	и их	3	1
674	разграничены по	1	1
675	это явление	5	1
676	можно было	4	1
677	если она	2	1
678	свое душевное	1	1
679	тем и	2	1
680	иметь в	1	1
681	является одним	1	1
682	лежат в	1	1
683	то во	1	1
684	также и	6	1
685	этих случаях	15	1
686	у нее	2	1
687	как один	1	1
688	быть определен	2	1
689	или иное	1	1
690	означает что	3	1
691	в иных	4	1
692	чем является	1	1
693	на свое	1	1
694	когда мы	1	1
695	себя за	2	1
696	на это	1	1
697	было бы	5	1
698	дает ему	1	1
699	не по	2	1
700	из нее	1	1
701	же самое	1	1
702	вступают в	3	1
703	он в	1	1
704	как мы	8	1
705	могут изучаться	1	1
706	качестве его	1	1
707	это правило	1	1
708	которые в	1	1
709	текста на	1	1
710	приводят к	3	1
711	но прежде	1	1
712	этом и	1	1
713	узнает в	1	1
714	и есть	3	1
715	он показывает	1	1
716	теми же	1	1
717	же в	3	1
718	здесь также	1	1
719	является непосредственным	1	1
720	из его	2	1
721	чаще всего	11	1
722	на то	3	1
723	когда герой	2	1
724	и только	3	1
725	может или	1	1
726	чему не	2	1
727	независимо от	4	1
728	в него	1	1
729	одна ночь	1	1
730	таким же	1	1
731	и объект	1	1
732	нет не	1	1
733	дело обстоит	1	1
734	и совершенно	1	1
735	или точнее	1	1
736	их отношении	1	1
737	есть не	1	1
738	кажется что	1	1
739	иное как	2	1
740	а сама	1	1
741	в е	1	1
742	совершается в	2	1
743	тысяча и	1	1
