N	3gram	Bakhtin_Fr	Analitik
107	комедия дель арте	1	1
108	но и на	2	1
109	то или иное	1	1
110	еще раз что	1	1
111	или иной форме	4	1
112	далеко за пределы	1	1
113	все это приводит	1	1
114	ее необходимый момент	1	1
115	то есть вне	1	1
116	лично для себя	1	1
117	но лишь моменты	1	1
118	к которому впервые	1	1
119	здесь явственно обнаруживается	1	1
120	и во всех	2	1
121	кажущейся ложной единственности	1	1
122	года то есть	1	1
123	на все моменты	1	1
124	все это по	1	1
125	в самом его	2	1
126	с ним в	1	1
127	и т.п поэтому	1	1
128	друг от друга	1	1
129	с целым рядом	1	1
130	одно из самых	1	1
131	в них и	1	1
132	через край и	1	1
133	о мире и	3	1
134	они как бы	1	1
135	тех же основаниях	1	1
136	серьезного отношения к	1	1
137	постоянного обновления и	1	1
138	что при таком	1	1
139	и незыблемости существующего	1	1
140	начало и конец	2	1
141	момент как условие	1	1
142	не только на	1	1
143	еще и до	1	1
144	именно потому что	1	1
145	на точку зрения	1	1
146	они принадлежат к	1	1
147	в отношении к	1	1
148	в конце концов	1	1
149	нет в его	1	1
150	может быть ничего	1	1
151	всяком случае не	1	1
152	в частности и	1	1
153	умения отрешиться от	1	1
154	встречаемся с ним	1	1
155	по ту сторону	1	1
156	другого миропорядка другого	1	1
157	таким образом в	1	1
158	во всей своей	1	1
159	а затем и	1	1
160	ложной единственности непререкаемости	1	1
161	о чем свидетельствует	1	1
162	в одну из	1	1
163	из них не	1	1
164	одна из существеннейших	1	1
165	чем иным как	1	1
166	миропорядка другого строя	1	1
167	как бы карнавал	1	1
168	контакт между всеми	1	1
169	вольный фамильярный контакт	1	1
170	выходит за пределы	4	1
171	отношению к миру	1	1
172	то есть без	1	1
173	не нуждается в	1	1
174	только то что	1	1
175	на самом же	3	1
176	и в эпизоде	1	1
177	один из наиболее	1	1
178	уже говорили о	1	1
179	и новое рождение	1	1
180	или во всяком	1	1
181	и т.п все	3	1
182	и особенно в	1	1
183	у шекспира и	2	1
184	имея в виду	1	1
185	она превращается в	1	1
186	и в том	2	1
187	и т.п в	2	1
188	в частности с	1	1
189	смысл и значение	1	1
190	в области литературы	2	1
191	он так и	1	1
192	выводит за пределы	1	1
193	произведения но и	1	1
194	на тех же	1	1
195	здесь входит в	1	1
196	он и в	1	1
197	и вступает в	1	1
198	лишь в тех	1	1
199	в одном из	1	1
200	а как бы	1	1
201	со смертью в	1	1
202	в ту эпоху	2	1
203	почти вовсе не	3	1
204	но он не	1	1
205	но прежде всего	3	1
206	так как если	1	1
207	жизни как ее	1	1
208	могла бы быть	1	1
209	то есть на	2	1
210	это по преимуществу	1	1
211	этом отношении он	1	1
212	самом же деле	3	1
213	в большинстве случаев	2	1
214	с мотивом смерти	1	1
215	и может быть	1	1
216	но при этом	1	1
217	имеем в виду	2	1
218	с породившим ее	1	1
219	но дело в	1	1
220	и теперь в	1	1
221	и не становится	1	1
222	же основаниях как	1	1
223	и в особенности	1	1
224	к однозначности и	1	1
225	это уже не	3	1
226	входит в целое	1	1
227	по своей сущности	1	1
228	в сущности это	1	1
229	комедии дель арте	2	1
230	фамильярный контакт между	1	1
231	в этой борьбе	1	1
232	одиночку с острым	1	1
233	но как бы	1	1
234	как условие ее	1	1
235	сказать что в	1	1
236	и даже в	2	1
237	другого строя жизни	1	1
238	жизни но и	1	1
239	арлекин или защита	1	1
240	ни на что	2	1
241	и так сказать	1	1
242	несмотря на его	1	1
243	целое жизни как	1	1
244	мы встречаемся с	1	1
245	и та же	1	1
246	до некоторой степени	1	1
247	в большей или	7	1
248	жизни и смерти	6	1
249	свое отражение в	1	1
250	одной из этих	1	1
251	по преимуществу ночной	1	1
252	еще в самом	1	1
253	но в нашем	1	1
254	на самом деле	2	1
255	обновления и омоложения	1	1
256	к тому или	1	1
257	и в частности	2	1
258	связь с породившим	1	1
259	и здесь мы	1	1
260	особый тип общения	1	1
261	роль в этом	1	1
262	как раз в	1	1
263	или меньшей степени	7	1
264	однако и в	1	1
265	также и в	1	1
266	бы карнавал переживаемый	1	1
267	ее постоянного обновления	1	1
268	мы имеем в	1	1
269	как бы ни	2	1
270	то есть его	1	1
271	в целое жизни	1	1
272	единственности непререкаемости и	1	1
273	все эти три	1	1
274	необходимый момент как	1	1
275	в xx веке	1	1
276	в сущности не	1	1
277	в первую очередь	1	1
278	за пределы кажущейся	1	1
279	в собственном смысле	3	1
280	жизни в ее	1	1
281	в одиночку с	1	1
282	смерть здесь входит	1	1
283	как ее необходимый	1	1
284	так и в	3	1
285	во второй половине	2	1
286	одна и та	1	1
287	то есть не	1	1
288	в начале и	1	1
289	или хотя бы	1	1
290	к себе самому	2	1
291	как бы в	1	1
292	то что мы	1	1
293	отличающая его от	1	1
294	между всеми людьми	1	1
295	на что не	2	1
296	мы уже говорили	12	1
297	приобщение к жизни	1	1
298	этой своей отъединенности	1	1
299	том числе и	7	1
300	отношения к миру	1	1
301	не только как	1	1
302	и не знает	1	1
