N	3gram	Vygotskiy_	Formalny
359	рассматривать не как	1	1
360	друг другу и	1	1
361	этой последней в	1	1
362	нужно было бы	2	1
363	необходимо выйти за	1	1
364	иначе как в	1	1
365	зависит от того	1	1
366	таким образом является	1	1
367	в литературе к	1	1
368	не чем иным	2	1
369	у них совершенно	1	1
370	речи но все	1	1
371	не что иное	1	1
372	один из важнейших	1	1
373	что иное как	1	1
374	с помощью этого	1	1
375	одно и то	3	1
376	тем же самым	2	1
377	это делается в	3	1
378	в светлое поле	1	1
379	одной и той	5	1
380	отчета в том	1	1
381	в слове в	1	1
382	не вещь а	1	1
383	и ко всем	2	1
384	заключается в том	9	1
385	в самом конце	1	1
386	только потому что	3	1
387	как одна из	1	1
388	во всех этих	1	1
389	до конца и	1	1
390	что если бы	1	1
391	и заключается что	1	1
392	поэтому в своих	1	1
393	но так как	1	1
394	в ней господствует	1	1
395	они полагают что	1	1
396	понятия к другому	1	1
397	по самому своему	1	1
398	и на всю	1	1
399	но именно в	1	1
400	и что в	1	1
401	же как и	3	1
402	тем обстоятельством что	2	1
403	светлое поле сознания	1	1
404	зависимости от этого	2	1
405	мы знаем не	1	1
406	к этим вопросам	1	1
407	том что они	2	1
408	слово входит в	1	1
409	было бы показать	1	1
410	тем что он	1	1
411	было бы невозможно	1	1
412	никогда не может	1	1
413	должна была бы	1	1
414	но не для	2	1
415	языка но и	1	1
416	сводится только к	1	1
417	же время в	1	1
418	дело здесь не	1	1
419	все равно что	1	1
420	по своей природе	4	1
421	является вместе с	1	1
422	дистанция между ними	1	1
423	между собой не	1	1
424	самого начала что	1	1
425	этом случае в	2	1
426	пределах одного и	1	1
427	как одной из	1	1
428	ведь то что	1	1
429	культуры в то	1	1
430	мы уже говорили	2	1
431	начало нового направления	1	1
432	вопрос о том	1	1
433	это и есть	1	1
434	должны привести к	1	1
435	к слову а	1	1
436	независимых друг от	1	1
437	же как между	1	1
438	таким образом с	1	1
439	можно было бы	5	1
440	быть самим собой	1	1
441	приводит и к	1	1
442	его отношение к	1	1
443	потому что они	2	1
