N	2gram	Trubetskoy	Vvedenie
502	превратиться в	1	1
503	таком случае	1	1
504	себе не	1	1
505	все прочие	1	1
506	нельзя считать	1	1
507	в русском	2	1
508	у него	1	1
509	связан и	2	1
510	существует и	1	1
511	под этим	1	1
512	различия между	2	1
513	совершенно ясно	1	1
514	что все	4	1
515	как не	1	1
516	же отличие	1	1
517	чтобы в	1	1
518	как эти	1	1
519	если не	2	1
520	более или	5	1
521	нам в	1	1
522	есть проблема	1	1
523	в повседневном	1	1
524	как видно	1	1
525	от своего	1	1
526	русской культурой	1	1
527	помнить что	1	1
528	уже очень	1	1
529	ставит себе	1	1
530	жизнь в	1	1
531	что его	1	1
532	всех его	1	1
533	в идее	1	1
534	духовного развития	2	1
535	но совершенно	1	1
536	в особый	1	1
537	который как	1	1
538	в россии	2	1
539	этим и	1	1
540	этот факт	2	1
541	с другими	4	1
542	и все	2	1
543	бытия и	1	1
544	в языках	1	1
545	может и	1	1
546	иначе как	1	1
547	в эпоху	7	1
548	свойствам их	1	1
549	но для	1	1
550	прямо не	1	1
551	представление о	6	1
552	не похоже	1	1
553	значения и	1	1
554	в таком	3	1
555	и скорее	1	1
556	если он	1	1
557	очень много	2	1
558	в среде	2	1
559	в жизни	1	1
560	можно назвать	2	1
561	видно из	1	1
562	заметить что	1	1
563	разных народов	1	1
564	давно уже	1	1
565	ценностей и	1	1
566	в одних	1	1
567	участие в	1	1
568	легче и	1	1
569	состоит из	1	1
570	похож на	2	1
571	с ними	1	1
572	есть тот	1	1
573	далеко не	4	1
574	общих чертах	1	1
575	в духовной	1	1
576	в одно	2	1
577	особенно сильно	1	1
578	на эту	1	1
579	и надо	1	1
580	же культуры	1	1
581	во главе	1	1
582	перед собой	1	1
583	как с	1	1
584	к славянам	1	1
585	и могут	1	1
586	в такой	1	1
587	отличается от	2	1
588	между собой	1	1
589	в новом	2	1
590	том как	1	1
591	нечто вполне	1	1
592	это было	1	1
593	он вполне	1	1
594	то ясно	2	1
595	на его	1	1
596	к мысли	1	1
597	в сторону	1	1
598	них в	1	1
599	ли это	2	1
600	представляться как	1	1
601	тому же	5	1
602	путь к	3	1
603	к концу	3	1
604	в эту	2	1
605	это тоже	1	1
606	или менее	5	1
607	и у	8	1
608	в одной	1	1
609	развития тем	1	1
610	связано с	2	1
611	всякого научного	1	1
612	с первого	1	1
613	на них	1	1
614	из общего	1	1
615	образа или	1	1
616	что эти	3	1
617	с результатами	1	1
618	всегда и	3	1
619	себя не	1	1
620	перестает быть	2	1
621	у этих	1	1
622	ко всему	2	1
623	это и	1	1
624	все чаще	1	1
625	совершенно не	1	1
626	материалом для	1	1
627	с данной	1	1
628	человека в	1	1
629	в уста	1	1
630	находит свое	1	1
631	образцом для	1	1
632	и более	1	1
633	каждая из	3	1
634	с самого	3	1
635	на нечто	1	1
636	не означает	1	1
637	должно было	2	1
638	на совокупность	1	1
639	менее совершенно	1	1
640	эта связь	1	1
641	каждом из	1	1
642	каждая такая	1	1
643	вся история	1	1
644	с каким-нибудь	1	1
645	превращается в	2	1
646	это как	1	1
647	чистом виде	1	1
648	еще на	2	1
649	другими словами	1	1
650	а через	1	1
651	так сказать	1	1
652	стадии развития	2	1
653	наконец в	2	1
654	во всей	1	1
655	не должно	1	1
656	одну из	1	1
657	культура в	3	1
658	русской культуры	15	1
659	не по	1	1
660	тот факт	1	1
661	языку и	1	1
662	и другой	2	1
663	объясняется и	1	1
664	не всегда	2	1
665	в себя	1	1
666	из себя	2	1
667	вполне ясно	1	1
668	в которой	3	1
669	именно потому	1	1
670	лишь в	5	1
671	лишь на	1	1
672	вследствие этого	1	1
673	есть то	1	1
674	в какой-то	1	1
675	именно из	2	1
676	бы например	2	1
677	не могло	2	1
678	представлением о	1	1
679	воплощается в	1	1
680	должны быть	1	1
681	между отдельными	1	1
682	превратился в	1	1
683	не приходится	1	1
684	есть ли	1	1
685	и является	2	1
686	и об	1	1
687	к области	1	1
688	не могла	2	1
689	и тот	1	1
690	не потому	2	1
691	заключает в	2	1
692	ее с	2	1
693	в учении	1	1
694	большей частью	3	1
695	по очереди	1	1
696	случае с	1	1
697	только то	1	1
698	народ но	1	1
699	человека и	1	1
700	самого начала	2	1
701	должны были	1	1
702	или иное	2	1
703	то ни	2	1
704	от прочих	1	1
705	культуры во	1	1
706	есть продукт	1	1
707	всего что	1	1
708	соприкасается с	1	1
709	дает ему	1	1
710	имеем в	1	1
711	в каковом	1	1
712	своему характеру	1	1
713	чем с	1	1
714	что дает	1	1
715	которые и	1	1
716	полку игореве	1	1
717	среди них	2	1
718	восточных культур	1	1
719	он в	2	1
720	место в	1	1
721	случае между	1	1
722	тех пор	2	1
723	одного из	1	1
724	впервые в	1	1
725	а и	1	1
726	с именем	2	1
727	к ним	3	1
728	общего с	2	1
729	во-первых с	1	1
730	культуры и	3	1
731	не осталось	1	1
732	и никогда	1	1
733	главным образом	8	1
734	оно имеет	1	1
735	без всякого	1	1
736	формы в	1	1
737	которое мы	1	1
738	к которому	2	1
739	этих трех	1	1
740	восстановить в	1	1
741	и от	4	1
742	их можно	1	1
743	них как	1	1
744	к усвоению	1	1
745	образом в	5	1
746	настоящее время	1	1
747	культура не	1	1
748	о полку	1	1
749	же в	1	1
750	покоится на	1	1
751	и специальные	1	1
752	и прежде	1	1
753	каком он	1	1
754	этого и	1	1
755	культурного целого	1	1
756	теснее связана	1	1
757	мира в	1	1
758	в европе	1	1
759	к этим	1	1
760	во время	4	1
761	и после	2	1
762	в так	4	1
763	всем что	1	1
764	вопросу с	1	1
765	после смерти	10	1
766	других языках	1	1
767	чтобы не	1	1
768	то или	2	1
769	в далеком	1	1
770	в самой	2	1
771	ними в	1	1
772	с идеей	2	1
773	в настоящее	1	1
774	понятия и	1	1
775	и особенно	2	1
776	тот же	2	1
777	всякий кто	1	1
778	нее не	2	1
779	без помощи	2	1
780	и самый	1	1
781	вернуться к	1	1
782	и том	1	1
783	он должен	1	1
784	судя по	1	1
785	философскую мысль	1	1
