N	2gram	Propp_Morf	Mirosoze
185	означает что	3	5
186	до сих	1	5
187	и этот	2	5
188	они и	5	5
189	оно не	2	5
190	его судьбе	1	5
191	его и	2	5
192	он же	1	5
193	в основе	2	5
194	не стоит	1	5
195	тот же	1	5
196	так и	10	5
197	в их	1	5
198	то нет	1	5
199	думать что	1	5
200	как будто	2	5
201	в той	1	4
202	в момент	1	4
203	к этой	1	4
204	потому не	2	4
205	в своих	2	4
206	и даже	2	4
207	небо и	1	4
208	к земле	1	4
209	нельзя было	2	4
210	не всегда	10	4
211	в него	1	4
212	по отношению	7	4
213	не что	2	4
214	что они	5	4
215	мы видим	15	4
216	что иное	2	4
217	в каждом	1	4
218	к себе	2	4
219	и этим	7	4
220	теряет свою	1	4
221	не от	2	4
222	тому что	5	4
223	время как	3	4
224	он лишь	1	4
225	в чем	2	4
226	человека а	1	4
227	а для	1	4
228	а с	2	4
229	он живет	1	4
230	земле и	1	4
231	отношение между	1	4
232	так что	1	4
233	и что	3	4
234	лишь один	1	4
235	и никогда	1	4
236	и по	3	4
237	его с	1	4
238	ни в	3	4
239	и тот	2	4
240	но на	1	4
241	в начале	3	4
242	оно есть	1	4
243	то время	3	4
244	вряд ли	2	4
245	никто не	4	4
246	на своем	1	4
247	к другому	2	4
248	к которой	1	4
249	и тогда	3	4
250	в середине	2	4
251	на землю	1	4
252	и до	1	4
253	может ли	1	4
254	мы еще	1	4
255	он должен	3	4
256	как к	1	4
257	могут быть	21	4
258	может не	2	4
259	сам он	3	4
260	мы не	8	4
261	начала в	1	4
262	все эти	5	4
263	есть в	1	4
264	по своему	2	4
265	путь к	2	4
266	не все	6	4
267	значит что	4	4
268	и их	3	4
269	от того	4	4
270	отношению к	7	4
271	и только	3	4
272	иное как	2	4
273	является в	2	3
274	которой все	2	3
275	и всю	1	3
276	это значит	1	3
277	о чем	1	3
278	в виду	1	3
279	стоит в	1	3
280	мысль о	1	3
281	принадлежат к	1	3
282	все же	9	3
283	ответить на	2	3
284	то это	5	3
285	средство для	2	3
286	входит в	4	3
287	в этот	1	3
288	с трудом	1	3
289	в одном	2	3
290	и когда	2	3
291	приходит к	1	3
292	превращается в	2	3
293	не вполне	1	3
294	можно ли	1	3
295	с другим	1	3
296	находится в	1	3
297	к этому	4	3
298	с любовью	1	3
299	в состоянии	1	3
300	хотя и	5	3
301	и сама	1	3
302	и за	2	3
303	одним из	2	3
304	но ведь	1	3
305	и религия	1	3
306	лишь для	1	3
307	свободен от	1	3
308	во всех	6	3
309	о себе	1	3
310	ту же	2	3
311	между тем	5	3
312	остается на	1	3
313	и тем	3	3
314	в иных	4	3
315	не значит	3	3
316	раньше чем	5	3
317	были бы	1	3
318	учение о	5	3
319	это уже	3	3
320	со всеми	1	3
321	их и	1	3
322	в пределах	3	3
323	как не	1	3
324	приводит к	3	3
325	ли он	1	3
326	в которые	1	3
327	роль в	2	3
328	это все	1	3
329	когда в	2	3
330	только один	1	3
331	эта мысль	1	3
332	которую он	1	3
333	что же	2	3
334	она может	1	3
335	тому как	5	3
336	на этот	2	3
337	он может	2	3
338	всяком случае	2	3
339	же он	1	3
340	из этой	1	3
341	и то	1	3
342	человеческой природой	1	3
343	для нас	2	3
344	вопрос вопрос	1	3
345	в ином	3	3
346	но с	2	3
347	говорят о	1	3
348	со своей	1	3
349	идет на	1	3
350	на его	5	3
351	об этом	5	3
352	людей в	1	3
353	возвращается к	1	3
354	ее он	1	3
355	в самых	2	3
356	а от	1	3
357	что всякий	1	3
358	мы должны	3	3
359	есть всегда	1	3
360	обнаруживается что	1	3
361	но она	1	3
362	не с	2	3
363	лишь как	1	3
364	и много	1	3
365	его до	1	3
366	природой и	1	3
367	но для	3	3
368	вообще не	2	2
369	и своего	1	2
370	должны привести	1	2
371	тем как	1	2
372	и был	1	2
373	не достигается	1	2
374	не столько	1	2
375	то не	1	2
376	церковь и	1	2
377	обращается в	4	2
378	только можно	1	2
379	более и	1	2
380	не менее	7	2
381	только для	2	2
382	через все	1	2
383	есть то	1	2
384	если в	7	2
385	в глаза	2	2
386	другу и	2	2
387	во многих	1	2
388	между двумя	1	2
389	но они	2	2
390	е годы	1	2
391	камни и	1	2
392	с другой	9	2
393	они должны	1	2
394	но к	1	2
395	во всей	1	2
396	оказывается что	1	2
397	лишь при	1	2
398	то в	3	2
399	она в	2	2
400	что такое	3	2
401	он идет	1	2
402	связи с	12	2
403	исходит от	2	2
404	и отношение	1	2
405	между ними	1	2
406	также в	2	2
407	совершенно другой	2	2
408	могли бы	2	2
409	не означает	2	2
410	самому себе	1	2
411	но путь	1	2
412	можно сделать	2	2
413	что эта	2	2
414	она хочет	1	2
415	верно и	1	2
416	когда мы	1	2
417	себя за	2	2
418	и каждый	1	2
419	бы быть	1	2
420	его к	1	2
421	во время	6	2
422	решить вопрос	2	2
423	и ее	5	2
424	а потому	2	2
425	во втором	7	2
426	и возможно	1	2
427	на западе	1	2
428	с такой	1	2
429	своих героев	1	2
430	большую роль	1	2
431	и менее	1	2
432	все формы	1	2
433	в сущности	3	2
434	подобно тому	6	2
435	связанная с	1	2
436	если не	1	2
437	самом деле	4	2
438	их в	2	2
439	ему в	1	2
440	и действительно	1	2
441	к самым	1	2
442	в иное	6	2
443	которая не	1	2
444	в каком	2	2
445	этот мотив	1	2
446	бросается в	1	2
447	что мы	2	2
448	и землю	1	2
449	на той	2	2
450	можно лишь	2	2
451	быть не	1	2
452	есть у	1	2
453	этот случай	7	2
454	то все	1	2
455	и об	1	2
456	не потому	1	2
457	целый ряд	3	2
458	а во	3	2
459	что я	1	2
460	бы сказать	1	2
461	нет то	1	2
462	многие из	1	2
463	с того	3	2
464	которым он	1	2
465	и уж	1	2
466	в последней	1	2
467	который может	3	2
468	к соединению	1	2
469	всего мира	1	2
470	на что	1	2
471	ни к	2	2
472	с человеческой	1	2
473	этом отношении	2	2
474	о нем	1	2
475	ее в	3	2
476	на самом	4	2
477	чтобы получить	1	2
478	же не	1	2
479	у ивана	2	2
480	но эта	1	2
481	о жизни	1	2
482	в какой	3	2
483	за которым	2	2
484	него но	1	2
485	нисколько не	1	2
486	это было	3	2
487	еще до	1	2
488	ко всему	1	2
489	и хочет	1	2
490	друг за	2	2
491	это совершенно	1	2
492	не по	2	2
493	иное чем	3	2
494	то перед	5	2
495	к тем	1	2
496	этого не	2	2
497	у кого	1	2
498	у нее	2	2
499	как то	2	2
500	прежде чем	5	2
501	верил в	1	2
502	что за	1	2
503	в плане	1	2
504	которые в	1	2
505	бы он	1	2
506	это означает	1	2
507	же можно	3	2
508	или иной	1	2
509	все более	1	2
510	хотя он	1	2
511	начинает с	1	2
512	в который	1	2
513	в е	1	2
514	это на	1	1
515	и сравнительно	1	1
516	дар этот	1	1
517	есть конкретное	1	1
518	для всех	1	1
519	не нужна	1	1
520	только что	3	1
521	смысл который	1	1
522	даже в	1	1
523	кто в	1	1
524	этот момент	5	1
525	или нет	2	1
526	интересен он	1	1
527	это обычно	1	1
528	отношении между	1	1
529	которое может	2	1
530	и рядом	1	1
531	в цели	1	1
532	или потому	2	1
533	другой стороны	5	1
534	все кажется	1	1
535	каком это	1	1
536	этим объясняется	1	1
537	как они	2	1
538	быть названа	1	1
539	по пути	1	1
540	он имеет	1	1
541	в материал	1	1
542	что вопрос	1	1
543	извне а	1	1
544	но все	4	1
545	из нее	1	1
546	каким образом	1	1
547	еще недостаточно	1	1
548	и другим	3	1
549	случае если	2	1
550	может поднять	1	1
551	начинается с	5	1
552	существенным для	1	1
553	ведь и	1	1
554	а именно	1	1
555	стремления к	1	1
556	если хочет	1	1
557	на эту	1	1
558	может существовать	3	1
559	интересно что	1	1
560	в это	1	1
561	для их	1	1
562	уже теряет	1	1
563	основанный на	1	1
564	существу как	1	1
565	он совершает	4	1
566	тем в	1	1
567	от тех	1	1
568	найти критерий	1	1
569	что этот	2	1
570	это испытание	1	1
571	всегда связана	1	1
572	одной стороны	2	1
573	но во	1	1
574	в другом	2	1
575	но эти	3	1
576	а после	1	1
577	имеют свои	1	1
578	войти в	1	1
579	к своей	1	1
580	уже было	1	1
581	отвечает не	1	1
582	этой связи	1	1
583	об отношении	1	1
584	на ходе	1	1
585	быть названо	4	1
586	говорить о	4	1
587	правда и	1	1
588	и при	3	1
589	втором случае	1	1
590	которых она	1	1
591	они идут	1	1
592	и начинает	1	1
593	всего этого	1	1
594	друг на	2	1
595	человека эта	1	1
596	как на	1	1
597	установить что	1	1
598	о тех	1	1
599	огромное значение	2	1
600	убежден что	1	1
601	наряду с	7	1
602	тех случаях	2	1
603	или злой	1	1
604	с большим	1	1
605	или нет?	1	1
606	такая же	1	1
607	же она	3	1
608	и вдруг	1	1
609	целое то	1	1
610	всех людей	1	1
611	быть поставлено	1	1
612	для одной	1	1
613	чем это	2	1
614	однако же	1	1
615	и становится	1	1
616	не то	1	1
617	действительно в	1	1
618	начала которые	1	1
619	часто является	1	1
620	она имеет	1	1
621	и одинаково	1	1
622	не противоречит	1	1
623	отец и	1	1
624	характерен для	1	1
625	отнимает у	1	1
626	это будет	1	1
627	указать на	1	1
628	очень далеко	1	1
629	собой в	2	1
630	с одной	2	1
631	иных случаях	2	1
632	не стремится	1	1
633	с точки	6	1
634	соединению с	1	1
635	то для	1	1
636	из моментов	1	1
637	а ведь	1	1
638	ее можно	1	1
639	в тот	1	1
640	многих отношениях	1	1
641	была такова	1	1
642	не хватает	4	1
643	ли можно	1	1
644	видит в	1	1
645	того кому	1	1
646	спасение от	2	1
647	как же	3	1
648	бы только	1	1
649	или не	3	1
650	и строения	1	1
651	об их	1	1
652	наука о	2	1
653	это один	1	1
654	это нисколько	1	1
655	как его	1	1
656	всему миру	1	1
657	чрезвычайно важно	1	1
658	точном смысле	1	1
659	в таком	1	1
660	на тот	1	1
661	которые еще	1	1
662	отличие от	1	1
663	лишь на	2	1
664	трудно и	1	1
665	как во	1	1
666	в ряду	1	1
667	уже давно	1	1
668	тайну своей	1	1
669	вопросах не	1	1
670	точек зрения	1	1
671	из одного	1	1
672	не нужно	1	1
673	по характеру	1	1
674	держит в	1	1
675	в других	5	1
676	и отдельные	1	1
677	той или	1	1
678	формы в	1	1
679	а потом	2	1
680	будет видно	1	1
681	будет дальше	1	1
682	они возвращаются	1	1
683	мысль на	1	1
684	бы показать	1	1
685	чтобы в	1	1
686	друг с	1	1
687	играют огромную	1	1
688	мы уже	4	1
689	значение и	3	1
690	он ничего	1	1
691	или во	1	1
692	сама природа	1	1
693	все остальные	1	1
694	по отдельным	2	1
695	две формы	1	1
696	о необходимости	1	1
697	не дает	1	1
698	с какой	1	1
699	чтобы овладеть	2	1
700	тот момент	1	1
701	мы опять	1	1
702	действующих лиц	22	1
703	кажется что	1	1
704	что отец	1	1
705	все основные	1	1
706	одним словом	1	1
707	на нем	3	1
708	если же	5	1
709	от одного	1	1
710	в тех	8	1
711	становится на	1	1
712	почти всегда	1	1
713	его жизнь	1	1
714	также не	1	1
715	сомневаться в	1	1
716	но так	2	1
717	этот вопрос	4	1
718	в нее	2	1
719	у которого	1	1
720	могла бы	4	1
721	но всегда	1	1
722	выходят за	1	1
723	и небо	1	1
724	возможно что	1	1
725	показать что	4	1
726	главным образом	5	1
727	оно имеет	1	1
728	но есть	3	1
729	и др	12	1
730	это делает	1	1
731	о его	4	1
732	быть результатом	1	1
733	них не	1	1
734	проходит через	1	1
735	в силу	1	1
736	путь на	2	1
737	другой не	2	1
738	например о	1	1
739	в другое	1	1
740	из этого	1	1
741	не свободен	1	1
742	сказать о	2	1
743	показывает что	1	1
744	жене и	1	1
745	независимо от	4	1
746	с ее	1	1
747	всех этих	1	1
748	имеет свою	1	1
749	что до	2	1
750	вопросом о	1	1
751	всего также	1	1
752	превращена в	2	1
753	относится ко	1	1
754	это одна	1	1
755	за ним	1	1
756	если за	2	1
757	обнаруживает что	1	1
758	только те	1	1
759	как с	1	1
760	дневной свет	1	1
761	себе представить	1	1
762	очень многое	3	1
763	переносится в	1	1
764	эти и	1	1
765	в другой	1	1
766	помогает ее	1	1
767	ответ на	2	1
768	к разложению	1	1
769	и делает	1	1
770	борьбы с	1	1
771	два типа	1	1
772	с иваном	3	1
773	за это	1	1
774	не на	2	1
775	слишком далеко	1	1
776	она становится	1	1
777	средство есть	1	1
778	формах в	2	1
779	вместо того	1	1
780	не более	1	1
781	всегда легко	1	1
782	все тем	1	1
783	от черной	1	1
784	обращается к	1	1
785	элемент в	2	1
786	лишь к	1	1
787	можно назвать	3	1
788	с ними	1	1
789	многих других	2	1
790	что такой	1	1
791	влияния на	1	1
792	и т	62	1
793	увидим как	1	1
794	есть на	1	1
795	к героям	1	1
796	этом нет	1	1
797	характерна для	1	1
798	но раз	1	1
799	всей своей	1	1
800	к браку	1	1
801	собой смерть	1	1
802	ничего общего	1	1
803	к созданию	1	1
804	огромную роль	1	1
805	таких слов	1	1
806	но оно	2	1
807	все они	1	1
808	не подходит	1	1
809	чем же	1	1
810	не является	4	1
811	в главе	1	1
812	он требует	2	1
813	может создать	1	1
814	него он	1	1
815	задачи в	4	1
816	отсюда характерный	1	1
817	не должно	1	1
818	чем они	1	1
819	явления и	1	1
820	за ней	2	1
821	он во	1	1
822	тех пор	1	1
823	в новой	1	1
824	но подобно	1	1
825	значение для	1	1
826	приводит в	1	1
827	которые должны	1	1
828	вступает в	1	1
829	вслед за	5	1
830	на примере	1	1
831	и исчезает	1	1
832	более сложный	2	1
833	в совершенно	2	1
834	же время	1	1
835	тогда как	2	1
836	в обоих	2	1
837	и наоборот	4	1
838	как например	2	1
839	она все	1	1
840	несмотря на	4	1
841	имеем в	8	1
842	сердце в	1	1
843	ее не	1	1
844	тем же	2	1
845	требовала бы	1	1
846	одной из	2	1
847	из первых	2	1
848	свою жену	1	1
849	как делает	1	1
850	до известной	1	1
851	для достижения	1	1
852	а вовсе	2	1
853	сама она	1	1
854	материал и	1	1
855	все с	1	1
856	как все	1	1
857	если только	1	1
858	только о	1	1
859	точку зрения	1	1
860	иногда в	8	1
861	меня не	1	1
862	не выдерживает	1	1
863	в чудесном	1	1
864	может найти	1	1
865	и такой	1	1
866	в свое	2	1
867	то они	2	1
868	знать что	2	1
869	что ему	1	1
870	на вопрос	2	1
871	в первый	1	1
872	вывод что	2	1
873	у тебя	1	1
874	формах ее	1	1
875	мы имеем	19	1
876	раз возвращается	1	1
877	бы на	1	1
878	сторона в	1	1
879	такое же	1	1
880	черта и	1	1
881	нужна и	1	1
882	то мы	5	1
883	на которой	1	1
884	имеет смысла	1	1
885	отвечает ему	1	1
886	слова а	1	1
887	мы находим	1	1
888	в виде	3	1
889	зрения его	1	1
890	в церковь	1	1
891	а на	3	1
892	показал в	1	1
893	вне этой	1	1
894	этом основании	1	1
895	что ни	2	1
896	что совершенно	1	1
897	иногда и	2	1
898	можно установить	2	1
899	а также	7	1
900	за этим	1	1
901	это еще	2	1
902	по существу	13	1
903	уже совершенно	1	1
904	мотив у	1	1
905	ее даже	1	1
906	между собою	2	1
907	и обнаруживается	1	1
908	в темную	1	1
909	царство и	1	1
910	с известного	1	1
911	все вопросы	1	1
912	нас к	1	1
913	нет не	1	1
914	ивана в	3	1
915	помнить что	1	1
916	случаях когда	2	1
917	но по	1	1
918	можно будет	3	1
919	и мать	1	1
920	так в	1	1
921	на одном	1	1
922	и могут	1	1
923	сразу же	2	1
924	что им	1	1
925	с другом	1	1
926	вовсе не	6	1
927	это так	2	1
928	на явление	1	1
929	в одной	2	1
930	п он	5	1
931	только он	1	1
932	этих двух	1	1
933	это остается	1	1
934	в плену	1	1
935	может иметь	1	1
936	том случае	3	1
937	и эти	1	1
938	стороны у	1	1
939	не бытовая	1	1
940	как ни	1	1
941	а остальные	1	1
942	она должна	1	1
943	ивана и	1	1
944	значение но	1	1
945	то чего	1	1
946	происходит на	1	1
947	возможны три	1	1
948	в течение	1	1
949	во второй	2	1
950	и может	1	1
951	в частности	2	1
952	момент когда	3	1
953	мы изучаем	1	1
954	тех же	4	1
955	пор не	1	1
956	но такое	2	1
957	ним как	1	1
958	встреча с	2	1
959	в нашей	1	1
960	на друга	2	1
961	как явление	1	1
962	или как	1	1
963	на смерть	1	1
964	и всякая	1	1
965	было указано	1	1
966	это его	1	1
967	на это	1	1
968	переходит на	2	1
969	уже иное	1	1
970	нужно помнить	1	1
971	дух в	1	1
972	предмет его	1	1
973	или хитрости	1	1
974	это можно	2	1
975	эту мысль	1	1
976	в голову	1	1
977	остальных на	1	1
978	же в	3	1
979	многие другие	1	1
980	вход в	1	1
981	право на	2	1
982	себе он	1	1
983	в области	1	1
984	все другие	1	1
985	в эти	1	1
986	ли в	1	1
987	форма не	1	1
988	лишь с	2	1
989	иногда доходит	1	1
990	в целом	5	1
991	или точнее	1	1
992	в лице	1	1
993	завет не	1	1
994	и наконец	1	1
995	вплоть до	1	1
996	а сама	1	1
997	совершается в	2	1
998	походило на	1	1
