N	2gram	Bakhtin_Fr	SlovoVZh
154	мы имеем	1	2
155	и дает	1	2
156	искусства и	6	2
157	несколько подробнее	1	2
158	эти и	2	2
159	на него	2	2
160	кроме того	2	2
161	в себя	9	2
162	от всех	3	2
163	в формах	3	2
164	как это	1	2
165	те же	1	2
166	их близости	1	2
167	но все	5	2
168	но зато	1	2
169	от этой	1	2
170	мы в	1	2
171	и та	2	2
172	из него	1	2
173	что и	2	2
174	формой и	1	2
175	в отношении	7	2
176	в форме	6	2
177	и значение	2	2
178	почти исключительно	1	2
179	конечно в	2	2
180	на примере	1	2
181	другой стороны	1	2
182	как не	1	2
183	в этих	6	2
184	можно найти	3	2
185	тому же	1	2
186	ней как	1	2
187	связь с	8	2
188	оно не	2	2
189	как же	1	2
190	ко всем	1	2
191	но этот	1	2
192	на это	2	2
193	имеем в	2	2
194	к ним	1	2
195	выходят за	1	2
196	и здесь	4	2
197	но конечно	1	2
198	как на	4	2
199	эти моменты	1	2
200	и все	7	2
201	форма обращения	1	2
202	но не	7	2
203	быть только	3	2
204	его как	1	2
205	не есть	1	2
206	определяет и	1	2
207	могут быть	4	2
208	и оценки	5	2
209	значения и	1	2
210	из общей	1	2
211	до конца	4	2
212	не остается	1	2
213	в своем	11	2
214	в какой	2	2
215	имеет место	2	2
216	вместе с	1	2
217	между ними	4	2
218	место в	4	2
219	может стать	1	2
220	настоящее время	1	2
221	лежит на	1	2
222	такой же	1	2
223	и так	2	2
224	можем сказать	1	2
225	до известной	2	2
226	подобные им	1	2
227	литературы с	1	2
228	с его	9	2
229	они ни	1	2
230	себя и	2	2
231	на все	5	2
232	его к	2	2
233	известной степени	2	2
234	к этому	2	2
235	бы не	1	2
236	подчеркнуть что	2	2
237	он не	3	2
238	в условиях	15	2
239	независимо от	1	2
240	что слово	3	2
241	на материале	3	2
242	в чем	2	2
243	в настоящее	1	2
244	делает его	1	2
245	частной жизни	1	2
246	точку зрения	2	2
247	и подобные	1	2
248	ничего не	3	2
249	жизнью и	1	2
250	более того	3	2
251	от чисто	2	1
252	мы теряем	1	1
253	можно наблюдать	1	1
254	и мир	1	1
255	уже сказали	4	1
256	остается в	1	1
257	уже во	1	1
258	жизнь и	3	1
259	себе в	2	1
260	в романтизме	2	1
261	они являются	4	1
262	нам придется	2	1
263	же деле	3	1
264	события и	2	1
265	во всяком	2	1
266	от него	2	1
267	это и	3	1
268	литературы в	4	1
269	что они	2	1
270	его и	1	1
271	положения и	1	1
272	строй и	1	1
273	видения и	1	1
274	в искусстве	3	1
275	во всех	13	1
276	вошли в	1	1
277	не зная	1	1
278	нами выше	1	1
279	не является	4	1
280	человеческого тела	2	1
281	др все	2	1
282	только к	1	1
283	если оно	1	1
284	и он	3	1
285	но сохраняет	1	1
286	это делает	1	1
287	та же	2	1
288	по преимуществу	3	1
289	было в	1	1
290	близости к	1	1
291	приведенном нами	1	1
292	с самого	1	1
293	дано в	1	1
294	зрения на	3	1
295	же то	1	1
296	приближается к	1	1
297	выходит за	5	1
298	разобранные нами	2	1
299	основе своей	2	1
300	на эти	2	1
301	отражение в	1	1
302	на этом	2	1
303	является и	1	1
304	сказано в	1	1
305	них в	1	1
306	ясное и	1	1
307	то есть	71	1
308	но из	1	1
309	нельзя было	1	1
310	до минимума	2	1
311	в лучшем	1	1
312	мы уже	18	1
313	ли он	1	1
314	значение и	3	1
315	т.е к	1	1
316	определяют и	1	1
317	идеологическое выражение	1	1
318	даже и	5	1
319	и вот	5	1
320	все остальные	1	1
321	вполне понятно	2	1
322	в произведении	1	1
323	но при	2	1
324	и стиль	1	1
325	особого рода	1	1
326	в значительной	9	1
327	нашей работы	6	1
328	входит в	4	1
329	только и	1	1
330	поэтому можно	1	1
331	только как	1	1
332	и почти	3	1
333	того чтобы	3	1
334	сознание и	1	1
335	он как	2	1
336	именно этим	1	1
337	здесь слово	1	1
338	в основе	8	1
339	и их	3	1
340	одна и	1	1
341	еще более	6	1
342	на основе	1	1
343	в другом	2	1
344	а из	1	1
345	эстетической сущности	1	1
346	и менее	1	1
347	тому как	2	1
348	несмотря на	5	1
349	но эти	1	1
350	это только	1	1
351	творчества для	1	1
352	на что	3	1
353	конечно на	1	1
354	почти полностью	4	1
355	на протяжении	9	1
356	они входят	1	1
357	раз подчеркнуть	2	1
358	части и	1	1
359	основных момента	1	1
360	во многих	2	1
361	для всего	1	1
362	суждения и	1	1
363	обычно не	1	1
364	отношении он	1	1
365	хотя и	4	1
366	ее мы	1	1
367	так называемые	2	1
368	этом отношении	5	1
369	это уже	4	1
370	в новой	2	1
371	эта же	2	1
372	о чем	3	1
373	мы должны	2	1
374	в ее	5	1
375	существенный момент	1	1
376	это по	2	1
377	оно становится	1	1
378	и т.п	26	1
379	в руках	1	1
380	кажется что	1	1
381	можно определить	1	1
382	проникает в	2	1
383	все основные	1	1
384	и во-вторых	1	1
385	такое понимание	1	1
386	в частности	6	1
387	говорит о	2	1
388	нашего времени	1	1
389	здесь на	3	1
390	и художественно	1	1
391	и больше	1	1
392	литературе и	3	1
393	со всей	1	1
394	и вся	2	1
395	эта сторона	2	1
396	в особых	1	1
397	в качестве	1	1
398	или иных	1	1
399	тип общения	3	1
400	всей жизни	1	1
401	есть форма	1	1
402	произведения но	1	1
403	вступает в	1	1
404	всех других	2	1
405	значение этой	1	1
406	особый тип	2	1
407	в науке	1	1
408	самом же	3	1
409	в одном	8	1
410	в области	10	1
411	одно из	7	1
412	у нас	1	1
413	отказывается от	1	1
414	можно было	4	1
415	в приведенном	1	1
416	сюда и	1	1
417	бы они	1	1
418	а между	1	1
419	в результате	1	1
420	и это	3	1
421	здесь конечно	1	1
422	же он	2	1
423	ранних ступенях	1	1
424	ни были	1	1
425	сводится к	1	1
426	для них	2	1
427	и создает	1	1
428	и художественное	1	1
429	более и	1	1
430	значительной степени	4	1
431	по мере	1	1
432	и веселых	1	1
433	с ней	2	1
434	подобно тому	2	1
435	во времени	1	1
436	природу и	2	1
437	далеко не	6	1
438	только то	1	1
439	игру все	1	1
440	и которые	1	1
441	не вполне	3	1
442	некоторые стороны	1	1
443	у него	2	1
444	без того	1	1
445	не на	2	1
446	в истории	5	1
447	не могут	4	1
448	как чисто	2	1
449	к постановке	1	1
450	же время	5	1
451	не существует	1	1
452	более широком	1	1
453	в рамки	1	1
454	в виде	1	1
455	свое значение	1	1
456	из одного	1	1
457	свою связь	1	1
458	она становится	1	1
459	полное и	1	1
460	там же	2	1
461	входят в	1	1
462	отметить что	2	1
463	элементы ее	2	1
464	в большинстве	2	1
465	стиль и	1	1
466	мы здесь	4	1
467	не совпадают	1	1
468	другая сторона	1	1
469	не стремится	1	1
470	жизни он	1	1
471	не было	3	1
472	и вступает	1	1
473	как например	2	1
474	связи с	5	1
475	им в	1	1
476	связанных с	4	1
477	сами по	1	1
478	он еще	3	1
479	их но	1	1
480	между людьми	5	1
481	материал для	1	1
482	он имеет	1	1
483	все то	1	1
484	здесь мы	2	1
485	с ее	3	1
486	общения между	2	1
487	мы понимаем	1	1
488	было бы	4	1
489	не знает	6	1
490	к тому	3	1
491	место но	1	1
492	независимую от	1	1
493	в свои	1	1
494	и различные	1	1
495	не сливаются	1	1
496	них всегда	1	1
497	в организации	1	1
498	что здесь	1	1
499	и глубоко	3	1
500	и ценности	1	1
501	не получил	2	1
502	ним в	1	1
503	так называемый	1	1
504	не нуждается	1	1
505	особую форму	1	1
506	находиться в	1	1
507	все моменты	2	1
508	как мы	12	1
509	миром и	3	1
510	что нам	1	1
511	и жест	1	1
512	являются лишь	1	1
513	и семантически	1	1
514	подчеркнем еще	1	1
515	и о	4	1
516	намека на	1	1
517	эта позиция	1	1
518	конечно уже	1	1
519	всегда лежит	1	1
520	этого нельзя	1	1
521	менее всего	5	1
522	всегда имеет	1	1
523	полностью утрачивают	1	1
524	что для	3	1
525	где они	3	1
526	нужно подчеркнуть	1	1
527	тем же	1	1
528	него не	1	1
529	от всего	3	1
530	и эта	5	1
531	когда человек	1	1
532	моментов в	1	1
533	наряду с	2	1
534	и во	6	1
535	именно в	6	1
536	уже на	1	1
537	и всего	2	1
538	все разобранные	2	1
539	знают только	1	1
540	они должны	1	1
541	но эта	2	1
542	или хотя	1	1
543	но несмотря	3	1
544	распространенные в	1	1
545	искусства как	1	1
546	в таком	2	1
547	но прежде	3	1
548	формы для	1	1
549	этого развития	1	1
550	например в	3	1
551	речь и	2	1
552	само собою	1	1
553	тот же	4	1
554	и непосредственное	1	1
555	за пределами	1	1
556	относятся к	1	1
557	к которому	2	1
558	моменты его	2	1
559	с которой	1	1
560	оно всегда	1	1
561	характер и	4	1
562	исследования является	1	1
563	и без	4	1
564	все вопросы	1	1
565	конечно гораздо	1	1
566	нигде не	1	1
567	к внешнему	1	1
568	что все	1	1
569	как о	1	1
570	то она	1	1
571	и вещами	1	1
572	значение этих	1	1
573	эти три	1	1
574	бы впервые	1	1
575	и она	2	1
576	формы это	1	1
577	в общем	4	1
578	формы ее	1	1
579	этих форм	6	1
580	тела мы	1	1
581	есть в	6	1
582	или даже	2	1
583	места в	1	1
584	стиле и	1	1
585	в переводе	1	1
586	рядом с	9	1
587	момент в	1	1
588	этих явлений	4	1
589	в обычной	5	1
590	направленность на	1	1
591	и прежде	4	1
592	со специфической	1	1
593	выйти из	1	1
594	яркое выражение	3	1
595	жизни в	8	1
596	самая же	1	1
597	есть только	3	1
598	это прежде	1	1
599	они как	1	1
600	жива еще	3	1
601	адекватное выражение	1	1
602	и всякого	1	1
603	они не	1	1
604	и понимания	1	1
605	она определяет	1	1
606	только внешней	1	1
607	особая форма	1	1
608	при таком	2	1
609	них и	1	1
610	тех или	1	1
611	на ранних	2	1
612	все более	1	1
613	и являются	1	1
614	чем мы	2	1
615	и внешней	1	1
616	и только	1	1
617	определить как	1	1
618	явлениями и	1	1
619	так называемая	1	1
620	момента во-первых	1	1
621	раз что	1	1
622	по своей	3	1
623	на этих	1	1
624	именно эта	2	1
625	и идеологических	1	1
626	убедиться в	1	1
627	или иного	1	1
628	отрешиться от	1	1
629	важное значение	1	1
630	вещами она	1	1
631	здесь же	3	1
632	друг друга	3	1
633	в эти	1	1
634	но уже	1	1
635	для этой	1	1
636	в последующем	1	1
637	природой и	1	1
638	политических и	2	1
639	для этого	1	1
640	не из	1	1
641	себе и	2	1
642	определяется прежде	1	1
643	чтобы убедиться	1	1
644	и обратно	1	1
645	этом достаточно	1	1
646	в смысле	2	1
647	не всегда	1	1
648	образом к	1	1
649	на их	1	1
650	слов и	2	1
651	мы еще	1	1
652	бы действительно	1	1
653	героического эпоса	1	1
654	но особенно	1	1
655	и целых	1	1
656	областей жизни	1	1
657	его творчество	2	1
658	в одной	1	1
659	в целом	3	1
660	нам кажется	2	1
661	единство и	1	1
662	художественное творчество	2	1
663	важна здесь	1	1
664	условиях буржуазной	1	1
665	в лице	1	1
666	культуры в	4	1
667	и становится	2	1
668	др и	1	1
669	суждения о	1	1
670	вовсе не	25	1
671	на другие	1	1
672	думать что	2	1
673	в так	1	1
674	области науки	1	1
675	два основных	1	1
676	наконец просто	1	1
677	на эту	2	1
678	формы как	1	1
679	его эстетической	1	1
680	мы видели	3	1
681	перед нами	1	1
682	включает в	3	1
683	и самый	2	1
684	бы это	1	1
685	же мы	1	1
686	вне ее	1	1
687	всяком случае	2	1
688	которые в	1	1
689	только для	1	1
690	на них	3	1
691	можно только	5	1
