N	2gram	Bakhtin_Pr	Myslijsy
455	и уже	3	6
456	лишь в	4	6
457	не могло	1	6
458	в этой	5	6
459	и до	5	6
460	как например	2	6
461	в образе	4	6
462	слово и	1	6
463	но если	1	6
464	художественного произведения	1	6
465	но на	2	6
466	то он	3	6
467	у нас	2	6
468	в их	5	6
469	в виде	1	6
470	что ни	1	6
471	от друга	2	6
472	и слова	1	6
473	на нее	1	6
474	образ или	1	6
475	на его	7	6
476	в каждой	3	6
477	об этом	4	6
478	его не	2	6
479	как он	5	6
480	смотрит на	1	6
481	в один	2	6
482	понятия и	1	6
483	от мысли	1	6
484	мы бы	1	6
485	жизни и	21	6
486	в создании	1	6
487	человек не	1	6
488	ни был	2	6
489	в той	9	5
490	только из	1	5
491	человеческой жизни	4	5
492	были бы	5	5
493	даже в	7	5
494	формы в	1	5
495	или нет	1	5
496	не столько	3	5
497	и значение	1	5
498	или от	1	5
499	времени и	1	5
500	но самое	1	5
501	уже и	2	5
502	внутренней связи	1	5
503	к другой	1	5
504	входит в	11	5
505	но даже	1	5
506	но эти	2	5
507	только под	1	5
508	значительной степени	1	5
509	конечно не	7	5
510	его содержание	1	5
511	на ней	1	5
512	вообще и	1	5
513	том чтобы	1	5
514	в нашем	3	5
515	ли она	1	5
516	уже по	1	5
517	или лучше	1	5
518	время и	2	5
519	на том	1	5
520	в произведении	4	5
521	из того	1	5
522	к слиянию	1	5
523	только при	3	5
524	а с	4	5
525	отношения между	3	5
526	чем в	3	5
527	образа как	1	5
528	одним из	11	5
529	и дух	1	5
530	одна из	4	5
531	собою и	1	5
532	и у	6	5
533	как предмет	3	5
534	рядом с	16	5
535	оно и	1	5
536	можно было	5	5
537	но только	3	5
538	этот вопрос	3	5
539	если это	1	5
540	однако в	2	5
541	до сознания	1	5
542	что может	2	5
543	мысль в	1	5
544	лучше сказать	1	5
545	можно только	1	5
546	в процессе	4	5
547	время как	2	5
548	все то	5	5
549	для создания	3	5
550	из которого	2	5
551	к другому	2	5
552	известной степени	1	5
553	быть назван	1	5
554	перед нами	8	5
555	о человеке	2	5
556	о языке	1	5
557	мы его	2	5
558	в единстве	7	5
559	отношении к	3	5
560	на этот	2	5
561	общего с	1	5
562	и здесь	5	5
563	ответ на	2	5
564	слова так	1	5
565	они не	5	5
566	мы имеем	2	5
567	на которой	2	5
568	слова а	3	5
569	бы для	1	5
570	стремится к	1	5
571	в какой	2	5
572	от своего	1	5
573	но уже	1	5
574	в области	3	5
575	человека в	8	5
576	такие же	1	5
577	бы только	1	5
578	но при	1	5
579	здесь только	1	5
580	а от	1	5
581	как слово	4	5
582	в начале	3	5
583	как не	9	5
584	как же	5	5
585	не по	3	5
586	отношение к	4	5
587	не к	1	5
588	себе а	1	5
589	еще более	1	4
590	в применении	1	4
591	свою мысль	2	4
592	в некоторых	1	4
593	и необходимости	1	4
594	равно как	1	4
595	мы только	1	4
596	значение не	1	4
597	в какие	2	4
598	значение только	1	4
599	точке зрения	5	4
600	но во	1	4
601	в другом	1	4
602	был бы	6	4
603	из самого	2	4
604	содержание в	1	4
605	не я	1	4
606	природы но	1	4
607	в каждое	2	4
608	иначе и	1	4
609	без которой	1	4
610	в противном	1	4
611	кажется нам	1	4
612	бы то	3	4
613	все его	4	4
614	проявляется в	2	4
615	внешнего мира	3	4
616	свободы и	1	4
617	говорит он	9	4
618	не знает	5	4
619	мысли к	1	4
620	это сравнение	1	4
621	я и	2	4
622	души в	1	4
623	человеке и	1	4
624	следовательно и	2	4
625	от этого	2	4
626	с его	14	4
627	сами не	1	4
628	и быть	1	4
629	на этом	1	4
630	мы думаем	1	4
631	эти слова	1	4
632	еще только	1	4
633	не дает	4	4
634	ту же	1	4
635	то ни	3	4
636	явления в	1	4
637	кажется что	4	4
638	бы они	1	4
639	иметь в	1	4
640	и затем	1	4
641	того кто	1	4
642	он в	3	4
643	на который	1	4
644	его как	6	4
645	если оно	1	4
646	ничего не	8	4
647	что без	1	4
648	из этого	1	4
649	и чем	1	4
650	ведет к	1	4
651	взгляд на	1	4
652	та же	1	4
653	мысль не	3	4
654	нашего времени	1	4
655	же нам	1	4
656	ни в	5	4
657	и вполне	2	4
658	том и	2	4
659	не на	6	4
660	этой точки	3	4
661	ее с	3	4
662	отношения к	4	4
663	есть что	1	4
664	и так	1	4
665	что бы	1	4
666	все они	4	4
667	здесь как	1	4
668	сознании и	3	4
669	не потому	4	4
670	с другою	2	4
671	он есть	5	4
672	между людьми	1	4
673	произведения и	2	4
674	то она	1	4
675	он может	4	4
676	я говорю	1	4
677	к содержанию	1	4
678	он должен	1	4
679	многих других	1	4
680	данном случае	3	4
681	не во	3	4
682	по этому	2	4
683	сознания и	9	4
684	этой мысли	1	4
685	этом отношении	7	4
686	будет ли	1	4
687	что так	1	4
688	в науке	2	4
689	со своим	4	4
690	но с	4	4
691	отказаться от	1	4
692	но эта	4	4
693	дело в	1	4
694	или даже	2	4
695	противном случае	1	4
696	к своему	1	4
697	и оно	2	4
698	перейти к	1	4
699	а так	1	4
700	на них	1	4
701	искать в	2	4
702	он говорит	3	4
703	а его	3	4
704	что касается	1	4
705	есть и	2	4
706	стороны и	1	4
707	только то	3	4
708	мыслью и	1	4
709	про себя	3	4
710	во многом	1	4
711	произведения не	1	4
712	в голову	1	4
713	бытия и	1	4
714	такой же	1	4
715	в разговоре	1	4
716	в сложном	1	3
717	с которыми	2	3
718	каждой из	1	3
719	мы и	2	3
720	этого в	2	3
721	к этой	1	3
722	всего человека	1	3
723	до него	1	3
724	кроме того	3	3
725	в результате	6	3
726	ясно что	1	3
727	именно эти	1	3
728	одной из	1	3
729	и которые	1	3
730	на мир	10	3
731	на такой	1	3
732	на свою	1	3
733	из всего	2	3
734	они ни	2	3
735	я а	1	3
736	на первый	1	3
737	чем бы	1	3
738	на одном	1	3
739	также что	1	3
740	а что	2	3
741	первый взгляд	1	3
742	себе все	2	3
743	мы увидим	1	3
744	и каждое	1	3
745	этом мы	1	3
746	другу и	1	3
747	которая не	2	3
748	искусства и	1	3
749	и когда	1	3
750	и другом	2	3
751	так то	1	3
752	самого говорящего	1	3
753	быть в	2	3
754	входят в	3	3
755	можем сказать	2	3
756	он сам	9	3
757	она может	1	3
758	от себя	2	3
759	бы это	1	3
760	к этим	2	3
761	ними в	1	3
762	которые в	2	3
763	не дано	1	3
764	и весь	1	3
765	или наоборот	1	3
766	от его	1	3
767	о слове	2	3
768	первом случае	1	3
769	об одном	1	3
770	что сам	1	3
771	поэтому можно	1	3
772	то для	1	3
773	него самого	3	3
774	может иметь	1	3
775	и сама	1	3
776	и человек	2	3
777	не была	1	3
778	которое можно	1	3
779	в разные	1	3
780	что за	1	3
781	но для	2	3
782	может в	1	3
783	с одним	2	3
784	человек и	2	3
785	с которой	4	3
786	художественном произведении	1	3
787	есть именно	1	3
788	большинстве случаев	3	3
789	его жизни	2	3
790	в себя	3	3
791	же касается	1	3
792	себе и	3	3
793	тех которые	1	3
794	как теперь	1	3
795	не встречает	1	3
796	со многими	1	3
797	и необходимость	1	3
798	совсем не	1	3
799	как человек	2	3
800	образ не	1	3
801	здесь мы	3	3
802	до этого	1	3
803	как это	2	3
804	как объект	4	3
805	что эта	1	3
806	в форме	8	3
807	даже не	1	3
808	образа здесь	1	3
809	например не	1	3
810	я в	1	3
811	или вовсе	1	3
812	в связь	1	3
813	и др	1	3
814	не значит	4	3
815	теми же	1	3
816	же мы	2	3
817	отсюда вытекает	1	3
818	поэтического творчества	2	3
819	сказать о	1	3
820	и ее	5	3
821	в пространстве	3	3
822	наше время	1	3
823	на слово	1	3
824	его мысль	1	3
825	когда уже	1	3
826	мертвых душах	1	3
827	не идет	1	3
828	утверждает что	1	3
829	для них	3	3
830	в отношении	3	3
831	слова мы	1	3
832	к самому	1	3
833	их и	3	3
834	одною из	1	3
835	тем менее	1	3
836	развития в	1	3
837	словом но	1	3
838	из тех	3	3
839	она и	3	3
840	необходимости в	1	3
841	лежащие в	2	3
842	человека а	2	3
843	в известном	1	3
844	всем этом	1	3
845	бы с	1	3
846	в первый	1	3
847	он видит	1	3
848	со всех	2	3
849	это только	1	3
850	у меня	4	3
851	а может	3	3
852	именно на	2	3
853	ни были	2	3
854	идеи в	12	3
855	без всякого	1	3
856	не совсем	2	3
857	котором мы	2	3
858	как во	1	3
859	деле в	1	3
860	до известной	1	3
861	здесь не	2	3
862	сама она	1	3
863	жизни не	1	3
864	и наконец	5	3
865	ничем не	2	3
866	ни с	1	3
867	ее в	2	3
868	что значит	2	3
869	для всякого	1	3
870	видеть в	1	3
871	образ а	2	3
872	ничего кроме	1	3
873	и всегда	1	3
874	из своих	1	3
875	его сознание	1	3
876	с которым	1	3
877	однако не	2	3
878	предметом и	1	3
879	образа то	1	3
880	его собственную	2	3
881	случае не	1	3
882	сливается с	6	3
883	находиться в	2	3
884	есть как	1	3
885	как ее	2	3
886	в новом	1	3
887	нисколько не	2	3
888	все слова	1	3
889	идеи и	2	3
890	должен быть	1	3
891	единство и	1	3
892	в одной	9	3
893	еще до	1	3
894	отличие от	3	3
895	которую мы	1	3
896	это в	3	3
897	случае если	1	3
898	каждого слова	1	3
899	который мы	2	3
900	не находит	1	3
901	в человеческом	1	3
902	в развитии	1	3
903	этого образа	1	3
904	человека с	1	3
905	несколько раз	1	3
906	или как	5	3
907	в большинстве	3	3
908	признать что	1	3
909	и внутреннюю	1	3
910	по всей	1	3
911	как для	1	3
912	нас самих	1	3
913	всей вероятности	1	3
914	речь и	1	3
915	связи между	1	3
916	людьми и	1	3
917	это стремление	1	3
918	происходит в	1	3
919	и прежде	2	3
920	как будто	4	3
921	лишь по	1	3
922	для этого	4	3
923	является в	1	2
924	можем судить	1	2
925	человеческой души	1	2
926	к другу	4	2
927	еще раз	3	2
928	можно говорить	2	2
929	бы несколько	1	2
930	друг в	3	2
931	мы постараемся	1	2
932	познания и	1	2
933	значение для	2	2
934	и имеет	1	2
935	степени как	2	2
936	как отдельные	1	2
937	до самого	1	2
938	к более	2	2
939	его за	1	2
940	следует что	1	2
941	может служить	1	2
942	по выражению	2	2
943	так можно	1	2
944	что дело	2	2
945	только отдельные	2	2
946	время не	3	2
947	потому не	1	2
948	а есть	3	2
949	что по-видимому	1	2
950	нами в	5	2
951	что тогда	1	2
952	иначе чем	1	2
953	думаем что	1	2
954	сходно с	1	2
955	а напротив	1	2
956	ни одна	2	2
957	и сам	5	2
958	есть та	1	2
959	каждом отдельном	1	2
960	уже на	1	2
961	представляет ее	1	2
962	с не	1	2
963	приходит в	1	2
964	духа в	1	2
965	роль в	2	2
966	отличается от	3	2
967	для их	2	2
968	может находиться	1	2
969	содержания но	1	2
970	не стало	1	2
971	и нет	2	2
972	и образ	1	2
973	понятно что	1	2
974	случае они	1	2
975	во все	5	2
976	которая в	1	2
977	не непосредственно	1	2
978	не нашла	1	2
979	не могли	3	2
980	и свобода	1	2
981	раз и	4	2
982	хотя с	1	2
983	в противоположность	3	2
984	бы из	1	2
985	оно как	1	2
986	времени в	2	2
987	довести до	1	2
988	отделяется от	1	2
989	как совокупность	1	2
990	сознания в	2	2
991	его действия	1	2
992	бы их	5	2
993	ни его	2	2
994	не об	6	2
995	людей и	2	2
996	от той	1	2
997	одно не	1	2
998	в прошлом	1	2
999	и формы	1	2
1000	может ли	1	2
1001	и еще	2	2
1002	есть действительно	1	2
1003	образом как	1	2
1004	с этими	1	2
1005	есть по	1	2
1006	отношения в	1	2
1007	на те	1	2
1008	на две	1	2
1009	который в	2	2
1010	и внешней	1	2
1011	а следовательно	1	2
1012	лишь один	2	2
1013	но конечно	3	2
1014	себя в	5	2
1015	едва ли	1	2
1016	смысле как	2	2
1017	что имеет	2	2
1018	он все	2	2
1019	той степени	1	2
1020	себе самом	9	2
1021	выделить и	1	2
1022	к различным	1	2
1023	ее и	2	2
1024	него как	1	2
1025	его внутренней	1	2
1026	того и	1	2
1027	нами не	1	2
1028	к человеку	3	2
1029	эта особенность	4	2
1030	остаются в	1	2
1031	жизни человека	1	2
1032	именно слово	1	2
1033	личной жизни	2	2
1034	и легко	1	2
1035	смысле то	1	2
1036	восприятие в	1	2
1037	образ в	2	2
1038	которого он	1	2
1039	а тогда	1	2
1040	и за	1	2
1041	для своего	2	2
1042	как с	1	2
1043	по содержанию	1	2
1044	лежит в	3	2
1045	видит в	1	2
1046	существует только	2	2
1047	зрения но	1	2
1048	и говорит	1	2
1049	сознания не	3	2
1050	необходим для	1	2
1051	как его	2	2
1052	его мысли	1	2
1053	из трех	1	2
1054	предположить в	1	2
1055	смысле и	1	2
1056	на пути	2	2
1057	я не	7	2
1058	же как	5	2
1059	вся природа	1	2
1060	точек зрения	5	2
1061	душу как	1	2
1062	природа и	1	2
1063	и чувствовать	1	2
1064	с образом	3	2
1065	мысль с	1	2
1066	его внутреннюю	1	2
1067	не видит	1	2
1068	в устах	2	2
1069	как субъект	1	2
1070	не выражается	1	2
1071	и цельность	1	2
1072	форма а	1	2
1073	и грубый	1	2
1074	с образами	1	2
1075	значение но	1	2
1076	и миром	1	2
1077	бы уже	2	2
1078	же это	2	2
1079	по своей	1	2
1080	каждое лицо	1	2
1081	совершенно справедливо	2	2
1082	различных по	1	2
1083	они могут	2	2
1084	истории и	1	2
1085	и стремление	1	2
1086	мы их	1	2
1087	мыслью но	1	2
1088	слова что	1	2
1089	в первой	3	2
1090	этих словах	1	2
1091	все остальное	2	2
1092	бы оно	1	2
1093	человека или	1	2
1094	который был	1	2
1095	себе как	1	2
1096	с ее	5	2
1097	всех этих	3	2
1098	становится объектом	1	2
1099	превращаются в	1	2
1100	так нельзя	1	2
1101	слово то	1	2
1102	друг к	4	2
1103	по форме	1	2
1104	его уже	1	2
1105	на ее	2	2
1106	и должно	1	2
1107	переходим к	2	2
1108	их природы	1	2
1109	не всякий	1	2
1110	не находим	1	2
1111	из которых	3	2
1112	не исчерпывается	3	2
1113	переходит в	2	2
1114	в логике	1	2
1115	но этого	1	2
1116	под этим	2	2
1117	и идеал	1	2
1118	что должно	1	2
1119	мы понимаем	1	2
1120	находим у	1	2
1121	оно ни	2	2
1122	слов не	1	2
1123	наблюдений над	1	2
1124	его собственная	1	2
1125	показать что	1	2
1126	нему как	2	2
1127	может получить	1	2
1128	мысль мы	1	2
1129	его сознании	2	2
1130	нет ни	5	2
1131	человека на	1	2
1132	не приводит	1	2
1133	зависимости от	5	2
1134	чтобы убедиться	1	2
1135	на их	1	2
1136	красный цвет	1	2
1137	себя то	1	2
1138	художественный образ	2	2
1139	это и	10	2
1140	его и	4	2
1141	господствует над	1	2
1142	его слово	2	2
1143	далее и	1	2
1144	по своим	4	2
1145	ясно и	1	2
1146	словам в	1	2
1147	на отношения	1	2
1148	совсем другой	1	2
1149	можно лишь	1	2
1150	духа то	1	2
1151	и содержание	1	2
1152	и независимо	1	2
1153	из его	4	2
1154	как из	1	2
1155	далекие друг	1	2
1156	он старается	1	2
1157	не понимает	1	2
1158	ни одно	1	2
1159	впрочем и	1	2
1160	человека до	1	2
1161	переходит к	2	2
1162	эти противоречия	1	2
1163	при определении	1	2
1164	друга и	2	2
1165	теперь не	1	2
1166	каждый из	1	2
1167	только это	1	2
1168	нуждаются в	1	2
1169	вне его	2	2
1170	им в	4	2
1171	образом уже	2	2
1172	словах и	1	2
1173	имеем в	2	2
1174	чем с	1	2
1175	на более	1	2
1176	слова были	1	2
1177	есть его	1	2
1178	и там	1	2
1179	нет и	4	2
1180	в сфере	4	2
1181	принадлежит к	1	2
1182	бы никакого	1	2
1183	только с	2	2
1184	входящих в	2	2
1185	действительности не	1	2
1186	нею в	1	2
1187	они были	1	2
1188	внешнее и	1	2
1189	заключенных в	1	2
1190	человека но	2	2
1191	единство в	1	2
1192	сходное с	1	2
1193	изменения в	1	2
1194	уже с	1	2
1195	к лицу	1	2
1196	нам известно	1	2
1197	на языке	2	2
1198	словом как	1	2
1199	тоже не	2	2
1200	этот мир	3	2
1201	разума и	1	2
1202	то обращается	1	2
1203	она так	2	2
1204	и было	1	2
1205	этот процесс	1	2
1206	ее на	1	2
1207	сам в	1	2
1208	при всей	1	2
1209	он как	4	2
1210	других но	1	2
1211	из основных	1	2
1212	не для	1	2
1213	или с	1	2
1214	мира но	2	2
1215	легко заметить	1	2
1216	переход к	1	2
1217	к его	1	2
1218	наблюдения над	1	2
1219	не достигает	1	2
1220	из души	1	2
1221	о нем	16	2
1222	как у	4	2
1223	может показаться	1	2
1224	где он	1	2
1225	в полном	2	2
1226	что каждый	1	2
1227	же не	1	2
1228	с их	9	2
1229	в движение	1	2
1230	может только	1	2
1231	лицом к	1	2
1232	а на	1	2
1233	непосредственно в	2	2
1234	формы и	1	2
1235	идеи то	1	2
1236	для других	2	2
1237	этом не	1	2
1238	художественного образа	1	2
1239	и эта	3	2
1240	мы ее	1	2
1241	входящий в	1	2
1242	могла быть	1	2
1243	есть настолько	1	2
1244	перестать быть	1	2
1245	и могут	2	2
1246	и человеческой	1	2
1247	со своей	1	2
1248	если она	1	2
1249	не создает	1	2
1250	и другого	1	2
1251	ему не	2	2
1252	оно может	2	2
1253	как одно	3	2
1254	не спрашивает	1	2
1255	в самое	1	2
1256	и эти	1	2
1257	и сила	2	2
1258	его сознанию	1	2
1259	только к	1	2
1260	хотя конечно	1	2
1261	они могли	1	2
1262	на свои	1	2
1263	вопроса а	1	2
1264	них в	2	2
1265	не могу	1	2
1266	самосознания и	2	2
1267	первое и	1	2
1268	как сознание	1	2
1269	может понять	2	2
1270	быть и	1	2
1271	от всех	1	2
1272	во второй	1	2
1273	народного духа	1	2
1274	от земли	1	2
1275	не видим	2	2
1276	стороны его	3	2
1277	во времени	4	2
1278	свое значение	1	2
1279	глубины души	2	2
1280	что из	3	2
1281	ведь мы	1	2
1282	во-вторых если	1	2
1283	образом даже	1	2
1284	единство с	1	2
1285	человека из	4	2
1286	и самого	4	2
1287	есть если	2	2
1288	бы он	3	2
1289	сказать в	1	2
1290	какой бы	2	2
1291	другой и	1	2
1292	отношении не	1	2
1293	пришел к	1	2
1294	себе еще	2	2
1295	может и	1	2
1296	только одну	1	2
1297	в единство	8	2
1298	дальше в	1	2
1299	или точнее	2	2
1300	говорит не	1	2
1301	человека по	2	2
1302	мир не	1	1
1303	в органическое	1	1
1304	его материал	2	1
1305	ее сознание	1	1
1306	в особенности	2	1
1307	и другие	4	1
1308	особенности и	1	1
1309	как художник	4	1
1310	первой и	1	1
1311	зрения на	12	1
1312	их определение	1	1
1313	со всем	2	1
1314	почва для	1	1
1315	ней не	1	1
1316	мысль как	2	1
1317	из своего	3	1
1318	которой строится	1	1
1319	остались бы	1	1
1320	можно и	1	1
1321	роль и	1	1
1322	творчества в	3	1
