N	2gram	Vygotskiy_	FransuaR
102	в ее	3	24
103	и у	1	24
104	и от	4	24
105	как в	7	24
106	того чтобы	23	24
107	в частности	8	24
108	так сказать	1	23
109	и здесь	1	23
110	с ним	3	23
111	и для	3	23
112	в их	5	23
113	есть и	1	23
114	к нему	1	23
115	это не	5	23
116	даже в	4	22
117	не было	1	22
118	а в	4	22
119	тем что	7	22
120	что и	3	22
121	и других	4	22
122	там где	8	22
123	вместе с	14	22
124	и во	1	22
125	связь с	2	22
126	и о	1	22
127	в своих	6	21
128	именно в	8	21
129	в отношении	14	21
130	уже в	8	21
131	и как	7	21
132	в качестве	12	21
133	одним из	1	21
134	в себя	2	21
135	что это	8	21
136	ни в	6	21
137	и наконец	3	21
138	в виду	5	20
139	в связи	3	20
140	и это	3	20
141	в значительной	2	20
142	одной из	4	20
143	этом отношении	6	20
144	с точки	34	20
145	как раз	8	20
146	а также	1	20
147	самом деле	8	20
148	во всем	4	19
149	их в	6	19
150	к этому	7	19
151	в эту	4	19
152	того же	1	19
153	за пределы	4	19
154	было бы	12	19
155	с ее	3	19
156	в дальнейшем	1	19
157	с другой	16	19
158	на протяжении	3	19
159	хотя и	2	19
160	в форме	1	19
161	в ту	2	19
162	мы находим	7	18
163	со всеми	2	18
164	здесь не	1	18
165	одна из	1	18
166	превращается в	3	18
167	на этом	3	18
168	связанные с	2	18
169	перед нами	7	18
170	связан с	5	18
171	это в	1	18
172	в большей	1	17
173	большей или	1	17
174	для того	19	17
175	конечно не	1	17
176	в результате	7	17
177	можно было	6	17
178	на его	1	17
179	числе и	3	17
180	в плане	1	17
181	такой же	3	17
182	еще более	1	17
183	но все	3	17
184	связана с	4	17
185	и вот	3	17
186	того что	28	17
187	а не	5	17
188	в другом	7	16
189	с одной	14	16
190	между ними	2	16
191	между тем	10	16
192	почти вовсе	1	16
193	тот же	7	16
194	в начале	2	16
195	в свете	5	16
196	или меньшей	1	16
197	ничего не	6	16
198	дело в	3	16
199	мысли и	7	15
200	а затем	5	15
201	в которой	6	15
202	не были	1	15
203	из этих	6	15
204	с их	2	15
205	от всех	3	15
206	и вообще	2	15
207	одно из	3	15
208	как на	5	15
209	в нашем	3	15
210	не мог	1	15
211	в первой	3	15
212	еще в	1	15
213	в истории	7	15
214	в самой	4	15
215	в котором	6	14
216	в чем	5	14
217	и по	3	14
218	игра в	1	14
219	мы не	13	14
220	на них	1	14
221	все что	4	14
222	в данном	5	14
223	и он	1	14
224	несмотря на	6	14
225	земли и	1	14
226	слов и	1	14
227	в более	3	14
228	по существу	8	14
229	и сам	2	13
230	о мире	3	13
231	с этим	8	13
232	во все	3	13
233	и еще	2	13
234	что все	8	13
235	его к	3	13
236	в основном	1	13
237	на все	5	13
238	в одной	3	13
239	о чем	2	13
240	в жизни	2	13
241	на этой	2	13
242	одной стороны	15	13
243	здесь нет	1	13
244	не знает	1	13
245	отличие от	3	13
246	в других	2	13
247	бы в	5	13
248	и есть	2	13
249	только на	1	13
250	не на	1	13
251	мир и	1	13
252	или в	2	13
253	это было	1	13
254	как он	7	13
255	в книге	3	13
256	в известной	2	13
257	более того	2	13
258	другой стороны	10	12
259	во всей	8	12
260	те же	2	12
261	главным образом	2	12
262	и ее	9	12
263	та же	1	12
264	жизни в	1	12
265	начиная с	2	12
266	известной мере	1	12
267	старого и	1	12
268	у нас	1	12
269	раз в	3	12
270	другом месте	6	12
271	место в	1	12
272	из всех	3	12
273	только для	6	12
274	можно сказать	6	12
275	но этот	3	12
276	здесь с	1	12
277	по своей	9	12
278	не могут	1	12
279	в приведенном	1	12
280	он в	6	12
281	эпохи в	1	12
282	все то	1	12
283	но здесь	1	12
284	лишь в	9	12
285	характер носит	1	12
286	об этом	6	12
287	в пределах	1	12
288	зрения на	1	11
289	на эту	2	11
290	так например	1	11
291	уже не	2	11
292	что они	5	11
293	той или	3	11
294	и что	11	11
295	в общем	5	11
296	и самый	2	11
297	того как	6	11
298	в течение	4	11
299	наконец в	2	11
300	в отличие	3	11
301	из этого	6	11
302	в свое	1	11
303	и т.д	15	11
304	все время	8	11
305	в системе	1	11
306	и особенно	1	11
307	и так	1	11
308	и более	6	11
309	слова и	5	11
310	и нового	1	11
311	ни с	1	11
312	он говорит	2	11
313	другими словами	1	11
314	в заключение	4	11
315	в узком	1	11
316	целый ряд	6	10
317	по отношению	12	10
318	на котором	1	10
319	все его	1	10
320	все остальные	5	10
321	что для	8	10
322	до наших	1	10
323	поэтому в	3	10
324	да и	1	10
325	в таких	1	10
326	данном случае	5	10
327	наших дней	1	10
328	человека и	6	10
329	или иной	3	10
330	конце концов	1	10
331	новое и	1	10
332	для всех	8	10
333	нас в	2	10
334	самом же	1	10
335	где они	1	10
336	там же	1	10
337	к тому	10	10
338	на этот	7	10
339	значительной степени	2	10
340	для понимания	1	10
341	не просто	1	10
342	к которому	4	10
343	выражение в	1	10
344	ту же	3	10
345	в доме	1	10
346	образом и	4	10
347	в процессе	19	10
348	он хочет	2	10
349	им в	1	10
350	же деле	1	10
351	во второй	1	10
352	в целом	29	10
353	здесь же	1	9
354	в свет	1	9
355	представлений о	2	9
356	связано с	3	9
357	т.п в	1	9
358	в основу	3	9
359	для этой	1	9
360	нашей работы	8	9
361	как это	6	9
362	в тех	2	9
363	роль играет	1	9
364	весь этот	1	9
365	но на	4	9
366	в которых	6	9
367	о котором	3	9
368	именно на	1	9
369	и вся	2	9
370	как к	1	9
371	ведь это	1	9
372	и со	2	9
373	это как	2	9
374	что на	2	9
375	вплоть до	1	9
376	отношения к	3	9
377	к жизни	1	9
378	но как	1	9
379	мы можем	11	9
380	как известно	8	9
381	но дело	1	9
382	не имеет	5	9
383	свое время	1	9
384	чем же	2	9
385	на землю	1	9
386	их с	1	9
387	том же	4	9
388	и то	3	9
389	для нас	4	9
390	первый план	3	9
391	эти формы	1	9
392	отношению к	11	9
393	что не	2	9
394	и мира	1	8
395	со всем	2	8
396	с этой	7	8
397	не менее	1	8
398	следовательно и	1	8
399	на первый	3	8
400	понятно что	2	8
401	но эти	1	8
402	и те	2	8
403	всего в	3	8
404	одном из	3	8
405	от этого	4	8
406	под влиянием	3	8
407	своей части	1	8
408	речи и	41	8
409	и при	2	8
410	с тем	8	8
411	то время	5	8
412	языка и	3	8
413	в совершенно	5	8
414	значение в	4	8
415	он как	4	8
416	но эта	3	8
417	и вовсе	1	8
418	на одном	3	8
419	и глубже	1	8
420	человека с	3	8
421	включает в	2	8
422	для этого	7	8
423	от него	1	8
424	как они	2	8
425	перестает быть	1	8
426	мы увидим	3	8
427	отрыве от	2	8
428	по поводу	5	8
429	видели что	6	8
430	после того	1	8
431	тому же	1	8
432	начало в	1	8
433	так что	2	8
434	здесь мы	1	8
435	все те	2	8
436	в это	1	8
437	протяжении всего	2	8
438	как о	2	8
439	если бы	10	8
440	но с	3	8
441	и без	1	8
442	самой жизни	1	8
443	с самого	9	8
444	дело не	1	8
445	мотивов и	1	8
446	нуждается в	2	8
447	в эти	1	8
448	во всяком	6	7
449	себе и	3	7
450	к ним	2	7
451	и там	1	7
452	на него	3	7
453	от них	2	7
454	к этим	3	7
455	точка зрения	3	7
456	что у	3	7
457	на том	2	7
458	мы говорили	4	7
459	в развитии	31	7
460	здесь на	1	7
461	и та	1	7
462	мы будем	2	7
463	большую роль	1	7
464	интерес к	1	7
465	подобно тому	2	7
466	момент и	1	7
467	нет и	1	7
468	только с	2	7
469	мир в	2	7
470	где он	1	7
471	на службу	1	7
472	них и	1	7
473	в виде	3	7
474	своей книге	3	7
475	в некоторых	1	7
476	что значит	1	7
477	в различных	1	7
478	представление о	7	7
479	в наиболее	1	7
480	играют в	2	7
481	в состоянии	2	7
482	всех его	1	7
483	как его	2	7
484	в целях	1	7
485	в таком	1	7
486	был бы	2	7
487	вот как	1	7
488	никак не	1	7
489	из которых	6	7
490	том как	1	7
491	отчасти и	1	7
492	из области	2	7
493	и если	4	7
494	к себе	2	7
495	точку зрения	8	7
496	носит и	1	7
497	как нечто	2	7
498	не будем	1	7
499	должен быть	6	7
500	его не	3	7
501	тому как	3	7
502	в свою	4	7
503	думать что	1	7
504	на всю	1	7
505	последнее слово	1	7
506	в отрыве	1	7
507	одного из	4	7
508	по этому	4	7
509	мы наблюдаем	1	6
510	не столько	4	6
511	в один	4	6
512	казалось бы	8	6
513	не могли	2	6
514	хотя бы	7	6
515	в противоположность	3	6
516	имеем в	1	6
517	себе в	1	6
518	свою очередь	3	6
519	находится в	2	6
520	что она	6	6
521	котором мы	1	6
522	и чисто	1	6
523	судить о	1	6
524	не остается	3	6
525	он знал	1	6
526	и следовательно	3	6
527	всей их	2	6
528	и тот	1	6
529	смысле слова	6	6
530	для них	1	6
531	эти явления	1	6
532	к его	3	6
533	на их	2	6
534	то он	3	6
535	еще один	2	6
536	этот последний	1	6
537	у них	1	6
538	как у	1	6
539	и пр	2	6
540	для всего	3	6
541	истины и	1	6
542	или даже	2	6
543	чем мы	3	6
544	и эти	2	6
545	т.п но	1	6
546	которые в	2	6
547	как будто	1	6
548	вот это	1	6
549	момента в	1	6
550	но по	1	6
551	от всего	2	6
552	его на	3	6
553	а именно	2	6
554	понимания и	1	6
555	и слово	2	6
556	существенный момент	1	6
557	и мысли	2	6
558	представления о	1	6
559	была еще	1	6
560	говорить о	4	6
561	самого начала	9	6
562	жизни как	1	6
563	такого рода	1	6
564	мировоззрения и	1	6
565	между прочим	1	6
566	ни для	1	6
567	мысль и	5	6
568	не дает	1	6
569	что эта	7	6
570	с таким	8	6
571	могут быть	5	6
572	переходит в	1	6
573	совершенно не	1	6
574	язык и	1	6
575	тех же	3	6
576	мы знаем	3	6
577	что здесь	2	6
578	он может	2	6
579	всех тех	6	6
580	этого слова	7	6
581	друг друга	5	6
582	принадлежит к	2	6
583	остановимся на	1	6
584	ее в	3	6
585	как она	1	6
586	в новом	3	6
587	видит в	2	6
588	за то	2	6
589	входит в	1	6
590	и обратно	1	6
591	от того	7	6
592	таким же	4	6
593	в применении	2	5
594	с собой	5	5
595	применении к	1	5
596	раз и	1	5
597	в строгом	1	5
598	жизни он	1	5
599	для всей	3	5
600	этой книги	2	5
601	с другими	5	5
602	чем в	1	5
603	из важнейших	2	5
604	в ряду	1	5
605	и речи	45	5
606	из него	1	5
607	один раз	1	5
608	не могла	1	5
609	почти всегда	2	5
610	на место	2	5
611	и самое	1	5
612	тогда когда	8	5
613	на первом	2	5
614	в другой	2	5
615	вместо того	3	5
616	значения и	2	5
617	сравнению с	9	5
618	этого явления	1	5
619	на основе	7	5
620	по сравнению	10	5
621	со всей	7	5
622	которую он	1	5
623	и целый	1	5
624	как например	2	5
625	связанной с	1	5
626	что слово	1	5
627	но мы	4	5
628	мы имеем	2	5
629	которых он	3	5
630	и всегда	1	5
631	слово в	1	5
632	стремление к	1	5
633	тем более	7	5
634	ему не	1	5
635	есть не	3	5
636	оказывается что	1	5
637	тем самым	8	5
638	же самое	4	5
639	и самого	1	5
640	сливаются в	1	5
641	на то	11	5
642	которой мы	3	5
643	он с	1	5
644	что было	1	5
645	находим в	1	5
646	на границах	1	5
647	на эти	3	5
648	его за	1	5
649	ко всем	3	5
650	в первом	2	5
651	в собственном	8	5
652	нами выше	2	5
653	оба полюса	1	5
654	но даже	2	5
655	говорит что	9	5
656	не вполне	1	5
657	сила и	1	5
658	а следовательно	2	5
659	друг с	6	5
660	больше чем	1	5
661	то в	1	5
662	от его	5	5
663	на язык	2	5
664	должно быть	4	5
665	ни было	1	5
666	и сама	1	5
667	с представлением	1	5
668	между этими	7	5
669	же как	8	5
670	он сам	3	5
671	вообще в	1	5
672	всех других	1	5
673	на голову	1	5
674	на отдельные	3	5
675	независимо от	10	5
676	и этот	1	5
677	почти не	1	5
678	и из	2	5
679	первых двух	1	5
680	в слове	2	5
681	своей жизни	1	5
682	не является	16	5
683	автора и	1	5
684	если мы	8	5
685	всяком случае	5	5
686	к началу	1	5
687	своему существу	1	5
688	ничем не	3	5
689	мире в	1	5
690	всей системы	2	5
691	бы и	4	5
692	по словам	1	5
693	должен был	1	5
694	гете в	2	5
695	вообще не	1	5
696	словом и	3	5
697	что мы	9	5
698	жизнью в	1	5
699	к своему	2	5
700	нисколько не	2	5
701	с другом	6	5
702	по его	2	5
703	когда он	5	5
704	стороны и	3	5
705	только то	2	5
706	слова в	2	5
707	об этой	3	5
708	и только	2	5
709	и новые	1	5
710	не к	3	5
711	в игре	2	4
712	не хочет	2	4
713	его от	1	4
714	я не	4	4
715	и само	2	4
716	к этой	4	4
717	в действительности	1	4
718	этой связи	1	4
719	и той	2	4
720	одной и	2	4
721	предисловии к	4	4
722	которого они	1	4
723	ее как	1	4
724	в контексте	1	4
725	нигде не	3	4
726	что даже	2	4
727	о его	1	4
728	время и	1	4
729	внимание на	1	4
730	нет места	1	4
731	именно для	1	4
732	т.п то	1	4
733	есть с	1	4
734	но для	2	4
735	и всю	2	4
736	эти три	2	4
737	особенности в	1	4
738	о которых	4	4
739	к некоторым	1	4
740	действительности и	4	4
741	о себе	1	4
742	своей книги	3	4
743	что во	1	4
744	одно и	2	4
745	этот вопрос	6	4
746	это действительно	1	4
747	ту сторону	2	4
748	сущности это	2	4
749	когда они	1	4
750	обратимся к	1	4
751	что только	2	4
752	и сейчас	1	4
753	речи как	11	4
754	оно не	1	4
755	самим собой	1	4
756	строгом смысле	1	4
757	есть нечто	2	4
758	в словах	3	4
759	игры и	1	4
760	это самое	1	4
761	не входит	2	4
762	в очень	1	4
763	и больше	1	4
764	знаем что	1	4
765	он начинает	1	4
766	тот самый	1	4
767	только его	3	4
768	но если	3	4
769	не видит	1	4
770	он должен	4	4
771	особенности на	1	4
772	всего того	2	4
773	ее на	4	4
774	один и	2	4
775	только и	1	4
776	значение как	2	4
777	говорит об	1	4
778	в предисловии	5	4
779	одну из	4	4
780	к ней	1	4
781	совершенно иначе	1	4
782	животных и	2	4
783	мы и	3	4
784	однако и	1	4
785	это игра	1	4
786	что человек	1	4
787	нами в	3	4
788	по себе	9	4
789	в борьбе	2	4
790	стороны в	1	4
791	его концепции	1	4
792	когда в	2	4
793	различные формы	2	4
794	что этот	2	4
795	которой он	2	4
796	которых мы	2	4
797	связь между	10	4
798	и значение	2	4
799	это целое	2	4
800	этих последних	1	4
801	сознание человека	1	4
802	который в	7	4
803	и именно	1	4
804	различных областей	1	4
805	только не	2	4
806	не видел	1	4
807	что между	4	4
808	говорит он	27	4
809	нового и	2	4
810	но ведь	2	4
811	учение о	4	4
812	также в	1	4
813	представляется нам	1	4
814	точек зрения	1	4
815	в смысле	2	4
816	но к	1	4
817	в наши	2	4
818	о происхождении	1	4
819	находит свое	1	4
820	оно ни	1	4
821	прошлого и	1	4
822	так называемые	1	4
823	и тем	8	4
824	все основные	3	4
825	времен и	1	4
826	не по	1	4
827	друг другу	4	4
828	заключается в	12	4
829	же мы	1	4
830	собственном смысле	8	4
831	можно видеть	1	4
832	о которой	2	4
833	в область	1	4
834	утверждает что	3	4
835	это есть	2	4
836	и вполне	1	4
837	и человека	2	4
838	дело идет	1	4
839	нельзя сказать	1	4
840	основные моменты	1	4
841	в известном	4	4
842	из тех	3	4
843	самое существенное	1	4
844	его книге	1	4
845	не могло	5	4
846	значение для	3	4
847	делает его	1	4
848	без всякого	2	4
849	заметить что	3	4
850	что я	1	4
851	из этой	2	4
852	где нет	1	4
853	но их	1	4
854	ряд других	1	4
855	и всем	1	4
856	со своим	1	4
857	из своих	1	4
858	на которой	4	4
859	по ту	2	4
860	и слова	1	4
861	в третьем	1	4
862	для которого	3	4
863	единство и	1	4
864	это явление	1	4
865	что эти	3	4
866	этих слов	1	4
867	самого автора	1	4
868	что касается	1	4
869	говоря о	1	4
870	из своей	1	4
871	что из	1	4
872	на это	1	4
873	тела с	1	4
874	считает что	1	4
875	этому вопросу	1	4
876	с которой	2	3
877	развития и	3	3
878	он видит	1	3
879	мест в	1	3
880	какой бы	1	3
881	него в	1	3
882	большое количество	1	3
883	виду прежде	1	3
884	из ее	1	3
885	переходит к	1	3
886	на которых	4	3
887	именно и	1	3
888	как об	1	3
889	или на	1	3
890	в речи	3	3
891	и другим	2	3
892	же точно	10	3
893	где она	1	3
894	его книги	1	3
895	функций в	1	3
896	только благодаря	1	3
897	я вижу	1	3
898	два момента	1	3
899	у самого	2	3
900	не всегда	1	3
901	мы все	1	3
902	по линии	2	3
903	чтобы показать	3	3
904	в вопросе	1	3
905	с вещами	2	3
906	ключ к	2	3
907	том чтобы	6	3
908	просто в	1	3
909	сущности и	1	3
910	будем говорить	1	3
911	знает только	1	3
912	что именно	3	3
913	речи в	17	3
914	ближе к	2	3
915	бы то	1	3
916	даже по	1	3
917	все стороны	1	3
918	и мы	3	3
919	целом в	2	3
920	силой с	1	3
921	после этого	1	3
922	перехода от	1	3
923	в следующем	4	3
924	а с	8	3
925	остается в	2	3
926	тому что	6	3
927	и исторической	1	3
928	ясно что	2	3
929	время как	4	3
930	не есть	1	3
931	между собой	5	3
932	на другом	1	3
933	а для	2	3
934	и мир	1	3
935	опираясь на	3	3
936	почти на	2	3
937	и другая	1	3
938	вот в	1	3
939	должны были	6	3
940	другая сторона	2	3
941	бы к	3	3
942	могла бы	2	3
943	и судьба	2	3
944	те кто	2	3
945	нам придется	1	3
946	стадии своего	2	3
947	на совершенно	1	3
948	которые он	2	3
949	эти особенности	1	3
950	нами ранее	1	3
951	говорит и	1	3
952	не находим	1	3
953	содержит в	1	3
954	чтобы стать	1	3
955	более глубокое	1	3
956	оттого что	1	3
957	и строго	1	3
958	характер именно	1	3
959	о природе	5	3
960	от своего	1	3
961	также не	2	3
962	явлений и	1	3
963	приводит к	8	3
964	к какому	1	3
965	вперед и	1	3
966	от всей	1	3
967	в каком	3	3
968	чисто отрицательной	1	3
969	значение этого	1	3
970	основе этого	1	3
971	он является	3	3
972	и второй	2	3
973	занимает в	2	3
974	и наиболее	2	3
975	разрешить эту	1	3
976	вопрос об	8	3
977	на две	3	3
978	которым мы	3	3
979	из первых	1	3
980	и после	1	3
981	то ни	1	3
982	действительности в	1	3
983	при всей	1	3
984	из основных	3	3
985	или с	1	3
986	внешнем мире	1	3
987	что с	6	3
988	смысле этого	6	3
989	когда же	1	3
990	как именно	2	3
991	к самой	1	3
992	на нее	2	3
993	в сферу	1	3
994	в переводе	1	3
995	со своей	1	3
996	этих двух	4	3
997	к одному	1	3
998	она не	3	3
999	связь и	2	3
1000	в речевом	1	3
1001	этого рода	2	3
1002	вперед по	1	3
1003	у кого	1	3
1004	а скорее	2	3
1005	в германии	1	3
1006	о своих	2	3
1007	же это	2	3
1008	само собой	1	3
1009	сознания в	3	3
1010	места и	1	3
1011	становится возможным	2	3
1012	которые не	4	3
1013	которая в	2	3
1014	т.е в	1	3
1015	он всегда	1	3
1016	др но	1	3
1017	одной плоскости	1	3
1018	иначе чем	2	3
1019	нашего исследования	8	3
1020	в одно	1	3
1021	гораздо больше	1	3
1022	во внешнем	1	3
1023	то его	1	3
1024	не существует	4	3
1025	то это	2	3
1026	этот путь	2	3
1027	не боится	1	3
1028	этом мы	1	3
1029	вот почему	5	3
1030	между двумя	2	3
1031	когда она	2	3
1032	между отдельными	3	3
1033	всегда и	3	3
1034	позволит нам	1	3
1035	ней и	1	3
1036	чтобы они	1	3
1037	быть в	1	3
1038	связи со	1	3
1039	вопросе о	1	3
1040	речевого общения	1	3
1041	наряду с	3	3
1042	которое он	1	3
1043	к человеку	1	3
1044	этой идее	1	3
1045	в тот	1	3
1046	говорит в	2	3
1047	что его	6	3
1048	указывает что	1	3
1049	том какое	1	3
1050	именно с	1	3
1051	нам предстоит	2	3
1052	что их	1	3
1053	в живой	1	3
1054	именно потому	2	3
1055	на другой	1	3
1056	явления в	1	3
1057	себя на	1	3
1058	этом смысле	3	3
1059	в современной	3	3
1060	вперед в	2	3
1061	чем она	2	3
1062	с элементами	1	3
1063	это ни	2	3
1064	он пытается	2	3
1065	в силу	8	3
1066	есть все	2	3
1067	этом процессе	2	3
1068	которого мы	1	3
1069	а потому	1	3
1070	за ним	1	3
1071	от этой	1	3
1072	он действует	1	3
1073	из того	7	3
1074	науки и	1	3
1075	и практики	1	3
1076	целом ряде	2	3
1077	же самые	2	3
1078	с ней	3	3
1079	в наших	4	3
1080	мы говорим	2	3
1081	относятся к	2	3
1082	со стороны	4	3
1083	друг от	4	3
1084	всей своей	2	3
1085	которая не	1	3
1086	в любой	1	3
1087	ни к	1	3
1088	совершенно иной	1	3
1089	как выражение	1	3
1090	и тогда	1	3
1091	не потому	2	3
1092	видим таким	4	3
1093	в новых	3	3
1094	всякий раз	2	3
1095	в понимании	1	3
1096	дальнейшего развития	1	3
1097	итак в	1	3
1098	не для	1	3
1099	всех форм	1	3
1100	чем он	3	3
1101	от друга	4	3
1102	то новое	1	3
1103	слова но	1	3
1104	он видел	1	3
1105	указывает на	4	3
1106	является не	2	3
1107	и понимания	2	3
1108	что тот	2	3
1109	которую мы	6	3
1110	эти два	1	3
1111	в основной	2	3
1112	эта сторона	1	3
1113	лежат в	1	3
1114	движения в	1	3
1115	как чисто	3	3
1116	эту идею	2	3
1117	признать что	3	3
1118	которых они	1	3
1119	но эту	1	3
1120	по всей	2	3
1121	для обозначения	1	3
1122	на других	2	3
1123	бы он	3	3
1124	все более	4	3
1125	не удалось	2	3
1126	из которой	3	3
1127	с которыми	2	2
1128	особенности и	1	2
1129	с последним	1	2
1130	к другу	3	2
1131	некоторой степени	1	2
1132	без исключения	1	2
1133	проблемы как	1	2
1134	очень хорошо	2	2
1135	с самим	2	2
1136	эта идея	1	2
1137	формы в	1	2
1138	линии развития	1	2
1139	в нашу	1	2
1140	этого момента	1	2
1141	игре и	1	2
1142	этих вопросов	1	2
1143	оба этих	1	2
1144	конечном счете	4	2
1145	всеми своими	1	2
1146	целое и	2	2
1147	есть совершенно	1	2
1148	в природе	4	2
1149	несколько дальше	1	2
1150	от внешней	6	2
1151	в жизнь	2	2
1152	и оказывается	1	2
1153	и сделали	1	2
1154	за исключением	1	2
1155	своей природе	3	2
1156	этого последнего	1	2
1157	только как	1	2
1158	почти исключительно	2	2
1159	уже у	1	2
1160	строго говоря	2	2
1161	что вся	1	2
1162	из себя	1	2
1163	ибо он	1	2
1164	должна была	2	2
1165	всего как	1	2
1166	за собой	4	2
1167	роль мы	1	2
1168	образом что	3	2
1169	процессе развития	7	2
1170	эти факты	1	2
1171	тенденцию к	3	2
1172	переход от	5	2
1173	образом как	3	2
1174	практики и	1	2
1175	речь не	3	2
1176	ибо она	1	2
1177	теории и	4	2
1178	непосредственно связано	1	2
1179	коем случае	1	2
1180	в отдельных	3	2
1181	на вопрос	6	2
1182	мы привели	2	2
1183	всех своих	2	2
1184	или наоборот	1	2
1185	сущность его	1	2
1186	мышления и	50	2
1187	о двух	2	2
1188	первого из	1	2
1189	определяет как	1	2
1190	а ведь	1	2
1191	что при	3	2
1192	для ряда	1	2
1193	тех явлений	1	2
1194	бы что	4	2
1195	этой книге	2	2
1196	в конечном	4	2
1197	эпоху в	1	2
1198	различных формах	1	2
1199	как по	2	2
1200	с двумя	2	2
1201	и говорит	2	2
1202	как таковое	1	2
1203	для развития	1	2
1204	его понимании	1	2
1205	во главе	1	2
1206	в двух	3	2
1207	в сторону	1	2
1208	полагает что	7	2
1209	свою силу	1	2
1210	с вопросом	1	2
1211	точкой зрения	1	2
1212	речи мы	5	2
1213	приводит его	2	2
1214	и осмысления	1	2
1215	таковы три	1	2
1216	или во	2	2
1217	не говорят	1	2
1218	мы всегда	1	2
1219	одним словом	1	2
1220	должны быть	2	2
1221	и человечества	1	2
1222	и является	2	2
1223	совершенно так	1	2
1224	он относит	1	2
1225	деятельность в	1	2
1226	кругу тех	1	2
1227	вторая часть	1	2
1228	для той	1	2
1229	что есть	1	2
1230	значительно позже	1	2
1231	что кроме	2	2
1232	есть ли	1	2
1233	самую сущность	1	2
1234	нам кажется	1	2
1235	для самого	1	2
1236	к сожалению	2	2
1237	и возможно	1	2
1238	вопросы о	1	2
1239	друг к	2	2
1240	и должны	2	2
1241	почему он	1	2
1242	себе представить	1	2
1243	жизни а	1	2
1244	которой не	2	2
1245	с такой	4	2
1246	теперь в	2	2
1247	уже знаем	1	2
1248	фактов и	5	2
1249	сам по	3	2
1250	он на	3	2
1251	хотя в	1	2
1252	и делает	2	2
1253	но этого	1	2
1254	или к	3	2
1255	том и	1	2
1256	функции в	4	2
1257	что оно	6	2
1258	что нет	1	2
1259	тем и	3	2
1260	и внутренне	1	2
1261	это положение	5	2
1262	его теории	2	2
1263	выражения и	1	2
1264	лишь к	1	2
1265	мы встречаемся	2	2
1266	ступени развития	2	2
1267	оказалось что	1	2
1268	так называемая	1	2
1269	ключом к	2	2
1270	характерна для	1	2
1271	нет в	1	2
1272	кого не	1	2
1273	сейчас же	1	2
1274	на другие	1	2
1275	к нашему	1	2
1276	оба эти	3	2
1277	это все	1	2
1278	и поэтому	2	2
1279	в характеристике	1	2
1280	в ход	1	2
1281	только тогда	4	2
1282	что если	3	2
1283	только один	1	2
1284	первых мест	1	2
1285	кажется нам	1	2
1286	ином виде	1	2
1287	вот этот	1	2
1288	на которые	1	2
1289	глубокое и	1	2
1290	постановке проблемы	1	2
1291	так мало	1	2
1292	в споре	2	2
1293	настоящей главе	1	2
1294	автор этой	1	2
1295	в самую	1	2
1296	как только	3	2
1297	самой природе	1	2
1298	ход и	3	2
1299	его только	1	2
1300	книге мы	1	2
1301	ли можно	1	2
1302	и новой	1	2
1303	становятся в	1	2
1304	и разум	1	2
1305	мы называем	3	2
1306	входящих в	1	2
1307	моменты в	1	2
1308	которому он	1	2
1309	именно к	1	2
1310	находятся в	1	2
1311	и многие	1	2
1312	в ущерб	2	2
1313	он делает	1	2
1314	в нижней	2	2
