N	2gram	Nazirov_Tv	FransuaR
735	этого образа	1	4
736	к этой	1	4
737	в действительности	1	4
738	этой связи	2	4
739	предисловии к	1	4
740	нигде не	1	4
741	о его	1	4
742	внимание на	1	4
743	картине мира	1	4
744	и некоторые	1	4
745	в день	1	4
746	традиции и	4	4
747	и всю	1	4
748	романе и	1	4
749	о которых	1	4
750	действительности и	3	4
751	в каждом	4	4
752	ведь этот	1	4
753	устроения жизни	1	4
754	году когда	1	4
755	этот вопрос	4	4
756	как один	1	4
757	это действительно	1	4
758	он еще	2	4
759	году и	1	4
760	время он	2	4
761	не случайно	6	4
762	чтобы не	1	4
763	люди в	1	4
764	если в	3	4
765	он только	1	4
766	и далее	4	4
767	мы чувствуем	1	4
768	оно не	1	4
769	с некоторыми	1	4
770	и народного	1	4
771	самим собой	4	4
772	их и	1	4
773	переплетается с	1	4
774	это самое	1	4
775	у меня	1	4
776	у других	1	4
777	мир а	2	4
778	знаем что	1	4
779	образ и	2	4
780	не совсем	1	4
781	представлениями о	1	4
782	он начинает	1	4
783	тот самый	2	4
784	в концепции	1	4
785	это вовсе	1	4
786	только его	1	4
787	но если	4	4
788	это произведение	1	4
789	иногда в	1	4
790	романа но	1	4
791	и некоторых	1	4
792	говорит об	2	4
793	возвращается к	1	4
794	в предисловии	1	4
795	и осмеяние	1	4
796	одну из	1	4
797	мы узнаем	3	4
798	каждый раз	1	4
799	и времени	1	4
800	при всем	1	4
801	к ней	3	4
802	в античной	2	4
803	общества и	1	4
804	здесь они	1	4
805	мы и	1	4
806	не так	5	4
807	что человек	3	4
808	непосредственным источником	1	4
809	по себе	2	4
810	было очень	1	4
811	форме в	1	4
812	его концепции	1	4
813	когда в	1	4
814	мира сего	1	4
815	г в	2	4
816	века с	2	4
817	что этот	2	4
818	которой он	2	4
819	часто в	1	4
820	связь между	1	4
821	и значение	1	4
822	этого мира	1	4
823	который в	4	4
824	к языку	1	4
825	только не	1	4
826	первая часть	4	4
827	и притом	2	4
828	именно здесь	1	4
829	что за	1	4
830	но ведь	2	4
831	учение о	1	4
832	представляется нам	1	4
833	в смысле	1	4
834	находит свое	1	4
835	был так	1	4
836	прошлого и	2	4
837	или же	1	4
838	и тем	2	4
839	кажется что	1	4
840	если же	1	4
841	за ними	1	4
842	времен и	1	4
843	не по	3	4
844	нем и	2	4
845	заключается в	1	4
846	всех сторон	1	4
847	особое внимание	1	4
848	и любви	1	4
849	о которой	2	4
850	в область	4	4
851	сама жизнь	2	4
852	утверждает что	1	4
853	это есть	1	4
854	и вполне	1	4
855	ни о	1	4
856	неразрывном единстве	1	4
857	о своей	1	4
858	в известном	2	4
859	будущее в	2	4
860	со всех	1	4
861	ни на	3	4
862	ли он	1	4
863	всего на	1	4
864	что уже	1	4
865	делает его	1	4
866	заметить что	1	4
867	ее не	1	4
868	что я	4	4
869	литературе в	1	4
870	из этой	3	4
871	небесных светил	1	4
872	ряд других	1	4
873	он называет	1	4
874	со своим	2	4
875	из своих	1	4
876	же не	2	4
877	и где	1	4
878	говорят о	1	4
879	для которого	1	4
880	единство и	1	4
881	это явление	1	4
882	самого автора	1	4
883	из своей	1	4
884	у нее	4	4
885	золотого века	1	4
886	считает что	1	4
887	ад и	1	4
888	и люди	1	3
889	в которую	2	3
890	он видит	3	3
891	него в	2	3
892	роман в	1	3
893	из ее	1	3
894	на которых	1	3
895	именно и	1	3
896	это тот	1	3
897	почти ничего	1	3
898	или на	1	3
899	в речи	1	3
900	мира это	1	3
901	но когда	2	3
902	больше всего	1	3
903	это его	1	3
904	мы все	1	3
905	рассказывает о	3	3
906	романе не	1	3
907	искусстве и	1	3
908	на ней	2	3
909	всего человечества	1	3
910	в голове	1	3
911	ключ к	1	3
912	том чтобы	1	3
913	тем как	1	3
914	повторяются в	1	3
915	бы то	1	3
916	и мы	1	3
917	и двух	1	3
918	традиция в	1	3
919	сильнее и	2	3
920	которого он	2	3
921	и оценку	1	3
922	после этого	1	3
923	сквозь призму	1	3
924	а с	4	3
925	в самые	1	3
926	исторического процесса	1	3
927	знал и	1	3
928	остается в	1	3
929	о смерти	1	3
930	времени как	4	3
931	тому что	2	3
932	и исторической	1	3
933	ясно что	1	3
934	в устах	2	3
935	время как	1	3
936	не есть	2	3
937	в глубь	1	3
938	между собой	2	3
939	был не	1	3
940	вводит в	1	3
941	и мир	3	3
942	опираясь на	3	3
943	к роману	4	3
944	эти слова	3	3
945	не будет	2	3
946	в городе	1	3
947	вот в	2	3
948	должны были	1	3
949	времени но	1	3
950	равно как	1	3
951	на ранних	2	3
952	свободой и	1	3
953	роль играют	1	3
954	его из	1	3
955	и свое	1	3
956	очень важна	1	3
957	не находим	1	3
958	европейской культуры	1	3
959	имеет место	1	3
960	прошлое и	1	3
961	от своего	1	3
962	является одним	3	3
963	на столе	1	3
964	приводит к	4	3
965	вследствие этого	1	3
966	далек от	1	3
967	времени он	3	3
968	интерес и	2	3
969	в мир	2	3
970	чем не	1	3
971	к людям	1	3
972	было и	1	3
973	вопрос об	1	3
974	и степени	1	3
975	не из	1	3
976	в беседе	2	3
977	и всякий	2	3
978	то ни	1	3
979	к году	1	3
980	и события	1	3
981	действительности в	2	3
982	при всей	1	3
983	этот и	1	3
984	себя самого	1	3
985	что с	2	3
986	и тут	2	3
987	части романа	2	3
988	новый тип	1	3
989	участие в	1	3
990	когда же	2	3
991	в сферу	2	3
992	от народной	1	3
993	этого романа	1	3
994	со своей	1	3
995	нашло свое	1	3
996	к одному	2	3
997	не укладывается	1	3
998	в народе	1	3
999	он чувствует	3	3
1000	она не	2	3
1001	но при	1	3
1002	у кого	1	3
1003	и всякая	1	3
1004	а скорее	1	3
1005	о своих	2	3
1006	момент как	1	3
1007	же это	1	3
1008	человек не	1	3
1009	само собой	1	3
1010	противоречии с	1	3
1011	сознания в	1	3
1012	всю ночь	1	3
1013	которая в	1	3
1014	он всегда	2	3
1015	всем и	1	3
1016	из нее	1	3
1017	лежит на	1	3
1018	начинается с	1	3
1019	у которого	1	3
1020	в одно	2	3
1021	улицы и	1	3
1022	не что	1	3
1023	в художественном	1	3
1024	жизни на	1	3
1025	было написано	1	3
1026	новую жизнь	1	3
1027	не существует	3	3
1028	еще далеко	1	3
1029	то это	2	3
1030	не боится	1	3
1031	все свои	1	3
1032	вот почему	3	3
1033	когда она	1	3
1034	в глаза	2	3
1035	всегда и	1	3
1036	не имел	1	3
1037	быть в	1	3
1038	те и	1	3
1039	человеку и	1	3
1040	него не	1	3
1041	наряду с	6	3
1042	произведений и	1	3
1043	что иное	1	3
1044	к человеку	3	3
1045	его биографии	1	3
1046	на этих	2	3
1047	и через	4	3
1048	свободы и	2	3
1049	в полной	1	3
1050	не о	1	3
1051	лицо его	2	3
1052	что его	4	3
1053	этой сцены	1	3
1054	и того	2	3
1055	человек в	1	3
1056	такие же	1	3
1057	на площадях	1	3
1058	он вовсе	1	3
1059	что их	1	3
1060	чтобы его	1	3
1061	времени а	2	3
1062	они играют	1	3
1063	не видят	1	3
1064	именно потому	1	3
1065	на другой	1	3
1066	и будущее	2	3
1067	действующих лиц	1	3
1068	той эпохи	1	3
1069	себя на	1	3
1070	в современной	2	3
1071	как от	1	3
1072	это своего	1	3
1073	он пытается	1	3
1074	для людей	1	3
1075	это первый	2	3
1076	а потому	1	3
1077	известно что	4	3
1078	со второй	1	3
1079	от этой	1	3
1080	он действует	1	3
1081	целом ряде	1	3
1082	за что	1	3
1083	с ней	1	3
1084	два месяца	1	3
1085	мы говорим	1	3
1086	встречаются и	1	3
1087	космоса в	1	3
1088	это выражение	1	3
1089	к их	1	3
1090	очень важный	1	3
1091	них он	1	3
1092	именно поэтому	1	3
1093	человеческой натуры	1	3
1094	со стороны	1	3
1095	в любой	1	3
1096	ни к	2	3
1097	земное пространство	1	3
1098	как пример	1	3
1099	и тогда	2	3
1100	ее с	1	3
1101	в новых	2	3
1102	на улице	1	3
1103	правды и	1	3
1104	характера и	3	3
1105	всякий раз	2	3
1106	слово и	1	3
1107	к особому	1	3
1108	город и	1	3
1109	эпохи это	1	3
1110	с того	1	3
1111	жизни но	2	3
1112	этот мотив	1	3
1113	вокруг него	1	3
1114	на тех	1	3
1115	в поэзии	1	3
1116	в первый	1	3
1117	прямо в	2	3
1118	что каждый	1	3
1119	чем он	1	3
1120	все как	1	3
1121	указывает на	2	3
1122	в литературу	2	3
1123	этой цели	1	3
1124	является не	1	3
1125	человеком и	1	3
1126	друг за	1	3
1127	вырождается в	1	3
1128	это слияние	1	3
1129	эти два	1	3
1130	воспринимается как	1	3
1131	и детей	1	3
1132	за каждым	1	3
1133	движения в	1	3
1134	признать что	1	3
1135	по всей	1	3
1136	раза в	1	3
1137	бы он	1	3
1138	все более	2	3
1139	для характеристики	1	3
1140	иное как	1	3
1141	легенда о	4	3
1142	и уже	1	3
1143	он готов	1	2
1144	более не	4	2
1145	народный характер	1	2
1146	в настоящем	2	2
1147	можно встретить	1	2
1148	важно для	1	2
1149	очень хорошо	1	2
1150	понимание времени	1	2
1151	с самим	1	2
1152	эта идея	2	2
1153	формы в	1	2
1154	линии развития	1	2
1155	и рядом	2	2
1156	восходящая к	1	2
1157	был задуман	1	2
1158	беседе с	1	2
1159	писать о	1	2
1160	это основная	1	2
1161	на смену	2	2
1162	и самые	1	2
1163	нет никакой	1	2
1164	о необходимости	1	2
1165	года в	7	2
1166	где происходит	2	2
1167	конечном счете	4	2
1168	и двумя	1	2
1169	подлинный смысл	1	2
1170	городу и	1	2
1171	оторваны от	1	2
1172	нашу задачу	1	2
1173	от внешней	1	2
1174	в жизнь	2	2
1175	в бытовом	1	2
1176	более широком	1	2
1177	нас и	1	2
1178	только как	2	2
1179	почти за	1	2
1180	из себя	2	2
1181	ибо он	1	2
1182	должна была	1	2
1183	за собой	4	2
1184	свободы от	1	2
1185	от своей	1	2
1186	de paris	1	2
1187	с последними	1	2
1188	христа на	1	2
1189	за другом	1	2
1190	и новая	1	2
1191	страдания и	2	2
1192	переход от	2	2
1193	образом как	1	2
1194	чего он	1	2
1195	теории и	1	2
1196	всегда включает	1	2
1197	и всякого	1	2
1198	этой легенды	1	2
1199	на вопрос	1	2
1200	грань между	1	2
1201	глядя на	1	2
1202	мышления и	2	2
1203	народ не	1	2
1204	первый раз	1	2
1205	так он	1	2
1206	в недрах	1	2
1207	и чуда	2	2
1208	античной литературе	1	2
1209	и образах	1	2
1210	особую главу	1	2
1211	бы что	1	2
1212	в конечном	4	2
1213	как по	2	2
1214	они одновременно	1	2
1215	и говорит	1	2
1216	для развития	1	2
1217	его понимании	1	2
1218	сходство с	1	2
1219	без него	1	2
1220	и душу	1	2
1221	между человеком	1	2
1222	четыре раза	1	2
1223	по времени	1	2
1224	человеке и	1	2
1225	во главе	2	2
1226	из описания	1	2
1227	в двух	2	2
1228	они оставались	1	2
1229	человек как	3	2
1230	приводит его	1	2
1231	он дал	1	2
1232	дана в	1	2
1233	или во	1	2
1234	в работе	1	2
1235	на чем	1	2
1236	одним словом	1	2
1237	я бы	3	2
1238	и является	1	2
1239	главного героя	3	2
1240	была не	1	2
1241	важно лишь	1	2
1242	нечто вроде	1	2
1243	хроники и	1	2
1244	вторая часть	1	2
1245	похожие на	1	2
1246	а главное	1	2
1247	нам кажется	1	2
1248	в построении	1	2
1249	к сожалению	1	2
1250	очень важно	2	2
1251	и возможно	1	2
1252	характерная для	1	2
1253	смотреть на	1	2
1254	жизни а	1	2
1255	героя в	4	2
1256	с такой	1	2
1257	честное слово	1	2
1258	он на	1	2
1259	хотя в	1	2
1260	и делает	1	2
1261	находит и	1	2
1262	их нужно	1	2
1263	и первый	1	2
1264	его образ	1	2
1265	что оно	2	2
1266	и внутренне	1	2
1267	это положение	1	2
1268	этот день	1	2
1269	особенно к	1	2
1270	героев и	4	2
1271	нет почти	1	2
1272	подхода к	3	2
1273	метода в	1	2
1274	нет в	1	2
1275	свое завершение	1	2
1276	сейчас же	1	2
1277	т с	1	2
1278	выступает как	1	2
1279	бросается в	1	2
1280	совершенно справедливо	1	2
1281	и завершается	1	2
1282	но у	5	2
1283	оба эти	1	2
1284	такую же	1	2
1285	фрагмент из	1	2
1286	впервые появляется	1	2
1287	это все	2	2
1288	и поэтому	2	2
1289	что если	1	2
1290	то все	2	2
1291	в письмах	3	2
1292	вне его	1	2
1293	элемента в	1	2
1294	глубокое и	1	2
1295	и превращается	1	2
1296	типичное для	1	2
1297	в споре	1	2
1298	связанного с	2	2
1299	в самую	1	2
1300	как только	1	2
1301	за пределами	1	2
1302	ли можно	1	2
1303	был глубоко	1	2
1304	становятся в	1	2
1305	и шекспира	1	2
1306	легенды и	1	2
1307	в память	1	2
1308	т ii	4	2
1309	характерные для	1	2
1310	светил и	1	2
1311	находятся в	1	2
1312	что ему	1	2
1313	разума и	1	2
1314	в ущерб	1	2
1315	принимает форму	1	2
1316	одна и	1	2
