N	3gram	Potebnia_M	Dialekti
160	в свою очередь	8	2
161	мы не имеем	2	2
162	друг к другу	1	2
163	так что если	3	2
164	представим себе что	1	2
165	еще не есть	1	2
166	и в отношении	1	2
167	не более как	3	2
168	и не в	1	2
169	в себе самом	1	2
170	не в состоянии	2	2
171	потому что его	1	2
172	во внимание что	2	2
173	должны сказать что	1	2
174	потому что мы	3	2
175	мы не можем	2	2
176	что бы то	1	2
177	дело в том	3	2
178	что если бы	1	2
179	стало быть если	1	2
180	которые могут быть	2	2
181	мы не видим	1	2
182	вопрос о том	1	2
183	в одно время	3	2
184	не зависит от	1	2
185	и при этом	2	2
186	и в том	3	2
187	так же невозможно	1	2
188	так как и	1	2
189	в таком виде	2	2
190	а так как	3	2
191	во всем этом	1	2
192	что и в	4	2
193	то ни стало	1	2
194	день и ночь	1	2
195	в чем бы	1	1
196	быть только очень	1	1
197	как одно из	1	1
198	лишь в том	1	1
199	чтобы убедиться в	1	1
200	не должны быть	1	1
201	будет хотя и	1	1
202	и тогда не	1	1
203	что мы не	2	1
204	история была бы	1	1
205	в некоторых случаях	2	1
206	мы говорим о	1	1
207	а не иначе	2	1
208	человека но человек	1	1
209	это как бы	1	1
210	во все стороны	1	1
211	содержание то в	1	1
212	нельзя сказать чтобы	1	1
213	я вижу в	1	1
214	чтобы убедиться что	1	1
215	в малом виде	1	1
216	в применении к	3	1
217	и независимо от	2	1
218	то что он	1	1
219	в себе все	1	1
220	на задний план	1	1
221	то это опять	1	1
222	из этих последних	1	1
223	и во всех	2	1
224	в том как	4	1
225	таком виде что	1	1
226	что в одном	1	1
227	быть не только	1	1
228	независимо от своего	1	1
229	и дает возможность	1	1
230	тела и души	1	1
231	в чем сущность	1	1
232	оно не имеет	2	1
233	таком случае эта	1	1
234	живых существ и	1	1
235	точки зрения так	1	1
236	от души и	1	1
237	никто не может	1	1
238	уже перестает быть	1	1
239	что человек в	1	1
240	мире мы находим	1	1
241	не впасть в	1	1
242	и что в	3	1
243	мира так что	1	1
244	что каждая из	1	1
245	все что ни	1	1
246	его не вижу	1	1
247	растительный или животный	1	1
248	различаются между собою	1	1
249	и все это	1	1
250	может быть так	1	1
251	тем и другим	1	1
252	потому что в	5	1
253	собственно говоря и	1	1
254	тогда когда мы	1	1
255	анатомии и физиологии	1	1
256	свет и только	1	1
257	и не имеет	2	1
258	одного из своих	1	1
259	и во многих	1	1
260	не есть произведение	1	1
261	она построена на	1	1
262	что не только	3	1
263	друг на друга	2	1
264	и для всякого	1	1
265	во втором случае	1	1
266	что у него	1	1
267	на этом основании	2	1
268	возможно только в	1	1
269	которые не могут	2	1
270	того на что	1	1
271	но при этом	1	1
272	в истории но	1	1
273	в том случае	1	1
274	так а не	2	1
275	при других обстоятельствах	2	1
276	пространство и время	1	1
277	именно тогда когда	1	1
278	в первом случае	1	1
279	в телесном и	1	1
280	хотя бы даже	2	1
281	есть только отвлеченное	1	1
282	таким образом что	2	1
283	если скажем что	1	1
284	в собственном значении	1	1
285	тогда когда уже	1	1
286	именно так как	1	1
287	по законам природы	1	1
288	не о том	1	1
289	как и всякая	1	1
290	и таким образом	1	1
291	одной неделимой точке	1	1
292	если же в	1	1
293	также что в	1	1
294	тем же путем	1	1
295	что в них	1	1
296	в отличие от	1	1
297	а в том	4	1
298	эти явления и	1	1
299	не только на	1	1
300	и как только	1	1
301	может быть названа	1	1
302	в некотором смысле	2	1
303	бы ни было	2	1
304	связанные с этим	2	1
305	и что не	1	1
306	то ни было	1	1
307	это должно быть	1	1
308	о нем ничего	1	1
309	того что в	1	1
310	и всякого рода	1	1
311	действительно существуют и	1	1
312	и вопрос о	1	1
313	есть одна из	1	1
314	в этих последних	1	1
315	точки зрения истории	1	1
316	видно что в	1	1
317	а не с	1	1
318	чувство удовольствия и	3	1
319	есть всегда оценка	1	1
320	несмотря на все	1	1
321	наука и искусство	1	1
322	ничего не может	1	1
323	то он должен	1	1
324	чем больше в	1	1
325	мы не в	1	1
326	то прежде всего	1	1
327	отношении его к	1	1
328	бы видеть в	1	1
329	ничего кроме этого	1	1
330	и воля и	1	1
331	не то что	1	1
332	имея в виду	1	1
333	что для нас	1	1
334	кто утверждает что	1	1
335	не существует и	1	1
336	не могли быть	1	1
337	которые не то	1	1
338	не мог бы	1	1
339	при известных условиях	2	1
340	что же кроме	1	1
341	и в этой	1	1
342	и мертвых душ	2	1
343	потому он не	1	1
344	и чувства и	1	1
345	в них не	2	1
346	не знаем но	1	1
347	одно из другого	1	1
348	том как он	1	1
349	в том и	2	1
350	невозможно потому что	1	1
351	в одном из	2	1
352	при всем этом	1	1
353	между собою и	1	1
354	в соприкосновение с	1	1
355	том что природа	1	1
356	да и самое	1	1
357	вместе с тем	1	1
358	что мы называем	2	1
359	может иметь много	1	1
360	а не в	1	1
361	как это часто	1	1
362	не имеют для	1	1
363	только в обществе	2	1
364	тем самым не	1	1
365	то ни в	1	1
366	но и в	4	1
367	мере того как	6	1
368	это не так	2	1
369	заключается в том	1	1
370	его только на	1	1
371	все более и	2	1
372	совмещает в себе	1	1
373	а не по	1	1
374	и быть может	1	1
375	не встречает препятствий	1	1
376	что же касается	1	1
377	в каждом человеке	1	1
378	и души и	1	1
379	искать не в	1	1
380	а следовательно и	1	1
381	есть такой же	1	1
382	но дело в	2	1
383	несколько слов об	1	1
384	что есть в	1	1
385	значение само по	1	1
386	только в том	7	1
387	или как бы	1	1
388	известное состояние души	1	1
389	отношении ее к	1	1
390	в нас самих	1	1
391	более и более	2	1
392	а между тем	5	1
393	до тех пор	1	1
394	это потому что	1	1
395	зависит от того	2	1
396	дает нам возможность	1	1
397	и в таком	2	1
398	все же не	1	1
399	тех и других	3	1
400	уже известно что	1	1
401	что и то	1	1
402	он не есть	1	1
403	а равно и	2	1
404	в себе никаких	1	1
405	прямого отношения к	1	1
406	в голову что	1	1
407	мы до сих	1	1
408	есть только то	1	1
409	того как он	1	1
410	во всех языках	1	1
411	я этого не	1	1
412	иначе и потому	1	1
413	что мы имеем	1	1
414	в течение веков	1	1
415	в первом смысле	2	1
416	там где есть	1	1
417	удовольствия или неудовольствия	1	1
418	то все же	3	1
419	связанных между собою	1	1
420	в душе есть	3	1
421	в чем именно	1	1
422	то не только	1	1
423	мы не знаем	1	1
424	из других источников	1	1
425	и не видно	1	1
426	но и о	1	1
427	от того будет	1	1
428	не только потому	1	1
429	только для того	1	1
430	во всех этих	1	1
431	которое может быть	1	1
432	главным образом в	1	1
433	следовательно и в	1	1
434	именно в том	1	1
435	стало быть не	1	1
436	тогда когда в	1	1
437	но тем не	6	1
438	в одинаковых отношениях	1	1
439	бы не только	1	1
440	существуют для него	1	1
441	сказать несколько слов	1	1
442	том что он	1	1
443	если они не	1	1
444	то чего не	1	1
445	того будет ли	1	1
446	с тем что	4	1
447	но и самого	1	1
448	при этом будем	1	1
449	она может быть	1	1
450	между тем в	2	1
451	на каком основании	1	1
452	том случае если	1	1
453	легко может быть	1	1
454	обратим внимание на	1	1
455	но что и	1	1
456	привело к тому	1	1
457	том смысле как	1	1
458	в себе ни	1	1
459	будем помнить что	3	1
460	мы уже не	1	1
461	друг в друга	1	1
462	в жизни народов	1	1
463	то что они	1	1
464	или быть может	1	1
465	так что не	2	1
466	по мере того	6	1
467	быть может еще	1	1
468	после того как	3	1
469	в себе никакого	1	1
470	только в смысле	1	1
471	что несмотря на	1	1
472	хотя в сущности	1	1
473	если бы не	3	1
