N	3gram	Bakhtin_fo	Psycholo
127	во всех этих	2	3
128	в этом случае	1	3
129	с тем и	1	3
130	одной стороны и	2	2
131	в самом содержании	1	2
132	мы уже знаем	1	2
133	во всей ее	1	2
134	а следовательно и	3	2
135	к этому вопросу	1	2
136	когда мы говорим	1	2
137	они не могут	2	2
138	но для того	2	2
139	вместе с ними	1	2
140	рядом с этим	1	2
141	так и в	1	2
142	мы уже указывали	4	2
143	между тем как	1	2
144	в точном смысле	3	2
145	потому что не	1	2
146	есть одна из	1	2
147	и все прочие	1	2
148	к вопросу о	2	2
149	что то же	1	2
150	это значит что	2	2
151	но в этом	2	2
152	в одном из	1	2
153	всего того что	1	2
154	в тех случаях	1	2
155	в связи с	12	2
156	и вступает в	1	2
157	той или иной	3	2
158	если бы на	1	2
159	т п все	1	2
160	прежде всего на	1	2
161	и до наших	1	2
162	но и в	5	2
163	и в особенности	5	2
164	не до конца	1	2
165	на деле и	1	2
166	или во всяком	1	2
167	и для того	1	2
168	что он должен	1	2
169	в основе его	1	2
170	мы вовсе не	1	2
171	в этом романе	2	2
172	и все другие	2	2
173	и все его	2	2
174	мы имеем в	2	2
175	могут быть сведены	1	2
176	выходит за пределы	1	2
177	том что они	1	2
178	как мы увидим	2	2
179	и все же	1	2
180	так сказать в	2	2
181	и как раз	6	2
182	в той же	1	2
183	и все остальное	1	2
184	была бы совершенно	1	2
185	и даже на	1	2
186	но и на	1	2
187	представляет из себя	1	2
188	и это очень	1	2
189	что все то	1	2
190	для того и	1	2
191	то есть не	3	2
192	может быть только	3	2
193	все же в	2	2
194	и целый ряд	1	2
195	не может не	1	2
196	но вместе с	1	2
197	так как он	2	2
198	на первый план	2	2
199	так как все	1	2
200	то что было	2	2
201	сих пор не	1	2
202	равно как и	4	2
203	в значительной мере	2	2
204	мы находим в	1	2
205	но она не	1	2
206	как и для	2	2
207	жизни но и	2	2
208	т п в	1	2
209	новый смысл и	1	2
210	в знаменитой сцене	1	2
211	как мы видели	1	2
212	и ничего не	1	2
213	того если мы	1	2
214	имеем в виду	3	2
215	только для того	1	2
216	так много в	1	2
217	оно не может	1	2
218	во всех предыдущих	1	2
219	того что люди	1	1
220	все же к	1	1
221	и со всеми	1	1
222	а отнюдь не	1	1
223	человеческое тело изображается	1	1
224	все это мы	1	1
225	в одном и	1	1
226	свой жизненный путь	1	1
227	о которой мы	1	1
228	это как бы	1	1
229	так как на	1	1
230	раз в ту	1	1
231	можем поставить вопрос	1	1
232	не может состояться	1	1
233	в чем не	3	1
234	самого героя и	1	1
235	и тогда когда	1	1
236	как мы говорили	1	1
237	наряду с этими	1	1
238	то что не	1	1
239	в нашем анализе	1	1
240	личного авторства и	1	1
241	мы еще не	1	1
242	в этом процессе	1	1
243	совершенно так же	1	1
244	они принимают участие	1	1
245	как люди не	1	1
246	вступает в свои	1	1
247	отличает его от	1	1
248	в большом количестве	1	1
249	в своем чистом	1	1
250	что весь этот	1	1
251	как мы уже	11	1
252	в частности в	1	1
253	место в романе	2	1
254	того же человека	3	1
255	в частности о	1	1
256	в особенности в	2	1
257	мы можем поставить	1	1
258	в особенности же	1	1
259	за тридевять земель	1	1
260	в ней по	2	1
261	он имел в	1	1
262	том числе и	4	1
263	между этими двумя	3	1
264	одну из этих	1	1
265	это же самое	1	1
266	остается все же	1	1
267	точки зрения в	1	1
268	эту борьбу с	1	1
269	каждой из них	1	1
270	не только на	1	1
271	самому своему существу	2	1
272	его физическая природа	1	1
273	одна из форм	1	1
274	одну и ту	1	1
275	не существует вовсе	1	1
276	том что действие	1	1
277	не входит в	1	1
278	и говорить о	1	1
279	во времени и	1	1
280	в любви и	1	1
281	т п но	1	1
282	но все же	3	1
283	уже говорили о	1	1
284	в буквальном смысле	2	1
285	в свои права	1	1
286	уже одно это	1	1
287	время чумы и	1	1
288	не вносит в	1	1
289	а также и	3	1
290	ему что он	1	1
291	разрешения этой проблемы	1	1
292	но это значит	1	1
293	мы говорили в	1	1
294	стороны мы будем	1	1
295	даже там где	1	1
296	раз в том	1	1
297	и в трагедии	1	1
298	что по существу	1	1
299	но по существу	2	1
300	и том же	1	1
301	никогда не бывает	1	1
302	и во всяком	1	1
303	и ту же	1	1
304	в данный момент	1	1
305	собой разумеется что	2	1
306	и следовательно по	1	1
307	на том что	1	1
308	в себе и	1	1
309	мы и в	1	1
310	в романе в	1	1
311	и это отношение	1	1
312	тогда когда они	1	1
313	быть или не	1	1
314	знаменитой сцене с	1	1
315	нечего и говорить	1	1
316	еще не было	1	1
317	с двух сторон	1	1
318	другой стороны в	1	1
319	связи с этим	4	1
320	в этом сочетании	1	1
321	в этом и	1	1
322	это очень важно	1	1
323	своем чистом виде	1	1
324	у них нет	1	1
325	но конечно не	1	1
326	или что то	1	1
327	мы будем говорить	2	1
328	животных и других	1	1
329	со всех сторон	2	1
330	поэтому все эти	1	1
331	божественную комедию в	1	1
332	иная чем в	1	1
333	что на самом	1	1
334	выступает на первый	1	1
335	как это обычно	1	1
336	включает в себя	1	1
337	громадную роль в	2	1
338	этой проблемы и	1	1
339	литературы но все	1	1
340	чем если бы	1	1
341	уже говорили что	1	1
342	сказать что здесь	1	1
343	и их значение	1	1
344	не важен тот	1	1
345	мы уже видели	1	1
346	она же в	1	1
347	жизни и это	1	1
348	которые могут быть	1	1
349	главным образом в	1	1
350	для него это	1	1
351	по самому своему	2	1
352	основе его лежит	1	1
353	у него нет	1	1
354	совершенно независимо от	1	1
355	так же мало	1	1
356	в широком смысле	3	1
357	в романе или	1	1
358	та или иная	1	1
359	не столько для	1	1
360	и только для	1	1
361	и приходит к	1	1
362	его части и	1	1
363	жизни и в	2	1
364	другой день после	1	1
365	также и в	3	1
366	по этим следам	1	1
367	ни в чем	3	1
368	есть все то	1	1
369	в самом начале	1	1
370	в этих двух	1	1
371	том что все	1	1
372	с настоящим и	1	1
373	во время чумы	1	1
374	с нашей точки	3	1
375	которой мы говорили	1	1
376	героя и его	1	1
377	как это делают	1	1
378	в совершенно новом	1	1
379	были бы совершенно	1	1
380	же что и	3	1
381	в средние века	4	1
382	в частности на	1	1
383	здесь не только	1	1
384	в нем как	1	1
385	нашей точки зрения	3	1
386	можно прямо сказать	2	1
387	и ее жизни	1	1
388	до наших дней	1	1
389	во всех отношениях	1	1
390	так что в	1	1
391	в том же	3	1
392	потому что тут	1	1
393	в том числе	7	1
394	и объединены в	1	1
395	с которой он	1	1
396	в своем существе	1	1
397	в этот новый	1	1
398	оставляем в стороне	1	1
399	до некоторой степени	1	1
400	отношение и это	1	1
401	точки зрения может	1	1
402	могли бы назвать	1	1
403	то что можно	1	1
404	и в самой	1	1
405	здесь имеет место	1	1
406	романе и в	2	1
407	потому что всякий	1	1
408	могут быть названы	1	1
409	всю человеческую жизнь	1	1
410	если мы проследим	1	1
411	и прежде всего	4	1
412	и в то	7	1
413	состоит именно в	1	1
414	по природе своей	2	1
415	и в других	4	1
416	не могло быть	3	1
417	в нем не	3	1
418	и у него	2	1
419	человека мы будем	1	1
420	или не быть	1	1
421	что и все	1	1
422	по существу и	1	1
423	в своих руках	1	1
424	вовсе не является	2	1
425	в романе мы	1	1
426	в другом месте	2	1
427	всех этих вещей	1	1
428	так и во	1	1
429	на одну минуту	1	1
430	одном и том	1	1
431	или хотя бы	1	1
432	именно в тех	1	1
433	само собой разумеется	2	1
434	по своему содержанию	1	1
435	не считаясь с	1	1
436	в одной фразе	2	1
437	как своего рода	1	1
438	до известной степени	1	1
439	широком смысле слова	1	1
440	из того же	1	1
441	на другой день	2	1
442	и др в	2	1
443	отличают его от	1	1
444	особенно в его	1	1
445	цели то есть	1	1
446	для нас не	1	1
447	между собой в	1	1
448	на второй план	1	1
449	то новое что	1	1
450	каждый из этих	1	1
451	но дело в	1	1
452	то есть такого	1	1
453	она ни в	1	1
454	в пределах каждой	2	1
455	в мировой литературе	2	1
456	по преимуществу в	1	1
457	в действительной жизни	1	1
458	прежде всего совершенно	1	1
459	они сами по	1	1
460	конечно не в	1	1
461	достаточно указать на	1	1
462	но к этому	1	1
463	одна из самых	1	1
464	к самой природе	1	1
465	и большим и	1	1
466	остановимся прежде всего	1	1
467	что ему нужно	1	1
468	узком смысле слова	1	1
469	к цели то	1	1
470	в связи со	1	1
471	в начале романа	2	1
472	что дело здесь	1	1
473	и на вещи	1	1
474	смысле слова и	1	1
475	в основе этого	1	1
476	не имеем в	1	1
477	еще никогда не	1	1
478	тогда когда оно	1	1
479	есть прежде всего	1	1
480	существенную роль в	3	1
481	что можно только	1	1
482	но мы можем	1	1
483	до наших времен	1	1
484	мы в дальнейшем	1	1
485	не меньше чем	1	1
486	совершенно новое значение	1	1
487	а не за	1	1
488	по этому вопросу	1	1
489	на то место	1	1
490	то увидим что	1	1
491	и не только	2	1
492	этих образов в	1	1
493	к себе и	1	1
494	и все они	1	1
495	и в области	1	1
