N	2gram	Losev_Dial	TeoriaLi
236	не могут	4	2
237	вещами и	1	2
238	в них	4	2
239	оно не	2	2
240	и даже	23	2
241	а напротив	1	2
242	этой точки	2	2
243	здесь мы	1	2
244	самом деле	6	2
245	– всегда	3	2
246	может оказаться	2	2
247	на мир	2	2
248	заключается в	4	2
249	на свою	1	2
250	значения и	1	2
251	из тех	1	2
252	жизнь на	1	2
253	в одно	5	2
254	с ними	4	2
255	вместе с	3	2
256	дома и	1	2
257	жизни в	1	2
258	себя и	1	2
259	отличается от	3	2
260	всей своей	1	2
261	в каком	10	2
262	к другому	1	2
263	своей жизни	1	2
264	к своему	1	2
265	о том	8	2
266	при всем	1	2
267	сам же	1	2
268	при всей	1	2
269	это и	6	2
270	еще и	4	2
271	во внешнем	1	2
272	для автора	1	2
273	то чему	1	2
274	при условии	3	2
275	– и	5	2
276	вытекает из	1	2
277	и состоит	2	2
278	совершенно иной	1	2
279	к нему	12	2
280	е о	2	2
281	сложности и	1	2
282	времени в	2	2
283	не всегда	2	2
284	сознания в	1	2
285	и больше	2	2
286	для меня	5	2
287	только на	3	2
288	весьма существенно	1	2
289	вступает в	1	2
290	речь идет	2	2
291	о своем	2	2
292	говорит что	3	2
293	и это	6	2
294	превращается в	2	2
295	времени и	10	2
296	в глаза	1	2
297	известного рода	1	2
298	видим в	1	2
299	если мы	3	2
300	тем же	3	2
301	места для	1	2
302	имеем дело	1	2
303	что она	18	2
304	для понимания	1	2
305	до известной	1	2
306	здесь не	1	2
307	– еще	1	2
308	коем случае	1	2
309	– при	1	2
310	он и	2	2
311	в системе	2	2
312	не просто	19	2
313	только о	3	2
314	как способ	1	2
315	к внутреннему	1	2
316	жизни но	1	2
317	то в	8	2
318	что они	8	2
319	при котором	1	2
320	но на	1	2
321	вокруг него	1	2
322	в коем	1	2
323	большей части	1	2
324	в поэзии	8	2
325	только лишь	1	2
326	несмотря на	12	2
327	но от	1	2
328	ни было	2	2
329	в основании	1	2
330	что такое	13	2
331	ее в	2	2
332	все это	14	2
333	что и	7	2
334	или иную	1	2
335	тем в	1	2
336	с их	2	2
337	к жизни	1	2
338	таком случае	2	2
339	у него	2	2
340	говорит в	1	2
341	к чему	1	2
342	дело в	1	2
343	этих двух	1	2
344	каждая из	1	2
345	на себя	1	2
346	этом что	1	2
347	не могли	1	2
348	в конце	5	2
349	я и	3	2
350	сама по	12	2
351	тому что	4	2
352	случае не	4	2
353	в какой	3	2
354	я не	9	2
355	субъект и	1	2
356	не от	1	2
357	– как	6	2
358	данный момент	1	2
359	зрения и	2	2
360	только и	5	2
361	жизнь –	1	2
362	это было	4	2
363	в чем	9	2
364	об этом	7	2
365	должен быть	2	2
366	это тоже	1	2
367	тем более	2	2
368	как система	1	2
369	к одному	1	2
370	могли бы	1	2
371	по большей	1	2
372	о себе	1	2
373	но как	7	2
374	принадлежит только	1	2
375	при чтении	1	2
376	второй и	1	2
377	могут служить	1	2
378	ту или	1	2
379	одну из	1	2
380	дело не	3	2
381	и весьма	1	2
382	быть и	7	2
383	однако эта	1	2
384	но она	4	2
385	свою жизнь	1	2
386	одно и	8	2
387	и является	2	2
388	за пределы	4	2
389	существа в	1	2
390	перед лицом	2	2
391	от своего	1	2
392	это может	4	2
393	не сами	1	2
394	но напротив	1	2
395	во мне	5	2
396	человека и	2	2
397	собственно говоря	5	2
398	тем или	2	2
399	идет о	1	2
400	могла бы	2	2
401	так же	6	2
402	тот кто	2	2
403	не сама	3	2
404	нас самих	1	2
405	но –	8	2
406	с чем	2	2
407	как будто	7	2
408	в данный	1	2
409	может и	5	2
410	однако все	1	2
411	случае это	1	2
412	– уже	2	2
413	чтобы не	6	2
414	своей роли	1	2
415	в особенности	6	1
416	что говорится	1	1
417	и объекта	4	1
418	и меньше	1	1
419	от него	4	1
420	все что	2	1
421	каждой из	1	1
422	вступить в	1	1
423	случае в	1	1
424	можно говорить	2	1
425	это тот	1	1
426	бы несколько	1	1
427	и конечно	1	1
428	целью и	1	1
429	вещи в	4	1
430	же и	11	1
431	этот закон	1	1
432	душе моей	1	1
433	и смыслов	1	1
434	такова же	1	1
435	и свою	1	1
436	живое существо	2	1
437	также что	2	1
438	вещей но	1	1
439	в случаях	1	1
440	понимание а	1	1
441	тех кто	2	1
442	исторического бытия	1	1
443	его с	6	1
444	первую очередь	1	1
445	в которую	1	1
446	образа и	2	1
447	есть для	2	1
448	с вещами	1	1
449	не всякий	2	1
450	а у	1	1
451	я никогда	3	1
452	думаю что	4	1
453	она лишь	1	1
454	что это	21	1
455	содержит в	6	1
456	с ним	9	1
457	это уже	2	1
458	в сущности	2	1
459	никак не	6	1
460	относится не	1	1
461	или –	1	1
462	не требует	1	1
463	говорит о	6	1
464	ибо без	1	1
465	не как	4	1
466	для восприятия	1	1
467	но собственно	1	1
468	смысл не	2	1
469	из того	2	1
470	структур с	1	1
471	одному из	1	1
472	сама жизнь	1	1
473	смыслу и	1	1
474	схемы и	1	1
475	и делает	1	1
476	своему собственному	1	1
477	в результате	2	1
478	имеем не	1	1
479	чистом виде	1	1
480	быть может	5	1
481	не бывает	2	1
482	и само	1	1
483	том и	1	1
484	которые будут	1	1
485	со всеми	2	1
486	сравнении с	1	1
487	быть так	1	1
488	этих понятий	1	1
489	их не	1	1
490	стоит в	1	1
491	к искусству	1	1
492	все то	1	1
493	на свой	1	1
494	новое время	1	1
495	сознание не	1	1
496	которых и	1	1
497	от одного	1	1
498	однако что	1	1
499	– знак	1	1
500	о мире	2	1
501	имеет значение	1	1
502	с ней	2	1
503	в наших	1	1
504	жизнь в	2	1
505	смысла и	3	1
506	таково в	1	1
507	подлинная жизнь	1	1
508	мы говорим	6	1
509	оно –	4	1
510	мысль о	2	1
511	в новую	2	1
512	значение в	1	1
513	можно даже	1	1
514	его смысл	1	1
515	тем что	2	1
516	от всего	2	1
517	на театральной	1	1
518	именно о	1	1
519	в малом	1	1
520	говорят о	2	1
521	из всего	2	1
522	и действительно	1	1
523	то время	3	1
524	если он	1	1
525	но самое	1	1
526	том или	2	1
527	и другим	1	1
528	литературе как	1	1
529	новая форма	1	1
530	с тем	2	1
531	стороны в	2	1
532	как быть	1	1
533	мифологическое сознание	1	1
534	к самому	3	1
535	психики но	1	1
536	вещей в	1	1
537	возможна только	1	1
538	что по	3	1
539	нам уже	1	1
540	переживания как	1	1
541	в обычной	1	1
542	с собою	1	1
543	все же	9	1
544	в теорию	1	1
545	и вещи	1	1
546	или ином	1	1
547	не имеет	15	1
548	как более	2	1
549	бы не	1	1
550	в сравнении	1	1
551	и вкус	1	1
552	да и	11	1
553	ему и	1	1
554	о котором	2	1
555	зависимости от	2	1
556	характерна для	2	1
557	в это	1	1
558	– один	1	1
559	на их	1	1
560	друг от	1	1
561	которая не	2	1
562	свою собственную	2	1
563	которой не	3	1
564	нет в	1	1
565	личность как	2	1
566	действительность в	1	1
567	– весьма	1	1
568	собственно и	1	1
569	искусство и	2	1
570	на первый	2	1
571	преступления –	1	1
572	по крайней	11	1
573	он мог	2	1
574	своего объекта	1	1
575	я сейчас	1	1
576	и позитивно	1	1
577	первый взгляд	2	1
578	с этим	5	1
579	все они	2	1
580	только одно	1	1
581	своем значении	1	1
582	вечных мук	1	1
583	объективно и	2	1
584	на примере	1	1
585	и я	3	1
586	совершенно не	13	1
587	разница в	1	1
588	в первую	2	1
589	– научной	1	1
590	ясность и	2	1
591	лица по	1	1
592	не существует	8	1
593	ее к	2	1
594	жизнь для	1	1
595	истории не	1	1
596	в котором	5	1
597	из других	1	1
598	не прямо	1	1
599	она же	1	1
600	зависит от	1	1
601	и такие	1	1
602	нет –	1	1
603	когда на	1	1
604	и пр	7	1
605	время оно	1	1
606	вопрос о	3	1
607	можно констатировать	1	1
608	о чем-то	3	1
609	жизненного опыта	1	1
610	своей собственной	2	1
611	– а	1	1
612	тех же	1	1
613	совершенно особое	1	1
614	страшно и	1	1
615	мира как	1	1
616	и заключается	1	1
617	то и	3	1
618	всех его	1	1
619	это ведет	1	1
620	связана с	1	1
621	наконец в	1	1
622	только мы	1	1
623	и поэтому	1	1
624	из жизни	2	1
625	в отдельности	3	1
626	не быть	3	1
627	понимаем что	1	1
628	одной общей	1	1
629	во многих	1	1
630	ним и	1	1
631	вяч иванова	1	1
632	– да	1	1
633	имея в	1	1
634	– лишь	1	1
635	всегда так	3	1
636	время в	1	1
637	перейдем к	1	1
638	слова и	1	1
639	центра –	1	1
640	не мне	1	1
641	есть внутреннее	1	1
642	традиционализма –	1	1
643	и теперь	1	1
644	жизни и	9	1
645	чего не	1	1
646	отношение оно	1	1
647	и вся	1	1
648	не об	1	1
649	и ему	2	1
650	время что	1	1
651	точно так	3	1
652	и внешнее	3	1
653	теми которые	2	1
654	в различных	2	1
655	и наиболее	1	1
656	как субъекта	1	1
657	а между	1	1
658	и соответствующих	1	1
659	одно из	2	1
660	и до	2	1
661	для своей	1	1
662	именно такого	1	1
663	не что	4	1
664	в истории	1	1
665	и находит	1	1
666	незаметно для	1	1
667	не так	1	1
668	личность и	1	1
669	является как	2	1
670	миф –	10	1
671	было и	1	1
672	ни от	2	1
673	смысле –	1	1
674	в чистом	1	1
675	каждая вещь	2	1
676	всего что	1	1
677	отчет в	1	1
678	жизни по	1	1
679	в прошлом	1	1
680	на одну	1	1
681	поэзии –	1	1
682	но вы	1	1
683	как знаки	1	1
684	я думаю	1	1
685	времени его	1	1
686	к ним	3	1
687	не становится	1	1
688	без его	1	1
689	другого –	1	1
690	еще нет	1	1
691	отдельности и	1	1
692	ее не	1	1
693	в сфере	2	1
694	она может	1	1
695	– тогда	3	1
696	это какое-то	2	1
697	брут не	1	1
698	– синтез	1	1
699	той же	1	1
700	человеческая личность	1	1
701	смысле не	1	1
702	именно так	1	1
703	иное логическое	1	1
704	за него	1	1
705	на сцене	3	1
706	но именно	1	1
707	мира где	1	1
708	с нею	3	1
709	с этими	1	1
710	как я	3	1
711	субъектом и	1	1
712	на вещи	2	1
713	нигде не	1	1
714	в одной	4	1
715	раз и	2	1
716	что все	2	1
717	нечто в	1	1
718	те и	1	1
719	не переставая	1	1
720	в сознании	3	1
721	в груди	1	1
722	бы никакого	1	1
723	момент в	2	1
724	а со	1	1
725	одна из	1	1
726	речь о	1	1
727	но если	6	1
728	также является	1	1
729	реальность и	3	1
730	по нем	2	1
731	культуры и	1	1
732	стороны не	4	1
733	что даже	2	1
734	общем виде	1	1
735	отречение от	1	1
736	по этой	2	1
737	уже по	1	1
738	друг друга	1	1
739	большей степени	1	1
740	как явление	1	1
741	всем потому	1	1
742	то я	4	1
743	которая характерна	2	1
744	в систему	1	1
745	не будучи	3	1
746	крайней мере	11	1
747	и становится	2	1
748	из них	5	1
749	тот же	1	1
750	д и	3	1
751	друг другу	4	1
752	перед нею	1	1
753	своего развития	2	1
754	– во	4	1
755	не входят	1	1
756	этого термина	1	1
757	себе самом	2	1
758	бывает в	1	1
759	представить себе	2	1
760	себя самой	1	1
761	совершенно иными	1	1
762	душа не	1	1
763	специально для	1	1
764	заинтересована в	1	1
765	такое же	1	1
766	его личности	2	1
767	и идет	1	1
768	проникает в	1	1
769	обе стороны	3	1
770	который от	1	1
771	мы видим	6	1
772	тоже не	2	1
773	как смысл	3	1
774	так как	24	1
775	она и	2	1
776	личности а	1	1
777	как такового	1	1
778	чужой психики	1	1
779	ею как	1	1
780	от его	1	1
781	что иное	4	1
782	они не	3	1
783	может не	1	1
784	не во	1	1
785	первого из	1	1
786	на язык	1	1
787	ее на	2	1
788	делает их	2	1
789	должно быть	7	1
790	время и	2	1
791	ее судьбы	1	1
792	искусство в	1	1
793	это особенно	1	1
794	о разных	1	1
795	будет без	1	1
796	они пользуются	1	1
797	от мира	1	1
798	в состоянии	2	1
799	явлений жизни	1	1
800	что одна	4	1
801	аллегории и	3	1
802	хома брут	2	1
803	в природу	2	1
804	так он	1	1
805	покоя как	1	1
806	аффектов и	1	1
807	не для	1	1
808	неотделима от	1	1
809	для иного	1	1
810	ее можно	1	1
811	души и	1	1
812	кто его	2	1
813	как у	3	1
814	для нас	1	1
815	и сама	1	1
816	меньше и	1	1
817	– независимо	1	1
818	не содержит	1	1
819	живыми вещами	1	1
820	сознания и	8	1
821	в широком	2	1
822	по типу	1	1
823	все их	1	1
824	стремится к	2	1
825	себе никаких	1	1
826	сколько бы	1	1
827	по каким	1	1
828	весь мир	2	1
829	не сводима	1	1
830	без этого	4	1
831	тому же	3	1
832	раз в	2	1
833	не была	1	1
834	ведь это	3	1
835	но с	4	1
836	не было	7	1
837	бы для	1	1
838	говорим о	1	1
839	только –	1	1
840	от друга	1	1
841	просто как	2	1
842	а о	2	1
843	и более	7	1
844	не говорит	4	1
845	становления и	2	1
846	а говорит	1	1
847	и где	5	1
848	свойством так	1	1
849	этим и	1	1
850	но эта	4	1
851	на нее	2	1
852	же по	1	1
853	которое в	2	1
854	это еще	2	1
855	нейтральное к	1	1
856	быть настоящим	1	1
857	себя а	1	1
858	по существу	2	1
859	что не	13	1
860	виду что	2	1
861	из уст	1	1
862	xviii века	1	1
863	сознания но	2	1
864	– так	2	1
865	очевидный пример	1	1
866	или иная	4	1
867	чтобы быть	1	1
868	сейчас только	1	1
869	из мифа	4	1
870	не остается	2	1
871	с той	2	1
872	воздействие на	1	1
873	и без	1	1
874	с жизнью	1	1
875	человек в	1	1
876	но по	1	1
877	на земле	3	1
878	не есть	67	1
879	и абсолютная	1	1
880	между прочим	1	1
881	является не	3	1
882	заметил что	2	1
883	которая при	1	1
884	при таком	1	1
885	сознания как	1	1
886	однако это	2	1
887	это происходит	1	1
888	он состоит	1	1
889	за это	1	1
890	от этого	5	1
891	зрения не	1	1
892	остается лишь	1	1
893	того и	3	1
894	должно стать	1	1
895	в такой	1	1
896	– можно	1	1
897	делает ее	1	1
898	больше и	1	1
899	его жизни	1	1
900	по его	1	1
901	на его	1	1
902	форма в	1	1
903	себе и	5	1
904	точек зрения	3	1
905	из этого	2	1
906	путь к	1	1
907	на себе	3	1
908	какой-то иной	1	1
909	действительности и	4	1
910	времени то	2	1
911	о своих	2	1
912	ином отношении	1	1
913	и другого	3	1
914	мы к	1	1
915	бы в	3	1
916	каждом человеке	1	1
917	мере в	3	1
918	ему не	1	1
919	на них	1	1
920	же как	3	1
921	что хотя	1	1
922	на которую	1	1
923	остается в	1	1
924	в каждом	4	1
925	проявляет себя	1	1
926	реальность не	1	1
927	здесь как	2	1
928	может иметь	6	1
929	полной мере	1	1
930	человек как	1	1
931	опираясь на	1	1
932	только к	2	1
933	в полной	2	1
934	как ни	3	1
935	он это	1	1
936	жизнь и	5	1
937	лишь ее	1	1
938	в своих	1	1
939	оно в	1	1
940	жизни я	1	1
941	на задний	1	1
942	или преступления	1	1
943	эти последние	3	1
944	в поле	1	1
945	каждом из	2	1
946	к окружающему	1	1
947	говорил о	2	1
948	если на	1	1
949	театральной сцене	1	1
950	что несмотря	1	1
951	если не	1	1
952	реальность а	1	1
953	она не	10	1
954	воспринимаются как	1	1
955	эти два	4	1
956	когда я	2	1
957	другом и	1	1
958	задний план	1	1
959	не дает	1	1
960	совсем не	1	1
961	но всегда	2	1
962	мир как	1	1
963	как человек	1	1
964	быть осуществлено	1	1
965	на всех	1	1
966	с наукой	3	1
967	так что	21	1
968	не более	1	1
969	форма может	1	1
970	или же	1	1
971	говорить об	1	1
972	просто не	2	1
973	в развитии	1	1
974	и может	7	1
975	бы они	1	1
976	оно и	1	1
977	что касается	3	1
978	природой и	1	1
979	а по	1	1
980	эта сторона	1	1
981	образа в	2	1
982	и их	5	1
983	существенное для	1	1
984	– внутреннего	1	1
985	такого что	1	1
986	глазом и	1	1
987	не могла	1	1
988	можно было	5	1
989	раз оказывается	1	1
990	если она	4	1
991	но только	6	1
992	тем и	1	1
993	иметь в	4	1
994	или его	2	1
995	перестанет быть	1	1
996	стороны и	4	1
997	души поэта	1	1
998	ничто не	3	1
999	только то	7	1
1000	и жизни	4	1
1001	из видов	2	1
1002	общая идея	1	1
1003	также и	7	1
1004	этих случаях	1	1
1005	он –	22	1
1006	и живые	1	1
1007	то или	5	1
1008	у нее	1	1
1009	как один	2	1
1010	в новое	1	1
1011	или иное	5	1
1012	да да	2	1
1013	людьми для	1	1
1014	когда мы	3	1
1015	еще на	3	1
1016	себя за	1	1
1017	этом не	1	1
1018	на это	1	1
1019	было бы	14	1
1020	человеческого сознания	2	1
1021	ее смысл	1	1
1022	не по	2	1
1023	часто называют	1	1
1024	из нее	2	1
1025	в материальном	1	1
1026	он переживает	2	1
1027	но без	3	1
1028	же самое	3	1
1029	внешнего –	1	1
1030	человеческая жизнь	1	1
1031	как мы	5	1
1032	анализу и	1	1
1033	жизни не	1	1
1034	одного из	1	1
1035	указывает на	3	1
1036	– от	3	1
1037	общего с	6	1
1038	в понимании	1	1
1039	что для	3	1
1040	та или	4	1
1041	его как	1	1
1042	в зависимости	2	1
1043	которые в	1	1
1044	но наоборот	1	1
1045	когда они	3	1
1046	внутреннее и	6	1
1047	этом и	1	1
1048	– такая	1	1
1049	внутрь себя	1	1
1050	это ни	1	1
1051	может показаться	1	1
1052	даже если	4	1
1053	оно живет	1	1
1054	и от	5	1
1055	и есть	20	1
1056	с которым	2	1
1057	теми же	1	1
1058	же в	2	1
1059	реальности но	4	1
1060	бытия и	1	1
1061	всю жизнь	2	1
1062	хомы брута	1	1
1063	происходит в	2	1
1064	но я	4	1
1065	иной раз	7	1
1066	чаще всего	2	1
1067	на то	5	1
1068	вы как	1	1
1069	себе самому	1	1
1070	не ее	1	1
1071	бы ни	3	1
1072	нуждается в	6	1
1073	а слова	1	1
1074	образ его	1	1
1075	и только	5	1
1076	узком и	1	1
1077	независимо от	2	1
1078	в него	2	1
1079	основе всех	1	1
1080	для этого	2	1
1081	живой действительности	1	1
1082	и объект	1	1
1083	именно это	1	1
1084	и совершенно	4	1
1085	себе этот	1	1
1086	или точнее	2	1
1087	– тоже	2	1
1088	есть не	8	1
1089	говорит не	1	1
1090	кажется что	1	1
1091	иное как	4	1
1092	а сама	1	1
1093	себе а	2	1
