N	2gram	Vygotskiy_	Poddanst
323	в современной	3	1
324	в этих	7	1
325	что все	9	1
326	в истории	3	1
327	как оно	1	1
328	одинаковое значение	1	1
329	различия между	1	1
330	как по	1	1
331	в ином	3	1
332	так же	22	1
333	также и	2	1
334	этой последней	2	1
335	как она	3	1
336	его в	6	1
337	знаем что	2	1
338	над ним	1	1
339	вопрос об	4	1
340	он сказывается	1	1
341	каждый из	1	1
342	их не	1	1
343	чуть ли	1	1
344	все же	5	1
345	что составляет	2	1
346	и притом	2	1
347	идет речь	1	1
348	этого процесса	2	1
349	можно дать	1	1
350	в настоящее	2	1
351	нового не	1	1
352	но на	2	1
353	рассматривать как	1	1
354	что его	2	1
355	в результате	9	1
356	так было	1	1
357	и слова	1	1
358	в которой	8	1
359	область где	1	1
360	от тех	1	1
361	оказывается в	2	1
362	в прошлом	2	1
363	этом деле	1	1
364	должен быть	1	1
365	в этой	8	1
366	или иным	2	1
367	числе и	2	1
368	в наших	2	1
369	к ним	2	1
370	прежде чем	2	1
371	и слабость	3	1
372	из нее	5	1
373	в отличие	3	1
374	и которая	1	1
375	на нее	2	1
376	себя в	4	1
377	из двух	2	1
378	само по	2	1
379	а никак	1	1
380	известном смысле	7	1
381	настоящее время	2	1
382	видим в	2	1
383	том виде	1	1
384	же как	9	1
385	чтобы понять	2	1
386	что не	2	1
387	мы и	6	1
388	развития в	14	1
389	если мы	9	1
390	иначе как	4	1
391	тем же	1	1
392	но для	3	1
393	почти исключительно	1	1
394	в каком	2	1
395	может идти	3	1
396	в ходе	17	1
397	что есть	1	1
398	ответа на	1	1
399	ведет к	2	1
400	возникнуть совершенно	1	1
401	или хотя	1	1
402	к другим	2	1
403	должны в	1	1
404	развитие в	1	1
405	под его	1	1
406	если он	4	1
407	отношением к	3	1
408	в сферу	2	1
409	тогда когда	10	1
410	и другим	2	1
411	относящиеся к	1	1
412	находится в	2	1
413	в живом	1	1
414	бы оно	3	1
415	представляют собой	4	1
416	в какой	8	1
417	которую оно	1	1
418	ясно что	2	1
419	эти явления	1	1
420	отношения в	1	1
421	место в	2	1
422	как и	13	1
423	с которым	2	1
424	входят в	1	1
425	или иной	1	1
426	в собственном	2	1
427	случаях когда	1	1
428	к миру	1	1
429	по одному	5	1
430	может по	1	1
431	в противоречии	1	1
432	мысли но	4	1
433	сложной и	1	1
434	именно потому	3	1
435	до которых	1	1
436	на то	6	1
437	это но	1	1
438	ли не	2	1
439	которые были	1	1
440	и по	5	1
441	этот вывод	1	1
442	в природе	1	1
443	это значение	1	1
444	не два	2	1
445	и действенного	1	1
446	там где	2	1
447	что во	1	1
448	и только	4	1
449	что именно	4	1
450	к предмету	2	1
451	друг с	10	1
452	в школу	7	1
453	казалось бы	5	1
454	всяком случае	2	1
455	в свете	4	1
456	нисколько не	2	1
457	о котором	1	1
458	не будут	1	1
459	сравнению с	9	1
460	эти последние	1	1
461	в условиях	3	1
462	друг друга	1	1
463	в себя	4	1
464	распадается на	1	1
465	для этого	3	1
466	с ее	1	1
467	противоречии с	1	1
468	в известном	9	1
469	эта вторая	1	1
470	с другом	10	1
471	во времени	1	1
472	гораздо более	1	1
473	он был	1	1
474	заложенное в	1	1
475	на каждом	3	1
476	тем чем	2	1
477	не имеет	7	1
478	эти пути	1	1
479	выработанные в	1	1
480	или менее	1	1
481	рабочих и	1	1
482	мы возьмем	1	1
483	и ее	2	1
484	применительно к	2	1
485	тем чтобы	1	1
486	чем оно	3	1
487	существует определенная	1	1
488	выступает как	1	1
489	что проблема	1	1
490	в развитии	45	1
491	которая и	1	1
492	связаны с	1	1
493	совершенно ясно	2	1
494	обратиться к	2	1
495	никогда не	10	1
496	еще не	11	1
497	плодотворным только	2	1
