N	2gram	Tiupa_Hudo	OGranits
180	этого термина	2	1
181	в особенности	1	1
182	но у	1	1
183	всего в	1	1
184	себе в	1	1
185	как к	5	1
186	в каждой	1	1
187	к которому	4	1
188	и наоборот	2	1
189	языка в	4	1
190	состоит не	1	1
191	значимым и	1	1
192	зрения и	1	1
193	для всех	1	1
194	только к	1	1
195	произведение и	1	1
196	один из	2	1
197	как ни	1	1
198	можно говорить	1	1
199	и здесь	1	1
200	бы несколько	1	1
201	общения в	1	1
202	искусства есть	1	1
203	отличие от	7	1
204	одном случае	1	1
205	строф в	1	1
206	членения и	1	1
207	жизни когда	1	1
208	на этом	2	1
209	они не	1	1
210	представляется не	1	1
211	автору и	1	1
212	поэт не	1	1
213	или иная	1	1
214	в хх	1	1
215	его эстетической	3	1
216	стиля в	1	1
217	художественного высказывания	2	1
218	должно быть	1	1
219	если он	1	1
220	картины мира	3	1
221	и который	2	1
222	сводятся к	3	1
223	говоря и	2	1
224	теории литературы	2	1
225	такого рода	12	1
226	высказывания и	2	1
227	более или	6	1
228	это особенно	1	1
229	внимание на	1	1
230	повести гоголя	2	1
231	потому что	3	1
232	в значительной	2	1
233	хх веке	1	1
234	не сумеет	2	1
235	того чтобы	5	1
236	же как	1	1
237	или иных	2	1
238	воспринимающее сознание	3	1
239	автора и	3	1
240	можно лишь	1	1
241	ту или	2	1
242	и более	2	1
243	мы имеем	6	1
244	не должно	1	1
245	языкового знака	2	1
246	также и	1	1
247	ту же	1	1
248	это и	2	1
249	для того	5	1
250	мира это	1	1
251	три стороны	1	1
252	с вещами	1	1
253	тому как	3	1
254	художественного впечатления	4	1
255	тому что	2	1
256	все то	1	1
257	и дает	1	1
258	литературы как	3	1
259	организации художественного	4	1
260	есть его	1	1
261	быть не	1	1
262	его за	1	1
263	в современных	1	1
264	он и	2	1
265	хх века	5	1
266	своем составе	1	1
267	эстетическим объектом	1	1
268	художественного слова	1	1
269	своей ценностной	1	1
270	ними и	2	1
271	не всегда	2	1
272	в своем	4	1
273	или же	1	1
274	речи и	4	1
275	однако этот	1	1
276	тем как	1	1
277	время в	1	1
278	точно и	1	1
279	с языком	3	1
280	из наиболее	1	1
281	тем не	3	1
282	в другой	1	1
283	как это	7	1
284	в художественной	3	1
285	нее как	1	1
286	вследствие этого	2	1
287	становится эстетическим	1	1
288	и лучше	1	1
289	что такое	2	1
290	с системой	1	1
291	только на	1	1
292	и через	1	1
293	из того	1	1
294	об этом	2	1
295	из существеннейших	1	1
296	вступает в	2	1
297	разница в	1	1
298	никто не	3	1
299	при наличии	2	1
300	и что	4	1
301	этим словом	1	1
302	говоря словами	5	1
303	или иную	2	1
304	в различных	1	1
305	вечного и	1	1
306	в этой	2	1
307	для данного	1	1
308	в широком	1	1
309	этот результат	1	1
310	иметь в	1	1
311	в виду	5	1
312	ее восприятия	1	1
313	к другому	2	1
314	быть может	1	1
315	поэтики в	1	1
316	сводится к	11	1
317	интонации и	1	1
318	с их	2	1
319	и есть	1	1
320	для своей	1	1
321	подобно тому	3	1
322	этой внутренней	1	1
323	и вполне	1	1
324	и систематизации	1	1
325	только то	1	1
326	позиции в	1	1
327	не вполне	2	1
328	по себе	2	1
329	понимается как	1	1
330	в совершенно	1	1
331	в истории	1	1
332	они хотят	1	1
333	косвенной речи	1	1
334	средств и	1	1
335	по своей	7	1
336	же время	7	1
337	поэтому не	1	1
338	и иных	1	1
339	его в	4	1
340	о литературе	3	1
341	на основе	2	1
342	со всеми	1	1
343	человека и	2	1
344	то или	1	1
345	каждый из	1	1
346	а на	5	1
347	быть это	1	1
348	до того	1	1
349	или иное	1	1
350	однако если	3	1
351	не было	1	1
352	когда мы	1	1
353	связи с	3	1
354	содержания в	1	1
355	если не	1	1
356	этой точки	2	1
357	что касается	1	1
358	состоит в	20	1
359	существует как	1	1
360	не знает	4	1
361	является таким	1	1
362	или в	2	1
363	от одного	1	1
364	статье о	1	1
365	в основе	7	1
366	в организации	2	1
367	и эстетического	1	1
368	ценностная активность	1	1
369	на то	1	1
370	произведения есть	1	1
371	же самое	1	1
372	слова могут	1	1
373	речь в	1	1
374	из нее	1	1
375	в отличие	7	1
376	рассчитана на	1	1
377	носителем и	1	1
378	их в	3	1
379	заключается в	2	1
380	и реализуется	1	1
381	одним из	2	1
382	объекта и	3	1
383	отношение к	7	1
384	мышления но	1	1
385	между людьми	1	1
386	если говорить	1	1
387	впервые в	1	1
388	вещами как	1	1
389	отношений и	1	1
390	сказать что	4	1
391	в конечном	5	1
392	та или	1	1
393	виду что	1	1
394	него не	1	1
395	или менее	6	1
396	по которым	1	1
397	и находит	1	1
398	в совокупности	1	1
399	сознания но	1	1
400	конечном счете	5	1
401	он говорит	1	1
402	в конце	1	1
403	выбор слова	1	1
404	произведения не	1	1
405	обратимся к	1	1
406	одной из	2	1
407	например в	4	1
408	между индивидуальными	1	1
409	свести к	1	1
410	как несомненно	1	1
411	в контексте	3	1
412	протопопа аввакума	1	1
413	отношений здесь	1	1
414	такого понимания	1	1
415	взаимодействия людей	2	1
416	к более	2	1
417	в одной	1	1
418	за которым	1	1
419	и как	4	1
420	в понимании	1	1
421	до конца	1	1
422	всякое высказывание	1	1
423	что он	5	1
424	в узком	3	1
425	столь же	2	1
426	в собственном	1	1
427	времени в	2	1
428	звучит один	1	1
429	синтаксической конструкции	1	1
430	что она	2	1
431	языкового сознания	1	1
432	или даже	3	1
433	не существует	1	1
434	всем своем	1	1
435	далеко не	4	1
436	и о	4	1
437	бы быть	1	1
438	является не	1	1
439	в мире	24	1
440	что основной	1	1
441	вместе с	1	1
442	для понимания	2	1
443	же точно	1	1
444	который в	2	1
445	одна из	2	1
446	этого слова	2	1
447	своей полноте	1	1
448	событии художественного	1	1
449	но не	13	1
450	так в	4	1
451	включает в	2	1
452	но если	1	1
453	здесь и	1	1
454	одно из	2	1
455	с его	6	1
456	иных произведений	1	1
457	ли не	1	1
458	при таком	1	1
459	себя и	3	1
460	особенности в	1	1
461	по поводу	1	1
462	этому содержанию	1	1
463	что говоря	1	1
464	тех или	2	1
465	в такой	1	1
466	выбора все	1	1
467	быть и	2	1
468	в то	8	1
469	общем виде	1	1
470	больше и	1	1
471	с первых	1	1
472	отнюдь не	2	1
473	комплексов в	1	1
474	замысла и	1	1
475	следует иметь	1	1
476	не объективно	1	1
477	может и	1	1
478	в условиях	1	1
479	в себя	4	1
480	художественной формы	1	1
481	воздействия на	2	1
482	в системе	3	1
483	для этого	1	1
484	с ее	6	1
485	художественного творчества	6	1
486	и это	2	1
487	которого только	1	1
488	того же	3	1
489	в самой	2	1
490	языка наиболее	1	1
491	только о	2	1
492	от него	1	1
493	эта возможность	1	1
494	одно слово	3	1
495	и становится	1	1
496	звука и	1	1
497	лишь одного	1	1
498	к нему	3	1
499	из проявлений	1	1
500	едва ли	1	1
501	и синтаксические	1	1
502	встречаются в	2	1
503	тем более	2	1
504	искусства в	6	1
505	революции в	1	1
506	как система	2	1
507	не входит	2	1
508	внутренней речи	14	1
509	типа и	1	1
510	его можно	1	1
511	себе а	1	1
512	и особенно	2	1
513	т.д как	1	1
514	еще не	4	1
515	в статье	1	1
