N	2gram	Bakhtin_Fr	KFilosof
169	тем что	6	3
170	но для	1	3
171	в корне	3	3
172	что этот	1	3
173	не дает	4	3
174	рядом с	5	3
175	не менее	2	3
176	для этой	3	3
177	по своему	3	3
178	бы не	1	3
179	здесь не	5	3
180	один и	3	3
181	может дать	1	3
182	лишь как	1	3
183	себе и	1	3
184	но конечно	5	3
185	той или	2	3
186	это и	4	3
187	бы и	1	3
188	моменты и	1	3
189	что не	1	3
190	отсюда и	1	3
191	но здесь	3	3
192	в свою	3	3
193	во мне	1	3
194	в другом	3	3
195	для того	5	3
196	в ней	6	3
197	ее жизни	1	3
198	быть и	2	3
199	и та	1	3
200	смысл в	2	3
201	в современной	1	3
202	от того	1	3
203	мы здесь	2	3
204	нем и	1	3
205	из его	2	3
206	эти моменты	4	3
207	нет и	1	3
208	это единство	1	3
209	до конца	10	3
210	о том	5	3
211	теории и	1	3
212	тем как	1	3
213	в то	14	3
214	для которого	2	3
215	а следовательно	1	3
216	всех этих	5	3
217	и совершенно	1	3
218	тот же	4	3
219	и тем	1	3
220	ничего не	4	3
221	были бы	1	2
222	бы то	1	2
223	как к	1	2
224	всех отношениях	1	2
225	и эти	1	2
226	каждый отдельный	1	2
227	которой все	1	2
228	один из	9	2
229	бы он	1	2
230	и мы	2	2
231	ему в	1	2
232	и того	1	2
233	миром где	1	2
234	что значит	2	2
235	случае мы	1	2
236	дело с	2	2
237	еще более	5	2
238	тому что	1	2
239	это уже	2	2
240	так и	8	2
241	жить и	1	2
242	из которых	1	2
243	этот мир	2	2
244	и то	2	2
245	и за	3	2
246	в качестве	2	2
247	и ценность	1	2
248	и свой	1	2
249	смыслу и	1	2
250	нами в	1	2
251	это есть	2	2
252	по себе	1	2
253	в виде	2	2
254	со всеми	5	2
255	целом как	1	2
256	отказаться от	1	2
257	ее от	1	2
258	и навсегда	1	2
259	даны в	2	2
260	дело в	4	2
261	вокруг него	1	2
262	и эта	1	2
263	в ту	8	2
264	дело здесь	1	2
265	в жизни	1	2
266	с тем	1	2
267	его на	2	2
268	и как	5	2
269	весь мир	4	2
270	что он	7	2
271	истины и	4	2
272	и она	1	2
273	на волю	2	2
274	и именно	1	2
275	в определенной	1	2
276	себя как	1	2
277	как в	4	2
278	во главе	1	2
279	от этого	2	2
280	есть на	1	2
281	смысла и	1	2
282	это было	2	2
283	под ним	1	2
284	вследствие этого	2	2
285	в это	2	2
286	утверждения и	1	2
287	а для	1	2
288	и смерти	3	2
289	целом не	1	2
290	жизнь и	2	2
291	все они	5	2
292	этого слова	3	2
293	к этому	6	2
294	и потому	6	2
295	существенную связь	1	2
296	ни к	1	2
297	его и	1	2
298	видения и	1	2
299	которого и	1	2
300	ведь это	3	2
301	в данном	5	2
302	и других	7	2
303	раз и	2	2
304	мысль и	1	2
305	своих моментах	1	2
306	выхода в	1	2
307	потому что	3	2
308	видит и	1	2
309	того чтобы	6	2
310	культура в	1	2
311	то ни	1	2
312	с этого	1	2
313	дело не	3	2
314	в него	1	2
315	именно на	1	2
316	свою жизнь	1	2
317	что эта	2	2
318	для этого	3	2
319	всех других	1	2
320	правду и	1	2
321	этим не	1	2
322	же время	13	2
323	думать что	2	2
324	этих людей	1	2
325	вес и	1	2
326	себя за	1	2
327	но этот	1	2
328	основе своей	2	2
329	нечто вроде	1	2
330	имеем в	2	2
331	в этой	15	2
332	он и	10	2
333	но ни	1	2
334	определенного и	1	2
335	и под	4	2
336	нем не	1	2
337	него и	3	2
338	они причастны	1	2
339	это целое	1	2
340	все остальные	3	2
341	это область	1	2
342	что только	1	2
343	выход в	1	2
344	слова в	3	2
345	или иной	2	2
346	включает в	2	2
347	с его	6	2
348	в области	5	2
349	его к	3	2
350	как предмет	1	2
351	а как	1	2
352	человек не	1	2
353	каждый момент	1	2
354	приобщается к	1	2
355	с ее	1	2
356	областей культуры	1	2
357	сознания в	1	2
358	и ее	3	2
359	одного и	1	2
360	гораздо более	1	2
361	в оценке	1	1
362	положений и	1	1
363	все в	2	1
364	всего в	1	1
365	в самом	6	1
366	уже во	1	1
367	и к	4	1
368	мире и	1	1
369	на почве	1	1
370	лежит вне	1	1
371	к действительности	1	1
372	новое и	1	1
373	и оба	1	1
374	только не	1	1
375	мы прежде	1	1
376	смерть и	1	1
377	во втором	1	1
378	все что	4	1
379	как это	1	1
380	в единую	1	1
381	и культуры	1	1
382	образом и	2	1
383	мы видим	9	1
384	него как	1	1
385	до сих	6	1
386	рождение и	1	1
387	и он	2	1
388	и всякий	1	1
389	собой и	1	1
390	не выходит	1	1
391	религии и	1	1
392	остается совершенно	1	1
393	ее основных	1	1
394	ничем не	1	1
395	так как	7	1
396	в последнем	2	1
397	т.п но	1	1
398	и очень	2	1
399	есть освобождение	1	1
400	же и	4	1
401	и своего	2	1
402	только что	1	1
403	то есть	31	1
404	такова же	1	1
405	но из	1	1
406	здесь есть	1	1
407	актера и	2	1
408	первом случае	1	1
409	переходит в	1	1
410	можно отделить	1	1
411	на том	2	1
412	она в	1	1
413	значение для	1	1
414	нас как	1	1
415	ровно ничего	1	1
416	вечной истины	1	1
417	смысле слова	5	1
418	оно было	1	1
419	что уже	2	1
420	сам начинает	1	1
421	он как	1	1
422	целом есть	1	1
423	и должно	1	1
424	отношения к	2	1
425	она всегда	1	1
426	это лишь	1	1
427	он становится	2	1
428	и другую	1	1
429	нет места	1	1
430	своей причастности	1	1
431	несмотря на	1	1
432	людей но	2	1
433	со всех	1	1
434	ли его	1	1
435	которых он	2	1
436	из всех	4	1
437	и наконец	5	1
438	или с	1	1
439	его сила	1	1
440	и куда	1	1
441	художественного творчества	1	1
442	для всего	1	1
443	относятся к	1	1
444	хотя и	2	1
445	уже с	1	1
446	особенно часто	1	1
447	участия в	1	1
448	и из	1	1
449	его культурной	1	1
450	как раз	8	1
451	в литературе	10	1
452	творчества но	2	1
453	всею своею	1	1
454	ее в	1	1
455	а затем	2	1
456	и тут	2	1
457	поэтому в	2	1
458	и сама	2	1
459	и рядом	1	1
460	видеть в	2	1
461	можно сказать	2	1
462	в человеке	1	1
463	значит не	1	1
464	самом существенном	1	1
465	не являются	1	1
466	науки и	1	1
467	объектов и	1	1
468	одно из	3	1
469	не способны	1	1
470	притом не	1	1
471	в отношении	3	1
472	в единый	1	1
473	нет это	1	1
474	однако он	1	1
475	же не	1	1
476	его от	1	1
477	в результате	1	1
478	здесь в	6	1
479	только за	1	1
480	есть это	1	1
481	эти бесконечные	1	1
482	смысле этого	2	1
483	понять его	1	1
484	это очень	1	1
485	есть мир	1	1
486	и всякого	1	1
487	мира он	1	1
488	в третьем	1	1
489	между жизнью	3	1
490	что между	1	1
491	ведь один	1	1
492	все равно	1	1
493	нас от	1	1
494	нашего исследования	1	1
495	связанная с	1	1
496	слова мы	1	1
497	только он	1	1
498	не была	2	1
499	и самая	1	1
500	связь с	6	1
501	в конечном	1	1
502	чем в	2	1
503	поэтому и	4	1
504	для живого	1	1
505	его совершенно	1	1
506	действительности только	1	1
507	и даже	7	1
508	к его	1	1
509	что ему	1	1
510	в духе	11	1
511	вместо того	1	1
512	утверждение что	1	1
513	но он	9	1
514	образом в	3	1
515	не более	1	1
516	конечно и	3	1
517	до этого	1	1
518	в которой	6	1
519	или в	3	1
520	в первом	1	1
521	как относительно	1	1
522	и лицо	1	1
523	которая претендует	1	1
524	этого не	1	1
525	и с	15	1
526	всегда в	1	1
527	жизнь в	3	1
528	здесь вовсе	1	1
529	равно как	2	1
530	все дело	1	1
531	это положение	1	1
532	и чисто	1	1
533	нельзя быть	1	1
534	свой смысл	1	1
535	которые как	1	1
536	форму и	2	1
537	и средневековых	2	1
538	на месте	1	1
539	не делает	1	1
540	действующих лица	1	1
541	превращается в	4	1
542	конечном счете	1	1
543	дано в	1	1
544	если он	1	1
545	между прочим	1	1
546	т.е от	1	1
547	в стороне	1	1
548	следующее все	1	1
549	тем же	2	1
550	ведь только	1	1
551	этом последнем	1	1
552	характер и	3	1
553	в живом	1	1
554	ценность в	1	1
555	причастности к	1	1
556	как о	2	1
557	имеет дело	1	1
558	их в	7	1
559	ведь и	1	1
560	быть понято	1	1
561	для каждого	1	1
562	и также	1	1
563	тона и	2	1
564	а именно	1	1
565	большинстве случаев	3	1
566	второй половине	1	1
567	а их	1	1
568	здесь дело	1	1
569	одновременно и	3	1
570	и так	5	1
571	вместе с	4	1
572	на этом	3	1
573	в этих	8	1
574	никто не	1	1
575	историчность ее	1	1
576	временное и	1	1
577	они не	4	1
578	правда не	4	1
579	своему смыслу	1	1
580	на все	1	1
581	контекст в	1	1
582	уже давно	2	1
583	отличается от	1	1
584	между собой	1	1
585	который не	1	1
586	представляется нам	2	1
587	между ними	4	1
588	замкнутым и	1	1
589	моментов и	1	1
590	следовательно и	2	1
591	мир и	2	1
592	на его	4	1
593	в известном	1	1
594	точек зрения	1	1
595	людьми и	2	1
596	и высокой	1	1
597	на границе	1	1
598	вследствие чего	2	1
599	направлен на	1	1
600	делает его	1	1
601	бы совершенно	1	1
602	об этом	3	1
603	много и	1	1
604	она и	1	1
605	в эту	7	1
606	культуры в	3	1
607	но никто	1	1
608	а он	1	1
609	она требует	1	1
610	и смерть	1	1
611	целого и	1	1
612	было ни	3	1
613	но к	1	1
614	в одной	3	1
615	сих пор	6	1
616	особенно в	6	1
617	действительности и	1	1
618	приобретает значение	1	1
619	и всей	1	1
620	включая и	2	1
621	противопоставляет себя	1	1
622	этот процесс	4	1
623	не был	4	1
624	смерти и	1	1
625	только для	6	1
626	где ее	1	1
627	с этим	2	1
628	но оно	2	1
629	конечно все	1	1
630	что эти	1	1
631	здесь лишь	1	1
632	жизнь человека	1	1
633	но его	2	1
634	остается в	2	1
635	нет ничего	1	1
636	перестает быть	2	1
637	во всяком	2	1
638	здесь как	1	1
639	существенного для	1	1
640	именно как	1	1
641	он лежит	1	1
642	все и	1	1
643	том случае	1	1
644	существенный момент	2	1
645	нуждается в	4	1
646	это с	2	1
647	двуликий янус	1	1
648	шире и	4	1
649	но с	1	1
650	только к	1	1
651	книге о	3	1
652	в действительности	1	1
653	приводит его	2	1
654	и такие	2	1
655	контексте и	1	1
656	что мы	1	1
657	в последней	1	1
658	становится рабом	1	1
659	средние века	2	1
660	и мысли	4	1
661	мы уже	19	1
662	что мне	1	1
663	вне поля	1	1
664	во все	3	1
665	в действительность	1	1
666	время от	1	1
667	другими словами	4	1
668	конечно что	1	1
669	всяком случае	2	1
670	эти слова	1	1
671	и оценок	1	1
672	выдержаны в	1	1
673	мы его	1	1
674	тон этого	3	1
675	ему и	2	1
676	где все	2	1
677	также и	6	1
678	эта в	1	1
679	но эти	4	1
680	но ему	1	1
681	состав и	1	1
682	именно там	1	1
683	у меня	2	1
684	к каждому	1	1
685	книги но	1	1
686	и теоретически	1	1
687	эти стороны	2	1
688	в этот	2	1
689	единственный факт	1	1
690	человека все	1	1
691	слова и	3	1
692	поэтому мы	1	1
693	и уже	1	1
694	когда он	1	1
695	чтобы я	1	1
696	на чем	1	1
697	только тогда	1	1
698	вневременную значимость	1	1
699	себя со	1	1
700	средних веков	1	1
701	только на	4	1
702	должны быть	2	1
703	между отдельными	1	1
704	в эстетике	1	1
705	он должен	1	1
706	не с	1	1
707	за собой	1	1
708	с него	2	1
709	пор не	1	1
710	существенная связь	3	1
711	в различных	2	1
712	нового времени	2	1
713	связь между	3	1
714	жизни это	1	1
715	каждый раз	1	1
716	в форме	3	1
717	виду и	1	1
718	но только	2	1
719	ориентирована на	1	1
720	говоря о	1	1
721	главным образом	3	1
722	и до	14	1
723	мир а	1	1
724	уже и	2	1
725	в истории	5	1
726	последних двух	1	1
727	и находит	1	1
728	не станет	1	1
729	конца в	2	1
730	по своей	4	1
731	не касается	4	1
732	это может	1	1
733	над ним	1	1
734	над всеми	1	1
735	в большинстве	3	1
736	до того	2	1
737	свою очередь	2	1
738	это единственная	1	1
739	для жизни	1	1
740	в мистерии	1	1
741	точке зрения	1	1
742	связанных с	1	1
743	чем я	1	1
744	всего этого	2	1
745	не раз	2	1
746	а тем	1	1
747	в средние	1	1
748	за этим	4	1
749	но мы	1	1
750	даны здесь	1	1
751	и небо	1	1
752	вообще и	1	1
753	и где	1	1
754	не подлежит	4	1
755	не для	1	1
756	настоящее время	2	1
757	здесь анализ	1	1
758	следует что	1	1
759	этой книги	2	1
760	своей жизни	3	1
761	образом то	1	1
762	и во	6	1
763	той же	9	1
764	и др	9	1
765	веков и	1	1
766	о его	2	1
767	игра в	1	1
768	но прежде	2	1
769	всех сторон	2	1
770	одной из	3	1
771	выражен в	1	1
772	такая же	1	1
773	совершенно иначе	1	1
774	что может	1	1
775	в нашем	5	1
776	значительной степени	2	1
777	целом в	2	1
778	согласиться с	1	1
779	к двум	1	1
780	в первой	3	1
781	и от	4	1
782	относится к	2	1
783	что все	2	1
784	с которым	1	1
785	подобным же	1	1
786	на услужение	1	1
787	том же	4	1
788	он пытается	1	1
789	к миру	1	1
790	такие которые	1	1
791	же в	2	1
792	подлежит сомнению	2	1
793	данте и	1	1
794	исходит из	1	1
795	слово и	1	1
796	такой же	3	1
797	и о	5	1
798	имеют дело	1	1
799	образом действительности	1	1
800	в значительной	3	1
801	или более	1	1
802	и будущего	1	1
803	одна из	3	1
804	определяется как	1	1
805	на то	1	1
806	так называемые	2	1
807	как всякое	1	1
808	здесь и	6	1
809	сознания мы	1	1
810	политики и	2	1
811	не найдем	1	1
812	от них	2	1
813	оно может	1	1
814	и по	4	1
815	были в	2	1
816	данном контексте	1	1
817	определения как	1	1
818	свой тон	1	1
819	это в	4	1
820	к этим	1	1
821	друг друга	2	1
822	не мог	1	1
823	в системе	3	1
824	того же	4	1
825	человека но	1	1
826	не случайно	1	1
827	этом тоне	1	1
828	которой мы	1	1
829	в настоящее	2	1
830	который и	1	1
831	в один	2	1
832	само по	1	1
833	поэтому он	4	1
834	и единого	1	1
835	мира его	1	1
836	и т.п	17	1
837	в чисто	1	1
838	жизнью и	4	1
839	как мы	18	1
840	было с	1	1
841	мысли и	2	1
842	формы и	1	1
843	и временной	1	1
844	не к	2	1
845	прочим и	1	1
846	на пользу	1	1
847	ни во	1	1
848	возможна только	1	1
849	своего развития	2	1
850	ее не	2	1
851	момент но	1	1
852	во второй	2	1
